SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30H6GRWV____	0.080	0.079	0.112	0.077	0.109	0.078	0.078	0.110	0.079	0.111	0.109	0.077	0.111	0.078	0.112	0.112	0.078	0.076	0.111	0.111	0.076	0.080	0.078	0.076	0.109	0.079	0.111	0.078	0.111	0.081	0.045	0.080	-0.022	0.045	0.010	0.047	0.013	0.045	-0.022	0.047	0.046	-0.023	0.013	-0.024	0.046	0.013	0.046	0.014	0.012	0.010	0.048	0.046	0.045	0.045	-0.021	-0.023	0.011	-0.021	0.012	0.012	-0.022	0.046	0.046	-0.022	0.685	0.652	0.685	0.650	0.683	0.652	0.685	0.667	0.652	0.701	0.683	0.685	0.667	0.668	0.668	0.684	0.669	0.668	0.667	0.667	0.651	0.653	0.684	0.684	0.684	0.684	0.684	0.668	0.701	0.653	0.635	0.685	0.090	0.016	0.672	2016_7_19_16_59_36
FLQS30GQGRWV____	-0.807	-0.810	-0.808	-0.810	-0.811	-0.809	-0.809	-0.810	-0.835	-0.805	-0.811	-0.834	-0.807	-0.808	-0.806	-0.807	-0.809	-0.801	-0.810	-0.808	-0.835	-0.806	-0.806	-0.808	-0.811	-0.805	-0.808	-0.808	-0.807	-0.804	-0.811	-0.807	-9.860	-9.860	-9.859	-9.889	-9.889	-9.889	-9.859	-9.888	-9.860	-9.891	-9.889	-9.888	-9.890	-9.861	-9.858	-9.861	-9.858	-9.853	-9.890	-9.892	-9.857	-9.862	-9.859	-9.858	-9.856	-9.860	-9.891	-9.861	-9.859	-9.860	-9.891	-9.860	5.375	5.380	5.371	5.388	5.394	5.389	5.371	5.391	5.352	5.393	5.394	5.379	5.389	5.379	5.364	5.378	5.370	5.381	5.385	5.401	5.354	5.380	5.368	5.377	5.381	5.380	5.393	5.378	5.375	5.386	5.388	5.375	-0.810	-9.871	5.380	2016_7_19_16_59_36
FLQS30GCGRWY____	-0.044	-0.008	-0.010	-0.042	-0.044	-0.008	-0.044	-0.043	-0.008	-0.010	-0.044	-0.009	-0.042	-0.011	-0.044	-0.045	-0.011	-0.045	-0.042	-0.010	-0.009	-0.043	-0.008	-0.044	0.024	-0.045	-0.010	-0.007	-0.045	-0.043	-0.008	-0.044	0.000	-0.002	-0.001	-0.002	-0.002	-0.002	-0.004	-0.002	-0.001	0.000	-0.002	-0.001	-0.002	0.001	-0.001	-0.002	-0.002	-0.002	-0.002	-0.000	-0.001	-0.000	0.000	-0.002	-0.002	0.000	-0.000	-0.002	-0.001	0.000	-0.001	0.000	-0.022	-0.003	-0.004	-0.020	-0.021	-0.003	-0.020	-0.020	-0.004	-0.005	-0.021	-0.004	-0.020	-0.006	-0.021	-0.022	-0.004	-0.022	-0.020	-0.005	-0.004	-0.021	-0.004	-0.021	0.013	-0.022	-0.005	-0.003	-0.021	-0.021	-0.004	-0.022	-0.026	-0.001	-0.013	2016_7_19_16_59_36
FLQS30G5GRWY____	0.121	0.120	0.058	0.120	0.121	0.120	0.088	0.120	0.123	0.090	0.121	0.122	0.093	0.122	0.090	0.091	0.090	0.124	0.120	0.090	0.088	0.090	0.057	0.089	0.120	0.089	0.090	0.120	0.091	0.089	0.121	0.121	-0.019	-0.019	-0.020	-0.054	-0.018	-0.056	-0.020	-0.055	-0.056	-0.020	-0.018	-0.019	-0.051	-0.019	-0.019	-0.018	-0.021	-0.018	-0.021	-0.018	-0.019	-0.053	-0.019	-0.018	-0.020	-0.020	-0.019	-0.020	-0.053	-0.054	-0.055	-0.019	0.744	0.743	0.713	0.761	0.743	0.761	0.728	0.761	0.762	0.729	0.743	0.744	0.746	0.744	0.728	0.728	0.729	0.745	0.744	0.728	0.727	0.745	0.712	0.727	0.743	0.728	0.728	0.744	0.746	0.745	0.761	0.744	0.103	-0.029	0.740	2016_7_19_16_59_36
FLQS30E9GRWY____	-0.052	-0.019	-0.051	-0.019	-0.018	-0.020	-0.019	-0.018	-0.020	-0.052	-0.018	-0.020	-0.021	-0.051	-0.083	-0.052	-0.016	-0.019	-0.019	-0.052	-0.021	-0.051	-0.053	-0.019	-0.019	-0.084	-0.051	-0.019	-0.051	-0.018	-0.020	-0.052	0.027	0.060	0.060	0.061	0.062	0.028	0.060	0.062	0.027	0.026	0.062	0.025	0.060	0.027	0.027	0.058	0.061	0.061	0.061	0.023	0.059	0.058	0.026	0.028	0.061	0.029	0.026	0.059	0.027	0.057	0.029	0.027	0.635	0.635	0.619	0.635	0.634	0.651	0.635	0.634	0.651	0.635	0.634	0.652	0.634	0.635	0.620	0.619	0.635	0.635	0.634	0.636	0.635	0.620	0.635	0.651	0.635	0.618	0.635	0.636	0.636	0.637	0.650	0.635	-0.034	0.044	0.635	2016_7_19_16_59_37
FLQS30DZGRWV	-0.002	0.031	0.000	0.001	-0.002	-0.000	0.000	-0.001	0.001	-0.000	-0.002	0.001	0.000	-0.002	0.001	-0.002	-0.000	0.001	0.001	-0.001	0.003	-0.001	0.001	-0.030	0.001	-0.002	-0.000	-0.000	-0.001	-0.001	-0.001	-0.002	-0.023	-0.022	-0.019	-0.021	-0.021	-0.052	-0.020	-0.021	-0.020	-0.021	-0.021	-0.022	-0.053	-0.021	-0.019	-0.021	-0.022	-0.020	-0.021	-0.022	-0.022	-0.053	-0.021	-0.018	-0.022	-0.022	-0.053	-0.020	-0.020	-0.021	-0.018	-0.023	-0.663	-0.648	-0.664	-0.664	-0.664	-0.649	-0.664	-0.664	-0.664	-0.664	-0.664	-0.663	-0.648	-0.664	-0.664	-0.664	-0.664	-0.663	-0.663	-0.663	-0.661	-0.649	-0.664	-0.679	-0.663	-0.664	-0.648	-0.664	-0.665	-0.664	-0.665	-0.663	-0.000	-0.025	-0.662	2016_7_19_16_59_37
FLQS30D5GRWQ____	-0.029	-0.061	-0.062	-0.095	-0.061	-0.062	-0.063	-0.095	-0.062	-0.028	-0.061	-0.061	-0.062	-0.060	-0.025	-0.059	-0.062	-0.061	-0.096	-0.060	-0.061	-0.028	-0.061	-0.061	-0.060	-0.060	-0.060	-0.061	-0.061	-0.060	-0.061	-0.029	0.029	0.059	0.025	0.060	0.062	0.062	0.030	0.059	0.028	0.028	0.062	0.030	0.059	0.061	0.063	0.061	0.029	0.063	0.026	0.061	0.063	0.094	0.029	0.065	0.060	0.030	0.059	0.060	0.098	0.028	0.062	0.029	-0.028	-0.060	-0.043	-0.077	-0.061	-0.061	-0.046	-0.076	-0.044	-0.028	-0.061	-0.045	-0.060	-0.059	-0.044	-0.060	-0.045	-0.062	-0.060	-0.060	-0.062	-0.061	-0.044	-0.062	-0.060	-0.045	-0.059	-0.060	-0.078	-0.042	-0.061	-0.028	-0.059	0.051	-0.054	2016_7_19_16_59_37
FLQS30CMGRWQ____	0.029	0.060	0.028	0.058	0.025	0.024	0.060	0.059	0.063	0.062	0.025	0.063	0.027	0.063	0.029	0.029	0.060	0.063	0.059	0.061	0.064	0.063	0.028	0.061	0.060	0.061	0.028	0.060	0.028	0.062	0.024	0.029	-0.003	-0.036	-0.036	-0.036	-0.036	-0.036	-0.039	-0.035	-0.038	-0.035	-0.036	-0.005	-0.036	-0.034	-0.038	-0.034	-0.039	-0.037	-0.038	-0.035	-0.038	-0.035	-0.037	-0.005	-0.037	-0.006	-0.036	-0.035	-0.036	-0.004	-0.037	-0.003	0.525	0.556	0.541	0.556	0.539	0.539	0.558	0.556	0.559	0.557	0.539	0.542	0.540	0.558	0.542	0.541	0.558	0.558	0.557	0.557	0.560	0.558	0.541	0.542	0.557	0.542	0.541	0.556	0.541	0.542	0.539	0.525	0.047	-0.030	0.548	2016_7_19_16_59_37
FLQS30BWGRWY____	-0.068	-0.067	-0.033	-0.066	-0.068	-0.067	-0.067	-0.069	-0.066	-0.069	-0.068	-0.067	-0.034	-0.069	-0.068	-0.034	-0.067	-0.067	-0.069	-0.068	-0.066	-0.068	-0.069	-0.031	-0.067	-0.069	-0.109	-0.067	-0.033	-0.069	-0.069	-0.068	-0.010	-0.011	-0.011	-0.011	-0.012	-0.010	-0.012	-0.050	-0.014	-0.040	-0.012	-0.042	-0.011	-0.011	-0.012	-0.011	-0.013	-0.053	-0.052	-0.012	-0.098	-0.012	-0.097	-0.011	-0.055	-0.012	-0.056	-0.010	-0.012	-0.051	-0.050	-0.010	-0.028	-0.028	-0.011	-0.028	-0.027	-0.029	-0.027	-0.009	-0.026	-0.014	-0.027	-0.013	-0.011	-0.028	-0.028	-0.012	-0.026	-0.007	-0.009	-0.028	0.016	-0.027	0.014	-0.010	-0.006	-0.028	-0.026	-0.028	-0.011	-0.009	-0.009	-0.028	-0.064	-0.028	-0.018	2016_7_19_16_59_37
FLQS30BJGRWV____	0.072	0.072	0.072	0.040	0.072	0.070	0.071	0.039	0.039	0.072	0.072	0.037	0.072	0.072	0.104	0.071	0.072	0.073	0.071	0.103	0.072	0.073	0.073	0.105	0.073	0.072	0.072	0.071	0.072	0.071	0.072	0.072	-0.002	-0.002	-0.004	-0.003	-0.002	-0.003	-0.004	-0.003	0.002	-0.003	-0.002	-0.002	-0.002	-0.003	0.000	-0.003	-0.003	-0.002	-0.002	-0.002	-0.001	-0.002	-0.001	-0.002	-0.000	-0.002	-0.004	-0.002	-0.004	-0.002	-0.001	-0.002	0.037	0.037	0.038	0.021	0.037	0.037	0.037	0.021	0.019	0.037	0.037	0.019	0.037	0.037	0.052	0.037	0.037	0.037	0.036	0.052	0.036	0.037	0.037	0.052	0.036	0.037	0.037	0.036	0.038	0.036	0.036	0.037	0.071	-0.002	0.036	2016_7_19_16_59_37
FLQS30AEGRWV____	0.002	-0.031	0.002	0.003	0.003	0.003	0.003	0.004	0.002	0.003	0.003	0.001	0.004	0.003	0.001	0.003	0.002	0.002	0.003	0.002	0.001	0.003	0.003	0.003	0.004	0.001	0.002	0.032	0.003	0.002	0.001	0.002	-0.008	-0.043	-0.008	-0.009	-0.009	-0.008	-0.006	-0.008	-0.041	-0.008	-0.009	-0.008	-0.007	-0.007	-0.043	-0.006	-0.044	-0.007	-0.043	-0.006	-0.040	-0.007	-0.009	-0.043	-0.006	-0.041	-0.007	-0.040	-0.008	-0.007	-0.008	-0.008	0.005	0.006	0.005	0.006	0.006	0.005	0.004	0.006	0.021	0.005	0.006	0.005	0.006	0.005	0.022	0.004	0.023	0.004	0.022	0.004	0.020	0.005	0.006	0.022	0.005	0.021	0.004	0.036	0.005	0.005	0.005	0.005	0.002	-0.017	0.010	2016_7_19_16_59_38
FLQS309TGRWY____	0.058	0.060	0.093	0.060	0.060	0.061	0.059	0.060	0.060	0.059	0.060	0.060	0.060	0.062	0.094	0.060	0.059	0.061	0.061	0.060	0.061	0.058	0.059	0.059	0.058	0.059	0.093	0.093	0.060	0.060	0.060	0.058	-0.066	-0.069	-0.066	-0.071	-0.070	-0.069	-0.069	-0.072	-0.070	-0.067	-0.070	-0.071	-0.069	-0.067	-0.068	-0.069	-0.069	-0.071	-0.069	-0.068	-0.070	-0.067	-0.067	-0.071	-0.069	-0.066	-0.070	-0.068	-0.068	-0.068	-0.069	-0.066	0.061	0.064	0.079	0.065	0.065	0.064	0.063	0.065	0.065	0.062	0.065	0.064	0.064	0.064	0.079	0.064	0.064	0.065	0.064	0.063	0.065	0.061	0.062	0.065	0.063	0.062	0.080	0.080	0.064	0.064	0.063	0.061	0.064	-0.069	0.066	2016_7_19_16_59_38
FLQS309QGRWV____	0.006	0.002	0.006	0.003	0.003	0.002	0.005	0.003	0.006	0.006	0.003	0.007	0.005	0.007	0.006	0.005	0.004	0.005	0.004	0.005	0.005	0.006	0.042	0.003	0.003	0.040	0.005	0.003	0.006	0.005	0.001	0.006	-0.018	-0.049	-0.050	-0.050	-0.048	-0.049	-0.049	-0.049	-0.045	-0.049	-0.048	-0.017	-0.047	-0.049	-0.050	-0.049	-0.048	-0.050	-0.049	-0.049	-0.047	-0.049	-0.016	-0.048	-0.017	-0.017	-0.049	-0.050	-0.049	-0.047	-0.048	-0.018	0.011	0.025	0.028	0.026	0.025	0.026	0.027	0.026	0.025	0.027	0.025	0.012	0.026	0.028	0.028	0.027	0.026	0.027	0.026	0.027	0.027	0.028	0.029	0.026	0.009	0.029	0.026	0.026	0.027	0.026	0.025	0.011	0.007	-0.043	0.025	2016_7_19_16_59_38
FLQS309NGRWM____	0.162	0.129	0.163	0.129	0.098	0.129	0.133	0.097	0.131	0.163	0.098	0.132	0.133	0.130	0.129	0.133	0.128	0.133	0.130	0.165	0.098	0.163	0.129	0.096	0.129	0.128	0.133	0.129	0.162	0.163	0.130	0.162	-0.045	-0.012	-0.011	-0.011	-0.010	-0.043	-0.009	-0.045	-0.045	-0.042	-0.010	-0.045	-0.012	-0.011	-0.011	-0.011	-0.011	-0.011	-0.013	-0.010	-0.011	-0.044	-0.011	-0.044	-0.011	-0.044	-0.012	-0.011	-0.011	-0.046	-0.044	-0.045	0.102	0.070	0.086	0.069	0.054	0.085	0.070	0.071	0.087	0.101	0.054	0.088	0.071	0.070	0.069	0.071	0.069	0.072	0.070	0.087	0.055	0.102	0.068	0.069	0.070	0.086	0.071	0.069	0.085	0.104	0.086	0.102	0.133	-0.023	0.078	2016_7_19_16_59_38
FLQS308YGRWQ____	-0.109	-0.078	-0.110	-0.110	-0.078	-0.077	-0.042	-0.078	-0.076	-0.111	-0.078	-0.078	-0.110	-0.078	-0.111	-0.108	-0.076	-0.077	-0.078	-0.111	-0.077	-0.110	-0.109	-0.077	-0.043	-0.109	-0.110	-0.111	-0.110	-0.079	-0.042	-0.109	0.062	0.031	0.063	0.062	0.063	0.063	0.063	0.061	0.062	0.061	0.063	0.063	0.028	0.029	0.027	0.062	0.063	0.064	0.028	0.063	0.064	0.029	0.062	0.063	0.029	0.062	0.062	0.030	0.062	0.061	0.062	0.062	-0.085	-0.054	-0.086	-0.085	-0.070	-0.069	-0.052	-0.068	-0.069	-0.085	-0.070	-0.070	-0.068	-0.053	-0.068	-0.085	-0.069	-0.070	-0.053	-0.086	-0.069	-0.069	-0.084	-0.069	-0.035	-0.085	-0.085	-0.070	-0.085	-0.069	-0.051	-0.085	-0.089	0.054	-0.071	2016_7_19_16_59_38
FLQS3084GRWM____	-0.133	-0.135	-0.138	-0.136	-0.136	-0.134	-0.135	-0.135	-0.137	-0.136	-0.136	-0.136	-0.138	-0.138	-0.136	-0.136	-0.135	-0.136	-0.135	-0.137	-0.136	-0.133	-0.136	-0.136	-0.136	-0.133	-0.137	-0.132	-0.137	-0.132	-0.134	-0.133	0.202	0.202	0.202	0.204	0.201	0.204	0.202	0.203	0.201	0.202	0.201	0.202	0.203	0.203	0.201	0.205	0.201	0.201	0.204	0.204	0.202	0.203	0.203	0.166	0.202	0.202	0.203	0.202	0.201	0.202	0.203	0.202	-0.840	-0.841	-0.841	-0.842	-0.840	-0.841	-0.840	-0.842	-0.841	-0.841	-0.840	-0.841	-0.843	-0.843	-0.841	-0.843	-0.841	-0.841	-0.842	-0.843	-0.841	-0.841	-0.842	-0.823	-0.841	-0.840	-0.842	-0.840	-0.842	-0.840	-0.840	-0.840	-0.135	0.201	-0.841	2016_7_19_16_59_38
FLQS307KGRWV____	-0.066	-0.068	-0.068	-0.034	-0.031	-0.033	-0.067	-0.034	-0.064	-0.066	-0.031	-0.066	-0.101	-0.065	-0.100	-0.067	-0.068	-0.068	-0.068	-0.068	-0.065	-0.067	-0.065	-0.067	-0.068	-0.067	-0.067	-0.068	-0.065	-0.066	-0.069	-0.066	-0.013	-0.046	0.022	-0.048	-0.014	-0.046	-0.046	-0.049	-0.012	0.017	-0.014	-0.012	-0.047	-0.047	-0.013	-0.012	-0.047	-0.013	-0.014	-0.049	-0.045	-0.047	0.018	-0.011	-0.013	-0.013	-0.053	-0.047	-0.014	-0.047	-0.047	-0.013	0.648	0.663	0.629	0.681	0.666	0.681	0.664	0.681	0.647	0.633	0.666	0.647	0.647	0.665	0.630	0.646	0.663	0.647	0.648	0.665	0.664	0.664	0.632	0.647	0.647	0.647	0.667	0.663	0.648	0.665	0.664	0.648	-0.064	-0.026	0.655	2016_7_19_16_59_39
FLQS3072GRWV____	-0.071	-0.073	-0.070	-0.071	-0.072	-0.073	-0.102	-0.073	-0.069	-0.070	-0.072	-0.069	-0.070	-0.069	-0.071	-0.070	-0.069	-0.069	-0.069	-0.069	-0.100	-0.071	-0.100	-0.071	-0.042	-0.071	-0.070	-0.071	-0.070	-0.071	-0.073	-0.071	0.103	0.039	0.106	0.111	0.072	0.039	0.106	0.038	0.107	0.102	0.072	0.106	0.038	0.072	0.071	0.071	0.108	0.107	0.107	0.071	0.106	0.071	0.104	0.105	0.072	0.102	0.106	0.104	0.107	0.072	0.039	0.103	-0.735	-0.705	-0.737	-0.739	-0.721	-0.705	-0.752	-0.704	-0.736	-0.735	-0.721	-0.736	-0.702	-0.719	-0.720	-0.719	-0.737	-0.737	-0.736	-0.719	-0.751	-0.720	-0.750	-0.736	-0.706	-0.734	-0.737	-0.737	-0.737	-0.719	-0.705	-0.735	-0.072	0.085	-0.727	2016_7_19_16_59_39
FLQS305NGRWM____	0.051	0.019	0.051	0.050	0.019	0.016	0.052	0.017	0.018	0.050	0.019	0.050	0.017	0.049	0.050	0.051	0.052	0.049	0.017	0.050	0.051	0.050	0.048	0.050	0.019	0.050	0.049	0.051	0.050	0.050	0.050	0.051	0.025	0.057	0.059	0.057	0.059	0.058	0.026	0.059	0.023	0.025	0.059	0.024	0.056	0.059	0.057	0.059	0.058	0.059	0.057	0.058	0.023	0.057	0.057	0.024	0.058	0.026	0.058	0.056	0.024	0.025	0.057	0.025	0.013	-0.018	-0.003	-0.004	-0.020	-0.021	0.013	-0.021	-0.002	0.012	-0.020	0.013	-0.019	-0.004	-0.004	-0.005	-0.003	-0.005	-0.019	-0.004	0.013	-0.003	-0.005	0.012	-0.019	0.012	-0.004	-0.003	0.013	0.012	-0.004	0.013	0.041	0.046	-0.003	2016_7_19_16_59_39
FLQS305DGRWM____	0.061	0.022	0.094	0.022	0.024	0.055	0.059	0.023	0.057	0.057	0.024	0.056	0.061	0.094	0.093	0.095	0.096	0.058	0.022	0.095	0.056	0.093	0.092	0.058	0.061	0.061	0.093	0.059	0.061	0.092	0.059	0.061	0.003	0.002	0.002	0.001	0.001	0.003	0.002	0.001	0.002	0.034	0.001	0.001	0.003	0.000	0.003	0.037	0.039	-0.001	0.035	0.037	0.000	0.002	0.003	0.001	0.001	0.003	0.036	0.003	0.001	0.003	0.001	0.003	0.028	0.011	0.046	0.011	0.012	0.026	0.028	0.011	0.027	0.011	0.012	0.028	0.029	0.047	0.044	0.028	0.028	0.029	-0.006	0.029	0.028	0.045	0.045	0.028	0.031	0.028	0.029	0.028	0.030	0.044	0.029	0.028	0.063	0.008	0.027	2016_7_19_16_59_39
FLQS3057GRWM____	-0.010	-0.011	-0.012	-0.012	-0.013	-0.012	-0.010	-0.013	-0.042	-0.012	-0.013	-0.050	-0.048	-0.011	-0.012	-0.049	-0.012	-0.010	-0.012	-0.010	-0.011	-0.010	-0.013	-0.010	-0.013	-0.010	-0.010	0.030	-0.012	-0.010	-0.012	-0.010	-0.014	-0.013	-0.013	-0.014	-0.047	-0.014	-0.045	-0.049	-0.016	-0.015	-0.047	-0.010	-0.015	-0.014	-0.048	-0.050	-0.048	-0.049	-0.048	-0.012	-0.049	-0.015	-0.047	-0.011	-0.048	-0.014	-0.048	-0.016	-0.014	-0.015	-0.015	-0.014	0.002	0.001	0.001	0.001	0.018	0.001	0.017	0.018	-0.013	0.002	0.018	-0.020	-0.017	0.001	0.018	0.001	0.017	0.019	0.018	0.002	0.019	0.003	0.017	-0.000	0.017	0.002	0.018	0.023	0.001	0.002	0.001	0.002	-0.015	-0.028	0.007	2016_7_19_16_59_39
FLQS3052GRWY____	-0.040	-0.008	-0.041	-0.042	-0.041	-0.041	-0.040	-0.043	-0.009	-0.005	-0.041	-0.008	-0.043	-0.041	-0.042	-0.040	-0.007	-0.010	-0.009	-0.042	-0.009	-0.006	-0.042	-0.008	-0.044	-0.006	-0.040	-0.040	-0.041	0.025	-0.042	-0.040	0.089	0.088	0.088	0.088	0.120	0.089	0.121	0.086	0.088	0.089	0.120	0.087	0.089	0.088	0.087	0.123	0.123	0.122	0.089	0.122	0.086	0.089	0.088	0.089	0.120	0.089	0.089	0.089	0.088	0.087	0.088	0.089	-0.739	-0.722	-0.737	-0.739	-0.754	-0.739	-0.754	-0.738	-0.722	-0.720	-0.754	-0.721	-0.739	-0.738	-0.737	-0.755	-0.739	-0.740	-0.723	-0.754	-0.721	-0.721	-0.738	-0.722	-0.755	-0.721	-0.738	-0.738	-0.738	-0.704	-0.738	-0.739	-0.028	0.096	-0.735	2016_7_19_16_59_39
FLQS304WGRWM____	0.249	0.250	0.251	0.252	0.251	0.249	0.246	0.251	0.255	0.252	0.251	0.257	0.253	0.250	0.252	0.251	0.246	0.256	0.251	0.251	0.254	0.250	0.251	0.246	0.246	0.249	0.251	0.215	0.251	0.249	0.246	0.249	0.073	0.069	0.072	0.108	0.036	0.073	0.071	0.111	0.071	0.072	0.036	0.070	0.072	0.070	0.071	0.069	0.071	0.072	0.037	0.071	0.071	0.071	0.072	0.072	0.073	0.072	0.071	0.070	0.072	0.072	0.073	0.073	0.087	0.089	0.089	0.072	0.106	0.087	0.087	0.069	0.091	0.088	0.106	0.093	0.090	0.089	0.089	0.090	0.087	0.091	0.106	0.089	0.090	0.088	0.089	0.087	0.086	0.088	0.090	0.072	0.088	0.088	0.086	0.087	0.249	0.070	0.089	2016_7_19_16_59_40
FLQS3047GRWM____	0.037	0.032	-0.037	-0.034	-0.002	-0.001	-0.001	0.001	0.000	0.001	-0.002	0.001	0.000	-0.035	-0.037	-0.034	-0.000	-0.000	-0.001	0.002	0.002	0.037	0.002	-0.001	-0.001	0.002	0.001	-0.000	-0.000	0.037	0.000	0.037	-0.064	-0.066	-0.065	-0.070	-0.066	-0.023	-0.066	0.015	-0.066	-0.065	-0.066	-0.063	-0.112	-0.067	-0.064	-0.067	-0.113	-0.066	-0.066	-0.063	-0.064	-0.065	-0.064	-0.066	-0.067	-0.064	-0.065	-0.024	-0.066	-0.064	0.018	-0.064	-0.623	-0.625	-0.660	-0.656	-0.642	-0.662	-0.641	-0.681	-0.641	-0.642	-0.642	-0.643	-0.619	-0.659	-0.660	-0.658	-0.618	-0.641	-0.642	-0.642	-0.642	-0.623	-0.642	-0.641	-0.641	-0.642	-0.641	-0.662	-0.641	-0.625	-0.683	-0.623	0.000	-0.061	-0.644	2016_7_19_16_59_40
FLQS303BGRWM____	-0.091	-0.122	-0.123	-0.120	-0.121	-0.121	-0.121	-0.121	-0.123	-0.123	-0.121	-0.122	-0.122	-0.091	-0.124	-0.122	-0.089	-0.121	-0.120	-0.091	-0.122	-0.124	-0.123	-0.089	-0.120	-0.123	-0.090	-0.121	-0.122	-0.122	-0.121	-0.091	0.112	0.114	0.079	0.114	0.080	0.082	0.110	0.115	0.081	0.081	0.080	0.115	0.112	0.113	0.112	0.112	0.079	0.081	0.113	0.113	0.082	0.081	0.113	0.079	0.080	0.080	0.112	0.081	0.080	0.080	0.081	0.112	0.574	0.558	0.574	0.558	0.574	0.574	0.560	0.557	0.574	0.573	0.574	0.557	0.559	0.573	0.558	0.558	0.591	0.573	0.558	0.573	0.573	0.573	0.557	0.591	0.575	0.574	0.575	0.574	0.574	0.574	0.574	0.574	-0.115	0.096	0.570	2016_7_19_16_59_40
FLQS3024GRWM____	-0.061	-0.061	-0.033	-0.062	-0.063	-0.030	-0.062	-0.093	-0.062	-0.031	-0.063	-0.060	-0.062	-0.032	-0.062	-0.032	-0.031	-0.060	-0.062	-0.031	-0.030	-0.032	-0.032	-0.062	-0.062	-0.031	-0.062	-0.031	-0.032	-0.031	-0.030	-0.061	0.010	0.013	0.014	0.014	0.013	0.013	0.015	0.047	0.013	0.012	0.013	0.012	0.013	0.012	0.015	0.012	0.013	0.013	0.014	0.012	0.012	0.010	0.013	0.013	0.013	0.011	0.013	0.013	0.013	0.009	0.047	0.010	0.639	0.637	0.651	0.636	0.637	0.653	0.636	0.605	0.637	0.652	0.637	0.638	0.636	0.652	0.636	0.652	0.653	0.637	0.636	0.653	0.654	0.653	0.652	0.637	0.637	0.654	0.637	0.653	0.652	0.654	0.636	0.639	-0.049	0.015	0.643	2016_7_19_16_59_40
FLQS301GGRWM____	-0.068	-0.036	-0.068	-0.035	-0.035	-0.067	-0.067	-0.066	-0.064	-0.067	-0.035	-0.098	-0.067	-0.034	-0.066	-0.066	-0.036	-0.066	-0.025	-0.066	-0.064	-0.067	-0.034	-0.067	-0.036	-0.035	-0.067	-0.067	-0.069	-0.068	-0.068	-0.068	0.096	0.162	0.098	0.097	0.131	0.095	0.094	0.096	0.131	0.097	0.131	0.096	0.129	0.129	0.093	0.129	0.097	0.131	0.128	0.130	0.131	0.127	0.128	0.095	0.131	0.127	0.129	0.127	0.098	0.095	0.094	0.096	0.593	0.576	0.592	0.608	0.592	0.594	0.595	0.594	0.578	0.594	0.592	0.579	0.577	0.593	0.596	0.577	0.609	0.576	0.599	0.577	0.578	0.578	0.594	0.594	0.592	0.594	0.577	0.577	0.592	0.594	0.594	0.593	-0.058	0.115	0.589	2016_7_19_16_59_40
