,Distance_X_LOGO_Motor1,Distance_X_LOGO_motor2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Motor1,Distance_Y_LOGO_motor2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Motor1,Angle_motor2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30TYGRWV,-13.6910774261,-13.6990745508,-13.62909971,-13.5941122896,-13.6560900057,-13.6580892869,-13.5941122896,-13.6560900057,-13.5501281039,-13.6211025853,-13.6211025853,-13.6560900057,-13.6560900057,-13.6191033041,-13.5581252286,-13.5851155243,-13.5171399647,-13.6560900057,-13.6221022259,-13.62909971,-13.5511277445,-13.5841158837,-13.5841158837,-13.6191033041,-13.6281000694,-13.5851155243,-13.6201029447,-13.5511277445,-13.6211025853,-13.4451658427,-13.5861151649,-13.6201029447,-140.798067334,-140.767063356,-140.765063099,-140.730058607,-140.801067719,-140.803067976,-140.730058607,-140.766063227,-140.796067078,-140.671051035,-140.671051035,-140.769063613,-140.801067719,-140.762062714,-140.673051292,-140.732058864,-140.672051164,-140.766063227,-140.767063356,-140.675051549,-140.732058864,-140.672051164,-140.672051164,-140.762062714,-140.731058736,-140.732058864,-140.699054629,-140.732058864,-140.706055527,-140.732058864,-140.678051934,-140.699054629,264.78,264.776,264.804,264.817,264.795,264.794,264.817,264.793,264.837,264.804,264.804,264.793,264.795,264.808,264.829,264.821,264.846,264.793,264.807,264.801,264.834,264.819,264.819,264.808,264.803,264.821,264.805,264.834,264.805,264.877,264.818,264.805
FLQS30T7GRWV,-13.7228252543,-13.6898304832,-13.6498368212,-13.5828474375,-13.6488369797,-13.6198415748,-13.5828474375,-13.6488369797,-13.5448534586,-13.6138425255,-13.6138425255,-13.6178418917,-13.6488369797,-13.6138425255,-13.5488528248,-13.5478529833,-13.5118586875,-13.6488369797,-13.6138425255,-13.6488369797,-13.5428537755,-13.5478529833,-13.5478529833,-13.6138425255,-13.6178418917,-13.5478529833,-13.6138425255,-13.5428537755,-13.5848471206,-13.4388702545,-13.5488528248,-13.6138425255,-140.803953591,-140.778952889,-140.775952805,-140.71095098,-140.777952861,-140.778952889,-140.71095098,-140.74195185,-140.739951794,-140.704950811,-140.704950811,-140.776952833,-140.777952861,-140.742951878,-140.709950952,-140.709950952,-140.672949913,-140.74195185,-140.743951906,-140.706950868,-140.743951906,-140.679950109,-140.679950109,-140.742951878,-140.71095098,-140.709950952,-140.706950868,-140.743951906,-140.74195185,-140.739951794,-140.713951064,-140.706950868,264.77,264.782,264.798,264.822,264.798,264.81,264.822,264.797,264.839,264.81,264.81,264.811,264.798,264.811,264.836,264.836,264.85,264.797,264.811,264.796,264.84,264.835,264.835,264.811,264.808,264.836,264.81,264.84,264.823,264.881,264.836,264.81
FLQS30S7GRWV,-13.5594597605,-13.5674623926,-13.4964390328,-13.4904370587,-13.5244482451,-13.5254485741,-13.4904370587,-13.5244482451,-13.4214143568,-13.4894367297,-13.4894367297,-13.5234479161,-13.5244482451,-13.4894367297,-13.4254156729,-13.4544252142,-13.3864028414,-13.5244482451,-13.4904370587,-13.5254485741,-13.4204140278,-13.4544252142,-13.4544252142,-13.4894367297,-13.5254485741,-13.4544252142,-13.4894367297,-13.4204140278,-13.4914373877,-13.3153794815,-13.4254156729,-13.4894367297,-140.57240866,-140.597394869,-140.574407557,-140.563413625,-140.574407557,-140.577405902,-140.563413625,-140.565412522,-140.571409212,-140.531431278,-140.531431278,-140.574407557,-140.574407557,-140.539426865,-140.50644507,-140.563413625,-140.531431278,-140.565412522,-140.567411418,-140.531431278,-140.540426313,-140.50044838,-140.50044838,-140.539426865,-140.563413625,-140.563413625,-140.531431278,-140.540426313,-140.563413625,-140.538427417,-140.511442312,-140.531431278,264.832,264.83,264.858,264.86,264.846,264.846,264.86,264.846,264.888,264.859,264.859,264.847,264.846,264.859,264.884,264.874,264.901,264.846,264.86,264.844,264.887,264.872,264.872,264.859,264.846,264.874,264.859,264.887,264.86,264.93,264.884,264.859
FLQS30RRGRWV,-13.618355114,-13.6243530683,-13.5563762535,-13.5483789812,-13.5833670476,-13.5563762535,-13.5483789812,-13.5833670476,-13.4784028483,-13.520388528,-13.520388528,-13.5833670476,-13.5833670476,-13.5473793221,-13.4854004616,-13.4844008026,-13.4444144409,-13.5833670476,-13.5493786402,-13.5553765945,-13.4784028483,-13.4844008026,-13.4844008026,-13.5473793221,-13.5833670476,-13.4844008026,-13.520388528,-13.4784028483,-13.5493786402,-13.373438649,-13.5133909147,-13.520388528,-140.746784177,-140.805790375,-140.747784282,-140.742783757,-140.80879069,-140.779787644,-140.742783757,-140.771786803,-140.805790375,-140.676776823,-140.676776823,-140.778787539,-140.80879069,-140.7117805,-140.7117805,-140.71378071,-140.678777033,-140.771786803,-140.773787013,-140.681777349,-140.740783547,-140.675776718,-140.675776718,-140.7117805,-140.742783757,-140.71378071,-140.70577987,-140.740783547,-140.743783862,-140.712780605,-140.714780815,-140.70577987,264.808,264.808,264.833,264.836,264.824,264.834,264.836,264.823,264.867,264.845,264.845,264.823,264.824,264.835,264.86,264.861,264.875,264.823,264.837,264.831,264.864,264.859,264.859,264.835,264.822,264.861,264.846,264.864,264.836,264.905,264.849,264.846
FLQS30R2GRWV,-13.9810803427,-13.9880843906,-13.9160427543,-13.9100392846,-13.9460601028,-13.9170433326,-13.9100392846,-13.9440589462,-13.8430005397,-13.8800219361,-13.8800219361,-13.9430583679,-13.9460601028,-13.9090387063,-13.8450016962,-13.8740184664,-13.7759617947,-13.9440589462,-13.9100392846,-13.915042176,-13.8389982265,-13.8730178881,-13.8730178881,-13.9090387063,-13.9450595245,-13.8740184664,-13.8800219361,-13.8389982265,-13.9110398629,-13.7339375069,-13.8750190447,-13.8800219361,-140.860524534,-140.863524567,-140.885524805,-140.851524437,-140.917525151,-140.864524577,-140.851524437,-140.881524761,-140.861524545,-140.789523766,-140.789523766,-140.888524837,-140.917525151,-140.880524751,-140.817524069,-140.853524458,-140.793523809,-140.881524761,-140.883524783,-140.817524069,-140.852524448,-140.788523755,-140.788523755,-140.880524751,-140.851524437,-140.853524458,-140.817524069,-140.852524448,-140.851524437,-140.854524469,-140.821524112,-140.817524069,264.672,264.669,264.699,264.7,264.688,264.698,264.7,264.687,264.728,264.71,264.71,264.688,264.688,264.702,264.725,264.715,264.752,264.687,264.701,264.697,264.729,264.713,264.713,264.702,264.686,264.715,264.711,264.729,264.7,264.771,264.713,264.711
FLQS30QXGRWV,-13.5704376046,-13.6054567977,-13.5334173148,-13.5003992184,-13.5654348627,-13.5364189599,-13.5003992184,-13.5344178631,-13.4313613805,-13.5003992184,-13.5003992184,-13.5334173148,-13.5654348627,-13.5013997668,-13.4653800253,-13.4643794769,-13.3963421874,-13.5344178631,-13.49939867,-13.5344178631,-13.4603772834,-13.4643794769,-13.4643794769,-13.5013997668,-13.5354184115,-13.4643794769,-13.4983981216,-13.4603772834,-13.5013997668,-13.3243027045,-13.4653800253,-13.4983981216,-140.712364641,-140.77437053,-140.741367396,-140.676361221,-140.715364926,-140.687362266,-140.676361221,-140.648358562,-140.680361601,-140.640357802,-140.640357802,-140.712364641,-140.715364926,-140.647358467,-140.668360461,-140.678361411,-140.643358087,-140.648358562,-140.679361506,-140.645358277,-140.677361316,-140.614355332,-140.614355332,-140.647358467,-140.676361221,-140.678361411,-140.672360841,-140.677361316,-140.675361126,-140.677361316,-140.671360746,-140.672360841,264.212,264.2,264.228,264.239,264.214,264.225,264.239,264.224,264.267,264.237,264.237,264.227,264.214,264.238,264.253,264.254,264.28,264.224,264.239,264.224,264.255,264.251,264.251,264.238,264.225,264.254,264.24,264.255,264.239,264.31,264.253,264.24
FLQS30QPGRWV,-13.8829142163,-13.8899151816,-13.8179052526,-13.7829004261,-13.8479093897,-13.8199055284,-13.7829004261,-13.8169051147,-13.7138909108,-13.8129045631,-13.8129045631,-13.8179052526,-13.8479093897,-13.8119044252,-13.7188916003,-13.7478955995,-13.6798862222,-13.8169051147,-13.7819002882,-13.8179052526,-13.7418947721,-13.7468954616,-13.7468954616,-13.8119044252,-13.8179052526,-13.7478955995,-13.7829004261,-13.7418947721,-13.783900564,-13.6078762932,-13.7478955995,-13.7829004261,-140.793281145,-140.796282857,-140.791280004,-140.760262318,-140.82129712,-140.797283427,-140.760262318,-140.78327544,-140.817294838,-140.748255471,-140.748255471,-140.793281145,-140.82129712,-140.78427601,-140.748255471,-140.762263459,-140.685219528,-140.78327544,-140.786277152,-140.785276581,-140.782274869,-140.719238926,-140.719238926,-140.78427601,-140.813292556,-140.762263459,-140.781274299,-140.782274869,-140.760262318,-140.78327544,-140.731245772,-140.781274299,264.029,264.026,264.055,264.068,264.044,264.055,264.068,264.055,264.098,264.056,264.056,264.055,264.044,264.057,264.094,264.082,264.107,264.055,264.069,264.055,264.086,264.081,264.081,264.057,264.056,264.082,264.069,264.086,264.068,264.14,264.081,264.069
FLQS30QMGRWV,-13.6746698783,-13.7126856406,-13.6696678043,-13.6336528715,-13.6686673895,-13.6706682191,-13.6336528715,-13.6686673895,-13.5656246653,-13.6346532863,-13.6346532863,-13.6696678043,-13.6686673895,-13.6346532863,-13.5696263244,-13.5986383536,-13.5316105621,-13.6686673895,-13.6336528715,-13.6416561899,-13.5646242505,-13.5976379388,-13.5976379388,-13.6346532863,-13.6696678043,-13.5986383536,-13.6056412572,-13.5646242505,-13.6356537011,-13.4605811114,-13.5996387684,-13.6056412572,-140.74730274,-140.750303131,-140.806310414,-140.765305081,-140.776306512,-140.751303261,-140.765305081,-140.74330222,-140.772305992,-140.678293766,-140.678293766,-140.807310544,-140.776306512,-140.715298579,-140.681294157,-140.714298449,-140.681294157,-140.74330222,-140.74330222,-140.707297538,-140.716298709,-140.679293897,-140.679293897,-140.715298579,-140.767305342,-140.714298449,-140.682294287,-140.716298709,-140.715298579,-140.713298318,-140.686294807,-140.682294287,264.115,264.1,264.12,264.132,264.119,264.117,264.132,264.118,264.16,264.129,264.129,264.119,264.119,264.13,264.155,264.144,264.171,264.118,264.131,264.127,264.158,264.144,264.144,264.13,264.118,264.144,264.14,264.158,264.13,264.2,264.143,264.14
FLQS30Q9GRWY,-13.6415100674,-13.650524943,-13.6074538707,-13.5433480888,-13.6074538707,-13.580409244,-13.5433480888,-13.5784059383,-13.5032819751,-13.5723960212,-13.5723960212,-13.6064522179,-13.6074538707,-13.5713943684,-13.5082902393,-13.5082902393,-13.4682241256,-13.5784059383,-13.5443497416,-13.5794075911,-13.5022803222,-13.5072885864,-13.5072885864,-13.5713943684,-13.6074538707,-13.5082902393,-13.5443497416,-13.5022803222,-13.5733976741,-13.3971067737,-13.5082902393,-13.5443497416,-140.822800815,-140.798802213,-140.855798894,-140.812801398,-140.825800641,-140.827800524,-140.812801398,-140.762804309,-140.822800815,-140.754804774,-140.754804774,-140.828800466,-140.825800641,-140.79180262,-140.754804774,-140.761804367,-140.756804658,-140.762804309,-140.790802678,-140.754804774,-140.790802678,-140.702807802,-140.702807802,-140.79180262,-140.816801165,-140.761804367,-140.782803144,-140.790802678,-140.789802737,-140.787802853,-140.758804541,-140.782803144,264.813,264.809,264.828,264.853,264.827,264.838,264.853,264.836,264.869,264.839,264.839,264.828,264.827,264.84,264.864,264.865,264.881,264.836,264.851,264.836,264.868,264.863,264.863,264.84,264.827,264.865,264.851,264.868,264.84,264.911,264.864,264.851
FLQS30Q9GRWV,-13.5132893357,-13.5212900991,-13.4802861868,-13.4432826562,-13.4792860914,-13.4512834196,-13.4432826562,-13.4502833242,-13.3742760722,-13.4432826562,-13.4432826562,-13.4812862823,-13.4792860914,-13.4742856143,-13.4082793165,-13.4082793165,-13.3392727324,-13.4502833242,-13.4452828471,-13.4792860914,-13.4042789348,-13.4072792211,-13.4072792211,-13.4742856143,-13.4792860914,-13.4082793165,-13.4442827517,-13.4042789348,-13.4442827517,-13.2692660529,-13.4082793165,-13.4442827517,-140.764784667,-140.736771575,-140.764784667,-140.73076877,-140.765785134,-140.76778607,-140.73076877,-140.697753341,-140.762783732,-140.694751938,-140.694751938,-140.765785134,-140.765785134,-140.731769238,-140.725766432,-140.728767835,-140.697753341,-140.697753341,-140.73076877,-140.695752406,-140.73076877,-140.666738846,-140.666738846,-140.731769238,-140.73076877,-140.728767835,-140.695752406,-140.73076877,-140.732769705,-140.729768302,-140.728767835,-140.695752406,264.264,264.26,264.277,264.291,264.278,264.289,264.291,264.287,264.32,264.289,264.289,264.277,264.278,264.278,264.305,264.305,264.332,264.287,264.29,264.275,264.306,264.303,264.303,264.278,264.276,264.305,264.289,264.306,264.291,264.361,264.305,264.289
FLQS30Q3GRWV,-13.4784373968,-13.4844145309,-13.4146812997,-13.3778223061,-13.4136851107,-13.4156774888,-13.3778223061,-13.4445669702,-13.310081453,-13.3778223061,-13.3778223061,-13.4146812997,-13.4136851107,-13.3788184951,-13.3439518795,-13.3439518795,-13.2752148374,-13.4445669702,-13.3798146841,-13.4126889217,-13.3389709345,-13.3419595015,-13.3419595015,-13.3788184951,-13.4136851107,-13.3439518795,-13.3778223061,-13.3389709345,-13.3798146841,-13.2044854172,-13.3449480686,-13.3778223061,-140.73772447,-140.738724418,-140.707726021,-140.702726279,-140.709725917,-140.713725711,-140.702726279,-140.704726176,-140.735724573,-140.667728088,-140.667728088,-140.708725969,-140.709725917,-140.671727882,-140.698726486,-140.701726331,-140.637729639,-140.704726176,-140.673727778,-140.669727985,-140.67272783,-140.611730983,-140.611730983,-140.671727882,-140.702726279,-140.701726331,-140.668728037,-140.67272783,-140.704726176,-140.701726331,-140.648729071,-140.668728037,264.172,264.17,264.197,264.211,264.197,264.196,264.211,264.184,264.24,264.21,264.21,264.196,264.197,264.21,264.225,264.225,264.25,264.184,264.21,264.196,264.226,264.222,264.222,264.21,264.197,264.225,264.21,264.226,264.211,264.282,264.223,264.21
FLQS30Q2GRWV,-13.6681725957,-13.7331734166,-13.6641725452,-13.5991717244,-13.6341721664,-13.635172179,-13.5991717244,-13.6341721664,-13.5591712193,-13.627172078,-13.627172078,-13.66217252,-13.6341721664,-13.6291721033,-13.5631712698,-13.5911716234,-13.5231707647,-13.6341721664,-13.6281720906,-13.6341721664,-13.5591712193,-13.592171636,-13.592171636,-13.6291721033,-13.6951729367,-13.5911716234,-13.627172078,-13.5591712193,-13.6281720906,-13.4541698934,-13.5631712698,-13.627172078,-140.663546506,-140.667546891,-140.724552381,-140.65154535,-140.667546891,-140.667546891,-140.65154535,-140.630543328,-140.663546506,-140.622542557,-140.622542557,-140.692549299,-140.667546891,-140.63254352,-140.597540149,-140.655545735,-140.62454275,-140.630543328,-140.658546024,-140.598540245,-140.63254352,-140.570537549,-140.570537549,-140.63254352,-140.655545735,-140.655545735,-140.62454275,-140.63254352,-140.654545639,-140.653545543,-140.601540534,-140.62454275,264.786,264.76,264.791,264.814,264.8,264.8,264.814,264.799,264.831,264.801,264.801,264.79,264.8,264.801,264.826,264.817,264.844,264.799,264.803,264.798,264.83,264.814,264.814,264.801,264.775,264.817,264.802,264.83,264.803,264.873,264.827,264.802
FLQS30PHGRWY,-13.6254574923,-13.6334565867,-13.5914613409,-13.5564653027,-13.5904614541,-13.5644643971,-13.5564653027,-13.5914613409,-13.4874731132,-13.5564653027,-13.5564653027,-13.5904614541,-13.5904614541,-13.5564653027,-13.5214692645,-13.5204693777,-13.4534769618,-13.5914613409,-13.5564653027,-13.5634645103,-13.4864732264,-13.5204693777,-13.5204693777,-13.5564653027,-13.5904614541,-13.5204693777,-13.5564653027,-13.4864732264,-13.5574651895,-13.3824849986,-13.5214692645,-13.5564653027,-140.712450935,-140.715452033,-140.715452033,-140.702447277,-140.715452033,-140.716452398,-140.702447277,-140.739460811,-140.712450935,-140.643425696,-140.643425696,-140.714451667,-140.715452033,-140.68043923,-140.672436304,-140.679438864,-140.645426428,-140.739460811,-140.68043923,-140.646426794,-140.679438864,-140.640424599,-140.640424599,-140.68043923,-140.679438864,-140.679438864,-140.644426062,-140.679438864,-140.704448009,-140.678438499,-140.672436304,-140.644426062,264.245,264.242,264.259,264.273,264.259,264.27,264.273,264.26,264.301,264.27,264.27,264.259,264.259,264.272,264.285,264.286,264.312,264.26,264.272,264.268,264.3,264.285,264.285,264.272,264.258,264.286,264.27,264.3,264.272,264.342,264.285,264.27
FLQS30NWGRWV,-13.7348115947,-13.7708189656,-13.7008046332,-13.6657974671,-13.7288103662,-13.7008046332,-13.6657974671,-13.6998044285,-13.6247890724,-13.6918027905,-13.6918027905,-13.7298105709,-13.7288103662,-13.6637970576,-13.6297900961,-13.6567956243,-13.5597757638,-13.6998044285,-13.6657974671,-13.6998044285,-13.6217884582,-13.6287898914,-13.6287898914,-13.6637970576,-13.7288103662,-13.6567956243,-13.6657974671,-13.6217884582,-13.6657974671,-13.5177671644,-13.6297900961,-13.6657974671,-140.699012799,-140.699012799,-140.727012006,-140.664013791,-140.698012827,-140.700012771,-140.664013791,-140.663013819,-140.696012884,-140.627014839,-140.627014839,-140.699012799,-140.698012827,-140.627014839,-140.630014754,-140.661013876,-140.593015803,-140.663013819,-140.662013848,-140.627014839,-140.664013791,-140.624014924,-140.624014924,-140.627014839,-140.630014754,-140.661013876,-140.628014811,-140.664013791,-140.668013678,-140.663013819,-140.632014698,-140.628014811,264.763,264.748,264.778,264.789,264.765,264.777,264.789,264.775,264.807,264.777,264.777,264.765,264.765,264.789,264.803,264.793,264.829,264.775,264.789,264.774,264.807,264.803,264.803,264.789,264.762,264.793,264.788,264.807,264.79,264.849,264.803,264.788
FLQS30MRGRWY,-13.75212476,-13.7281158131,-13.6881009014,-13.6520874809,-13.6891012742,-13.6891012742,-13.6520874809,-13.6881009014,-13.5840621311,-13.6530878537,-13.6530878537,-13.7191124579,-13.6891012742,-13.6820986647,-13.5860628767,-13.6170744332,-13.5490490834,-13.6881009014,-13.6530878537,-13.6881009014,-13.6120725693,-13.6170744332,-13.6170744332,-13.6820986647,-13.6871005286,-13.6170744332,-13.6530878537,-13.6120725693,-13.6540882265,-13.4790229881,-13.6170744332,-13.6530878537,-140.760485608,-140.763485427,-140.790483794,-140.751486152,-140.763485427,-140.765485306,-140.751486152,-140.728487544,-140.759485669,-140.691489782,-140.691489782,-140.792483673,-140.763485427,-140.729487483,-140.692489721,-140.726487665,-140.662491536,-140.728487544,-140.730487423,-140.693489661,-140.730487423,-140.689489903,-140.689489903,-140.729487483,-140.751486152,-140.726487665,-140.69548954,-140.730487423,-140.699489298,-140.726487665,-140.669491112,-140.69548954,264.085,264.095,264.112,264.125,264.111,264.111,264.125,264.11,264.153,264.123,264.123,264.1,264.111,264.112,264.15,264.138,264.163,264.11,264.124,264.109,264.141,264.137,264.137,264.112,264.111,264.138,264.123,264.141,264.123,264.194,264.136,264.123
FLQS30MKGRWV,-13.76732756,-13.8393397347,-13.7683277291,-13.6973157236,-13.7333218109,-13.7713282364,-13.6973157236,-13.7333218109,-13.6283040562,-13.6983158927,-13.6983158927,-13.73432198,-13.7333218109,-13.6973157236,-13.6633099744,-13.6623098053,-13.594298307,-13.7333218109,-13.6973157236,-13.7033167381,-13.6273038871,-13.6623098053,-13.6623098053,-13.6973157236,-13.7333218109,-13.6623098053,-13.6683108199,-13.6273038871,-13.6983158927,-13.5232863014,-13.6323047325,-13.6683108199,-140.728909931,-140.754910099,-140.729909937,-140.747910054,-140.732909957,-140.758910125,-140.747910054,-140.719909873,-140.75191008,-140.659909485,-140.659909485,-140.732909957,-140.732909957,-140.696909724,-140.664909517,-140.695909718,-140.661909498,-140.719909873,-140.697909731,-140.664909517,-140.696909724,-140.656909465,-140.656909465,-140.696909724,-140.696909724,-140.695909718,-140.663909511,-140.696909724,-140.696909724,-140.693909705,-140.671909562,-140.663909511,264.173,264.145,264.173,264.202,264.187,264.173,264.202,264.187,264.23,264.198,264.198,264.187,264.187,264.2,264.213,264.214,264.24,264.187,264.2,264.196,264.228,264.213,264.213,264.2,264.186,264.214,264.21,264.228,264.2,264.27,264.225,264.21
FLQS30MJGRWV,-13.6149413809,-13.6209409144,-13.5499464345,-13.543946901,-13.5489465123,-13.5509463568,-13.543946901,-13.5499464345,-13.4759521879,-13.5139492335,-13.5139492335,-13.5799441021,-13.5489465123,-13.5129493112,-13.4789519547,-13.5079497,-13.4099573193,-13.5499464345,-13.515949078,-13.5499464345,-13.4739523434,-13.4779520324,-13.4779520324,-13.5129493112,-13.5499464345,-13.5079497,-13.5149491557,-13.4739523434,-13.515949078,-13.3679605847,-13.4799518769,-13.5149491557,-140.750731867,-140.728728157,-140.699723267,-140.693722255,-140.752732205,-140.729728326,-140.693722255,-140.695722592,-140.752732205,-140.626710956,-140.626710956,-140.729728326,-140.752732205,-140.718726471,-140.66071669,-140.693722255,-140.627711125,-140.695722592,-140.720726808,-140.632711968,-140.695722592,-140.633712137,-140.633712137,-140.718726471,-140.694722424,-140.693722255,-140.661716859,-140.695722592,-140.694722424,-140.690721749,-140.665717533,-140.661716859,264.137,264.133,264.161,264.163,264.163,264.162,264.163,264.161,264.193,264.172,264.172,264.15,264.163,264.176,264.188,264.177,264.214,264.161,264.175,264.158,264.191,264.187,264.187,264.176,264.161,264.177,264.173,264.191,264.174,264.234,264.188,264.173
FLQS30MEGRWV,-13.8106506756,-13.8455260561,-13.8106506756,-13.7389070357,-13.7757752951,-13.7757752951,-13.7389070357,-13.7757752951,-13.672145593,-13.7727859767,-13.7727859767,-13.8126435545,-13.7757752951,-13.7717895373,-13.7060245341,-13.7060245341,-13.6372702125,-13.7757752951,-13.741896354,-13.7767717345,-13.7020387763,-13.7060245341,-13.7060245341,-13.7717895373,-13.7737824162,-13.7060245341,-13.741896354,-13.7020387763,-13.7399034751,-13.5675194516,-13.7050280946,-13.741896354,-140.88336327,-140.919364385,-140.947365252,-140.908364044,-140.920364416,-140.919364385,-140.908364044,-140.882363239,-140.917364323,-140.847362155,-140.847362155,-140.948365283,-140.920364416,-140.884363301,-140.846362124,-140.850362248,-140.814361133,-140.882363239,-140.88336327,-140.849362217,-140.884363301,-140.819361288,-140.819361288,-140.884363301,-140.908364044,-140.850362248,-140.849362217,-140.884363301,-140.910364106,-140.882363239,-140.823361412,-140.849362217,264.044,264.032,264.047,264.074,264.06,264.06,264.074,264.058,264.102,264.058,264.058,264.046,264.06,264.06,264.085,264.085,264.111,264.058,264.072,264.057,264.088,264.084,264.084,264.06,264.06,264.085,264.071,264.088,264.074,264.142,264.084,264.071
FLQS30LFGRWY,-13.6106736019,-13.6176652153,-13.5477490817,-13.511792213,-13.5757155351,-13.5487478836,-13.511792213,-13.5467502798,-13.4698425329,-13.511792213,-13.511792213,-13.5747167332,-13.5757155351,-13.5387598645,-13.4768341462,-13.5057994015,-13.4079168145,-13.5467502798,-13.5397586664,-13.5467502798,-13.4708413348,-13.4758353443,-13.4758353443,-13.5387598645,-13.5757155351,-13.5057994015,-13.511792213,-13.4708413348,-13.5417562702,-13.3659671344,-13.5057994015,-13.511792213,-140.760795234,-140.794801949,-140.761795432,-140.756794444,-140.763795827,-140.765796222,-140.756794444,-140.755794247,-140.817806492,-140.690781409,-140.690781409,-140.791801357,-140.763795827,-140.784799974,-140.725788322,-140.757794642,-140.692781804,-140.755794247,-140.786800369,-140.696782594,-140.757794642,-140.693782001,-140.693782001,-140.784799974,-140.756794444,-140.757794642,-140.721787532,-140.757794642,-140.757794642,-140.726788519,-140.728788914,-140.721787532,264.807,264.805,264.832,264.846,264.821,264.832,264.846,264.832,264.865,264.844,264.844,264.822,264.821,264.836,264.859,264.849,264.886,264.832,264.836,264.83,264.863,264.858,264.858,264.836,264.82,264.849,264.845,264.863,264.834,264.904,264.848,264.845
FLQS30KNGRWV,-13.5834394962,-13.619451266,-13.5784378616,-13.5114159567,-13.5484280534,-13.5494283803,-13.5114159567,-13.5484280534,-13.473403533,-13.5134166106,-13.5134166106,-13.5494283803,-13.5484280534,-13.5414257648,-13.4774048408,-13.4774048408,-13.4103829359,-13.5484280534,-13.5144169375,-13.5484280534,-13.4433937249,-13.4774048408,-13.4774048408,-13.5414257648,-13.5464273995,-13.4774048408,-13.5144169375,-13.4433937249,-13.5144169375,-13.3383593963,-13.4784051677,-13.5144169375,-140.703865801,-140.708865369,-140.768860195,-140.72486399,-140.707865456,-140.708865369,-140.72486399,-140.694866577,-140.729863559,-140.634871751,-140.634871751,-140.703865801,-140.707865456,-140.698866232,-140.637871492,-140.672868474,-140.597874941,-140.694866577,-140.69586649,-140.638871406,-140.67186856,-140.608873993,-140.608873993,-140.698866232,-140.72486399,-140.672868474,-140.637871492,-140.67186856,-140.670868646,-140.670868646,-140.640871233,-140.637871492,264.151,264.137,264.155,264.181,264.165,264.165,264.181,264.165,264.196,264.176,264.176,264.165,264.165,264.168,264.191,264.192,264.217,264.165,264.179,264.162,264.206,264.19,264.19,264.168,264.167,264.192,264.177,264.206,264.177,264.249,264.191,264.177
