,Distance_X_LOGO_Battery_Left1,Distance_X_LOGO_Battery_Left2,Distance_X_LOGO_Battery_Left3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Left1,Distance_Y_LOGO_Battery_Left2,Distance_Y_LOGO_Battery_Left3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Left1,Angle_Battery_Left2,Angle_Battery_Left3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS3115GRWV,-8.92297606048,-8.91897472592,-8.69890132533,-9.02100875711,-8.95098540237,-8.93998173234,-8.98099541155,-8.87195904489,-8.75892134367,-8.74091533817,-8.66388964796,-8.82894469841,-8.92697739504,-9.07102543906,-8.65488664521,-8.58186228956,-8.25575352322,-9.00900475344,-8.92497672776,-8.54785094583,-8.93297939687,-9.1770608048,-8.85095203847,-8.61287263237,-8.64488330882,-8.87496004581,-9.0950334464,-8.84495003663,-9.08002844181,-9.19706747758,-8.89296605131,-8.96599040696,118.384180676,118.202220361,118.285202263,118.205219707,117.974270077,117.896287085,118.296199865,118.46316345,118.006263099,118.50415451,118.875073614,118.072248708,118.147232354,118.290201173,117.995265498,118.129236279,119.247992281,118.465163014,118.325193541,118.418173263,117.908284468,118.087245437,117.852296679,117.46838041,117.525367981,118.161229301,117.774313687,118.360185909,118.174226467,118.217217091,118.046254377,118.414174135,94.282,94.286,94.178,94.335,94.31,94.308,94.313,94.254,94.216,94.19,94.14,94.248,94.292,94.356,94.166,94.126,93.932,94.32,94.285,94.1,94.304,94.415,94.266,94.165,94.178,94.267,94.387,94.245,94.365,94.42,94.28,94.301
FLQS310RGRWV,-9.49033375146,-9.36208599807,-9.32902212414,-9.31599696169,-9.50736665621,-9.37611309609,-9.22081308221,-9.36509180479,-9.25588082728,-9.18774920829,-9.24986921384,-9.25087114942,-9.35407051348,-9.46227955541,-9.19977243517,-9.08855758652,-8.91722660347,-9.44925439295,-9.48832988032,-8.99938532049,-9.6736879614,-9.50636472064,-9.23684405139,-8.9913698359,-9.11260404028,-9.26690211859,-9.45526600639,-9.47630665344,-9.44925439295,-9.80494152152,-9.38312664511,-9.4061711633,118.033015937,118.059023652,118.200065494,118.460142649,117.940988636,117.808949465,118.434134934,118.521160751,117.991003473,118.023012969,118.321101401,118.590181227,118.259083003,117.967996648,118.385120393,117.90597825,118.199065198,118.390121877,118.042018608,117.943989526,117.749931957,117.950991603,117.58588329,117.70891979,118.420130779,117.702918009,118.224072616,117.884972018,118.421131076,118.005007628,118.424131966,118.344108226,94.516,94.454,94.432,94.416,94.528,94.47,94.371,94.438,94.405,94.371,94.39,94.38,94.442,94.505,94.363,94.327,94.234,94.483,94.515,94.283,94.616,94.527,94.411,94.288,94.32,94.421,94.492,94.515,94.482,94.669,94.449,94.464
FLQS3106GRWV,-8.91603431266,-8.71787797706,-9.01511248046,-9.14821749377,-8.74590008512,-9.18324512886,-8.83697193633,-8.67984797325,-8.74690087469,-8.88500983587,-8.67084086709,-9.01411169089,-8.78693245764,-9.14821749377,-8.7849308785,-8.54474138079,-8.68885507942,-9.07215748617,-9.17523881227,-8.7388945581,-8.91303194394,-9.06114880086,-8.79694035338,-8.69986376473,-8.69385902728,-8.81295298656,-9.27731934879,-8.98008484538,-8.95706668518,-9.26430908433,-8.95806747476,-8.76391429745,118.319695085,118.069628098,117.758544766,118.060625686,118.569762072,117.686525473,118.506745191,117.864573168,117.925589513,117.841567006,118.467734741,117.805557359,118.204664271,118.02961738,117.730537263,118.207665075,117.753543426,118.460732866,118.116640691,118.483739028,117.94659514,118.021615236,118.044621399,117.403449644,118.435726167,118.027616844,117.9415938,118.086632653,118.160652481,118.40471786,117.83956647,118.354704463,94.097,94.01,94.165,94.218,94.006,94.249,94.052,93.999,94.029,94.099,93.973,94.163,94.038,94.219,94.054,93.922,94.007,94.167,94.229,94.006,94.109,94.177,94.049,94.025,93.986,94.058,94.285,94.136,94.122,94.261,94.134,94.022
FLQS30ZQGRWV,-9.51477735122,-9.32080227701,-9.34979855099,-9.47678223359,-9.34979855099,-9.45978441781,-9.38579392559,-9.29080613152,-9.15382373375,-9.2778078018,-9.1508241192,-9.34779880796,-9.50377876454,-9.47778210511,-9.1808202647,-8.91985379889,-9.18781936531,-9.48078171966,-9.57276989918,-9.33080099218,-9.39579264075,-9.46578364691,-9.13982553252,-8.89485701097,-9.02684005115,-9.33480047824,-9.41878968563,-9.37379546739,-9.59776668709,-9.48478120572,-9.40779109895,-9.31880253398,117.659288824,117.797282126,117.808281592,117.626290426,117.700286834,117.548294212,117.773283291,117.416300619,117.933275525,118.025271059,118.143265332,117.674288096,117.623290571,117.654289067,117.653289115,117.607291348,118.196262759,117.483297367,117.604291494,117.932275573,117.630290232,117.764283728,117.527295231,117.406301104,117.972273632,117.821280961,118.105267176,117.758284019,117.655289018,117.887277758,117.888277709,117.817281155,94.557,94.458,94.471,94.54,94.475,94.534,94.49,94.458,94.372,94.428,94.363,94.475,94.553,94.539,94.395,94.27,94.378,94.547,94.587,94.457,94.5,94.529,94.38,94.266,94.309,94.463,94.493,94.485,94.597,94.533,94.496,94.456
FLQS30YUGRWV,-8.92048270795,-8.97147403479,-9.14944376378,-9.07945566811,-9.00946757244,-8.97947267429,-9.10945056625,-8.59753763793,-8.58853916849,-9.06645787891,-8.86649189129,-9.01146723231,-9.0634583891,-9.14344478415,-8.79850345549,-8.82049971413,-8.60853576725,-9.1344463147,-8.98947097368,-8.68652250242,-9.16444121285,-9.18843713136,-8.86549206135,-8.63053202589,-8.86549206135,-8.86749172122,-9.07445651842,-8.97947267429,-9.20443441037,-9.32541383289,-9.07345668848,-9.15244325359,118.293466395,118.437458442,117.648502018,118.287466726,118.182472525,118.383461424,118.255468493,118.305465732,118.77044005,118.24646899,118.499455018,118.09547733,117.857490475,118.13747501,117.637502625,118.486455736,118.047479981,118.495455238,118.037480533,117.793494009,118.520453858,118.177472801,117.949485394,117.764495611,118.24646899,118.461457116,118.330464351,118.133475231,118.323464738,118.303465842,118.25046877,118.440458276,94.207,94.227,94.341,94.284,94.254,94.232,94.3,94.051,94.031,94.279,94.174,94.258,94.292,94.32,94.172,94.152,94.066,94.303,94.25,94.112,94.316,94.341,94.193,94.086,94.182,94.175,94.28,94.241,94.343,94.402,94.282,94.314
FLQS30X6GRWY,-9.18804964674,-9.03314996268,-9.02415578748,-9.13908135952,-9.0811188971,-9.13108653712,-9.11909430351,-9.01616096507,-9.01616096507,-9.20603799715,-9.0821182499,-9.0801195443,-8.91722503784,-9.0811188971,-8.96019720825,-8.85326645861,-8.86825675062,-9.32496098039,-9.18605094114,-9.01716031787,-9.18505158834,-9.20603799715,-8.87725092582,-8.69936612735,-8.88424639542,-8.95520044425,-9.28198880998,-8.92322115464,-9.15706970993,-9.26599916517,-9.02915255148,-9.12409106752,117.870406657,118.79454313,118.093439593,118.42948922,118.105441366,117.902411383,118.05143339,117.811397943,117.95141862,117.723384945,117.757389967,118.140446535,118.443491288,118.527503694,118.281467361,117.618369437,118.299470019,117.930415519,117.805397056,117.88640902,117.836401635,117.667376674,117.680378594,117.489350384,117.598366483,117.86040518,117.97342187,118.059434572,118.118443286,118.367480063,117.923414485,117.591365449,94.559,94.451,94.472,94.515,94.499,94.53,94.519,94.478,94.473,94.574,94.512,94.497,94.407,94.483,94.434,94.407,94.389,94.623,94.561,94.476,94.559,94.576,94.416,94.336,94.422,94.447,94.601,94.424,94.535,94.578,94.481,94.539
FLQS30X6GRWV,-9.54032248756,-9.41027719833,-9.4352859078,-9.42228137888,-9.30424027019,-9.54132283594,-9.34825559885,-9.4352859078,-9.22821379341,-9.37626535346,-9.31024236046,-9.30524061857,-9.46629670754,-9.4492907851,-9.26422633504,-9.050151782,-9.16119045204,-9.55632806162,-9.53732144242,-9.25422285126,-9.4773005397,-9.66336533814,-9.2802319091,-8.92210718953,-9.11217338148,-9.17919672285,-9.51631412647,-9.46229531402,-9.44729008834,-9.72838798275,-9.43628625618,-9.3462549021,117.817146743,117.830148966,118.090193434,118.500263556,118.25122097,117.76513785,117.871155979,117.693125535,118.157204893,117.861154268,117.897160425,118.289227469,117.962171542,117.87215615,117.815146401,118.220215668,117.959171029,118.013180265,117.822147598,117.383072516,117.846151703,117.788141783,117.621113221,117.679123141,118.186209853,117.799143665,117.66812126,117.730131864,118.070190013,118.160205406,117.985175476,117.791142296,94.775,94.712,94.714,94.692,94.644,94.778,94.68,94.729,94.611,94.694,94.66,94.643,94.734,94.729,94.641,94.523,94.586,94.775,94.773,94.653,94.743,94.835,94.657,94.481,94.554,94.601,94.769,94.74,94.72,94.852,94.718,94.682
FLQS30WFGRWV,-8.97009347081,-8.82405938889,-8.87807199453,-9.06811634773,-8.92008179892,-9.04010981146,-8.90307783048,-9.04611121209,-8.79605285262,-8.99910024051,-8.85906755921,-8.9880976727,-9.03210794396,-9.13013082087,-8.77404771699,-8.75404304823,-8.79305215231,-9.05211261272,-8.96009113644,-8.790051452,-8.95609020268,-9.09712311742,-8.78905121856,-8.59400569818,-8.87307082734,-8.98509697238,-9.11912825306,-8.88607386203,-9.13313152119,-9.24415743279,-9.0411100449,-8.96809300394,117.795304717,117.954309178,117.815305278,117.337291867,117.96830957,117.347292148,117.705302192,117.462295374,117.679301462,117.228288809,117.669301182,117.725302753,117.333291755,117.237289062,117.057284012,117.587298881,117.141286368,118.083312797,118.146314564,117.810305138,117.765303875,117.765303875,116.995282272,116.980281852,116.904279719,117.159286873,117.844306092,118.044311703,117.307291026,117.672301266,118.047311787,117.354292344,94.217,94.141,94.172,94.282,94.187,94.268,94.188,94.266,94.137,94.252,94.168,94.229,94.264,94.315,94.149,94.12,94.155,94.246,94.199,94.129,94.211,94.28,94.159,94.064,94.203,94.248,94.287,94.167,94.314,94.354,94.242,94.232
FLQS30VBGRWV,-9.35379987686,-9.40183479653,-9.37381442672,-9.43686025878,-9.42985516633,-9.53993519056,-9.45587408115,-9.36580860678,-9.30176204723,-9.37081224424,-9.30476422971,-9.54393810053,-9.56595410538,-9.54894173799,-9.38182024667,-9.07259545134,-9.02355980418,-9.55794828543,-9.60198029512,-9.16166019821,-9.32978241703,-9.48289372346,-9.15565583325,-8.85443685787,-9.1066201861,-9.40783916148,-9.4488689887,-9.32577950706,-9.38081951917,-9.50090681833,-9.42184934639,-9.33878896447,117.717790719,117.72879042,117.736790201,117.802788402,117.741790065,117.473797371,117.76178952,117.651792519,117.727790447,117.690791455,117.667792082,117.716790747,117.852787039,117.757789629,117.202804759,117.659792301,118.206777388,117.275802769,117.344800888,118.274775535,118.231776707,117.814788075,117.398799416,117.395799498,117.698791237,117.491796881,117.752789765,118.228776789,118.034782077,117.939784667,117.883786194,117.81678802,94.621,94.644,94.63,94.658,94.657,94.72,94.668,94.629,94.595,94.63,94.599,94.713,94.718,94.714,94.654,94.487,94.443,94.737,94.756,94.507,94.59,94.68,94.537,94.391,94.502,94.656,94.665,94.588,94.622,94.683,94.647,94.61
FLQS30UFGRWV,-8.91321831681,-8.71046357473,-8.99611803894,-8.87126905983,-8.74442249705,-8.72145028489,-9.03107575309,-8.79436208869,-8.66451915041,-8.72744303589,-8.9371893208,-8.74741887255,-8.96915065945,-8.73842974605,-8.58960976295,-8.55764842429,-8.40882844119,-8.67550586058,-8.852292015,-8.59460372211,-8.96215911662,-9.23283170334,-8.85329080683,-8.65453123209,-8.78037900303,-8.37586831071,-9.07801896924,-8.91022194131,-9.19188123819,-9.24881237266,-8.94617844729,-8.76240075004,118.347957569,118.180885633,118.434995045,118.496021322,118.3879748,118.127862802,118.390976092,118.417987723,118.486017014,118.45400323,117.974796896,118.363964462,118.430993322,118.398979538,117.646655607,118.686103166,118.054831357,118.378970923,118.355961015,118.63808249,118.441998061,118.121860218,117.754702129,118.13786711,117.143438935,119.000238425,118.193891232,118.075840403,118.141868833,118.566051475,118.076840834,118.380971784,94.157,94.065,94.193,94.131,94.074,94.072,94.212,94.097,94.032,94.064,94.182,94.076,94.181,94.071,94.025,93.973,93.924,94.041,94.127,93.993,94.177,94.32,94.15,94.04,94.137,93.876,94.242,94.166,94.299,94.311,94.183,94.083
FLQS30TYGRWV,-9.19425896845,-9.17225595559,-9.16725527084,-9.3432793738,-9.22426307691,-9.13125034069,-9.24526595283,-9.21426170743,-9.08124349326,-8.94522486825,-9.22026252912,-9.09824582139,-9.19325883151,-9.34527964769,-8.77420145004,-8.98022966145,-8.95322596384,-9.41828964494,-9.52630443539,-8.94522486825,-9.42729087748,-9.45829512288,-9.06324102819,-8.82920898222,-9.02123527635,-9.13625102544,-9.34727992159,-9.17725664033,-9.47329717711,-9.75033511187,-9.28027074603,-9.17425622948,118.24154944,118.650606693,118.194542861,118.439577157,118.202543981,118.194542861,118.544591855,118.101529843,118.374568058,118.216545941,118.052522984,118.121532642,118.194542861,118.403572118,118.109530963,118.101529843,118.066524943,117.66946937,117.66446867,118.449578557,118.452578977,118.082527183,118.160538102,117.905502406,118.207544681,118.540591295,118.27355392,118.541591435,118.098529423,118.25355112,118.333562319,118.401571838,94.453,94.427,94.441,94.517,94.468,94.424,94.466,94.468,94.394,94.334,94.473,94.411,94.454,94.519,94.255,94.355,94.343,94.583,94.635,94.325,94.557,94.586,94.393,94.289,94.37,94.414,94.525,94.434,94.593,94.72,94.491,94.437
FLQS30T7GRWV,-9.1824510866,-9.17346043606,-9.30332538833,-9.26836174733,-9.196436543,-9.18045316426,-9.17346043606,-8.92671702675,-8.99564534757,-9.00763288162,-9.01262768748,-9.08055704713,-9.1684656302,-9.27035966967,-8.82182610376,-8.69196115149,-8.91572845386,-9.08355393064,-9.18345004777,-8.80784064736,-9.35527136923,-9.3113170777,-8.98865261937,-8.7439071324,-8.76788220051,-8.84280428836,-9.28234720373,-9.16247186317,-9.21142096057,-9.32630149527,-9.25837213562,-9.17445939723,117.629196651,117.879199194,117.574196092,117.950199917,117.716197536,117.636196722,117.918199591,118.02520068,118.153201982,117.727197648,117.762198004,117.697197343,118.018200608,117.79919838,118.211202572,118.153201982,118.421204708,117.706197434,117.633196692,117.834198737,117.824198635,117.844198838,117.419194515,117.299193294,117.672197088,118.875209327,117.584196193,118.039200822,118.117201616,118.090201341,117.669197058,117.768198065,94.357,94.343,94.418,94.386,94.361,94.356,94.342,94.219,94.247,94.269,94.27,94.305,94.336,94.393,94.161,94.1,94.199,94.306,94.357,94.168,94.434,94.411,94.271,94.157,94.155,94.148,94.407,94.332,94.353,94.409,94.392,94.348
FLQS30S7GRWV,-9.33088630624,-9.26886047253,-9.30387505608,-9.47794755713,-9.65802255821,-9.5449754742,-9.32788505622,-9.14580922179,-9.15781422186,-9.30087380606,-9.24885213908,-9.49395422389,-9.26585922252,-9.36990255648,-8.99474630422,-9.1968304721,-8.89870630364,-9.55798089094,-9.54397505753,-9.16581755525,-9.53697214082,-9.52796839076,-9.16581755525,-8.97673880411,-9.12079880498,-9.42292464013,-9.43192839018,-9.1968304721,-9.44293297358,-9.74405839207,-9.48895214053,-9.38690963991,117.862617182,117.730699316,117.729699938,118.197408736,117.28397745,117.08210314,118.036508914,118.072486514,117.867614071,117.483853005,117.271984917,117.130073273,118.008526337,117.687726071,117.588787672,117.321953806,117.606776472,117.512834961,117.075107496,117.66573976,117.224014784,118.019519492,116.997156029,117.114083229,117.36492705,117.231010428,117.905590426,117.837632737,117.763678782,117.47285985,117.609774605,118.017520737,94.503,94.478,94.495,94.561,94.684,94.637,94.495,94.406,94.419,94.503,94.486,94.61,94.466,94.529,94.351,94.459,94.304,94.626,94.637,94.431,94.628,94.592,94.456,94.36,94.421,94.572,94.55,94.44,94.561,94.718,94.589,94.524
FLQS30RRGRWV,-9.53772235767,-9.31187101098,-9.42879405329,-9.28788679717,-9.22592757816,-9.39681510155,-9.48775524557,-9.21793284023,-9.21293612902,-9.4717657697,-9.15597362122,-9.4148032619,-9.44978024037,-9.60767631461,-9.18195651952,-8.98308741336,-9.19394862642,-9.42379734208,-9.58669012753,-9.1529755945,-9.57669670511,-9.71060856554,-9.25191047646,-8.95910319955,-9.02705847201,-9.28688745493,-9.5337249887,-9.23692034283,-9.35584206962,-9.47876116539,-9.34984601617,-9.44678221365,117.706897445,118.372953451,117.985920907,118.171936548,118.25794378,117.979920403,118.121932344,117.961918889,118.163935876,117.803905602,118.307947985,117.965919225,117.919915357,118.013923262,117.833908125,118.165936044,118.03792528,117.721898707,117.962918973,117.97692015,117.920915441,117.613889625,118.012923178,117.698896773,118.006922673,117.804905686,118.187937894,118.658977501,118.334950255,118.314948574,118.066927719,117.86191048,94.556,94.421,94.492,94.418,94.384,94.477,94.516,94.391,94.381,94.52,94.349,94.487,94.505,94.578,94.379,94.271,94.377,94.5,94.57,94.36,94.567,94.643,94.406,94.276,94.298,94.431,94.535,94.374,94.444,94.504,94.451,94.506
FLQS30R2GRWV,-8.5761555471,-8.37003163592,-8.67521509665,-8.61117659997,-8.67121269061,-8.65420246493,-8.57915735163,-8.51511885496,-8.53713208819,-8.66721028456,-8.52112246402,-8.67321389363,-8.76226742807,-8.5471381033,-8.23294922898,-8.5571441184,-8.30499253774,-8.73024817973,-8.89734863199,-8.26696968034,-8.89934983502,-8.64319584831,-8.65220126191,-8.4060532903,-8.42806652354,-8.3390129891,-8.60817479544,-8.3770358465,-8.80529329302,-8.85632397006,-8.65720426946,-8.37203283895,118.075760443,118.089760652,117.826756731,117.94475849,117.776755985,117.575752988,117.922758162,117.452751155,117.746755538,117.841756954,117.737755404,117.749755583,118.137761368,117.983759072,117.802756373,117.6637543,117.592753242,118.334764305,117.864757297,118.095760741,117.824756701,118.231762769,117.525752243,117.716755091,117.909757968,117.906757924,118.10776092,117.918758102,118.16476177,118.214762516,118.712769941,117.773755941,94.26,94.16,94.317,94.281,94.316,94.315,94.267,94.252,94.253,94.312,94.245,94.318,94.347,94.249,94.103,94.265,94.145,94.325,94.423,94.11,94.425,94.287,94.316,94.19,94.194,94.151,94.274,94.169,94.367,94.39,94.277,94.172
FLQS30QXGRWV,-9.52417918211,-9.3192183662,-9.35221205852,-9.53517707955,-9.41020097229,-9.52517899097,-9.26222926129,-9.35421167624,-9.28422505617,-9.46019141519,-9.35221205852,-9.41320039886,-9.55017421242,-9.54617497699,-9.23523442212,-9.29922218904,-8.87730285093,-9.53917631498,-9.46319084177,-9.45319275319,-9.32121798392,-9.63515796536,-9.26022964358,-8.95228851529,-9.08926232884,-9.34821282309,-9.37020861797,-9.4361960026,-9.4861864455,-9.59616541989,-9.41020097229,-9.44619409118,117.147994413,117.611006248,118.088018441,117.407001033,117.306998477,117.038991626,117.574005302,117.203995844,117.538004382,117.485003027,117.216996176,117.278997761,117.531004203,117.256997199,117.521003947,117.324998937,117.747009724,117.210996023,117.151994515,117.272997608,117.49100318,117.618006427,117.005990783,117.189995486,117.571005225,117.175995128,117.305998451,117.363999934,117.396000752,117.61500635,117.562004995,117.235996662,94.495,94.378,94.376,94.491,94.434,94.5,94.352,94.411,94.364,94.452,94.41,94.437,94.493,94.502,94.341,94.38,94.159,94.5,94.466,94.456,94.384,94.531,94.373,94.216,94.269,94.409,94.415,94.444,94.467,94.512,94.424,94.454
FLQS30QPGRWV,-9.19340898618,-8.99431350373,-8.96630006901,-9.10036436373,-9.20141282467,-9.14338499561,-9.07034996939,-8.93828663429,-8.97030198826,-9.10036436373,-8.96930150845,-9.20341378429,-9.07235092901,-9.02132645863,-9.04733893373,-8.5230875126,-8.80122090014,-9.10036436373,-9.30946464429,-8.96229814977,-9.12937827826,-9.20741570354,-9.05534277222,-8.7001724392,-8.7622021875,-8.7622021875,-9.2834521692,-8.86525160807,-9.16939747071,-9.40451022637,-8.9122741592,-9.0623461309,117.651565715,117.802660192,117.748626405,117.7406214,117.811665823,117.177269145,117.579520666,118.202910462,117.540496265,117.19227853,117.48846373,117.469451842,117.438432446,118.181897323,117.587525672,117.741622026,118.492091283,117.670577603,117.464448713,117.670577603,117.625549447,117.690590116,117.31935799,117.268326081,118.44406125,117.771640796,117.826675208,117.771640796,117.652566341,117.687588239,117.521484377,117.561509404,94.456,94.354,94.343,94.408,94.454,94.45,94.399,94.313,94.352,94.429,94.354,94.468,94.406,94.353,94.388,94.129,94.236,94.411,94.52,94.344,94.426,94.462,94.402,94.231,94.219,94.243,94.493,94.293,94.445,94.557,94.325,94.396
FLQS30QMGRWV,-9.14136794173,-9.14637033198,-8.9782900196,-9.23341192232,-9.15737559053,-9.20739949302,-9.25042004916,-9.14536985393,-9.03031487819,-9.15137272223,-9.03231583429,-9.09434547338,-9.13536507343,-9.29143964921,-8.79620301452,-8.83922357066,-9.12736124903,-9.29344060531,-9.28143486871,-9.09534595143,-9.33245924925,-9.27143008821,-8.9502766342,-8.76919010717,-8.97128667325,-8.68815138513,-9.29043917116,-9.12536029293,-9.23441240037,-9.34846689805,-9.23141096622,-9.18538897592,118.522194487,118.15015307,118.682212301,118.535195935,118.615204842,118.344174669,118.559198607,118.715215976,118.335173667,118.619205287,118.471188809,118.720216532,118.541196603,118.56119883,118.266165985,118.986246148,118.331173222,118.400180904,118.084145722,118.339174113,118.170155297,118.487190591,118.260165317,118.190157523,118.102147726,118.567199498,118.556198273,118.688212969,118.6292064,118.805225996,118.305170327,118.547197271,94.274,94.29,94.19,94.317,94.278,94.312,94.325,94.269,94.227,94.275,94.223,94.244,94.27,94.344,94.117,94.112,94.274,94.351,94.357,94.258,94.378,94.337,94.191,94.107,94.207,94.054,94.344,94.26,94.314,94.362,94.325,94.294
FLQS30Q9GRWY,-9.070044852,-9.1490539537,-9.09704796271,-9.28706985287,-9.08704681059,-9.13305211031,-9.18505810131,-8.7450074083,-8.96903321565,-9.08704681059,-9.08904704101,-9.08704681059,-9.24706524441,-9.16505579708,-9.10604899961,-8.90502584212,-8.55498551814,-9.28806996808,-9.44108759542,-8.76600982774,-9.31307284836,-9.38908160443,-8.95303137227,-8.59298989617,-8.8330175469,-8.81001489704,-9.30007135062,-9.12105072778,-9.16505579708,-9.4040833326,-9.16005522102,-9.19505925342,117.863566348,117.166586653,117.560575175,117.676571796,117.964563406,117.757569436,117.8995653,118.08455991,117.483577418,117.827567397,117.549575496,118.002562299,117.797568271,117.649572582,117.580574592,117.985562794,117.686571505,117.537575845,117.292582982,117.690571388,117.822567543,117.688571446,117.269583652,117.337581671,118.177557201,118.246555191,117.432578904,117.901565241,117.91156495,117.749569669,117.640572845,117.500576923,94.265,94.329,94.289,94.377,94.269,94.299,94.319,94.1,94.23,94.274,94.285,94.268,94.353,94.319,94.293,94.18,94.022,94.382,94.466,94.124,94.384,94.426,94.23,94.053,94.139,94.125,94.393,94.288,94.309,94.43,94.317,94.339
FLQS30Q9GRWV,-9.13021961778,-8.76184763891,-9.21830856925,-9.02811651494,-8.95504272565,-9.26235304499,-9.0000882122,-9.09618525017,-9.08417312042,-9.09718626098,-9.01410236357,-8.95404171484,-9.19628633139,-9.41851073169,-9.12521456372,-8.99608416895,-9.0821710988,-9.30039145585,-9.39248445057,-8.88897601205,-9.26235304499,-9.52862192103,-9.13422366103,-8.72481023886,-8.95804575809,-9.0821710988,-9.24133181793,-9.04513369875,-9.23532575306,-9.48758047773,-9.29438539098,-9.13322265022,118.134963411,118.712256436,118.285039588,118.136964427,118.582190417,117.952870984,118.040915674,117.793790237,118.277035525,117.834811059,118.412104084,118.621210223,118.14496849,117.774780588,117.722754181,117.536659722,117.795791253,117.799793284,117.729757736,118.364079707,117.956873016,117.510646518,117.708747071,117.404592687,118.443119827,118.243018258,117.766776526,118.57618737,118.043917198,117.767777034,117.893841022,117.755770939,94.388,94.19,94.425,94.339,94.288,94.459,94.329,94.384,94.361,94.384,94.322,94.286,94.42,94.541,94.401,94.346,94.378,94.483,94.53,94.264,94.459,94.604,94.406,94.219,94.294,94.361,94.456,94.331,94.442,94.575,94.477,94.404
FLQS30Q3GRWV,-9.59550902123,-9.38554164659,-9.60550746764,-9.47752735357,-9.35754599663,-9.40453869477,-9.5145216053,-9.54351709989,-9.15357768984,-9.47452781965,-9.28155780391,-9.35854584128,-9.62550436047,-9.54951616774,-9.11258405955,-9.30455423065,-9.0725902739,-9.60550746764,-9.59250948731,-9.28055795927,-9.64750094257,-9.77748074592,-9.21556805759,-9.07958918639,-9.28455733783,-9.46952859645,-9.7404864942,-9.56951306056,-9.55951461415,-9.61750560334,-9.48652595534,-9.52252036243,117.330469458,118.005449148,117.348468917,118.20944301,118.032448335,117.745456971,117.499464373,117.325469609,117.86845327,117.883452819,118.135445236,118.067447282,117.591461605,117.963450412,117.788455677,117.780455918,118.147444875,117.925451555,117.338469218,118.068447252,117.298470421,117.362468495,117.264471444,117.242472106,117.370468255,117.614460913,117.295470511,117.417466841,117.64246007,117.738457182,117.565462387,117.364468435,94.636,94.508,94.64,94.544,94.494,94.527,94.59,94.611,94.401,94.556,94.453,94.492,94.64,94.589,94.385,94.478,94.352,94.617,94.634,94.455,94.663,94.723,94.454,94.389,94.483,94.564,94.708,94.62,94.606,94.631,94.574,94.599
