,Distance_X_LOGO_Battery_Left1,Distance_X_LOGO_Battery_Left2,Distance_X_LOGO_Battery_Left3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Left1,Distance_Y_LOGO_Battery_Left2,Distance_Y_LOGO_Battery_Left3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Left1,Angle_Battery_Left2,Angle_Battery_Left3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS301EGRWQ,-9.32217276931,-9.3661783054,-9.1671532672,-9.28516811397,-9.22116006148,-9.15215137989,-9.2421627037,-9.21515930656,-9.15415163153,-9.08914345323,-9.01413401672,-9.22516056476,-9.18615565778,-9.22416043894,-9.11514672455,-9.11114622127,-9.0131338909,-9.34417553736,-9.38318044434,-9.02113489746,-9.24716333281,-9.45018887429,-9.06714068518,-8.7050951383,-8.90211992486,-9.14915100243,-9.41018384148,-9.36217780212,-9.34917616646,-9.51719730424,-9.33317415334,-9.25316408773,118.028982178,117.647778762,117.856890347,117.786852974,117.625767016,117.356623396,118.149046246,117.577741388,117.538720566,117.945937864,118.119030229,117.531716829,117.794857245,117.882904228,117.516708821,117.443669846,117.4806896,117.648779295,117.584745126,118.121031297,117.800860448,117.619763812,117.389641015,117.508704549,117.691802253,117.619763812,117.875900491,117.551727507,117.705809728,118.054996059,117.50370188,117.555729643,94.656,94.692,94.588,94.647,94.622,94.599,94.613,94.621,94.593,94.547,94.504,94.628,94.599,94.614,94.575,94.576,94.527,94.681,94.702,94.507,94.628,94.733,94.556,94.377,94.466,94.588,94.704,94.693,94.681,94.749,94.681,94.64
FLQS300VGRWQ,-9.06757814646,-8.86247459135,-9.01955389941,-8.96952864207,-9.12460693984,-8.93851298251,-8.92950843619,-8.6843846752,-8.812449334,-8.94651702369,-8.7484170046,-8.8784826737,-8.91650186928,-8.96252510604,-8.65436952079,-8.63135790241,-8.31219676054,-8.71239881931,-9.06957915676,-8.56032203698,-9.04556703323,-9.12560744498,-8.75041801489,-8.50229273846,-8.65436952079,-8.80744680827,-9.04556703323,-8.7974417568,-9.03456147661,-9.20564785674,-9.01655238397,-8.91350035384,117.759668075,118.095678542,117.640664369,117.904672592,117.781668761,117.714666674,117.936673589,118.090678386,118.566693213,118.177681096,118.425688821,118.420688665,118.569693307,118.057677358,117.886672031,118.558692964,117.465658917,117.851670941,117.632664119,117.909672748,118.101678729,118.03367661,117.686665801,117.675665459,117.607663341,118.395687887,117.604663247,118.05967742,117.942673776,118.166680753,117.980674959,118.175681034,94.371,94.259,94.352,94.318,94.397,94.31,94.298,94.174,94.218,94.297,94.193,94.255,94.268,94.309,94.166,94.132,94.016,94.196,94.377,94.12,94.347,94.389,94.22,94.1,94.176,94.222,94.366,94.229,94.348,94.422,94.338,94.281
FLQS300RGRWY,-9.61348416661,-9.4834235004,-9.44140390054,-9.50943563364,-9.61248369995,-9.48842583371,-9.45641090049,-9.22930496794,-9.4344006339,-9.38237636741,-9.37637356743,-9.38037543409,-9.48742536705,-9.67851449972,-8.94717336892,-9.13926296826,-8.97618690216,-9.51143656696,-9.67751403305,-9.37437263411,-9.61148323328,-9.62248836658,-9.23430730126,-9.10124523506,-9.23230636793,-9.31834650097,-9.58947296669,-9.27632690111,-9.63249303321,-9.85659756577,-9.39338150071,-9.53044543357,117.237274362,117.435273137,117.94526998,117.748271199,117.63027193,117.493272778,118.17626855,118.012269565,117.549272431,117.645271837,117.432273155,117.872270432,117.379273483,117.700271497,117.421273223,117.669271688,117.628271942,117.948269962,117.170274777,117.23927435,117.451273038,117.519272617,117.348273675,117.339273731,117.910270197,117.456273007,117.444273081,117.912270184,117.717271391,117.748271199,117.654271781,117.629271936,94.508,94.437,94.397,94.437,94.492,94.437,94.395,94.292,94.409,94.38,94.385,94.37,94.441,94.521,94.178,94.261,94.184,94.43,94.541,94.392,94.498,94.501,94.319,94.255,94.297,94.356,94.488,94.318,94.498,94.605,94.385,94.452
FLQS300LGRWQ,-9.46618001013,-9.14296900133,-9.36211206921,-9.30007156598,-9.18099382589,-9.15597749394,-9.3310918176,-9.17298859967,-9.02389126124,-9.23002583651,-9.11094809643,-9.03990171369,-9.27905784714,-9.25103955535,-9.17899251934,-8.73770442373,-9.08092849809,-9.43315845195,-9.52621920681,-9.03189648747,-9.27505523403,-9.58425709694,-9.1439696546,-8.84177236464,-8.99287100962,-9.17498990622,-9.25103955535,-9.3671153356,-9.31007809876,-9.29506829959,-9.36011076266,-9.33609508399,117.695500014,117.897519753,117.58748946,118.221551415,117.798510079,117.657496301,117.927522685,117.690499526,118.298558939,118.040533727,117.962526105,118.229552196,117.901520144,117.877517799,118.143543792,117.774507734,118.220551317,117.576488386,117.755505877,118.098539395,117.912521219,117.842514379,117.676498157,117.673497864,117.60949161,117.862516333,117.792509493,118.235552783,118.062535877,118.175546919,117.610491708,117.782508516,94.569,94.406,94.523,94.469,94.427,94.421,94.495,94.428,94.333,94.442,94.388,94.344,94.471,94.458,94.413,94.214,94.364,94.558,94.596,94.344,94.468,94.621,94.414,94.268,94.343,94.422,94.461,94.501,94.48,94.468,94.521,94.503
FLQS300LGRWM,-9.21028199091,-9.13025347355,-9.35633403508,-9.36033546095,-9.10524456188,-9.46737360291,-9.26930302246,-9.22928876378,-9.09324028428,-9.02621640099,-8.8961700603,-9.46337217704,-9.38134294675,-9.55740568493,-8.91917825903,-8.97019643885,-9.1952766439,-9.10524456188,-9.53139641679,-9.29331157766,-9.26330088365,-9.58641602247,-9.20528020857,-8.97319750825,-9.09023921488,-8.89516970383,-9.22928876378,-9.1772702275,-9.3043154988,-9.48538001931,-9.42335791836,-9.1862734357,117.893089844,118.038093645,118.032093487,118.100095269,118.000092649,117.587081824,117.874089346,117.634083056,117.834088298,117.805087538,118.038093645,118.212098205,118.294100354,117.62508282,117.9600916,118.494105596,118.290100249,117.984092229,117.699084759,117.758086306,117.920090552,118.24509907,117.882089556,117.370076137,118.385102739,117.999092622,118.00509278,118.669110183,117.945091207,118.050093959,118.056094116,118.057094142,94.271,94.227,94.336,94.335,94.216,94.407,94.3,94.29,94.217,94.185,94.114,94.381,94.338,94.449,94.128,94.133,94.249,94.217,94.434,94.316,94.296,94.439,94.269,94.176,94.195,94.115,94.276,94.226,94.315,94.398,94.368,94.253
FLQS3009GRWQ,-9.42441205084,-9.40540920366,-9.08736155088,-9.30839466806,-9.54042943361,-9.48342089208,-9.41241025262,-9.43241324965,-9.31039496777,-9.23838417846,-9.30839466806,-9.23238327935,-9.34840066212,-9.45341639653,-9.1343685939,-8.99334746483,-8.96434311914,-9.62044142174,-9.66344786535,-9.36640335945,-9.46741849445,-9.48942179119,-9.34039946331,-8.97634491736,-9.22638238024,-9.30939481791,-9.44841564727,-9.32739751524,-9.43741399891,-9.5654331799,-9.38240575707,-9.41341040247,117.559328573,118.008360385,118.092366337,118.074365061,118.015360881,117.751342177,117.843348695,117.797345436,117.871350679,117.969357622,118.010360527,118.482393968,117.824347349,117.737341185,117.867350395,118.208374555,118.091366266,117.617332683,117.611332257,117.807346144,117.958356843,117.714339555,117.408317875,117.783344444,117.77834409,117.974357976,117.907353229,118.374386317,118.17837243,118.092366337,117.905353088,117.704338847,94.681,94.655,94.498,94.606,94.72,94.703,94.665,94.676,94.614,94.576,94.608,94.554,94.635,94.689,94.53,94.449,94.439,94.774,94.795,94.644,94.687,94.707,94.647,94.456,94.577,94.61,94.68,94.603,94.664,94.729,94.648,94.671
FLQS2F0LGRX5,-9.4853687249,-9.33237890676,-9.41837318362,-9.29638130249,-9.23438542847,-9.34637797509,-9.33637864057,-9.09339481175,-9.22038636014,-9.14239155089,-8.75841710536,-9.10739388008,-9.26938309929,-9.36637664412,-8.8574105171,-8.92240619147,-8.82641258009,-9.35537737615,-9.46437012241,-8.83341211425,-9.26738323238,-9.64935781102,-9.02039966976,-8.78841510892,-9.04739787296,-8.67042296159,-9.3023809032,-9.31837983843,-9.37437611174,-9.34837784199,-9.36137697686,-9.38837518007,117.783958497,118.244993563,118.440008395,118.633023076,118.452009308,118.123984359,118.283996529,118.301997899,118.426007331,119.062055708,118.573018512,118.562017675,118.380003832,118.341000865,118.295997442,118.492012351,118.320999344,118.834038365,118.235992878,118.26599516,118.390004592,117.992974395,118.218991585,117.970972721,117.880965875,118.939046352,118.464010221,118.455009536,118.35500193,118.781034333,117.944970744,118.139985576,94.737,94.646,94.679,94.613,94.59,94.657,94.646,94.528,94.585,94.524,94.357,94.525,94.61,94.658,94.415,94.439,94.399,94.634,94.709,94.404,94.609,94.808,94.496,94.393,94.522,94.302,94.622,94.631,94.661,94.633,94.671,94.677
FLQS2EQUGRX5,-9.2053359909,-9.24735578349,-8.98523231543,-9.29537840359,-9.17031949707,-9.45445333268,-9.20133410589,-9.21934258843,-8.89018754648,-9.1593143133,-8.81715314507,-9.10829027944,-9.19833269213,-9.29837981735,-8.8561715239,-8.97822901666,-9.14130583076,-9.28437321982,-9.45945568894,-9.03225446428,-9.26036190977,-9.27837039231,-9.19132939337,-8.89619037399,-9.03125399303,-8.88518519022,-9.37941798877,-9.19232986462,-9.35440620747,-9.6505456981,-9.10528886569,-9.21534070342,117.671674817,118.21737651,117.695661705,117.744634934,117.63669394,117.359845279,117.780615265,117.734640397,117.892554074,117.70265788,118.233367768,117.555738194,117.816595596,117.648687383,117.607709784,117.941527303,117.605710876,118.073455184,117.364842547,117.618703774,117.696661159,117.580724535,117.39582561,117.391827796,117.706655695,118.059462833,117.437802663,117.705656241,118.045470482,117.57372836,117.709654056,116.936076932,94.342,94.342,94.235,94.383,94.327,94.475,94.336,94.347,94.182,94.319,94.134,94.299,94.333,94.388,94.175,94.222,94.314,94.365,94.477,94.26,94.368,94.381,94.346,94.203,94.257,94.173,94.435,94.334,94.4,94.561,94.292,94.375
FLQS2DERGRX5,-9.13074382121,-9.18576638176,-9.17176063907,-9.17176063907,-9.03470444279,-9.14775079447,-9.19076843272,-9.0206987001,-9.14474956389,-9.09272823392,-8.96567613955,-9.03870608356,-9.0697187995,-9.10573356641,-9.10473315622,-8.9226585013,-8.69256415717,-9.16375735754,-9.07171961989,-9.10373274603,-9.20377376521,-9.20877581617,-8.88964496497,-8.71257236101,-8.910653579,-9.14975161485,-9.16975981869,-9.13074382121,-9.17776310023,-9.34283078188,-9.16475776773,-9.18776720214,118.715631992,118.595651566,118.22571192,118.359690062,118.375687452,118.046741119,118.509665594,118.460673587,118.403682885,118.380686637,118.41168158,118.34769202,118.426679133,118.391684842,118.326695445,118.271704417,118.368688594,118.473671467,118.473671467,117.892766239,118.245708658,118.245708658,118.138726112,118.018745686,118.245708658,118.243708984,118.304699034,118.250707842,118.397683864,118.873606219,118.383686147,118.425679296,94.509,94.54,94.547,94.542,94.476,94.542,94.546,94.466,94.528,94.503,94.441,94.479,94.491,94.509,94.511,94.426,94.311,94.534,94.49,94.527,94.562,94.564,94.415,94.333,94.421,94.536,94.543,94.526,94.544,94.605,94.538,94.547
FLQS2CKUGRX5,-9.43495156445,-9.10619716234,-9.38299038236,-9.32603293275,-9.14117103491,-9.37999262185,-9.09820313433,-9.07422105028,-9.00227479815,-9.193132217,-9.06722627577,-9.01726360068,-9.17614490747,-9.00427330516,-8.96430316508,-8.96630167208,-9.04824045924,-9.26507846914,-9.48491423954,-9.12318447188,-9.54187168915,-9.44994036698,-9.00926957266,-8.7604554507,-9.08920985281,-9.07122328978,-9.20912027303,-9.04424344523,-9.28206577867,-9.5138925911,-9.26707697614,-9.09220761332,117.654641939,117.865653851,117.682643519,118.265676433,118.025662884,117.481632172,118.235674739,117.660642277,117.931657577,118.089666497,118.005661755,117.80365035,118.010662037,118.174671296,117.72464589,117.925657238,118.063665029,118.329680046,117.6486416,118.397683885,117.676643181,117.56663697,117.335623929,117.717645495,117.033606879,117.894655488,117.831651931,117.903655996,117.972659892,118.064665085,118.093666723,118.152670054,94.751,94.584,94.725,94.675,94.595,94.731,94.566,94.576,94.531,94.617,94.56,94.543,94.612,94.523,94.52,94.514,94.549,94.643,94.775,94.572,94.802,94.762,94.557,94.422,94.607,94.566,94.635,94.553,94.665,94.773,94.653,94.567
FLQS2C9EGRX5,-9.19410993347,-9.24609359299,-9.09114230021,-9.40604331456,-9.39304739969,-9.27208542274,-9.37605274177,-9.39204771393,-9.20410679107,-9.21510333443,-9.38005148481,-9.39304739969,-9.49601503295,-9.28708070914,-8.91919634951,-9.15412250308,-8.88120829063,-9.47002320319,-9.39004834241,-9.14312595972,-9.43903294464,-9.39104802817,-9.05515361285,-8.93619100743,-9.08114544261,-8.93319195015,-9.2880803949,-9.20010804803,-9.35505934081,-9.5869864371,-9.34106374017,-9.31607159618,117.949953584,118.071939057,118.21592191,118.142930602,118.081937866,117.77297466,117.976950369,117.982949654,118.124932746,117.978950131,118.065939771,118.11893346,117.820968944,118.120933222,117.746977756,118.381902144,118.020945129,117.681985495,117.885961204,118.190924887,117.900959418,118.033943581,118.115933817,117.905958823,117.769975017,118.508887021,117.911958108,117.789972635,118.122932984,118.153929293,118.160928459,117.845965967,94.471,94.492,94.412,94.566,94.562,94.516,94.558,94.565,94.47,94.48,94.557,94.561,94.622,94.509,94.346,94.436,94.318,94.615,94.569,94.438,94.592,94.563,94.398,94.348,94.424,94.325,94.518,94.48,94.542,94.653,94.534,94.534
FLQS2C6NGRX5,-9.59986899846,-9.41371640945,-9.18552936487,-9.50479106321,-9.31263355198,-9.48577547616,-9.46275660763,-9.21855643711,-9.36767867239,-9.42772789465,-9.35967210942,-9.31063191124,-9.46776070949,-9.56283864473,-9.00037759624,-9.20554577229,-9.16150967597,-9.6709272448,-9.5398197762,-9.23557038342,-9.52780993174,-9.66792478368,-9.23056628156,-9.03840877033,-9.0534210759,-9.30462698902,-9.56283864473,-9.20054167043,-9.50779352433,-9.62789196884,-9.37168195387,-9.39069754092,117.396860247,117.481864491,118.236902181,117.74887782,117.700875423,117.48486464,117.900885407,118.211900933,117.670873926,117.700875423,117.938887304,117.803880565,117.875884159,117.576869233,117.669873876,117.465863692,117.676874225,117.394860148,117.591869982,117.679874375,117.756878219,117.499865389,117.203850613,117.321856503,118.047892746,117.770878918,117.901885457,118.111895941,117.847882762,117.751877969,117.966888702,118.092894992,94.678,94.585,94.446,94.619,94.528,94.62,94.593,94.463,94.555,94.584,94.542,94.523,94.596,94.653,94.378,94.485,94.455,94.713,94.642,94.491,94.63,94.707,94.507,94.409,94.39,94.521,94.641,94.458,94.616,94.678,94.546,94.551
FLQS2BJ4GRX5,-9.29648936566,-9.01132098021,-9.50060989419,-9.51161639328,-9.43557149049,-9.4245649914,-9.42156321892,-9.31149822805,-9.3785378134,-9.44057444462,-9.32150413631,-9.36452954183,-9.40755494736,-9.56865007036,-9.271474595,-9.14039719678,-9.28548286657,-9.57065125202,-9.41055671984,-8.98630620955,-9.65870324472,-9.53963293641,-9.28748404822,-9.03933752334,-9.1143818353,-9.37453545009,-9.64069260985,-9.46759039692,-9.57165184284,-9.73975110163,-9.44057444462,-9.28248109409,117.550290257,117.693301559,117.620295789,117.625296185,117.835312783,117.633296817,117.594293734,117.60929492,117.54729002,117.639297291,117.621295868,118.349353408,118.083332384,117.645297765,117.67129982,117.740305274,117.87931626,117.487285277,118.219343133,117.571291916,117.435281167,118.178339893,117.405278796,117.222264332,118.11933523,117.643297607,117.384277136,117.572291996,117.605294604,117.878316181,117.77530804,117.636297054,94.435,94.292,94.532,94.537,94.492,94.495,94.494,94.441,94.475,94.502,94.445,94.438,94.469,94.564,94.419,94.353,94.418,94.571,94.465,94.284,94.615,94.529,94.437,94.323,94.326,94.47,94.609,94.518,94.567,94.637,94.497,94.425
FLQS224TGRWM,-11.5568935582,-11.3946089558,-11.3599221705,-11.7575813872,-11.496191684,-11.8058951238,-11.6919242579,-11.5742369508,-11.5829086471,-11.6721032378,-11.665909169,-11.4441615061,-11.7179393469,-11.6795361204,-11.3822208182,-11.3685938668,-11.4131911622,-11.8926120869,-11.634938825,-11.5098186354,-11.8690746255,-11.7315662982,-11.3401011504,-10.9585465126,-11.2608170698,-11.4231016722,-11.6770584928,-11.634938825,-11.902522597,-12.175061624,-11.7489096909,-11.7749247798,117.86142243,117.358352333,117.495371425,117.48837045,118.236474688,117.288342578,118.303484025,117.93843316,117.599385918,117.383355817,117.351351358,117.424361531,117.491370868,117.520374909,117.459366408,117.65839414,117.42536167,117.724403338,117.868423405,117.355351915,117.682397485,117.56538118,117.086314428,117.142322232,118.180466884,117.704400551,117.771409887,117.447364736,117.458366269,117.853421315,117.697399575,117.750406961,94.632,94.588,94.569,94.725,94.594,94.752,94.668,94.636,94.653,94.696,94.695,94.605,94.71,94.693,94.58,94.567,94.593,94.769,94.663,94.633,94.761,94.712,94.577,94.425,94.505,94.586,94.683,94.679,94.783,94.874,94.714,94.722
FLQS224LGRWM,-9.42890220065,-9.48075866965,-9.44984423621,-9.33615890031,-9.44884699642,-9.55854337316,-9.3022527475,-9.32718374222,-9.1895646514,-9.32319478306,-9.37305677249,-9.56053785273,-9.23643492146,-9.328180982,-9.27433003342,-9.14668334049,-9.1716143352,-9.56851577104,-9.44386079748,-9.24541007956,-9.3720595327,-9.50369518479,-9.1197578662,-8.93028230638,-8.96119673982,-9.37305677249,-9.41194912424,-9.4069629253,-9.39699052741,-9.51366758267,-9.38003745101,-9.4767697105,117.976704441,117.539731463,117.743718848,118.001702895,117.568729669,117.537731586,117.898709264,117.714720642,118.068698752,117.756718044,117.725719961,117.721720209,117.941706605,118.16769263,117.712720765,117.916708151,117.725719961,117.532731896,117.599727753,118.132694794,117.683722558,117.820714087,117.401739996,117.44873709,117.649724661,117.684722497,117.62272633,117.62272633,118.101696711,118.073698443,117.957705616,117.502733751,94.593,94.635,94.612,94.547,94.618,94.673,94.534,94.554,94.474,94.55,94.576,94.667,94.501,94.537,94.528,94.459,94.478,94.678,94.615,94.498,94.577,94.635,94.465,94.371,94.379,94.577,94.598,94.596,94.573,94.63,94.57,94.635
FLQS200ZGRX8,-8.99635407653,-8.91932535821,-9.12940368091,-8.94433468234,-8.95533878496,-9.12640256202,-8.9973544495,-8.60320750119,-9.01836228177,-8.65222577649,-8.9943533306,-8.88731342332,-8.79427873755,-9.0893887623,-8.58219966892,-8.65122540352,-8.41113589186,-9.27645850681,-9.12440181609,-9.12740293498,-9.11339771347,-9.13040405388,-8.81128507796,-8.62521570643,-8.86730596402,-8.55018773403,-9.15041151318,-9.03536862218,-9.21243463703,-9.20443165331,-9.06738055707,-9.03536862218,117.610927471,117.973028848,117.957024367,118.106066094,117.716957156,117.496895545,117.418873702,118.044048732,117.557912628,117.729960796,118.098063854,117.821986561,117.841992162,117.664942593,117.616929151,117.613928311,117.838991322,117.237823013,117.496895545,117.370860259,117.912011765,117.653939513,117.479890785,117.529904787,117.910011205,117.861997763,117.924015126,118.057052372,117.734962197,117.965026608,118.115068615,118.047049572,94.477,94.427,94.529,94.434,94.453,94.545,94.485,94.271,94.49,94.306,94.458,94.417,94.371,94.52,94.276,94.31,94.186,94.627,94.544,94.55,94.523,94.54,94.392,94.3,94.404,94.252,94.54,94.479,94.577,94.565,94.493,94.48
FLNS2037GRWV,-8.90975748986,-9.0317541693,-8.81476007555,-9.06875316224,-8.93375683664,-8.9187572449,-9.0877526451,-8.92675702716,-8.73176233462,-8.92975694551,-8.98475544853,-8.8737584697,-9.03675403321,-9.06475327111,-8.88475817031,-8.76276149087,-8.38877167031,-8.8737584697,-9.23574861688,-8.93275686385,-9.02075446869,-9.10875207353,-8.78676083765,-8.54576739712,-8.78876078321,-8.92375710881,-9.13375139309,-9.02175444147,-9.24174845357,-9.41074385377,-9.0597534072,-9.0427538699,117.999041247,117.944079887,118.089977315,117.823164896,117.969062323,117.636296273,118.036015252,117.925093236,117.940082697,117.84115225,118.008034924,117.94308059,117.75521267,117.977056703,117.861138199,117.676268171,118.218886685,118.011032816,117.552355288,117.552355288,118.081982935,118.032018063,117.667274494,117.59832297,117.844150142,117.905107287,117.831159276,117.904107989,117.913101666,117.826162788,117.904107989,117.452425543,94.197,94.258,94.148,94.28,94.21,94.214,94.281,94.208,94.113,94.212,94.233,94.181,94.267,94.273,94.19,94.137,93.938,94.179,94.371,94.224,94.247,94.292,94.149,94.035,94.144,94.207,94.311,94.254,94.36,94.445,94.273,94.281
