,Distance_X_LOGO_Motor1,Distance_X_LOGO_motor2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Motor1,Distance_Y_LOGO_motor2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Motor1,Angle_motor2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30TYGRWV,-23.3387994626,-23.2298377484,-23.2728226448,-23.2988135124,-23.4067755779,-23.369788574,-23.3338012188,-23.2978138637,-23.3338012188,-23.2998131612,-23.3038117562,-23.3377998139,-23.263825806,-23.263825806,-23.2658251036,-23.2658251036,-23.2658251036,-23.30081281,-23.2618265085,-23.2648254548,-23.3377998139,-23.2998131612,-23.3377998139,-23.3028121075,-23.2688240498,-23.3038117562,-23.3018124587,-23.3018124587,-23.2298377484,-23.2318370459,-23.2288380997,-23.2648254548,-138.464358223,-138.557367868,-138.606372949,-138.464358223,-138.646377098,-138.600372327,-138.567368905,-138.566368801,-138.577369942,-138.537365794,-138.502362164,-138.46635843,-138.541366208,-138.538365897,-138.498361749,-138.498361749,-138.464358223,-138.498361749,-138.507362682,-138.463358119,-138.46635843,-138.427354386,-138.46635843,-138.395351067,-138.431354801,-138.467358534,-138.507362682,-138.394350964,-138.462358016,-138.498361749,-138.427354386,-138.504362371,260.083,260.133,260.119,260.099,260.068,260.08,260.092,260.107,260.093,260.104,260.1,260.084,260.118,260.118,260.115,260.115,260.112,260.101,260.117,260.113,260.084,260.096,260.084,260.093,260.109,260.097,260.101,260.093,260.127,260.129,260.125,260.116
FLQS30T7GRWV,-23.4209483545,-23.3059682452,-23.353959943,-23.379955446,-23.486936939,-23.4809379768,-23.4159492193,-23.3789556189,-23.4159492193,-23.380955273,-23.4169490464,-23.4199485275,-23.3439616726,-23.3449614996,-23.3459613267,-23.3459613267,-23.3469611537,-23.379955446,-23.3449614996,-23.3469611537,-23.4199485275,-23.3829549271,-23.4199485275,-23.3819551,-23.3459613267,-23.4159492193,-23.4149493923,-23.4139495652,-23.3139668615,-23.3119672074,-23.3139668615,-23.3449614996,-138.396127039,-138.488133107,-138.537136339,-138.395126973,-138.577138977,-138.532136009,-138.499133832,-138.4971337,-138.508134426,-138.469131854,-138.431129347,-138.397127105,-138.471131986,-138.469131854,-138.429129216,-138.429129216,-138.395126973,-138.429129216,-138.436129677,-138.395126973,-138.397127105,-138.359124599,-138.397127105,-138.326122422,-138.361124731,-138.397127105,-138.440129941,-138.325122356,-138.395126973,-138.431129347,-138.360124665,-138.434129545,260.043,260.096,260.08,260.059,260.029,260.028,260.052,260.067,260.053,260.064,260.047,260.043,260.079,260.079,260.076,260.076,260.073,260.062,260.077,260.073,260.043,260.056,260.043,260.054,260.071,260.045,260.048,260.041,260.086,260.089,260.084,260.076
FLQS30S7GRWV,-23.1486470493,-23.0416116906,-23.0836255697,-23.1156361443,-23.220670842,-23.1836586152,-23.1476467188,-23.1396440752,-23.1776566324,-23.1126351529,-23.1476467188,-23.1476467188,-23.0786239174,-23.0766232565,-23.0766232565,-23.0766232565,-23.1116348224,-23.1446457274,-23.1086338311,-23.077623587,-23.1476467188,-23.1136354834,-23.1476467188,-23.1466463884,-23.0806245784,-23.1156361443,-23.1136354834,-23.1486470493,-23.0096011161,-23.0426120211,-23.0436123515,-23.077623587,-138.198365224,-138.289328604,-138.338308886,-138.198365224,-138.374294399,-138.339308484,-138.305322166,-138.32431452,-138.307321361,-138.268337055,-138.23734953,-138.226353956,-138.272335445,-138.269336653,-138.23734953,-138.23734953,-138.197365626,-138.236349932,-138.23734953,-138.224354761,-138.226353956,-138.165378503,-138.226353956,-138.128393392,-138.164378906,-138.205362407,-138.236349932,-138.127393795,-138.201364016,-138.23734953,-138.167377698,-138.233351139,260.157,260.206,260.193,260.17,260.14,260.152,260.164,260.169,260.152,260.176,260.16,260.159,260.19,260.19,260.188,260.188,260.172,260.161,260.175,260.187,260.159,260.169,260.159,260.153,260.182,260.171,260.174,260.152,260.213,260.202,260.197,260.188
FLQS30RRGRWV,-23.2789387023,-23.1709760888,-23.2389525491,-23.2799383561,-23.3489144703,-23.3409172396,-23.2769393946,-23.2419515106,-23.2769393946,-23.2419515106,-23.2449504721,-23.2799383561,-23.2079632804,-23.2059639728,-23.2069636266,-23.2069636266,-23.23395428,-23.2419515106,-23.2069636266,-23.2079632804,-23.2799383561,-23.2419515106,-23.2799383561,-23.2449504721,-23.2099625881,-23.2459501259,-23.2429511644,-23.2719411255,-23.1739750503,-23.1739750503,-23.1719757426,-23.2069636266,-138.396670887,-138.486684332,-138.535691651,-138.357665061,-138.571697029,-138.528690606,-138.496685826,-138.493685377,-138.500686423,-138.463680896,-138.428675668,-138.393670439,-138.465681195,-138.464681045,-138.425675219,-138.425675219,-138.395670738,-138.425675219,-138.430675966,-138.390669991,-138.393670439,-138.357665061,-138.393670439,-138.326660431,-138.361665659,-138.393670439,-138.432676265,-138.326660431,-138.39167014,-138.426675369,-138.356664912,-138.428675668,260.102,260.152,260.128,260.099,260.086,260.086,260.11,260.124,260.11,260.122,260.118,260.101,260.136,260.136,260.133,260.133,260.12,260.119,260.133,260.13,260.101,260.114,260.101,260.111,260.128,260.115,260.119,260.1,260.144,260.147,260.142,260.133
FLQS30R2GRWV,-23.7787519667,-23.6716900496,-23.7407299775,-23.7497351855,-23.9008225638,-23.8838127265,-23.7817537027,-23.7447322921,-23.7817537027,-23.7457328708,-23.7497351855,-23.8487924733,-23.7107126175,-23.7107126175,-23.7107126175,-23.7107126175,-23.7117131962,-23.7457328708,-23.7097120389,-23.7117131962,-23.8487924733,-23.7457328708,-23.8487924733,-23.7457328708,-23.7097120389,-23.7487346068,-23.7477340281,-23.7437317135,-23.6776935216,-23.6776935216,-23.6756923643,-23.7097120389,-138.390301666,-138.460301818,-138.508301923,-138.330301535,-138.558302032,-138.530301971,-138.473301847,-138.472301844,-138.489301881,-138.450301796,-138.407301703,-138.390301666,-138.455301807,-138.451301799,-138.404301696,-138.404301696,-138.36930162,-138.405301698,-138.420301731,-138.368301618,-138.390301666,-138.332301539,-138.390301666,-138.299301467,-138.335301546,-138.372301626,-138.418301727,-138.320301513,-138.36930162,-138.4063017,-138.335301546,-138.41530172,259.902,259.95,259.926,259.91,259.865,259.87,259.907,259.922,259.908,259.92,259.915,259.874,259.934,259.934,259.931,259.931,259.928,259.917,259.932,259.928,259.874,259.911,259.874,259.909,259.926,259.913,259.917,259.911,259.942,259.944,259.94,259.932
FLQS30QXGRWV,-23.1534085375,-23.0403479452,-23.0853720749,-23.1133870889,-23.2194439276,-23.1844251601,-23.1504069288,-23.1113860165,-23.1484058564,-23.1143876251,-23.1193903062,-23.1814235515,-23.0773677852,-23.0783683214,-23.0793688576,-23.0793688576,-23.0793688576,-23.1143876251,-23.1083844078,-23.0803693938,-23.1814235515,-23.1153881613,-23.1814235515,-23.1143876251,-23.0783683214,-23.11838977,-23.1153881613,-23.1143876251,-23.0453506263,-23.0433495539,-23.0443500901,-23.0783683214,-138.347449028,-138.467478048,-138.489483369,-138.347449028,-138.532493767,-138.486482643,-138.452474421,-138.453474663,-138.496485061,-138.426468133,-138.389459185,-138.377456283,-138.460476355,-138.458475872,-138.385458218,-138.385458218,-138.347449028,-138.38645846,-138.39746112,-138.350449754,-138.377456283,-138.314441048,-138.377456283,-138.278432342,-138.314441048,-138.355450963,-138.396460878,-138.2774321,-138.34844927,-138.385458218,-138.314441048,-138.393460153,260.165,260.219,260.202,260.181,260.151,260.162,260.173,260.189,260.177,260.186,260.182,260.156,260.203,260.202,260.197,260.197,260.195,260.183,260.186,260.195,260.156,260.178,260.156,260.176,260.193,260.179,260.183,260.176,260.209,260.212,260.207,260.198
FLQS30QPGRWV,-23.4793693742,-23.3673532995,-23.4033584664,-23.4423640638,-23.5463789904,-23.50937368,-23.4723683696,-23.4373633462,-23.4753688001,-23.4393636333,-23.4423640638,-23.4763689437,-23.4053587535,-23.4043586099,-23.4053587535,-23.4053587535,-23.4053587535,-23.4393636333,-23.4053587535,-23.4053587535,-23.4763689437,-23.4383634898,-23.4763689437,-23.4363632027,-23.4023583229,-23.4433642074,-23.4413639203,-23.4423640638,-23.3703537301,-23.3413495679,-23.3383491373,-23.4043586099,-138.385786829,-138.509843114,-138.562867172,-138.385786829,-138.604886236,-138.556864448,-138.524849923,-138.521848561,-138.53685537,-138.499838575,-138.458819965,-138.42180317,-138.503840391,-138.501839483,-138.431807709,-138.431807709,-138.386787283,-138.454818149,-138.469824958,-138.417801354,-138.42180317,-138.388788191,-138.42180317,-138.353772304,-138.388788191,-138.400793638,-138.468824504,-138.314754601,-138.418801808,-138.457819511,-138.386787283,-138.466823596,260.027,260.08,260.069,260.041,260.015,260.026,260.039,260.053,260.038,260.05,260.047,260.03,260.064,260.065,260.059,260.059,260.056,260.047,260.062,260.059,260.03,260.043,260.03,260.042,260.058,260.042,260.047,260.037,260.073,260.087,260.083,260.062
FLQS30QMGRWV,-23.3687135586,-23.2946827865,-23.3206935983,-23.3667127269,-23.4737572215,-23.4347410039,-23.3977256179,-23.3637114794,-23.4017272812,-23.3356998359,-23.3677131427,-23.4017272812,-23.3016856974,-23.2986844499,-23.3006852816,-23.3006852816,-23.3316981725,-23.3367002517,-23.2996848657,-23.3016856974,-23.4017272812,-23.3356998359,-23.4017272812,-23.3407019151,-23.3036865291,-23.3367002517,-23.3336990042,-23.3687135586,-23.2956832024,-23.2666711431,-23.2946827865,-23.2986844499,-138.405476271,-138.526496798,-138.580505959,-138.405476271,-138.595508504,-138.547500361,-138.513494593,-138.513494593,-138.527496968,-138.490490691,-138.448483566,-138.413477628,-138.49249103,-138.518495441,-138.446483226,-138.446483226,-138.40747661,-138.446483226,-138.456484923,-138.410477119,-138.413477628,-138.374471012,-138.413477628,-138.372470672,-138.373470842,-138.415477967,-138.457485092,-138.336464565,-138.410477119,-138.447483396,-138.376471351,-138.454484583,260.074,260.111,260.105,260.074,260.044,260.057,260.069,260.083,260.069,260.093,260.077,260.061,260.107,260.11,260.104,260.104,260.089,260.089,260.105,260.101,260.061,260.085,260.061,260.083,260.097,260.087,260.091,260.069,260.103,260.117,260.101,260.105
FLQS30Q9GRWY,-23.2968554527,-23.1936878139,-23.2317496612,-23.2607968605,-23.3719775198,-23.3339156725,-23.2968554527,-23.2628001156,-23.2998603354,-23.2638017432,-23.2678082535,-23.3018635905,-23.2297464061,-23.2287447786,-23.2297464061,-23.2297464061,-23.2297464061,-23.2638017432,-23.2287447786,-23.2297464061,-23.3018635905,-23.2648033708,-23.3018635905,-23.2628001156,-23.2257398959,-23.2678082535,-23.2658049983,-23.2628001156,-23.1636389871,-23.1946894415,-23.1926861863,-23.2287447786,-138.425423586,-138.512413169,-138.564406943,-138.424423706,-138.604402153,-138.557407781,-138.524411732,-138.522411972,-138.536410295,-138.497414965,-138.459419515,-138.423423825,-138.502414366,-138.498414845,-138.458419635,-138.458419635,-138.423423825,-138.455419994,-138.466418677,-138.419424304,-138.423423825,-138.387428136,-138.423423825,-138.355431967,-138.389427896,-138.426423466,-138.467418557,-138.354432087,-138.420424185,-138.456419874,-138.385428375,-138.463419036,260.122,260.169,260.157,260.136,260.104,260.116,260.129,260.142,260.128,260.14,260.136,260.12,260.154,260.154,260.151,260.151,260.149,260.137,260.152,260.149,260.12,260.132,260.12,260.131,260.148,260.134,260.137,260.131,260.175,260.165,260.161,260.152
FLQS30Q9GRWV,-23.010542016,-22.8985296418,-22.9725378176,-22.9735379281,-23.0815498604,-23.0795496394,-23.014542458,-22.9775383701,-23.012542237,-23.0075416846,-23.0065415741,-23.0425455515,-22.9415343926,-22.9415343926,-22.9745380386,-22.9745380386,-22.9415343926,-23.0075416846,-22.9415343926,-22.9755381491,-23.0425455515,-23.010542016,-23.0425455515,-23.0065415741,-22.9405342822,-23.0085417951,-23.0075416846,-22.9765382596,-22.9415343926,-22.9395341717,-22.9105309676,-22.9415343926,-138.298859651,-138.391895211,-138.437912799,-138.298859651,-138.476927711,-138.437912799,-138.404900181,-138.400898652,-138.405900564,-138.370887181,-138.36188374,-138.325869975,-138.371887563,-138.368886416,-138.358882593,-138.358882593,-138.298859651,-138.35788221,-138.336874181,-138.297859269,-138.325869975,-138.262845886,-138.325869975,-138.228832886,-138.264846651,-138.298859651,-138.337874563,-138.228832886,-138.298859651,-138.332872651,-138.264846651,-138.333873034,260.222,260.273,260.246,260.237,260.205,260.203,260.227,260.242,260.228,260.228,260.227,260.211,260.254,260.254,260.24,260.24,260.25,260.227,260.252,260.236,260.211,260.219,260.211,260.219,260.248,260.223,260.226,260.231,260.25,260.252,260.26,260.252
FLQS30Q3GRWV,-23.1179564114,-22.996414042,-23.0402489949,-23.0761139564,-23.1787275961,-23.1468476304,-23.10998642,-23.0751177075,-23.10998642,-23.0731252096,-23.0771102053,-23.1119789178,-23.0382564971,-23.0382564971,-23.0402489949,-23.0402489949,-23.0342715013,-23.0741214585,-23.039252746,-23.0412452438,-23.1119789178,-23.0781064542,-23.1119789178,-23.0731252096,-23.0352677503,-23.0771102053,-23.0741214585,-23.0771102053,-23.0073727802,-23.0053802824,-23.0083690292,-23.039252746,-138.178542441,-138.309529684,-138.359524815,-138.179542344,-138.365524231,-138.331527542,-138.297530853,-138.29253134,-138.324528223,-138.287531827,-138.225537864,-138.191541175,-138.290531534,-138.288531729,-138.225537864,-138.225537864,-138.218538546,-138.224537962,-138.253535138,-138.192541078,-138.191541175,-138.155544681,-138.191541175,-138.111548966,-138.186541662,-138.190541273,-138.257534748,-138.107549356,-138.191541175,-138.249535527,-138.156544584,-138.253535138,260.127,260.185,260.17,260.144,260.115,260.126,260.138,260.152,260.14,260.152,260.147,260.13,260.167,260.166,260.161,260.161,260.163,260.148,260.164,260.159,260.13,260.142,260.13,260.141,260.161,260.144,260.15,260.139,260.173,260.177,260.17,260.164
FLQS30Q2GRWV,-23.2744924651,-23.1664901798,-23.2074910474,-23.236491661,-23.3464939885,-23.3104932268,-23.2734924439,-23.2374916822,-23.2754924862,-23.2394917245,-23.2434918091,-23.2774925285,-23.2054910051,-23.2044909839,-23.2044909839,-23.2044909839,-23.2044909839,-23.2394917245,-23.2054910051,-23.2054910051,-23.2774925285,-23.2404917456,-23.2774925285,-23.2394917245,-23.2044909839,-23.2434918091,-23.2404917456,-23.2384917033,-23.1374895662,-23.1704902645,-23.1694902433,-23.2054910051,-138.263438492,-138.357453749,-138.404461378,-138.263438492,-138.450468844,-138.402461053,-138.369455697,-138.367455372,-138.382457807,-138.342451314,-138.303444984,-138.268439303,-138.348452288,-138.374456508,-138.300444497,-138.300444497,-138.263438492,-138.30144466,-138.313446607,-138.265438816,-138.268439303,-138.229432973,-138.268439303,-138.19342713,-138.229432973,-138.269439465,-138.312446445,-138.19342713,-138.264438654,-138.30144466,-138.230433135,-138.31044612,260.102,260.152,260.139,260.118,260.086,260.097,260.11,260.124,260.11,260.122,260.118,260.102,260.136,260.138,260.133,260.133,260.13,260.119,260.134,260.13,260.102,260.114,260.102,260.112,260.128,260.115,260.119,260.112,260.158,260.147,260.142,260.133
FLQS30PHGRWY,-23.1865204768,-23.0815317041,-23.1185277478,-23.1575235776,-23.2565129919,-23.2205168412,-23.1865204768,-23.1515242192,-23.1865204768,-23.1515242192,-23.1565236846,-23.190520049,-23.1155280686,-23.1155280686,-23.1175278547,-23.1175278547,-23.1175278547,-23.1525241123,-23.1165279616,-23.1185277478,-23.190520049,-23.121527427,-23.190520049,-23.1545238984,-23.1175278547,-23.1555237915,-23.1545238984,-23.1535240053,-23.053534698,-23.053534698,-23.0515349119,-23.1165279616,-138.417216837,-138.508243943,-138.557258538,-138.379205519,-138.593269261,-138.552257049,-138.517246623,-138.51424573,-138.524248708,-138.48623739,-138.450226667,-138.415216242,-138.487237688,-138.487237688,-138.447225773,-138.447225773,-138.417216837,-138.447225773,-138.452227262,-138.412215348,-138.415216242,-138.377204923,-138.415216242,-138.349196583,-138.38320671,-138.415216242,-138.457228752,-138.348196285,-138.413215646,-138.449226369,-138.378205221,-138.451226965,260.15,260.198,260.187,260.159,260.133,260.145,260.157,260.171,260.157,260.169,260.164,260.148,260.183,260.183,260.18,260.18,260.178,260.165,260.18,260.177,260.148,260.173,260.148,260.158,260.175,260.162,260.165,260.158,260.203,260.206,260.201,260.18
FLQS30NWGRWV,-23.2676179482,-23.1525951195,-23.1916028614,-23.2296104048,-23.3316306529,-23.2976239035,-23.2636171541,-23.2256096107,-23.2626169556,-23.2276100078,-23.2326110003,-23.2326110003,-23.1605967076,-23.1916028614,-23.1916028614,-23.1916028614,-23.1886022659,-23.2266098093,-23.1585963105,-23.1595965091,-23.2326110003,-23.1956036554,-23.2326110003,-23.200604648,-23.1635973031,-23.2326110003,-23.2296104048,-23.2326110003,-23.1585963105,-23.1265899582,-23.1255897597,-23.157596112,-138.322636102,-138.445635778,-138.501635631,-138.322636102,-138.499635636,-138.465635726,-138.430635818,-138.426635828,-138.428635823,-138.391635921,-138.362635997,-138.328636086,-138.392635918,-138.391635921,-138.361635999,-138.361635999,-138.360636002,-138.360636002,-138.356636013,-138.327636089,-138.328636086,-138.291636184,-138.328636086,-138.253636284,-138.288636192,-138.328636086,-138.360636002,-138.252636286,-138.328636086,-138.362635997,-138.292636181,-138.355636015,260.116,260.171,260.159,260.131,260.103,260.114,260.125,260.14,260.126,260.137,260.133,260.131,260.164,260.152,260.15,260.15,260.151,260.135,260.163,260.16,260.131,260.143,260.131,260.139,260.156,260.131,260.134,260.126,260.161,260.176,260.171,260.163
FLQS30MRGRWY,-23.3274102391,-23.2213674616,-23.259382797,-23.2973981323,-23.4014401026,-23.3654255744,-23.3294110462,-23.2943969216,-23.3314118534,-23.2953973252,-23.2983985358,-23.3334126605,-23.2303710937,-23.2603832005,-23.2283702866,-23.2283702866,-23.2613836041,-23.293396518,-23.2293706901,-23.2603832005,-23.3334126605,-23.2633844112,-23.3334126605,-23.2673860254,-23.2293706901,-23.3194070106,-23.2973981323,-23.2983985358,-23.2263694794,-23.2243686723,-23.2243686723,-23.2283702866,-138.416882352,-138.501876139,-138.555872193,-138.378885129,-138.562871681,-138.521874678,-138.48887709,-138.487877163,-138.524874458,-138.483877455,-138.44987994,-138.411882718,-138.493876724,-138.485877309,-138.447880086,-138.447880086,-138.379885056,-138.442880452,-138.427881548,-138.384884691,-138.411882718,-138.348887322,-138.411882718,-138.349887249,-138.346887468,-138.44987994,-138.426881621,-138.308890246,-138.383884764,-138.446880159,-138.376885276,-138.422881914,260.097,260.146,260.134,260.107,260.077,260.089,260.101,260.115,260.103,260.115,260.111,260.095,260.142,260.129,260.139,260.139,260.121,260.113,260.138,260.122,260.095,260.118,260.095,260.117,260.132,260.103,260.11,260.102,260.136,260.141,260.136,260.138
FLQS30MKGRWV,-23.3148797842,-23.1758566496,-23.2458683001,-23.2558699645,-23.3608874402,-23.3248814485,-23.2908757897,-23.2518692987,-23.286875124,-23.2848747911,-23.2898756233,-23.3248814485,-23.2488687994,-23.2178636399,-23.2498689658,-23.2498689658,-23.2508691323,-23.2848747911,-23.2498689658,-23.2198639728,-23.3248814485,-23.286875124,-23.3248814485,-23.286875124,-23.2188638063,-23.2898756233,-23.286875124,-23.2888754568,-23.1868584804,-23.1848581475,-23.2178636399,-23.2188638063,-138.435868864,-138.522870667,-138.575871766,-138.399868118,-138.578871828,-138.543871102,-138.509870398,-138.509870398,-138.53987102,-138.473869652,-138.44386903,-138.408868305,-138.504870294,-138.472869631,-138.441868989,-138.441868989,-138.399868118,-138.441868989,-138.44386903,-138.406868263,-138.408868305,-138.370867517,-138.408868305,-138.330866688,-138.365867414,-138.408868305,-138.442869009,-138.328866647,-138.405868243,-138.441868989,-138.371867538,-138.437868906,260.104,260.166,260.142,260.126,260.096,260.108,260.119,260.135,260.123,260.119,260.115,260.099,260.136,260.146,260.131,260.131,260.128,260.117,260.131,260.141,260.099,260.111,260.099,260.109,260.138,260.113,260.116,260.108,260.154,260.157,260.139,260.143
FLQS30MJGRWV,-23.1317998251,-23.0238054283,-23.0648033012,-23.096801641,-23.2057959859,-23.1957965047,-23.1317998251,-23.0958016928,-23.1327997732,-23.0978015891,-23.1018013816,-23.1667980093,-23.0618034568,-23.0628034049,-23.0638033531,-23.0638033531,-23.0658032493,-23.0978015891,-23.0628034049,-23.0948017447,-23.1667980093,-23.0978015891,-23.1667980093,-23.0988015372,-23.0608035087,-23.1018013816,-23.0998014853,-23.096801641,-23.029805117,-23.029805117,-23.0278052208,-23.0638033531,-138.465459923,-138.555474524,-138.605482636,-138.465459923,-138.642488638,-138.596481176,-138.564475984,-138.563475822,-138.572477282,-138.534471117,-138.498465277,-138.462459437,-138.539471929,-138.53547128,-138.498465277,-138.498465277,-138.464459761,-138.49546479,-138.505466413,-138.461459274,-138.462459437,-138.427453759,-138.462459437,-138.397448892,-138.431454407,-138.466460086,-138.475461546,-138.396448729,-138.460459112,-138.496464953,-138.425453434,-138.500465601,260.177,260.226,260.213,260.191,260.159,260.16,260.183,260.198,260.184,260.195,260.191,260.162,260.21,260.209,260.206,260.206,260.204,260.193,260.207,260.192,260.162,260.188,260.162,260.186,260.203,260.189,260.191,260.186,260.218,260.22,260.216,260.207
FLQS30MEGRWV,-23.7287335386,-23.5902312306,-23.6589841749,-23.6928624373,-23.7984829023,-23.7974864829,-23.7277371191,-23.6599805944,-23.7307263776,-23.6629698528,-23.6998373736,-23.7347120555,-23.626102332,-23.6609770138,-23.628095171,-23.628095171,-23.6569913359,-23.6928624373,-23.6251059125,-23.6589841749,-23.7347120555,-23.6938588567,-23.7347120555,-23.6948552762,-23.6340736878,-23.6998373736,-23.7147836659,-23.6968481152,-23.6251059125,-23.5942169086,-23.624109493,-23.6619734333,-138.455047232,-138.547055237,-138.595059414,-138.456047319,-138.632062634,-138.588058805,-138.555055933,-138.55605602,-138.567056978,-138.52605341,-138.491050364,-138.455047232,-138.534054106,-138.529053671,-138.488050103,-138.488050103,-138.456047319,-138.488050103,-138.49905106,-138.45204697,-138.455047232,-138.416043838,-138.455047232,-138.38504114,-138.421044273,-138.457047406,-138.507051757,-138.386041227,-138.45204697,-138.488050103,-138.417043925,-138.494050625,259.882,259.944,259.919,259.896,259.866,259.863,259.889,259.916,259.889,259.913,259.896,259.879,259.929,259.914,259.925,259.925,259.911,259.898,259.927,259.91,259.879,259.893,259.879,259.891,259.918,259.894,259.891,259.89,259.923,259.939,259.921,259.912
FLQS30LFGRWY,-23.2550717037,-23.1442096113,-23.213123885,-23.2221127033,-23.3499536747,-23.2870319466,-23.2510766733,-23.2151214001,-23.2510766733,-23.2171189153,-23.2201151881,-23.2540729461,-23.1811636421,-23.1821623997,-23.1791661269,-23.1791661269,-23.2091288546,-23.2161201577,-23.2101276122,-23.1821623997,-23.2540729461,-23.2171189153,-23.2540729461,-23.2191164305,-23.1851586725,-23.2191164305,-23.2181176729,-23.2201151881,-23.1472058841,-23.1472058841,-23.1472058841,-23.1811636421,-138.405632449,-138.494652152,-138.54466322,-138.367624037,-138.57366964,-138.537661671,-138.503654144,-138.50065348,-138.505654587,-138.469646617,-138.435639091,-138.399631121,-138.473647503,-138.469646617,-138.41363422,-138.41363422,-138.405632449,-138.432638426,-138.437639533,-138.3986309,-138.399631121,-138.36262293,-138.399631121,-138.335616953,-138.371624923,-138.400631343,-138.437639533,-138.336617175,-138.3986309,-138.434638869,-138.364623373,-138.434638869,260.103,260.154,260.13,260.114,260.076,260.099,260.112,260.126,260.112,260.123,260.119,260.103,260.138,260.137,260.134,260.134,260.122,260.121,260.124,260.132,260.103,260.116,260.103,260.113,260.129,260.117,260.121,260.113,260.146,260.149,260.144,260.135
FLQS30KNGRWV,-23.3382152634,-23.1951649084,-23.2571867407,-23.2992015303,-23.4052388564,-23.3712268838,-23.3372149113,-23.2661899099,-23.335214207,-23.3002018824,-23.3032029388,-23.3382152634,-23.2651895577,-23.2661899099,-23.2651895577,-23.2651895577,-23.2641892056,-23.2992015303,-23.2321779373,-23.2661899099,-23.3382152634,-23.3012022345,-23.3382152634,-23.3002018824,-23.2631888535,-23.3042032909,-23.3012022345,-23.3002018824,-23.2011670212,-23.2011670212,-23.2311775852,-23.2651895577,-138.366175926,-138.489161861,-138.541155915,-138.366175926,-138.558153971,-138.510159459,-138.476163347,-138.477163233,-138.492161518,-138.454165863,-138.41117078,-138.376174782,-138.484162432,-138.456165634,-138.408171123,-138.408171123,-138.369175583,-138.409171009,-138.422169522,-138.374175011,-138.376174782,-138.337179242,-138.376174782,-138.299183587,-138.334179585,-138.377174668,-138.423169408,-138.297183816,-138.373175125,-138.409171009,-138.338179128,-138.420169751,260.085,260.151,260.13,260.101,260.071,260.082,260.093,260.122,260.095,260.106,260.102,260.086,260.123,260.121,260.118,260.118,260.115,260.104,260.132,260.115,260.086,260.098,260.086,260.096,260.113,260.1,260.104,260.096,260.141,260.143,260.126,260.118
