,Distance_X_LOGO_MainBoard_Sim1,Distance_X_LOGO_MainBoard_Sim2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_Sim1,Distance_Y_LOGO_MainBoard_Sim2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_Sim1,Angle_MainBoard_Sim2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS3009GRWQ,-57.9774779158,-57.9034696468,-57.9074700937,-57.9334729991,-57.902469535,-57.9394736696,-57.9044697585,-57.902469535,-57.9374734461,-57.941473893,-57.902469535,-57.9734774689,-57.8724661827,-57.9044697585,-57.9424740048,-57.8724661827,-57.8354620482,-57.9374734461,-57.9034696468,-57.8734662944,-57.9744775806,-57.9764778041,-57.9434741165,-57.902469535,-57.8354620482,-57.9754776923,-57.8744664062,-57.9394736696,-57.906469982,-57.9744775806,-57.9744775806,-57.9774779158,-58.026444815,-57.959455846,-58.0614390525,-58.0634387232,-57.9934502482,-58.0944336193,-58.0954334547,-58.0284444857,-58.1324273629,-58.0254449796,-57.9934502482,-58.0274446503,-58.0614390525,-58.0314439918,-58.1314275275,-58.0304441564,-58.0934337839,-57.9914505775,-58.0984329607,-57.9884510714,-58.0974331254,-58.0254449796,-58.09643329,-57.9934502482,-57.9514571632,-58.0234453089,-58.026444815,-58.0254449796,-58.0614390525,-57.9534568339,-58.0634387232,-58.026444815,225.37,225.372,225.421,225.409,225.39,225.421,225.439,225.407,225.441,225.387,225.39,225.372,225.438,225.408,225.438,225.423,225.472,225.372,225.441,225.402,225.405,225.369,225.421,225.39,225.403,225.369,225.42,225.387,225.422,225.335,225.389,225.37
FLQS2F0LGRX5,-57.9530271931,-57.8790297121,-57.881029644,-57.8790297121,-57.8780297461,-57.9150284866,-57.8790297121,-57.8780297461,-57.9200283164,-57.9160284526,-57.8780297461,-57.9530271931,-57.8480307673,-57.8840295419,-57.9170284185,-57.8500306993,-57.8090320949,-57.9200283164,-57.8780297461,-57.8490307333,-57.955027125,-57.9530271931,-57.9180283845,-57.8780297461,-57.8090320949,-57.9530271931,-57.8490307333,-57.9140285207,-57.881029644,-57.9520272271,-57.9500272952,-57.9530271931,-57.8860766412,-57.8150912628,-57.9200696393,-57.9200696393,-57.851083849,-57.9190698453,-57.9220692275,-57.883077259,-58.0230484278,-57.8870764353,-57.851083849,-57.8880762293,-57.9210694334,-57.8500840549,-57.9920548118,-57.8500840549,-57.9200696393,-57.8520836431,-57.9530628434,-57.8140914687,-57.9560622256,-57.851083849,-57.9590616078,-57.851083849,-57.8110920865,-57.851083849,-57.8850768471,-57.8490842609,-57.8860766412,-57.7800984706,-57.9190698453,-57.8860766412,225.309,225.31,225.362,225.362,225.329,225.344,225.363,225.345,225.393,225.328,225.329,225.31,225.378,225.325,225.379,225.342,225.397,225.309,225.379,225.325,225.343,225.292,225.362,225.328,225.343,225.292,225.36,225.31,225.344,225.257,225.327,225.309
FLQS2EQUGRX5,-57.7020906067,-57.6311015676,-57.6321014132,-57.6311015676,-57.630101722,-57.6660961643,-57.6650963187,-57.6660961643,-57.7010907611,-57.66709601,-57.630101722,-57.7340856665,-57.5991065078,-57.6351009501,-57.66709601,-57.601106199,-57.5961069709,-57.6640964731,-57.6311015676,-57.6021060446,-57.7360853578,-57.7020906067,-57.6680958556,-57.6640964731,-57.5651117567,-57.7010907611,-57.6001063534,-57.66709601,-57.6331012589,-57.7020906067,-57.7020906067,-57.7020906067,-57.8916486199,-57.7867054522,-57.8886502437,-57.8906491612,-57.8206870493,-57.8896497024,-57.8916486199,-57.8546686465,-57.9586123555,-57.8556681053,-57.8206870493,-57.8546686465,-57.8896497024,-57.8186881319,-57.960611273,-57.8176886731,-57.887650785,-57.8216865081,-57.9236312996,-57.783707076,-57.9226318409,-57.8216865081,-57.9266296758,-57.8206870493,-57.783707076,-57.8556681053,-57.8536691878,-57.8216865081,-57.8556681053,-57.7507249375,-57.8916486199,-57.8916486199,224.768,224.751,224.801,224.803,224.769,224.785,224.786,224.768,224.802,224.768,224.769,224.734,224.818,224.766,224.82,224.782,224.819,224.752,224.819,224.764,224.766,224.733,224.802,224.752,224.783,224.751,224.8,224.751,224.784,224.698,224.768,224.768
FLQS2DERGRX5,-58.0331771727,-57.9571074682,-57.9591093025,-57.9581083854,-57.9571074682,-57.9941414033,-57.9571074682,-57.9581083854,-57.992139569,-57.9951423204,-57.9571074682,-58.0261707525,-57.9260790361,-57.962112054,-57.9951423204,-57.9280808705,-57.8870432667,-57.9911386518,-57.9581083854,-57.9260790361,-58.0281725869,-58.0321762555,-57.9971441548,-57.9551056339,-57.8860423496,-58.0311753384,-57.9270799533,-57.9941414033,-57.9601102197,-58.0301744212,-58.0301744212,-58.0331771727,-57.8072743871,-57.7372849515,-57.843268954,-57.8422691049,-57.7722796693,-57.8412692558,-57.8452686521,-57.806274538,-57.9112586914,-57.8082742362,-57.7722796693,-57.8072743871,-57.8422691049,-57.7732795184,-57.9152580877,-57.7732795184,-57.8422691049,-57.7722796693,-57.8762639736,-57.7372849515,-57.8752641245,-57.806274538,-57.8792635209,-57.7722796693,-57.7362851025,-57.7722796693,-57.8082742362,-57.7722796693,-57.8082742362,-57.7042899319,-57.8422691049,-57.8072743871,224.582,224.585,224.636,224.636,224.602,224.618,224.638,224.618,224.653,224.601,224.602,224.585,224.652,224.6,224.654,224.617,224.672,224.585,224.653,224.6,224.618,224.582,224.635,224.603,224.619,224.566,224.635,224.584,224.618,224.532,224.6,224.582
FLQS2CKUGRX5,-57.9495763615,-57.9075904344,-57.8795998164,-57.8766008216,-57.9085900993,-57.913588424,-57.8766008216,-57.8776004865,-57.9125887591,-57.913588424,-57.9085900993,-57.9455777018,-57.8456112087,-57.8795998164,-57.9455777018,-57.8466108736,-57.8086236063,-57.9115890941,-57.9065907695,-57.8456112087,-57.9465773667,-57.9485766966,-57.9445780368,-57.8766008216,-57.8396132191,-57.9485766966,-57.8456112087,-57.9125887591,-57.8795998164,-57.9475770316,-57.9795663094,-57.9495763615,-58.0073479154,-57.9343600602,-58.041342259,-58.041342259,-57.970354071,-58.041342259,-58.041342259,-58.0053482482,-58.1113306133,-58.0063480818,-57.970354071,-58.0073479154,-58.0423420926,-57.9683544037,-58.1133302806,-57.9683544037,-58.0403424253,-57.9723537383,-58.0753366025,-57.9333602266,-58.0753366025,-57.9723537383,-58.0793359371,-57.9723537383,-57.9313605593,-57.9713539046,-58.0053482482,-57.9693542374,-58.0063480818,-57.9013655503,-58.041342259,-58.0073479154,224.687,224.671,224.738,224.739,224.689,224.722,224.74,224.721,224.756,224.704,224.689,224.689,224.755,224.702,224.741,224.718,224.773,224.688,224.741,224.701,224.722,224.67,224.724,224.706,224.704,224.67,224.737,224.686,224.721,224.635,224.689,224.687
FLQS2C9EGRX5,-57.9442548242,-57.873276561,-57.8722768671,-57.8712771733,-57.8712771733,-57.9072661518,-57.8722768671,-57.8702774794,-57.906266458,-57.9092655395,-57.8712771733,-57.9382566611,-57.8372875825,-57.8742762548,-57.9092655395,-57.840286664,-57.8032979916,-57.9032673764,-57.8712771733,-57.8392869702,-57.9402560488,-57.9432551304,-57.9092655395,-57.8702774794,-57.8032979916,-57.9432551304,-57.8382872763,-57.9072661518,-57.8722768671,-57.9422554365,-57.9422554365,-57.9442548242,-57.9303231823,-57.8623486175,-57.9663097166,-57.9663097166,-57.8953362739,-57.9653100906,-57.9653100906,-57.9313228082,-58.0362835332,-57.9293235563,-57.8953362739,-57.9303231823,-57.9673093425,-57.8963358999,-58.0342842813,-57.8953362739,-57.9653100906,-57.8953362739,-58.0002969989,-57.8603493656,-58.0002969989,-57.894336648,-58.0002969989,-57.8953362739,-57.8543516099,-57.894336648,-57.9313228082,-57.894336648,-57.9323224342,-57.8223635794,-57.9653100906,-57.9303231823,225.332,225.334,225.385,225.386,225.351,225.368,225.385,225.369,225.403,225.349,225.351,225.335,225.404,225.35,225.401,225.367,225.419,225.335,225.403,225.349,225.368,225.315,225.384,225.351,225.364,225.315,225.385,225.333,225.369,225.28,225.351,225.332
FLQS2C6NGRX5,-57.9306415967,-57.8596052493,-57.8596052493,-57.8576042254,-57.8586047373,-57.8936226551,-57.8576042254,-57.8576042254,-57.8886200954,-57.9276400609,-57.8586047373,-57.9226375012,-57.8245873315,-57.8255878434,-57.8956236789,-57.8255878434,-57.7885689018,-57.8866190715,-57.8576042254,-57.8245873315,-57.925639037,-57.9296410848,-57.9276400609,-57.8566037134,-57.7885689018,-57.9296410848,-57.8245873315,-57.8936226551,-57.8586047373,-57.9276400609,-57.9286405728,-57.9306415967,-57.9753081565,-57.9052872522,-58.00931831,-58.0123192059,-57.9402977043,-58.0113189073,-58.00931831,-57.9763084551,-58.0803395129,-57.9743078578,-57.9402977043,-57.9763084551,-58.0103186086,-57.9392974057,-58.0793392143,-57.9382971071,-58.00931831,-57.941298003,-58.0463293594,-57.9012860576,-58.0453290608,-57.9382971071,-58.0453290608,-57.9402977043,-57.8992854604,-57.9392974057,-57.9753081565,-57.9392974057,-57.9763084551,-57.8682762028,-58.0113189073,-57.9753081565,225.366,225.366,225.417,225.42,225.384,225.401,225.418,225.402,225.438,225.366,225.384,225.369,225.435,225.4,225.434,225.399,225.452,225.37,225.436,225.381,225.403,225.347,225.401,225.385,225.398,225.348,225.418,225.366,225.401,225.314,225.384,225.366
FLQS2BJ4GRX5,-57.9783887808,-57.9063547522,-57.9073552248,-57.9063547522,-57.9063547522,-57.9433722391,-57.8713382105,-57.9063547522,-57.9403708213,-57.9403708213,-57.9063547522,-57.975387363,-57.8433249772,-57.9063547522,-57.9423717665,-57.8423245045,-57.8363216688,-57.9403708213,-57.9053542796,-57.8723386831,-57.9763878356,-57.9763878356,-57.9423717665,-57.904353807,-57.804306545,-57.9773883082,-57.8413240319,-57.9093561701,-57.875340101,-57.9743868903,-57.9793892534,-57.9783887808,-58.0122127485,-57.9042123524,-58.0492128842,-58.0462128732,-57.9772126201,-58.0462128732,-58.0492128842,-58.0102127411,-58.1202131445,-58.0112127448,-57.9772126201,-58.0112127448,-58.0512128915,-57.9392124808,-58.1202131445,-57.9382124771,-58.0912130382,-57.9762126165,-58.0822130052,-57.9412124881,-58.0802129979,-57.9782126238,-58.0862130199,-57.9792126275,-57.8992123341,-57.9772126201,-57.9282124404,-57.9372124734,-58.0162127631,-57.9052123561,-58.0482128805,-58.0122127485,225.367,225.35,225.421,225.42,225.386,225.401,225.438,225.402,225.439,225.385,225.386,225.368,225.453,225.367,225.438,225.398,225.476,225.368,225.438,225.384,225.402,225.351,225.421,225.387,225.398,225.35,225.394,225.364,225.42,225.316,225.384,225.367
FLQS224TGRWM,-97.834227409,-97.7096364263,-97.7130037501,-97.7096364263,-97.7096364263,-97.7702482557,-97.7096364263,-97.7113200882,-97.7786665654,-97.7769829034,-97.7096364263,-97.834227409,-97.6557592445,-97.716371074,-97.7769829034,-97.6591265684,-97.5934637531,-97.7736155796,-97.7113200882,-97.7113200882,-97.8375947329,-97.8325437471,-97.7786665654,-97.7079527643,-97.5934637531,-97.8325437471,-97.6591265684,-97.7685645938,-97.714687412,-97.8308600852,-97.8274927613,-97.834227409,-57.9548131734,-57.8858217288,-57.9878090816,-57.9908087096,-57.9208173891,-57.9888089576,-57.9908087096,-57.9568129254,-58.0588002782,-57.9538132973,-57.9208173891,-57.9518135453,-57.9898088336,-57.9188176371,-58.0588002782,-57.9188176371,-57.9908087096,-57.9168178851,-58.0248044939,-57.8818222248,-58.0228047419,-57.9198175131,-58.0258043699,-57.9228171411,-57.8788225967,-57.9188176371,-57.9538132973,-57.9188176371,-57.9548131734,-57.8498261925,-57.9898088336,-57.9548131734,225.265,225.267,225.317,225.319,225.284,225.3,225.319,225.302,225.332,225.281,225.284,225.263,225.335,225.282,225.333,225.298,225.353,225.264,225.336,225.265,225.298,225.248,225.316,225.286,225.298,225.248,225.316,225.266,225.3,225.214,225.284,225.265
FLQS224LGRWM,-57.6824657355,-57.6096494528,-57.6106469361,-57.6096494528,-57.6096494528,-57.6455588525,-57.6425664025,-57.6086519694,-57.6435638858,-57.6475538191,-57.6096494528,-57.6774783189,-57.5777299864,-57.6136393861,-57.6485513025,-57.579724953,-57.5727425697,-57.6415689192,-57.6096494528,-57.579724953,-57.6794732855,-57.6824657355,-57.6485513025,-57.6076544861,-57.53982562,-57.6824657355,-57.579724953,-57.6435638858,-57.6116444194,-57.6794732855,-57.6794732855,-57.6824657355,-58.0952577847,-58.0262741025,-58.1612421764,-58.1322490346,-58.0622655889,-58.1312492711,-58.1302495076,-58.0962575482,-58.2002329532,-58.0942580212,-58.0622655889,-58.0942580212,-58.1302495076,-58.0912587307,-58.1992331897,-58.0582665349,-58.1302495076,-58.0582665349,-58.1662409939,-58.023274812,-58.1652412304,-58.0922584942,-58.1662409939,-58.0622655889,-58.021275285,-58.0912587307,-58.0942580212,-58.0612658254,-58.1282499805,-57.9892828527,-58.1312492711,-58.0952577847,224.802,224.804,224.87,224.856,224.822,224.838,224.839,224.839,224.873,224.819,224.822,224.804,224.871,224.834,224.87,224.835,224.874,224.804,224.873,224.818,224.838,224.8,224.854,224.823,224.836,224.8,224.852,224.805,224.853,224.751,224.821,224.802
FLQS200ZGRX8,-57.8051307695,-57.7641193251,-57.7671201625,-57.7301098346,-57.763119046,-57.8001293739,-57.7641193251,-57.763119046,-57.7961282573,-57.8031302112,-57.763119046,-57.831138027,-57.7311101137,-57.7671201625,-57.8031302112,-57.7321103929,-57.695100065,-57.7981288156,-57.7641193251,-57.7321103929,-57.8321383061,-57.8381399809,-57.8041304904,-57.763119046,-57.6961003441,-57.8371397017,-57.733110672,-57.8001293739,-57.7671201625,-57.8361394226,-57.8351391435,-57.8051307695,-57.837853188,-57.7688366573,-57.8728615731,-57.8738618127,-57.8028448029,-57.8728615731,-57.8728615731,-57.8388534276,-57.9398776247,-57.837853188,-57.8028448029,-57.8368529484,-57.8738618127,-57.8018445633,-57.9418781038,-57.7998440842,-57.8698608544,-57.8028448029,-57.9078699583,-57.7628352199,-57.9058694791,-57.8018445633,-57.9078699583,-57.8038450425,-57.7608347407,-57.8008443237,-57.8368529484,-57.8038450425,-57.8398536672,-57.7308275535,-57.8738618127,-57.837853188,224.68,224.666,224.716,224.735,224.684,224.7,224.718,224.701,224.735,224.681,224.684,224.667,224.735,224.681,224.733,224.698,224.75,224.666,224.735,224.679,224.701,224.646,224.716,224.684,224.696,224.646,224.716,224.666,224.7,224.612,224.683,224.68
FLNS2037GRWV,-57.7831133202,-57.7391101878,-57.7101081233,-57.7051077673,-57.7371100454,-57.7421104014,-57.7061078385,-57.7371100454,-57.7791130354,-57.7461106861,-57.7371100454,-57.8121153847,-57.6741055604,-57.7101081233,-57.7471107573,-57.6751056316,-57.6371029263,-57.7411103302,-57.7381101166,-57.6751056316,-57.8151155983,-57.782113249,-57.7471107573,-57.7381101166,-57.6711053468,-57.7831133202,-57.6761057028,-57.7731126083,-57.7101081233,-57.8121153847,-57.7791130354,-57.7831133202,-57.8128581822,-57.7488671941,-57.8478532538,-57.8528525498,-57.7818625474,-57.8518526906,-57.848853113,-57.8188573374,-57.9198431155,-57.8128581822,-57.7818625474,-57.816857619,-57.8498529722,-57.779862829,-57.9178433971,-57.7808626882,-57.8478532538,-57.7828624065,-57.8868477622,-57.7438678982,-57.885847903,-57.7778631106,-57.8838481847,-57.779862829,-57.7418681798,-57.7778631106,-57.8158577598,-57.7838622657,-57.8158577598,-57.7068731082,-57.8518526906,-57.8128581822,224.684,224.674,224.738,224.742,224.691,224.723,224.74,224.71,224.739,224.702,224.691,224.672,224.756,224.704,224.753,224.721,224.773,224.689,224.743,224.703,224.704,224.667,224.737,224.69,224.704,224.667,224.739,224.674,224.721,224.617,224.705,224.684
