,Distance_X_LOGO_MainBoard_Sim1,Distance_X_LOGO_MainBoard_Sim2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_Sim1,Distance_Y_LOGO_MainBoard_Sim2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_Sim1,Angle_MainBoard_Sim2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q9GRWV,-57.8220692691,-57.7510163448,-57.7500155993,-57.7490148539,-57.7500155993,-57.7850416888,-57.7500155993,-57.7500155993,-57.7840409434,-57.7850416888,-57.7500155993,-57.8180662875,-57.7159902553,-57.7500155993,-57.7860424342,-57.7159902553,-57.6799634204,-57.783040198,-57.7490148539,-57.7179917461,-57.8200677783,-57.8210685237,-57.7860424342,-57.7490148539,-57.6829656566,-57.8210685237,-57.7169910007,-57.7860424342,-57.7500155993,-57.8210685237,-57.8210685237,-57.8220692691,-57.9664323054,-57.8984259322,-57.9994353983,-58.000435492,-57.9704326803,-58.000435492,-58.0024356794,-57.9654322117,-58.0714421464,-57.9644321179,-57.9704326803,-57.9674323991,-57.9984353045,-57.9314290251,-58.0684418652,-57.9304289313,-58.000435492,-57.9724328677,-58.0334385849,-57.895425651,-58.036438866,-57.9314290251,-58.0354387723,-57.9314290251,-57.8944255573,-57.9304289313,-57.9284287439,-57.9314290251,-57.9644321179,-57.8624225582,-58.0014355857,-57.9664323054,224.839,224.841,224.891,224.892,224.878,224.875,224.893,224.874,224.91,224.857,224.878,224.842,224.908,224.858,224.908,224.874,224.927,224.862,224.909,224.856,224.875,224.823,224.891,224.859,224.873,224.822,224.873,224.84,224.874,224.788,224.857,224.839
FLQS30Q3GRWV,-57.89238463,-57.8194735647,-57.8214711281,-57.8174760012,-57.8174760012,-57.8544309247,-57.8174760012,-57.8164772195,-57.8564284882,-57.8554297065,-57.8174760012,-57.8903870665,-57.7875125497,-57.8234686915,-57.8584260516,-57.7895101132,-57.7465624994,-57.8544309247,-57.8184747829,-57.7875125497,-57.89238463,-57.8933834117,-57.8584260516,-57.8164772195,-57.7165990479,-57.8913858482,-57.7895101132,-57.8554297065,-57.8204723464,-57.8913858482,-57.8903870665,-57.89238463,-57.8823980009,-57.8474068282,-57.9533800943,-57.9163894259,-57.8474068282,-57.9153896781,-57.9543798421,-57.8793987575,-58.0253619354,-57.8813982531,-57.8474068282,-57.8813982531,-57.9163894259,-57.8833977487,-58.0253619354,-57.8823980009,-57.9523803465,-57.8464070804,-57.9873715192,-57.8104161598,-57.9863717715,-57.8833977487,-57.9903707626,-57.8484065759,-57.8064171686,-57.8474068282,-57.8813982531,-57.8823980009,-57.9183889215,-57.8114159076,-57.9163894259,-57.8823980009,224.63,224.649,224.701,224.684,224.65,224.666,224.703,224.666,224.719,224.648,224.65,224.631,224.699,224.665,224.718,224.681,224.737,224.631,224.719,224.647,224.682,224.631,224.7,224.651,224.68,224.613,224.681,224.649,224.684,224.596,224.648,224.63
FLQS30Q2GRWV,-57.812988127,-57.770972147,-57.7739732884,-57.7719725275,-57.7719725275,-57.8079862247,-57.770972147,-57.770972147,-57.8029843223,-57.8089866051,-57.7719725275,-57.8369972585,-57.7069477965,-57.7749736689,-57.7759740494,-57.7069477965,-57.7019458941,-57.8019839418,-57.7369592108,-57.7419611132,-57.8389980194,-57.8109873661,-57.8099869856,-57.7689713861,-57.7029462746,-57.8109873661,-57.7409607327,-57.8069858442,-57.7739732884,-57.8419991609,-57.8089866051,-57.812988127,-57.9683697029,-57.8983426798,-58.0023828284,-58.0033832144,-57.9333561913,-58.0013824423,-57.9993816702,-57.9683697029,-58.0734102375,-57.9683697029,-57.9333561913,-57.9683697029,-58.0033832144,-57.9333561913,-58.0714094654,-57.8993430658,-58.0003820563,-57.9323558053,-58.0383967259,-57.8973422937,-58.0373963399,-57.9333561913,-58.039397112,-57.8983426798,-57.8603280101,-57.9323558053,-57.9343565774,-57.9323558053,-57.970370475,-57.8623287822,-58.0033832144,-57.9683697029,225.414,225.4,225.45,225.451,225.417,225.433,225.45,225.434,225.47,225.416,225.417,225.402,225.484,225.416,225.483,225.432,225.484,225.402,225.486,225.414,225.435,225.397,225.45,225.401,225.415,225.397,225.433,225.399,225.434,225.347,225.433,225.414
FLQS30PHGRWY,-57.920106332,-57.8480950102,-57.8480950102,-57.8460946957,-57.8480950102,-57.8831005139,-57.847094853,-57.8480950102,-57.8811001994,-57.8831005139,-57.8480950102,-57.9501110494,-57.8160899783,-57.8500953247,-57.8861009856,-57.8170901356,-57.7800843174,-57.8811001994,-57.847094853,-57.8160899783,-57.916105703,-57.9521113639,-57.8871011429,-57.847094853,-57.7780840029,-57.9531115212,-57.8160899783,-57.8831005139,-57.8490951675,-57.9521113639,-57.9191061748,-57.920106332,-57.8219200426,-57.7499151611,-57.85492228,-57.8209199749,-57.7859176019,-57.8189198393,-57.85492228,-57.8199199071,-57.9269271616,-57.8219200426,-57.7859176019,-57.8179197715,-57.8209199749,-57.7879177375,-57.9269271616,-57.7879177375,-57.8569224156,-57.7839174663,-57.8909247208,-57.7509152289,-57.8869244496,-57.7859176019,-57.8929248564,-57.7879177375,-57.7089123813,-57.7869176697,-57.8209199749,-57.7839174663,-57.8239201782,-57.7139127203,-57.8189198393,-57.8219200426,224.732,224.733,224.784,224.768,224.75,224.749,224.785,224.767,224.803,224.75,224.75,224.716,224.783,224.75,224.801,224.767,224.819,224.733,224.803,224.748,224.766,224.699,224.784,224.751,224.746,224.699,224.783,224.732,224.768,224.663,224.731,224.732
FLQS30NWGRWV,-57.8912732669,-57.8132782878,-57.783280219,-57.8192779016,-57.8192779016,-57.8552755843,-57.7812803477,-57.8192779016,-57.8522757774,-57.8202778373,-57.8192779016,-57.8862735888,-57.7522822145,-57.8202778373,-57.8202778373,-57.7862800259,-57.7482824719,-57.8522757774,-57.818277966,-57.7862800259,-57.8872735244,-57.8552755843,-57.8192779016,-57.818277966,-57.7512822788,-57.8892733957,-57.7512822788,-57.8552755843,-57.8202778373,-57.8892733957,-57.8902733313,-57.8912732669,-57.8778892577,-57.7738804715,-57.915892468,-57.913892299,-57.8458865542,-57.913892299,-57.9168925525,-57.8788893422,-57.9808979594,-57.8808895111,-57.8458865542,-57.8778892577,-57.8768891732,-57.8438863853,-57.946895087,-57.8468866387,-57.913892299,-57.8448864697,-57.946895087,-57.8088834284,-57.9088918766,-57.8468866387,-57.9488952559,-57.8448864697,-57.8078833439,-57.8468866387,-57.8798894266,-57.8448864697,-57.8788893422,-57.772880387,-57.9128922146,-57.8778892577,225.326,225.313,225.398,225.38,225.346,225.362,225.4,225.362,225.397,225.363,225.346,225.329,225.395,225.345,225.395,225.363,225.415,225.329,225.396,225.344,225.344,225.329,225.397,225.346,225.361,225.312,225.396,225.328,225.362,225.275,225.344,225.326
FLQS30MRGRWY,-57.8802479311,-57.8431850192,-57.7660540945,-57.8091272083,-57.8431850192,-57.8782445305,-57.8421833189,-57.808125508,-57.8782445305,-57.8772428301,-57.8431850192,-57.9123023414,-57.7760710977,-57.8101289086,-57.8782445305,-57.7760710977,-57.7750693974,-57.8401799183,-57.8091272083,-57.8101289086,-57.914305742,-57.8792462308,-57.8792462308,-57.8411816186,-57.7760710977,-57.8782445305,-57.7770727981,-57.8782445305,-57.8431850192,-57.9123023414,-57.914305742,-57.8802479311,-57.9472886146,-57.877296721,-57.9822845614,-57.9822845614,-57.9122926678,-57.9812846772,-57.9812846772,-57.9462887304,-58.0502766866,-57.9472886146,-57.9122926678,-57.9462887304,-57.980284793,-57.9112927836,-58.0512765708,-57.9102928994,-57.980284793,-57.9112927836,-58.016280624,-57.8732971842,-58.0132809714,-57.9142924362,-58.0172805082,-57.9112927836,-57.8692976474,-57.9122926678,-57.9462887304,-57.9122926678,-57.9472886146,-57.84130089,-57.980284793,-57.9472886146,224.748,224.732,224.822,224.801,224.75,224.766,224.784,224.783,224.8,224.749,224.75,224.732,224.816,224.765,224.8,224.781,224.817,224.75,224.817,224.746,224.764,224.732,224.784,224.75,224.761,224.732,224.799,224.732,224.766,224.68,224.748,224.748
FLQS30MKGRWV,-57.8651555597,-57.8271534873,-57.7951517421,-57.8271534873,-57.8251533782,-57.8621553961,-57.8261534328,-57.8271534873,-57.8651555597,-57.8981573593,-57.8251533782,-57.8981573593,-57.7611498879,-57.83215376,-57.9001574684,-57.7971518512,-57.7581497243,-57.8631554506,-57.8271534873,-57.7971518512,-57.901157523,-57.9331592681,-57.8671556687,-57.8261534328,-57.7581497243,-57.8641555051,-57.7611498879,-57.8611553415,-57.8311537054,-57.9001574684,-57.8961572503,-57.8651555597,-57.9429996307,-57.8429927275,-57.9429996307,-57.9459998378,-57.8759950056,-57.9459998378,-57.9449997688,-57.9089972836,-58.01600467,-57.9109974217,-57.8759950056,-57.9449997688,-57.9429996307,-57.8729947985,-58.0170047391,-57.8719947294,-57.9419995617,-57.8769950746,-57.9800021849,-57.8369923133,-57.9800021849,-57.8749949365,-57.9820023229,-57.8739948675,-57.8369923133,-57.8749949365,-57.9079972146,-57.8769950746,-57.9089972836,-57.8369923133,-57.9459998378,-57.9429996307,224.798,224.767,224.832,224.818,224.784,224.801,224.818,224.8,224.834,224.766,224.784,224.782,224.849,224.779,224.817,224.796,224.85,224.766,224.835,224.779,224.798,224.731,224.816,224.783,224.798,224.764,224.832,224.767,224.798,224.728,224.784,224.798
FLQS30MJGRWV,-57.8670314225,-57.7899514595,-57.7929545749,-57.7899514595,-57.790952498,-57.8279909217,-57.7919535365,-57.7899514595,-57.8299929987,-57.8279909217,-57.790952498,-57.8289919602,-57.7278870737,-57.7959576904,-57.8279909217,-57.761922382,-57.7218808428,-57.7949566519,-57.7899514595,-57.7609213436,-57.866030384,-57.8650293455,-57.8289919602,-57.7899514595,-57.7208798044,-57.8309940372,-57.7599203051,-57.8259888448,-57.7218808428,-57.8620262301,-57.8309940372,-57.8670314225,-57.8931343059,-57.8201240475,-57.9271390837,-57.9251388027,-57.8171236259,-57.9251388027,-57.9281392242,-57.8901338843,-58.0001493421,-57.8511284038,-57.8171236259,-57.8511284038,-57.9281392242,-57.8601296685,-57.998149061,-57.8601296685,-57.9271390837,-57.8131230638,-57.9611438616,-57.8221243286,-57.9601437211,-57.8601296685,-57.9631441426,-57.8181237665,-57.8171236259,-57.8161234854,-57.8521285443,-57.8571292469,-57.8481279822,-57.7881195507,-57.9271390837,-57.8931343059,224.702,224.704,224.755,224.755,224.701,224.737,224.756,224.738,224.773,224.7,224.701,224.7,224.788,224.721,224.773,224.737,224.791,224.698,224.774,224.719,224.735,224.686,224.755,224.703,224.737,224.681,224.734,224.704,224.751,224.652,224.736,224.702
FLQS30MEGRWV,-57.793415852,-57.7207385159,-57.7237252558,-57.719742936,-57.7516014943,-57.755583814,-57.7177517761,-57.719742936,-57.7535926542,-57.756579394,-57.7516014943,-57.7864467924,-57.6888799577,-57.7227296758,-57.7575749739,-57.6898755376,-57.682906478,-57.7516014943,-57.719742936,-57.6908711176,-57.7884379523,-57.792420272,-57.7207385159,-57.6769329983,-57.6530390796,-57.792420272,-57.6898755376,-57.7545882341,-57.7227296758,-57.7904291121,-57.7904291121,-57.793415852,-58.0430735137,-57.9730541237,-58.0780832087,-58.0770829317,-58.0080638187,-58.0780832087,-58.0790834857,-58.0410729597,-58.1471023218,-58.0430735137,-58.0080638187,-58.0420732367,-58.0780832087,-58.0090640957,-58.1471023218,-58.0070635417,-58.0770829317,-58.0070635417,-58.1120926267,-57.9720538467,-58.1110923497,-58.0090640957,-58.1150934577,-58.0080638187,-57.9710535696,-58.0090640957,-58.0430735137,-58.0080638187,-58.0450740677,-57.9390447056,-58.0780832087,-58.0430735137,224.652,224.654,224.704,224.705,224.655,224.688,224.707,224.687,224.722,224.67,224.655,224.655,224.721,224.67,224.721,224.686,224.723,224.654,224.722,224.668,224.688,224.636,224.723,224.692,224.685,224.635,224.703,224.653,224.688,224.601,224.67,224.652
FLQS30LFGRWY,-57.7590438269,-57.6862705619,-57.6563637407,-57.6553668466,-57.6543699526,-57.689261244,-57.6543699526,-57.6523761645,-57.689261244,-57.6912550321,-57.6543699526,-57.7211618533,-57.6214724493,-57.6563637407,-57.6922519261,-57.6224693433,-57.5865811578,-57.6872674559,-57.6553668466,-57.6214724493,-57.7231556414,-57.7271432176,-57.6922519261,-57.6533730586,-57.616487979,-57.7271432176,-57.6214724493,-57.6902581381,-57.6553668466,-57.7271432176,-57.7251494295,-57.7590438269,-57.9054973693,-57.8354762109,-57.9415082507,-57.9385073439,-57.8694864878,-57.8984952534,-57.9405079484,-57.8604837674,-58.0105291068,-57.904497067,-57.8694864878,-57.9024964625,-57.9435088552,-57.8714870923,-58.0105291068,-57.8714870923,-57.9405079484,-57.8674858833,-57.9745182254,-57.8344759086,-57.9725176208,-57.8724873946,-57.9765188299,-57.8714870923,-57.8304746996,-57.8714870923,-57.9064976715,-57.8694864878,-57.908498276,-57.8354762109,-57.9004958579,-57.9054973693,225.312,225.313,225.38,225.38,225.346,225.343,225.381,225.343,225.398,225.345,225.346,225.329,225.399,225.346,225.397,225.363,225.415,225.329,225.397,225.345,225.363,225.311,225.38,225.347,225.345,225.311,225.381,225.328,225.365,225.293,225.326,225.312
FLQS30KNGRWV,-58.0309788564,-57.9548713413,-57.9598784146,-57.9548713413,-57.9548713413,-57.9909222695,-57.9548713413,-57.9548713413,-57.9999350015,-57.9949279282,-57.9548713413,-58.0339831004,-57.9258303158,-57.9598784146,-57.9949279282,-57.9268317304,-57.8857737289,-57.9989335869,-57.9538699266,-57.9268317304,-58.0339831004,-58.0299774417,-57.9959293428,-57.9548713413,-57.8867751435,-58.0299774417,-57.9278331451,-57.958877,-57.9598784146,-58.028976027,-57.9939265135,-58.0309788564,-57.8618672766,-57.7918819514,-57.8978597296,-57.8958601488,-57.8288741947,-57.8958601488,-57.8968599392,-57.8608674862,-57.9708444258,-57.8618672766,-57.8288741947,-57.8648666477,-57.8978597296,-57.8278744044,-57.9688448451,-57.826874614,-57.8978597296,-57.8298739851,-57.9308528114,-57.7928817418,-57.9328523921,-57.826874614,-57.9338521825,-57.8278744044,-57.7888825803,-57.826874614,-57.8618672766,-57.8258748237,-57.8638668573,-57.7548897081,-57.8948603585,-57.8618672766,224.626,224.629,224.679,224.68,224.647,224.662,224.681,224.663,224.695,224.644,224.647,224.626,224.696,224.644,224.696,224.66,224.715,224.626,224.698,224.643,224.66,224.609,224.679,224.647,224.661,224.609,224.677,224.644,224.662,224.574,224.66,224.626
FLQS30K5GRWY,-57.8619122082,-57.8219164163,-57.8259159955,-57.8209165215,-57.8219164163,-57.8569127342,-57.8219164163,-57.8219164163,-57.8609123134,-57.8909091574,-57.8219164163,-57.8949087366,-57.7899197827,-57.8269158903,-57.8919090522,-57.7929194671,-57.7519237804,-57.8589125238,-57.8219164163,-57.8239162059,-57.8969085262,-57.9259054753,-57.8909091574,-57.8209165215,-57.75392357,-57.9259054753,-57.7919195723,-57.8569127342,-57.8249161007,-57.9249055805,-57.8919090522,-57.8619122082,-57.9735554628,-57.9055383857,-58.0065637502,-58.0105647548,-57.9395469243,-58.0105647548,-58.0095645036,-57.974555714,-58.0785818319,-57.9715549606,-57.9395469243,-57.9735554628,-58.0075640014,-57.9395469243,-58.0755810785,-57.9385466731,-58.0105647548,-57.9385466731,-58.0435730422,-57.9015373812,-58.0435730422,-57.9385466731,-58.0405722888,-57.9395469243,-57.9025376323,-57.9365461709,-57.9735554628,-57.9405471754,-57.9725552117,-57.8665285915,-58.0095645036,-57.9735554628,225.382,225.369,225.416,225.42,225.385,225.402,225.42,225.403,225.434,225.366,225.385,225.366,225.434,225.382,225.417,225.399,225.455,225.366,225.436,225.365,225.399,225.333,225.401,225.385,225.4,225.332,225.416,225.368,225.4,225.298,225.385,225.382
FLQS30K3GRWY,-57.9075222122,-57.8364958142,-57.8034835447,-57.8344950706,-57.8344950706,-57.8705084555,-57.8344950706,-57.8344950706,-57.8695080837,-57.8705084555,-57.8344950706,-57.9045210968,-57.8004824293,-57.8354954424,-57.8705084555,-57.8014828011,-57.7654694161,-57.8695080837,-57.8344950706,-57.7684705316,-57.9045210968,-57.9065218404,-57.8705084555,-57.8344950706,-57.7664697879,-57.9065218404,-57.7704712752,-57.8705084555,-57.8034835447,-57.9055214686,-57.8715088273,-57.9075222122,-57.8347911295,-57.798790637,-57.8677915809,-57.8717916356,-57.798790637,-57.8707916219,-57.9027920597,-57.8337911158,-57.9737930309,-57.8337911158,-57.798790637,-57.8317910884,-57.8717916356,-57.8357911432,-57.9387925521,-57.8357911432,-57.904792087,-57.7977906233,-57.9387925521,-57.7597901035,-57.9357925111,-57.8357911432,-57.9397925658,-57.8357911432,-57.7587900899,-57.8357911432,-57.8337911158,-57.8337911158,-57.8357911432,-57.7637901582,-57.8707916219,-57.8347911295,225.312,225.329,225.379,225.366,225.33,225.348,225.381,225.347,225.399,225.329,225.33,225.311,225.383,225.348,225.381,225.364,225.416,225.311,225.399,225.343,225.363,225.312,225.381,225.348,225.344,225.312,225.379,225.329,225.363,225.277,225.347,225.312
FLQS30K1GRWY,-57.835289687,-57.7603074621,-57.7643065141,-57.7913001151,-57.7593076991,-57.7952991671,-57.7603074621,-57.7583079361,-57.829291109,-57.8002979821,-57.7593076991,-57.8622832879,-57.7283150462,-57.7643065141,-57.7992982191,-57.7293148092,-57.7233162312,-57.828291346,-57.7913001151,-57.7283150462,-57.8662823399,-57.834289924,-57.8002979821,-57.7913001151,-57.6903240522,-57.834289924,-57.7293148092,-57.7962989301,-57.7633067511,-57.8652825769,-57.830290872,-57.835289687,-57.8982645847,-57.8262717163,-57.9342610189,-57.9342610189,-57.8612682495,-57.932261217,-57.931261316,-57.8962647828,-58.0012543825,-57.8972646837,-57.8612682495,-57.9292615141,-57.9342610189,-57.8632680514,-58.0032541844,-57.8612682495,-57.931261316,-57.8602683486,-57.9682576512,-57.8262717163,-57.9642580474,-57.8622681505,-57.9682576512,-57.8622681505,-57.8212722116,-57.8622681505,-57.8982645847,-57.8612682495,-57.9002643866,-57.8252718154,-57.9332611179,-57.8982645847,224.69,224.692,224.743,224.73,224.709,224.727,224.744,224.727,224.744,224.707,224.709,224.692,224.761,224.708,224.76,224.725,224.762,224.675,224.746,224.707,224.707,224.673,224.743,224.694,224.724,224.673,224.743,224.692,224.727,224.639,224.71,224.69
FLQS30JCGRWV,-57.9229008241,-57.8508773221,-57.8508773221,-57.8488766693,-57.8478763428,-57.8838880938,-57.8498769957,-57.8488766693,-57.8838880938,-57.8858887467,-57.8478763428,-57.9158985392,-57.8168662239,-57.8518776485,-57.8858887467,-57.8188668768,-57.7808544729,-57.8828877674,-57.8488766693,-57.8188668768,-57.9188995184,-57.9209001713,-57.8868890731,-57.8498769957,-57.7848557786,-57.9209001713,-57.8188668768,-57.8848884203,-57.8508773221,-57.9209001713,-57.9209001713,-57.9229008241,-57.6580494068,-57.6300678243,-57.6950250693,-57.7290027052,-57.6260704553,-57.7290027052,-57.6950250693,-57.6940257271,-57.796957977,-57.6580494068,-57.6260704553,-57.6580494068,-57.7290027052,-57.6600480912,-57.7629803411,-57.6600480912,-57.6920270426,-57.6260704553,-57.7629803411,-57.590094135,-57.7619809989,-57.6610474334,-57.7290027052,-57.6250711131,-57.6230724286,-57.6220730864,-57.6600480912,-57.6620467757,-57.6610474334,-57.5541178146,-57.7310013897,-57.6580494068,224.56,224.581,224.614,224.632,224.581,224.614,224.615,224.614,224.648,224.578,224.581,224.563,224.648,224.596,224.63,224.612,224.647,224.563,224.649,224.577,224.613,224.562,224.613,224.58,224.611,224.543,224.613,224.581,224.597,224.509,224.597,224.56
FLQS30J0GRWV,-57.8473423687,-57.8103415101,-57.7763407211,-57.7743406747,-57.8103415101,-57.8083414637,-57.7733406515,-57.7733406515,-57.839342183,-57.8113415333,-57.8103415101,-57.8373421366,-57.7403398857,-57.7773407443,-57.8103415101,-57.7423399321,-57.7393398625,-57.8033413476,-57.7733406515,-57.7423399321,-57.839342183,-57.8463423455,-57.8113415333,-57.7723406283,-57.7053390735,-57.8463423455,-57.7423399321,-57.8093414869,-57.7763407211,-57.8453423223,-57.8453423223,-57.8473423687,-57.8842571013,-57.817263748,-57.9182537284,-57.9212534308,-57.851260375,-57.9192536292,-57.9172538276,-57.8862569029,-57.9902465857,-57.8832572005,-57.851260375,-57.8842571013,-57.92025353,-57.851260375,-57.9862469825,-57.8492605734,-57.9192536292,-57.8502604742,-57.9552500579,-57.8142640456,-57.9532502563,-57.8492605734,-57.9532502563,-57.8492605734,-57.8092645416,-57.8472607718,-57.8842571013,-57.851260375,-57.8862569029,-57.7772677161,-57.9192536292,-57.8842571013,224.685,224.67,224.737,224.739,224.687,224.721,224.738,224.722,224.741,224.702,224.687,224.689,224.755,224.703,224.754,224.72,224.756,224.69,224.756,224.702,224.722,224.668,224.737,224.705,224.718,224.667,224.737,224.687,224.721,224.633,224.703,224.685
FLQS30HZGRWY,-57.7650748832,-57.7260755078,-57.6940760203,-57.6910760683,-57.6910760683,-57.7280754758,-57.6910760683,-57.6900760843,-57.7240755398,-57.7290754598,-57.6910760683,-57.7570750113,-57.6190772214,-57.6940760203,-57.7300754437,-57.6600765648,-57.6220771733,-57.7220755719,-57.6900760843,-57.6600765648,-57.7610749473,-57.7650748832,-57.7300754437,-57.6900760843,-57.6240771413,-57.7640748992,-57.6200772054,-57.7270754918,-57.7290754598,-57.7630749152,-57.7230755558,-57.7650748832,-57.9690370325,-57.9010264301,-58.0030423337,-58.0060428015,-57.9360318872,-58.0040424897,-58.0030423337,-57.9690370325,-58.073053248,-57.9680368766,-57.9360318872,-57.9690370325,-58.0030423337,-57.9330314195,-58.073053248,-57.9310311076,-58.0020421778,-57.9350317313,-58.0400481027,-57.8960256505,-58.0380477909,-57.9340315754,-58.0390479468,-57.9340315754,-57.8940253386,-57.9340315754,-57.9690370325,-57.9360318872,-57.9680368766,-57.8640206611,-58.0060428015,-57.9690370325,224.759,224.745,224.811,224.814,224.78,224.795,224.813,224.796,224.831,224.777,224.78,224.763,224.848,224.776,224.828,224.793,224.847,224.763,224.831,224.775,224.795,224.742,224.811,224.779,224.792,224.742,224.831,224.762,224.777,224.708,224.798,224.759
FLQS30H6GRWV,-57.7322109688,-57.6573300227,-57.6613236732,-57.6243824065,-57.6543347849,-57.6922744642,-57.6553331975,-57.6563316101,-57.6952697021,-57.6952697021,-57.6543347849,-57.7272189057,-57.6263792317,-57.6293744696,-57.6972665273,-57.6283760569,-57.5854443146,-57.6922744642,-57.6563316101,-57.6283760569,-57.7292157309,-57.7312125561,-57.6962681147,-57.6523379597,-57.5864427272,-57.7302141435,-57.6283760569,-57.6912760516,-57.6613236732,-57.7302141435,-57.6942712894,-57.7322109688,-57.8376958469,-57.8036936741,-57.9057001924,-57.9087003841,-57.8056938019,-57.9077003202,-57.8746982113,-57.8726980835,-57.9797049213,-57.8386959108,-57.8056938019,-57.8386959108,-57.9077003202,-57.804693738,-57.9787048574,-57.804693738,-57.8736981474,-57.8036936741,-57.9437026207,-57.8016935463,-57.9427025568,-57.8376958469,-57.9107005119,-57.804693738,-57.7676913736,-57.8036936741,-57.8386959108,-57.804693738,-57.8396959747,-57.7676913736,-57.909700448,-57.8376958469,224.707,224.727,224.776,224.796,224.73,224.761,224.763,224.762,224.795,224.726,224.73,224.71,224.794,224.741,224.794,224.742,224.797,224.71,224.797,224.741,224.76,224.707,224.761,224.73,224.744,224.691,224.759,224.711,224.743,224.673,224.761,224.707
FLQS30GQGRWV,-153.677713044,-153.478592881,-153.483974507,-153.478592881,-153.473211255,-153.578152962,-153.475902068,-153.478592881,-153.586225401,-153.583534588,-153.473211255,-153.680403857,-153.392486864,-153.48666532,-153.586225401,-153.395177677,-153.287545157,-153.586225401,-153.478592881,-153.395177677,-153.68309467,-153.677713044,-153.586225401,-153.475902068,-153.287545157,-153.677713044,-153.395177677,-153.575462149,-153.483974507,-153.680403857,-153.672331418,-153.677713044,-48.1030798012,-48.0310542273,-48.1380922329,-48.1060808668,-48.0360560033,-48.1080815772,-48.1380922329,-48.0700680798,-48.2071167412,-48.0720687902,-48.0360560033,-48.0730691454,-48.1080815772,-48.0670670143,-48.2101178068,-48.0680673694,-48.1370918778,-48.0350556481,-48.1410932985,-48.0000432163,-48.1711039543,-48.0680673694,-48.1751053751,-48.0690677246,-47.998042506,-48.0670670143,-48.0720687902,-48.0660666591,-48.1040801564,-47.998042506,-48.1080815772,-48.1030798012,219.975,219.97,220.031,220.013,219.973,219.996,220.033,219.992,220.053,219.975,219.973,219.957,220.031,219.989,220.055,220.007,220.067,219.952,220.034,219.966,220.014,219.955,220.034,219.992,219.985,219.954,220.009,219.973,220.011,219.913,219.979,219.975
