,Distance_X_LOGO_Battery_Down1,Distance_X_LOGO_Battery_Down2,Distance_X_LOGO_Battery_Down3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Down1,Distance_Y_LOGO_Battery_Down2,Distance_Y_LOGO_Battery_Down3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Down1,Angle_Battery_Down2,Angle_Battery_Down3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30TYGRWV,-11.7749213466,-11.8419038334,-11.6389568956,-11.7219352003,-11.7689229149,-11.737931018,-11.6119639532,-11.8479022651,-11.8389046176,-11.5139895694,-11.8009145504,-11.7359315408,-11.7479284041,-11.2740523031,-11.7359315408,-11.8419038334,-11.8309067087,-11.8069129821,-11.8439033107,-11.7689229149,-11.7319325864,-11.9248821381,-11.7699226535,-11.6989412122,-11.8109119365,-11.7759210852,-11.801914289,-11.632958464,-11.67894644,-11.7709223921,-11.5609772841,-11.6399566343,-116.648413703,-116.483391897,-117.076470266,-117.152480309,-117.085471455,-117.146479517,-117.354507005,-116.610408681,-117.094472644,-116.794432998,-117.150480045,-117.468522071,-116.497393748,-118.306632817,-117.065468812,-116.371377096,-117.590538194,-117.152480309,-116.491392955,-117.155480706,-117.626542951,-117.458520749,-117.229490485,-117.633543876,-117.191485464,-117.201486785,-117.355507137,-116.942452557,-117.059468019,-117.026463658,-117.446519163,-116.593406435,264.57,264.53,264.658,264.621,264.595,264.613,264.684,264.533,264.562,264.705,264.583,264.63,264.576,264.891,264.61,264.524,264.59,264.58,264.529,264.598,264.639,264.538,264.602,264.656,264.58,264.597,264.592,264.654,264.637,264.591,264.713,264.634
FLQS30T7GRWV,-11.849058908,-11.8420612355,-11.5741503448,-11.6031407024,-11.3602214992,-11.6111380424,-11.6281323899,-11.9680193408,-11.9210349682,-11.5781490148,-11.9950103634,-11.6791154326,-11.8780492656,-11.3532238267,-11.9220346357,-11.4761829295,-11.64812574,-11.9330309782,-11.5771493473,-11.4901782746,-11.674117095,-11.9200353007,-11.6331307274,-11.5731506773,-11.7340971452,-11.7720845103,-11.8080725404,-11.4971759471,-11.5461596547,-11.6371293975,-11.5671526723,-11.7680858403,-117.052599489,-117.093600399,-117.684613524,-117.53761026,-117.832616811,-116.766593137,-117.411607461,-118.006620675,-116.551588362,-117.464608638,-117.670613213,-117.668613169,-117.300604996,-118.025621097,-118.053621719,-116.972597712,-117.467608705,-118.083622385,-117.770615434,-118.14462374,-117.632612369,-117.987620253,-117.885617988,-117.701613902,-117.983620165,-117.857617366,-117.814616411,-117.734614635,-116.992598156,-117.50160946,-117.321605463,-117.312605263,264.555,264.56,264.718,264.697,264.828,264.656,264.679,264.544,264.495,264.706,264.515,264.667,264.553,264.841,264.568,264.732,264.672,264.565,264.721,264.78,264.667,264.566,264.699,264.719,264.655,264.631,264.612,264.757,264.699,264.679,264.704,264.607
FLQS30S7GRWV,-11.7200574561,-11.8511028237,-11.8601059406,-11.7460664604,-11.6380290581,-11.8170910489,-11.6800436034,-11.7640726941,-11.7880810057,-11.7180567635,-11.8921170228,-12.0091575419,-11.9481364165,-11.5850107033,-11.9331312218,-11.8561045553,-11.7880810057,-11.7490674993,-11.789081352,-11.7060526077,-11.685045335,-11.9391332997,-11.7800782352,-11.7140553782,-11.6820442961,-11.9191263733,-11.8220927805,-11.5760075864,-11.8871152912,-11.7870806594,-11.6330273265,-11.5700055085,-117.133632982,-117.031691611,-116.82581002,-117.22358125,-117.959158198,-117.220582974,-118.141053584,-117.07766517,-117.559388117,-117.714299023,-117.105649076,-117.915183489,-117.881203032,-116.976723225,-117.983144402,-117.193598494,-117.724293275,-117.74827948,-117.767268559,-117.94616567,-117.367498479,-117.989140954,-117.30053699,-117.382489857,-117.782259937,-117.331519171,-117.167613438,-117.734287527,-117.267555958,-117.311530667,-117.574379495,-117.453449046,264.628,264.56,264.546,264.62,264.707,264.586,264.696,264.604,264.616,264.658,264.544,264.527,264.555,264.686,264.567,264.565,264.624,264.644,264.626,264.674,264.656,264.565,264.607,264.643,264.678,264.542,264.581,264.727,264.554,264.605,264.691,264.716
FLQS30RRGRWV,-11.4963593675,-11.754255265,-11.4353839809,-11.3954001208,-11.6892814923,-11.794239125,-11.3464198922,-11.9671693199,-11.495359771,-11.507354929,-11.6502972288,-11.6662907728,-11.4643722794,-11.3584150502,-11.4003981033,-11.6942794749,-11.4963593675,-11.5383424206,-11.6982778609,-11.3534170677,-11.4603738934,-11.4693702619,-11.6263069127,-11.4333847879,-11.473368648,-11.7612524405,-11.475367841,-11.3504182782,-11.4573751039,-11.4213896299,-11.5473387891,-11.6043157897,-117.054491265,-117.148500494,-117.016487534,-116.763462694,-117.289514337,-117.210506581,-117.416526806,-116.955481545,-117.830567452,-117.068492639,-117.296515024,-117.133499021,-118.112595139,-117.488533875,-117.399525137,-117.524537409,-117.801564605,-117.08449421,-117.230508544,-117.87557187,-117.159501573,-117.013487239,-117.357521013,-117.107496468,-117.395524744,-117.133499021,-117.228508348,-117.80956539,-118.125596415,-118.174601226,-117.444529555,-118.255609179,264.725,264.604,264.753,264.76,264.643,264.588,264.815,264.492,264.762,264.721,264.662,264.646,264.79,264.812,264.788,264.652,264.761,264.706,264.636,264.832,264.747,264.736,264.677,264.758,264.752,264.601,264.743,264.831,264.794,264.814,264.719,264.73
FLQS30R2GRWV,-11.9279483615,-11.8368953206,-11.9219448643,-11.750845194,-11.659792153,-11.6217700041,-11.9109384527,-11.8619098922,-11.9309501101,-11.8028755031,-11.8959297097,-12.0280066482,-11.8328929891,-11.7028172163,-11.9579658475,-11.8629104751,-11.9199436985,-11.8238877433,-11.7268312051,-11.7328347023,-11.8308918233,-11.7628521884,-11.7218282908,-11.7248300394,-11.6918108048,-11.9199436985,-11.8879250468,-11.712823045,-11.8308918233,-11.7308335366,-11.712823045,-12.1300661007,-117.45342857,-117.286426539,-117.541429641,-117.221425748,-117.43042829,-117.347427281,-117.2174257,-117.681431343,-117.629430711,-117.203425529,-117.553429787,-117.732431964,-117.380427682,-118.35943959,-117.791432681,-117.593430273,-117.988435077,-117.949434603,-118.034435637,-116.552417611,-117.035423486,-117.474428826,-117.697431538,-117.779432535,-118.395440028,-117.923434287,-118.160437169,-117.807432876,-117.597430322,-117.509429251,-117.456428607,-116.806420701,264.541,264.577,264.549,264.616,264.67,264.684,264.538,264.585,264.549,264.59,264.562,264.507,264.584,264.693,264.543,264.58,264.571,264.616,264.666,264.592,264.568,264.622,264.653,264.655,264.7,264.568,264.595,264.663,264.595,264.639,264.646,264.412
FLQS30QXGRWV,-11.6386822263,-11.774736961,-11.5046282966,-11.5856608959,-11.4936238696,-11.609670555,-11.5606508344,-11.6396826288,-11.5766572738,-11.6416834337,-11.9307997448,-11.7337204601,-11.5426435901,-11.2975449873,-11.6056689451,-11.6436842386,-11.6436842386,-11.6076697501,-11.6436842386,-11.4976254794,-11.6816995321,-11.8677743898,-11.8287586938,-11.4346001244,-11.8737768046,-11.7657333388,-11.4906226622,-11.4325993195,-11.5386419803,-11.5656528467,-11.5656528467,-11.7557293142,-117.609493609,-117.506486169,-117.570490792,-117.895514265,-117.982520548,-117.260468402,-117.379476997,-117.633495342,-117.718501481,-117.871512531,-118.023523509,-118.211537087,-117.800507403,-117.905514987,-117.960518959,-117.478484147,-117.94751802,-117.779505887,-117.856511448,-117.972519826,-117.33147353,-117.817508631,-118.045525098,-117.996521559,-117.491485086,-118.006522281,-117.267468908,-117.964519248,-117.873512676,-118.058526037,-117.158461036,-117.995521487,264.069,263.998,264.131,264.108,264.156,264.066,264.095,264.069,264.104,264.08,263.948,264.052,264.124,264.247,264.101,264.06,264.082,264.092,264.078,264.154,264.035,263.968,263.998,264.185,263.95,264.026,264.124,264.185,264.129,264.125,264.082,264.031
FLQS30QPGRWV,-11.7854198209,-11.703402981,-11.506362524,-11.7404105795,-11.4823575952,-11.599381623,-11.569375462,-11.7854198209,-11.7834194102,-11.9704578135,-11.6783978468,-11.6793980522,-11.684399079,-11.6263871678,-11.5433701225,-11.7204064722,-11.640390043,-11.6123842927,-11.692400722,-11.5043621133,-11.684399079,-11.5463707386,-11.643390659,-11.5133639615,-11.8034235175,-11.6553931234,-11.9324500097,-11.3763358265,-11.5453705332,-11.5083629347,-11.5753766942,-11.9504537062,-117.131904607,-117.616189495,-117.752269546,-117.10088636,-117.704241293,-118.082463788,-117.157919911,-117.219956405,-117.233964646,-118.033434946,-117.948384914,-117.869338414,-117.391057058,-118.285583276,-117.863334882,-117.12289931,-118.128490864,-117.883346654,-117.003829265,-117.675224223,-117.308008203,-117.871339591,-117.232964057,-117.581168894,-117.781286616,-117.207949342,-118.141498516,-117.542145938,-118.047443187,-117.767278376,-117.326018798,-118.506713359,263.915,263.978,264.08,263.935,264.089,264.051,264.021,263.92,263.921,263.87,264.006,264.002,263.977,264.047,264.067,263.946,264.033,264.035,263.954,264.077,263.973,264.066,263.989,264.068,263.938,263.982,263.893,264.133,264.075,264.079,264.026,263.902
FLQS30QMGRWV,-11.7770298704,-11.779030725,-11.7160038067,-11.6029555247,-11.6409717612,-11.7430153431,-11.6959952612,-11.9220918252,-11.6559781703,-11.7800311522,-12.0751571981,-11.8090435432,-11.8080431159,-11.5789452702,-11.9441012252,-11.7150033794,-11.7800311522,-11.8840755888,-11.8510614887,-11.6449734702,-11.8030409796,-11.9431007979,-11.7820320068,-11.7200055158,-11.8170469614,-11.8450589251,-11.9340969525,-11.5699414247,-11.6899926976,-11.7069999612,-11.6959952612,-11.8320533705,-117.037501375,-116.329413641,-117.269530125,-116.939489231,-117.481556395,-117.061504349,-116.869480557,-117.007497658,-116.674456393,-117.108510174,-116.729463208,-117.246527274,-117.210522813,-116.887482788,-117.379543756,-117.242526779,-117.51856098,-117.071505589,-117.287532355,-117.141514263,-117.078506456,-117.584569159,-117.481556395,-116.545440407,-117.311535329,-117.182519344,-117.275530868,-117.194520831,-116.234401868,-117.482556519,-116.766467793,-117.633575231,263.919,263.883,263.959,263.998,264.006,263.936,263.95,263.847,263.96,263.921,263.759,263.913,263.912,264.007,263.854,263.959,263.941,263.868,263.895,263.987,263.908,263.865,263.938,263.922,263.913,263.893,263.854,264.027,263.922,263.974,263.945,263.921
FLQS30Q9GRWY,-11.6577106193,-11.4954920039,-11.4003638035,-11.671729512,-11.3152490979,-11.5435567788,-11.5715945642,-11.4253975405,-11.5856134569,-11.5916215538,-11.759848266,-11.5605797199,-11.8159238368,-11.3883476098,-11.5465608273,-11.535545983,-11.4464258795,-11.7608496155,-11.3913516582,-11.4434218311,-11.6867497541,-11.6186579897,-11.4464258795,-11.3853435614,-11.6857484047,-11.5806067095,-11.489483907,-11.3102423505,-11.4834758102,-11.4434218311,-11.2411492366,-11.5695918652,-117.126297685,-116.859310683,-116.693318764,-117.289289749,-117.559276605,-117.736267988,-117.089299486,-117.209293644,-118.153247687,-117.527278163,-117.036302066,-117.010303332,-117.699269789,-116.964305571,-117.788265457,-116.785314285,-118.331239022,-117.095299194,-117.901259955,-117.803264726,-117.435282642,-117.867261611,-117.880260978,-117.775266089,-117.790265359,-117.981256061,-117.886260686,-117.934258349,-117.846262633,-118.027253821,-117.581275534,-117.775266089,264.661,264.727,264.765,264.662,264.847,264.745,264.701,264.777,264.745,264.712,264.607,264.702,264.612,264.784,264.746,264.704,264.82,264.609,264.826,264.796,264.662,264.715,264.799,264.823,264.679,264.739,264.778,264.867,264.779,264.807,264.884,264.735
FLQS30Q9GRWV,-11.7982570501,-11.7142338545,-11.5141786269,-11.616206793,-11.3801416244,-11.5541896724,-11.4491606779,-11.6642200476,-11.3231258845,-11.8572733423,-11.8182625729,-11.6832252942,-11.8792794173,-11.4981742087,-11.4921725518,-11.2881162196,-11.5851982327,-11.6982294363,-11.4591634393,-11.5091772462,-11.551188844,-11.4871711711,-11.5121780746,-11.4561626109,-11.5551899485,-11.7202355113,-11.4951733802,-11.4401581926,-11.356134997,-11.5131783507,-11.5161791792,-11.50817697,-117.048245605,-117.601511468,-117.727572044,-117.017230701,-117.551487429,-117.151295124,-117.021232624,-117.08126147,-117.557490314,-117.258346565,-117.791602813,-117.978692716,-117.807610505,-117.942675408,-117.262348488,-117.524474449,-118.122761946,-117.219327816,-117.959683581,-118.001703773,-117.680549448,-117.596509064,-117.808610986,-117.250342719,-118.032718677,-117.580501372,-117.293363392,-118.131766273,-117.511468199,-118.157778773,-117.057249932,-117.633526852,263.992,264.06,264.162,264.079,264.219,264.115,264.16,264.059,264.247,263.974,264.019,264.093,263.99,264.18,264.151,264.262,264.147,264.049,264.199,264.178,264.142,264.169,264.167,264.168,264.157,264.056,264.151,264.217,264.228,264.183,264.13,264.161
FLQS30Q3GRWV,-11.8033950549,-11.7964166963,-11.623951549,-11.5571586885,-11.594044298,-11.6309299076,-11.4534802184,-11.7405898278,-11.5372205211,-11.7326145609,-11.7784723457,-11.765512537,-11.7695001704,-11.4594616686,-11.7017104016,-11.7336114693,-11.7385960111,-11.888132266,-11.4793998359,-11.716664027,-11.7605279952,-11.6977227681,-11.7216485689,-11.4036348001,-11.7575372701,-11.7375991027,-11.5760999474,-11.5711154056,-11.7565403617,-11.7784723457,-11.5182792622,-11.7236423856,-117.644751658,-117.677750186,-116.82878806,-117.676750231,-117.75274684,-117.610753175,-117.357764461,-117.61175313,-117.946738186,-117.783745457,-117.23876977,-117.860742022,-117.704748982,-117.755746706,-117.726748,-117.714748535,-117.853742335,-117.870741576,-117.317766246,-117.807744387,-117.755746706,-117.794744967,-117.755746706,-117.837743048,-117.846742647,-117.851742424,-117.639751881,-118.332720967,-117.717748402,-117.953737874,-117.26476861,-117.710748714,263.916,263.921,263.964,264.037,264.022,263.998,264.072,263.945,264.059,263.957,263.908,263.945,263.936,264.088,263.969,263.953,263.958,263.886,264.057,263.966,263.942,263.974,263.961,264.119,263.948,263.958,264.026,264.061,263.942,263.943,264.036,263.958
FLQS30Q2GRWV,-11.8433614321,-11.9773768376,-11.7823544192,-11.5883321157,-11.5053225735,-11.7553513151,-11.5623291265,-11.9173699396,-11.579331081,-11.7153467164,-11.7493506253,-11.995378907,-11.7453501654,-11.5743305061,-11.6773423477,-11.788355109,-11.8443615471,-11.7503507402,-11.7853547641,-11.6453386688,-11.8093575232,-11.7453501654,-11.7693529246,-11.4493161353,-11.6803426926,-11.8493621219,-11.5463272871,-11.5733303912,-11.8743649961,-11.7703530396,-11.6323371742,-11.7113462565,-117.385103954,-117.037073997,-116.963067627,-117.823141658,-117.496113509,-116.574034141,-117.482112304,-116.90606272,-117.497113595,-117.920150008,-117.356101457,-118.199174025,-117.316098014,-117.433108086,-117.407105847,-116.928064614,-117.793139075,-117.554118502,-117.512114886,-117.422107139,-117.755135804,-117.474111615,-117.888147253,-117.448109377,-117.851144068,-117.536116952,-117.565119449,-117.547117899,-117.782138128,-117.964153796,-117.643126163,-117.196087684,264.576,264.494,264.585,264.72,264.744,264.579,264.717,264.516,264.709,264.664,264.62,264.542,264.62,264.708,264.657,264.58,264.595,264.629,264.61,264.674,264.61,264.628,264.636,264.769,264.677,264.58,264.728,264.714,264.58,264.639,264.69,264.631
FLQS30PHGRWY,-11.7795524378,-12.1575380763,-11.51156262,-11.3855674072,-11.6975555532,-11.6065590106,-11.5675604924,-11.967545295,-11.51656243,-11.7855522098,-11.9365464728,-11.8755487904,-11.807551374,-11.3475688509,-11.6715565411,-11.3385691929,-11.507562772,-11.9365464728,-11.7825523238,-11.6295581368,-11.5405615182,-11.6745564271,-11.8405501202,-11.507562772,-11.6785562751,-11.8375502342,-11.8745488284,-11.365568167,-11.6745564271,-11.6995554773,-11.5615607203,-11.8835484865,-117.165073793,-116.932986489,-117.401162602,-117.93836468,-118.005389893,-117.463185933,-116.746916495,-117.654257808,-117.008014712,-117.045028636,-117.860335328,-117.64825555,-117.087044441,-118.492573156,-117.844329307,-117.306126852,-117.51020362,-117.6672627,-117.087044441,-117.866337586,-117.207089598,-117.848330812,-117.016017723,-117.950369196,-117.83532592,-117.840327802,-117.345141529,-117.91935753,-117.834325544,-117.883343983,-117.824321781,-118.294498647,264.035,263.84,264.176,264.262,264.115,264.133,264.117,263.968,264.155,264.026,263.993,264.012,264.018,264.306,264.12,264.255,264.183,263.984,264.029,264.141,264.153,264.119,263.998,264.204,264.116,264.04,263.998,264.271,264.118,264.108,264.172,264.039
FLQS30NWGRWV,-12.0375636864,-11.6215096407,-11.5094950899,-11.3864791101,-11.4324850863,-11.4034813187,-11.3454737835,-11.6565141878,-11.5785040542,-11.4384858658,-11.6825175657,-11.6085079518,-11.6235099005,-11.4404861256,-11.545499767,-11.5164959994,-11.5785040542,-11.7365245812,-11.4544879445,-11.4934930113,-11.5344983379,-11.8165349746,-11.6325110698,-11.4434865154,-11.3424733937,-11.5795041842,-11.6095080817,-11.3014680671,-11.4774909326,-11.5074948301,-11.2954672876,-11.4814914523,-117.170212592,-117.281209004,-117.210211299,-118.017185215,-117.755193683,-117.872189902,-117.939187736,-116.479234927,-117.552200245,-118.452171154,-116.888221707,-117.663196657,-116.344239291,-116.273241586,-117.134213756,-117.317207841,-117.724194685,-118.011185409,-117.164212786,-118.076183308,-117.616198176,-116.859222645,-118.212178912,-117.502201861,-118.053184051,-117.654196948,-117.753193748,-118.00618557,-117.516201409,-117.563199889,-117.322207679,-117.456203348,264.472,264.679,264.73,264.827,264.793,264.812,264.843,264.623,264.713,264.822,264.631,264.703,264.633,264.718,264.709,264.731,264.721,264.658,264.754,264.778,264.737,264.564,264.718,264.776,264.85,264.717,264.707,264.867,264.76,264.747,264.838,264.755
FLQS30MRGRWY,-11.7236918575,-11.8377764389,-11.6496369537,-11.5875909533,-11.6996740508,-11.5465605336,-11.5535657272,-11.8497853422,-11.5135360495,-11.5305486625,-11.8818090844,-11.818762342,-11.8067534387,-11.6226169213,-11.7477096641,-11.9678728915,-11.7827356321,-11.7457081802,-11.7206896316,-11.6456339859,-11.6906673734,-11.6216161793,-11.6456339859,-11.5175390173,-11.5035286301,-11.8998224394,-11.818762342,-11.6306228568,-11.5555672111,-11.5085323398,-11.6236176632,-11.6286213729,-117.050148571,-117.735108478,-117.604116145,-118.006092616,-117.884099756,-117.473123813,-117.868100693,-117.411127441,-117.955095601,-116.993151907,-117.220138621,-117.463124398,-117.957095484,-118.13808489,-117.582117433,-117.633114448,-117.458124691,-117.802104556,-117.56011872,-117.479123461,-117.030149742,-117.599116438,-117.618115326,-117.698110643,-116.934155361,-118.045090333,-117.359130485,-118.057089631,-117.584117316,-117.964095074,-117.898098937,-117.972094606,263.948,263.926,264.01,264.059,264.0,264.054,264.069,263.904,264.092,264.038,263.88,263.922,263.952,264.049,263.962,263.858,263.939,263.974,263.974,264.006,263.963,264.023,264.013,264.078,264.049,263.911,263.917,264.041,264.055,264.095,264.037,264.038
FLQS30MKGRWV,-11.7176077048,-11.6185941197,-11.637596727,-11.6065924731,-11.6936044115,-11.6125932964,-11.6956046859,-11.9796436573,-11.7806163499,-11.776615801,-12.0626550468,-11.6746018042,-11.6756019415,-11.6315959036,-11.8156211527,-11.5815890425,-11.7786160754,-11.8286229366,-11.8446251322,-11.7796162127,-11.7426111354,-11.8026193688,-11.7716151149,-11.7696148404,-11.8076200549,-11.8676282883,-11.7466116843,-11.6345963153,-11.7396107237,-11.7726152521,-11.6866034509,-12.0066473623,-116.999497882,-117.01549795,-118.018502219,-117.225498844,-118.099502563,-116.966497742,-117.226498848,-117.291499125,-117.756501104,-117.723500963,-117.942501895,-117.804501308,-117.717500938,-117.752501087,-117.277499065,-117.460499844,-117.927501831,-117.042498065,-117.763501133,-117.166498593,-117.700500865,-117.866501572,-117.689500818,-117.771501167,-117.717500938,-116.323495006,-117.432499725,-117.808501325,-117.854501521,-117.702500874,-117.907501746,-117.906501742,264.041,264.09,264.129,264.106,264.106,264.091,264.063,263.929,264.047,264.048,263.921,264.101,264.096,264.119,264.007,264.129,264.057,263.99,264.017,264.02,264.063,264.042,264.048,264.053,264.033,263.935,264.048,264.12,264.072,264.049,264.1,263.946
FLQS30MJGRWV,-11.5106767058,-11.6227027565,-11.4936727517,-11.4036518181,-11.4246567026,-11.4106534463,-11.297627163,-11.722726016,-11.5066757754,-11.6447078736,-11.6817164796,-11.6827167122,-11.6006976394,-11.3736448403,-11.5996974068,-11.838752997,-11.6247032217,-11.4926725191,-11.7037215967,-11.3586413513,-11.549685777,-11.6026981046,-11.7727376457,-11.5016746124,-11.4076527485,-11.507676008,-11.6076992675,-11.2456150681,-11.4216560048,-11.5656894985,-11.3016280934,-11.6227027565,-117.610947033,-116.744800132,-118.236053052,-117.375907169,-118.245054578,-117.31989767,-117.254886644,-116.725796909,-117.982009966,-117.179873922,-117.063854245,-117.304895126,-118.061023366,-117.389909544,-117.88799402,-117.344901911,-118.62011819,-117.134866288,-117.854988422,-118.442087996,-117.26588851,-117.959006064,-117.334900215,-117.738968745,-117.94400352,-118.012015054,-117.72496637,-117.252886305,-117.098860182,-117.928000805,-117.15787019,-116.919829818,264.073,263.978,264.111,264.114,264.144,264.108,264.16,263.928,264.093,263.988,263.965,263.976,264.051,264.129,264.044,263.902,264.066,264.06,263.992,264.186,264.038,264.045,263.934,264.084,264.139,264.094,264.032,264.185,264.093,264.062,264.154,263.986
FLQS30MEGRWV,-11.7292598816,-11.6585296751,-11.7292598816,-11.744202883,-11.5897918688,-11.8866594961,-11.3875632501,-11.733244682,-11.4672592575,-11.6077234704,-11.7561572841,-11.7641268848,-11.8358532914,-11.5858070684,-11.6286436723,-11.7900280872,-11.5967652694,-11.8438228922,-11.7900280872,-11.7282636815,-11.624658872,-11.8288798908,-11.5917842689,-11.6585296751,-11.6336246728,-11.7232826811,-11.8258912905,-11.4563010564,-11.8886518963,-11.6565372749,-11.5200578623,-11.8408342919,-116.825603233,-116.725601005,-116.862604058,-117.002607178,-117.341614732,-117.387615757,-116.673599846,-116.864604103,-117.069608671,-117.106609495,-117.528618899,-117.725623289,-116.34659256,-117.350614932,-117.180611144,-116.903604972,-117.173610988,-116.264590732,-117.341614732,-116.804602766,-117.07360876,-116.917605284,-117.140610253,-117.022607623,-117.240612481,-117.44161696,-116.872604281,-117.195611478,-117.231612281,-117.420616492,-116.703600515,-117.895627077,263.908,263.937,263.91,263.909,264.0,263.859,264.067,263.908,264.047,263.981,263.929,263.935,263.832,264.003,263.974,263.882,263.989,263.824,263.903,263.907,263.971,263.864,263.99,263.952,263.974,263.941,263.863,264.059,263.85,263.972,264.004,263.906
FLQS30LFGRWY,-11.6937407961,-11.7616231911,-11.4920901524,-11.3872717485,-11.8554606193,-11.7755989783,-11.6717788448,-11.7686110847,-11.5589742768,-11.7496439449,-11.8594537014,-11.6617961397,-11.7176992885,-11.3563253626,-11.6588013282,-11.6917442551,-11.6787667384,-11.7346698872,-11.8145315283,-11.4741212832,-11.4541558729,-11.8404865616,-11.4202146754,-11.4920901524,-11.4571506844,-11.755633568,-11.7845834129,-11.4142250523,-11.5829327691,-11.7426560513,-11.5390088665,-11.7296785346,-117.069684059,-116.775627081,-117.099689873,-116.969664679,-118.02987011,-117.358740068,-116.834638515,-116.506574948,-117.574781929,-117.528773015,-117.104690842,-117.351738711,-118.12188794,-116.913653826,-116.75962398,-117.00167088,-118.134890459,-117.108691617,-118.10888542,-118.089881738,-117.303729409,-117.867838714,-117.439755766,-117.457759255,-117.680802473,-117.088687741,-117.762818364,-117.49076565,-118.273917398,-117.906846272,-117.459759642,-117.981860807,264.622,264.575,264.721,264.766,264.59,264.596,264.621,264.558,264.712,264.617,264.543,264.651,264.661,264.779,264.624,264.62,264.68,264.604,264.614,264.777,264.749,264.59,264.772,264.738,264.766,264.593,264.611,264.777,264.733,264.638,264.716,264.649
FLQS30KNGRWV,-11.5072364401,-11.7033597742,-11.5142408449,-11.405172256,-11.4411949092,-11.4772175624,-11.4391936507,-11.4471986848,-11.5242471375,-11.444196797,-11.6863490769,-11.483221338,-11.8194327679,-11.311113106,-11.4782181917,-11.7213711008,-11.5182433619,-11.6213081753,-11.5222458789,-11.6453232774,-11.6723402673,-11.7423843152,-11.6393195019,-11.577280488,-11.7994201828,-11.9034856254,-11.5582685321,-11.4491999433,-11.5462609811,-11.569275454,-11.3651470858,-11.5622710492,-117.494379625,-117.189404596,-117.00042007,-116.867430959,-117.344391906,-116.928425965,-116.535458141,-117.321393789,-117.14440828,-117.628368654,-116.874430386,-117.380388959,-116.536458059,-117.202403532,-117.039416877,-116.618451346,-117.434384537,-117.201403614,-117.149407871,-117.200403696,-117.327393298,-117.568373566,-117.332392888,-117.55037504,-117.686363905,-117.170406152,-117.006419579,-116.7924371,-117.563373976,-117.746358993,-117.553374795,-117.889347285,264.073,263.964,264.047,264.093,264.098,264.061,264.061,264.094,264.049,264.11,263.957,264.08,263.876,264.154,264.066,263.927,264.065,264.004,264.049,263.993,263.985,263.963,264.002,264.042,263.941,263.866,264.025,264.068,264.058,264.055,264.144,264.066
