,Distance_X_LOGO_Battery_Down1,Distance_X_LOGO_Battery_Down2,Distance_X_LOGO_Battery_Down3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Down1,Distance_Y_LOGO_Battery_Down2,Distance_Y_LOGO_Battery_Down3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Down1,Angle_Battery_Down2,Angle_Battery_Down3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS308YGRWQ,-11.8433678249,-12.0353737881,-11.7853660235,-11.6533619238,-11.6443616442,-11.8183670484,-11.7683654955,-12.102375869,-11.7173639115,-11.7813658992,-11.8903692846,-12.0053728563,-11.811366831,-11.5813596875,-11.8693686324,-11.845367887,-11.6473617374,-11.8813690051,-11.7783658061,-11.7823659303,-11.8733687566,-11.9413708686,-11.7813658992,-11.7113637251,-11.6163607746,-11.9153700611,-11.6813627934,-11.4443554325,-11.8183670484,-11.8383676696,-11.6273611162,-11.9103699058,-117.516968454,-117.152940673,-117.020930598,-117.680980971,-117.367957082,-117.023930827,-116.76491106,-117.217945633,-117.422961279,-117.845993564,-117.027931132,-117.396959295,-117.696982192,-116.146863893,-118.128015087,-117.378957921,-117.464964485,-117.544970591,-117.628977002,-116.961926095,-117.548970896,-117.331954334,-117.099936627,-116.784912586,-117.597974636,-117.074934719,-117.48796624,-117.346955479,-117.064933956,-117.689981657,-117.568972423,-117.126938688,263.908,263.797,263.912,264.007,263.997,263.896,263.907,263.768,263.964,263.954,263.861,263.824,263.932,263.968,263.925,263.9,264.0,263.891,263.945,263.91,263.895,263.852,263.917,263.936,264.021,263.851,263.985,264.092,263.898,263.919,264.015,263.857
FLQS3084GRWM,-11.4322619383,-11.5542433933,-11.3642722748,-11.3942677146,-11.4202637624,-11.3932678666,-11.4092654345,-11.9031903424,-11.4412605702,-11.4992517537,-11.6782245443,-11.6552280404,-11.465256922,-11.2802850435,-11.592237617,-11.5082503856,-11.5002516017,-11.4722558579,-11.5032511457,-11.4292623943,-11.462257378,-11.5932374649,-11.4422604182,-11.4352614822,-11.4732557059,-11.7612119276,-11.4772550979,-11.3022816993,-11.470256162,-11.6302318406,-11.22229386,-11.5532435453,-117.579285219,-117.738277491,-117.679280359,-117.417293092,-117.961266653,-117.60828381,-117.87327093,-117.230302181,-117.559286191,-117.848272145,-117.091308936,-118.332248622,-117.838272631,-118.427244005,-118.129258488,-117.119307576,-117.854271854,-117.741277346,-117.832272923,-117.553286483,-117.691279776,-118.132258342,-117.430292461,-117.578285268,-117.660281282,-117.983265584,-117.497289204,-117.482289933,-117.593284539,-117.827273166,-117.584284976,-117.770275936,264.783,264.732,264.82,264.794,264.807,264.803,264.808,264.539,264.778,264.763,264.641,264.711,264.779,264.896,264.732,264.724,264.763,264.771,264.761,264.783,264.774,264.731,264.771,264.782,264.767,264.644,264.758,264.842,264.765,264.699,264.885,264.734
FLQS307KGRWV,-11.9053020354,-11.6202948048,-11.7722986611,-11.5942941452,-11.6992968091,-11.7332976717,-11.5582932318,-11.7722986611,-11.7712986357,-11.7102970881,-12.0133047754,-11.7382977985,-11.7382977985,-11.572293587,-11.7412978746,-11.7052969613,-11.7752987372,-11.7372977731,-11.7042969359,-11.7002968344,-11.6712960987,-11.6702960733,-11.7662985089,-11.5032918365,-11.6682960226,-11.8343002341,-11.8683010967,-11.5602932826,-11.6122946018,-11.7672985343,-11.5582932318,-11.6322951092,-117.162754904,-116.868745481,-116.800743302,-117.33676048,-117.474764903,-117.403762628,-117.210756442,-117.470764775,-117.40976282,-117.578768236,-116.414730931,-117.6587708,-117.554767467,-117.354761057,-117.191755833,-117.372761634,-117.315759807,-117.540767018,-117.625769743,-117.396762403,-117.483765192,-117.592768685,-117.344760737,-117.693771922,-117.642770288,-117.37576173,-117.348760865,-117.456764326,-117.444763942,-117.290759006,-117.501765769,-117.438763749,263.861,263.985,263.907,264.02,263.976,263.956,264.031,263.94,263.938,263.975,263.771,263.966,263.961,264.031,263.942,263.968,263.931,263.961,263.98,263.971,263.99,263.995,263.937,264.081,263.999,263.906,263.888,264.042,264.016,263.934,264.045,264.006
FLQS3072GRWV,-11.4183129172,-11.7002959492,-11.4503109918,-11.2723217021,-11.3063196563,-11.331318152,-11.4263124358,-11.3743155647,-11.3853149028,-11.3853149028,-11.6213007027,-11.7432933619,-11.6622982357,-11.237323808,-11.5333059976,-11.3173189944,-11.4383117138,-11.6742975137,-11.7112952874,-11.631300101,-11.3983141206,-11.5323060578,-11.5563046137,-11.3143191749,-11.5933023874,-11.5083075019,-11.5453052756,-11.3123192952,-11.3503170088,-11.372315685,-11.2993200775,-11.5623042527,-116.980133862,-117.695208033,-117.178154401,-117.299166954,-117.508188635,-117.964235938,-117.297166746,-117.888228054,-117.442181788,-117.48018573,-117.184155024,-117.48818656,-118.372278263,-117.44018158,-118.40628179,-117.40517795,-118.138253989,-117.696208137,-117.458183448,-117.564194444,-118.239264466,-118.278268512,-118.371278159,-117.465184174,-118.33127401,-117.801219029,-117.767215502,-117.3651738,-117.477185419,-117.651203469,-117.399177327,-117.661204506,264.736,264.634,264.73,264.822,264.815,264.825,264.747,264.8,264.774,264.776,264.648,264.603,264.684,264.845,264.748,264.805,264.781,264.647,264.617,264.661,264.805,264.743,264.735,264.809,264.715,264.732,264.712,264.806,264.793,264.79,264.814,264.699
FLQS305NGRWM,-11.8509131746,-12.0300781627,-11.8969555738,-11.802868932,-11.4455398777,-11.5466329715,-11.4405352691,-11.5816652317,-11.5176062416,-11.9039620258,-11.8148799927,-12.000050511,-11.813879071,-11.5746587797,-11.7438145505,-11.777845889,-11.7918587931,-11.8849445131,-11.5606458756,-11.5146034764,-11.8088744624,-11.7468173157,-11.5156043982,-11.5876707621,-11.5596449539,-11.5186071633,-11.5025924158,-11.3754753572,-11.6937684645,-11.6467251436,-11.5116007113,-11.7187915075,-117.714679772,-118.134878528,-117.997813696,-117.299483381,-117.897766373,-117.754698701,-117.482569982,-118.075850608,-118.157889412,-118.446025703,-118.006817955,-118.315964183,-118.097861019,-117.752697754,-118.195907395,-118.179899824,-117.928781043,-118.008818901,-117.41053591,-117.754698701,-118.078852027,-118.195907395,-117.898766846,-117.783712424,-117.931782462,-118.123873323,-117.375519347,-118.203911181,-117.464561464,-118.230923958,-117.589620618,-117.471564777,263.917,263.851,263.908,263.919,264.12,264.065,264.104,264.064,264.098,263.926,263.948,263.874,263.953,264.051,263.991,263.974,263.955,263.914,264.042,264.08,263.955,263.99,264.087,264.047,264.067,264.096,264.068,264.168,263.981,264.039,264.074,263.969
FLQS305DGRWM,-11.7152356973,-12.048299258,-11.7752471497,-11.670227108,-11.7022332159,-11.8742660461,-11.5662072572,-11.7082343612,-11.7212368425,-11.977285706,-12.0593013576,-11.6752280624,-11.7532429505,-11.4341820619,-11.8802671913,-11.709234552,-11.7112349338,-11.749242187,-11.7112349338,-11.8402595564,-11.8062530667,-11.6022141286,-11.7052337885,-11.4461843524,-11.7482419961,-11.9112731084,-11.8012521124,-11.7012330251,-11.5452032488,-11.6412215727,-11.5722084024,-11.9002710088,-117.17775232,-116.348775295,-117.455744615,-117.459744504,-117.54974201,-117.587740957,-117.274749631,-117.804734942,-117.156752902,-117.379746721,-117.855733529,-117.795735192,-117.10775426,-117.737736799,-116.870760828,-117.504743257,-117.58474104,-117.338747858,-117.621740014,-117.471744171,-117.350747525,-118.06172782,-117.542742204,-117.434745197,-117.517742897,-117.513743007,-117.810734776,-117.395746278,-117.775735746,-117.620740042,-117.053755756,-117.435745169,263.955,263.752,263.939,263.99,263.979,263.898,264.032,263.989,263.951,263.838,263.822,264.004,263.933,264.117,263.86,263.974,263.976,263.946,263.978,263.909,263.919,264.052,263.977,264.097,263.955,263.877,263.944,263.972,264.066,264.012,264.018,263.878
FLQS3057GRWM,-11.77990531,-11.7198803148,-11.716879065,-11.6048324073,-11.5117936647,-11.6868665674,-11.6988715664,-11.5808224092,-11.5868249087,-11.5197969974,-11.8189215569,-11.8189215569,-11.8869498848,-11.440764087,-11.7488923958,-11.8519353042,-11.6528524034,-11.8099178076,-11.5888257419,-11.44576617,-11.8149198905,-11.6208390727,-11.8249240564,-11.5738194931,-11.5428065789,-11.7759036436,-11.8759453023,-11.5708182433,-11.5488090784,-11.6508515703,-11.3677336762,-11.5648157438,-117.739362725,-116.988188151,-117.047201866,-117.242247195,-117.791374813,-117.117218138,-117.109216278,-117.642340177,-117.519311585,-117.296259747,-117.058204423,-117.231244638,-117.461298102,-117.783372953,-117.225243243,-116.946178388,-117.816380624,-117.917404102,-117.601330646,-117.715357146,-117.13022116,-117.035199077,-117.914403405,-118.001423628,-118.151458496,-117.948411308,-117.776371326,-117.898399685,-117.813379927,-117.265252541,-117.553319488,-117.876394571,264.625,264.617,264.621,264.685,264.756,264.64,264.633,264.716,264.707,264.729,264.573,264.581,264.56,264.79,264.615,264.551,264.689,264.619,264.71,264.785,264.578,264.667,264.611,264.736,264.758,264.637,264.58,264.733,264.739,264.664,264.815,264.735
FLQS3052GRWY,-11.7157493313,-11.9878131765,-11.6487336048,-11.6777404118,-11.7617601287,-11.7437559036,-11.5697150615,-12.0568293725,-11.6547350131,-11.6537347784,-11.9528049611,-11.6847420549,-11.6137253894,-11.7137488619,-11.6817413507,-11.5847185824,-11.6557352478,-11.4476864251,-11.8547819581,-11.5046998044,-11.6767401771,-11.6167260936,-11.6397314922,-11.7167495661,-11.5587124795,-11.9147960416,-11.8847889998,-11.5807176435,-11.5527110712,-11.7057469841,-11.5727157657,-11.7077474535,-117.505544994,-116.891578721,-117.541543016,-117.407550377,-117.945520824,-117.408550322,-117.334554387,-116.690589762,-117.427549278,-117.912522637,-117.222560539,-117.402550652,-117.504545049,-116.969574437,-117.719533239,-117.505544994,-117.389551366,-117.418549773,-117.166563615,-118.137510278,-117.554542302,-117.991518298,-117.748531646,-117.763530822,-117.393551146,-117.584540654,-117.488545928,-117.533543456,-117.582540764,-117.88352423,-117.446548235,-117.643537413,264.645,264.483,264.679,264.658,264.644,264.627,264.707,264.44,264.671,264.694,264.517,264.655,264.694,264.62,264.671,264.708,264.668,264.77,264.561,264.777,264.666,264.716,264.693,264.657,264.715,264.552,264.562,264.711,264.727,264.668,264.711,264.656
FLQS304WGRWM,-11.6160843545,-11.5397288441,-11.5547990106,-11.3076482797,-11.4030926676,-11.3789804012,-11.4020879899,-11.4844715668,-11.6150796767,-11.6803837316,-11.5839346659,-11.5809206326,-11.5115978666,-11.0715490042,-11.379985079,-11.4211768674,-11.4824622113,-11.4543312338,-11.4191675119,-11.5467615885,-11.4432797783,-11.449307845,-11.3468307126,-11.4764341447,-11.4553359116,-11.5588177217,-11.522649322,-11.3297511905,-11.5196352887,-11.4071113787,-11.27147988,-11.479448178,-117.40462147,-117.557648348,-117.109569645,-117.372615848,-118.109745321,-117.432626388,-117.43462674,-117.900708604,-117.711675402,-117.665667321,-117.505639213,-117.95271774,-117.590654145,-117.250594416,-117.482635172,-117.474633767,-117.950717388,-117.439627618,-117.987723888,-117.634661875,-117.509639915,-117.36061374,-117.506639388,-117.845698942,-117.812693145,-117.157578078,-117.519641672,-118.151752699,-117.53864501,-118.188759199,-117.474633767,-117.216588443,264.712,264.756,264.727,264.859,264.847,264.827,264.816,264.798,264.727,264.693,264.732,264.755,264.771,264.967,264.829,264.809,264.802,264.791,264.834,264.756,264.8,264.79,264.846,264.8,264.808,264.727,264.762,264.884,264.764,264.849,264.881,264.769
FLQS3047GRWM,-11.7166477912,-11.7006441746,-11.6356294822,-11.4715924122,-11.437584727,-11.4085781719,-11.6866410101,-11.6546337769,-11.6466319686,-11.5126016797,-11.73965299,-11.740653216,-11.8126694907,-11.3715698086,-11.6076231532,-11.7216489213,-11.8406758197,-11.7416534421,-11.7716602232,-11.4975982892,-11.6686369414,-11.6066229271,-11.7646586409,-11.8366749155,-11.685640784,-11.7696597711,-11.6276276739,-11.5646134336,-11.6126242834,-11.7656588669,-11.685640784,-11.9507006837,-117.424713248,-117.653675642,-117.719664803,-117.455708157,-117.811649695,-117.525696662,-117.515698304,-117.386719489,-117.598684674,-117.695668744,-117.655675313,-117.774655771,-117.547693049,-117.658674821,-117.775655607,-116.962789118,-117.698668252,-117.796652158,-117.871639842,-118.065607983,-117.867640499,-117.842644604,-117.663674,-117.603683853,-117.496701424,-117.827647067,-117.34372655,-117.714665624,-117.623680568,-117.939628675,-117.680671208,-117.412715219,264.641,264.66,264.694,264.761,264.794,264.795,264.66,264.669,264.683,264.752,264.641,264.646,264.601,264.819,264.711,264.616,264.594,264.647,264.636,264.777,264.685,264.714,264.629,264.592,264.659,264.635,264.68,264.728,264.701,264.642,264.669,264.527
FLQS303BGRWM,-11.78840739,-12.0455253311,-11.9114638365,-11.8104174862,-11.7083706769,-11.6163284567,-11.5623036754,-11.7283798552,-11.7854060133,-11.6503440598,-12.0795409342,-12.011509728,-12.0175124815,-11.7153738893,-11.8184211575,-11.7844055544,-11.7844055544,-11.7523908691,-11.7854060133,-11.8434326303,-12.0755390985,-11.9474803574,-11.9094629187,-11.7804037187,-11.6853601218,-11.8524367606,-11.8204220753,-11.5723082645,-11.6893619575,-11.7143734304,-11.7043688412,-11.7093711358,-116.832687096,-117.117661941,-117.250650202,-116.79469045,-117.331643053,-117.457631932,-117.322643848,-116.660702278,-117.205654174,-117.418635374,-117.320644024,-117.832598833,-117.206654086,-116.745694775,-117.49662849,-117.161658058,-117.492628843,-117.126661147,-117.530625489,-117.649614986,-117.328643318,-117.693611102,-117.724608366,-117.604618957,-117.550623724,-116.980674033,-117.26664879,-117.441633344,-117.295646231,-117.339642347,-117.547623988,-117.281647466,263.904,263.794,263.865,263.892,263.968,264.018,264.038,263.925,263.924,264.0,263.787,263.846,263.812,263.936,263.922,263.922,263.939,263.936,263.94,263.918,263.79,263.87,263.89,263.946,263.989,263.881,263.91,264.038,263.975,263.965,263.98,263.965
FLQS3024GRWM,-11.7210154837,-11.6440022409,-11.7770251148,-11.6179977693,-11.6400015529,-11.6129969094,-11.6420018969,-12.1250849653,-11.9230502245,-11.7280166876,-12.144088233,-11.6820087763,-11.6820087763,-11.6990117,-11.6780080883,-11.6450024129,-11.6500032728,-11.6840091203,-11.7270165156,-11.638001209,-11.761022363,-11.6109965654,-11.7740245988,-11.509979195,-11.6760077444,-11.8620397335,-11.765023051,-11.6400015529,-11.5519864183,-11.6440022409,-11.6480029288,-11.9880614035,-117.323867962,-117.488846684,-117.733815088,-117.222880987,-118.020778077,-117.55283843,-117.478847973,-117.03390536,-117.432853905,-117.332866801,-117.364862675,-117.929789812,-117.899793681,-118.209753703,-117.983782848,-118.175758088,-117.984782719,-117.945787749,-117.439853003,-118.145761957,-117.236879182,-118.062772661,-117.95678633,-117.904793036,-118.378731909,-117.20688305,-117.304870412,-117.866797937,-117.262875829,-117.960785814,-117.195884469,-117.330867059,263.96,264.005,263.952,264.005,264.032,264.023,264.005,263.75,263.867,263.957,263.757,264.008,264.006,264.013,264.012,264.037,264.026,264.008,263.962,264.039,263.936,264.048,263.964,264.089,264.032,263.886,263.937,264.025,264.038,264.027,263.989,263.831
FLQS301GGRWM,-11.7694827018,-11.7644867418,-11.4837137866,-11.3768002414,-11.346824481,-11.4487420662,-11.3498220571,-11.429757418,-11.4377509541,-11.6885481489,-11.7325125974,-11.6535764285,-11.7145271412,-10.9811202049,-11.3198462967,-11.3578155932,-11.6815538048,-11.6565740046,-11.3648099372,-11.4247614579,-11.7265174453,-11.4527388342,-11.2788794243,-11.2199270956,-11.520683891,-11.4917073227,-11.60961198,-11.2169295196,-11.8004576542,-11.6735602687,-11.2199270956,-11.6335925883,-117.649639095,-117.812599812,-118.065538838,-118.137521485,-118.350470151,-118.27248895,-117.735618369,-117.686630178,-117.760612344,-118.63040267,-117.749614995,-118.578415202,-118.745374955,-118.516430145,-118.127523895,-118.110527992,-118.575415925,-118.536425325,-118.036545827,-117.689629455,-117.82459692,-118.582414238,-118.55142171,-118.298482684,-118.183510399,-118.311479551,-117.63564247,-118.263491119,-117.136762731,-118.749373991,-117.785606319,-117.66463548,263.947,263.957,264.104,264.159,264.184,264.131,264.153,264.113,264.112,264.032,263.97,264.047,264.026,264.366,264.186,264.167,264.033,264.044,264.16,264.115,263.976,264.143,264.225,264.242,264.092,264.112,264.023,264.242,263.907,264.045,264.218,264.013
FLQS301EGRWQ,-11.8546927536,-11.852692468,-11.7156729027,-11.7316751877,-11.6466630486,-11.8146870411,-11.5726524805,-11.9927124617,-11.7956843277,-11.6576646196,-12.0747241723,-11.6836683327,-11.825688612,-11.5626510524,-11.6866687611,-11.8556928964,-11.9247027505,-11.8276888977,-11.7926838992,-11.7876831852,-11.8876974664,-12.0157157464,-11.6506636199,-11.7166730455,-11.8156871839,-11.9227024648,-11.889697752,-11.5746527662,-11.6896691896,-11.6526639055,-11.6996706177,-11.8956986089,-117.246234689,-117.218220535,-117.468346903,-117.797513203,-117.684456085,-117.213218008,-117.408316575,-116.890054741,-117.359291807,-117.590408571,-117.543384814,-117.86454707,-117.435330223,-118.218726007,-117.523374704,-117.305264511,-117.654440921,-117.287255413,-117.233228117,-117.284253896,-117.423324157,-117.463344376,-117.288255918,-117.963597112,-117.642434855,-117.713470744,-117.68345558,-118.00361733,-117.318271082,-117.433329212,-117.759493995,-118.443839738,263.887,263.887,263.965,263.974,264.009,263.905,264.032,263.803,263.921,263.999,263.796,264.0,263.911,264.075,263.982,263.89,263.873,263.902,263.917,263.922,263.88,263.82,263.988,263.989,263.925,263.878,263.892,264.059,263.971,263.994,263.987,263.926
FLQS300VGRWQ,-11.8423820431,-11.7823598331,-11.7093328109,-11.6182991256,-11.9034046234,-11.6152980151,-11.7143346617,-11.7883620541,-11.9814334964,-11.9884360876,-12.217520856,-12.0164464523,-11.8273764906,-11.5842865399,-11.7533490982,-11.8523857448,-11.9204109162,-11.7643531701,-11.7233379932,-11.7023302197,-11.8073690873,-12.0184471926,-11.7853609436,-11.7203368827,-11.8153720486,-11.853386115,-11.8213742696,-11.6513113411,-11.6813224462,-11.7803590928,-11.6463094903,-11.6953276285,-117.499285027,-116.680262129,-117.53228595,-116.618260396,-117.338280526,-117.067272949,-116.54725841,-117.333280386,-117.542286229,-117.37028142,-116.816265931,-117.377281616,-116.632260787,-116.757264282,-116.795265344,-117.303279547,-117.319279995,-116.615260312,-117.621288438,-118.073301075,-117.740291765,-117.254278177,-116.692262464,-117.170275829,-117.633288774,-117.442283433,-117.344280693,-117.141275018,-117.770292604,-117.756292212,-116.649261262,-117.554286565,264.584,264.573,264.65,264.649,264.547,264.673,264.599,264.602,264.519,264.507,264.368,264.494,264.549,264.673,264.592,264.57,264.537,264.578,264.647,264.679,264.612,264.487,264.572,264.627,264.603,264.576,264.586,264.659,264.674,264.626,264.637,264.658
FLQS300RGRWY,-11.6488736569,-11.6388634535,-11.4386593862,-11.4026226541,-11.2814991934,-11.6198440671,-11.2995175594,-11.783010382,-11.580804274,-11.5197420335,-11.7479746702,-11.672898145,-11.470692037,-11.3585777593,-11.3435624542,-11.5227450945,-11.577801213,-11.6188430468,-11.4917134641,-11.4967185657,-11.4787001997,-11.3485675559,-11.6408654942,-11.4406614269,-11.4216420405,-11.7669940566,-11.6058297824,-11.3765961253,-11.6738991653,-11.2814991934,-11.363582861,-11.5087308098,-117.256740556,-117.555739895,-117.873739191,-117.484740052,-117.704739565,-116.901741342,-117.418740198,-117.166740756,-117.55773989,-117.58973982,-116.895741355,-117.921739085,-118.167738541,-118.223738417,-117.800739353,-116.857741439,-117.731739505,-117.356740335,-117.49474003,-117.876739185,-117.43574016,-117.742739481,-117.303740452,-117.970738977,-117.46774009,-117.719739532,-117.751739461,-117.552739901,-117.005741112,-117.63473972,-117.524739963,-117.330740393,263.995,264.014,264.126,264.125,264.194,263.992,264.172,263.926,264.043,264.074,263.93,264.015,264.124,264.181,264.168,264.037,264.052,264.014,264.083,264.098,264.086,264.163,264.001,264.13,264.115,263.961,264.04,264.141,263.971,264.19,264.146,264.066
FLQS300LGRWQ,-11.871465573,-11.7773270743,-11.7282548782,-11.6231001722,-11.4528496957,-11.6271060657,-11.4478423288,-11.5269587266,-11.6601546876,-11.7332622451,-11.7002136232,-11.7613035001,-11.8985053546,-11.5690206091,-11.7613035001,-11.8634537859,-11.6691679481,-11.7803314945,-11.7162371975,-11.6401252198,-11.7693152872,-11.6321134327,-11.7242489846,-11.4568555893,-11.6831885756,-11.6621576344,-11.6321134327,-11.5810382897,-11.5319660936,-11.7292563516,-11.4478423288,-11.592054497,-116.396064244,-117.608179464,-116.761098943,-116.696092764,-117.630181555,-116.693092478,-117.153136209,-117.483167581,-117.230143529,-117.200140677,-116.895111682,-117.399159595,-116.495073655,-118.16023194,-117.132134212,-116.655088866,-117.200140677,-116.282053406,-118.234238975,-118.221237739,-116.426067096,-117.337153701,-116.696092764,-117.443163778,-118.249240401,-117.199140582,-117.233143814,-117.346154557,-117.121133167,-116.708093904,-117.384158169,-116.791101795,264.521,264.626,264.609,264.657,264.784,264.655,264.764,264.741,264.665,264.628,264.629,264.624,264.513,264.753,264.611,264.538,264.659,264.56,264.686,264.721,264.572,264.683,264.608,264.773,264.702,264.662,264.678,264.709,264.721,264.606,264.774,264.677
FLQS300LGRWM,-11.8343319594,-11.8343319594,-11.5712134113,-11.6022273846,-11.3711232607,-11.7412900393,-11.4861750973,-11.7673017589,-11.6442463163,-11.645246767,-11.9984058829,-11.7382886871,-11.7432909408,-11.5081850138,-11.6032278354,-11.710276066,-11.7582977021,-11.7492936454,-11.5452016917,-11.637243161,-11.7402895886,-11.6082300892,-11.9033630613,-11.3721237114,-11.6792620926,-11.7773062664,-11.6082300892,-11.5712134113,-11.7412900393,-11.706274263,-11.552204847,-11.9473828945,-117.308357632,-116.825343807,-117.150353109,-116.35833044,-117.362359177,-116.635338368,-117.416360723,-117.612366333,-117.166353567,-117.196354426,-117.404360379,-117.525363843,-117.368359349,-116.424332329,-117.327358175,-117.185354111,-117.991377181,-117.088351334,-117.087351306,-117.018349331,-117.034349789,-117.272356601,-117.096351563,-117.245355828,-117.06235059,-116.92434664,-117.299357374,-117.085351249,-116.72834103,-116.841344265,-117.18635414,-117.504363242,263.991,263.967,264.11,264.057,264.217,264.003,264.164,264.038,264.076,264.076,263.916,264.048,264.037,264.106,264.103,264.045,264.06,264.021,264.12,264.072,264.023,264.098,263.947,264.211,264.053,263.999,264.099,264.107,264.008,264.03,264.121,263.945
FLQS3009GRWQ,-11.7095194584,-11.969530993,-11.5735134249,-11.3055015353,-11.4105061935,-11.601514667,-11.5445121383,-11.62051551,-11.5725133805,-11.4405075244,-11.6685176394,-11.7365206562,-11.8065237617,-11.4445077019,-11.535511739,-11.7055192809,-11.5765135579,-11.8825271333,-11.4435076575,-11.4265069033,-11.4675087223,-11.6665175507,-11.6295159092,-11.4955099645,-11.4025058386,-11.6405163972,-11.6735178613,-11.3645041528,-11.4005057499,-11.7735222977,-11.3635041084,-11.62051551,-117.058491109,-117.087492717,-117.215499816,-116.941484621,-117.081492385,-117.284503642,-117.668524937,-116.801476857,-117.681525658,-117.396509853,-117.876536471,-117.650523938,-117.370508411,-116.490459611,-117.722527931,-117.514516397,-117.461513458,-117.097493272,-117.638523273,-117.744529151,-117.758529928,-117.656524271,-117.677525436,-118.09454856,-117.856535362,-117.531517339,-117.683525769,-117.735528652,-117.781531203,-117.045490388,-117.578519946,-117.326505971,264.625,264.5,264.698,264.815,264.771,264.688,264.734,264.655,264.721,264.771,264.684,264.64,264.593,264.726,264.741,264.649,264.708,264.543,264.781,264.794,264.775,264.674,264.693,264.777,264.811,264.681,264.672,264.823,264.808,264.593,264.817,264.681
FLQS2F0LGRX5,-11.8402774842,-11.7742759374,-11.7122744843,-11.3922669848,-11.6952740859,-11.8662780935,-11.5652710392,-12.0412821948,-11.9042789841,-11.6462729376,-11.9512800856,-11.6762736406,-11.6752736172,-11.5662710627,-11.8662780935,-11.7112744609,-11.9082790778,-11.7532754452,-11.8432775545,-11.9532801325,-11.7972764764,-11.8682781404,-11.7702758436,-11.7082743906,-11.7362750468,-11.9032789607,-11.8662780935,-11.44326818,-11.679273711,-11.6362727032,-11.5582708752,-11.8802784216,-117.095747941,-116.338704314,-117.068746385,-117.468769437,-117.476769898,-117.45476863,-116.609719932,-117.078746961,-117.210754568,-117.51377203,-116.604719644,-117.316760677,-116.623720739,-117.486770474,-117.645779638,-117.097748056,-117.050745347,-116.738727366,-117.81378932,-116.940739008,-117.469769494,-117.577775719,-117.341762118,-117.088747537,-117.436767593,-117.24375647,-117.403765691,-116.854734052,-117.105748517,-117.481770186,-117.564774969,-118.029801768,264.563,264.558,264.624,264.797,264.652,264.568,264.673,264.465,264.538,264.677,264.485,264.653,264.62,264.714,264.577,264.625,264.528,264.587,264.596,264.5,264.602,264.573,264.609,264.627,264.63,264.54,264.566,264.744,264.642,264.68,264.722,264.589
