SN	Distance_X_LOGO_Front_Camera_LD1	Distance_X_LOGO_Front_Camera_LD2	Distance_X_LOGO_Front_Camera_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_LD1	Distance_Y_LOGO_Front_Camera_LD2	Distance_Y_LOGO_Front_Camera_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_LD1	Angle_Front_Camera_LD2	Angle_Front_Camera_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS2044GRWY____	-23.137	-23.065	-23.066	-22.995	-22.995	-22.926	-22.961	-22.889	-22.888	-22.889	-22.888	-22.888	-22.961	-22.925	-22.923	-22.925	-22.888	-22.922	-22.961	-22.853	-22.889	-22.926	-22.947	-22.957	-22.923	-22.888	-22.894	-23.000	-22.924	-22.958	-22.982	-22.961	138.980	138.983	138.984	139.015	139.015	139.102	139.055	138.903	138.997	139.105	139.018	139.018	138.960	139.028	139.015	139.028	138.997	139.044	138.996	139.017	139.105	138.960	139.013	138.947	138.779	139.018	138.857	139.014	138.980	138.964	139.013	138.960	99.540	99.511	99.512	99.481	99.481	99.448	99.465	99.446	99.439	99.433	99.438	99.438	99.471	99.452	99.452	99.452	99.439	99.450	99.469	99.424	99.433	99.457	99.462	99.470	99.468	99.438	99.451	99.483	99.455	99.470	99.476	99.471	2016_7_19_17_06_26
FLQS312SGRWV____	-22.913	-22.845	-22.843	-22.775	-22.775	-22.703	-22.738	-22.713	-22.667	-22.669	-22.714	-22.714	-22.733	-22.786	-22.744	-22.786	-22.667	-22.703	-22.728	-22.674	-22.669	-22.699	-22.703	-22.786	-22.744	-22.714	-22.664	-22.773	-22.699	-22.773	-22.783	-22.733	138.826	138.827	138.831	138.865	138.865	138.914	138.901	138.839	138.989	139.026	138.864	138.864	138.949	138.913	138.941	138.913	138.989	138.971	139.045	138.943	139.026	138.948	138.907	138.797	138.847	138.864	138.880	138.948	138.843	138.846	138.802	138.949	99.457	99.429	99.428	99.398	99.398	99.366	99.381	99.375	99.347	99.345	99.374	99.374	99.376	99.400	99.381	99.400	99.347	99.362	99.368	99.353	99.345	99.362	99.367	99.407	99.387	99.374	99.353	99.392	99.369	99.399	99.406	99.376	2016_7_19_17_06_26
FLQS31J6GRWY____	-22.865	-22.848	-22.826	-22.721	-22.721	-22.705	-22.736	-22.665	-22.708	-22.670	-22.669	-22.669	-22.733	-22.743	-22.701	-22.743	-22.708	-22.700	-22.732	-22.634	-22.670	-22.699	-22.707	-22.737	-22.699	-22.669	-22.664	-22.775	-22.651	-22.721	-22.735	-22.733	138.797	138.802	138.741	138.956	138.956	138.878	138.982	138.882	138.838	138.875	138.901	138.901	138.950	138.873	138.947	138.873	138.838	138.911	138.986	138.902	138.875	138.949	138.764	138.878	138.803	138.901	138.878	138.898	138.851	138.893	138.842	138.950	99.344	99.336	99.332	99.275	99.275	99.274	99.280	99.258	99.278	99.260	99.258	99.258	99.281	99.290	99.268	99.290	99.278	99.270	99.278	99.244	99.260	99.267	99.282	99.287	99.277	99.258	99.258	99.301	99.254	99.279	99.289	99.281	2016_7_19_17_06_12
FLQS31FWGRWY____	-23.055	-23.027	-23.061	-22.957	-22.957	-22.842	-22.922	-22.847	-22.847	-22.811	-22.806	-22.806	-22.922	-22.885	-22.840	-22.885	-22.847	-22.841	-22.921	-22.771	-22.811	-22.847	-22.846	-22.877	-22.879	-22.806	-22.850	-22.915	-22.847	-22.913	-22.877	-22.922	138.926	138.919	138.973	138.952	138.952	139.021	138.990	138.939	138.978	138.967	139.014	139.014	138.955	138.958	139.013	138.958	138.978	138.976	138.991	139.016	138.967	138.960	138.856	138.945	138.854	139.014	138.886	139.008	138.855	138.946	138.907	138.955	99.412	99.401	99.412	99.371	99.371	99.321	99.354	99.328	99.325	99.312	99.306	99.306	99.357	99.342	99.320	99.342	99.325	99.323	99.354	99.292	99.312	99.326	99.333	99.339	99.346	99.306	99.333	99.350	99.334	99.354	99.342	99.357	2016_7_19_17_06_12
FLQS31CRGRWY____	-23.376	-23.307	-23.306	-23.238	-23.238	-23.168	-23.236	-23.132	-23.132	-23.133	-23.134	-23.134	-23.203	-23.170	-23.169	-23.170	-23.132	-23.168	-23.200	-23.099	-23.133	-23.168	-23.168	-23.204	-23.166	-23.134	-23.165	-23.241	-23.200	-23.238	-23.202	-23.203	138.906	138.904	138.905	138.905	138.905	138.911	138.970	138.870	138.905	138.942	138.905	138.905	138.905	138.910	138.905	138.910	138.905	138.870	138.974	138.907	138.942	138.904	138.835	138.838	138.836	138.905	138.864	138.905	138.830	138.840	138.804	138.905	99.771	99.744	99.743	99.716	99.716	99.688	99.711	99.676	99.674	99.672	99.674	99.674	99.702	99.688	99.688	99.688	99.674	99.690	99.696	99.660	99.672	99.688	99.693	99.707	99.692	99.674	99.689	99.717	99.706	99.720	99.708	99.702	2016_7_19_17_06_12
FLQS319LGRWY____	-22.840	-22.766	-22.760	-22.700	-22.700	-22.628	-22.662	-22.595	-22.595	-22.597	-22.594	-22.594	-22.661	-22.633	-22.629	-22.633	-22.595	-22.630	-22.662	-22.559	-22.597	-22.625	-22.630	-22.660	-22.630	-22.594	-22.591	-22.701	-22.623	-22.698	-22.668	-22.661	138.823	138.936	139.007	138.913	138.913	138.986	139.006	138.909	138.954	138.987	138.970	138.970	138.967	138.982	138.964	138.982	138.954	138.927	138.945	138.972	138.987	138.962	138.871	138.971	138.881	138.970	138.898	138.910	138.935	138.906	138.814	138.967	99.208	99.171	99.164	99.146	99.146	99.112	99.125	99.104	99.101	99.100	99.100	99.100	99.127	99.115	99.114	99.115	99.101	99.117	99.129	99.086	99.100	99.113	99.121	99.126	99.120	99.100	99.103	99.147	99.114	99.146	99.140	99.127	2016_7_19_17_06_12
FLQS319HGRWY____	-23.050	-22.935	-23.066	-22.958	-22.958	-22.849	-22.885	-22.820	-22.860	-22.819	-22.818	-22.818	-22.881	-22.895	-22.892	-22.895	-22.860	-22.853	-22.920	-22.784	-22.819	-22.846	-22.855	-22.889	-22.890	-22.818	-22.812	-22.920	-22.847	-22.918	-22.889	-22.881	138.981	138.928	138.918	138.953	138.953	138.968	138.951	138.901	138.894	138.972	138.962	138.962	138.958	138.928	138.908	138.928	138.894	138.921	138.990	138.965	138.972	138.956	138.863	138.892	138.859	138.962	138.888	138.915	138.853	138.897	138.858	138.958	99.458	99.416	99.469	99.423	99.423	99.378	99.394	99.371	99.388	99.366	99.367	99.367	99.392	99.400	99.400	99.400	99.388	99.383	99.406	99.353	99.366	99.378	99.388	99.400	99.402	99.367	99.369	99.411	99.386	99.411	99.402	99.392	2016_7_19_17_06_12
FLQS317CGRWY____	-23.239	-23.129	-23.209	-23.060	-23.060	-22.990	-23.025	-22.995	-23.003	-23.004	-23.003	-23.003	-23.023	-23.041	-23.035	-23.041	-23.003	-23.035	-23.026	-22.964	-23.004	-22.985	-23.040	-23.068	-23.036	-23.003	-22.954	-23.104	-22.989	-23.060	-23.073	-23.023	138.791	138.862	138.694	138.898	138.898	138.912	138.933	138.902	138.871	138.906	138.889	138.889	138.897	138.795	138.886	138.795	138.871	138.848	138.873	138.891	138.906	138.955	138.687	138.822	138.740	138.889	138.828	138.888	138.793	138.834	138.787	138.897	99.461	99.412	99.455	99.382	99.382	99.353	99.365	99.355	99.361	99.359	99.359	99.359	99.367	99.381	99.372	99.381	99.361	99.375	99.370	99.344	99.359	99.348	99.388	99.390	99.383	99.359	99.344	99.400	99.360	99.386	99.394	99.367	2016_7_19_17_06_12
FLQS3160GRWY____	-23.051	-22.978	-23.014	-22.912	-22.912	-22.913	-22.876	-22.844	-22.809	-22.808	-22.841	-22.841	-22.872	-22.880	-22.844	-22.880	-22.809	-22.844	-22.871	-22.806	-22.808	-22.833	-22.844	-22.879	-22.843	-22.841	-22.803	-22.953	-22.837	-22.908	-22.879	-22.872	138.886	138.922	138.917	138.921	138.921	138.962	138.957	138.858	138.934	139.021	138.950	138.950	138.958	138.962	138.958	138.962	138.934	138.922	138.994	138.952	139.021	139.005	138.859	138.889	138.861	138.950	138.887	138.919	138.852	138.896	138.858	138.958	99.490	99.459	99.474	99.432	99.432	99.430	99.416	99.409	99.390	99.384	99.402	99.402	99.414	99.417	99.403	99.417	99.390	99.405	99.411	99.388	99.384	99.395	99.409	99.421	99.409	99.402	99.391	99.449	99.407	99.432	99.423	99.414	2016_7_19_17_06_12
FLQS3126GRWV____	-22.722	-22.652	-22.651	-22.617	-22.617	-22.511	-22.576	-22.476	-22.476	-22.477	-22.476	-22.476	-22.547	-22.511	-22.511	-22.511	-22.476	-22.511	-22.577	-22.441	-22.477	-22.543	-22.511	-22.545	-22.513	-22.476	-22.514	-22.583	-22.512	-22.582	-22.545	-22.547	138.804	138.804	138.803	138.840	138.840	138.889	138.872	138.814	138.852	138.882	138.839	138.839	138.834	138.883	138.836	138.883	138.852	138.802	138.910	138.839	138.882	138.869	138.778	138.769	138.744	138.839	138.767	138.838	138.737	138.782	138.777	138.834	99.389	99.361	99.361	99.344	99.344	99.299	99.326	99.289	99.287	99.285	99.288	99.288	99.316	99.299	99.302	99.299	99.287	99.304	99.324	99.273	99.285	99.313	99.306	99.320	99.309	99.288	99.308	99.331	99.309	99.334	99.319	99.316	2016_7_19_17_06_13
FLQS3115GRWV____	-22.672	-22.600	-22.601	-22.530	-22.530	-22.461	-22.497	-22.423	-22.424	-22.424	-22.422	-22.422	-22.496	-22.460	-22.457	-22.460	-22.424	-22.457	-22.494	-22.387	-22.424	-22.460	-22.424	-22.493	-22.455	-22.422	-22.424	-22.533	-22.464	-22.530	-22.491	-22.496	138.932	138.981	138.991	139.018	139.018	139.028	139.001	138.957	138.945	139.030	139.020	139.020	139.018	138.973	139.017	138.973	138.945	138.931	139.057	139.022	139.030	139.018	138.871	138.896	138.923	139.020	138.947	139.019	138.830	138.950	138.910	139.018	99.217	99.184	99.184	99.154	99.154	99.126	99.142	99.115	99.116	99.111	99.110	99.110	99.140	99.129	99.125	99.129	99.116	99.130	99.137	99.096	99.111	99.126	99.121	99.147	99.130	99.110	99.116	99.155	99.140	99.158	99.145	99.140	2016_7_19_17_06_13
FLQS310RGRWV____	-23.082	-23.014	-23.100	-22.943	-22.943	-22.872	-22.914	-22.837	-22.841	-22.841	-22.838	-22.838	-22.907	-22.875	-22.874	-22.875	-22.841	-22.874	-22.906	-22.800	-22.841	-22.872	-22.876	-22.909	-22.873	-22.838	-22.838	-22.946	-22.876	-22.945	-22.909	-22.907	138.906	138.910	138.914	138.946	138.946	139.024	138.886	138.950	138.925	139.033	138.949	138.949	138.943	139.025	138.942	139.025	138.925	138.903	138.981	139.013	139.033	138.940	138.845	138.877	138.852	138.949	138.876	138.944	138.790	138.882	138.841	138.943	99.519	99.491	99.525	99.460	99.460	99.427	99.453	99.417	99.420	99.413	99.418	99.418	99.446	99.428	99.433	99.428	99.420	99.435	99.443	99.398	99.413	99.432	99.440	99.451	99.438	99.418	99.423	99.462	99.444	99.465	99.453	99.446	2016_7_19_17_06_13
FLQS3106GRWV____	-23.186	-23.116	-23.061	-23.045	-23.045	-22.975	-23.014	-22.938	-22.945	-22.939	-22.940	-22.940	-23.010	-22.978	-22.975	-22.978	-22.945	-22.975	-23.013	-22.905	-22.939	-22.974	-22.977	-23.010	-22.972	-22.940	-22.939	-23.047	-22.980	-23.049	-23.012	-23.010	138.883	138.930	138.946	138.969	138.969	138.975	138.953	138.970	138.895	139.047	138.968	138.968	138.970	138.974	138.965	138.974	138.895	138.927	138.956	138.971	139.047	138.968	138.865	138.897	138.873	138.968	138.897	138.966	138.817	138.856	138.861	138.970	99.225	99.194	99.171	99.163	99.163	99.134	99.151	99.120	99.128	99.115	99.121	99.121	99.149	99.136	99.135	99.136	99.128	99.138	99.151	99.107	99.115	99.135	99.143	99.154	99.140	99.121	99.125	99.164	99.147	99.172	99.157	99.149	2016_7_19_17_06_13
FLQS30ZQGRWV____	-23.231	-23.162	-23.197	-23.093	-23.093	-23.024	-23.058	-22.990	-22.987	-22.991	-22.987	-22.987	-23.059	-23.024	-23.022	-23.024	-22.987	-23.022	-23.057	-22.952	-22.991	-23.023	-23.027	-23.062	-23.025	-22.987	-22.988	-23.094	-23.024	-23.094	-23.056	-23.059	138.916	138.914	138.923	138.951	138.951	138.967	138.984	138.887	138.934	138.961	138.955	138.955	138.952	138.962	138.950	138.962	138.934	138.911	138.989	138.955	138.961	138.948	138.799	138.785	138.857	138.955	138.881	138.953	138.845	138.839	138.847	138.952	99.475	99.448	99.461	99.417	99.417	99.388	99.401	99.380	99.376	99.376	99.375	99.375	99.404	99.389	99.389	99.389	99.376	99.392	99.400	99.360	99.376	99.389	99.401	99.416	99.396	99.375	99.380	99.417	99.397	99.425	99.410	99.404	2016_7_19_17_06_13
FLQS30YUGRWV____	-22.944	-22.872	-22.872	-22.770	-22.770	-22.701	-22.735	-22.666	-22.698	-22.668	-22.666	-22.666	-22.736	-22.703	-22.731	-22.703	-22.698	-22.700	-22.736	-22.630	-22.668	-22.701	-22.733	-22.766	-22.736	-22.666	-22.664	-22.805	-22.732	-22.803	-22.766	-22.736	138.940	138.974	138.975	139.014	139.014	139.019	139.047	138.949	138.942	138.979	139.017	139.017	138.975	138.979	139.007	138.979	138.942	138.977	139.012	139.018	138.979	138.975	138.908	138.909	138.874	139.017	138.943	138.975	138.906	138.911	138.906	138.975	99.511	99.480	99.480	99.437	99.437	99.408	99.421	99.399	99.413	99.398	99.395	99.395	99.426	99.412	99.421	99.412	99.413	99.411	99.423	99.380	99.398	99.412	99.429	99.442	99.432	99.395	99.399	99.453	99.429	99.457	99.442	99.426	2016_7_19_17_06_13
FLQS30X6GRWY____	-22.912	-22.846	-23.032	-22.810	-22.810	-22.739	-22.775	-22.705	-22.701	-22.707	-22.704	-22.704	-22.775	-22.741	-22.737	-22.741	-22.701	-22.737	-22.772	-22.669	-22.707	-22.701	-22.739	-22.772	-22.742	-22.704	-22.704	-22.777	-22.738	-22.809	-22.772	-22.775	138.935	138.938	138.936	138.966	138.966	139.030	138.963	138.903	139.150	138.975	138.965	138.965	138.962	138.973	139.013	138.973	139.150	138.977	139.002	138.966	138.975	139.024	138.915	138.949	138.873	138.965	138.897	138.971	138.863	138.912	138.913	138.962	99.350	99.323	99.398	99.307	99.307	99.274	99.293	99.269	99.251	99.264	99.264	99.264	99.293	99.279	99.274	99.279	99.251	99.276	99.289	99.250	99.264	99.259	99.282	99.293	99.285	99.264	99.268	99.293	99.285	99.310	99.295	99.293	2016_7_19_17_06_13
