,Distance_X_LOGO_Front_Camera_RU1,Distance_X_LOGO_Front_Camera_RU2,Distance_X_LOGO_Front_Camera_RU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Front_Camera_RU1,Distance_Y_LOGO_Front_Camera_RU2,Distance_Y_LOGO_Front_Camera_RU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Front_Camera_RU1,Angle_Front_Camera_RU2,Angle_Front_Camera_RU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30PHGRWY,-26.0437445719,-26.0087328162,-26.0107334879,-25.9397096406,-26.0797566635,-25.8696861292,-26.0077324803,-26.0077324803,-25.9076988925,-26.0117338238,-26.0067321444,-25.9016968773,-25.9737210604,-26.0067321444,-25.977722404,-25.9717203887,-26.1557821902,-26.0437445719,-25.9467119918,-25.9727207246,-26.009733152,-26.0107334879,-26.0747549841,-25.9407099765,-26.0417439001,-26.0797566635,-26.156782526,-26.0107334879,-25.9717203887,-25.9127005719,-26.1507805108,-26.0467455795,139.046087158,139.042086005,139.017078795,138.95206005,139.048087735,138.980068125,139.043086293,138.987070143,139.013077641,139.11310648,139.058090619,138.978067548,138.974066394,139.058090619,139.08209754,139.019079372,139.083097828,139.044086581,138.904046208,138.949059185,139.019079372,138.986069855,138.979067836,138.906046784,139.043086293,139.02007966,139.147116285,139.046087158,138.982068702,139.080096963,138.875037844,139.077096098,100.541,100.527,100.53,100.507,100.555,100.477,100.527,100.531,100.489,100.523,100.526,100.49,100.519,100.526,100.512,100.515,100.583,100.541,100.513,100.52,100.53,100.532,100.558,100.51,100.541,100.557,100.579,100.528,100.517,100.486,100.596,100.54
FLQS30NWGRWV,-26.0856819652,-26.0486909246,-26.0506904403,-25.9817071483,-26.121673248,-25.9037260355,-26.0166986732,-26.0146991575,-25.9037260355,-26.0486909246,-26.0516901981,-25.9057255512,-26.0136993996,-26.0516901981,-26.0146991575,-25.9797076326,-26.1906565401,-26.0496906824,-25.9527141705,-26.0107001261,-26.0136993996,-26.059688261,-26.121673248,-25.9817071483,-26.0836824495,-26.1246725216,-26.1916562979,-26.0486909246,-26.0146991575,-25.9097245827,-26.2346458857,-26.0876814809,139.073133028,139.049133005,139.072133027,138.963132923,139.07513303,138.968132928,139.078133033,138.972132932,139.042132999,139.121133074,139.041132998,139.036132993,139.03313299,139.041132998,139.110133064,139.003132961,139.115133068,139.037132994,138.940132901,138.877132841,139.003132961,138.872132836,139.039132996,139.010132968,139.072133027,139.006132964,139.184133134,139.084133039,138.969132929,139.119133072,138.873132837,139.114133067,100.736,100.723,100.721,100.702,100.75,100.671,100.708,100.715,100.665,100.717,100.724,100.667,100.71,100.724,100.704,100.698,100.774,100.724,100.692,100.72,100.712,100.74,100.752,100.699,100.735,100.756,100.769,100.72,100.715,100.662,100.81,100.733
FLQS30MRGRWY,-26.056979775,-26.0810416262,-26.0228921523,-25.9537143299,-26.1291653288,-25.9146138216,-26.0860545119,-26.0218895752,-25.9226344387,-26.0269024609,-26.0218895752,-25.9146138216,-25.9918122611,-26.0218895752,-25.9898071068,-25.9888045297,-26.1722761456,-26.0559771978,-25.9557194842,-25.9867993754,-26.0238947295,-26.0228921523,-26.0910673976,-25.9958225696,-26.0559771978,-26.1251550202,-26.1732787228,-26.0289076151,-26.0168766895,-25.9256421701,-26.1652581057,-26.0629952378,139.00959447,139.090588408,139.010594395,138.960598138,138.917601356,138.945599261,138.848606521,138.959598213,138.97659694,139.076589455,138.984596342,138.871604799,138.966597689,138.984596342,139.047591626,139.062590503,139.107587135,139.00559477,138.733615129,138.919601207,138.933600159,138.907602105,138.971597315,138.922600982,139.00959447,138.93959971,139.167582644,139.045591776,138.889603452,139.079589231,138.833607644,139.098587809,100.449,100.453,100.435,100.412,100.484,100.397,100.473,100.439,100.398,100.432,100.437,100.402,100.426,100.437,100.419,100.418,100.487,100.449,100.429,100.428,100.441,100.443,100.465,100.431,100.449,100.481,100.483,100.435,100.442,100.392,100.505,100.445
FLQS30MKGRWV,-25.9994527343,-25.96545345,-25.9664534289,-25.8944549444,-26.0334520186,-25.820456502,-25.96545345,-25.9604535552,-25.8574557232,-25.9964527974,-25.9614535341,-25.8534558074,-25.964453471,-25.9614535341,-25.9624535131,-25.9274542498,-26.1374498296,-25.9984527553,-25.8984548602,-25.9574536183,-25.963453492,-25.96545345,-26.0324520397,-25.9374540393,-26.0304520818,-26.067451303,-26.1064504821,-25.96545345,-25.9594535762,-25.8584557022,-26.1044505242,-26.0344519976,139.082158959,139.082158959,139.082158959,139.017157482,139.111159617,138.987156801,139.081158936,139.017157482,139.048158186,139.148160458,139.08615905,139.0751588,139.046158141,139.08615905,139.14516039,139.045158118,139.116159731,139.082158959,138.938155688,138.982156687,139.011157346,139.01615746,139.051158255,139.007157255,139.085159027,139.050158232,139.187161344,139.113159663,139.010157323,139.184161275,138.903154893,139.116159731,100.762,100.748,100.748,100.725,100.773,100.697,100.748,100.751,100.707,100.755,100.746,100.704,100.75,100.746,100.742,100.736,100.814,100.761,100.732,100.752,100.753,100.753,100.777,100.742,100.774,100.791,100.796,100.746,100.751,100.698,100.817,100.773
FLQS30MJGRWV,-26.1293236974,-26.0551922726,-26.0551922726,-25.9480022394,-26.1293236974,-25.9089329749,-26.0551922726,-26.0221336642,-25.9490040154,-26.091256209,-26.0551922726,-25.9459986873,-26.0231354402,-26.0551922726,-26.0561940486,-26.0191283362,-26.1934373621,-26.091256209,-25.9910786078,-26.0511851685,-26.0541904965,-26.0551922726,-26.1283219214,-26.0221336642,-26.1283219214,-26.1633840818,-26.1914338101,-26.091256209,-26.0531887205,-25.9530111194,-26.1964426901,-26.092257985,138.885403937,138.916408939,138.88740426,138.843397161,138.918409261,138.843397161,138.915408777,138.846397645,138.879402969,138.985420071,138.918409261,138.878402808,138.876402485,138.918409261,138.948414101,138.876402485,138.950414424,138.916408939,138.777386513,138.804390869,138.87240184,138.819393289,138.884403776,138.847397806,138.88740426,138.851398452,138.9924212,138.950414424,138.811391998,138.98441991,138.746381511,138.949414263,100.498,100.466,100.468,100.429,100.495,100.413,100.466,100.458,100.427,100.475,100.466,100.425,100.456,100.466,100.464,100.455,100.519,100.481,100.451,100.473,100.469,100.473,100.498,100.458,100.498,100.514,100.515,100.478,100.473,100.421,100.535,100.478
FLQS30MEGRWV,-25.8524576549,-25.8156421314,-25.8166371455,-25.7479811691,-25.8902681927,-25.6723600937,-25.7838016786,-25.8146471172,-25.7131556739,-25.8126570889,-25.8156421314,-25.7101706314,-25.7828066644,-25.8156421314,-25.7788266078,-25.746986155,-25.9579291549,-25.8524576549,-25.7161407163,-25.779821622,-25.7847966927,-25.8852931219,-25.8892731785,-25.7509662116,-25.8524576549,-25.8902681927,-25.9599191832,-25.8176321597,-25.7808166361,-25.7479811691,-25.9619092115,-25.8534526691,139.094190618,139.070188341,139.090190238,138.994181133,139.095190712,138.995181228,139.066187962,138.994181133,139.056187014,139.137194696,139.044185875,139.054186824,139.053186729,139.044185875,139.103191471,139.031184643,139.129193937,139.094190618,138.925174589,138.986180375,139.020183599,138.974179237,139.062187583,138.995181228,139.093190523,139.035185022,139.197200386,139.127193747,138.992180944,139.136194601,138.920174115,139.165197351,100.44,100.427,100.426,100.406,100.455,100.376,100.415,100.432,100.387,100.421,100.429,100.386,100.415,100.429,100.41,100.403,100.48,100.44,100.398,100.419,100.419,100.462,100.457,100.407,100.441,100.46,100.476,100.424,100.419,100.395,100.497,100.435
FLQS30LFGRWY,-26.0030942911,-25.9692425774,-25.9692425774,-25.9383777796,-26.0409285593,-25.8597223273,-26.0399329206,-26.0040899297,-25.8656961591,-26.0090681229,-25.970238216,-25.8637048818,-25.9353908637,-25.970238216,-25.9712338547,-25.937382141,-26.1165970957,-26.0030942911,-25.9762120478,-25.9622731069,-25.970238216,-25.9722294933,-26.038937282,-25.9453472501,-26.0040899297,-26.0737846343,-26.1215752889,-26.0080724842,-25.9672513001,-25.8716699909,-26.1106232639,-26.0100637615,139.101249536,139.052238526,139.103249986,138.945214483,139.103249986,138.937212685,139.034234481,138.947214932,139.069242346,139.111251783,139.07224302,139.060240323,138.968219651,139.07224302,139.143258974,139.026232684,139.145259423,139.099249087,138.90420527,138.962218302,139.026232684,138.998226392,139.068242121,139.014229987,139.109251334,139.030233582,139.148260097,139.040235829,138.981222572,139.177266614,138.846192237,139.134256952,100.59,100.58,100.576,100.576,100.605,100.545,100.61,100.602,100.537,100.592,100.579,100.537,100.573,100.579,100.574,100.57,100.632,100.59,100.594,100.584,100.583,100.586,100.607,100.573,100.59,100.624,100.634,100.597,100.585,100.532,100.652,100.591
FLQS30KNGRWV,-26.1556959562,-26.1166127323,-26.0825401782,-26.0153972039,-26.1927749121,-25.9743097122,-26.1166127323,-26.0825401782,-25.9823267838,-26.086548714,-26.1166127323,-25.9793203819,-26.0845444461,-26.1166127323,-26.0905572498,-26.0795337764,-26.230856002,-26.1186170002,-26.0544804278,-26.0484676241,-26.0835423122,-26.1216234021,-26.1526895543,-26.0534782938,-26.1536916883,-26.1917727782,-26.231858136,-26.1206212681,-26.049469758,-26.0204078737,-26.2589157525,-26.158702358,139.045552499,138.974560896,139.010556638,138.947564089,139.045552499,138.940564917,139.037553445,138.950563735,138.975560778,139.109544929,138.98855924,138.940564917,138.970561369,138.98855924,139.081548241,138.947564089,139.080548359,139.010556638,138.905569057,138.942564681,138.941564799,138.914567992,138.976560659,138.93656539,139.044552617,139.019555574,139.145540671,139.041552972,138.980560186,139.076548832,138.845576153,139.07554895,100.62,100.61,100.594,100.572,100.635,100.556,100.605,100.598,100.557,100.588,100.609,100.558,100.598,100.609,100.592,100.597,100.648,100.608,100.591,100.585,100.599,100.616,100.624,100.588,100.619,100.637,100.643,100.607,100.583,100.564,100.676,100.619
FLQS30K5GRWY,-26.0742538464,-26.0022559067,-26.0392548479,-25.9312579384,-26.0722539036,-25.8562600846,-25.9982560212,-25.9662569369,-25.9282580243,-26.0392548479,-26.000255964,-25.8932590258,-25.9702568224,-26.000255964,-25.969256851,-25.96125708,-26.1462517861,-26.034254991,-26.0142555633,-25.9922561929,-26.0362549338,-26.000255964,-26.0682540181,-25.9722567652,-26.0312550769,-26.0712539322,-26.1872506128,-26.0052558209,-25.9982560212,-25.9032587397,-26.1452518147,-26.0392548479,139.126546654,139.162555595,139.127546902,139.065531503,139.16555634,139.054528771,139.089537464,139.066531752,139.058529765,139.229572236,139.103540941,139.123545909,139.085536471,139.103540941,139.201565282,139.139549883,139.200565034,139.162555595,138.945501698,139.031523059,139.054528771,139.105541438,139.127546902,139.080535229,139.164556092,139.139549883,139.225571243,139.15355336,139.017519581,139.193563295,138.94450145,139.194563543,100.605,100.574,100.591,100.553,100.601,100.524,100.578,100.566,100.552,100.584,100.577,100.533,100.567,100.577,100.558,100.559,100.628,100.586,100.595,100.58,100.595,100.577,100.603,100.568,100.585,100.603,100.643,100.576,100.583,100.532,100.647,100.586
FLQS30K3GRWY,-26.1121839778,-26.0771662974,-26.0441496274,-25.976115277,-26.1482021633,-25.9350945658,-26.0461506377,-26.0411481119,-25.9380960812,-26.0771662974,-26.0771662974,-25.9340940606,-26.0421486171,-26.0771662974,-26.0421486171,-26.0071309368,-26.1872218642,-26.0791673077,-25.9811178028,-26.0061304316,-26.0431491222,-26.0441496274,-26.1472016581,-26.015134978,-26.1111834726,-26.1151854932,-26.1892228745,-26.0781668026,-26.0071309368,-25.9450996173,-26.1852208539,-26.1131844829,139.017718019,139.015718067,139.016718043,138.951719578,139.020717949,138.923720239,139.015718067,138.950719601,138.979718917,139.084716438,139.022717901,138.979718917,138.950719601,139.022717901,139.048717288,138.980718893,139.051717217,139.015718067,138.871721466,138.919720333,138.945719719,138.950719601,138.983718822,138.94271979,139.015718067,138.987718728,139.122715541,139.047717311,138.948719648,139.083716461,138.841722174,139.051717217,100.532,100.518,100.505,100.483,100.546,100.469,100.506,100.509,100.466,100.513,100.518,100.464,100.509,100.518,100.502,100.493,100.56,100.519,100.491,100.497,100.51,100.51,100.549,100.499,100.532,100.536,100.555,100.517,100.496,100.461,100.574,100.53
FLQS30K1GRWY,-25.8078206495,-25.7728398686,-25.7738393195,-25.7008794052,-25.8408025285,-25.634915647,-25.7648442616,-25.769841516,-25.6698964279,-25.7738393195,-25.7708409669,-25.6668980752,-25.7398579896,-25.7708409669,-25.7398579896,-25.7368596369,-25.9137624429,-25.8038228459,-25.7418568913,-25.7328618334,-25.7738393195,-25.7728398686,-25.8398030777,-25.7078755614,-25.8038228459,-25.8398030777,-25.912762992,-25.7708409669,-25.7338612843,-25.6698964279,-25.912762992,-25.8078206495,139.052019443,139.051019515,139.023021524,138.995023534,139.054019299,138.957026261,138.982024467,138.994023606,139.024021453,139.126014132,139.069018223,138.982024467,138.98002461,139.069018223,139.092016572,139.029021094,139.096016285,139.052019443,138.842034515,138.957026261,138.951026692,138.996023462,139.015022098,138.939027553,139.052019443,139.028021165,139.12701406,139.055019228,138.992023749,139.089016787,138.880031788,139.087016931,100.511,100.497,100.5,100.473,100.524,100.449,100.499,100.5,100.458,100.492,100.495,100.46,100.489,100.495,100.481,100.485,100.55,100.51,100.501,100.488,100.505,100.501,100.527,100.48,100.509,100.526,100.548,100.496,100.486,100.453,100.566,100.509
FLQS30JCGRWV,-25.7025072285,-25.7015068974,-25.7015068974,-25.5964721321,-25.7365184859,-25.5674625303,-25.6714969645,-25.6674956401,-25.5674625303,-25.6985059041,-25.7005065663,-25.5674625303,-25.635485045,-25.7005065663,-25.6374857072,-25.6674956401,-25.8435539133,-25.6995062352,-25.6084761053,-25.6334843828,-25.6704966334,-25.7025072285,-25.7335174926,-25.6424873627,-25.7015068974,-25.7345178237,-25.8135439804,-25.7095095462,-25.635485045,-25.6014737876,-25.8105429871,-25.7055082218,138.992354962,138.960362707,138.990355446,138.956363675,138.99335472,138.890379647,139.01834867,138.958363191,138.987356172,139.026346734,138.99835351,138.919372629,138.953364401,138.99835351,139.059338748,138.959362949,138.997353752,138.991355204,138.877382793,138.926370935,138.921372145,138.925371177,138.959362949,138.945366337,138.99335472,138.964361739,139.091331004,139.060338506,138.922371903,139.090331246,138.848389811,139.054339958,100.543,100.544,100.542,100.503,100.556,100.496,100.528,100.531,100.489,100.539,100.541,100.494,100.519,100.541,100.512,100.531,100.598,100.541,100.513,100.52,100.535,100.547,100.557,100.522,100.542,100.557,100.579,100.54,100.521,100.495,100.596,100.539
FLQS30J0GRWV,-25.6015064941,-25.5325078242,-25.5665071688,-25.4915086145,-25.6365058195,-25.3785107927,-25.5635072266,-25.5635072266,-25.4225099446,-25.5655071881,-25.5645072074,-25.4555093084,-25.5315078435,-25.5645072074,-25.5315078435,-25.5675071495,-25.7025045473,-25.6005065134,-25.5375077278,-25.5255079591,-25.5615072652,-25.5335078049,-25.6355058388,-25.5015084217,-25.6015064941,-25.6365058195,-25.703504528,-25.5335078049,-25.529507882,-25.4975084989,-25.7065044702,-25.6025064749,139.066746135,139.088747835,139.063745903,139.017742348,139.066746135,139.017742348,139.087747758,139.019742503,139.053745131,139.158753245,139.067746212,139.026743044,139.024742889,139.067746212,139.12375054,139.024742889,139.126750772,139.063745903,138.947736939,138.988740107,138.993740494,139.024742889,139.030743353,139.014742117,139.062745826,139.030743353,139.170754172,139.121750386,138.992740417,139.162753554,138.912734234,139.125750695,100.329,100.3,100.315,100.289,100.343,100.244,100.312,100.317,100.259,100.308,100.314,100.274,100.304,100.314,100.297,100.319,100.365,100.329,100.312,100.304,100.319,100.305,100.345,100.293,100.329,100.346,100.362,100.298,100.306,100.28,100.382,100.325
FLQS30HZGRWY,-26.0412445949,-26.0082480863,-26.0062482979,-25.9712520008,-26.0782406804,-25.8662631096,-26.0062482979,-26.0052484037,-25.9032591951,-26.0092479805,-26.0082480863,-25.8982597241,-25.9742516834,-26.0082480863,-25.977251366,-25.9712520008,-26.1542326397,-26.0432443833,-25.9412551747,-25.972251895,-26.0072481921,-26.0102478747,-26.0782406804,-25.9792511544,-26.0422444891,-26.081240363,-26.1542326397,-26.0072481921,-25.9692522124,-25.9062588777,-26.1492331687,-26.0462440659,139.087774983,139.050783021,139.088774765,138.956803444,139.089774548,138.958803009,139.054782152,138.987796709,139.021789322,139.123767161,139.058781283,139.050783021,138.987796709,139.058781283,139.087774983,139.020789539,139.125766727,139.051782804,138.909813655,138.950804747,139.015790625,138.989796274,139.018789974,138.979798447,139.052782587,139.021789322,139.157759774,139.058781283,138.984797361,139.096773027,138.879820173,139.11976803,100.63,100.62,100.616,100.612,100.645,100.57,100.618,100.623,100.58,100.615,100.619,100.576,100.611,100.619,100.605,100.607,100.672,100.633,100.603,100.613,100.622,100.625,100.65,100.613,100.633,100.651,100.67,100.619,100.609,100.575,100.688,100.629
FLQS30H6GRWV,-26.103217604,-26.0373230788,-26.0682735376,-25.9294956738,-26.1052144078,-25.8875627942,-26.0273390598,-26.06427993,-25.9265004682,-26.0702703414,-26.0283374617,-25.9564525251,-26.0013806104,-26.0283374617,-26.0033774142,-25.9983854048,-26.1751025406,-26.0662767338,-25.966436544,-26.0233454522,-26.0652783319,-26.035326275,-26.1022192021,-26.005374218,-26.0712687433,-26.1052144078,-26.1751025406,-26.0363246769,-26.0293358636,-25.9334892814,-26.1721073349,-26.0702703414,139.020305975,139.054306294,139.020305975,138.960305411,139.059306341,138.954305355,138.977305571,138.916304998,139.021305984,139.125306961,138.993305721,138.980305599,138.980305599,138.993305721,139.092306651,139.031306078,139.09530668,139.020305975,138.917305007,138.92930512,138.952305336,139.000305787,138.988305674,138.982305618,139.055306304,139.032306088,139.120306914,139.056306313,138.909304932,139.087306604,138.858304453,139.089306623,100.782,100.753,100.768,100.717,100.78,100.701,100.755,100.775,100.712,100.761,100.754,100.726,100.744,100.754,100.737,100.74,100.805,100.768,100.735,100.757,100.772,100.757,100.784,100.746,100.767,100.782,100.803,100.753,100.761,100.71,100.822,100.764
FLQS30GQGRWV,-2348.4960457,-2345.34019215,-2345.34019215,-2338.9383178,-2351.74206649,-2331.99543999,-2345.06969041,-2345.2500249,-2335.692297,-2345.2500249,-2345.61069388,-2335.33162803,-2342.1843386,-2345.61069388,-2342.1843386,-2345.06969041,-2357.60293737,-2348.4960457,-2339.38915402,-2342.00400411,-2345.2500249,-2345.52052664,-2352.01256823,-2342.72534206,-2348.4960457,-2351.92240098,-2357.51277013,-2348.04520948,-2342.09417135,-2339.02848504,-2361.57029613,-2351.56173201,139.043998918,139.041998386,139.041998386,138.941971769,139.041998386,138.938970971,139.009989869,138.968978956,139.005988804,139.113017284,139.047999983,138.972980021,138.976981085,139.047999983,139.07500717,139.005988804,139.082009033,139.04099812,138.898960324,138.938970971,138.943972302,138.976981085,139.005988804,138.968978956,139.039997854,139.005988804,139.123019945,139.050000515,138.968978956,139.083009299,138.867952073,139.0800085,100.604,100.591,100.591,100.57,100.619,100.539,100.592,100.596,100.551,100.585,100.591,100.551,100.581,100.591,100.574,100.592,100.642,100.605,100.575,100.584,100.597,100.596,100.623,100.585,100.605,100.623,100.639,100.602,100.582,100.56,100.675,100.616
FLQS30GCGRWY,-26.1427194401,-26.1046994876,-26.1067005377,-26.0986963372,-26.1747362422,-25.9636254534,-26.1057000127,-26.1036989625,-25.9996443557,-26.1057000127,-26.1067005377,-25.9976433056,-26.0736832106,-26.1067005377,-26.0706816354,-26.0706816354,-26.2417714216,-26.1397178649,-26.0416664085,-26.0716821604,-26.1046994876,-26.1077010628,-26.1777378174,-26.0746837356,-26.14071839,-26.1787383425,-26.2407708965,-26.1046994876,-26.0716821604,-25.9996443557,-26.247774572,-26.14071839,139.122298594,139.125299333,139.122298594,138.98226407,139.122298594,139.022273934,139.122298594,139.050280839,139.087289963,139.197317088,139.125299333,139.086289716,139.088290209,139.125299333,139.159307718,139.08528947,139.162308457,139.121298347,138.97926333,139.007270235,139.049280592,139.055282072,139.089290456,139.050280839,139.122298594,139.084289223,139.233325966,139.160307964,139.051281085,139.194316349,138.945254946,139.193316102,100.662,100.647,100.648,100.656,100.675,100.599,100.648,100.652,100.609,100.642,100.648,100.608,100.638,100.648,100.631,100.637,100.699,100.661,100.633,100.643,100.653,100.654,100.679,100.641,100.662,100.68,100.693,100.645,100.64,100.6,100.718,100.656
FLQS30G5GRWY,-25.8383623454,-25.805369544,-25.8033699803,-25.7383841595,-25.8753542741,-25.6673996476,-25.8083688896,-25.8033699803,-25.7033917945,-25.8043697622,-25.8033699803,-25.6993926671,-25.8273647449,-25.8033699803,-25.8073691077,-25.770377179,-25.9503379135,-25.8373625635,-25.7433830688,-25.770377179,-25.8063693259,-25.7923723799,-25.8733547104,-25.7813747794,-25.8743544922,-25.876354056,-25.9533372591,-25.8083688896,-25.7693773971,-25.7073909219,-25.9473385679,-25.8453608184,139.154374353,139.112368807,139.153374221,139.096366694,139.155374485,139.010355337,139.149373693,139.096366694,139.125370524,139.181377919,139.171376598,139.112368807,139.00735494,139.171376598,139.148373561,139.088365637,139.194379636,139.151373957,139.008355073,139.050360619,139.077364185,139.042359563,139.116369335,139.032358242,139.151373957,139.130371184,139.217382673,139.109368411,139.046360091,139.227383994,138.978351111,139.188378843,100.468,100.458,100.454,100.432,100.482,100.41,100.456,100.458,100.416,100.452,100.453,100.416,100.474,100.453,100.456,100.446,100.509,100.468,100.441,100.449,100.461,100.458,100.485,100.454,100.482,100.485,100.509,100.459,100.448,100.41,100.524,100.468
FLQS30E9GRWY,-25.8207986124,-25.7487935967,-25.8027973585,-25.7327924821,-25.8548009809,-25.6627876058,-25.7457933878,-25.8027973585,-25.6467864912,-25.7837960349,-25.7497936664,-25.697790044,-25.7167913675,-25.7497936664,-25.7507937361,-25.7127910889,-25.8928036281,-25.7837960349,-25.682788999,-25.7677949203,-25.8027973585,-25.7527938754,-25.8207986124,-25.7187915069,-25.8187984731,-25.8728022349,-25.9428071112,-25.8027973585,-25.7487935967,-25.7677949203,-25.9428071112,-25.8227987518,139.117920079,139.077920964,139.015922337,138.945923886,139.117920079,138.945923886,139.078920942,138.945923886,139.044921695,139.14991937,139.085920787,138.980923112,139.073921053,139.085920787,139.156919215,139.048921606,139.116920101,139.076920986,138.93492413,138.980923112,138.945923886,139.015922337,139.042921739,139.003922602,139.115920123,139.050921562,139.190918463,139.050921562,139.010922447,139.085920787,138.840926211,139.153919282,100.529,100.504,100.53,100.507,100.543,100.479,100.502,100.535,100.465,100.512,100.504,100.491,100.491,100.504,100.499,100.492,100.558,100.518,100.488,100.518,100.535,100.51,100.535,100.497,100.529,100.555,100.573,100.527,100.509,100.511,100.599,100.528
FLQS30DZGRWV,-25.7808290545,-25.7118188049,-25.7438235584,-25.6768136058,-25.8148341051,-25.6068032076,-25.7418232613,-25.7388228156,-25.5998021678,-25.7418232613,-25.7438235584,-25.5998021678,-25.7098185078,-25.7438235584,-25.7118188049,-25.7818292031,-25.8868448003,-25.779828906,-25.7128189534,-25.7038176165,-25.7408231127,-25.8168344022,-25.8148341051,-25.7818292031,-25.779828906,-25.8868448003,-25.8798437605,-25.7458238554,-25.7818292031,-25.7118188049,-25.8838443547,-25.7788287574,139.10464442,139.10464442,139.102644267,138.945632252,139.10464442,138.945632252,139.103644343,139.030638757,139.065641435,139.174649777,139.130646409,139.062641206,139.063641282,139.130646409,139.050640287,138.98063493,139.050640287,139.100644114,138.992635849,138.992635849,139.031638833,138.945632252,139.070641818,138.945632252,139.10164419,138.98063493,139.208652378,139.136646869,138.945632252,139.155648323,138.930631104,139.165649088,100.689,100.661,100.674,100.659,100.703,100.631,100.674,100.678,100.62,100.668,100.672,100.62,100.663,100.672,100.665,100.698,100.735,100.689,100.67,100.666,100.678,100.715,100.705,100.701,100.689,100.74,100.721,100.672,100.701,100.658,100.743,100.684
FLQS30D5GRWQ,-26.2685367402,-26.230534517,-26.2665366232,-26.1635305972,-26.3045388464,-26.1285285496,-26.2335346925,-26.2335346925,-26.1285285496,-26.2675366817,-26.2355348096,-26.1325287836,-26.2015328204,-26.2355348096,-26.1955324694,-26.1975325864,-26.3725428247,-26.2675366817,-26.1675308312,-26.2005327619,-26.2355348096,-26.2355348096,-26.3025387294,-26.2005327619,-26.2665366232,-26.339540894,-26.3745429417,-26.2315345755,-26.1995327034,-26.1245283155,-26.3775431172,-26.2705368572,139.086222925,139.061220548,139.086222925,138.982213037,139.060220453,138.986213418,139.061220548,138.985213322,139.053219788,139.133227394,139.058220263,139.051219598,139.024217031,139.058220263,139.098224066,139.02021665,139.099224161,139.057220168,138.950209995,138.943209329,139.015216175,138.987213513,139.024217031,138.991213893,139.060220453,139.021216745,139.196233384,139.123226443,138.984213227,139.160229961,138.911206287,139.095223781,100.74,100.727,100.74,100.706,100.757,100.692,100.728,100.734,100.687,100.736,100.729,100.689,100.718,100.729,100.71,100.717,100.781,100.742,100.71,100.724,100.733,100.735,100.759,100.72,100.741,100.773,100.774,100.723,100.72,100.678,100.797,100.74
