,Distance_X_LOGO_Battery_Rigth1,Distance_X_LOGO_Battery_Rigth2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Rigth1,Distance_Y_LOGO_Battery_Rigth2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Rigth1,Angle_Battery_Rigth2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30TYGRWV,-43.0916475893,-43.4005590385,-43.1776229441,-43.2006163529,-43.060656473,-42.5088146609,-42.6377776931,-42.8407195189,-42.9606851302,-43.2006163529,-43.130636413,-42.9926759599,-42.798731555,-42.8367206652,-43.2576000183,-43.3735667759,-42.9566862765,-43.2236097617,-42.9946753868,-43.0646553267,-43.2536011646,-43.1076430041,-43.3055862628,-43.2705962928,-43.2356063229,-42.6897627913,-42.8447183726,-43.0636556133,-42.9906765331,-43.137634407,-43.074652461,-42.9077003186,-125.220413448,-125.39342369,-125.021401665,-125.164410132,-125.037402613,-125.2044125,-125.117407349,-124.772386923,-124.796388344,-125.282417118,-124.967398468,-124.906394857,-125.038402672,-124.792388107,-125.032402317,-125.483429019,-124.928396159,-125.182411198,-125.085405455,-125.118407408,-125.151409362,-125.238414513,-125.142408829,-125.597435768,-125.492429552,-124.936396633,-125.139408652,-125.101406402,-125.527431624,-125.463427835,-124.983399416,-125.139408652,250.76,250.657,250.696,250.707,250.746,250.996,250.931,250.799,250.753,250.724,250.708,250.756,250.854,250.804,250.665,250.681,250.773,250.7,250.78,250.756,250.683,250.755,250.661,250.739,250.739,250.884,250.849,250.754,250.844,250.775,250.733,250.823
FLQS30T7GRWV,-43.5094745746,-41.7759736116,-43.6014480974,-43.4894803305,-43.3335252266,-43.1755706982,-43.1175873903,-43.2105606254,-43.1235856636,-43.4035050809,-43.4594889644,-43.0995925707,-43.1415804833,-43.0076190478,-43.6154440683,-43.6714279518,-43.1855678203,-43.3975068077,-43.2865387529,-43.418500764,-43.6094457951,-43.4644875254,-43.4914797549,-43.5294688187,-43.5154728478,-43.4055045053,-43.3175298313,-43.472485223,-43.4205001884,-43.4904800427,-43.4904800427,-43.1985640789,-125.605876805,-125.239827622,-125.402849526,-125.543868474,-125.607877074,-125.484860545,-125.678886615,-125.484860545,-125.165817677,-125.449855842,-125.601876268,-125.14581499,-125.229826278,-125.097808539,-125.398848988,-125.305836491,-125.233826815,-125.421852079,-125.347842135,-125.417851541,-125.449855842,-125.426852751,-125.714891453,-125.973926257,-125.859910938,-125.7919018,-125.785900994,-125.353842941,-125.904916985,-125.703889975,-125.287834072,-125.442854901,250.823,251.482,250.757,250.822,250.894,250.942,250.992,250.928,250.918,250.844,250.843,250.925,250.92,250.956,250.75,250.714,250.902,250.842,250.877,250.833,250.76,250.816,250.845,250.866,250.856,250.891,250.926,250.802,250.901,250.844,250.785,250.926
FLQS30S7GRWV,-43.2507811627,-43.7689582522,-43.0126997972,-43.2907948375,-43.0797227026,-43.1057315913,-42.749609885,-43.1207367194,-42.990692276,-43.3308085124,-43.2297739834,-43.1447449243,-42.9526792849,-43.0587155233,-43.1637514198,-43.4748577419,-43.1127339844,-43.2537821883,-43.1527476592,-43.2207709065,-43.4068344946,-43.2577835558,-43.427841674,-43.2697876582,-43.3168037262,-43.1487462918,-43.1347415056,-43.0447107371,-43.1507469755,-43.2347756927,-43.232775009,-43.2367763765,-125.768304543,-125.746307463,-125.441347946,-125.705312905,-125.838295252,-125.834295783,-125.779303083,-125.440348078,-125.467344495,-125.814298437,-125.651320072,-125.628323125,-125.537335204,-125.649320338,-125.525336796,-125.479342902,-125.66331848,-125.787302021,-125.702313303,-125.881289544,-125.818297906,-125.915285032,-125.812298703,-125.925283704,-126.010272422,-125.798300561,-125.943281315,-125.655319541,-125.905286359,-125.67431702,-125.698313834,-125.877290075,250.871,250.657,250.922,250.846,250.95,250.939,251.077,250.878,250.935,250.845,250.863,250.894,250.96,250.933,250.872,250.739,250.912,250.872,250.902,250.899,250.814,250.889,250.805,250.885,250.878,250.917,250.942,250.939,250.931,250.864,250.868,250.892
FLQS30RRGRWV,-42.9353590496,-43.4901440252,-42.9223640862,-42.8663857824,-42.7244407976,-42.68645552,-42.373576786,-42.7044485463,-42.7564283998,-43.0413179819,-43.0053319294,-42.7354365359,-42.6574667555,-42.8713838452,-42.8823795835,-43.0593110082,-42.941356725,-42.9093691228,-42.6794582321,-42.8064090283,-43.180264129,-42.9073698977,-42.8763819081,-42.9813412278,-43.2502370088,-42.8513915939,-42.7114458343,-42.9143671857,-42.8543904316,-42.999334254,-42.8244020545,-42.8913760966,-125.491790224,-125.661829234,-125.206724825,-125.749849428,-125.473786094,-125.469785176,-125.343756262,-125.191721383,-125.104701419,-125.648826251,-125.211725972,-125.02668352,-125.165715416,-125.173717252,-125.156713351,-125.119704861,-125.236731709,-125.42377462,-125.216727119,-125.464784028,-125.641824645,-125.619819597,-125.717842085,-125.757851264,-125.806862508,-125.374763376,-125.512795043,-125.355759016,-125.490789995,-125.636823498,-125.217727349,-125.457782422,250.986,250.783,250.951,251.05,251.07,251.085,251.195,251.038,251.005,250.964,250.918,251.003,251.054,250.967,250.961,250.883,250.947,250.987,251.052,251.035,250.907,251.015,251.041,251.004,250.901,251.004,251.08,250.975,251.019,250.98,250.993,250.999
FLQS30R2GRWV,-43.5042912752,-43.7824529848,-43.5783343202,-43.7104111032,-43.4462575372,-43.3612080936,-43.1771010627,-43.5373104709,-43.1520865205,-43.6073511892,-43.817473344,-43.5773337385,-43.3902249626,-43.3071766823,-43.7124122666,-43.7204169201,-43.4222435766,-43.5102947653,-43.3512022767,-43.5373104709,-43.7194163384,-43.6343668948,-43.6643843455,-43.585338392,-43.8094686904,-43.4562633541,-43.1991138599,-43.5333081442,-43.6773919074,-43.672388999,-43.4922842949,-43.4862808048,-125.23031737,-125.910308233,-125.031320044,-125.573312761,-125.306316349,-125.363315583,-125.312316268,-125.03531999,-124.790323282,-125.350315757,-125.595312466,-125.226317424,-125.120318848,-124.877322113,-125.175318109,-125.120318848,-125.186317961,-125.260316967,-125.112318955,-125.484313957,-125.405315018,-125.444314494,-125.680311324,-125.596312452,-125.543313164,-125.332315999,-125.158318337,-125.183318001,-125.385315287,-125.606312318,-125.168318203,-125.345315825,250.677,250.66,250.618,250.642,250.712,250.755,250.823,250.636,250.759,250.652,250.602,250.647,250.708,250.708,250.585,250.573,250.704,250.679,250.723,250.7,250.614,250.654,250.676,250.696,250.597,250.711,250.792,250.659,250.629,250.662,250.673,250.701
FLQS30QXGRWV,-42.9829020395,-43.0379262368,-42.9678954403,-43.0219191976,-42.8758549648,-42.8608483655,-42.547710661,-42.6857713742,-42.7277898521,-43.1269653924,-42.8958637638,-42.8838584844,-42.5627172603,-42.7868158092,-43.0869477944,-43.1059561535,-42.97389808,-43.0499315162,-42.9558901609,-43.0249205175,-43.0779438348,-42.9919059991,-42.9308791621,-43.0039112785,-43.1669829904,-42.7688078901,-42.7998215286,-43.073942075,-42.8848589244,-43.1059561535,-43.0299227172,-42.9768993998,-126.201972714,-126.37305944,-125.988864688,-126.202973222,-126.276010245,-126.433089869,-126.397071611,-125.872805857,-125.965853024,-126.434090377,-126.01287686,-125.941840852,-125.839789121,-125.902821072,-126.070906276,-125.97785911,-126.228986408,-126.221982858,-126.07290729,-126.459103056,-126.37305944,-126.280012273,-126.117930113,-126.682216153,-126.505126385,-126.041891568,-126.07991084,-126.216980322,-126.165954456,-126.117930113,-126.130936706,-126.191967643,251.04,251.041,251.016,251.024,251.094,251.121,251.244,251.115,251.111,251.013,251.049,251.044,251.161,251.078,250.979,250.959,251.047,251.015,251.033,251.058,251.025,251.047,251.049,251.098,251.007,251.105,251.097,251.005,251.075,250.978,251.011,251.041
FLQS30QPGRWV,-43.0941015432,-43.2321274916,-43.0040846204,-43.2071227908,-42.9570757829,-43.0360906374,-42.61801204,-43.0941015432,-42.9820804837,-43.2651336967,-43.1331088765,-42.9520748427,-42.8250509627,-43.0430919536,-43.1581135773,-43.3411479871,-42.930070706,-43.18211809,-42.9700782273,-43.1611141414,-43.3941579528,-42.8710596121,-43.3391476111,-43.3741541922,-43.4191626536,-43.0180872528,-42.9490742786,-42.9850810478,-42.9650772871,-43.2281267395,-43.1651148935,-43.056094398,-125.844608682,-125.986643229,-125.680568783,-125.893620603,-125.759588003,-125.948633984,-125.767589949,-125.704574622,-125.461515504,-125.797597248,-125.622554673,-125.498524505,-125.458514774,-125.781593355,-125.628556132,-125.46351599,-125.578543968,-125.891620116,-125.684569756,-126.005647851,-125.870615007,-125.898621819,-125.739583137,-126.054659772,-125.865613791,-125.604550294,-125.855611358,-125.638558565,-125.828604789,-125.725579731,-125.691571459,-125.867614278,250.987,250.95,251.001,250.947,251.031,251.025,251.17,250.967,250.979,250.91,250.94,250.996,251.043,250.999,250.93,250.833,251.016,250.957,251.015,250.982,250.868,251.085,250.872,250.902,250.857,250.984,251.047,251.002,251.037,250.916,250.936,251.005
FLQS30QMGRWV,-43.4524189887,-43.4854329829,-43.3743859113,-43.5084427365,-43.3123596191,-43.2123172123,-42.8861789659,-43.2163189085,-43.0982688685,-43.5474592752,-43.4364122036,-43.3713846391,-43.0522493613,-43.2883494415,-43.456420685,-43.6234915044,-43.3953948168,-43.4204054185,-43.3233642839,-43.5034406162,-43.7255347594,-43.3123596191,-43.4013973612,-43.5164461291,-43.5384554586,-43.3193625876,-43.2903502896,-43.4404138999,-43.3203630116,-43.3473744615,-43.4504181405,-43.3523765818,-124.810094005,-124.677061929,-124.430002358,-124.390992952,-124.460009593,-124.705068682,-124.482014899,-124.317975346,-124.273964735,-124.823097141,-124.284967388,-124.338980411,-124.342981376,-124.349983064,-124.399995123,-124.353984029,-124.42300067,-124.670060241,-124.414998741,-124.714070852,-124.692065546,-124.670060241,-124.396994399,-125.068156229,-124.900115711,-124.492017311,-124.752080017,-124.786088217,-124.558033229,-124.492017311,-124.47401297,-124.530026476,250.852,250.819,250.83,250.769,250.859,250.935,251.037,250.878,250.921,250.815,250.783,250.818,250.949,250.854,250.792,250.716,250.82,250.845,250.848,250.817,250.723,250.889,250.814,250.862,250.83,250.861,250.91,250.853,250.87,250.85,250.805,250.853
FLQS30Q9GRWY,-43.2196047337,-43.2826946613,-43.175541927,-43.1545119511,-43.1364862575,-43.1575162334,-42.9281893535,-43.0623806282,-43.1725376448,-43.20157904,-43.319747476,-43.2105918868,-43.1224662736,-43.2836960887,-43.3688174197,-43.4279016377,-43.2336247176,-43.1835533464,-43.2226090159,-43.3357703148,-43.5410629365,-43.2406347095,-43.2526518386,-43.3147403389,-43.3818359762,-43.2125947417,-43.2486461289,-43.3397760245,-43.3517931535,-43.3948545327,-43.4078730892,-43.3487888713,-125.825946827,-125.799952829,-125.49202393,-125.572005462,-125.717971759,-125.833944981,-125.718971528,-125.746965064,-125.595000153,-125.627992535,-125.614995536,-125.401044937,-125.473028316,-125.46802947,-125.6809803,-125.353056018,-125.533014465,-125.773958831,-125.824947058,-125.776958139,-125.690977992,-125.7879556,-125.98790943,-126.23585218,-126.128876881,-125.674981685,-125.698976145,-125.658985379,-126.205859106,-125.730968758,-125.694977068,-125.806951214,250.975,250.946,250.946,250.966,250.994,251.001,251.079,251.028,250.962,250.955,250.905,250.919,250.965,250.899,250.894,250.824,250.928,250.983,250.973,250.921,250.825,250.961,250.984,250.993,250.951,250.957,250.945,250.903,250.974,250.89,250.88,250.92
FLQS30Q9GRWV,-42.8228346144,-42.8718458702,-42.7118091164,-42.8108318578,-42.6758008469,-42.4597512293,-42.3967367575,-42.5787785649,-42.6467941852,-42.9108548289,-42.8938509238,-42.6207882127,-42.49175858,-42.6557962526,-42.9288589637,-42.9888727464,-42.8288359926,-42.844839668,-42.7538187643,-42.6447937258,-43.0988980146,-42.8238348441,-42.7518183049,-42.7918274933,-43.0058766515,-42.7418160078,-42.7328139404,-42.8178334658,-42.8728460999,-42.83783806,-42.8888497753,-42.9058536804,-125.595688146,-125.508668269,-125.400643594,-125.473660273,-125.562680606,-125.615692715,-125.621694086,-125.585685861,-125.252609781,-125.706713506,-125.469659359,-125.293619148,-125.375637883,-125.493664842,-125.534674209,-125.37063674,-125.444653647,-125.558679692,-125.541675808,-125.613692258,-125.654701625,-125.563680835,-125.832742293,-125.956770623,-125.658702539,-125.463657988,-125.658702539,-125.613692258,-125.881753488,-125.520671011,-125.542676037,-125.725717847,251.003,250.971,251.021,250.991,251.058,251.154,251.181,251.101,251.027,250.982,250.956,251.044,251.108,251.057,250.951,250.904,250.979,250.989,251.024,251.078,250.898,250.998,251.065,251.066,250.937,251.017,251.048,251.007,251.022,250.986,250.968,250.987
FLQS30Q3GRWV,-43.0843678902,-43.2587944941,-43.0843678902,-43.1342040628,-42.8212328992,-42.9597774589,-42.7923279191,-42.7803672377,-42.8531280496,-43.0843678902,-43.2259026203,-43.0046300141,-42.6946490209,-42.9119347332,-43.1999878105,-43.3275684122,-43.0325382708,-43.2239091734,-43.1292204455,-42.9657577996,-43.3166044543,-43.0145972487,-43.0833711668,-43.1232401048,-43.3983357773,-43.0614432508,-42.7484720873,-43.190020576,-43.0843678902,-43.0963285716,-43.2109517685,-43.2199222795,-125.790363286,-125.895344394,-125.693380739,-125.906342415,-125.798361847,-125.981328921,-125.917340436,-125.818358248,-125.609395852,-125.825356989,-125.892344934,-125.596398191,-125.605396572,-125.862350332,-125.83535519,-125.563404129,-125.562404309,-126.000325502,-125.84135411,-126.028320464,-125.954333779,-125.860350692,-125.818358248,-126.068313267,-125.9653318,-125.758369044,-125.943335758,-125.805360587,-126.210287718,-125.818358248,-125.84135411,-125.962332339,250.927,250.871,250.913,250.923,251.036,251.005,251.064,251.055,250.996,250.932,250.884,250.932,251.061,251.008,250.886,250.796,250.916,250.9,250.916,251.009,250.855,250.966,250.931,250.95,250.824,250.932,251.086,250.886,250.986,250.926,250.882,250.896
FLQS30Q2GRWV,-42.9678100389,-43.2458346918,-42.9138052501,-43.0358160691,-42.5497729707,-42.7617917708,-42.6337804198,-42.6507819274,-42.520770399,-43.2248328296,-43.0708191729,-42.9758107483,-42.7297889331,-42.823797269,-43.1178233408,-43.2408342484,-42.8898031218,-43.0258151823,-42.873801703,-43.001813054,-43.1168232521,-42.420761531,-42.9658098615,-43.0428166898,-43.1518263559,-42.8037954954,-42.8457992199,-42.9998128766,-43.0498173106,-43.1358249371,-43.0748195276,-43.0358160691,-125.55134212,-125.745396745,-125.358287776,-125.500327759,-125.49432607,-125.628363801,-125.636366053,-125.360288339,-125.185239063,-125.724390832,-125.500327759,-125.747397308,-125.325278484,-125.322277639,-125.543339867,-125.394297912,-125.385295378,-125.692381822,-125.552342401,-125.871432223,-125.609358451,-125.750398153,-125.465317904,-125.978462352,-125.930448836,-125.412302981,-125.607357888,-125.900440389,-125.895438981,-125.589352819,-125.546340712,-126.025475586,251.007,250.921,251.002,250.972,251.17,251.101,251.155,251.11,251.139,250.926,250.958,251.031,251.073,251.033,250.944,250.873,251.015,251.003,251.045,251.038,250.954,251.258,250.996,251.036,250.985,251.054,251.064,251.042,251.021,250.943,250.962,251.045
FLQS30PHGRWY,-43.0145345942,-43.0615319005,-42.9155402681,-43.0475327029,-42.7505497247,-42.6515553986,-42.5345621041,-42.8905417009,-42.6515553986,-43.0845305823,-43.0525324163,-42.909540612,-42.7485498393,-42.909540612,-43.0795308689,-43.2385217562,-42.8395446239,-42.9825364282,-42.7625490369,-43.0745311555,-43.0645317286,-43.0515324736,-43.0865304677,-43.1195285764,-43.2245225586,-42.8815422167,-42.8595434776,-43.066531614,-42.8745426179,-43.0245340211,-42.9635375171,-43.0275338491,-125.514985514,-125.496982361,-125.260941015,-125.72402213,-125.405966418,-125.464976755,-125.530988317,-125.131918415,-125.098912634,-125.304948724,-125.212932606,-125.199930328,-125.161923671,-125.164924197,-125.276943818,-125.168924897,-125.094911933,-125.537989544,-125.20593138,-125.526987617,-125.572995675,-125.606001457,-125.431970973,-125.748026334,-125.698017575,-125.368959936,-125.389963615,-125.41396782,-125.479979383,-125.439972375,-125.339954855,-125.346956082,250.916,250.894,250.92,250.931,251.008,251.057,251.114,250.913,251.006,250.857,250.858,250.914,250.975,250.909,250.855,250.775,250.928,250.932,250.975,250.893,250.903,250.913,250.874,250.905,250.855,250.949,250.961,250.88,250.968,250.901,250.912,250.887
FLQS30NWGRWV,-43.2524497622,-41.5882015912,-43.0904256014,-43.300456921,-43.144433655,-42.8033827978,-42.6153547593,-42.9334021862,-43.04541889,-43.1634364887,-43.2334469286,-43.0814242591,-42.8883954748,-42.8733932377,-43.2254457354,-43.5814988297,-42.8773938343,-43.2524497622,-42.953405169,-43.1644366378,-43.5925004703,-43.1634364887,-43.2974564736,-43.2104434983,-43.3384625884,-42.9704077044,-42.7603763848,-43.1614361904,-43.1364324619,-43.2304464811,-43.3034573685,-43.1714376818,-125.646504441,-125.497497913,-125.194484638,-125.523499052,-125.585501768,-125.517498789,-125.456496117,-125.243486785,-125.217485646,-125.56750098,-125.742508646,-125.311489764,-125.220485777,-125.15548293,-125.381492831,-125.560500673,-125.219485733,-125.529499315,-125.322490246,-125.576501374,-125.6935065,-125.742508646,-125.832512589,-125.685506149,-125.847513247,-125.40749397,-125.481497212,-125.347491341,-125.488497519,-125.426494802,-125.392493313,-125.454496029,250.833,251.493,250.835,250.796,250.868,250.998,251.066,250.906,250.857,250.857,250.853,250.855,250.922,250.918,250.806,250.686,250.926,250.816,250.909,250.859,250.701,250.882,250.84,250.855,250.825,250.914,251.01,250.828,250.858,250.81,250.776,250.838
FLQS30MRGRWY,-42.8477092343,-42.9337648858,-42.8597169996,-42.9277610031,-42.5655267494,-42.7096199332,-42.4124277416,-42.7526477589,-42.5935448685,-43.0308276554,-42.899742884,-42.8106852913,-42.616559752,-42.5385092775,-42.9527771808,-43.1108794242,-42.7846684664,-42.9737907701,-42.7046166977,-42.8927383543,-43.0768574224,-42.671595343,-42.8867344716,-42.8056820557,-43.0698528927,-42.7546490531,-42.8296975864,-42.5925442214,-42.7466438763,-43.0198205372,-42.9037454725,-42.7796652309,-125.632955361,-125.793939927,-125.379979614,-125.507967343,-125.64495421,-125.768942323,-125.712947692,-125.479970028,-125.218995048,-125.954924493,-125.448972999,-125.390978559,-125.408976834,-125.402977409,-125.509967152,-125.359981531,-125.473970603,-125.660952676,-125.566961687,-125.962923726,-125.694949417,-125.920927752,-126.013918837,-126.13790695,-126.094911072,-125.545963701,-126.113909251,-125.576960729,-125.616956894,-125.674951334,-125.630955552,-125.584959962,251.044,251.031,251.004,250.994,251.161,251.119,251.233,251.061,251.09,251.014,250.997,251.025,251.107,251.139,250.984,250.898,251.048,250.997,251.093,251.072,250.959,251.156,251.081,251.131,251.018,251.07,251.118,251.14,251.083,250.98,251.021,251.065
FLQS30MKGRWV,-42.9352422665,-43.2872934505,-43.1072672769,-43.2092821086,-42.941243139,-42.9112387767,-42.5521865749,-42.8602313609,-42.9252408124,-43.1632754198,-43.0752626238,-43.0152538993,-42.6872062051,-43.1042668407,-43.0922650958,-43.2122825449,-42.9202400854,-43.1272701851,-43.0232550625,-42.8542304884,-43.3312998485,-43.0002517181,-43.0382572437,-43.0102531722,-43.3022956317,-43.0242552079,-42.9322418303,-43.0872643687,-43.0272556442,-43.034256662,-43.0412576799,-42.990250264,-125.510833374,-125.752844622,-125.31882445,-125.397828122,-125.603837697,-125.660840346,-125.589837046,-125.434829842,-125.414828912,-125.638839324,-125.402828355,-125.444830307,-125.227820221,-125.750844529,-125.399828215,-125.421829238,-125.40982868,-125.492832538,-125.581836674,-125.641839463,-125.701842252,-125.793846528,-125.626838766,-125.761845041,-125.96085429,-125.554835419,-125.578836535,-125.722843228,-125.666840625,-125.447830446,-125.643839556,-125.576836442,250.953,250.843,250.855,250.825,250.963,250.983,251.12,250.973,250.943,250.877,250.88,250.911,251.015,250.917,250.873,250.827,250.944,250.872,250.927,251.004,250.818,250.966,250.927,250.957,250.866,250.923,250.963,250.92,250.937,250.903,250.928,250.939
FLQS30MJGRWV,-42.8785536709,-42.9335620785,-42.8215449575,-42.9165594798,-42.7905402187,-42.7605356327,-42.4454874799,-42.6885246264,-42.5074969576,-42.9735681932,-42.9045576454,-42.7835391486,-42.5935101041,-42.6975260022,-42.9885704862,-43.0995874543,-42.6935253907,-42.8955562696,-42.8605509193,-42.9915709448,-43.049579811,-42.9235605499,-42.922560397,-42.9985720148,-43.0655822568,-42.8025420531,-42.6625206518,-42.8635513779,-42.8545500021,-42.8195446518,-42.9985720148,-42.8845545881,-126.029984831,-126.137000952,-125.89096389,-125.907966451,-126.238016169,-126.290024003,-126.055988748,-126.067990556,-125.73994114,-126.084993118,-125.846957261,-125.834955453,-125.864959972,-125.802950631,-126.028984681,-125.807951385,-125.929969765,-125.992979257,-125.914967505,-126.161004568,-126.152003212,-126.066990406,-126.007981517,-126.499055491,-126.338031235,-126.158004116,-126.298025208,-126.049987845,-126.120998541,-126.009981818,-126.036985886,-126.14900276,251.203,251.195,251.207,251.171,251.268,251.287,251.383,251.286,251.314,251.172,251.167,251.215,251.297,251.245,251.158,251.082,251.264,251.191,251.194,251.175,251.151,251.19,251.182,251.219,251.17,251.252,251.328,251.212,251.226,251.224,251.155,251.217
FLQS30MEGRWV,-43.2327701447,-43.7946616613,-43.2696318222,-43.2756093915,-43.1301552046,-43.08233465,-42.7167066596,-43.0972785733,-42.9219365398,-43.3802168547,-43.4091084398,-43.1969047287,-43.0624094189,-43.1640280974,-43.4569289944,-43.4549364713,-43.1600430512,-43.1869421132,-43.2028822981,-43.2706280837,-43.5167046876,-43.3064934997,-43.5406149649,-43.37722807,-43.3652729314,-43.1998935134,-43.1162075428,-43.339370131,-43.2556841604,-43.3413626541,-43.3343888232,-43.2218112676,-124.903513877,-125.019535719,-124.717478855,-124.717478855,-124.997531577,-124.862506157,-124.79649373,-124.899513124,-124.476433477,-124.887510865,-124.717478855,-124.534444398,-124.671470194,-124.731481491,-124.839501827,-124.672470382,-124.864506534,-124.860505781,-124.903513877,-124.971526681,-124.947522162,-124.994531012,-125.220573566,-125.333594843,-125.027537226,-124.892511806,-124.8845103,-125.277584299,-124.990530259,-124.815497308,-124.780490718,-124.83750145,250.729,250.516,250.688,250.686,250.785,250.786,250.927,250.785,250.797,250.667,250.631,250.692,250.767,250.734,250.628,250.606,250.754,250.742,250.742,250.724,250.619,250.712,250.649,250.732,250.693,250.742,250.775,250.739,250.733,250.673,250.67,250.725
FLQS30LFGRWY,-42.9704372415,-43.1381696111,-42.8715949522,-43.008376706,-42.9115312307,-42.7667622212,-42.8386475225,-42.8715949522,-42.8356523016,-43.1751106687,-43.0523066123,-42.876586987,-42.7368100123,-42.8376491155,-43.1162046579,-43.1900867731,-42.9544627301,-42.9854133459,-42.9973942294,-42.9015471611,-43.1980740288,-43.0113719269,-42.9764276832,-42.9924021946,-43.2599752605,-42.8146857554,-42.851626813,-43.0592954611,-42.8805806149,-43.0762683794,-43.0792636003,-42.9694388345,-125.480180209,-125.637221735,-125.215110118,-125.610214594,-125.503186292,-125.565202691,-125.623218032,-125.285128632,-125.18010086,-125.720243688,-125.346144767,-125.229113821,-125.194104563,-125.193104299,-125.425165662,-125.439169365,-125.436168571,-125.502186028,-125.601212213,-125.54719793,-125.59821142,-125.775258235,-125.530193434,-125.777258764,-125.926298174,-125.331140799,-125.535194756,-125.439169365,-125.561201633,-125.461175184,-125.479179945,-125.533194227,250.931,250.885,250.935,250.934,250.959,251.027,251.006,250.945,250.945,250.881,250.879,250.935,250.987,250.945,250.864,250.836,250.932,250.928,250.937,250.969,250.855,250.956,250.936,250.964,250.876,250.974,250.988,250.889,250.98,250.885,250.887,250.939
FLQS30KNGRWV,-43.1998150509,-43.629051679,-43.170799055,-43.1357797497,-43.0837510675,-43.1818051224,-42.9406721914,-42.9396716399,-43.0007052863,-43.3508983395,-43.2858624868,-43.096758238,-42.965685981,-43.065741139,-42.99670308,-43.3589027522,-43.0677422422,-43.1437841623,-43.0437290043,-43.3629049585,-43.3599033038,-43.1007604444,-43.1848067771,-43.2848619352,-43.4009259186,-43.03472404,-43.0137124568,-43.2388365625,-43.0987593412,-43.380914887,-43.170799055,-43.1978139477,-125.279306622,-125.52026682,-125.092337505,-125.092337505,-125.174323963,-125.412284657,-125.366292254,-125.278306787,-125.043345597,-125.271307943,-125.088338165,-125.079339652,-125.175323797,-125.407285482,-125.081339322,-125.048344772,-125.307301997,-125.298303484,-125.153327431,-125.545262692,-125.328298529,-125.512268142,-125.327298694,-125.711235277,-125.607252452,-125.127331725,-125.208318347,-125.640247002,-125.356293905,-125.68723924,-125.162325944,-125.267308604,250.873,250.732,250.859,250.873,250.905,250.899,250.991,250.979,250.921,250.81,250.811,250.887,250.954,250.946,250.928,250.775,250.931,250.898,250.919,250.844,250.815,250.946,250.886,250.899,250.837,250.919,250.939,250.908,250.925,250.857,250.868,250.872
