,Distance_X_LOGO_MainBoard_RU1,Distance_X_LOGO_MainBoard_RU2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_RU1,Distance_Y_LOGO_MainBoard_RU2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_RU1,Angle_MainBoard_RU2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30PHGRWY,-65.8973081528,-65.7582653028,-65.8642979798,-65.6152212196,-65.4821802192,-65.6482313927,-65.5842116631,-65.6902443402,-65.6902443402,-65.6212230693,-65.8082807165,-65.6252243024,-65.6152212196,-65.7252551298,-65.9923374389,-65.5852119714,-65.9063109273,-65.6962461898,-65.6152212196,-65.6972464981,-65.5902135128,-65.576209197,-65.6192224527,-65.4421678883,-65.8873050701,-65.6192224527,-65.7242548215,-65.8923066115,-65.8172834909,-65.6352273851,-65.9003090777,-65.6382283099,131.342958814,131.165954827,131.349958972,131.17095494,131.208955796,131.065952574,131.171954962,131.030951786,131.097953295,130.960950209,131.19095539,131.176955075,131.17095494,131.105953475,131.235956404,131.100953363,131.146954399,131.179955142,131.065952574,131.176955075,130.960950209,131.243956584,131.100953363,131.032951831,131.205955728,131.108953543,130.855947843,131.314958184,131.098953318,131.242956562,131.148954444,131.235956404,116.57,116.552,116.557,116.502,116.449,116.532,116.491,116.552,116.541,116.541,116.566,116.504,116.502,116.551,116.622,116.503,116.607,116.529,116.52,116.529,116.53,116.475,116.515,116.465,116.591,116.514,116.595,116.573,116.585,116.496,116.605,116.498
FLQS30NWGRWV,-65.9038492374,-65.7228880931,-65.868856751,-65.5859175032,-65.4929374677,-65.6239093456,-65.5559239434,-65.6549026908,-65.6549026908,-65.6319076283,-65.8138685579,-65.6369065549,-65.5859175032,-65.7298865904,-65.9658359277,-65.554924158,-65.9058488081,-65.737884873,-65.5859175032,-65.7018926012,-65.5989147124,-65.5849177179,-65.6239093456,-65.4519462693,-65.8948511695,-65.6229095603,-65.6888953919,-65.8638578243,-65.7908734954,-65.6469044082,-65.9128473054,-65.615911063,131.399352933,131.223335046,131.366349579,131.230335757,131.22633535,131.088321325,131.231335859,131.088321325,131.120324578,130.988311162,131.246337383,131.20133281,131.230335757,131.123324882,131.294342261,131.161328744,131.168329456,131.200332708,131.087321224,131.199332606,130.948307097,131.260338806,131.161328744,131.053317768,131.225335249,131.127325289,130.876299779,131.33034592,131.157328338,131.258338603,131.204333115,131.295342363,116.753,116.72,116.747,116.671,116.64,116.71,116.661,116.72,116.715,116.73,116.749,116.694,116.671,116.74,116.793,116.673,116.794,116.73,116.697,116.717,116.725,116.666,116.697,116.656,116.78,116.702,116.769,116.751,116.756,116.688,116.79,116.671
FLQS30MRGRWY,-66.0208066759,-65.8483867131,-65.9857212183,-65.7351108073,-65.6128129268,-65.7722011482,-65.6729594254,-65.778215798,-65.7772133564,-65.7471401071,-65.9315893696,-65.7511498736,-65.7351108073,-65.8473842715,-66.0819556162,-65.705037558,-66.0308310923,-65.8213207887,-65.7391205739,-65.8213207887,-65.7170668577,-65.7010277914,-65.7100497662,-65.5687054944,-66.0418579504,-65.7371156906,-65.8463818298,-66.014792026,-65.9466259942,-65.7611742901,-66.0248164425,-65.7321034824,131.276691562,131.132709449,131.280691065,131.102713175,131.131709573,130.957731186,131.098713672,130.996726342,131.037721249,130.900738266,131.113711809,131.107712554,131.102713175,131.037721249,131.204700505,131.028722367,131.078716156,131.111712057,130.998726093,131.107712554,130.900738266,131.125710318,131.026722615,130.928734788,131.097713796,131.036721373,130.795751309,131.197701375,131.067717522,131.124710442,131.078716156,131.162705722,116.499,116.464,116.486,116.43,116.382,116.468,116.409,116.464,116.456,116.469,116.497,116.435,116.43,116.481,116.533,116.432,116.537,116.458,116.45,116.459,116.459,116.414,116.435,116.403,116.538,116.442,116.523,116.511,116.51,116.435,116.535,116.419
FLQS30MKGRWV,-65.9983814024,-65.8613826865,-65.9653817117,-65.7133840737,-65.5893852359,-65.7593836425,-65.6823843642,-65.7883833707,-65.7883833707,-65.7183840268,-65.8963823585,-65.7243839706,-65.7133840737,-65.8213830614,-66.0513809057,-65.6793843924,-65.9993813931,-65.7933833239,-65.7193840175,-65.790383352,-65.6573845986,-65.6783844017,-65.7173840362,-65.5533855733,-66.0163812337,-65.7163840456,-65.8233830427,-65.9493818617,-65.8753825553,-65.7703835394,-65.9993813931,-65.7013841862,131.385318188,131.164300831,131.309312219,131.211304522,131.20630413,131.065293055,131.210304444,131.066293134,131.10329604,130.971285673,131.186302559,131.179302009,131.211304522,131.101295883,131.279309863,131.138298789,131.150299731,131.186302559,131.067293212,131.181302166,130.971285673,131.245307193,131.097295569,131.036290778,131.208304287,131.06229282,130.828274441,131.316312769,131.138298789,131.204303972,131.194303187,131.28131002,116.846,116.837,116.848,116.777,116.735,116.819,116.766,116.829,116.823,116.821,116.846,116.787,116.777,116.834,116.883,116.778,116.888,116.81,116.805,116.81,116.8,116.759,116.799,116.752,116.883,116.804,116.883,116.841,116.847,116.798,116.88,116.761
FLQS30MJGRWV,-65.971464468,-65.8322334462,-65.936406297,-65.6889957762,-65.5988461937,-65.7260572712,-65.6559409293,-65.7631187662,-65.7631187662,-65.7020173826,-65.8823165475,-65.7060240307,-65.6889957762,-65.7991785992,-66.0666223606,-65.6549392673,-65.97246613,-65.7731353865,-65.6889957762,-65.8071918955,-65.6709658597,-65.6519342812,-65.6909991002,-65.5227198796,-65.9955043567,-65.6920007623,-65.7991785992,-65.9664561579,-65.8943364919,-65.7140373269,-65.9784761022,-65.719045637,131.289886062,131.105860992,131.253881157,131.110861673,131.103860719,130.969842461,131.111861809,130.970842598,130.999846549,130.901833196,131.127863989,131.082857858,131.110861673,131.008847775,131.178870938,131.040852135,131.051853634,131.116862491,130.967842189,131.081857722,130.833823931,131.143866169,131.039851999,130.935837829,131.109861537,131.005847367,130.758813712,131.218876388,131.042852408,131.144866306,131.09285922,131.182871483,116.504,116.488,116.498,116.437,116.406,116.474,116.425,116.487,116.482,116.478,116.501,116.448,116.437,116.493,116.556,116.437,116.546,116.465,116.462,116.483,116.479,116.418,116.45,116.409,116.544,116.456,116.537,116.514,116.52,116.44,116.541,116.434
FLQS30MEGRWV,-65.6299281418,-65.4876286296,-65.5980848943,-65.3453291175,-65.2169610261,-65.3851331768,-65.3144809715,-65.4229470332,-65.4219519317,-65.3552801323,-65.5423592112,-65.3602556397,-65.3453291175,-65.4587706866,-65.7244627827,-65.3144809715,-65.673712607,-65.4309078451,-65.3453291175,-65.4309078451,-65.3244319863,-65.315476073,-65.3493095234,-65.2149708231,-65.6538105774,-65.3483144219,-65.4537951792,-65.5911191839,-65.5144963697,-65.4100107139,-65.6697322011,-65.377172365,131.492329375,131.275261148,131.461319628,131.324276554,131.321275611,131.178230651,131.326277183,131.178230651,131.21224134,131.07819921,131.29826838,131.252253917,131.324276554,131.220243856,131.344282842,131.210240712,131.261256747,131.290265864,131.180231279,131.288265236,131.042187891,131.35728693,131.211241026,131.107208328,131.316274039,131.176230022,130.973166197,131.385295733,131.251253602,131.31427341,131.259256118,131.345283157,116.503,116.491,116.497,116.433,116.388,116.472,116.422,116.486,116.479,116.479,116.506,116.451,116.433,116.491,116.562,116.442,116.559,116.469,116.458,116.469,116.475,116.416,116.454,116.425,116.542,116.46,116.532,116.508,116.505,116.457,116.558,116.44
FLQS30LFGRWY,-65.9310748924,-65.7876750286,-65.8972165912,-65.6452709972,-65.5207919487,-65.6870959574,-65.6173876903,-65.7239417558,-65.721950091,-65.6592126506,-65.8394583128,-65.6612043154,-65.6452709972,-65.7587958894,-66.0226914721,-65.6163918579,-65.935058222,-65.7309125825,-65.6144001931,-65.7319084149,-65.6273460142,-65.6084251988,-65.6532376563,-65.4799628208,-65.9201207362,-65.6532376563,-65.7558083922,-65.9241040657,-65.8145625031,-65.6721584716,-65.9390415515,-65.7070126052,131.362784595,131.141714276,131.327773458,131.187728912,131.182727321,131.043683093,131.189729549,131.041682457,131.075693275,130.944651593,131.165721912,131.151717457,131.187728912,131.081695184,131.212736867,131.117706639,131.127709821,131.154718412,131.041682457,131.151717457,130.942650956,131.221739731,131.119707276,131.00667132,131.183727639,131.083695821,130.831615638,131.24974864,131.113705366,131.218738776,131.125709185,131.209735912,116.709,116.698,116.704,116.64,116.597,116.68,116.63,116.694,116.687,116.688,116.712,116.652,116.64,116.699,116.768,116.642,116.752,116.676,116.655,116.677,116.677,116.621,116.655,116.614,116.737,116.661,116.741,116.727,116.713,116.644,116.754,116.658
FLQS30KNGRWV,-66.1685725309,-66.062358119,-66.1345037572,-65.9170648197,-65.7958200665,-65.9170648197,-65.8499292952,-65.9982286628,-65.9982286628,-65.9421153886,-66.1144633022,-65.8990284101,-65.9170648197,-66.0322974364,-66.3108597619,-65.8519333407,-66.2477323284,-66.0483298004,-65.8839980688,-66.0513358687,-65.862955591,-65.8809920006,-65.8880061599,-65.7918119755,-66.1926210769,-65.8860021144,-66.0343014819,-66.2106574865,-66.13550578,-65.9441194341,-66.212661532,-65.916062797,131.371987886,131.194028541,131.376986744,131.20002717,131.191029226,131.054060517,131.198027627,131.054060517,131.094051381,130.952083813,131.171033794,131.167034708,131.20002717,131.052060973,131.261013238,131.128043615,131.134042245,131.168034479,131.055060288,131.164035393,130.955083128,131.230020318,131.127043843,131.018068739,131.194028541,131.093051609,130.848107567,131.259013695,131.120045442,131.22502146,131.171033794,131.263012781,116.672,116.666,116.659,116.614,116.574,116.64,116.591,116.668,116.661,116.666,116.688,116.614,116.614,116.68,116.741,116.604,116.741,116.666,116.628,116.667,116.639,116.597,116.617,116.603,116.711,116.622,116.717,116.706,116.705,116.62,116.722,116.603
FLQS30K5GRWY,-66.1203249701,-65.9443320903,-66.0523277211,-65.8023378349,-65.7053417591,-65.8413362572,-65.7723390486,-65.8763348412,-65.8783347603,-65.8403362976,-66.0253288134,-65.8133373899,-65.8023378349,-65.9113334253,-66.1803225428,-65.771339089,-66.1253247678,-65.8853344771,-65.8073376327,-65.9153332635,-65.7803387249,-65.7623394531,-65.8083375922,-65.6663433369,-66.1113253342,-65.8083375922,-65.9113334253,-66.0763267502,-66.0053296225,-65.8623354076,-66.0913261433,-65.8293367426,131.499090054,131.320044999,131.464081244,131.326046509,131.321045251,131.18501102,131.327046761,131.186011271,131.217019074,131.085986101,131.301040217,131.298039462,131.326046509,131.220019829,131.392063122,131.255028639,131.261030149,131.300039965,131.184010768,131.298039462,131.085986101,131.358054564,131.255028639,131.149001958,131.323045754,131.219019577,130.977958918,131.38506136,131.255028639,131.353053305,131.305041224,131.393063373,116.688,116.658,116.671,116.608,116.575,116.646,116.597,116.658,116.653,116.663,116.69,116.617,116.608,116.664,116.728,116.609,116.732,116.641,116.634,116.652,116.642,116.588,116.622,116.591,116.716,116.629,116.707,116.693,116.691,116.624,116.712,116.605
FLQS30K3GRWY,-66.1650444927,-65.9819558207,-66.1310280181,-65.8438889534,-65.7508438906,-65.8809068816,-65.8178763552,-65.9189252943,-65.9179248098,-65.8889107579,-66.074000399,-65.890911727,-65.8438889534,-65.9919606662,-66.2250735655,-65.8488913761,-66.1700469154,-65.9639470989,-65.8478908916,-65.9619461298,-65.8568952525,-65.8428884688,-65.8859093043,-65.7528448597,-66.1520381936,-65.8829078507,-65.9859577589,-66.1260255954,-66.0479878008,-65.9409359544,-66.1680459463,-65.8749039743,131.396803146,131.213799241,131.361802399,131.220799391,131.220799391,131.076796319,131.179798516,131.07779634,131.113797108,130.979794249,131.238799775,131.193798815,131.220799391,131.114797129,131.289800863,131.150797897,131.202799007,131.190798751,131.073796255,131.191798772,130.982794313,131.209799156,131.110797044,131.008794868,131.218799348,131.115797151,130.871791945,131.323801588,131.149797876,131.208799135,131.161798132,131.290800884,116.616,116.585,116.611,116.536,116.503,116.573,116.534,116.587,116.58,116.594,116.613,116.557,116.536,116.606,116.656,116.55,116.652,116.583,116.563,116.582,116.582,116.537,116.569,116.541,116.643,116.568,116.646,116.616,116.619,116.572,116.659,116.534
FLQS30K1GRWY,-65.7110679725,-65.5641416068,-65.6780845027,-65.4252112337,-65.2922778551,-65.4561957054,-65.3952262611,-65.498174667,-65.4971751679,-65.4312082282,-65.6141165611,-65.4352062245,-65.4252112337,-65.5381546305,-65.8030218885,-65.394226762,-65.7140664698,-65.5031721625,-65.4272102318,-65.5071701588,-65.3982247583,-65.3912282647,-65.4322077273,-65.2892793578,-65.7310579543,-65.4322077273,-65.5661406049,-65.7030719798,-65.5931270803,-65.4831821807,-65.7130669707,-65.4531972081,131.490237937,131.276260332,131.458241286,131.323255414,131.327254995,131.138274774,131.276260332,131.174271007,131.176270798,131.079280949,131.29825803,131.287259181,131.323255414,131.16927153,131.343253321,131.207267553,131.259262112,131.288259077,131.177270693,131.289258972,131.079280949,131.310256774,131.254262635,131.148273728,131.277260228,131.172271216,130.96729267,131.381249344,131.203267972,131.309256879,131.259262112,131.344253216,116.554,116.54,116.548,116.484,116.436,116.527,116.481,116.535,116.534,116.528,116.554,116.493,116.484,116.55,116.612,116.493,116.596,116.517,116.51,116.518,116.517,116.474,116.498,116.466,116.598,116.512,116.595,116.57,116.563,116.506,116.595,116.49
FLQS30JCGRWV,-65.5596520661,-65.4556177071,-65.5686550394,-65.3105698029,-65.2325440337,-65.3475820267,-65.2465486589,-65.3475820267,-65.3895959024,-65.3285757496,-65.5096355473,-65.3765916076,-65.3105698029,-65.4276084567,-65.6516824605,-65.2825605524,-65.6066675936,-65.4046008581,-65.2755582398,-65.4426134123,-65.2985658384,-65.2805598917,-65.3195727762,-65.1955318098,-65.6266742011,-65.3185724459,-65.4246074655,-65.5966642899,-65.524640503,-65.3345777319,-65.6026662722,-65.3875952417,131.484222296,131.302357539,131.454244589,131.313349365,131.311350851,131.167457857,131.268382804,131.1664586,131.207428133,131.072528451,131.283371658,131.27937463,131.313349365,131.207428133,131.37630255,131.244400639,131.247398409,131.284370915,131.123490553,131.281373144,131.070529937,131.342327815,131.197435564,131.092513589,131.267383547,131.165459343,130.963609448,131.366309981,131.193438536,131.335333017,131.247398409,131.332335246,116.548,116.544,116.557,116.491,116.464,116.529,116.477,116.53,116.537,116.539,116.566,116.52,116.491,116.55,116.599,116.493,116.606,116.529,116.512,116.543,116.529,116.475,116.514,116.489,116.61,116.52,116.592,116.582,116.587,116.496,116.604,116.514
FLQS30J0GRWV,-65.5021672821,-65.3201695958,-65.4331681592,-65.2141709433,-65.0871725578,-65.2181708925,-65.1461718078,-65.2531704475,-65.2521704602,-65.2191708797,-65.4031685406,-65.1911712357,-65.2141709433,-65.3251695322,-65.5581665702,-65.1821713501,-65.5101671804,-65.2911699644,-65.1861712993,-65.2901699771,-65.1911712357,-65.1461718078,-65.2171709052,-65.0471730663,-65.4871674728,-65.2171709052,-65.2881700026,-65.4561678668,-65.4181683499,-65.2371706509,-65.5011672948,-65.2081710196,131.513186402,131.303214843,131.477191278,131.342209561,131.339209968,131.198229064,131.342209561,131.201228657,131.239223511,131.105241659,131.318212812,131.312213624,131.342209561,131.237223782,131.409200487,131.270219313,131.278218229,131.316213083,131.200228793,131.313213489,131.102242065,131.375205092,131.270219313,131.165233533,131.338210103,131.189230283,131.000255879,131.446195476,131.271219177,131.332210916,131.280217958,131.364206582,116.371,116.343,116.353,116.3,116.255,116.326,116.276,116.338,116.331,116.343,116.37,116.297,116.3,116.357,116.408,116.301,116.414,116.331,116.314,116.331,116.333,116.27,116.313,116.272,116.396,116.327,116.385,116.366,116.383,116.309,116.411,116.293
FLQS30HZGRWY,-65.8659447194,-65.7299572212,-65.8349475691,-65.5869703665,-65.4959787317,-65.620967241,-65.5519735839,-65.659963656,-65.6619634721,-65.5979693553,-65.7759529927,-65.5999691715,-65.5869703665,-65.6959603467,-65.9589361704,-65.5519735839,-65.8699443517,-65.739956302,-65.5849705503,-65.7029597032,-65.6009690795,-65.5449742273,-65.5879702746,-65.4219855341,-65.8919423294,-65.5879702746,-65.6959603467,-65.8609451791,-65.7879518896,-65.6439651268,-65.8769437083,-65.6079684361,131.34753595,131.159492233,131.311527578,131.131485722,131.166493861,131.026461306,131.132485954,131.027461538,131.058468747,130.921436889,131.151490373,131.13848735,131.131485722,131.066470607,131.242511533,131.062469677,131.115482001,131.102478978,131.027461538,131.137487117,130.889429448,131.164493396,131.059468979,130.990452934,131.169494558,131.066470607,130.815412241,131.277519672,131.100478513,131.162492931,131.115482001,131.200501767,116.666,116.651,116.661,116.606,116.568,116.637,116.594,116.65,116.645,116.647,116.669,116.61,116.606,116.656,116.717,116.606,116.708,116.665,116.624,116.646,116.654,116.586,116.619,116.573,116.706,116.618,116.7,116.677,116.682,116.621,116.71,116.602
FLQS30H6GRWV,-65.8327335334,-65.6939554394,-65.797789409,-65.5501853276,-65.4273816905,-65.5871262591,-65.5172380103,-65.6250655942,-65.6260639977,-65.6021023124,-65.7818149521,-65.5711518023,-65.5501853276,-65.6570145079,-65.9335722923,-65.5172380103,-65.871671272,-65.6719905612,-65.5511837312,-65.6749857719,-65.5352092743,-65.5142427997,-65.5531805383,-65.473308254,-65.8606888329,-65.5521821347,-65.659011315,-65.8367271476,-65.7598500739,-65.6470304723,-65.8377255511,-65.5821342413,131.386865953,131.171849807,131.351863324,131.214853036,131.20385221,131.068842072,131.174850032,131.034839519,131.105844851,130.966834412,131.187851009,131.178850333,131.214853036,131.109845151,131.277857767,131.103844701,131.15284838,131.182850633,131.033839444,131.175850107,130.967834487,131.243855214,131.10184455,130.99383644,131.206852435,131.066841922,130.864826752,131.316860696,131.139847404,131.19985191,131.15084823,131.279857918,116.783,116.772,116.777,116.714,116.674,116.753,116.71,116.772,116.76,116.776,116.8,116.728,116.714,116.77,116.837,116.722,116.837,116.763,116.746,116.765,116.752,116.697,116.735,116.726,116.824,116.741,116.814,116.797,116.801,116.751,116.826,116.714
FLQS30GQGRWV,-996.384905162,-994.214588479,-995.876003319,-992.568141341,-990.742081787,-992.598076743,-991.61020846,-993.196784794,-993.181817092,-992.164013407,-994.93303814,-992.253819614,-992.568141341,-993.795492844,-997.806836782,-991.595240759,-996.504646772,-993.286591001,-992.134078004,-993.331494105,-991.685046966,-992.074207199,-992.149045705,-990.098470633,-996.684259187,-992.149045705,-993.660783533,-996.280131253,-994.603748712,-993.047107781,-996.384905162,-992.553173639,131.409059247,131.194979324,131.334031237,131.199981191,131.200981565,131.057928158,131.193978951,131.056927785,131.100944218,131.00090687,131.215987167,131.205983432,131.199981191,131.089940109,131.261003973,131.124953181,131.131955795,131.214986793,131.055927411,131.2109853,130.999906497,131.233993889,131.124953181,131.029917701,131.191978204,131.090940483,130.858853837,131.298017792,131.122952434,131.228992022,131.177972975,131.265005467,116.866,116.854,116.868,116.815,116.772,116.84,116.793,116.854,116.846,116.84,116.867,116.806,116.815,116.862,116.925,116.805,116.918,116.829,116.83,116.83,116.829,116.797,116.818,116.787,116.911,116.824,116.9,116.883,116.875,116.821,116.907,116.803
FLQS30GCGRWY,-66.0607037761,-65.9136309668,-66.0226849546,-65.7745621198,-65.6454982259,-65.8105799507,-65.7415457749,-65.8455972863,-65.8455972863,-65.7765631104,-65.9656567225,-65.7835665776,-65.7745621198,-65.8836161077,-66.1557508298,-65.7425462702,-66.0667067479,-65.8516002581,-65.7775636057,-65.8505997628,-65.748549242,-65.7415457749,-65.778564101,-65.602476928,-66.0847156633,-65.7775636057,-65.8796141265,-66.0516993184,-66.0136804969,-65.8335913426,-66.0627047667,-65.8035764836,131.453628425,131.238488284,131.375577583,131.284518267,131.237487632,131.138423101,131.241490239,131.102399636,131.175447219,131.04436183,131.257500668,131.252497409,131.284518267,131.135421146,131.301529348,131.17044396,131.215473292,131.254498713,131.141425057,131.251496757,131.043361178,131.315538474,131.171444612,131.069378126,131.277513705,131.135421146,130.933289478,131.338553466,131.165440701,131.270509142,131.262503927,131.304531304,116.708,116.694,116.708,116.638,116.601,116.676,116.634,116.694,116.682,116.681,116.709,116.646,116.638,116.702,116.768,116.647,116.752,116.67,116.664,116.67,116.671,116.621,116.659,116.615,116.747,116.665,116.736,116.725,116.742,116.661,116.742,116.644
FLQS30G5GRWY,-65.8466586687,-65.7016880415,-65.7786724436,-65.5587170092,-65.4357419254,-65.5997087038,-65.4927303789,-65.6367012087,-65.6357014112,-65.5717143758,-65.7126858132,-65.5777131603,-65.5587170092,-65.6726939161,-65.940639627,-65.5277232889,-65.8516576559,-65.6446995881,-65.5657155912,-65.6436997907,-65.5447198452,-65.525723694,-65.5637159963,-65.3947502309,-65.8656548199,-65.5637159963,-65.6706943212,-65.8016677844,-65.7636754821,-65.6586967521,-65.8486582636,-65.5547178195,131.569668674,131.356610914,131.530658098,131.392620676,131.386619049,131.251582441,131.393620947,131.252582712,131.292593559,131.156556679,131.366613626,131.362612541,131.392620676,131.288592474,131.456638031,131.321601423,131.330603863,131.368614168,131.250582169,131.363612812,131.155556408,131.422628811,131.320601152,131.219573763,131.3536101,131.287592203,131.048527392,131.494648336,131.282590847,131.381617693,131.332604406,131.457638303,116.543,116.529,116.526,116.473,116.431,116.512,116.45,116.525,116.517,116.519,116.532,116.485,116.473,116.531,116.595,116.475,116.586,116.507,116.5,116.508,116.51,116.456,116.488,116.446,116.587,116.493,116.572,116.54,116.564,116.51,116.585,116.461
FLQS30E9GRWY,-65.8050811659,-65.6220670343,-65.7660781542,-65.4800560689,-65.3860488101,-65.5180590033,-65.4550541384,-65.5560619377,-65.5920647177,-65.5290598528,-65.7140741387,-65.5310600072,-65.4800560689,-65.6290675749,-65.8630856447,-65.4560542156,-65.8110816292,-65.598065181,-65.4870566095,-65.6050657216,-65.4960573045,-65.485056455,-65.4920569956,-65.3760480379,-65.7960804709,-65.4910569183,-65.6270674205,-65.7590776137,-65.6840718221,-65.5430609339,-65.8090814747,-65.5520616289,131.505182244,131.330127424,131.47317222,131.372140581,131.328126797,131.19408482,131.33212805,131.193084507,131.224094218,131.091052555,131.347132749,131.305119592,131.372140581,131.225094532,131.398148725,131.262106122,131.309120845,131.306119905,131.189083254,131.303118966,131.126063519,131.365138388,131.263106435,131.125063206,131.333128363,131.229095785,130.980017783,131.434160003,131.259105182,131.361137135,131.277110821,131.401149665,116.605,116.571,116.597,116.514,116.489,116.559,116.512,116.572,116.579,116.581,116.6,116.544,116.514,116.592,116.643,116.525,116.641,116.567,116.549,116.57,116.563,116.517,116.538,116.521,116.632,116.543,116.634,116.601,116.605,116.538,116.646,116.534
FLQS30DZGRWV,-65.8216791993,-65.6826566437,-65.7886738443,-65.5406336012,-65.4116126683,-65.5786397675,-65.5056279217,-65.6146456092,-65.6156457715,-65.5476347371,-65.7286641081,-65.5526355485,-65.5406336012,-65.6466508019,-65.9106936414,-65.5046277595,-65.8286803352,-65.6236470697,-65.5416337635,-65.6216467451,-65.517629869,-65.5016272726,-65.5426339257,-65.3726063397,-65.842682607,-65.5426339257,-65.6496512887,-65.7786722216,-65.7016597268,-65.5576363598,-65.8266800106,-65.5626371712,131.52975755,131.303733909,131.49275368,131.311734746,131.307734328,131.203723448,131.313734955,131.205723658,131.239727214,131.105713197,131.331736838,131.280731503,131.311734746,131.247728051,131.37774165,131.241727424,131.252728574,131.284731922,131.164719369,131.281731608,131.102712883,131.34073778,131.240727319,131.167719683,131.306734223,131.203723448,131.002702422,131.457750019,131.282731712,131.385742487,131.293732863,131.371741023,116.773,116.764,116.768,116.713,116.669,116.746,116.701,116.758,116.752,116.752,116.775,116.723,116.713,116.761,116.831,116.713,116.824,116.747,116.739,116.747,116.742,116.695,116.727,116.68,116.82,116.733,116.806,116.771,116.775,116.706,116.816,116.711
FLQS30D5GRWQ,-66.1337458332,-65.9587359206,-66.097743794,-65.8187279905,-65.7207224394,-65.8557300863,-65.7867261779,-65.8887319555,-65.8907320688,-65.8567301429,-66.0057385828,-65.8587302562,-65.8187279905,-65.9277341646,-66.1947492884,-65.7847260646,-66.1377460597,-65.9277341646,-65.8197280471,-65.9297342779,-65.8247283303,-65.7827259513,-65.8527299164,-65.6787200604,-66.12574538,-65.8517298597,-65.9587359206,-66.0947436241,-66.0207394325,-65.8767312758,-66.1057442472,-65.8427293499,131.315322635,131.131322183,131.277322542,131.1383222,131.1383222,130.996321851,131.136322195,130.996321851,131.029321932,130.8943216,131.118322151,131.108322126,131.1383222,131.03232194,131.206322367,131.067322026,131.122322161,131.108322126,130.992321841,131.108322126,130.896321605,131.172322284,131.068322028,130.964321772,131.1383222,131.034321944,130.791321347,131.24432246,131.067322026,131.174322288,131.122322161,131.211322379,116.775,116.746,116.769,116.696,116.661,116.734,116.685,116.745,116.74,116.752,116.764,116.715,116.696,116.752,116.815,116.696,116.81,116.739,116.722,116.74,116.74,116.677,116.72,116.677,116.803,116.725,116.805,116.773,116.778,116.71,116.799,116.691
FLQS30CMGRWQ,-66.0409298253,-65.8920382012,-66.0039567374,-65.7561371215,-65.6232338597,-65.7911116641,-65.7231611242,-65.8260862066,-65.8260862066,-65.7591349394,-65.9469981967,-65.76313203,-65.7561371215,-65.8650578398,-66.131863636,-65.7241603969,-66.0449269159,-65.8310825699,-65.7241603969,-65.8320818425,-65.7251596695,-65.718164761,-65.7601342121,-65.5832629539,-66.0279392809,-65.7591349394,-65.8590622039,-65.9979611016,-65.9230156532,-65.7781211197,-66.0439276432,-65.7481429403,131.385468487,131.169411806,131.312449331,131.213423352,131.216424139,131.069385564,131.17141233,131.032375855,131.101393961,130.970359585,131.190417316,131.180414692,131.213423352,131.067385039,131.236429387,131.102394224,131.151407082,131.184415742,131.028374805,131.183415479,130.97236011,131.205421253,131.102394224,131.00536877,131.209422302,131.066384777,130.865332031,131.274439359,131.140404196,131.203420728,131.152407345,131.23742965,116.891,116.877,116.891,116.822,116.775,116.859,116.818,116.878,116.866,116.866,116.893,116.83,116.822,116.886,116.949,116.83,116.934,116.853,116.843,116.854,116.853,116.81,116.843,116.798,116.917,116.849,116.919,116.896,116.893,116.831,116.933,116.815
