,Distance_X_LOGO_Front_Camera_LD1,Distance_X_LOGO_Front_Camera_LD2,Distance_X_LOGO_Front_Camera_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Front_Camera_LD1,Distance_Y_LOGO_Front_Camera_LD2,Distance_Y_LOGO_Front_Camera_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Front_Camera_LD1,Angle_Front_Camera_LD2,Angle_Front_Camera_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS304WGRWM,-23.7646499035,-23.7471311902,-23.690453,-23.6739647992,-23.6739647992,-23.544120218,-23.63789686,-23.5657609815,-23.6564460859,-23.566791494,-23.6523240357,-23.6523240357,-23.6306832721,-23.6482019855,-23.6069814835,-23.6482019855,-23.6564460859,-23.6069814835,-23.628622247,-23.5276320172,-23.566791494,-23.544120218,4.47139395219,-23.6853004372,-23.6822088996,-23.6523240357,-23.5070217662,-23.6214086592,-23.544120218,-23.6193476341,-23.681178387,-23.6306832721,138.993555859,138.991555477,138.995556241,139.026562165,139.026562165,139.081572675,139.065569618,138.998556814,138.954548406,139.07657172,139.022561401,139.022561401,139.108577835,139.073571147,139.028562547,139.073571147,138.954548406,138.995556241,139.145584905,139.109578026,139.07657172,139.11357879,149.264518211,138.959549362,138.878533883,139.022561401,139.047566178,139.026562165,139.01255949,139.006558343,138.965550508,139.108577835,99.474,99.467,99.444,99.436,99.436,99.382,99.419,99.396,99.434,99.391,99.428,99.428,99.414,99.423,99.41,99.423,99.434,99.412,99.411,99.374,99.391,99.38,88.386,99.445,99.449,99.428,99.37,99.416,99.387,99.416,99.443,99.414
FLQS3047GRWM,-23.1181210317,-23.0480661195,-23.0450637662,-22.9770104229,-22.9770104229,-22.9069555106,-22.9459861046,-22.8719280545,-22.8749304079,-22.8779327613,-22.8769319768,-22.8769319768,-22.9449853201,-22.9139610019,-22.909957864,-22.9139610019,-22.8749304079,-22.909957864,-22.9449853201,-22.8389021673,-22.8779327613,-22.9089570796,-22.9079562951,-22.9439845357,-22.9119594329,-22.8769319768,-22.8719280545,-22.9830151296,-22.9069555106,-22.9820143452,-22.9479876735,-22.9449853201,138.965709868,139.031699758,139.04069838,139.067694244,139.067694244,139.082691946,139.041698227,139.078692559,139.050696848,139.088691027,139.001704354,139.001704354,139.000704507,139.082691946,139.06269501,139.082691946,139.050696848,139.027700371,138.975708337,139.06569455,139.088691027,138.997704967,139.039698533,139.002704201,138.906718906,139.001704354,139.000704507,139.000704507,138.966709715,138.939713851,138.901719672,139.000704507,99.526,99.493,99.491,99.462,99.462,99.433,99.452,99.42,99.423,99.421,99.427,99.427,99.454,99.436,99.436,99.436,99.423,99.438,99.456,99.407,99.421,99.44,99.436,99.453,99.447,99.427,99.424,99.469,99.441,99.473,99.462,99.454
FLQS303BGRWM,-22.7009697511,-22.592969895,-22.6269698497,-22.523969987,-22.523969987,-22.4539700802,-22.4869700363,-22.4139701335,-22.4139701335,-22.4139701335,-22.4129701349,-22.4129701349,-22.4889700336,-22.4479700882,-22.4479700882,-22.4479700882,-22.4139701335,-22.4469700896,-22.4869700363,-22.3779701815,-22.4139701335,-22.4529700816,-22.4499700856,-22.520969991,-22.4889700336,-22.4129701349,-22.4179701282,-22.5579699417,-22.4529700816,-22.5229699883,-22.5199699923,-22.4889700336,138.956243017,138.91424929,138.91424929,138.948244211,138.948244211,138.955243166,138.982239133,138.880254368,138.918248692,138.950243913,138.948244211,138.948244211,138.947244361,138.950243913,138.94624451,138.950243913,138.918248692,138.911249738,138.985238685,138.948244211,138.950243913,138.947244361,138.850258848,138.881254218,138.854258251,138.948244211,138.876254965,138.950243913,138.843259894,138.88325392,138.849258998,138.947244361,99.201,99.16,99.174,99.13,99.13,99.101,99.113,99.09,99.088,99.086,99.086,99.086,99.116,99.1,99.1,99.1,99.088,99.102,99.113,99.071,99.086,99.102,99.107,99.133,99.122,99.086,99.092,99.144,99.109,99.134,99.135,99.116
FLQS3024GRWM,-22.9652034431,-22.8962118445,-22.8932122098,-22.8252204894,-22.8252204894,-22.7562288907,-22.7912246292,-22.7252326653,-22.7252326653,-22.7582286472,-22.757228769,-22.757228769,-22.7902247509,-22.7942242639,-22.7592285255,-22.7942242639,-22.7252326653,-22.7592285255,-22.7882249945,-22.7222330305,-22.7582286472,-22.7542291343,-22.7612282819,-22.8282201241,-22.7922245074,-22.757228769,-22.7202332741,-22.8282201241,-22.7552290125,-22.8232207329,-22.7942242639,-22.7902247509,138.925980589,138.968976869,138.972976523,139.005973668,139.005973668,139.01797263,139.042970468,138.942979118,138.981975745,139.006973582,138.996974447,138.996974447,139.006973582,139.005973668,139.004973755,139.005973668,138.981975745,138.967976956,139.043970381,138.998974274,139.006973582,139.004973755,138.902982579,138.886983963,138.899982838,138.996974447,138.936979638,139.001974014,138.900982752,138.992974793,138.904982406,139.006973582,99.518,99.487,99.486,99.457,99.457,99.428,99.44,99.42,99.418,99.429,99.43,99.43,99.442,99.444,99.43,99.444,99.418,99.432,99.439,99.416,99.429,99.428,99.437,99.466,99.45,99.43,99.419,99.458,99.435,99.456,99.451,99.442
FLQS301GGRWM,-23.1007191984,-23.0607421815,-23.0257622917,-22.9897829766,-22.9897829766,-22.9188237716,-22.9548030868,-22.8848433073,-22.8838438818,-22.8858427327,-22.8838438818,-22.8838438818,-22.9558025122,-22.8918392852,-22.9188237716,-22.8918392852,-22.8838438818,-22.9178243462,-22.9558025122,-22.8188812294,-22.8858427327,-22.919823197,-22.888841009,-22.9228214733,-22.9178243462,-22.8838438818,-22.8518622684,-22.9917818274,-22.8858427327,-22.9877841257,-22.9238208987,-22.9558025122,138.897620151,138.927614238,138.926614435,138.96260734,138.96260734,138.964606946,138.993601231,138.894620742,138.930613647,138.964606946,138.958608129,138.958608129,138.960607735,138.969605961,138.957608326,138.969605961,138.930613647,138.921615421,138.99660064,138.968606158,138.964606946,138.958608129,138.866626261,138.896620348,138.863626852,138.958608129,138.891621333,138.958608129,138.857628034,138.899619757,138.866626261,138.960607735,99.264,99.246,99.233,99.216,99.216,99.187,99.2,99.178,99.175,99.174,99.173,99.173,99.202,99.176,99.187,99.176,99.175,99.189,99.2,99.147,99.174,99.188,99.182,99.193,99.193,99.173,99.165,99.217,99.181,99.219,99.195,99.202
FLQS301EGRWQ,-22.9768140898,-22.9458102926,-22.905805393,-22.8768018407,-22.8768018407,-22.8057931439,-22.8387971861,-22.7697887343,-22.7697887343,-22.7317840797,-22.7297838347,-22.7297838347,-22.8417975536,-22.8047930214,-22.7647881218,-22.8047930214,-22.7697887343,-22.7647881218,-22.8397973086,-22.7317840797,-22.7317840797,-22.7717889793,-22.8047930214,-22.7987922865,-22.8007925315,-22.7297838347,-22.7717889793,-22.8447979211,-22.8067932664,-22.8768018407,-22.8377970636,-22.8417975536,139.027489266,138.971465697,139.032491371,139.005480007,139.005480007,139.068506522,139.091516202,138.942453491,138.982470327,139.073508627,139.06650568,139.06650568,139.006480428,139.014483795,139.063504418,139.014483795,138.982470327,139.028489687,139.043496,139.008481269,139.073508627,139.012482953,138.908439181,138.994475377,138.911440444,139.06650568,138.94045265,139.008481269,138.905437919,138.951457279,138.910440023,139.006480428,99.525,99.516,99.496,99.486,99.486,99.454,99.466,99.448,99.445,99.424,99.423,99.423,99.472,99.457,99.438,99.457,99.445,99.44,99.469,99.428,99.424,99.444,99.464,99.456,99.462,99.423,99.448,99.473,99.465,99.49,99.477,99.472
FLQS300VGRWQ,-22.7260742224,-22.6570375436,-22.6550364804,-22.6200178753,-22.6200178753,-22.5489801334,-22.5849992701,-22.5129609966,-22.5129609966,-22.5139615282,-22.4769418599,-22.4769418599,-22.5499806649,-22.5489801334,-22.5459785386,-22.5489801334,-22.5129609966,-22.5109599335,-22.582998207,-22.4759413283,-22.5139615282,-22.5159625913,-22.5469790702,-22.582998207,-22.5449780071,-22.4769418599,-22.4799434546,-22.5880008648,-22.5159625913,-22.5859998017,-22.5469790702,-22.5499806649,138.880564038,138.879564019,138.881564056,138.915564684,138.915564684,138.951565349,138.947565275,138.815562838,138.850563484,138.952565367,138.917564721,138.917564721,138.912564629,138.952565367,138.908564555,138.952565367,138.850563484,138.876563964,138.949565312,138.913564647,138.952565367,138.912564629,138.778562155,138.848563447,138.812562782,138.917564721,138.842563336,138.916564703,138.811562764,138.815562838,138.813562801,138.912564629,99.258,99.231,99.23,99.214,99.214,99.183,99.197,99.177,99.175,99.168,99.156,99.156,99.186,99.182,99.184,99.182,99.175,99.172,99.196,99.156,99.168,99.172,99.193,99.203,99.19,99.156,99.162,99.2,99.178,99.206,99.191,99.186
FLQS300RGRWY,-23.3393499268,-23.3973706844,-23.2673241587,-23.1692890855,-23.1692890855,-23.1332762015,-23.1352769172,-23.1002643911,-23.0672525807,-23.1002643911,-23.0672525807,-23.0672525807,-23.1342765593,-23.1032654648,-23.1312754857,-23.1032654648,-23.0672525807,-23.1302751278,-23.1352769172,-23.0312396967,-23.1002643911,-23.0972633174,-23.1342765593,-23.164287296,-23.1072668963,-23.0672525807,-23.101264749,-23.1992998222,-23.1362772751,-23.1982994643,-23.1672883697,-23.1342765593,138.789335476,138.760335197,138.759335187,138.829335861,138.829335861,138.801335591,138.83233589,138.728334889,138.801335591,138.797335553,138.83033587,138.83033587,138.792335505,138.801335591,138.824335813,138.801335591,138.801335591,138.784335428,138.83133588,138.83133588,138.797335553,138.828335851,138.6983346,138.755335149,138.732334927,138.83033587,138.727334879,138.796335543,138.695334571,138.731334918,138.697334591,138.792335505,99.365,99.39,99.338,99.294,99.294,99.281,99.28,99.273,99.255,99.268,99.253,99.253,99.282,99.269,99.279,99.269,99.255,99.281,99.28,99.238,99.268,99.265,99.288,99.297,99.275,99.253,99.273,99.308,99.289,99.312,99.302,99.282
FLQS300LGRWQ,-23.1673984938,-23.0623468078,-23.0113217032,-22.9933128427,-22.9933128427,-22.9212774008,-22.9592961063,-22.9282808466,-22.9292813388,-22.8882611567,-22.9262798621,-22.9262798621,-22.9562946295,-22.9262798621,-22.9242788776,-22.9262798621,-22.9292813388,-22.9642985675,-22.9562946295,-22.8902621412,-22.8882611567,-22.9212774008,-22.9242788776,-22.9592961063,-22.9202769086,-22.9262798621,-22.8892616489,-23.0323320404,-22.9242788776,-22.9933128427,-22.9142739551,-22.9562946295,138.941110433,138.944110695,138.952111392,138.979113746,138.979113746,139.03411854,139.015116884,138.912107905,138.953111479,139.036118715,139.019117233,139.019117233,138.980113833,139.033118453,139.025117756,139.033118453,138.953111479,138.98111392,139.016116971,138.975113397,139.036118715,138.979113746,138.923108864,138.957111828,138.881105203,139.019117233,138.912107905,139.019117233,138.877104854,138.917108341,138.929109387,138.980113833,99.436,99.394,99.373,99.364,99.364,99.331,99.348,99.342,99.34,99.318,99.335,99.335,99.349,99.333,99.333,99.333,99.34,99.352,99.347,99.323,99.318,99.335,99.34,99.352,99.341,99.335,99.327,99.377,99.343,99.368,99.336,99.349
FLQS300LGRWM,-23.2528557705,-23.2248463078,-23.1838324516,-23.1178101466,-23.1178101466,-23.0487868277,-23.0837986561,-23.019777027,-23.019777027,-23.0207773649,-23.019777027,-23.019777027,-23.0817979802,-23.0577898693,-23.0547888554,-23.0577898693,-23.019777027,-23.0517878415,-23.0807976422,-22.9847651985,-23.0207773649,-23.0457858138,-23.0547888554,-23.0898006838,-23.0918013597,-23.019777027,-23.0127746613,-23.1188104845,-23.0477864897,-23.1548226509,-23.0888003459,-23.0817979802,138.935974489,138.88097252,138.940974668,138.972975814,138.972975814,138.983976208,139.006977031,138.912973665,138.953975133,138.985976279,138.972975814,138.972975814,138.97397585,138.982976172,138.972975814,138.982976172,138.953975133,138.996976673,139.010977174,138.97397585,138.985976279,138.970975742,138.870972162,138.902973307,138.867972054,138.972975814,138.902973307,138.969975706,138.866972018,138.901973272,138.86897209,138.97397585,99.304,99.296,99.276,99.247,99.247,99.219,99.231,99.212,99.209,99.207,99.208,99.208,99.232,99.222,99.222,99.222,99.209,99.219,99.23,99.194,99.207,99.219,99.228,99.241,99.244,99.208,99.21,99.248,99.226,99.267,99.243,99.232
FLQS3009GRWQ,-23.2689674595,-23.1969551811,-23.2409626846,-23.1259430732,-23.1259430732,-23.0559311359,-23.0909371045,-23.0619321591,-23.0799352287,-23.0799352287,-23.0799352287,-23.0799352287,-23.0959379572,-23.1029391509,-23.0979382983,-23.1029391509,-23.0799352287,-23.0979382983,-23.0949377867,-23.0279263609,-23.0799352287,-23.0569313064,-23.1069398331,-23.149947166,-23.0999386393,-23.0799352287,-23.0199249967,-23.1759515999,-23.0559311359,-23.1319440964,-23.1369449491,-23.0959379572,138.913339155,138.977339772,138.98433984,139.017340158,139.017340158,139.027340254,139.053340505,138.958339589,139.014340129,139.049340466,139.049340466,139.049340466,138.953339541,139.025340235,139.007340061,139.025340235,139.014340129,138.971339714,138.989339888,139.013340119,139.049340466,139.013340119,138.70433714,138.979339792,138.850338548,139.049340466,138.947339483,139.015340139,138.913339155,138.886338895,138.841338461,138.953339541,99.606,99.573,99.59,99.542,99.542,99.513,99.525,99.52,99.523,99.521,99.521,99.521,99.534,99.532,99.531,99.532,99.523,99.534,99.531,99.503,99.521,99.514,99.555,99.554,99.542,99.521,99.504,99.562,99.521,99.553,99.558,99.534
FLQS2F0LGRX5,-23.1040546761,-23.0720573702,-23.0650579596,-22.9600667997,-22.9600667997,-22.8930724405,-22.9240698305,-22.8890727772,-22.8540757239,-22.8550756397,-22.8510759765,-22.8510759765,-22.927069578,-22.890072693,-22.8860730298,-22.890072693,-22.8540757239,-22.8860730298,-22.9260696622,-22.8160789232,-22.8550756397,-22.8920725247,-22.9240698305,-22.958066968,-22.9230699147,-22.8510759765,-22.8920725247,-22.9970636846,-22.9260696622,-22.9630665471,-22.9570670522,-22.927069578,138.807385055,138.735384855,138.841385149,138.926385385,138.926385385,138.887385277,138.962385485,138.80938506,138.851385177,138.883385266,138.931385399,138.931385399,138.879385255,138.882385263,138.926385385,138.882385263,138.851385177,138.889385282,138.916385357,138.931385399,138.883385266,138.880385257,138.820385091,138.858385196,138.739384866,138.931385399,138.807385055,138.874385241,138.819385088,138.817385083,138.775384966,138.879385255,99.583,99.575,99.565,99.517,99.517,99.493,99.501,99.497,99.48,99.478,99.473,99.473,99.507,99.492,99.488,99.492,99.48,99.49,99.504,99.459,99.478,99.493,99.51,99.521,99.515,99.473,99.498,99.536,99.511,99.526,99.526,99.507
FLQS2EQUGRX5,-23.130748977,-23.0596913802,-23.1367538443,-22.9926370283,-22.9926370283,-22.9215794315,-22.9135729417,-22.8885526611,-22.8875518499,-22.8875518499,-22.8855502274,-22.8855502274,-22.9566078242,-22.9235810539,-22.9215794315,-22.9235810539,-22.8875518499,-22.9215794315,-22.9095696968,-22.8515226459,-22.8875518499,-22.9185769978,-22.9225802427,-22.9576086355,-22.919577809,-22.8855502274,-22.8855502274,-22.9926370283,-22.9205786202,-22.9476005232,-22.9566078242,-22.9566078242,138.74633817,138.782318549,138.778320729,138.784317459,138.784317459,138.827294022,138.820297838,138.758331629,138.796310918,138.826294567,138.819298383,138.819298383,138.779320184,138.824295658,138.817299473,138.824295658,138.796310918,138.782318549,138.865273311,138.821297293,138.826294567,138.817299473,138.719352885,138.74833708,138.723350705,138.819298383,138.749336535,138.781319094,138.713356156,138.764328359,138.717353975,138.779320184,99.326,99.295,99.326,99.268,99.268,99.236,99.234,99.228,99.225,99.223,99.223,99.223,99.254,99.238,99.237,99.238,99.225,99.239,99.229,99.209,99.223,99.236,99.244,99.256,99.243,99.223,99.227,99.268,99.244,99.251,99.258,99.254
FLQS2DERGRX5,-23.1231222322,-22.918094548,-22.9140940078,-22.8450846897,-22.8450846897,-22.7700745614,-22.8140805034,-22.7820761819,-22.739070375,-22.7370701049,-22.7340696998,-22.7340696998,-22.805079288,-22.7760753717,-22.7740751016,-22.7760753717,-22.739070375,-22.7700745614,-22.8080796931,-22.6990649732,-22.7370701049,-22.7700745614,-22.8110800982,-22.8040791529,-22.8120802333,-22.7340696998,-22.7280688895,-22.8510855,-22.7760753717,-22.8460848248,-22.8440845547,-22.805079288,138.966768891,139.023759773,139.033758174,139.060753855,139.060753855,139.139741219,139.039757214,138.993764572,139.039757214,139.14773994,139.127743139,139.127743139,139.128742979,139.071752096,139.060753855,139.071752096,139.039757214,139.089749217,139.098747777,139.128742979,139.14773994,139.123743779,139.029758814,139.062753535,138.95877017,139.127743139,139.134742019,139.059754015,138.95577065,138.996764092,139.025759454,139.128742979,99.558,99.472,99.47,99.44,99.44,99.405,99.429,99.419,99.399,99.391,99.391,99.391,99.42,99.412,99.412,99.412,99.399,99.408,99.423,99.377,99.391,99.406,99.429,99.424,99.434,99.391,99.388,99.443,99.419,99.445,99.442,99.42
FLQS2CKUGRX5,-23.1495300085,-23.0416347366,-23.0096657671,-22.9717026159,-22.9717026159,-22.9007714649,-22.9347384949,-22.8668044348,-22.8348354654,-22.8668044348,-22.8338364351,-22.8338364351,-22.9367365555,-22.9017704952,-22.8997724346,-22.9017704952,-22.8348354654,-22.897774374,-22.9357375252,-22.7978713444,-22.8668044348,-22.8678034651,-22.8997724346,-22.9337394646,-22.8997724346,-22.8338364351,-22.8338364351,-22.941731707,-22.8678034651,-22.9697045553,-22.9327404343,-22.9367365555,138.831795758,138.861795714,138.863795711,138.894795666,138.894795666,138.897795661,138.930795613,138.829795761,138.866795707,138.93279561,138.901795655,138.901795655,138.893795667,138.870795701,138.895795664,138.870795701,138.866795707,138.85779572,138.930795613,138.901795655,138.93279561,138.897795661,138.797795808,138.826795766,138.795795811,138.901795655,138.828795763,138.897795661,138.795795811,138.832795757,138.794795813,138.893795667,99.638,99.593,99.58,99.563,99.563,99.534,99.545,99.525,99.509,99.518,99.506,99.506,99.549,99.536,99.533,99.536,99.509,99.535,99.546,99.492,99.518,99.521,99.54,99.552,99.54,99.506,99.512,99.55,99.527,99.566,99.553,99.549
FLQS2C9EGRX5,-23.0926397674,-23.0236617525,-23.019663027,-22.9536840563,-22.9536840563,-22.8797076345,-22.9196948895,-22.8907041296,-22.8547156001,-22.9106977571,-22.9106977571,-22.9106977571,-22.9186952081,-22.9456866053,-22.8897044483,-22.9456866053,-22.8547156001,-22.9456866053,-22.9166958454,-22.8177273893,-22.9106977571,-22.88370636,-22.8887047669,-22.923693615,-22.9296917033,-22.9106977571,-22.8497171933,-22.9576827818,-22.8847060414,-22.9566831004,-22.923693615,-22.9186952081,138.970238258,138.971238073,138.976237146,139.0072314,139.0072314,139.086216758,139.046224172,138.946242706,138.99223418,139.028227508,139.028227508,139.028227508,139.005231771,139.028227508,139.005231771,139.028227508,138.99223418,138.993233995,139.041225099,139.00923103,139.028227508,139.001232512,138.908249749,138.939244004,138.841262167,139.028227508,138.939244004,139.00923103,138.904250491,138.943243262,138.905250305,139.005231771,99.449,99.421,99.42,99.391,99.391,99.356,99.375,99.37,99.352,99.372,99.372,99.372,99.377,99.386,99.365,99.386,99.352,99.389,99.374,99.336,99.372,99.363,99.372,99.384,99.392,99.372,99.354,99.392,99.37,99.396,99.386,99.377
FLQS2C6NGRX5,-23.4070979652,-23.3370288214,-23.3370288214,-23.2679606654,-23.2679606654,-23.1988925094,-23.2359290568,-23.1588529987,-23.1628569498,-23.161855962,-23.1598539865,-23.1598539865,-23.2349280691,-23.1978915217,-23.1938875706,-23.1978915217,-23.1628569498,-23.1938875706,-23.2339270813,-23.1248194146,-23.161855962,-23.1968905339,-23.1978915217,-23.2329260935,-23.1908846073,-23.1598539865,-23.1648589253,-23.2729656043,-23.1978915217,-23.2679606654,-23.230924118,-23.2349280691,138.934912906,138.932912676,138.93591302,138.967916686,138.967916686,138.971917144,138.972917258,138.948914509,138.903909355,138.970917029,138.9689168,138.9689168,138.937913249,138.969916915,138.966916571,138.969916915,138.903909355,138.929912333,138.972917258,138.969916915,138.970917029,138.970917029,138.831901107,138.865905002,138.867905231,138.9689168,138.867905231,138.93591302,138.864904887,138.90290924,138.862904658,138.937913249,99.562,99.534,99.534,99.504,99.504,99.476,99.491,99.462,99.466,99.462,99.461,99.461,99.493,99.476,99.475,99.476,99.466,99.477,99.49,99.447,99.462,99.476,99.485,99.497,99.48,99.461,99.47,99.509,99.483,99.509,99.496,99.493
FLQS2BJ4GRX5,-23.3152603085,-23.2101915388,-23.245214462,-23.1391450375,-23.1391450375,-23.0711005009,-23.1051227692,-23.0370782327,-23.0370782327,-23.0380788876,-23.0360775777,-23.0360775777,-23.1071240791,-23.0741024658,-23.0711005009,-23.0741024658,-23.0370782327,-23.0711005009,-23.1051227692,-23.0010546545,-23.0380788876,-23.0721011559,-23.109125389,-23.1061234242,-23.0711005009,-23.0360775777,-23.0330756129,-23.1771699255,-23.069099191,-23.1401456924,-23.1071240791,-23.1071240791,138.925258626,138.929258864,138.930258924,138.964260945,138.964260945,138.97426154,138.998262966,138.904257378,138.944259756,138.977261718,138.966261064,138.966261064,138.914257973,138.97426154,138.963260886,138.97426154,138.944259756,138.928258805,138.952260232,138.968261183,138.977261718,138.914257973,138.772249531,138.896256902,138.872255476,138.966261064,138.896256902,138.957260529,138.860254762,138.902257259,138.863254941,138.914257973,99.437,99.395,99.409,99.364,99.364,99.336,99.348,99.327,99.325,99.323,99.323,99.323,99.355,99.337,99.337,99.337,99.325,99.339,99.352,99.309,99.323,99.341,99.365,99.356,99.343,99.323,99.326,99.38,99.343,99.369,99.358,99.355
FLQS224TGRWM,-25.2656047358,-25.2331032074,-25.2731884257,-25.1583496923,-25.1583496923,-25.0424275746,-25.1215146268,-25.0001755878,-25.0045091249,-25.0055925092,-24.9990922035,-24.9990922035,-25.1193478583,-25.0814294086,-25.0803460243,-25.0814294086,-25.0045091249,-25.0803460243,-25.1193478583,-24.9611737538,-25.0055925092,-25.0413441903,-25.0846795614,-25.0803460243,-25.0781792557,-24.9990922035,-24.9980088192,-25.1193478583,-25.0359272689,-25.118264474,-25.0760124872,-25.1193478583,138.930849408,138.925849054,138.986853379,138.959851464,138.959851464,138.979852882,138.997854159,138.963851748,138.945850472,138.975852599,139.024856073,139.024856073,138.960851535,139.023856002,138.958851394,139.023856002,138.945850472,138.92184877,138.996854088,139.025856144,138.975852599,138.964851819,138.818841468,138.896846998,138.863844658,139.024856073,138.952850968,138.962851677,138.917848487,138.905847636,138.918848558,138.960851535,99.636,99.624,99.635,99.594,99.594,99.55,99.578,99.535,99.538,99.536,99.531,99.531,99.58,99.561,99.565,99.561,99.538,99.568,99.577,99.517,99.536,99.55,99.576,99.569,99.571,99.531,99.535,99.579,99.552,99.583,99.566,99.58
FLQS224LGRWM,-23.0481447709,-23.0331881552,-23.1697919118,-22.9165265529,-22.9165265529,-22.8935930755,-22.9274947377,-22.860688521,-22.8596914133,-22.860688521,-22.8596914133,-22.8596914133,-22.8816277829,-22.8935930755,-22.8925959678,-22.8935930755,-22.8596914133,-22.8925959678,-22.92649763,-22.8247926433,-22.860688521,-22.846729013,-22.8955872909,-22.9314831685,-22.8886075369,-22.8596914133,-22.8596914133,-22.9175236606,-22.8457319053,-22.9135352297,-22.9274947377,-22.8816277829,138.90110437,138.852109625,138.816113485,138.893105228,138.893105228,138.936100617,138.963097722,138.824112627,138.860108767,138.899104585,138.885106086,138.885106086,138.893105228,138.996094184,138.927101583,138.996094184,138.860108767,138.892105335,138.922102119,138.887105872,138.899104585,138.891105443,138.784116916,138.819113163,138.829112091,138.885106086,138.822112841,138.889105657,138.787116594,138.87210748,138.826112413,138.893105228,99.459,99.456,99.513,99.406,99.406,99.394,99.406,99.388,99.385,99.383,99.384,99.384,99.392,99.39,99.394,99.39,99.385,99.396,99.408,99.37,99.383,99.378,99.405,99.417,99.399,99.384,99.388,99.406,99.385,99.406,99.415,99.392
FLQS200ZGRX8,-22.9537262225,-22.8826961248,-22.8826961248,-22.8156677227,-22.8156677227,-22.744637625,-22.8136668749,-22.7086223642,-22.7086223642,-22.7096227881,-22.7076219403,-22.7076219403,-22.7796524619,-22.7456380489,-22.7436372011,-22.7456380489,-22.7086223642,-22.7426367772,-22.8156677227,-22.6726071034,-22.7096227881,-22.7076219403,-22.8336753531,-22.811666027,-22.7456380489,-22.7076219403,-22.7086223642,-22.8506825596,-22.7436372011,-22.8136668749,-22.86869019,-22.7796524619,139.071473786,139.072474056,139.078475673,139.062471361,139.062471361,139.117486185,139.095480255,138.995453302,139.082476751,139.116485915,139.107483489,139.107483489,139.061471091,139.065472169,139.061471091,139.065472169,139.082476751,139.024461118,139.062471361,139.108483759,139.116485915,139.068472978,139.049467857,138.991452224,138.964444947,139.107483489,138.991452224,139.060470822,138.95844333,138.997453841,139.049467857,139.061471091,99.474,99.446,99.445,99.419,99.419,99.387,99.416,99.381,99.375,99.373,99.373,99.373,99.405,99.391,99.39,99.391,99.375,99.392,99.419,99.359,99.373,99.376,99.427,99.422,99.398,99.373,99.381,99.434,99.397,99.423,99.441,99.405
