,Distance_X_LOGO_Front_Camera_LD1,Distance_X_LOGO_Front_Camera_LD2,Distance_X_LOGO_Front_Camera_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Front_Camera_LD1,Distance_Y_LOGO_Front_Camera_LD2,Distance_Y_LOGO_Front_Camera_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Front_Camera_LD1,Angle_Front_Camera_LD2,Angle_Front_Camera_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30S7GRWV,-23.3040272943,-23.2680117975,-23.2309958702,-23.161966168,-23.161966168,-23.0909356048,-23.1649674594,-23.0589218299,-23.0589218299,-23.0579213994,-23.0579213994,-23.0579213994,-23.1649674594,-23.0949373267,-23.0929364658,-23.0949373267,-23.0589218299,-23.0929364658,-23.1259506712,-23.0229063331,-23.0579213994,-23.0889347439,-23.0939368962,-23.1279515321,-23.0939368962,-23.0579213994,-23.0579213994,-23.1639670289,-23.054920108,-23.1279515321,-23.1279515321,-23.1649674594,138.745806492,138.741808226,138.782790447,138.778792181,138.778792181,138.8257718,138.789787411,138.713820369,138.750804324,138.823772667,138.815776136,138.815776136,138.775793482,138.785789146,138.81477657,138.785789146,138.750804324,138.778792181,138.812777437,138.819774402,138.823772667,138.815776136,138.713820369,138.713820369,138.680834679,138.815776136,138.713820369,138.81477657,138.716819068,138.7218169,138.714819935,138.775793482,99.508,99.494,99.476,99.449,99.449,99.417,99.449,99.411,99.409,99.404,99.404,99.404,99.45,99.421,99.418,99.421,99.409,99.421,99.432,99.39,99.404,99.417,99.425,99.439,99.428,99.404,99.411,99.447,99.409,99.438,99.439,99.45
FLQS30RRGRWV,-23.0286931199,-22.9557447754,-22.9507483135,-22.8867936005,-22.8867936005,-22.8198410104,-22.8518183669,-22.7808686072,-22.7808686072,-22.7818678996,-22.7768714377,-22.7768714377,-22.846821905,-22.8528176593,-22.8158438409,-22.8528176593,-22.7808686072,-22.8118466713,-22.846821905,-22.741896204,-22.7818678996,-22.8118466713,-22.8518183669,-22.882796431,-22.8128459637,-22.7768714377,-22.7768714377,-22.8847950158,-22.8118466713,-22.8877928929,-22.8508190745,-22.846821905,138.727433402,138.817446012,138.883455258,138.856451476,138.856451476,138.822446712,138.888455959,138.795442929,138.835448534,138.869453297,138.913459462,138.913459462,138.913459462,138.819446292,138.852450915,138.819446292,138.835448534,138.869453297,138.951464785,138.915459742,138.869453297,138.909458901,138.7074306,138.841449374,138.765438726,138.913459462,138.841449374,138.913459462,138.806444471,138.751436765,138.755437325,138.913459462,99.353,99.318,99.311,99.287,99.287,99.263,99.271,99.249,99.246,99.244,99.239,99.239,99.268,99.276,99.259,99.276,99.246,99.256,99.265,99.225,99.244,99.254,99.283,99.287,99.264,99.239,99.244,99.283,99.261,99.295,99.279,99.268
FLQS30R2GRWV,-22.6847197313,-22.6116755541,-22.8388129269,-22.544635008,-22.544635008,-22.4355690448,-22.5066120116,-22.4375702552,-22.4375702552,-22.4435738862,-22.4375702552,-22.4375702552,-22.5076126168,-22.478595067,-22.478595067,-22.478595067,-22.4375702552,-22.472591436,-22.5066120116,-22.4045502847,-22.4435738862,-22.4345684397,-22.472591436,-22.5056114065,-22.4755932515,-22.4375702552,-22.4385708603,-22.5456356131,-22.4405720707,-22.5106144323,-22.5116150375,-22.5076126168,138.986554419,139.045554654,139.011554519,139.023554567,139.023554567,139.102554882,139.120554954,139.018554547,139.062554722,139.033554607,139.083554806,139.083554806,139.019554551,139.031554599,138.978554387,139.031554599,139.062554722,139.042554642,139.058554706,139.022554563,139.033554607,139.085554814,138.981554399,139.017554543,138.929554192,139.083554806,138.953554287,139.081554798,138.924554172,138.972554363,138.833553809,139.019554551,99.373,99.339,99.433,99.314,99.314,99.265,99.292,99.271,99.268,99.273,99.267,99.267,99.299,99.287,99.29,99.287,99.268,99.284,99.296,99.258,99.273,99.266,99.288,99.298,99.292,99.267,99.276,99.31,99.278,99.303,99.313,99.299
FLQS30QXGRWV,-23.2228544813,-23.1538757056,-23.1508766284,-23.0838972375,-23.0838972375,-23.0099199998,-23.0489080035,-22.9819286126,-22.9889264594,-22.982928305,-22.9819286126,-22.9819286126,-23.0509073883,-23.0209166162,-23.0169178466,-23.0209166162,-22.9889264594,-23.017917539,-23.0499076959,-22.9469393785,-22.982928305,-23.0159181542,-23.022916001,-23.0499076959,-23.0199169238,-22.9819286126,-22.977929843,-23.0848969299,-23.012919077,-23.0868963147,-23.0509073883,-23.0509073883,138.907316527,138.971330037,138.977331304,139.008337848,139.008337848,139.08335368,139.045345658,138.951325815,138.870308717,139.095356213,139.008337848,139.008337848,138.938323071,139.024341225,139.004337003,139.024341225,138.870308717,138.967329193,138.978331515,139.009338059,139.095356213,138.935322438,138.786290984,138.939323282,138.918318849,139.008337848,138.938323071,139.011338481,138.905316105,138.88231125,138.902315472,138.938323071,99.343,99.311,99.309,99.28,99.28,99.245,99.264,99.243,99.251,99.234,99.239,99.239,99.272,99.254,99.254,99.254,99.251,99.256,99.268,99.225,99.234,99.257,99.27,99.271,99.26,99.239,99.242,99.28,99.259,99.29,99.274,99.272
FLQS30QPGRWV,-23.0552969565,-22.8721992981,-22.9852596008,-22.8011614087,-22.8011614087,-22.7321245867,-22.7621405963,-22.7361267213,-22.7381277886,-22.7361267213,-22.734125654,-22.734125654,-22.7651421972,-22.7701448655,-22.7661427309,-22.7701448655,-22.7381277886,-22.7681437982,-22.7631411299,-22.7011080435,-22.7361267213,-22.7291229858,-22.7721459328,-22.8071646107,-22.7691443319,-22.734125654,-22.6951048416,-22.8391816875,-22.7311240531,-22.8041630097,-22.806164077,-22.7651421972,138.871393567,138.928420832,138.92341844,138.9714414,138.9714414,138.980445705,139.057482535,138.897406004,138.847382088,138.969440443,138.960436138,138.960436138,138.964438051,139.026467707,139.009459576,139.026467707,138.847382088,138.916415092,139.005457663,138.913413657,138.969440443,138.962437095,138.861388784,138.891403134,138.867391654,138.960436138,138.894404569,138.960436138,138.861388784,138.859387828,138.860388306,138.964438051,99.413,99.336,99.382,99.305,99.305,99.276,99.284,99.283,99.288,99.279,99.279,99.279,99.291,99.289,99.288,99.289,99.288,99.295,99.287,99.268,99.279,99.276,99.3,99.313,99.299,99.279,99.267,99.321,99.284,99.313,99.314,99.291
FLQS30QMGRWV,-23.1442892653,-23.0422394877,-23.0732546162,-22.9752067907,-22.9752067907,-22.9031716536,-22.9371882461,-22.868154573,-22.868154573,-22.869155061,-22.867154085,-22.867154085,-22.9361877581,-22.9041721416,-22.9021711656,-22.9041721416,-22.868154573,-22.9011706775,-22.9381887341,-22.8321370045,-22.869155061,-22.9011706775,-22.9031716536,-22.9371882461,-22.9351872701,-22.867154085,-22.866153597,-22.9752067907,-22.9021711656,-22.9732058147,-22.9371882461,-22.9361877581,138.953418058,138.958418865,138.952417897,138.960419188,138.960419188,138.999425481,139.027429999,138.926413701,138.963419672,138.994424674,138.992424351,138.992424351,138.992424351,138.995424835,138.990424028,138.995424835,138.963419672,138.956418542,138.995424835,138.993424512,138.994424674,138.992424351,138.892408215,138.924413379,138.890407892,138.992424351,138.922413056,138.989423867,138.88840757,138.898409183,138.891408054,138.992424351,99.318,99.277,99.29,99.25,99.25,99.218,99.23,99.209,99.207,99.205,99.204,99.204,99.232,99.219,99.219,99.219,99.207,99.221,99.233,99.19,99.205,99.218,99.226,99.237,99.239,99.204,99.209,99.248,99.225,99.253,99.239,99.232
FLQS30Q9GRWY,-23.0130779152,-22.9400871832,-22.9410870562,-22.8710959433,-22.8710959433,-22.7991050844,-22.8341006408,-22.7611099088,-22.7611099088,-22.7621097819,-22.7611099088,-22.7611099088,-22.8371002599,-22.7951055922,-22.7951055922,-22.7951055922,-22.7611099088,-22.7951055922,-22.8351005139,-22.7261143524,-22.7621097819,-22.8011048305,-22.7951055922,-22.8321008947,-22.7971053383,-22.7611099088,-22.765109401,-22.8730956894,-22.8011048305,-22.8690961973,-22.8301011487,-22.8371002599,138.875158205,138.876158099,138.909154572,138.911154358,138.911154358,138.915153931,138.945150725,138.842161732,138.881157564,138.913154145,138.944150832,138.944150832,138.907154786,138.913154145,138.942151046,138.913154145,138.881157564,138.874158312,138.944150832,138.911154358,138.913154145,138.907154786,138.809165258,138.844161518,138.846161304,138.944150832,138.840161946,138.911154358,138.805165686,138.845161411,138.810165151,138.907154786,99.274,99.245,99.243,99.215,99.215,99.185,99.198,99.175,99.172,99.171,99.168,99.168,99.201,99.184,99.182,99.184,99.172,99.187,99.198,99.156,99.171,99.187,99.191,99.203,99.189,99.168,99.177,99.216,99.193,99.218,99.205,99.201
FLQS30Q9GRWV,-23.0555950185,-22.9805084048,-22.97950725,-22.9094264106,-22.9094264106,-22.8373432614,-22.8723836812,-22.7982982223,-22.7992993772,-22.8013016869,-22.7982982223,-22.7982982223,-22.9124298751,-22.8353409517,-22.833338642,-22.8353409517,-22.7992993772,-22.8323374872,-22.9124298751,-22.7632578026,-22.8013016869,-22.840346726,-22.8343397969,-22.8673779069,-22.8323374872,-22.7982982223,-22.8013016869,-22.9154333397,-22.8353409517,-22.906422946,-22.8683790618,-22.9124298751,138.955586597,138.958587798,138.987599403,138.994602205,138.994602205,138.996603005,139.031617012,138.923573791,138.956586997,138.993601804,139.02361381,139.02361381,138.989600204,138.994602205,138.991601004,138.994602205,138.956586997,138.989600204,139.026615011,139.02461421,138.993601804,138.994602205,138.885558584,138.957587397,138.888559784,139.02361381,138.953585797,138.989600204,138.92057259,138.922573391,138.890560585,138.989600204,99.385,99.354,99.352,99.324,99.324,99.295,99.306,99.284,99.282,99.28,99.277,99.277,99.325,99.294,99.293,99.294,99.282,99.293,99.323,99.263,99.28,99.296,99.301,99.309,99.3,99.277,99.283,99.326,99.299,99.327,99.314,99.325
FLQS30Q3GRWV,-23.3658693124,-23.2968401557,-23.2958397332,-23.225810154,-23.225810154,-23.1577814199,-23.1927962095,-23.1247674754,-23.1247674754,-23.125767898,-23.1227666303,-23.1227666303,-23.1917957869,-23.159782265,-23.1577814199,-23.159782265,-23.1247674754,-23.1577814199,-23.1897949418,-23.0877518407,-23.125767898,-23.1557805748,-23.1617831101,-23.1927962095,-23.1617831101,-23.1227666303,-23.1217662077,-23.2288114216,-23.1567809973,-23.2278109991,-23.1927962095,-23.1917957869,138.726816007,138.776811616,138.775811704,138.866803712,138.866803712,138.820807752,138.844805644,138.745814338,138.786810738,138.817808015,138.811808542,138.811808542,138.806808981,138.816808103,138.805809069,138.816808103,138.786810738,138.768812318,138.847805381,138.81080863,138.817808015,138.804809157,138.712817236,138.738814953,138.716816885,138.811808542,138.739814865,138.809808718,138.706817763,138.748814075,138.707817675,138.806808981,99.516,99.485,99.484,99.45,99.45,99.426,99.438,99.418,99.415,99.413,99.413,99.413,99.441,99.427,99.427,99.427,99.415,99.429,99.437,99.399,99.413,99.426,99.435,99.445,99.435,99.413,99.417,99.455,99.433,99.459,99.447,99.441
FLQS30Q2GRWV,-22.9780505279,-22.9080076984,-22.9430291132,-22.8409667044,-22.8409667044,-22.7689226512,-22.8029434541,-22.7699232631,-22.7669214275,-22.7689226512,-22.7689226512,-22.7689226512,-22.8019428423,-22.8059452897,-22.8049446778,-22.8059452897,-22.7669214275,-22.8019428423,-22.7989410067,-22.7319000128,-22.7689226512,-22.7669214275,-22.803944066,-22.8379648689,-22.8009422304,-22.7689226512,-22.7319000128,-22.8419673163,-22.7709238749,-22.8389654807,-22.8019428423,-22.8019428423,138.943629868,138.940629422,138.944630016,138.925627195,138.925627195,138.991636996,139.014640411,138.910624967,139.031642936,138.984635956,138.974634471,138.974634471,138.979635214,138.981635511,138.923626898,138.981635511,139.031642936,138.937628977,139.016640708,138.97563462,138.984635956,138.978635065,138.872619324,138.853616503,138.87561977,138.974634471,138.911625116,138.976634768,138.821611751,138.914625561,138.87561977,138.979635214,99.283,99.256,99.269,99.23,99.23,99.196,99.208,99.202,99.193,99.197,99.198,99.198,99.21,99.212,99.215,99.212,99.193,99.213,99.207,99.182,99.197,99.196,99.218,99.233,99.217,99.198,99.187,99.227,99.208,99.23,99.218,99.21
FLQS30PHGRWY,-23.4856900988,-23.1605836467,-23.1165692347,-23.0905607185,-23.0905607185,-23.0215381179,-23.0555492545,-22.9485142072,-22.9485142072,-22.9505148622,-22.9475138796,-22.9475138796,-23.0155361527,-22.9875269814,-22.9835256712,-22.9875269814,-22.9485142072,-22.9845259988,-23.0555492545,-22.9125024155,-22.9505148622,-23.0205377904,-22.9845259988,-23.0185371353,-22.9865266539,-22.9475138796,-22.9425122419,-23.0535485994,-22.9305083113,-23.0915610461,-23.0195374628,-23.0155361527,138.910337122,138.961353038,138.971356158,138.998364584,138.998364584,139.01536989,139.036376443,138.941346796,138.983359903,139.021371762,139.002365833,139.002365833,138.942347108,139.016370202,138.999364896,139.016370202,138.983359903,138.961353038,138.97235647,139.002365833,139.021371762,138.934344612,138.900334001,138.931343675,138.850318397,139.002365833,138.931343675,139.002365833,138.903334937,138.878327135,138.895332441,138.942347108,99.529,99.395,99.377,99.364,99.364,99.336,99.348,99.311,99.309,99.307,99.307,99.307,99.338,99.322,99.322,99.322,99.309,99.324,99.352,99.293,99.307,99.341,99.329,99.34,99.333,99.307,99.31,99.349,99.307,99.373,99.343,99.338
FLQS30NWGRWV,-23.1435865717,-23.071603409,-23.0726031751,-23.0016197786,-23.0016197786,-22.9296366159,-22.9656281973,-22.8956445669,-22.8956445669,-22.896644333,-22.8956445669,-22.8956445669,-22.9656281973,-22.9326359144,-22.9306363821,-22.9326359144,-22.8956445669,-22.9286368498,-22.9646284311,-22.8606527517,-22.896644333,-22.9306363821,-22.9296366159,-22.963628665,-22.9336356805,-22.8956445669,-22.896644333,-23.004619077,-22.9296366159,-22.9986204802,-22.9646284311,-22.9656281973,138.89088725,138.926886961,138.923886985,138.961886681,138.961886681,138.959886697,138.993886425,138.892887234,138.926886961,138.959886697,138.956886721,138.956886721,138.960886689,138.961886681,138.924886977,138.961886681,138.926886961,138.921887001,138.995886409,138.957886713,138.959886697,138.958886705,138.856887522,138.891887242,138.828887747,138.956886721,138.851887562,138.959886697,138.85588753,138.89088725,138.85588753,138.960886689,99.572,99.541,99.541,99.51,99.51,99.481,99.494,99.472,99.47,99.468,99.468,99.468,99.496,99.482,99.484,99.482,99.47,99.484,99.493,99.454,99.468,99.482,99.488,99.5,99.492,99.468,99.476,99.512,99.488,99.514,99.502,99.496
FLQS30MRGRWY,-23.1716200178,-23.1876605976,-23.1455540757,-23.032267481,-23.032267481,-22.964095017,-22.998181249,-22.9360240024,-22.9370265386,-22.9360240024,-22.9320138574,-22.9320138574,-22.9961761765,-22.9711127706,-22.9671026257,-22.9711127706,-22.9370265386,-22.9711127706,-22.9991837852,-22.8969250892,-22.9360240024,-22.9620899445,-22.9681051619,-23.0011888577,-22.9671026257,-22.9320138574,-22.9310113212,-23.036277626,-22.9661000894,-23.0382826984,-23.0062015389,-22.9961761765,138.922212009,138.794221027,138.927211657,138.959209402,138.959209402,138.973208416,138.999206584,138.834218209,138.877215179,138.979207993,138.961209261,138.961209261,138.957209543,138.976208205,138.955209684,138.976208205,138.877215179,138.857216588,138.929211516,138.961209261,138.979207993,138.953209825,138.861216307,138.892214123,138.870215673,138.961209261,138.826218772,138.961209261,138.791221238,138.834218209,138.794221027,138.957209543,99.305,99.32,99.294,99.247,99.247,99.218,99.23,99.216,99.214,99.207,99.206,99.206,99.232,99.221,99.221,99.221,99.214,99.229,99.235,99.192,99.207,99.219,99.227,99.239,99.227,99.206,99.215,99.248,99.231,99.257,99.247,99.232
FLQS30MKGRWV,-23.1515942776,-23.0425961878,-23.0395962404,-22.9725974145,-22.9725974145,-23.0335963455,-23.0185966084,-22.868599237,-22.8655992896,-23.0685957322,-22.8665992721,-22.8665992721,-22.9325981155,-22.9025986412,-22.9025986412,-22.9025986412,-22.8655992896,-22.9025986412,-22.9395979928,-22.8325998679,-23.0685957322,-22.8975987288,-22.9015986587,-22.9385980103,-22.9385980103,-22.8665992721,-22.868599237,-22.9755973619,-22.9035986237,-22.973597397,-22.9345980804,-22.9325981155,138.966465157,138.971465246,138.976465334,139.006465867,139.006465867,139.044466541,138.998465725,138.944464767,139.047466594,138.974465299,139.00946592,139.00946592,139.070467002,139.077467126,139.008465902,139.077467126,139.047466594,138.972465263,138.998465725,139.012465973,138.974465299,139.066466931,138.966465157,138.939464678,138.77946184,139.00946592,138.939464678,139.004465831,138.903464039,138.943464749,138.959465033,139.070467002,99.631,99.587,99.586,99.557,99.557,99.579,99.576,99.519,99.511,99.598,99.514,99.514,99.537,99.524,99.529,99.524,99.511,99.531,99.544,99.5,99.598,99.523,99.531,99.548,99.558,99.514,99.52,99.558,99.536,99.561,99.545,99.537
