SN	Distance_X_LOGO_Earphone_RU1	Distance_X_LOGO_Earphone_RU2	Distance_X_LOGO_Earphone_RU3	Distance_X_LOGO_Earphone_RU4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_RU1	Distance_Y_LOGO_Earphone_RU2	Distance_Y_LOGO_Earphone_RU3	Distance_Y_LOGO_Earphone_RU4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_RU1	Angle_Earphone_RU2	Angle_Earphone_RU3	Angle_Earphone_RU4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30PHGRWY	-0.0177350732	0.0122467051	-0.0247644305	-0.0247644305	-0.0247644305	-0.0647772532	0.0112082369	-0.0227644305	0.0131971014	-0.0247644305	0.01223287	-0.0247644305	0.0121964265	-0.0237522826	-0.0647914256	0.0131971014	0.0122089118	0.0132230843	-0.0257910882	-0.0257910882	-0.063777928	0.0131971014	0.0112332075	-0.0627775906	-0.063777928	-0.0617775906	0.0122477174	-0.0287910882	-0.063777928	-0.0637775906	-0.0218069479	0.0132470425	-0.028145762	-0.033156668	-0.029164904	-0.029164904	-0.029164904	-0.025172026	-0.030156223	-0.06317069	-0.028156446	-0.029164904	-0.026149101	-0.029164904	-0.026164681	-0.061178258	-0.026164681	-0.027164013	-0.029141088	-0.023163791	-0.029172026	-0.029172026	-0.025155778	-0.027164013	-0.028165126	-0.025147988	-0.025155778	-0.02314821	-0.034156223	0.00583554200003	-0.025155778	-0.026156001	-0.026156891	-0.028165571	-0.047	-0.059	-0.044	-0.044	-0.044	-0.03	-0.058	-0.042	-0.059	-0.044	-0.059	-0.044	-0.059	-0.042	-0.03	-0.059	-0.059	-0.06	-0.045	-0.045	-0.03	-0.059	-0.059	-0.031	-0.03	-0.031	-0.059	-0.047	-0.03	-0.03	-0.047	-0.059
FLQS30NWGRWV	-0.0838509189	-0.080828986	-0.0828197254	-0.0828197254	-0.0828197254	-0.0808202128	-0.1188009605	-0.0828294734	-0.0797921873	-0.0828197254	-0.0828189943	-0.0828197254	-0.1197919436	-0.0838377591	-0.1198004731	-0.1197921873	-0.1198014479	-0.0818121707	-0.1168012042	-0.1168012042	-0.0818204565	-0.1197921873	-0.0818185069	-0.1188207002	-0.0818204565	-0.046828986	-0.0818292297	-0.1188014479	-0.0818204565	-0.0808204565	-0.0847990109	-0.080828986	-0.052621255	-0.052622341	-0.022622522	-0.022622522	-0.022622522	-0.05362423	-0.04962229	-0.052623299	-0.05062229	-0.022622522	-0.083621539	-0.022622522	-0.050623299	-0.05262423	-0.093624385	-0.051623195	-0.050620505	-0.050623299	-0.050624204	-0.050624204	-0.052622315	-0.051623195	-0.051623299	-0.05162141	-0.052622315	-0.058621514	-0.053622341	-0.049623195	-0.052622315	-0.053622393	-0.01962172	-0.052623299	-0.258	-0.259	-0.261	-0.261	-0.261	-0.258	-0.244	-0.258	-0.26	-0.261	-0.255	-0.261	-0.244	-0.258	-0.24	-0.244	-0.244	-0.259	-0.245	-0.245	-0.259	-0.244	-0.258	-0.245	-0.259	-0.272	-0.259	-0.245	-0.259	-0.259	-0.26	-0.259
FLQS30MRGRWY	0.1797612165	0.1755130752	0.1764277766	0.1764277766	0.1764277766	0.1774303614	0.1683088756	0.173528584	0.2162158226	0.1764277766	0.177409683	0.1764277766	0.1762132378	0.1746242218	0.17731663	0.2162184074	0.1703140452	0.178342478	0.17731663	0.17731663	0.175422607	0.2162184074	0.1774070982	0.174422607	0.175422607	0.1754200222	0.173528584	0.17531663	0.175422607	0.1754251918	0.1571899745	0.1755104904	0.070183696	0.070187788	0.073190574	0.073190574	0.073190574	0.073193795	0.122188223	0.070191009	0.066188223	0.073190574	0.070185089	0.073190574	0.036194492	0.071193708	0.035194492	0.06519127	0.051182215	0.073190748	0.034197452	0.034197452	0.070187701	0.06519127	0.070191357	0.070184566	0.070187701	0.068184827	0.070187875	0.06519127	0.070187701	0.069187788	0.049188484	0.06919127	0.178	0.179	0.178	0.178	0.178	0.178	0.176	0.18	0.164	0.178	0.178	0.178	0.182	0.179	0.181	0.164	0.183	0.178	0.182	0.182	0.179	0.164	0.178	0.179	0.179	0.179	0.179	0.18	0.179	0.179	0.188	0.179
FLQS30MKGRWV	0.1482123154	0.1452144647	0.1452152245	0.1452152245	0.1452152245	0.1452152245	0.1442162014	0.1462143561	0.1432169613	0.1452152245	0.1432154199	0.1452152245	0.143216983	0.1472135746	0.1442161797	0.143216983	0.144216158	0.1452159843	0.1452161797	0.1452161797	0.1452152028	0.143216983	0.1432154199	0.1442152028	0.1452152028	0.1452152245	0.1472143561	0.146216158	0.1452152028	0.1452152028	0.1452172435	0.1452144647	0.001886074	0.005884649	0.005883334	0.005883334	0.005883334	0.00588201899998	0.00488464899999	-0.030117871	0.00288461299999	0.005883334	0.00388585499999	0.005883334	0.002883188	-0.028119077	0.00388322399999	0.00188333399998	0.00488717000002	0.00488329799998	0.00188198200001	0.00188198200001	0.005884649	0.00188333399998	0.004883334	0.005885928	0.005884649	0.00488592799999	0.00588475899997	0.00288329799997	0.005884649	0.00588461300001	0.005884466	0.004883224	-0.296	-0.295	-0.295	-0.295	-0.295	-0.296	-0.295	-0.292	-0.295	-0.295	-0.295	-0.295	-0.295	-0.293	-0.295	-0.294	-0.295	-0.296	-0.295	-0.295	-0.296	-0.294	-0.295	-0.295	-0.296	-0.295	-0.296	-0.295	-0.296	-0.296	-0.296	-0.295
FLQS30MJGRWV	0.2186178301	0.2514449312	0.2153076816	0.2153076816	0.2153076816	0.2593861099	0.2302292532	0.2123843275	0.1591650846	0.2153076816	0.2152987693	0.2153076816	0.2121633021	0.2124484961	0.2122274708	0.2131650846	0.2142310357	0.2143201588	0.2122256883	0.2122256883	0.2563807626	0.2131650846	0.2312934219	0.253382545	0.2563807626	0.2563807626	0.212382545	0.2753094641	0.2563807626	0.252382545	0.2752470779	0.2144449312	0.0493019	0.044295385	0.011283905	0.011283905	0.011283905	0.051284526	0.039296005	0.046290886	0.039296005	0.011283905	0.04930128	0.011283905	0.052289645	0.047284991	0.09129011	0.050290576	0.051306864	0.048289645	0.012278786	0.012278786	0.050295695	0.050290576	0.035289955	0.04430128	0.050295695	0.05030128	0.046289955	0.041290886	0.050295695	0.046295695	0.041296315	0.048289335	0.029	0.016	0.034	0.034	0.034	0.013	0.025	0.031	0.053	0.034	0.03	0.034	0.03	0.031	0.028	0.03	0.03	0.031	0.035	0.035	0.015	0.03	0.025	0.016	0.015	0.014	0.032	0.008	0.015	0.017	0.008	0.031
FLQS30MEGRWV	-0.0489760793	-0.0477265397	-0.0505318988	-0.0505318988	-0.0505318988	-0.0833672027	-0.0462224698	-0.046551862	-0.0480378105	-0.0505318988	-0.047576816	-0.0505318988	-0.0860328197	-0.0447265397	-0.0123971475	-0.0482124882	-0.0462324514	-0.082192525	-0.0493921567	-0.0493921567	-0.0505418804	-0.0482124882	-0.046576816	-0.0715418804	-0.0505418804	-0.050551862	-0.0455568528	-0.0474021383	-0.0505418804	-0.0495368896	-0.0800428013	-0.0697265397	-0.06489363	-0.065900641	-0.033901387	-0.033901387	-0.033901387	-0.061910784	-0.034899448	-0.033905116	-0.035899597	-0.033901387	-0.038891094	-0.033901387	-0.029905265	-0.034910337	-0.036905564	-0.033905265	-0.063888857	-0.062905265	-0.032910486	-0.032910486	-0.036896166	-0.033905265	-0.063905564	0.00110920399999	-0.036896166	-0.035891094	-0.032899746	-0.033905414	-0.036896166	-0.035896166	-0.061899746	-0.030906011	0.087	0.087	0.085	0.085	0.085	0.1	0.084	0.083	0.084	0.085	0.084	0.085	0.098	0.083	0.071	0.084	0.086	0.1	0.085	0.085	0.085	0.084	0.086	0.089	0.085	0.085	0.083	0.083	0.085	0.084	0.099	0.092
FLQS30LFGRWY	-0.171480587	-0.1712269921	-0.1708946953	-0.1708946953	-0.1708946953	-0.1698990677	-0.1716848237	-0.1700870777	-0.2123481546	-0.1708946953	-0.1728422274	-0.1708946953	-0.2133437823	-0.2092488537	-0.1706979407	-0.2103525269	-0.171689196	-0.1717460363	-0.1716935683	-0.1716935683	-0.210890323	-0.2103525269	-0.1718465998	-0.1748815784	-0.210890323	-0.175877206	-0.1710827054	-0.1726935683	-0.210890323	-0.171890323	-0.1754793244	-0.1312226198	-0.03667194	-0.00367466599999	0.002317651	0.002317651	0.002317651	0.002308481	-0.000674171000014	0.003318146	0.000326325000003	0.002317651	0.00033524700001	0.002317651	0.000316658999992	0.00130897599999	-0.038693006	0.000317650999989	-0.00165657400001	0.00131715499998	-0.000691519000014	-0.000691519000014	-0.028673179	0.000317650999989	-0.000682845	-0.00466599200001	-0.028673179	-0.00366574399999	-0.035682597	-0.001683093	-0.028673179	0.00432682100001	-0.000675410000014	-0.00368458	0.19	0.187	0.187	0.187	0.187	0.186	0.186	0.185	0.202	0.187	0.187	0.187	0.203	0.201	0.19	0.202	0.187	0.187	0.187	0.187	0.205	0.202	0.187	0.188	0.205	0.188	0.19	0.187	0.205	0.186	0.188	0.171
FLQS30KNGRWV	0.0888062252	0.1266820914	0.087607183	0.087607183	0.087607183	0.0876093233	0.0904316835	0.088607183	0.0893567751	0.087607183	0.0895900611	0.087607183	0.1284381042	0.0877655607	0.0894316835	0.0893567751	0.0894338237	0.0885301344	0.089517293	0.089517293	0.0495237137	0.0893567751	0.0875900611	0.088525854	0.0495237137	0.0855194332	0.0866906523	0.0494316835	0.0495237137	0.049525854	0.0884038604	0.0886820914	0.064374009	0.063380849	0.062385943	0.062385943	0.062385943	0.063391327	0.066380704	0.028390454	0.065380558	0.062385943	0.067376192	0.062385943	0.062386816	0.063390454	0.066386088	0.067385506	0.065370517	0.062386234	0.061391473	0.061391473	0.066380267	0.067385506	0.060386961	0.066375174	0.066380267	0.066375319	0.064380121	0.067385797	0.066380267	0.066380267	0.067381431	0.06638667	0.137	0.123	0.138	0.138	0.138	0.138	0.137	0.141	0.137	0.138	0.137	0.138	0.122	0.138	0.137	0.137	0.137	0.138	0.137	0.137	0.152	0.137	0.138	0.138	0.152	0.138	0.138	0.153	0.152	0.152	0.137	0.137
FLQS30K5GRWY	-0.0510145618	-0.0790108171	-0.0770098669	-0.0770098669	-0.0770098669	-0.0780098669	-0.0770085815	-0.0800110127	-0.1180064297	-0.0770098669	-0.0770096154	-0.0770098669	-0.0770075754	-0.0800120467	-0.0780086094	-0.0780075754	-0.0770086373	-0.0760088889	-0.0770086094	-0.0770086094	-0.078009839	-0.0780075754	-0.0760096154	-0.078009839	-0.078009839	-0.0790098111	-0.0800110127	-0.0770086373	-0.078009839	-0.0770098669	-0.0810072121	-0.0800108171	-0.00688974299999	-0.077910177	-0.0769184	-0.0769184	-0.0769184	-0.076927122	-0.078909928	-0.041909429	-0.077909429	-0.0769184	-0.044892982	-0.0769184	-0.079919148	-0.076926624	-0.042918899	-0.079918151	-0.046884759	-0.076918899	-0.042926873	-0.042926873	-0.043901455	-0.079918151	-0.07991865	-0.043892484	-0.043901455	-0.043892982	-0.042900458	-0.07891865	-0.043901455	-0.042901206	-0.04590295	-0.077919148	0.016	0.033	0.033	0.033	0.033	0.033	0.033	0.03	0.049	0.033	0.03	0.033	0.033	0.034	0.03	0.034	0.03	0.033	0.029	0.029	0.03	0.034	0.033	0.029	0.03	0.03	0.031	0.033	0.03	0.03	0.031	0.034
FLQS30K3GRWY	0.0673915273	0.02631963	0.0713236806	0.0713236806	0.0713236806	0.0293019088	0.0702993773	0.0303246932	0.0702816561	0.0713236806	0.0302978583	0.0713236806	0.0322614033	0.0723429207	0.0733003899	0.0702811498	0.0312801371	0.0703059594	0.0722998836	0.0722998836	0.0283024152	0.0702811498	0.0322978583	0.0693236806	0.0283024152	0.0683226679	0.0723454523	0.0733003899	0.0283024152	0.0673221616	0.0352563401	0.02631963	0.040747443	0.009748355	0.045748305	0.045748305	0.045748305	0.00774921600001	0.00874837999999	0.010748742	0.00874836700001	0.045748305	0.00974791799996	0.045748305	0.009748804	0.008749204	0.00874880399999	0.008748779	0.00874749299999	0.011748767	0.00974920399997	0.00974920399997	0.00974834200002	0.008748779	0.039748404	0.01074788	0.00974834200002	0.01174788	0.00874830499998	0.00774880399999	0.00974834200002	0.038747967	0.010748392	0.011748816	0.044	0.062	0.042	0.042	0.042	0.061	0.046	0.06	0.046	0.042	0.061	0.042	0.06	0.044	0.044	0.046	0.06	0.046	0.045	0.045	0.062	0.046	0.057	0.045	0.062	0.046	0.045	0.044	0.062	0.044	0.058	0.062
FLQS30K1GRWY	-0.1208896724	-0.1128394543	-0.1128195878	-0.1128195878	-0.1128195878	-0.1118195878	-0.1517732327	-0.1528201397	-0.1527528143	-0.1128195878	-0.1138124138	-0.1128195878	-0.1517522625	-0.1158609764	-0.1507726808	-0.1507533662	-0.1497732327	-0.113800825	-0.1507732327	-0.1507732327	-0.1068201397	-0.1507533662	-0.1168113101	-0.1068201397	-0.1068201397	-0.1068195878	-0.1528206915	-0.1157930992	-0.1068201397	-0.1118206915	-0.1497483996	-0.1138377988	-0.000814144000003	-0.001810468	-0.00180775199999	-0.00180775199999	-0.00180775199999	-0.038804875	-0.00381038899999	-0.003807752	-0.004810389	-0.00180775199999	-0.037812786	-0.00180775199999	-0.003807352	-0.00480479499998	-0.00380759199999	-0.00380767199999	-0.031815982	-0.000807592000001	-0.00480471499998	-0.00480471499998	-0.032810548	-0.00380767199999	-0.006807272	-0.032813505	-0.032810548	-0.032813505	-0.00381054800002	-0.00780727199998	-0.032810548	-0.038810548	-0.036809829	-0.00780711199999	0.075	0.072	0.072	0.072	0.072	0.075	0.087	0.088	0.087	0.072	0.076	0.072	0.087	0.073	0.087	0.087	0.09	0.072	0.086	0.086	0.072	0.087	0.074	0.073	0.072	0.073	0.087	0.073	0.072	0.075	0.089	0.074
FLQS30JCGRWV	0.0118898706	0.0148567567	0.0158448357	0.0158448357	0.0158448357	0.0168451669	0.0538299345	0.0148603992	0.2668878838	0.0158448357	0.0138425177	0.0158448357	0.0548176823	0.0138723202	0.0558302656	0.0548183446	0.0148305967	0.0148332459	0.0548305967	0.0548305967	0.016845498	0.0548183446	0.0158425177	0.015845498	0.016845498	0.015845498	0.0568743071	0.0538305967	0.016845498	0.015845498	0.0148147021	0.0158570878	0.090243856	0.053261792	0.055274604	0.055274604	0.055274604	0.054287415	0.052275702	0.053275336	0.101257399	0.055274604	0.02026289	0.055274604	0.054289246	0.053288513	0.053288879	0.053287781	0.138225553	0.05327497	0.053302423	0.053302423	0.05526106	0.053287781	0.055288513	0.055248248	0.05526106	0.018261426	0.052262524	0.053288147	0.05526106	0.055261792	0.053264354	0.054288879	-0.00300000000001	-0.001	0.0	0.0	0.0	-0.000999999999976	-0.015	0.0	-0.102	0.0	0.003	0.0	-0.016	0.0	-0.016	-0.016	-0.00799999999998	0.0	-0.015	-0.015	-0.001	-0.016	-0.001	-0.001	-0.001	0.00199999999998	-0.016	-0.015	-0.001	0.0	0.0	-0.001
FLQS30J0GRWV	0.1182983868	0.1193003319	0.1193010785	0.1193010785	0.1193010785	0.1203010785	0.1173020216	0.1193002729	0.1173027289	0.1193010785	0.1183013142	0.1193010785	0.1153027878	0.1192995853	0.1183020412	0.1183027289	0.1193020019	0.1213017268	0.1193020216	0.1193020216	0.0803010588	0.1183027289	0.1163013142	0.1193011178	0.0803010588	0.1203011178	0.1193002729	0.1173020019	0.0803010588	0.1203010195	0.1183029057	0.1203003319	0.057549966	0.095549916	0.059549079	0.059549079	0.059549079	0.059548217	0.092549892	0.093549079	0.092549892	0.059549079	0.058550631	0.059549079	0.090548956	0.059548167	0.09254903	0.091549079	0.062551616	0.05654903	0.058548143	0.058548143	0.065549941	0.091549079	0.09354903	0.05855068	0.065549941	0.05855068	0.093549966	0.09154903	0.065549941	0.058549916	0.058549719	0.090548956	0.174	0.169	0.173	0.173	0.173	0.172	0.17	0.169	0.17	0.173	0.173	0.173	0.172	0.173	0.17	0.17	0.173	0.173	0.173	0.173	0.187	0.17	0.17	0.173	0.187	0.172	0.17	0.17	0.187	0.172	0.173	0.17
FLQS30HZGRWY	-0.0658714236	-0.0278617246	-0.0658581007	-0.0658581007	-0.0658581007	-0.1058538374	-0.1058492543	-0.0658621509	-0.0668453107	-0.0658581007	-0.0278571415	-0.0658581007	-0.0278494675	-0.0248665208	-0.0678534111	-0.0278494675	-0.1078492543	-0.0248542637	-0.0658536242	-0.0658536242	-0.0658582073	-0.0278494675	-0.0278571415	-0.0638583139	-0.0658582073	-0.0668579941	-0.0678624706	-0.0678534111	-0.0658582073	-0.0648582073	-0.0668481885	-0.0248619377	-0.025166369	0.046838081	0.00784189499998	0.00784189499998	0.00784189499998	0.00784570900001	-0.024157575	0.00684189499998	0.006838929	0.00784189499998	0.00883511399999	0.00784189499998	0.010842531	0.008849312	0.012842425	0.010842213	0.010831406	-0.025153973	0.00884973600003	0.00884973600003	0.010838293	0.010842213	0.010842213	-0.023161919	0.010838293	0.006835008	-0.025157999	0.00484274299998	0.010838293	0.00983818699999	0.00883892900001	0.010842319	0.011	-0.01	0.009	0.009	0.009	0.024	0.027	0.008	0.01	0.009	-0.00599999999999	0.009	-0.00599999999999	-0.00699999999999	0.00899999999999	-0.00699999999999	0.025	-0.00400000000002	0.009	0.009	0.00900000000001	-0.00699999999999	-0.00600000000001	0.011	0.00900000000001	0.009	0.012	0.00999999999999	0.00900000000001	0.00800000000001	0.00899999999999	-0.00699999999999
FLQS30H6GRWV	0.0230366093	0.0231916343	0.024245973	0.024245973	0.024245973	0.0232475712	0.0213226864	0.0241836434	0.0213786233	0.024245973	0.061261955	0.024245973	0.0223786233	0.0251261083	0.0233194901	0.0213786233	0.0213178919	0.0242987135	0.0233194901	0.0233194901	0.0252443748	0.0213786233	0.0232635532	0.024245973	0.0252443748	0.0252475712	0.0241836434	0.0203194901	0.0252443748	0.0242443748	0.0253882125	0.0251900361	-0.045591002	-0.047592105	-0.048593028	-0.048593028	-0.048593028	-0.048593926	-0.046592079	-0.045592926	-0.045592079	-0.048593028	-0.046591181	-0.048593028	-0.044593028	-0.0465939	-0.046592977	-0.046592977	-0.045590283	-0.048593054	-0.0485939	-0.0485939	-0.048592079	-0.046592977	-0.046592977	-0.047591155	-0.048592079	-0.047591181	-0.045591976	-0.045592977	-0.048592079	-0.04859213	-0.048592207	-0.048593105	-0.335	-0.335	-0.335	-0.335	-0.335	-0.334	-0.333	-0.336	-0.334	-0.335	-0.349	-0.335	-0.334	-0.336	-0.335	-0.334	-0.333	-0.334	-0.334	-0.334	-0.335	-0.334	-0.334	-0.335	-0.335	-0.335	-0.335	-0.334	-0.335	-0.335	-0.335	-0.335
FLQS30GQGRWV	4540.73083017	4533.89208025	4524.85740763	4524.85740763	4524.85740763	4525.14239853	4519.73059405	4530.0172212	4515.10476228	4524.85740763	4523.853444	4524.85740763	4515.10576228	4538.76490292	4519.73059405	4515.23075774	4519.51460314	4520.73155767	4519.73059405	4519.73059405	4524.89140763	4515.23075774	4528.89226213	4524.89140763	4524.89140763	4524.89140763	4530.0172212	4519.72959405	4524.89140763	4524.89040763	4513.7578123	4534.0180757	0.004037633	0.00502563200001	-0.029984906	-0.029984906	-0.029984906	0.00300426299998	-0.00297700299998	0.00101450899999	-0.00697788100001	-0.029984906	-0.000966172000005	-0.029984906	-0.004987833	0.00400514099999	-0.032996029	-0.00498754100002	-0.00195651199999	-0.031995444	-0.030005396	-0.030005396	0.00202446100002	-0.00498754100002	0.00401538700001	0.00203499899999	0.00202446100002	3.41209999988e-05	0.00102475399999	-0.00198695500001	0.00202446100002	0.00402504600001	0.00102299700001	0.004014509	-0.11	-0.124	-0.107	-0.107	-0.107	-0.124	-0.109	-0.123	-0.108	-0.107	-0.108	-0.107	-0.109	-0.123	-0.106	-0.108	-0.122	-0.106	-0.106	-0.106	-0.123	-0.108	-0.124	-0.123	-0.123	-0.123	-0.124	-0.108	-0.123	-0.123	-0.119	-0.124
FLQS30GCGRWY	0.0100657303	-0.023980097	-0.02199906	-0.02199906	-0.02199906	-0.0209985333	-0.021018023	-0.0229785167	-0.020036986	-0.02199906	-0.0229995868	-0.02199906	0.0129624872	0.0090393928	-0.0220190765	-0.0210375128	-0.0240185498	-0.0220164428	0.0109803967	0.0109803967	-0.0229985333	-0.0210375128	-0.0240001135	-0.0239985333	-0.0229985333	-0.0219980065	-0.0239790435	-0.022018023	-0.0229985333	-0.0229985333	-0.0240406733	-0.023980097	-0.045557191	-0.047572107	-0.0455839	-0.0455839	-0.0455839	-0.046596041	-0.047572454	-0.044583207	-0.047572107	-0.0455839	-0.04656066	-0.0455839	-0.046584247	-0.046596388	-0.048584594	-0.0485839	-0.04654852	-0.046584247	-0.047596735	-0.047596735	-0.04657176	-0.0485839	-0.048584594	-0.045558926	-0.04657176	-0.045559273	-0.044570719	-0.048584941	-0.04657176	-0.04557176	-0.047572801	-0.0455839	-0.027	-0.014	-0.015	-0.015	-0.015	-0.015	-0.014	-0.014	-0.015	-0.015	-0.014	-0.015	-0.028	-0.027	-0.014	-0.015	-0.014	-0.015	-0.027	-0.027	-0.014	-0.015	-0.014	-0.015	-0.014	-0.015	-0.015	-0.015	-0.014	-0.015	-0.014	-0.014
FLQS30G5GRWY	-0.0739071673	-0.0788782563	-0.0738793514	-0.0738793514	-0.0738793514	-0.0728795704	-0.0798616106	-0.0778865792	-0.0428613915	-0.0738793514	-0.0778690573	-0.0738793514	-0.1188532877	-0.0818870172	-0.1188616106	-0.0458611725	-0.0768618296	-0.0398714666	-0.1188613915	-0.1188613915	-0.0778786943	-0.0458611725	-0.0768694954	-0.0768791324	-0.0778786943	-0.0408789134	-0.0778865792	-0.0798701524	-0.0778786943	-0.0768793514	-0.0738513165	-0.0768870172	-0.020331145	-0.017337804	-0.018343298	-0.018343298	-0.018343298	-0.018349292	0.015662362	0.015662861	0.018667856	-0.018343298	-0.015331645	-0.018343298	0.018656202	0.015651208	0.017656369	0.049662362	-0.016325984	0.015656535	0.016651208	0.016651208	0.015667856	0.049662362	-0.021343465	-0.014331478	0.015667856	-0.013331478	0.016669021	0.014656202	0.015667856	-0.014337305	-0.019337305	-0.018344131	0.256	0.257	0.256	0.256	0.256	0.255	0.254	0.253	0.239	0.256	0.257	0.256	0.269	0.254	0.269	0.238	0.256	0.238	0.269	0.269	0.253	0.238	0.256	0.256	0.253	0.242	0.254	0.254	0.253	0.256	0.255	0.257
FLQS30E9GRWY	0.0724905053	0.0414844819	0.072481851	0.072481851	0.072481851	0.074481851	0.0704793585	0.0734845511	0.0724768661	0.072481851	0.0744819202	0.072481851	0.0714767969	0.0724869051	0.0714793585	0.0724768661	0.0694793585	0.0704792201	0.0714792201	0.0714792201	0.0704819202	0.0724768661	0.072481851	0.0704819894	0.0704819202	0.0744820587	0.0714846896	0.0704793585	0.0704819202	0.071481851	0.0724761045	0.0424844819	0.012473296	0.014472871	0.010470802	0.010470802	0.010470802	0.010468611	0.045472871	0.010470923	0.04447281	0.010470802	0.00947487899998	0.010470802	0.046470619	0.041468732	0.044470619	0.046470862	0.04347713	0.042470862	0.045468854	0.045468854	0.04147281	0.046470862	0.013470558	0.041475061	0.04147281	0.010475	0.041473053	0.04447068	0.04147281	0.010472992	0.013472992	0.008470741	-0.016	-0.005	-0.016	-0.016	-0.016	-0.016	-0.018	-0.016	-0.02	-0.016	-0.017	-0.016	-0.02	-0.019	-0.019	-0.019	-0.019	-0.019	-0.019	-0.019	-0.019	-0.019	-0.017	-0.019	-0.019	-0.017	-0.018	-0.019	-0.019	-0.016	-0.017	-0.005
FLQS30DZGRWV	0.0463211447	0.0423072545	0.0773069589	0.0773069589	0.0773069589	0.0763069589	0.0793006049	0.0423078455	0.0402895223	0.0773069589	0.0763059246	0.0773069589	0.04028967	0.0433131652	0.0783009004	0.0412898178	0.0422952852	0.0412964674	0.0402951375	0.0402951375	0.0783072545	0.0412898178	0.0413004571	0.0753069589	0.0783072545	0.1163069589	0.0773130174	0.0402952852	0.0783072545	0.0763069589	0.0922986839	0.0413071067	0.008304764	0.00730109100002	0.041301007	0.041301007	0.041301007	0.038297668	0.00730050700002	0.008298169	0.00630092400002	0.041301007	0.040306099	0.041301007	0.00629766799997	0.009295415	0.00629766799997	0.00629800200002	0.012306684	0.00729800200003	0.00829499700004	0.00829499700004	0.00830125799999	0.00629800200002	0.039300507	0.0373066	0.00830125799999	0.037306433	0.00730109100002	0.008297919	0.00830125799999	0.039303679	-0.000699910999998	0.00829800200003	-0.154	-0.153	-0.169	-0.169	-0.169	-0.169	-0.167	-0.153	-0.152	-0.169	-0.169	-0.169	-0.152	-0.153	-0.166	-0.152	-0.153	-0.152	-0.152	-0.152	-0.167	-0.152	-0.155	-0.169	-0.167	-0.185	-0.166	-0.152	-0.167	-0.169	-0.171	-0.152
FLQS30D5GRWQ	0.0401387349	0.0751353355	0.0361311156	0.0361311156	0.0361311156	0.075131057	0.0751285367	0.000133518599995	0.076126544	0.0361311156	0.0371307053	0.0361311156	0.0761264854	0.0781377971	-0.0038714633	0.0751264854	0.0751287126	0.0761291814	0.0761285953	0.0761285953	0.0751334014	0.0751264854	0.1131328739	0.0751334014	0.0751334014	0.0741332841	0.00113357719999	-0.004871346	0.0751334014	0.0751334014	0.0761261923	0.0381332255	-0.010097184	-0.007100143	-0.013103029	-0.013103029	-0.013103029	-0.011105555	-0.011100143	-0.041105338	-0.046102596	-0.013103029	-0.013097978	-0.013103029	-0.047105482	-0.014105771	-0.039105194	-0.046105122	-0.012095092	-0.04610541	-0.044107719	-0.044107719	-0.012100431	-0.046105122	-0.015103101	-0.013097906	-0.012100431	-0.012097762	-0.00510021500003	-0.040105122	-0.012100431	-0.014100431	-0.012100648	-0.044105555	-0.204	-0.217	-0.202	-0.202	-0.202	-0.217	-0.217	-0.185	-0.214	-0.202	-0.202	-0.202	-0.214	-0.217	-0.184	-0.214	-0.217	-0.214	-0.215	-0.215	-0.217	-0.214	-0.231	-0.217	-0.217	-0.217	-0.19	-0.184	-0.217	-0.217	-0.218	-0.2
