SN	Distance_X_LOGO_Battery_Up1	Distance_X_LOGO_Battery_Up2	Distance_X_LOGO_Battery_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Up1	Distance_Y_LOGO_Battery_Up2	Distance_Y_LOGO_Battery_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Up1	Angle_Battery_Up2	Angle_Battery_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30T7GRWV	-0.2047377091	-0.0399838985	-0.0849697372	0.1683156683	0.0469017214	-0.0818934838	-0.1368662505	-0.133642937	-0.4888292131	-0.0797355304	-0.145164728	-0.3679544865	-0.0910852066	0.1778744881	0.0611566255	0.0870901762	-0.4136048103	-0.0788716971	0.1465422412	0.0242579336	0.3426511746	0.0878701307	-0.1934359636	-0.141642937	0.1350585855	0.0302731843	-0.2529479505	0.0302731843	0.2099659921	0.0398679521	-0.0337496917	0.0370335308	-0.00403731500001	-0.00803214299998	0.053972382	0.047977338	-0.015031999	0.050987465	0.055978343	0.054982438	-0.00700714799999	-0.00901246299999	0.05296757	-0.00102244700001	0.109982007	0.049987968	-0.01000722	-0.011016988	0.055978272	-0.00601691600001	-0.015044713	0.114977697	-0.017022375	0.107986747	-0.00403595	0.105986172	0.04400183	0.049978343	-0.008012319	0.049978343	-0.070011529	0.016964984	0.048992637	-0.011012535	0.155	0.083	0.096	-0.014	0.045	0.095	0.119	0.119	0.279	0.1	0.123	0.225	0.094	-0.019	0.038	0.027	0.241	0.1	0.001	0.043	-0.084	0.016	0.149	0.117	0.001	0.047	0.175	0.047	-0.021	0.044	0.075	0.049
FLQS30S7GRWV	-0.2742451034	-0.3631852204	0.2030172009	-0.1822746232	0.0779560528	-0.3302155836	0.1448763494	0.0717654394	0.287002441	0.2489240027	0.319040395	-0.1801379888	0.0109341238	-0.0020523814	-0.0720806361	0.0248712889	0.1869847291	-0.1501472664	0.1300015976	0.0058291178	-0.2160975045	-0.0350245485	0.0247599571	-0.0161557006	-0.2121898592	-0.3272008237	0.3079345455	-0.3272008237	0.0769176771	0.1290125621	-0.2302181139	0.4630188877	0.11056494	0.11158087	0.103536116	-0.00446957299999	0.103535358	0.175453057	0.101481881	-0.019471849	0.103406407	0.100455712	0.156563044	0.057528531	0.04852891	0.052479605	0.224412096	0.10645647	0.098509947	0.07149288	0.099556976	0.107530048	0.109528151	0.106484157	0.106556976	-0.00751356799998	0.224376824	0.179479605	0.041455332	0.179479605	0.043429163	0.099564561	-0.012526842	0.089481881	0.282	0.321	0.074	0.253	0.129	0.302	0.099	0.143	0.037	0.054	0.019	0.246	0.163	0.169	0.184	0.152	0.081	0.232	0.107	0.16	0.257	0.178	0.152	0.181	0.245	0.299	0.033	0.299	0.134	0.106	0.274	-0.039
FLQS30RRGRWV	-0.1874473752	0.4251538045	0.1722558754	0.0676715949	-0.751370315	0.3792362724	0.2581686757	0.0556979576	0.2393809293	0.1204343306	0.1951490727	-0.44439127	0.1743734936	-0.4274291241	-0.1995501221	0.0043849851	0.4585384295	0.0633903928	0.1232464119	0.2034174315	0.124324824	-0.0695670213	0.364406616	0.3085228823	0.2423444271	0.1122700707	-0.0727819787	0.1122700707	0.2523761975	-0.2016623326	-0.0123987056	0.0116546958	-0.021683991	-0.030684616	0.096346635	0.100357417	0.051333197	0.097374605	-0.033647115	0.037359448	-0.022617895	0.037370073	0.038320696	-0.015655709	-0.094667428	0.048363354	0.03737148	-0.025625708	0.034343822	-0.030635708	0.040332259	-0.025659459	0.098352885	0.039353979	0.161351948	-0.028651803	-0.027607426	0.097372886	0.040370229	0.097372886	-0.026618833	0.040321009	-0.024628833	-0.084634927	0.194	-0.073	0.026	0.071	0.434	-0.065	0.0	0.082	0.00700000000001	0.053	0.02	0.305	0.043	0.292	0.193	0.11	-0.093	0.085	0.053	0.023	0.046	0.137	-0.064	-0.023	0.006	0.052	0.138	0.052	0.00199999999998	0.194	0.118	0.113
FLQS30R2GRWV	-0.1287920063	-0.3658070775	-0.2357781409	0.0691386664	-0.224777538	-0.1228534966	-0.1687962263	-0.1830355561	-0.0017883893	0.0611296237	-0.4357763323	-0.2387570413	-0.2937883893	-0.099758247	-0.0178281771	-0.1829119727	-0.3478112974	-0.3068685678	0.1165594528	-0.1857787437	0.1064226068	0.2661055099	-0.0591072947	0.2273725706	0.0781766457	-0.0578770076	0.0071766457	-0.0578770076	0.3882176392	-0.2847666868	-0.0067534242	-0.0108016519	0.125894303	0.00489431700001	-0.000105597000015	-0.127105631	0.062894429	-0.062105451	0.001894495	-0.129105623	-0.002105411	-0.00210545700001	0.00589431899999	0.00189443299999	0.061894485	-0.119105447	-0.003105397	-0.060105449	-0.000105513999998	0.068894549	-0.006105576	0.00189442600001	-0.001105565	-0.00810545499999	-0.001105622	0.120894527	0.018894668	0.064894493	-0.000105454999996	0.064894493	0.056894606	-0.066105687	-0.00110539799999	-0.00510544399999	0.085	0.201	0.144	0.021	0.133	0.1	0.114	0.133	0.042	0.014	0.23	0.145	0.163	0.094	0.048	0.126	0.193	0.169	-0.00900000000001	0.122	-0.005	-0.075	0.067	-0.07	0.005	0.06	0.038	0.06	-0.135	0.171	0.044	0.046
FLQS30QXGRWV	-0.1139711052	-0.0060881765	-0.0640449466	0.0720538981	0.1509223389	-0.0010545273	0.0429686066	-0.1270297577	0.3299314522	-0.125047517	-0.0052078183	0.0559503799	0.2248945315	-0.0770250842	-0.1190430772	-0.1960180739	-0.0150519568	-0.0080183076	-0.2910884102	-0.000985359400001	0.057879109	0.2279644004	0.3280034242	0.1509980497	0.2099613627	0.2569073837	-0.1200384037	0.2569073837	0.3239293492	-0.1440512558	0.0539473422	-0.245002885	0.023866514	-0.032134544	-0.0981274	-0.094108348	-0.01113084	-0.037075802	0.02590594	-0.09209062	-0.036022881	-0.037056751	0.086848786	-0.008112582	-0.019113376	-0.028078448	-0.040056751	-0.035076596	-0.032111524	-0.029074744	-0.03310385	-0.034116022	-0.086131104	-0.016094589	0.017884243	0.018951981	-0.089018383	0.078918906	-0.03104061	0.078918906	-0.034022617	0.049865985	0.018961772	-0.032096441	0.035	-0.00799999999998	0.024	-0.037	-0.079	-0.00999999999999	-0.035	0.051	-0.155	0.045	-0.02	-0.037	-0.111	0.023	0.042	0.076	-0.004	-0.00699999999998	0.117	-0.01	-0.031	-0.112	-0.159	-0.082	-0.098	-0.134	0.042	-0.134	-0.153	0.045	-0.039	0.097
FLQS30QPGRWV	0.0858055593	0.0258290347	-0.0452983316	0.2507176516	0.1658994608	-0.1163133159	-0.0783098196	-0.0942119223	0.2187890766	-0.1473462813	0.226069782	-0.0141909444	0.2658999602	0.2598769843	0.0887596075	-0.221445677	0.400873488	-0.2533722541	-0.5552533788	0.0947056642	-0.2252239098	0.0888380252	0.1445827931	0.1336761951	0.1328070577	0.0866841867	0.1358090556	0.0866841867	0.1397945708	0.0258799812	0.0787551123	0.1577925729	-0.049712502	-0.106710323	-0.046650177	-0.050647998	-0.169708579	-0.086605287	-0.04361749	-0.047618797	0.02249452	-0.04655996	-0.048740831	0.015375973	-0.114677635	-0.062596134	-0.042529887	-0.039584802	-0.154677635	-0.042586546	0.02526745	-0.045652793	0.014349823	-0.049621848	-0.050678507	-0.106617926	-0.046496764	0.012383818	0.007464447	0.012383818	0.00749408399999	-0.111738216	0.00947098499999	-0.110620541	-0.076	-0.044	-0.018	-0.147	-0.1	0.017	-0.004	0.004	-0.141	0.027	-0.137	-0.038	-0.149	-0.151	-0.078	0.058	-0.204	0.073	0.199	-0.08	0.056	-0.077	-0.102	-0.092	-0.096	-0.082	-0.103	-0.082	-0.104	-0.043	-0.078	-0.102
FLQS30QMGRWV	-0.0676384025	-0.1945603688	-0.1305083464	0.2623062032	0.3154015777	0.1804555269	-0.125556997	-0.5067058391	0.0024198819	-0.7728941796	-0.1945671125	0.0524232537	-0.331431276	-0.1995671125	-0.3106432194	0.0593196905	-0.2555743378	-0.1277015038	-0.3985753012	-0.1797222165	-0.0094688478	-0.0106162448	-0.0037621967	-0.5638561262	-0.8218855092	-0.5577983234	0.3196732506	-0.5577983234	-0.3265733744	-0.2956658588	-0.3805998674	0.0033168004	0.031789995	0.134787182	-0.089207544	-0.026195063	-0.039199106	-0.097182758	0.032817066	-0.023182758	0.029852224	-0.046171508	-0.094218091	-0.038200513	0.142812671	0.035817066	-0.031170101	0.031840797	0.019813726	0.03484027	0.103825152	0.037816539	0.098829899	0.030829723	0.031799136	-0.034182758	0.094876306	-0.052198755	0.032843083	-0.052198755	-0.089169398	0.032779975	0.029854685	0.09685152	0.221	0.267	0.259	0.082	0.06	0.125	0.246	0.417	0.19	0.536	0.287	0.175	0.326	0.278	0.333	0.166	0.304	0.246	0.359	0.269	0.189	0.197	0.193	0.443	0.545	0.442	0.052	0.442	0.344	0.32	0.358	0.184
FLQS30Q9GRWY	0.1586895664	-0.0023073289	-0.0533076768	-0.0643210592	0.0016875056	-0.2443160006	0.2276927514	0.1656886832	-0.0713127353	-0.2303165359	-0.4473079444	-0.0203102462	-0.216306633	-0.1183077571	-0.1013129762	-0.1863170177	-0.0553092024	-0.0663150906	-0.1633041439	-0.0263158133	-0.0203010391	-0.1673129762	-0.007320845	0.2106858194	-0.06231311	-0.3043214606	-0.0113085065	-0.3043214606	-0.0633123606	-0.4943117718	-0.1223130565	-0.1533150639	-0.039761659	0.015230456	0.013213262	-0.043788548	-0.042771484	0.022194001	-0.047795787	-0.04679695	0.016176549	0.015185986	0.022230585	-0.041779757	0.017212616	0.016196069	0.021184047	0.018194518	-0.036780791	0.018194388	0.016222053	0.014213262	0.016212745	-0.034789582	0.014221665	-0.09779695	0.015167112	0.086202145	0.020185339	0.086202145	0.017176678	0.021230326	0.019176419	0.022194518	-0.139	-0.073	-0.05	-0.04	-0.07	0.033	-0.168	-0.141	-0.043	0.027	0.121	-0.06	0.02	-0.022	-0.03	0.00800000000002	-0.045	-0.045	-0.00299999999999	-0.062	-0.065	0.00300000000001	-0.071	-0.157	-0.046	0.053	-0.069	0.053	-0.046	0.142	-0.021	-0.00800000000001
FLQS30Q9GRWV	0.0342863515	0.4617765891	0.398368235	-0.0859731235	0.1011683116	0.0891534237	0.6016032513	-0.1440773389	0.2004192793	0.1361959606	0.678113694	0.3245873	-0.020432905	0.0875436997	0.0664022645	-0.1028795424	0.4822384975	0.0271374724	-0.2584148269	0.0652299901	0.3430296836	-0.2157125851	0.1620555889	0.0381895801	0.3253544105	0.1460502718	0.316416089	0.1460502718	0.2103703618	0.3226787543	-0.079707268	0.347484148	0.025621066	0.03061516	0.020650968	-0.032324668	-0.046357523	-0.029330575	0.024667579	0.089703387	-0.150264497	-0.151292183	-0.053416587	-0.044360476	-0.031333159	0.030708555	-0.153312486	-0.060315071	0.025667579	-0.034305473	0.199700434	-0.16036306	-0.10436306	-0.033333897	-0.00338188700002	-0.034278525	0.019782754	-0.101355677	-0.094292183	-0.101355677	-0.034265235	0.032615529	0.081753961	-0.074294398	-0.178	-0.364	-0.337	-0.12	-0.2	-0.197	-0.426	-0.105	-0.235	-0.207	-0.452	-0.298	-0.149	-0.201	-0.176	-0.11	-0.375	-0.17	-0.066	-0.174	-0.301	-0.062	-0.231	-0.175	-0.304	-0.215	-0.291	-0.215	-0.249	-0.304	-0.133	-0.306
FLQS30Q3GRWV	0.1394417617	0.4594605133	-0.1495625228	0.0764349176	0.028440148	0.3734498855	0.2904443769	-0.1555730393	0.0164464357	0.3504445438	0.1334529459	0.1904396473	0.2874580094	0.1824471034	0.2284467139	0.2504376441	-0.0585601302	0.1864385344	0.0524581207	0.187434083	0.1224583989	0.2384454898	0.3664359192	0.1914306888	0.3454517774	0.1914379223	0.1764455454	0.1914379223	0.1234469921	-0.1195587391	0.0094424294	0.2744433753	0.025107827	0.072101663	0.091092679	0.087085889	0.028099783	0.018078681	0.024085471	0.089078367	0.027063533	0.083065413	0.024107513	0.019092888	0.019092888	0.019079203	0.025070532	0.026078158	0.02709247	0.023078158	-0.029893845	-0.030901053	-0.031901157	0.021085784	0.019100514	0.135073353	0.082055593	-0.034908052	0.082065204	-0.034908052	0.025063637	-0.031886532	0.136058414	0.012084844	-0.177	-0.321	-0.056	-0.155	-0.128	-0.278	-0.243	-0.053	-0.123	-0.275	-0.174	-0.198	-0.241	-0.195	-0.215	-0.225	-0.09	-0.197	-0.133	-0.193	-0.164	-0.221	-0.275	-0.209	-0.272	-0.193	-0.199	-0.193	-0.17	-0.058	-0.13	-0.234
FLQS30Q2GRWV	0.0813609093	0.1445536206	0.147544097	0.2803009672	0.0344029248	-0.1587304044	0.5935726676	-0.0798525296	0.2695726676	-0.1407701791	-0.3688743777	0.0904572649	0.0874012442	0.2354684691	0.1813581083	-0.0297802629	-0.3497696189	-0.2918850216	0.1854886365	-0.0277259228	0.259684709	0.6077183215	-0.4050407592	-0.0838446867	0.1513413021	-0.1688570113	-0.0376643	-0.1688570113	0.086381637	0.1504163698	-0.1407253626	-0.2006794256	0.03931235	0.038313731	-0.022674709	0.093347723	-0.017673501	0.045362562	0.048341684	-0.014639509	-0.018624669	0.091372225	0.043325982	0.038347723	0.03933875	-0.042650724	0.035374813	0.038362562	-0.00866004200002	0.044363425	-0.27271681	0.102348586	0.09234755	0.028358248	-0.06567281	0.039359974	-0.018612246	0.049352209	-0.072637093	0.049352209	0.089393793	0.038313903	-0.019625014	0.055363942	0.077	0.05	0.053	-0.015	0.103	0.181	-0.148	0.152	0.0	0.17	0.274	0.073	0.074	0.017	0.034	0.125	0.27	0.24	0.059	0.119	-0.006	-0.152	0.3	0.149	0.051	0.186	0.139	0.186	0.07	0.047	0.18	0.199
FLQS30PHGRWY	-0.0436059199	0.1384780412	0.2624710927	0.0133225684	-0.2516783002	-0.0505488843	-0.1725743621	-0.2296510852	-0.0495323815	0.3684589328	-1.1456783002	-0.5527153589	0.0664980182	0.1385035191	0.0064589328	-0.0406470319	0.3805040981	0.3834450358	0.5236497272	-0.0475671241	-0.0404666603	0.7997252923	-0.0027454691	-0.2816811954	0.0684647232	-0.4256490586	0.0144653023	-0.4256490586	-0.0465312235	-0.4865118255	-0.0515894172	0.0544418511	-0.152152611	0.194922382	-0.156112959	-0.033093421	0.007889627	0.096965195	-0.028089686	-0.087089686	0.028987319	-0.092052045	0.082906579	0.098964333	-0.199121867	0.032950253	-0.033014692	0.094967206	0.084961172	-0.00405262	-0.041041127	0.03294307	-0.033103478	-0.038037679	-0.156129337	-0.024072158	-0.028991131	-0.020088249	-0.033033943	-0.020088249	-0.031013543	-0.033161806	-0.094032507	-0.036031357	-0.027	-0.137	-0.159	-0.062	0.051	-0.046	0.019	0.049	-0.04	-0.212	0.435	0.175	-0.07	-0.123	-0.059	-0.05	-0.233	-0.227	-0.284	-0.041	-0.038	-0.405	-0.044	0.066	-0.086	0.13	-0.062	0.13	-0.036	0.156	-0.028	-0.08
FLQS30NWGRWV	-0.0130270435	0.2298947489	-0.2620431162	-0.2749143383	-0.1970058745	0.0569953016	-0.1320123428	0.0459929494	0.0989476714	-0.3369378594	-0.0740903544	0.080917878	-0.1881056431	-0.2850832981	-0.1470435082	-0.138974121	-0.1370178311	-0.3219656927	-0.1221087792	-0.1540144989	-0.6810211632	-0.0240503686	-0.1369478558	-0.0110107747	-0.4139382514	0.0539776607	-0.1260515446	0.0539776607	-0.2689792173	0.0259208181	-0.0660519366	0.0889300305	-0.047170395	-0.110170305	0.020829873	0.019829885	-0.103170198	-0.047169839	0.015829985	-0.048170024	0.010830171	-0.100169918	-0.048170301	0.004830039	0.016830049	0.020830075	-0.102169905	-0.043169916	-0.043170104	0.019830083	-0.04417012	-0.039170101	-0.038170019	0.011830067	-0.042170199	-0.05017003	-0.046169725	0.011829983	0.011830159	0.011829983	-0.042169822	0.014829779	-0.049169832	-0.00116992399998	-0.284	-0.384	-0.18	-0.175	-0.198	-0.315	-0.237	-0.309	-0.338	-0.137	-0.257	-0.33	-0.213	-0.171	-0.22	-0.229	-0.229	-0.154	-0.236	-0.223	0.00899999999999	-0.284	-0.23	-0.284	-0.107	-0.318	-0.239	-0.318	-0.172	-0.307	-0.26	-0.333
FLQS30MRGRWY	0.3791825676	-0.1392981716	0.5617732445	0.0911637708	-0.055378986	0.2090862341	0.1441543724	0.0111966651	-0.1429114163	0.1962695026	0.0846336901	0.1896830316	0.0879790808	0.1360636663	0.3197911131	0.2480979821	0.4476642349	0.3181614212	0.0959649832	0.0271825676	0.5335006913	0.3678404546	0.0204894366	0.0772319091	0.1353117954	-0.3558644244	-0.099674107	-0.3558644244	0.0261026813	0.0788897961	0.0963470393	-0.0386318143	0.108423051	0.014426503	0.11241292	0.062411419	0.066420725	0.119401213	0.064406616	0.011406316	0.067394984	0.005404965	0.1194223	0.118412244	0.066415922	0.066402414	0.057400387	0.121405566	0.00441592200002	0.059405641	0.118417047	0.020416147	0.056412019	0.110407141	0.014421175	0.012406541	0.063389656	0.021410969	0.010404665	0.021410969	0.063395059	0.013426653	0.114391532	0.071405415	0.068	0.303	-0.012	0.199	0.262	0.141	0.175	0.237	0.3	0.157	0.196	0.151	0.2	0.178	0.098	0.124	0.048	0.099	0.191	0.23	0.006	0.073	0.233	0.209	0.179	0.397	0.286	0.397	0.227	0.208	0.191	0.254
FLQS30MKGRWV	0.0739630599	0.1919624839	0.1349630239	0.0239633075	-0.0440367976	0.0739632068	-0.2280370064	0.3919625789	0.2999626207	0.0269632269	-0.2960366925	0.3589628871	0.1439626265	0.1999624018	0.3449626725	0.2029634314	0.2539626812	0.1969632269	-0.0090372929	0.0259631218	0.4319625415	0.1469631088	-0.33103602	0.2979631031	0.0839630311	0.3069629994	0.4929626106	0.3069629994	0.3639625962	-0.0480367472	-0.0970366277	0.0489631232	0.009117687	0.012118008	-0.044880295	0.012121219	0.013119682	0.06712576	0.008123994	0.010122686	0.014127457	0.01212576	0.020118214	0.00112115	0.00912128700001	0.015124177	-0.048874034	-0.056876901	0.00812121899999	0.005125714	0.016119751	0.01712115	0.007121287	0.012122893	0.025119866	-0.047876052	-0.044872176	0.00112126499999	-0.044875456	0.00112126499999	-0.102875227	-0.044881946	-0.038873759	0.019123374	-0.272	-0.324	-0.294	-0.25	-0.22	-0.278	-0.139	-0.412	-0.372	-0.251	-0.111	-0.396	-0.302	-0.328	-0.386	-0.323	-0.351	-0.325	-0.236	-0.252	-0.429	-0.304	-0.095	-0.365	-0.272	-0.373	-0.451	-0.373	-0.389	-0.213	-0.192	-0.262
FLQS30MJGRWV	0.4116527975	0.2508207647	0.5829744704	0.1992978481	0.2999950702	0.3527494579	0.3456179364	0.0223992623	0.2958492874	0.3537954111	-0.1388559779	-0.4751505924	0.2472723744	0.2138413644	0.1737542116	0.1884151082	0.1839190096	0.3937859036	0.2442184981	0.2025006764	-0.0298036862	0.2388286876	0.4080839278	0.3514182774	0.3039221788	-0.1773931557	0.3458223493	-0.1773931557	0.3518651333	0.2358730563	0.2475830753	0.2205545526	-0.075209548	-0.01819939	0.126813187	0.046824474	0.044811091	-0.082164401	0.104824796	-0.070164562	-0.014131669	-0.069162143	0.047780455	-0.00218536200001	-0.012186974	-0.073166174	-0.01213312	0.047836244	0.106832213	-0.013164401	0.042800933	0.047820604	-0.064206484	0.044814154	-0.020197455	0.041834793	0.046880101	-0.00617552599999	0.046866396	-0.00617552599999	-0.012131669	0.101790775	-0.012141182	-0.014165852	-0.063	0.00200000000001	-0.157	0.019	-0.025	-0.037	-0.05	0.108	-0.018	-0.039	0.168	0.32	0.00399999999999	0.024	0.035	0.024	0.02	-0.061	0.0	0.018	0.13	0.00200000000001	-0.067	-0.047	-0.027	0.189	-0.045	0.189	-0.042	-0.00199999999998	0.002	0.015
FLQS30MEGRWV	-0.3838729682	0.2281865263	0.1218398137	-0.0791729965	-0.5784775811	-0.0534827031	0.0550478978	-0.0128277084	-0.2544972206	-0.0711567716	0.2370769328	0.1134979402	-0.0121860895	-0.32110838	-0.0627035974	-0.3111132192	0.1224882619	0.1188899127	-0.118034368	-0.1616486592	0.1790655471	-0.7101826748	0.239102836	-0.4568567434	-0.1935245483	-0.0670520173	-0.1298923249	-0.0670520173	-0.1289455557	-0.0052182563	0.1722172686	-0.0833842124	-0.022091953	-0.0210909	-0.022078649	0.036927476	-0.016083243	-0.082070801	-0.024071184	-0.020070801	-0.081051754	-0.081064771	-0.020090039	0.00192240399998	0.00992288200001	0.026940206	-0.023057688	0.110942024	-0.019076639	-0.020064292	-0.091086689	-0.0230775	-0.016076256	0.056929965	-0.086090517	-0.028065632	-0.08105051	0.046928912	-0.019058454	0.046928912	-0.020057688	-0.016090804	-0.077051659	0.113950351	0.247	-0.02	0.026	0.109	0.333	0.109	0.056	0.086	0.196	0.117	-0.024	0.029	0.081	0.217	0.107	0.205	0.027	0.029	0.137	0.151	0.001	0.382	-0.018	0.281	0.17	0.103	0.137	0.103	0.136	0.081	0.009	0.104
FLQS30LFGRWY	-0.3043047331	-0.1790271657	-0.2431563157	0.0066114244	0.1315782247	-0.2321796191	-0.1198051892	-0.528989018	-0.256821333	-0.4135782646	0.0999135947	-0.1693975597	-0.3313298609	-0.2700827567	-0.2947397021	-0.2912917132	0.0742755295	-0.1763450925	-0.2404518512	-0.3331585273	0.1029840299	-0.2366074283	-0.0217840974	-0.4792594257	-0.3013249128	0.0044611826	-0.2953652722	0.0044611826	-0.2339222314	-0.3337769377	-0.140567069	-0.1351796191	-0.03231968	-0.03731923	-0.032288845	-0.03827309	0.021711155	-0.03624248	0.092749867	-0.025256435	0.079787905	-0.029240454	-0.043316754	-0.00728074299998	0.06572646	-0.023238429	-0.032237528	0.027758195	-0.075280968	0.095765623	-0.040327558	0.08272736	-0.028283218	0.028734562	-0.00229559700001	0.031755494	-0.029208269	-0.075280517	0.02577215	-0.075280517	0.080787455	-0.040312703	-0.033225599	-0.105269714	0.273	0.219	0.245	0.138	0.078	0.242	0.181	0.371	0.242	0.321	0.096	0.211	0.275	0.257	0.27	0.263	0.111	0.205	0.245	0.275	0.094	0.237	0.147	0.344	0.272	0.142	0.263	0.142	0.232	0.286	0.201	0.206
FLQS30KNGRWV	-0.0041432666	-0.0544656325	0.1203805368	0.0676308554	-0.6036164421	0.1271157143	-0.5109465969	0.1275646498	0.0583493812	0.3653143312	-0.1931248682	0.2376706732	0.1198692901	-0.1215162603	0.1630650864	0.01281	0.430877079	0.2463123839	0.1137738761	0.2812267061	0.3675819742	-0.1689972247	-0.0018472885	-0.2954295086	-0.1130186442	0.0532909645	-0.0547830301	0.4302909645	0.0583552229	0.1144856869	-0.1108901274	0.0602617561	0.071946257	0.071952786	0.069937116	0.072929044	0.016940321	0.135919428	0.057927501	0.066920497	0.066903402	0.069912068	0.018949343	0.00293296100001	0.006933199	0.011918716	0.126903046	0.13591931	0.06793308	0.128920141	0.071941152	0.063934979	0.00293403000001	0.00992441400001	0.075932961	0.141920734	0.13389438	0.073924652	0.072911712	0.088924652	0.068903521	0.074949343	0.129896873	0.004918835	0.165	0.187	0.111	0.133	0.431	0.101	0.387	0.107	0.138	0.00300000000001	0.252	0.065	0.117	0.221	0.086	0.151	-0.024	0.05	0.113	0.04	0.01	0.242	0.163	0.286	0.207	0.14	0.187	-0.027	0.138	0.113	0.206	0.142
FLQS30K5GRWY	-0.1882382907	-0.0822394061	0.0417405159	-0.0232408125	-0.13424251	-0.0082481357	0.1987458021	0.1577467721	-0.3002508031	-0.0182460988	-0.3922569623	-0.0772451288	-0.2542530824	0.0987464811	0.0397489545	-0.1892346048	-0.0652455168	-0.1872382422	-0.1862534219	-0.0712368357	0.0247331927	-0.0792444984	-0.0142250993	-0.1212290276	-0.0732471657	-0.2462347018	0.0387501669	-0.2462347018	-0.302251094	0.3567324168	-0.1282472142	0.0707501184	-0.023166714	0.00482806999999	-0.02913343	-0.030117036	-0.030162739	-0.03111182	-0.034128959	-0.088113311	-0.030077046	0.027933386	-0.021180623	-0.030145849	0.029868806	-0.039114801	-0.03607953	-0.027096669	-0.030145352	-0.02411033	-0.028162988	-0.029146843	-0.088161249	-0.085127965	0.029852412	-0.029099153	-0.031058417	-0.02212722	-0.031080524	-0.02212722	-0.029077295	-0.034181865	-0.086077791	0.019899854	0.081	0.032	-0.02	0.009	0.058	0.003	-0.088	-0.065	0.131	0.002	0.17	0.033	0.105	-0.044	-0.018	0.082	0.027	0.081	0.08	0.03	-0.00699999999999	0.039	0.0	0.052	0.031	0.106	-0.018	0.106	0.132	-0.158	0.059	-0.037
FLQS30K3GRWY	-0.169918231	0.1342154044	-0.12082271	0.5200497718	-0.3338481195	0.323202229	0.3192191687	0.378206464	0.0141984647	-0.3221083321	0.5834817341	-0.3738095346	-0.2317271889	0.0661330586	-0.0438420024	0.2021269415	0.0692055229	-0.0458655298	-0.7598617654	0.4252017585	-0.0926697821	0.1304615005	0.4320295382	0.0180417725	0.2591692907	0.1962431666	0.0094036232	0.1962431666	-0.1178852927	-0.1548175339	0.0101123545	0.2721490572	0.12695345	0.096953871	0.00495162200001	-4.84249999886e-05	0.00394913900001	0.063946678	0.062949748	-0.00505144700001	-0.056053532	0.063946772	-0.017048964	0.006948998	0.00294911500001	0.065948037	0.00694649100001	0.060948131	-0.0570488	0.065948201	-0.047050932	0.081949349	0.004947405	-0.00105383700001	0.058951482	0.00294852899999	0.061941946	-0.00205001799999	0.060946842	-0.00205001799999	0.062946514	0.000950802000006	0.062945109	-0.089053907	0.134	0.004	0.124	-0.155	0.217	-0.075	-0.073	-0.093	0.07	0.207	-0.181	0.235	0.173	0.037	0.09	-0.022	0.047	0.085	0.407	-0.121	0.112	0.015	-0.122	0.064	-0.047	-0.014	0.062	-0.014	0.117	0.139	0.062	-0.039
