SN	Distance_X_LOGO_Battery_Up1	Distance_X_LOGO_Battery_Up2	Distance_X_LOGO_Battery_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Up1	Distance_Y_LOGO_Battery_Up2	Distance_Y_LOGO_Battery_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Up1	Angle_Battery_Up2	Angle_Battery_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS3072GRWV	0.2982682054	0.418215785	0.1323296639	0.0314223036	0.2513093284	0.1363115879	0.2543698831	0.0204914444	0.3502569079	0.1343992567	0.0142261787	-0.0156590385	-0.0187652352	0.2192944157	0.1793228854	0.1403518071	0.2563048094	0.1913481919	0.025201776	0.0194213998	0.1372320534	0.201315655	0.1444742722	0.2393879591	0.2523115879	0.2553988048	0.2493138474	0.2553988048	0.3582523889	0.2822523889	0.0853355387	0.1713572299	0.050126793	-0.01287297	-0.00586301299998	0.000145047000004	0.047135209	-0.011840254	0.044151804	0.106166383	0.052177051	0.049168161	-0.060879963	0.054143625	0.049143388	-0.00984037299999	0.048176577	0.048159983	0.044143625	0.106159864	0.047134616	0.056143506	-0.00386301299999	0.045151093	0.049135446	-0.055847011	-0.057821052	-0.015854478	-0.00183124599999	-0.015854478	0.052177051	-0.009873207	0.052176814	0.095159864	-0.153	-0.2	-0.075	-0.031	-0.131	-0.076	-0.132	-0.035	-0.175	-0.081	-0.018	-0.015	-0.014	-0.113	-0.101	-0.083	-0.133	-0.111	-0.033	-0.031	-0.076	-0.109	-0.085	-0.116	-0.123	-0.128	-0.126	-0.128	-0.18	-0.14	-0.06	-0.101
FLQS305NGRWM	-0.2560199759	0.0409367902	-0.0720443821	0.0430190741	-0.0700364792	-0.0640150946	0.0359937381	-0.2469611684	0.0379584071	0.2629681696	0.2617903527	-0.3250478687	-0.2480906378	-0.0939988238	0.3579133137	0.2230090792	0.0529704941	-0.0139951048	-0.2360841295	-0.2899700012	0.3488122021	-0.531988364	-0.1309400164	-0.4689267673	0.0459874622	-0.2319553574	0.0969744455	-0.2319553574	0.1019553854	-0.3240223003	0.0419749104	-0.4109765095	-0.045957793	-0.10395588	0.01609807	-0.101897721	-0.044930244	0.017173064	-0.107877059	-0.095870172	-0.099795178	-0.045823492	-0.040958941	-0.036903461	0.021096539	-0.036851806	-0.045799004	-0.05084951	-0.102924888	-0.048849893	-0.04295435	-0.096929479	0.011093478	0.025124471	-0.046930244	-0.030848745	-0.041766098	0.024126767	-0.155843006	0.024126767	-0.043795178	-0.095978455	-0.048796708	-0.040876677	0.016	-0.109	-0.07	-0.11	-0.065	-0.074	-0.106	0.018	-0.107	-0.212	-0.21	0.046	0.00699999999999	-0.055	-0.252	-0.193	-0.113	-0.089	0.008	0.036	-0.253	0.132	-0.038	0.109	-0.116	0.000999999999976	-0.128	0.000999999999976	-0.141	0.051	-0.113	0.084
FLQS305DGRWM	0.0615183744	0.0444072915	0.0024728916	0.0505545274	0.2554524827	-0.1264845411	-0.067460342	-0.2274192325	-0.0595037838	0.1504906766	-0.2825702587	0.1145323691	-0.0045941663	0.1824650196	-0.1724877483	-0.0184384752	0.0974460685	0.0445390749	0.2153725963	-0.1264623829	0.1503714301	-0.0025119474	-0.1743644199	-0.0614218565	0.04753441	0.2315425736	-0.0635171954	-0.0074574264	-0.0144883314	-0.00455422309999	0.1674656027	-0.1564606335	0.00327260100001	0.057271408	0.000270087999994	0.059268859	0.00027111899999	0.069267322	0.00726851499999	0.069267521	0.006264953	0.006266291	0.013272348	-0.00073021899999	0.00426983499999	-0.011733492	0.067265043	-0.047732733	0.001269853	-0.046732733	0.001271101	-0.051728954	0.00326979900001	0.00526856899999	0.00627106499999	0.061267629	0.116263651	0.052267539	0.007266219	0.122267539	0.061264971	0.006272366	0.00126601999999	0.02126819	-0.064	-0.062	-0.038	-0.064	-0.148	0.012	-0.00699999999999	0.057	-0.011	-0.103	0.086	-0.087	-0.035	-0.116	0.033	-0.025	-0.079	-0.052	-0.131	0.023	-0.103	-0.036	0.039	-0.015	-0.067	-0.143	-0.009	-0.044	-0.036	-0.035	-0.11	0.031
FLQS3057GRWM	-0.1213641674	0.421628367	0.1756278986	0.2406358326	-0.3493653029	0.2886315604	-0.2263649055	-0.330359583	-0.2363635855	0.1826317591	-0.192369575	0.1616333772	0.0576285373	-0.0013677015	0.0546329656	-0.2243614282	-0.0023669209	0.0676334481	0.1206277567	-0.084363032	0.1576269761	-0.1183649339	-0.0453611159	0.0586345552	0.0046372803	-0.05636465	0.1796315604	-0.05636465	0.0616354777	-0.2203640113	-0.0553650758	0.2706320714	-0.038587416	-0.098586303	0.012481942	-0.040510269	-0.085559228	-0.047463535	-0.036488385	-0.031463535	-0.040431638	-0.039458713	-0.033567016	-0.049515461	-0.092534748	-0.042466873	-0.040434976	-0.086460939	-0.091533635	-0.091482451	-0.041559969	-0.085533264	-0.042515832	-0.03650693	-0.03653957	-0.091486902	-0.039404562	0.015511615	0.013561686	0.015511615	-0.092432008	-0.091585562	-0.037431638	-0.110485789	-0.094	-0.326	-0.229	-0.252	0.009	-0.274	-0.048	-0.003	-0.043	-0.227	-0.063	-0.217	-0.168	-0.146	-0.171	-0.044	-0.141	-0.172	-0.199	-0.106	-0.216	-0.096	-0.128	-0.168	-0.149	-0.127	-0.231	-0.127	-0.169	-0.046	-0.124	-0.26
FLQS3052GRWY	0.005013231	0.1146835743	-0.367102973	-0.0657304609	-0.1708969375	0.225815437	-0.2488202923	0.1251385006	-0.1201466525	-0.3569785276	-0.0051969251	0.2288772476	-0.00716890429999	-0.0192480219	-0.0781524215	-0.1349134204	0.2478492268	-0.238882103	-0.1071705526	-0.0099002341	-0.0582678013	0.0458236784	-0.4254980529	0.1619382341	0.1158607648	-0.4408161716	-0.193992538	-0.4408161716	0.2428434578	-0.0629595723	-0.1799933621	0.20485582	0.064799288	0.067798275	0.07078838	0.073787367	0.071792275	0.124772252	0.071781368	0.066781991	0.00977077100001	0.00977653700001	0.009797885	0.062787211	0.010786977	0.127772797	0.072771551	0.010781134	0.00379180799999	0.073771629	0.010792353	0.068787367	0.067787055	-0.049217931	0.076792198	0.006778251	0.00876960299999	0.145776693	0.066776303	0.145776693	0.065771083	0.009798119	0.00777092700001	0.106772641	0.013	-0.036	0.175	0.043	0.09	-0.09	0.124	-0.04	0.073	0.177	0.022	-0.085	0.024	0.018	0.049	0.079	-0.088	0.119	0.067	0.02	0.04	0.005	0.201	-0.051	-0.031	0.201	0.1	0.201	-0.091	0.047	0.099	-0.079
FLQS304WGRWM	0.8865200922	1.4046758849	1.1869027626	0.6951054707	0.5261012807	0.5170475541	0.7799317209	0.7545236836	0.5169087483	0.7501869584	1.1894749726	0.6643185813	0.3510747167	0.5274096462	0.5610215886	0.0399992146	0.143381885	0.3292454735	1.2727332029	0.5065248808	0.4803770965	0.9686487223	0.7921356261	0.6189690592	0.6376311368	0.3255780088	0.8682135224	0.3255780088	0.5056329325	0.5567355972	0.5102135224	0.6705484519	-0.02580619	0.033201692	-0.026778999	-0.0237656	0.052216667	-0.019740774	0.04124366	0.100249966	0.036277945	-0.018748261	0.02919913	0.041228095	-0.016783333	-0.016745109	0.095277748	-0.083767571	0.056231247	-0.014740577	0.039202086	-0.014784319	-0.017783925	-0.100772102	0.124219228	-0.023752005	0.040292722	-0.046774664	-0.07874767	-0.046774664	-0.018733483	-0.022811707	-0.079734469	-0.040736833	-0.078	-0.301	-0.204	0.004	0.074	0.083	-0.033	-0.034	0.079	-0.019	-0.202	0.018	0.156	0.078	0.052	0.293	0.239	0.163	-0.245	0.084	0.102	-0.1	-0.053	0.036	0.025	0.168	-0.064	0.168	0.087	0.071	0.093	0.018
FLQS3047GRWM	0.2116317539	-0.0162425817	0.0857777571	0.2025859917	0.1017654086	0.2126034249	0.0885351448	-0.0335701809	-0.3833551712	0.0885351448	0.4950639525	0.099599793	0.2608859883	0.4089673434	0.0975867181	0.470571464	0.0476964021	-0.0294154611	0.0937690405	0.1444842979	0.1998075389	-0.1934859203	0.1974181969	0.1484356302	0.0936382913	0.0945307865	-0.339362435	0.0945307865	0.1476462816	0.094828604	0.0996005194	0.1015816334	0.087728334	0.092726845	0.027708229	0.156706889	0.088707336	0.21267621	0.283685741	0.216686933	0.087665934	0.091685592	-0.08225722	0.027705549	0.088696315	0.020677997	0.220673976	0.207676359	0.093696166	0.220676359	0.027697209	0.08969557	0.02869557	0.195685146	0.150707336	0.088687082	-0.089327364	0.282686337	0.150676359	0.282686337	0.209666381	0.026727292	0.211666232	0.090674572	-0.181	-0.081	-0.12	-0.183	-0.133	-0.192	-0.144	-0.084	0.081	-0.127	-0.289	-0.126	-0.202	-0.261	-0.142	-0.304	-0.109	-0.086	-0.123	-0.151	-0.17	-0.012	-0.179	-0.153	-0.113	-0.147	0.055	-0.147	-0.163	-0.124	-0.142	-0.132
FLQS303BGRWM	0.26220349	-0.1808038202	0.238206889	-0.0058202101	-0.1138187667	0.1331946432	0.0651852842	0.0671788121	-0.1778050774	-0.2298172767	0.1292316601	-0.3648061483	0.2022128956	0.3592037228	-0.3298174164	-0.3448159729	0.1931986941	-0.1188232366	-0.2027840313	-0.5018224451	-0.4227983259	0.3152239308	0.0131807212	0.0031762046	0.0621968316	0.1301906389	-0.3618164851	-0.1118206291	-0.4808184873	-0.5268182545	0.006189242	0.1331921754	0.018817457	0.019820569	0.019803107	0.019791697	0.018796192	0.01577752	0.017788412	-0.043210724	-0.040245648	0.077757119	0.010811579	-0.042215046	0.011785991	0.084765245	-0.091235101	-0.011234064	0.011784954	0.083765763	0.014797229	0.027786683	0.08577337	0.010774581	0.07780207	0.019779767	0.018731877	0.015789449	0.019756773	0.019788757	0.022744325	0.017809331	0.019754525	0.01576438	-0.039	0.154	-0.029	0.078	0.125	0.017	0.047	0.051	0.159	0.171	0.019	0.239	-0.012	-0.087	0.229	0.229	-0.009	0.121	0.164	0.293	0.253	-0.062	0.065	0.074	0.048	0.019	0.233	0.125	0.285	0.304	0.072	0.018
FLQS3024GRWM	0.0776596981	-0.0603424912	0.1476561405	-0.1342987063	-0.0113529813	-0.2443216022	0.0426651712	-0.1983060038	0.1336571439	-0.1343143959	0.5996393563	0.1856482957	-0.2253541672	-0.1233314537	-0.0733226968	-0.1413073721	0.1586509411	0.0346704618	-0.0533674851	-0.07231695	-0.01536411	-0.1133330045	-0.181285206	-0.0792928683	-0.202305274	-0.1253086491	0.0916680902	-0.1253086491	-0.0773239738	-0.0623457751	-0.2403220582	-0.025327805	0.008811006	0.011806095	0.00880111399999	-0.047199868	0.011801605	0.018790661	-0.050204077	-0.043204639	-0.048218599	-0.045213548	0.058806726	-0.053198886	-0.042199447	0.015790942	0.012774105	0.01779038	-0.048199237	0.012790731	-0.165185697	-0.042198816	-0.043198956	-0.047203867	0.017800974	0.066783505	-0.044224212	-0.042204779	0.009782313	-0.042204779	0.010777332	0.010814934	0.014781471	-0.047208637	-0.103	-0.042	-0.133	-0.005	-0.064	0.037	-0.083	0.023	-0.123	-0.00500000000001	-0.336	-0.145	0.035	-0.015	-0.037	-0.00699999999999	-0.133	-0.085	-0.03	-0.032	-0.058	-0.015	0.01	-0.039	0.025	-0.009	-0.11	-0.009	-0.035	-0.042	0.037	-0.052
FLQS301GGRWM	0.0355723942	0.0794083026	-0.0355198325	0.0196107221	0.4473184714	0.1395592189	0.0276442591	0.2586550388	0.0384136924	0.4903987206	-0.0275863076	0.0765676032	0.0893885397	-0.0064419788	0.0346053323	0.1495789818	-0.026474318	0.1995759874	0.5101513854	-0.000274294	0.0913214658	-0.0853713116	-0.0321904515	0.1005855694	0.096492145	0.1616454569	-0.0295084539	0.1616454569	-0.0195587593	0.0715089135	-0.076403052	-0.0162748928	-0.044479419	0.015509051	0.134484008	-0.102506083	0.133496259	0.131458245	-0.032498876	-0.044519415	0.078433743	0.019456804	0.01551968	0.254461848	0.072506168	0.13546311	0.020457885	0.016459326	0.011505087	0.068459146	-0.042440864	0.20246329	-0.116463384	0.018482027	0.009518239	-0.045517433	0.075430861	0.007493737	0.019456444	0.007493737	-0.041544998	0.072509231	0.014455363	0.141460587	0.186	0.162	0.201	0.199	-0.011	0.125	0.189	0.089	0.174	-0.02	0.209	0.141	0.152	0.188	0.18	0.131	0.209	0.103	-0.022	0.18	0.169	0.234	0.211	0.157	0.148	0.126	0.209	0.126	0.21	0.16	0.23	0.192
FLQS301EGRWQ	-0.3598411692	-0.0257703943	0.1002353375	-0.197833693	0.0432121612	-0.1908029159	-0.0718062802	-0.0778315747	0.1062487947	-0.2958340668	-0.3067864682	-0.0157771229	-0.0227693975	-0.1748047849	-0.1258164977	0.046193346	0.1542208834	-0.2408263414	-0.1907910785	0.3532200112	-0.0237487132	-0.1228040373	-0.0778476486	-0.0698292073	-0.0747965611	-0.2468358113	-0.3118247215	-0.2468358113	0.0852205096	-0.0367945674	-0.1308032897	0.0131916016	-0.045768042	-0.05276843	-0.057717564	0.010310782	-0.059742803	0.00436087200002	-0.111710574	-0.166685335	-0.10762748	-0.10765699	-0.048768042	-0.056716787	-0.004693878	0.00236048299999	-0.156627868	-0.000640682000011	-0.059714069	-0.105681452	-0.05073892	-0.069697761	-0.109714846	-0.054687665	-0.108741638	-0.054665144	-0.110600687	-0.041707856	-0.107655437	-0.041707856	-0.108629033	-0.110768818	-0.055608065	-0.124683394	0.159	0.014	-0.041	0.083	-0.016	0.081	0.039	0.047	-0.04	0.137	0.136	0.009	0.00800000000001	0.074	0.067	-0.022	-0.065	0.112	0.085	-0.151	0.018	0.056	0.041	0.033	0.04	0.11	0.144	0.11	-0.03	0.024	0.06	0.00300000000001
FLQS300VGRWQ	-0.2951248113	-0.1008488776	0.1380538248	-0.1610856864	-0.102834978	0.4742046617	-0.1087768054	0.0900497064	0.2432000285	0.4422494495	-0.4398267412	-0.2738704993	0.0983132849	0.1761711996	0.1650934646	-0.0360676683	-0.9260820828	0.4421887029	-0.576834978	-0.160894695	-0.097832404	-0.6628612329	0.1389838118	0.2670620617	0.0701037606	-0.1648735881	0.074100157	-0.1648735881	0.3182051765	-0.593822108	-0.1049297015	0.0901459743	0.059136205	0.063135791	-0.066861811	-0.003861693	0.108137404	-0.013861145	-0.00486218100001	-0.064860642	0.059141564	0.056140439	0.108137315	-0.00186318799997	0.108138396	-0.01386153	-0.010859457	0.055140528	0.240140306	-0.015861204	-0.000865186000013	-0.00386352800001	-0.00686243299999	0.075138811	0.055136457	-0.00986077499999	0.05614263	-0.026862551	0.053141312	-0.026862551	0.055141475	0.107136309	-0.00585853899999	-0.00486153	0.217	0.133	0.039	0.165	0.129	-0.112	0.142	0.06	-0.017	-0.105	0.277	0.214	0.041	0.018	0.023	0.106	0.478	-0.098	0.346	0.164	0.137	0.377	0.029	-0.022	0.058	0.169	0.057	0.169	-0.051	0.344	0.14	0.055
FLQS300RGRWY	-0.1599767917	-0.1849340975	0.0701619644	-0.4051317715	0.1291043273	-0.1189733761	-0.0449797803	0.3141598297	0.0611043273	0.1260919459	0.0143195059	-0.103966972	-0.0488965266	-0.1349025038	-0.0439332436	-0.3681215249	0.1251346401	-0.1730284516	0.1562405217	-0.044988746	-0.5830493718	-0.6950775499	-0.1541420181	0.3301679416	0.0681261013	0.1940962154	-0.0438986613	0.1940962154	0.0641073159	-0.1059298281	-0.0919456249	-0.3449358053	0.05521927	0.05722022	0.054221185	0.059222263	0.056221199	0.00122335500001	-0.001777652	0.051223114	-0.000774772999989	0.052224177	0.051220036	0.060222178	-0.00177863100001	0.00922338299999	-0.052775511	0.005223411	-0.00377865899999	0.059224163	-0.00677890000001	-0.00277865899999	0.004221454	0.068223255	0.059221199	0.050223114	0.109226234	-0.036778177	0.054224234	-0.036778177	0.000225227000016	-0.000780672999994	-0.002775567	-0.04977744	0.244	0.255	0.144	0.351	0.117	0.231	0.199	0.037	0.152	0.119	0.168	0.219	0.201	0.237	0.204	0.34	0.125	0.25	0.112	0.199	0.434	0.478	0.241	0.03	0.14	0.097	0.194	0.097	0.151	0.225	0.22	0.335
FLQS300LGRWQ	-0.0597435133	-0.2306781215	-0.1206525593	-0.059849329	-0.2918386285	-0.1186602874	-0.1817875041	-0.2959379051	-0.061558633	-0.0517120064	-0.6967286515	0.0502939384	-0.4507024948	-0.060639481	-0.3137310294	-0.4309373106	0.0564128324	-0.2418184165	-0.3907054672	-0.1438166331	-0.1665954902	0.0652713485	-0.1229159097	-0.4278665686	-0.1878445732	-0.0627916654	-0.0666709879	-0.0627916654	-0.1157250847	-0.3035859786	-0.2507048727	0.0834633624	-0.063590375	-0.00458482299999	0.051425945	-0.006573045	0.039421571	-0.00356168799999	0.056437976	-0.00256681999998	-0.00755007800001	0.050443781	-0.056593488	-0.010567829	-0.001567745	-0.008561267	0.059449922	0.00143898500001	0.149436966	-0.003561519	-0.070593236	0.064437976	0.052432507	-0.078570858	-0.063583813	-0.057567156	-0.06154848	-0.068572204	-0.006560846	-0.068572204	0.04944967	0.032415093	-0.061555042	0.118443276	-0.022	0.047	-0.006	-0.027	0.07	-0.002	0.02	0.076	-0.027	-0.036	0.255	-0.075	0.143	-0.027	0.079	0.134	-0.093	0.052	0.123	0.003	0.014	-0.076	0.005	0.138	0.034	-0.02	-0.024	-0.02	-0.008	0.076	0.061	-0.102
FLQS300LGRWM	-0.4320247836	0.1430115859	-0.1669072822	0.1309773146	-0.5340632513	0.5731088043	-0.3710072983	-0.1120587051	-0.1079555417	0.2539479393	-0.1858167082	-0.2899810703	-0.2258803548	-0.121917074	0.1280738336	0.1319224107	-0.2369950585	0.0690157824	-0.4519593885	0.070998297	0.0701025096	-0.5548922448	0.125962627	-0.1680265321	-0.126001703	-0.1160310783	0.3141318849	-0.1160310783	-0.1199534435	0.2551766473	-0.683110112	0.7612588283	0.05014605	0.116147555	0.049153649	-0.012848511	-0.00584816400001	0.105159319	-0.032847855	-0.019848356	0.045162328	-0.076842918	-0.00685271499999	-0.006849629	0.224156697	0.119159744	-0.019842879	0.050157314	-0.120849822	-0.017845425	0.052147555	-0.017850362	-0.071850054	0.062152916	-0.014853255	-0.010843535	-0.014837209	-0.011847855	0.045159512	-0.011847855	0.046162251	-0.016855338	0.181162251	-0.158845618	0.374	0.117	0.258	0.134	0.424	-0.071	0.354	0.241	0.233	0.085	0.271	0.317	0.268	0.233	0.135	0.127	0.305	0.161	0.383	0.16	0.165	0.426	0.137	0.264	0.246	0.241	0.048	0.241	0.238	0.08	0.473	-0.129
FLQS3009GRWQ	0.178100417	0.0631558238	-0.1679035181	0.0020634267	-0.1728986386	-0.1178854165	-0.1149094995	0.0020568156	-0.1708876202	0.0670538249	-0.6978958053	-0.0609085551	-0.2438462225	-0.1139150087	0.052093806	-0.2279083977	0.3931063984	-0.1149088699	-0.3088981663	-0.0499283882	0.6991457498	-0.1719156384	-0.4449499528	0.1180576027	-0.0039173698	-0.1729189439	0.1861219816	0.1170810561	-0.3588855739	-0.0498668426	-0.1098984812	8.35746000014e-05	-0.04699266	-0.053992965	0.070005754	0.013006178	0.021006491	-0.116994663	0.019005329	0.070005105	0.064003479	0.008004496	-0.031992428	0.018005906	-0.045993493	0.086004937	0.00400399099999	-0.111994663	0.00700593000001	0.019005353	0.180005209	-0.048993373	-0.055992949	-0.045994102	-0.036993597	-0.050994847	0.012003327	0.022005345	-0.046995504	0.00700534500001	0.066003495	0.018007019	-0.166995055	-0.054994438	-0.264	-0.213	-0.123	-0.192	-0.116	-0.128	-0.141	-0.197	-0.121	-0.22	0.117	-0.165	-0.08	-0.148	-0.214	-0.08	-0.363	-0.142	-0.072	-0.164	-0.491	-0.111	0.00700000000002	-0.238	-0.19	-0.117	-0.267	-0.243	-0.039	-0.171	-0.127	-0.185
FLQS2F0LGRX5	-0.377883785	-0.5548915222	-0.4388842959	-0.3028662668	0.4471111786	-0.1238703544	-0.3828819602	-0.4308592596	-0.1849064856	-0.0068729091	-0.0489183103	-0.0778915222	-0.1749096242	-0.0569039308	-0.2398869966	-0.2538672887	0.0511026385	-0.0718822521	-0.3249072885	-0.1848796974	0.4390908867	0.0031036604	-0.3808387487	-0.247864223	-0.0668790405	-0.0678817412	-0.260893128	-0.0678817412	-0.2538937119	-0.2418907922	-0.3908876536	-0.0648809383	0.059318292	-0.05367967	0.060316786	-0.001685417	-0.00468220400001	0.003314069	0.006315336	0.00331316899999	0.001311664	-0.060685839	-0.00168080799999	-0.02668281	-0.089681671	0.004314253	-0.05468718	0.000314069000012	-0.00568339700003	-0.001685858	0.03731831	0.066316713	-0.002683507	0.061314124	-0.05268112	0.060313261	-0.000689657999985	0.062314289	0.00131298599999	0.062314289	0.00231170000001	0.000319247000007	-0.111687271	-0.004685968	0.162	0.249	0.189	0.135	-0.191	0.057	0.169	0.191	0.083	0.011	0.025	0.04	0.087	0.027	0.113	0.113	-0.019	0.035	0.141	0.078	-0.189	-0.00399999999999	0.174	0.106	0.032	0.027	0.117	0.027	0.114	0.108	0.183	0.032
FLQS2EQUGRX5	0.0632742086	-0.1155894464	-0.3637829491	-0.2449097678	-0.0585799201	0.0633164815	0.0043027875	-0.000717455900002	-0.164608499	-0.4038014063	-0.7895709892	-0.4176543442	-0.2795817063	-0.2346805415	0.0013450604	0.1842962382	-0.1856120713	-0.114838916	-0.5026162391	-0.5518645179	0.0985516617	0.2963438696	0.3021723964	-0.0037097158	-0.3438561824	-0.0498442746	-0.118788903	-0.0498442746	-0.6598954783	-0.116635887	-0.1707537748	0.1553575636	0.061420071	0.063414624	0.127312231	0.010337829	0.063377044	0.059263758	0.064300249	0.059303517	0.00922182000001	0.064231079	0.016413535	0.072339463	0.069336195	0.077262124	0.058231623	0.058264847	0.119310052	0.067259945	0.016373231	0.085334562	0.114308963	0.111271383	0.110347633	0.117273561	0.06315156	0.065296981	0.066229445	0.065296981	0.071189141	0.066413535	0.117163543	0.049265936	0.079	0.157	0.26	0.218	0.132	0.08	0.105	0.107	0.183	0.284	0.455	0.289	0.229	0.208	0.106	0.026	0.183	0.157	0.331	0.346	0.059	-0.028	-0.03	0.103	0.258	0.128	0.158	0.128	0.396	0.157	0.177	0.04
FLQS2DERGRX5	0.1709473534	-0.4440585308	-0.1390272517	0.1079300106	-0.0250303487	-0.6901279021	0.1049603605	-0.0861390511	0.1120068145	-0.1430953843	-0.0770436655	-0.2610337553	-0.141921956	-0.138965313	0.0420182732	-0.0751393608	-0.3720659634	-0.2610771124	-0.6339978309	-0.1021056042	0.4200501716	-0.2030548145	0.0778392704	-0.0211179919	-0.2600529563	-0.0210411879	-0.3240891904	-0.0210411879	-0.0720480012	-0.02501889	-0.25106937	-0.2540792802	-0.161900925	-0.028912057	-0.033932255	0.029057408	-0.035934799	0.043033394	-0.032935435	-0.093944818	-0.089957859	-0.094954997	-0.103923667	-0.026941002	-0.098941797	-0.033954201	-0.096966288	-0.029967242	-0.032945614	-0.093945773	0.258020035	0.099044049	0.025017968	0.19001765	-0.011934004	-0.034953724	-0.029978852	0.0290555	-0.030955474	0.0290555	-0.033966606	-0.099912216	0.089023216	0.029033553	-0.275	-0.018	-0.151	-0.264	-0.201	0.083	-0.257	-0.168	-0.255	-0.143	-0.172	-0.098	-0.143	-0.15	-0.224	-0.179	-0.05	-0.092	0.038	-0.179	-0.4	-0.143	-0.248	-0.202	-0.099	-0.208	-0.07	-0.208	-0.18	-0.195	-0.113	-0.107
FLQS2CKUGRX5	0.0176690659	-0.0303317621	0.1485887468	0.1568537171	0.1627377926	0.2016508492	-0.0371785762	-0.0360593396	-0.0273110613	0.0786740341	-0.2975545028	0.0236168999	-0.2454476866	-0.2533168575	-0.0283607432	-0.0941264102	0.0245920589	-0.0981885126	-0.24553463	0.0088860103	-0.031586796	-0.1372978128	0.0169919984	-0.1451678118	0.2006566454	-0.1471272382	0.0876516772	-0.1471272382	0.0267336524	-0.2564170494	-0.085252271	-0.0792183217	0.012283965	0.01728371	0.011281438	0.008280203	0.01228242	0.068277695	0.07327884	-0.042720034	0.014277367	0.013277622	-0.038716181	0.013281293	0.020281184	0.025277749	0.013277549	0.01627864	0.069280203	0.019278658	-0.038717526	0.00428020300001	0.016281166	0.01527993	0.011281475	0.013279021	0.006275059	0.078278858	-0.046721342	0.078278858	0.01027635	-0.036716235	-0.04072365	0.073277658	-0.207	-0.187	-0.265	-0.268	-0.271	-0.293	-0.188	-0.179	-0.188	-0.234	-0.065	-0.21	-0.092	-0.089	-0.187	-0.158	-0.215	-0.157	-0.088	-0.203	-0.186	-0.139	-0.206	-0.136	-0.286	-0.141	-0.232	-0.141	-0.211	-0.082	-0.157	-0.17
FLQS2C9EGRX5	-0.3301446191	0.1818405363	0.0987123045	-0.075106718	-0.6681152458	0.047829166	-0.0131642013	0.2168076888	-0.2651866261	-0.0141623062	-0.0292289489	-0.0222210529	-0.0162892747	0.0318389571	0.0418553809	0.0509217077	0.1677059876	-0.148104823	0.5776898797	-0.1391294587	-0.2352403192	0.5916769302	-0.0111313537	-0.1450786081	0.3048736998	-0.1371221943	-0.1451660963	-0.1371221943	-0.3241698864	-0.1802352658	-0.078166728	-0.1311534627	-0.024218223	0.029780141	-0.02924562	0.030728211	-0.24323601	-0.090276287	-0.030262589	0.024714308	-0.083292644	0.030699383	-0.031241326	-0.031282217	-0.029282012	-0.097276696	-0.029292848	0.034697134	-0.033281603	-0.088276696	0.02371901	-0.029279763	-0.206270563	-0.110294484	0.091753971	0.031714103	0.02667996	-0.027262589	0.030698565	-0.027262589	-0.022304502	-0.258232535	0.031684253	-0.088307773	-0.00899999999999	-0.236	-0.194	-0.125	0.159	-0.167	-0.146	-0.251	-0.03	-0.151	-0.138	-0.141	-0.144	-0.159	-0.169	-0.18	-0.225	-0.082	-0.409	-0.091	-0.033	-0.403	-0.157	-0.094	-0.29	-0.092	-0.094	-0.092	-0.00999999999999	-0.052	-0.123	-0.089
