SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30Q3GRWV	0.2983950549	-0.1155833037	0.119951549	-0.0478413115	-0.099955702	0.1619299076	0.0244802184	0.1535898278	-0.2477794789	0.0896145609	-0.1035276543	0.222512537	-0.0544998296	-0.0815383314	0.0287104016	0.1606114693	0.0235960111	0.138132266	-0.2306001641	0.284664027	-0.0514720048	-0.0342772319	0.0916485689	-0.0983651999	0.2105372701	0.0165991027	-0.0999000526	0.3011154056	0.2155403617	0.4064723457	0.2172792622	-0.0353576144	0.107751658	0.766750186	-0.85721194	0.367750231	-0.13525316	-0.274246825	-0.074235539	0.70475313	0.693738186	0.184745457	0.06176977	0.174742022	1.558748982	-0.747253294	0.116748	-0.072251465	0.304742335	0.236741576	-0.461233754	0.119744387	0.445746706	-0.541255033	-0.144253294	-0.137256952	0.047742647	0.565742424	-0.192248119	-0.107279033	-0.204251598	0.169737874	-0.40223139	-0.138251286	0.831	0.598	0.79	0.651	0.65	0.782	0.706	0.732	0.538	0.726	0.639	0.79	0.588	0.686	0.7	0.773	0.688	0.747	0.602	0.823	0.645	0.701	0.742	0.65	0.79	0.672	0.652	0.84	0.805	0.879	0.815	0.681
FLQS30Q2GRWV	-0.0636385679	0.0093768376	0.0733544192	-0.0176678843	0.0063225735	0.0843513151	-0.1316708735	0.1363699396	-0.202668919	0.0653467164	-0.1296493747	0.178378907	-0.0056498346	0.0163305061	-0.0626576523	0.008355109	0.0603615471	-0.0096492598	0.0703547641	-0.1206613312	0.0133575232	-0.1216498346	0.1353529246	-0.2556838647	0.1323426926	0.0693621219	-0.2606727129	0.1313303912	0.0553649961	0.2593530396	0.1923371742	-0.1786537435	-0.250896046	-0.568926003	-0.642932373	0.789141658	-0.527886491	-0.905965859	0.322112304	-0.25293728	-0.066886405	0.716150008	-0.113898543	0.662174025	-0.126901986	-0.657891914	-0.380894153	-0.653935386	0.257139075	0.592118502	-0.245885114	-0.320892861	-0.467864196	-1.069888385	-0.269852747	-0.187890623	-0.197855932	0.334116952	-0.055880551	0.069117899	0.843138128	0.326153796	0.309126163	-0.568912316	-0.693	-0.642	-0.608	-0.721	-0.646	-0.589	-0.754	-0.595	-0.769	-0.678	-0.731	-0.62	-0.671	-0.635	-0.686	-0.638	-0.657	-0.708	-0.628	-0.717	-0.645	-0.682	-0.596	-0.788	-0.601	-0.657	-0.797	-0.614	-0.688	-0.565	-0.596	-0.733
FLQS30PHGRWY	0.0755524378	0.3825380763	-0.19843738	-0.0134325928	0.1205555532	-0.3354409894	0.0015604924	-0.010454705	-0.06743757	0.0615522098	0.1955464728	0.1995487904	0.125551374	-0.2894311491	0.0065565411	-0.3704308071	-0.272437228	0.1935464728	0.0715523238	0.1245581368	-0.2054384818	-0.0614435729	0.0635501202	0.001562772	-0.1394437249	0.0555502342	0.2595488284	-0.004431833	0.3705564271	0.1845554773	0.1335607203	0.3195484865	-0.561926207	0.370986489	-0.213837398	0.38136468	1.173389893	0.633185933	-0.145083505	0.429257808	0.047014712	-0.089971364	0.042335328	-0.09474445	0.307044441	1.129573156	-0.431670693	-0.348873148	0.37520362	-0.0917373	-0.750955559	0.451337586	0.110089598	-0.288669188	-0.281982277	0.041369196	0.43232592	0.836327802	-0.090858471	0.11035753	0.573325544	0.575343983	0.429321781	1.040498647	0.057	0.161	-0.093	-0.031	-0.005	-0.2	0.000999999999976	-0.033	-0.042	0.028	0.085	0.094	0.039	-0.2	0.017	-0.169	-0.157	0.091	0.065	0.032	-0.112	-0.023	0.038	-0.00800000000004	-0.095	-0.021	0.123	-0.015	0.145	0.055	0.037	0.098
FLQS30NWGRWV	0.1835636864	0.0405096407	0.0544950899	-0.0285208899	-0.1365149137	-0.2165186813	-0.1525262165	0.1325141878	0.0525040542	-0.0905141342	0.0695175657	-0.0734920482	-0.0004900995	0.1224861256	-0.009500233	0.0564959994	-0.0054959458	0.0335245812	-0.1925120555	-0.2235069887	0.0414983379	0.3215349746	0.0605110698	-0.0705134846	-0.0865266063	-0.1364958158	0.0485080817	-0.0775319329	-0.0805090674	-0.1335051699	0.0544672876	-0.1085085477	-0.134787408	-0.131790996	0.061211299	0.941185215	-0.189806317	0.862189902	0.333187736	-1.063765073	0.127200245	0.994171154	-0.986778293	0.00919665700002	-0.753760709	-1.339758414	-0.065786244	-0.131792159	-0.060805315	1.329185409	-0.729787214	1.054183308	0.590198176	-0.609777355	0.266178912	-0.254798139	0.401184051	0.269196948	0.329193748	0.46318557	0.199201409	-0.327800111	-0.127792321	0.465203348	0.041	-0.0290000000001	-0.031	-0.113	-0.112	-0.2	-0.144	0.061	-0.0359999999999	-0.145	0.025	-0.09	-0.0189999999999	0.068	-0.057	-0.021	-0.055	-0.102	-0.113	-0.213	-0.063	0.13	-0.038	-0.077	-0.115	-0.134	-0.047	-0.113	-0.103	-0.103	-0.022	-0.13
FLQS30MRGRWY	-0.3813081425	0.3577764389	-0.0473630463	0.0165909533	0.2056740508	0.2105605336	0.1285657272	0.0847853422	-0.0014639505	-0.2964513375	-0.1021909156	0.272762342	-0.0472465613	0.1786169213	0.1497096641	0.5878728915	0.2667356321	0.2627081802	0.2046896316	0.2216339859	0.0846673734	0.0216161793	-0.1093660141	-0.3024609827	0.0175286301	0.4538224394	0.204762342	0.3366228568	0.0755672111	0.0665323398	0.2576176632	-0.1173786271	0.183148571	0.170108478	-0.612883855	-0.483907384	-0.210900244	0.052123813	0.582100693	-0.808872559	0.389095601	-1.253848093	-0.789861379	-0.019875602	-0.340904516	1.29408489	-0.618882567	0.239114448	-0.014875309	0.373104556	0.04811872	-0.811876539	-0.595850258	-0.533883562	-0.609884674	0.120110643	-0.604844639	0.447090333	0.183130485	-0.146910369	-0.079882684	0.323095074	0.565098937	-0.269905394	-0.198	0.16	0.00200000000001	0.026	0.104	0.0939999999999	0.03	0.076	-0.023	-0.087	-0.015	0.128	-0.011	0.02	0.097	0.268	0.125	0.104	0.092	0.141	0.0650000000001	0.032	-0.028	-0.155	0.033	0.193	0.086	0.164	0.036	0.013	0.093	-0.048
FLQS30MKGRWV	-0.3213922952	-0.3534058803	-0.135403273	-0.0654075269	0.2496044115	0.0045932964	0.1316046859	-0.2453563427	-0.0013836501	0.257615801	0.0586550468	-0.0043981958	-0.0033980585	0.0555959036	0.1396211527	-0.1304109575	-0.0733839246	0.0806229366	0.0086251322	0.1516162127	-0.0063888646	0.1186193688	0.0676151149	0.0586148404	0.0656200549	0.0296282883	-0.0683883157	0.0625963153	-0.1293892763	0.0746152521	0.0516034509	0.3646473623	-0.370502118	-0.39550205	0.414502219	-0.061501156	0.667502563	-0.512502258	-0.054501152	-0.045500875	0.461501104	0.195500963	0.596501895	0.145501308	-0.048499062	0.397501087	-0.383500935	-0.252500156	0.394501831	-0.498501935	-0.666498867	-0.705501407	0.203500865	0.133501572	-0.673499182	0.197501167	-0.669499062	-1.590504994	-0.066500275	0.397501325	-0.257498479	-0.664499126	0.521501746	0.712501742	-0.235	-0.249	-0.183	-0.126	-0.00900000000001	-0.071	-0.031	-0.214	-0.12	0.017	-0.099	-0.107	-0.097	-0.0890000000001	-0.011	-0.148	-0.152	-0.035	-0.061	0.00900000000001	-0.11	-0.046	-0.032	-0.078	-0.034	-0.005	-0.127	-0.086	-0.147	-0.03	-0.098	0.044
FLQS30MJGRWV	-0.5933232942	-0.0672972435	-0.0063272483	-0.2013481819	-0.0663432974	0.0066534463	-0.251372837	0.074726016	-0.0793242246	0.1297078736	-0.1182835204	-0.0642832878	-0.1553023606	0.0156448403	-0.0033025932	0.011752997	0.0347032217	-0.0733274809	0.1147215967	-0.1373586487	-0.056314223	-0.0003018954	-0.0752623543	0.0556746124	-0.2003472515	-0.083323992	-0.0653007325	-0.3123849319	-0.1203439952	0.0016894985	-0.2493719066	-0.0242972435	0.097947033	0.159800132	-0.400946948	0.614907169	-0.186945422	-0.30910233	-0.490113356	-0.635203091	0.539009966	-0.427126078	-0.758145755	-0.175104874	1.353023366	-0.837090456	-0.24800598	-0.565098089	1.20611819	0.372866288	0.530988422	0.557087996	-0.44011149	0.016006064	0.288900215	0.202968745	0.01400352	0.537015054	-0.23003363	-0.759113695	-0.697139818	-0.443999195	-0.88512981	-0.422170182	-0.291	-0.041	0.015	-0.127	-0.023	0.018	-0.099	0.067	-0.064	0.083	-0.021	-0.023	-0.14	0.046	0.00899999999996	0.033	-0.041	-0.054	0.03	-0.093	-0.00700000000001	-0.000999999999976	-0.051	0.017	-0.097	-0.066	-0.021	-0.116	-0.026	0.021	-0.08	0.00900000000001
FLQS30MEGRWV	-0.1707401184	-0.0504703249	0.0192598816	0.011202883	-0.0462081312	0.2806594961	-0.1684367499	-0.049755318	-0.3687407425	-0.0402765296	-0.0618427159	-0.0418731152	0.1598532914	0.1548070684	0.0226436723	0.0830280872	-0.1752347306	0.0368228922	0.0130280872	-0.0377363185	-0.444341128	0.0228798908	-0.1132157311	0.1555296751	-0.1083753272	-0.1177173189	-0.0401087095	0.0233010564	0.1436518963	-0.1244627251	-0.1029421377	-0.0671657081	-0.266396767	0.600601005	0.203604058	0.611607178	-0.056385268	0.798615757	-0.524400154	0.273604103	-0.141391329	-0.128390505	1.264618899	0.418623289	-0.92340744	0.080614932	-0.186388856	-0.392395028	-0.204389012	-1.121409268	-0.00138526799998	-0.588397234	0.53660876	-0.791394716	-0.254389747	-0.455392377	-0.186387519	0.33361696	-0.532395719	-0.122388522	-0.061387719	1.013616492	-0.387399485	1.399627077	0.626	0.642	0.695	0.671	0.676	0.793	0.639	0.658	0.524	0.682	0.604	0.655	0.819	0.766	0.715	0.756	0.621	0.769	0.703	0.707	0.454	0.745	0.653	0.792	0.653	0.622	0.703	0.712	0.769	0.586	0.664	0.594
FLQS30LFGRWY	-0.2172592039	0.1756231911	-0.1729098476	0.0332717485	0.2704606193	0.2325989783	0.1697788448	0.0466110847	-0.1690257232	0.1516439449	0.0324537014	0.0317961397	0.0216992885	-0.2766746374	-0.1541986718	-0.0332557449	0.0977667384	0.0436698872	0.1505315283	-0.1068787168	-0.1718441271	0.2884865616	-0.1657853246	-0.2209098476	-0.2268493156	0.036633568	0.0305834129	-0.0937749477	-0.0480672309	0.2326560513	0.0360088665	0.1646785346	-0.501315941	0.079627081	0.680689873	0.403664679	0.60087011	-0.317259932	-0.382361485	-1.105425052	0.271781929	0.525773015	0.082690842	0.149738711	0.94888794	-0.976346174	-0.96437602	-0.32532912	0.209890459	-0.640308383	0.80188542	0.602881738	0.136729409	0.329838714	-0.123244234	-0.047240745	-0.168197527	-0.768312259	0.400818364	0.08076565	1.407917398	-0.128153728	0.015759642	0.721860807	-0.647	-0.485	-0.684	-0.57	-0.465	-0.439	-0.466	-0.49	-0.662	-0.519	-0.555	-0.559	-0.602	-0.655	-0.595	-0.568	-0.53	-0.515	-0.533	-0.647	-0.656	-0.444	-0.641	-0.671	-0.669	-0.512	-0.571	-0.616	-0.657	-0.448	-0.551	-0.522
FLQS30KNGRWV	-0.1987635599	-0.1306402258	-0.0577591551	-0.180827744	0.0121949092	-0.3757824376	-0.1328063493	-0.1978013152	0.0222471375	0.002196797	0.0063490769	-0.189778662	0.1444327679	-0.034886894	0.0082181917	-0.1216288992	0.0062433619	0.1063081753	-0.2527541211	0.2203232774	0.1573402673	0.1343843152	0.0113195019	0.140280488	0.2634201828	0.1244856254	-0.1837314679	0.1541999433	0.2052609811	0.135275454	-0.1928529142	-0.2547289508	0.449379625	-0.089595404	-0.00757992999999	-0.859569041	-0.468608094	-0.934574035	0.119458141	0.249393789	-0.66859172	0.242368654	0.057430386	-0.203611041	-1.093541941	-1.087596468	-0.087583123	-0.561548654	0.120384537	0.126403614	-0.403592129	-0.604596304	0.042393298	0.100373566	-0.275607112	0.05237504	-0.154636095	-0.084593848	-0.470580421	-0.6695629	0.648373976	0.051358993	0.371374795	-0.137652715	0.553	0.611	0.642	0.623	0.698	0.533	0.599	0.562	0.712	0.66	0.67	0.588	0.793	0.704	0.678	0.639	0.668	0.716	0.568	0.805	0.745	0.731	0.689	0.735	0.805	0.734	0.604	0.777	0.739	0.733	0.56	0.554
FLQS30K5GRWY	0.0748275995	0.3448064514	0.1228298653	-0.0161236844	0.1318447823	0.0098608322	0.0418731056	0.1328157036	0.2018000314	0.013852524	0.1448330753	-0.13616447	0.2067707639	0.1658527128	-0.0071259503	0.0108372294	0.1318147595	-0.0021529519	-0.0281544624	0.0628574334	0.0748466705	-0.0671404896	-0.3271312373	-0.1391204744	-0.2081637147	-0.0821701347	-0.0171778764	0.130855734	0.1928226901	0.0668430829	-0.002118775	0.0718196689	-0.433955662	1.392199872	0.482117283	0.696233006	0.225285181	-0.295880244	1.032284934	-0.106914615	-0.110058775	-1.016949975	-0.761058033	-0.029867881	-1.111126527	-2.269213814	1.090264657	-0.240101553	0.229147203	0.220150418	-0.110894833	0.099251305	-0.355942062	-0.040866644	0.171203087	0.345092803	1.133274054	0.758260206	0.93813385	0.028196657	0.873208279	0.156269603	-0.035889888	-0.240793452	0.059	0.104	0.038	-0.037	0.056	0.021	-0.025	0.072	0.106	0.056	0.108	-0.062	0.156	0.188	-0.052	0.019	0.055	-0.00899999999996	-0.00599999999997	0.028	0.0549999999999	-0.028	-0.163	-0.081	-0.151	-0.073	-0.051	0.064	0.054	0.027	0.00299999999999	0.048
FLQS30K3GRWY	0.1887210193	0.5297178546	0.1426165821	0.2736489079	0.0756005322	0.410669931	0.2256131913	-0.2783694025	0.392690728	0.1356330841	-0.0693323296	-0.1363623948	-0.1303605864	0.2776475516	0.0076249461	0.0806636015	-0.0083845482	0.5167131074	-0.1913818355	0.1516129652	0.2306387355	-0.0603775405	-0.1283992417	-0.1983996938	0.4006706092	0.0636909541	0.3916837203	0.0215677543	0.0556068618	0.0036014364	-0.0563861306	-0.0093890693	0.054503614	0.310494882	-0.274521043	-0.358520505	-0.413511311	-0.010500387	-1.015498079	1.332470841	0.193486189	-0.06551008	-0.021513042	0.194463955	0.34447788	-0.739477846	-1.267476884	-0.68349127	0.936466648	0.391499459	-0.545506387	0.788466071	-0.209503618	0.128461416	-0.40750608	0.72147311	-0.133499617	0.192485111	0.190486227	0.472471494	0.993467032	0.19349619	0.203500575	0.150484458	0.087	0.24	0.08	0.147	0.054	0.197	0.156	-0.202	0.179	0.067	-0.034	-0.076	-0.081	0.169	0.064	0.071	-0.05	0.231	-0.068	0.035	0.121	-0.037	-0.044	-0.132	0.199	0.02	0.179	-0.013	-0.022	-0.00900000000001	-0.038	-0.014
FLQS30K1GRWY	-0.2717675758	0.1322522953	0.3322462293	0.0192145402	0.0762246849	0.0662346205	-0.0497619282	0.0002257308	0.2642465431	0.0082189328	-0.0127786618	0.007221652	0.1272355617	0.0822185144	0.0662288683	0.3902525044	0.0712262537	0.0642360846	0.4592588841	0.0122394314	0.2622493669	-0.002751156	0.0762252079	-0.198796232	0.0132228024	0.1972529228	-0.1197771976	-0.1998105601	0.1322221749	0.2052460202	-0.0687903752	-0.1347903752	0.27285943	0.928837505	0.248870149	-0.873118097	-0.410155125	-0.00416255500001	-0.338109937	-0.059126684	0.458844692	-0.326145381	1.463808516	-0.272165966	1.126832207	-1.540073518	0.724854741	0.603847067	-0.334133384	0.32984122	-0.412163591	-0.525146843	0.134844387	0.210805715	-0.140155004	0.535815276	-0.260157744	0.196838663	-0.125159815	0.066845666	0.605842439	-0.268151471	-0.189149096	-0.072160789	-0.146	0.018	0.148	0.05	0.055	0.031	-0.00799999999998	0.00299999999999	0.105	0.019	-0.078	0.016	0.00600000000003	0.113	-0.00400000000002	0.158	0.049	0.014	0.24	0.03	0.119	-0.013	0.0429999999999	-0.123	0.018	0.084	-0.0530000000001	-0.101	0.034	0.112	-0.025	-0.062
FLQS30JCGRWV	-0.1201710194	0.1428296232	-0.0232169659	-0.1352722302	-0.0632153594	-0.0712285328	0.0027171668	-0.1261931894	-0.0581925468	0.1978492227	-0.0541385677	0.0027756441	-0.0012034711	-0.2003458088	0.0037958863	-0.2622150381	0.1447862472	-0.0682041137	-0.134237208	-0.0512375293	-0.0022057202	0.0067949224	0.0627611854	-0.1322378507	-0.0112060416	-0.1342147168	0.1258158071	-0.060281548	0.0637740376	0.2067621493	-0.0622831545	-0.0762400998	-0.078926729	0.062136958	1.868014923	0.515045965	0.316060304	0.449040474	-0.010924594	-0.011949153	-0.016944577	-0.420932145	0.048050389	0.316041542	0.323059084	0.458079678	0.580041847	0.391052906	-0.62194778	0.042055881	0.721013092	-0.342949458	-0.081950221	-0.616958458	0.251034677	0.308059542	1.036997075	0.116052372	-0.016944806	-0.209949001	0.250042533	-0.280961281	-0.141931916	0.514052982	-0.056	0.064	-0.104	-0.093	-0.0480000000001	-0.058	0.0	-0.063	-0.03	0.114	-0.031	-0.016	-0.019	-0.122	-0.0290000000001	-0.148	0.097	-0.037	-0.102	-0.011	0.00100000000003	0.031	0.016	-0.082	-0.058	-0.072	0.059	-0.021	0.0170000000001	0.111	-0.026	-0.064
FLQS30J0GRWV	0.3278532827	0.3368442268	0.1418403257	-0.0071868422	0.0048203329	0.138823398	0.1868331506	-0.1311642719	0.0738357977	-0.3311975004	-0.2461671977	0.3278468739	-0.0081766717	0.0888213082	0.0778422762	-0.1241784132	0.0818356584	-0.274171656	0.2588483368	-0.1401846131	-0.1231620428	-0.2501809907	0.1458302945	-0.0661832895	0.0758237463	0.2158406044	0.0058289012	0.1308198453	-0.0591618338	0.0818261845	-0.0581890714	-0.0181615551	0.057374015	-0.121694622	-0.500714401	0.410430548	-0.118577127	0.00736250200001	0.064379624	0.195322943	0.209384495	-0.433611372	0.155421101	0.198379772	0.537424496	-0.51563617	-0.496648421	-0.301651078	-0.579640598	0.721392023	0.138451065	-0.054510409	0.016326928	-0.698599564	-0.385616391	-0.189624066	-0.119583032	-0.703649602	0.00936442	0.417498595	0.262330176	-0.580634546	-0.649592921	0.782454165	0.155	0.17	0.093	-0.023	0.00900000000001	0.067	0.087	-0.073	0.026	-0.138	-0.125	0.149	-0.029	0.068	0.063	-0.045	0.068	-0.167	0.118	-0.064	-0.06	-0.086	0.089	-0.022	0.043	0.139	0.00200000000001	0.044	-0.042	0.068	0.00400000000002	-0.047
FLQS30HZGRWY	0.2569783133	0.1089713318	0.2619618862	-0.0800747461	0.1939442271	-0.0620465737	0.0759494017	-0.0030378674	0.4439783133	0.128950798	0.1899694427	0.1279586829	0.0599586829	-0.0050551979	0.1999696891	0.3319619684	0.1929510444	0.1799751921	-0.0900455881	-0.0080383602	0.1909583544	0.33097511	-0.0720441097	0.1999452949	-0.1220566764	0.0759728923	0.1339598328	-0.141066204	0.0579481696	-0.0030445203	0.1279542476	0.2139495659	-0.176909381	0.464865195	-0.320873518	0.477909109	-0.188143222	-0.692829604	-1.043872786	-0.502874981	0.236167103	-0.188102968	-0.250063445	-0.057108823	-0.182145784	-0.052066739	-0.515082841	-0.323955856	-0.252059786	0.335935457	-0.646997208	-0.123875713	0.077881296	-0.586060152	0.274908377	-0.444076619	-0.766987328	-0.956894011	-0.314998672	-0.112065641	-0.051009651	-0.243121997	-0.31307296	0.195874709	0.194	0.092	0.204	0.00100000000003	0.165	0.065	0.148	0.085	0.266	0.132	0.166	0.126	0.1	0.061	0.183	0.237	0.166	0.132	0.049	0.063	0.15	0.25	0.013	0.178	0.039	0.144	0.142	-0.000999999999976	0.093	0.072	0.138	0.156
FLQS30H6GRWV	-0.010994869	-0.0219806879	-0.1522432678	0.0445093498	-0.0283252034	-0.0172952654	-0.0823267791	-0.0166623997	-0.0904575608	0.3101311857	-0.2216056751	-0.2815048313	-0.0193961092	-0.0253110222	0.0426038908	0.171558196	-0.1543456873	-0.1792527219	0.0483344489	-0.0203330818	-0.0206009481	-0.0206040994	0.0515503176	0.2395660744	-0.0923961092	-0.3083456873	0.1135944367	0.0276874021	0.116588134	-0.0933378088	-0.3509013444	0.1265723772	-0.061440041	-0.059440547	0.075554734	-0.576439647	0.328548092	-0.06744449	-0.191442839	0.062551567	0.453552195	-0.267450528	0.648549903	0.074550877	-0.000448777999992	0.008545528	0.855550864	0.400546945	-0.064448285	0.388544284	0.186548942	0.066551431	-0.071447004	0.397546724	-0.067447854	0.263546366	0.191548572	0.847552639	-0.003448655	0.717545923	-0.257440128	0.607544555	0.527549398	0.316550334	0.642	0.636	0.567	0.694	0.615	0.639	0.613	0.633	0.578	0.806	0.505	0.505	0.634	0.631	0.623	0.708	0.573	0.539	0.659	0.631	0.638	0.614	0.672	0.747	0.59	0.454	0.699	0.623	0.713	0.57	0.449	0.689
FLQS30GQGRWV	2.0788506989	2.076437362	1.6605381975	2.1287224272	2.1148452471	1.9947645787	2.0106784585	2.2223814039	1.742026751	1.9988864899	1.9960707197	1.9107838372	2.1263154508	2.1027627614	1.9932338737	1.879802187	1.7419451739	1.8257416857	2.1238864899	2.120375952	2.0080707197	1.9107224272	1.7810074925	1.9778443384	1.9796215918	2.4195445579	2.3071550226	2.0068223541	1.9302952837	2.115682093	2.0912522236	2.3498681401	-10.205246978	-9.582239827	-10.065165081	-10.610196225	-10.163044196	-9.829239135	-10.481197148	-10.74733372	-9.882056654	-10.329153546	-9.560104639	-9.75418123	-9.896069573	-10.164316649	-9.500093796	-9.938111098	-9.501094027	-9.949088721	-9.826144088	-9.284904856	-10.396190689	-10.017092643	-10.341146164	-10.272128401	-8.999977294	-10.793243749	-9.622206837	-9.894971296	-10.029230368	-10.098980294	-9.317114328	-9.772070496	0.377	0.375	0.202	0.451	0.419	0.343	0.406	0.473	0.239	0.369	0.328	0.304	0.407	0.422	0.325	0.308	0.22	0.279	0.406	0.378	0.375	0.317	0.274	0.364	0.293	0.569	0.468	0.367	0.32	0.414	0.376	0.501
FLQS30GCGRWY	-0.0605657233	-0.2705669472	-0.193590813	-0.0885822458	0.0024080855	-0.1306124759	-0.0605849384	0.0744343991	-0.1985822458	-0.2045832249	-0.1515632755	-0.0645783293	-0.3345785741	0.2164178766	0.0594282797	-0.1425916697	0.0574162855	-0.4145868966	0.294449453	-0.2765928936	-0.0005717203	0.1334204468	0.0724237513	-0.0025998698	0.0644210587	-0.0045585023	-0.1455706188	-0.1316010937	-0.0735960758	0.1254236289	-0.1356252043	-0.1475846936	-0.109796045	0.550207786	-0.439808325	0.748303098	-0.056740051	-0.255778019	-0.116756951	-0.509814634	0.070252062	1.32634591	1.123288452	-0.116771822	0.559232684	-0.437813958	0.531263779	0.475262653	0.471293184	0.998266708	0.141267497	0.801333743	0.28130445	0.206265131	-0.518725518	0.08325409	0.139263441	0.340285748	0.733252513	0.343294874	0.404285523	0.5383129	0.481226488	0.53126254	-0.0239999999999	-0.158	-0.073	-0.079	0.00400000000002	-0.051	-0.024	0.061	-0.1	-0.162	-0.127	-0.026	-0.19	0.126	0.00299999999999	-0.092	0.00600000000003	-0.249	0.135	-0.17	-0.013	0.0549999999999	0.06	-0.005	0.025	-0.019	-0.106	-0.08	-0.055	0.035	-0.088	-0.097
FLQS30G5GRWY	-0.4640833711	-0.1480851122	0.0849142978	-0.0540840402	-0.0030827308	0.3489159238	0.1499153266	-0.2660833639	0.121914269	0.1419161181	-0.192084105	-0.1760841697	0.2749149525	0.2079161828	0.3939141108	0.2069156864	0.126914269	-0.0560859828	0.0119147223	0.1369162835	-0.134084033	0.3369140604	-0.1370837381	0.3399152115	-0.0510849827	0.1289142762	0.0739144345	0.0639162691	-0.1220830833	-0.0580842489	0.0769157655	-0.1180847597	0.283095187	0.051078143	-0.637892073	0.666113781	0.275183594	-0.311907998	-0.382892331	-0.447902661	1.000148128	-0.322910236	0.261113867	-0.848938816	-0.259889748	-0.051884756	0.677203996	0.139128157	0.199151227	0.65314787	0.407172317	-0.126846965	0.395131686	-0.123853508	0.855182561	-0.571883292	-0.378849031	0.522151055	0.070109305	0.538181442	-0.378854282	0.083184111	-0.119928055	-0.058883378	0.436	0.6	0.747	0.616	0.66	0.859	0.765	0.567	0.685	0.759	0.569	0.631	0.819	0.777	0.832	0.767	0.726	0.615	0.661	0.746	0.591	0.843	0.567	0.865	0.668	0.712	0.707	0.68	0.634	0.643	0.717	0.62
FLQS30E9GRWY	-0.0859420463	0.3520359251	0.0690261155	-0.1300041738	-0.0579850709	-0.2689811126	-0.1440231047	0.3750687959	-0.0169525443	-0.1470203511	-0.1309580514	0.2490524466	-0.2080263745	-0.1990310212	0.251040916	-0.2640313654	-0.2710088205	0.1890524466	0.1850464231	-0.069985243	-0.0059926432	-0.0010024528	0.0740145849	-0.0679859314	-0.1980246535	0.0090493488	0.1310424649	0.2029667415	-0.0650248256	-0.0649855872	0.0569994402	-0.3300002156	1.066401651	0.03345192	-0.424530525	0.050459633	-0.562532121	1.327370399	0.664440749	0.860397395	0.794422663	0.048427451	0.051397129	0.047390879	0.728412556	-0.48743411	0.383391677	-0.483536909	0.257408699	0.061378245	0.051386091	0.118477454	0.189359228	0.047434765	-0.219550341	0.386457373	-0.220536776	-0.757465628	-0.292541031	-0.017619494	-0.560527201	-0.558551139	0.451437292	-0.061564836	0.577	0.842	0.727	0.606	0.672	0.476	0.57	0.812	0.624	0.599	0.607	0.791	0.536	0.599	0.776	0.567	0.529	0.76	0.759	0.633	0.661	0.67	0.719	0.62	0.587	0.714	0.75	0.772	0.668	0.668	0.679	0.516
