SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS3057GRWM	-0.0302082487	0.003755139	-0.035244861	-0.035244861	-0.0352692692	-0.0392275719	-0.000210791299999	-0.000210791299999	-0.028244861	-0.0372138423	0.0017693771	-0.035244861	-0.030245878	-0.035246895	-0.0372245209	-0.035244861	0.0047739536	-0.0742275719	-0.035244861	-0.0342275719	-0.0362463865	-0.0752143508	-0.0292280804	-0.0382453695	-0.000230622899998	-0.0392275719	0.0467754791	-0.0402306229	-0.0352662182	-0.0352692692	-0.0322641841	0.0467754791	0.034935987	0.067953794	0.072916202	0.072916202	0.030899879	0.070916696	0.071920159	0.071920159	0.029899384	0.072904825	0.071901857	0.072916202	0.032916696	0.029900373	0.076934998	0.072916202	0.066936977	0.035917686	0.072916202	0.030900373	0.072900373	0.071903341	0.031917686	0.071916696	0.070903836	0.070916696	0.030934009	0.067954289	0.070919664	0.030899879	0.030899384	0.030934009	-0.118	-0.109	-0.124	-0.124	-0.12	-0.126	-0.111	-0.111	-0.117	-0.125	-0.11	-0.124	-0.119	-0.12	-0.125	-0.124	-0.108	-0.135	-0.124	-0.12	-0.125	-0.139	-0.118	-0.126	-0.111	-0.126	-0.088	-0.126	-0.124	-0.12	-0.119	-0.088
FLQS3052GRWY	-0.0117710136	-0.0528346215	-0.0598037394	-0.0598037394	-0.0598387699	-0.0618060441	-0.0918023567	-0.0918023567	-0.0928184891	-0.0117516547	-0.0578051222	-0.0598037394	-0.0528184891	-0.0888184891	-0.0908014348	-0.0598037394	-0.09781895	-0.085800513	-0.0598037394	-0.0618060441	-0.0978217156	-0.0577728573	-0.0548037394	-0.0578037394	-0.0868175672	-0.0618060441	-0.05181895	-0.018787607	-0.0928364652	-0.0598387699	-0.0548364652	-0.05181895	0.034283888	-0.00671197700001	0.034287531	0.034287531	0.035290878	0.03228763	-0.00670508499999	-0.00670508499999	-0.00770498700001	0.03929393	0.037294423	0.034287531	-0.00970833399998	-0.006705184	0.035284085	0.034287531	0.036287236	-0.00670853099999	0.034287531	0.034290583	0.033290878	0.038294226	-0.00770853099999	0.036287433	-0.00570183600001	0.03228763	-0.00771187800001	0.034283888	-0.00770478999999	0.035290878	-0.005704987	-0.00771187800001	-0.675	-0.687	-0.694	-0.694	-0.694	-0.694	-0.702	-0.702	-0.702	-0.677	-0.694	-0.694	-0.686	-0.701	-0.706	-0.694	-0.709	-0.7	-0.694	-0.694	-0.709	-0.694	-0.688	-0.694	-0.7	-0.694	-0.687	-0.678	-0.702	-0.694	-0.688	-0.687
FLQS304WGRWM	0.2886604155	0.2836679359	0.2886631923	0.2886631923	0.3256687457	0.2526636551	0.2506637707	0.2506637707	0.2766645806	0.2936597213	0.2886636551	0.2886631923	0.2826642335	0.245668283	0.2526636551	0.2886631923	0.2506675888	0.2526638864	0.2886631923	0.2896637707	0.2916631923	0.2866602998	0.292659837	0.2446680516	0.286668283	0.2526636551	0.2496681673	0.256663308	0.2726695556	0.3256687457	0.2886724481	0.2496681673	0.037115873	0.033115441	0.033107661	0.033107661	0.03609988	0.034107877	0.034100529	0.034100529	0.075109174	0.03409318	0.037092748	0.033107661	0.035107661	0.035100961	0.036115657	0.033107661	0.035108093	0.036108309	0.033107661	0.034100312	0.033100096	0.034092964	0.034107877	0.034107877	0.039093396	0.034107877	0.036115657	0.03511609	0.074108741	0.03609988	0.036100312	0.036115657	0.168	0.166	0.169	0.169	0.182	0.154	0.153	0.153	0.159	0.17	0.168	0.169	0.166	0.152	0.154	0.169	0.154	0.154	0.169	0.168	0.169	0.167	0.17	0.152	0.167	0.154	0.154	0.156	0.158	0.182	0.169	0.154
FLQS3047GRWM	-0.1255851808	-0.084592327	-0.0825882775	-0.0825882775	-0.0865937562	-0.0815839897	-0.1285883966	-0.1285883966	-0.0975885157	-0.1215849426	-0.0845889921	-0.0825882775	-0.1265929225	-0.1225928034	-0.0835837515	-0.0825882775	-0.0855881584	-0.0905839897	-0.0825882775	-0.1235887539	-0.086588873	-0.1225851808	-0.1255889921	-0.0835880393	-0.1255930416	-0.0815839897	-0.0845887539	-0.0825841088	-0.0865931607	-0.0865937562	-0.0925928034	-0.0845887539	-0.01184804	-0.012847905	-0.00984344100002	-0.00984344100002	-0.013838031	-0.010843306	-0.011833161	-0.011833161	0.029161293	-0.010834108	-0.011833567	-0.00984344100002	-0.012837625	-0.012838572	-0.012847769	-0.00984344100002	-0.012843171	0.027156965	-0.00984344100002	-0.011838572	-0.010838572	-0.011833702	-0.01183776	-0.013843035	-0.012833973	-0.010843306	-0.01184804	-0.01184804	-0.012838301	-0.013838031	0.028161564	-0.01184804	-0.119	-0.103	-0.103	-0.103	-0.104	-0.103	-0.12	-0.12	-0.113	-0.118	-0.103	-0.103	-0.12	-0.118	-0.103	-0.103	-0.104	-0.11	-0.103	-0.119	-0.104	-0.119	-0.12	-0.103	-0.119	-0.103	-0.104	-0.103	-0.105	-0.104	-0.11	-0.104
FLQS303BGRWM	-0.0185250206	0.0164421608	0.019461305	0.019461305	0.016436144	0.0645023282	0.0194788082	0.0194788082	0.0204623989	0.0244990463	0.021460758	0.019461305	0.021459117	0.018460211	0.0214809961	0.019461305	0.019460758	0.0204799022	0.019461305	0.0214793552	0.0164580231	0.0665220194	0.0264793552	0.016459664	0.0154580231	0.0645023282	0.023459117	0.0194804491	0.0154394259	0.016436144	0.0604410668	0.023459117	-0.033593953	-0.036593456	-0.03658451	-0.03658451	-0.034576061	-0.034584759	-0.034576558	-0.034576558	-0.036576558	-0.033567613	-0.035567364	-0.03658451	-0.034585007	-0.035576807	-0.033593704	-0.03658451	-0.034584759	-0.035585007	-0.03658451	-0.03457631	-0.035575813	-0.035567364	-0.034585256	-0.034585256	-0.036567613	-0.034584759	-0.035593456	-0.035593456	-0.037575813	-0.034576061	-0.037576061	-0.035593456	0.058	0.071	0.072	0.072	0.071	0.09	0.073	0.073	0.073	0.074	0.073	0.072	0.073	0.073	0.073	0.072	0.073	0.073	0.072	0.073	0.071	0.091	0.074	0.072	0.071	0.09	0.074	0.072	0.071	0.071	0.088	0.074
FLQS3024GRWM	0.0975287537	0.1015047869	0.0595109498	0.0595109498	0.0915011348	0.1655344601	0.1435301232	0.1435301232	0.0925114063	0.0985278407	0.0985095802	0.0595109498	0.096512091	0.1065125476	0.09052008	0.0595109498	0.1025130041	0.093520993	0.0595109498	0.09852008	0.1005114063	0.1425362861	0.0485184822	0.0985127758	0.1035125476	0.1655344601	0.0975118628	0.1005203082	0.1035031891	0.0915011348	0.1375027326	0.0975118628	-0.054453285	-0.05145332	-0.052452634	-0.052452634	-0.011452757	-0.007453338	-0.051452035	-0.051452035	-0.00545205299997	-0.053451436	-0.052451348	-0.052452634	-0.007452669	-0.05145207	-0.012454007	-0.052452634	-0.050452722	-0.008452686	-0.052452634	-0.051452017	-0.049452035	-0.053451384	-0.007452669	-0.054452634	-0.052451436	-0.007453338	-0.053453285	-0.051453303	-0.051452053	-0.011452757	-0.053452053	-0.053453285	-0.00400000000002	-0.00300000000001	-0.019	-0.019	-0.011	0.017	0.013	0.013	-0.011	-0.00399999999999	-0.00399999999999	-0.019	-0.01	-0.00199999999998	-0.011	-0.019	-0.00399999999999	-0.011	-0.019	-0.005	-0.00400000000002	0.012	-0.028	-0.00399999999999	-0.00200000000001	0.017	-0.00500000000002	-0.00399999999999	-0.00199999999995	-0.011	0.011	-0.00500000000002
FLQS301GGRWM	-0.0756837944	-0.0496249628	-0.0816573628	-0.0816573628	-0.0396215523	-0.0746513944	-0.0346914681	-0.0346914681	-0.0826573628	-0.0687196049	-0.0826548049	-0.0816573628	-0.0336590681	-0.0806249628	-0.0736573628	-0.0816573628	-0.0726590681	-0.0766556576	-0.0816573628	-0.0296931733	-0.0676590681	-0.0297204576	-0.0356872049	-0.0456565102	-0.0426565102	-0.0746513944	-0.0316573628	-0.0356889102	-0.0436224049	-0.0396215523	-0.0366266681	-0.0316573628	-0.064535168	-0.065534664	-0.024530136	-0.024530136	-0.064525608	-0.067529884	-0.027525859	-0.027525859	-0.025525859	-0.065521708	-0.024521331	-0.024530136	-0.024530388	-0.025525985	-0.062534916	-0.024530136	-0.025535293	-0.023530513	-0.024530136	-0.065525733	-0.065525859	-0.064521708	-0.023530639	-0.025530136	-0.026521457	-0.067529884	-0.063534916	-0.063534916	-0.025525608	-0.064525608	-0.025525985	-0.063534916	-0.039	-0.028	-0.045	-0.045	-0.026	-0.038	-0.027	-0.027	-0.046	-0.036	-0.046	-0.045	-0.028	-0.045	-0.039	-0.045	-0.042	-0.043	-0.045	-0.021	-0.036	-0.022	-0.028	-0.031	-0.031	-0.038	-0.022	-0.024	-0.031	-0.026	-0.029	-0.022
FLQS301EGRWQ	0.1464652911	0.1014440191	0.1394553153	0.1394553153	0.1344482735	0.1374531147	0.1014532614	0.1014532614	0.1044484202	0.1494655845	0.1404547285	0.1394553153	0.0914481268	0.1074488603	0.1354539949	0.1394553153	0.1954627971	0.1004535548	0.1394553153	0.0844539949	0.1334553153	0.0904582493	0.1494604499	0.138455462	0.1954616235	0.1374531147	0.08844754	0.1454607433	0.108443579	0.1344482735	0.1494498872	0.08844754	-0.019482851	-0.018482567	0.022506939	0.022506939	0.02249673	0.019506089	-0.021502987	-0.021502987	-0.019502136	-0.021512346	0.024487371	0.022506939	0.022507507	-0.019502136	0.019516865	0.022506939	-0.022493344	-0.019492777	0.022506939	0.02049673	0.021497013	0.023487654	-0.020492493	0.021506939	-0.021512629	0.019506089	0.021517149	-0.019482851	-0.01750242	0.02249673	-0.021502987	0.021517149	0.043	0.026	0.036	0.036	0.035	0.036	0.026	0.026	0.026	0.044	0.036	0.036	0.017	0.028	0.035	0.036	0.062	0.026	0.036	0.016	0.034	0.017	0.044	0.035	0.062	0.036	0.016	0.043	0.028	0.035	0.044	0.016
FLQS300VGRWQ	0.0346593906	-0.0063894585	-0.0073629986	-0.0073629986	-0.0093928508	-0.0063650339	0.0016386976	0.0016386976	-0.0423745324	-0.00835383929999	-0.0483786031	-0.0073629986	-0.003376907	-0.0133643555	-0.0443643555	-0.0073629986	-0.0503765678	-0.0383623201	-0.0073629986	-0.0383657124	-0.0083782639	-0.0483545178	-0.0413643555	-0.0103629986	-0.0093640162	-0.0063650339	-0.0463775854	-0.046363677	-0.0473897977	-0.0093928508	0.00261257690001	-0.0463775854	0.044424848	0.045424851	0.047424738	0.047424738	0.043424632	0.044424735	0.00342451	0.00342451	0.00542450999998	0.044424534	0.046424519	0.047424738	0.044424738	0.045424635	0.046424845	0.047424738	0.043424742	0.00442461299997	0.047424738	0.00242463500001	0.040424629	0.044424528	0.00242461299999	0.046424742	0.045424537	0.044424735	0.045424845	0.045424851	0.00442450699998	0.043424632	0.00342451	0.045424845	0.081	0.065	0.064	0.064	0.065	0.065	0.072	0.072	0.055	0.065	0.048	0.064	0.066	0.063	0.05	0.064	0.048	0.057	0.064	0.057	0.065	0.049	0.056	0.064	0.064	0.065	0.049	0.05	0.053	0.065	0.073	0.049
FLQS300RGRWY	0.0293434525	-0.0117723747	-0.0137287961	-0.0137287961	-0.0157895768	-0.0176966856	-0.015694392	-0.015694392	-0.0147368238	-0.0136531071	-0.0177437046	-0.0137287961	-0.0187379706	-0.0557379706	-0.0196955388	-0.0137287961	-0.0137276493	-0.0176955388	-0.0137287961	-0.0837368238	-0.0157345302	-0.0596576943	-0.0136955388	-0.0166817772	-0.0176932452	-0.0176966856	-0.0187402642	-0.0116898048	-0.0127815491	-0.0157895768	0.0252666166	-0.0187402642	0.048021344	0.053021402	0.050019037	0.050019037	0.050019239	0.051020248	0.052019383	0.052019383	0.051019383	0.050018432	0.051018317	0.050019037	0.050020364	0.053019383	0.00502131499999	0.050019037	0.050020364	0.050020364	0.050019037	0.012019355	0.049019268	0.050018374	0.051020421	0.049019009	0.049018317	0.051020248	0.049021344	0.051021373	0.051019326	0.050019239	0.049019355	0.049021344	0.133	0.117	0.117	0.117	0.116	0.116	0.116	0.116	0.117	0.117	0.116	0.117	0.116	0.101	0.119	0.117	0.117	0.116	0.117	0.094	0.117	0.099	0.117	0.116	0.116	0.116	0.115	0.118	0.118	0.116	0.133	0.115
FLQS300LGRWQ	0.1156364098	0.1244769709	0.1175301172	0.1175301172	0.1134570411	0.1145832635	0.1225965501	0.1225965501	0.1215367605	0.0715683161	0.1155218131	0.1175301172	0.0824653452	0.0754620235	0.0785201523	0.1175301172	0.1165334389	0.1145832635	0.1175301172	0.1075749594	0.1075168307	0.0715699769	0.0815201523	0.1165301172	0.1115251348	0.1145832635	0.1205251348	0.1135799419	0.1184636844	0.1134570411	0.0773972515	0.1205251348	0.007364505	0.00536443099998	0.00536167999999	0.00536167999999	0.00535907700004	0.00436167999999	-0.034643748	-0.034643748	-0.036643822	0.005356624	0.00535647500001	0.00536167999999	-0.03364122	0.00335922600001	0.004364208	0.00536167999999	0.004361754	0.00736190299997	0.00536167999999	0.00335907700003	0.00435907700003	0.00435647500001	-0.035641146	0.00436167999999	0.00435669799998	0.00436167999999	0.007364357	0.00336443099999	0.00435922600002	0.00535907700004	-0.034643822	0.007364357	0.018	0.022	0.019	0.019	0.018	0.017	0.025	0.025	0.025	0.000999999999976	0.018	0.019	0.00899999999996	0.00400000000002	0.00399999999999	0.019	0.018	0.018	0.019	0.015	0.016	0.000999999999976	0.00899999999999	0.019	0.016	0.017	0.02	0.018	0.019	0.018	0.00800000000001	0.02
FLQS300LGRWM	-0.052561137	-0.0566088397	-0.0185776676	-0.0185776676	-0.0536126181	-0.0555776676	-0.0545748338	-0.0545748338	-0.0525918367	-0.0475592478	-0.0535946706	-0.0185776676	-0.055593726	-0.0575932536	-0.0515748338	-0.0185776676	-0.0555927813	-0.0485743615	-0.0185776676	-0.0505762507	-0.0555960875	-0.0495597201	-0.0535781399	-0.025576723	-0.0555941983	-0.0555776676	-0.0555951429	-0.0525771953	-0.0566107289	-0.0536126181	-0.0576116735	-0.0555951429	-0.034385496	-0.036385544	0.00461464599999	0.00461464599999	0.00561293700002	0.00661455099998	-0.035388866	-0.035388866	-0.035388866	-0.03639048	-0.03539067	0.00461464599999	-0.035387252	-0.033388819	-0.034385544	0.00461464599999	-0.03438711	-0.034387205	0.00461464599999	-0.032388866	-0.034388914	-0.035390527	-0.034387158	0.005614646	-0.033390527	0.00661455099998	-0.036385544	-0.033385496	-0.035388961	0.00561293700002	-0.037388961	-0.036385544	-0.086	-0.088	-0.077	-0.077	-0.091	-0.092	-0.087	-0.087	-0.086	-0.084	-0.086	-0.077	-0.087	-0.088	-0.086	-0.077	-0.087	-0.084	-0.077	-0.085	-0.087	-0.085	-0.086	-0.08	-0.087	-0.092	-0.088	-0.086	-0.088	-0.091	-0.088	-0.088
FLQS3009GRWQ	0.041748825	0.0067468637	0.0067467424	0.0067467424	0.0407464796	0.0387480567	0.0827482386	0.0827482386	0.0417474905	0.0037480567	0.0047466211	0.0067467424	0.000746661599997	0.0067475107	0.043748178	0.0067467424	0.036747349	0.0427481982	0.0067467424	0.038747996	-0.00225273189999	0.0417487845	0.0037473086	0.0047475107	0.0097475107	0.0387480567	0.0037466818	0.0037474097	0.000745893200005	0.0407464796	0.0027467829	0.0037466818	-0.013023378	-0.010023508	-0.010021243	-0.010021243	0.029978499	0.030976298	-0.012018913	-0.012018913	-0.012018977	-0.014016647	-0.011016583	-0.010021243	-0.012021372	-0.00901904200001	0.027973903	-0.010021243	0.028976168	-0.014021178	-0.010021243	0.029978434	0.030978499	-0.012016583	-0.011021307	-0.007021243	-0.00801677700002	0.030976298	-0.011023573	-0.011023573	-0.011019042	0.029978499	-0.013018913	-0.011023573	0.142	0.128	0.129	0.129	0.138	0.137	0.158	0.158	0.143	0.128	0.128	0.129	0.126	0.128	0.138	0.129	0.136	0.143	0.129	0.136	0.12	0.142	0.127	0.128	0.13	0.137	0.127	0.127	0.126	0.138	0.127	0.127
FLQS2F0LGRX5	0.133638156	0.1246335326	0.0926350737	0.0926350737	0.1416331804	0.1416366589	0.1306366589	0.1306366589	0.0926350297	0.1266379358	0.1416347655	0.0926350737	0.1286348096	0.1266350297	0.132636747	0.0926350737	0.1416352499	0.1286366149	0.0926350737	0.146636791	0.1466351618	0.1286378477	0.1316364387	0.1216350297	0.1286348976	0.1416366589	0.1686348536	0.1316367029	0.1246332244	0.1416331804	0.1306333565	0.1686348536	-0.071021437	-0.074021523	-0.069018504	-0.069018504	-0.114015225	-0.113018159	-0.071015484	-0.071015484	-0.069015571	-0.073012465	-0.116012206	-0.069018504	-0.075018245	-0.072015484	-0.115021351	-0.069018504	-0.11301859	-0.073018418	-0.069018504	-0.114015398	-0.114015398	-0.073012206	-0.073018504	-0.070018504	-0.073012292	-0.113018159	-0.075021437	-0.073021437	-0.072015312	-0.114015225	-0.073015398	-0.075021437	0.545	0.541	0.528	0.528	0.552	0.552	0.543	0.543	0.529	0.542	0.552	0.528	0.543	0.542	0.549	0.528	0.552	0.543	0.528	0.553	0.554	0.543	0.543	0.539	0.542	0.552	0.558	0.544	0.541	0.552	0.543	0.558
FLQS2EQUGRX5	0.1476122228	0.1747841218	0.1427229654	0.1427229654	0.1778023034	0.1536568504	0.1476551976	0.1476551976	0.1797229654	0.1536056113	0.1497295769	0.1427229654	0.1427229654	0.1427229654	0.1496618091	0.1427229654	0.1507180068	0.1426601562	0.1427229654	0.1536601562	0.1517262712	0.1566072642	0.1416700734	0.1407229654	0.1447262712	0.1536568504	0.1477262712	0.1536585033	0.1747956919	0.1778023034	0.1397874275	0.1477262712	-0.143714154	-0.101714697	-0.103693504	-0.103693504	-0.143675028	-0.142693504	-0.102676658	-0.102676658	-0.102676115	-0.143657638	-0.144655465	-0.103693504	-0.100695134	-0.102676658	-0.140714154	-0.103693504	-0.138696765	-0.101695678	-0.103693504	-0.141675571	-0.141676115	-0.143657095	-0.101696221	-0.102694591	-0.104657095	-0.142693504	-0.141713611	-0.140714697	-0.102675028	-0.143675028	-0.100676658	-0.141713611	-0.433	-0.427	-0.439	-0.439	-0.421	-0.43	-0.437	-0.437	-0.424	-0.43	-0.432	-0.439	-0.439	-0.439	-0.432	-0.439	-0.432	-0.438	-0.439	-0.43	-0.431	-0.429	-0.439	-0.44	-0.437	-0.43	-0.432	-0.431	-0.426	-0.421	-0.44	-0.432
FLQS2DERGRX5	0.1263970776	0.1181750596	0.1553351687	0.1553351687	0.1162241597	0.1113180904	0.1293458427	0.1293458427	0.1322732599	0.1243970776	0.0842348337	0.1553351687	0.0972689903	0.1142433728	0.1163308992	0.1553351687	0.1252625859	0.0502497772	0.1553351687	0.0743266296	0.0902497772	0.1233864037	0.1313437079	0.1153287644	0.0491643856	0.1113180904	0.1172433728	0.1213244948	0.115160116	0.1162241597	0.1151579812	0.1172433728	-0.077750946	-0.074751414	-0.035745639	-0.035745639	-0.05974236	-0.03674517	-0.116733775	-0.116733775	-0.116733775	-0.077734868	-0.072734868	-0.035745639	-0.115739082	-0.035740487	-0.03575079	-0.035745639	-0.074745951	-0.113739395	-0.035745639	-0.036740019	-0.073740487	-0.077734556	-0.117739239	-0.033745795	-0.075734868	-0.03674517	-0.03675079	-0.075751102	-0.076740175	-0.05974236	-0.073740487	-0.03675079	-0.102	-0.105	-0.096	-0.096	-0.109	-0.112	-0.097	-0.097	-0.096	-0.104	-0.119	-0.096	-0.109	-0.111	-0.111	-0.096	-0.103	-0.128	-0.096	-0.127	-0.117	-0.103	-0.096	-0.111	-0.132	-0.112	-0.111	-0.104	-0.107	-0.109	-0.107	-0.111
FLQS2CKUGRX5	0.0183661899	0.018297527	0.0233243382	0.0233243382	0.0182955652	0.0223472259	-0.0096743539	-0.0096743539	0.0223243382	0.0173668439	0.0243217225	0.0233243382	0.0263243382	0.0203217225	-0.0086723921	0.0233243382	-0.0196756618	0.0253491877	0.0233243382	-0.0166769696	0.0193223764	0.0193661899	0.0213452641	0.0233223764	0.0173236843	0.0223472259	0.0253230304	0.0253452641	0.020297527	0.0182955652	-0.0146998573	0.0253230304	-0.014009305	-0.015009234	-0.014006576	-0.014006576	-0.015004205	-0.014006648	-0.013004277	-0.013004277	-0.014004277	-0.015001763	-0.013001619	-0.014006576	-0.015006648	-0.015004277	-0.051006432	-0.014006576	-0.010006935	-0.013006791	-0.014006576	-0.012004421	-0.015004349	-0.013001619	-0.013006863	-0.013006648	-0.015001978	-0.014006648	-0.013009162	-0.014009162	-0.014004205	-0.015004205	-0.012004349	-0.013009162	-0.071	-0.071	-0.069	-0.069	-0.07	-0.069	-0.082	-0.082	-0.069	-0.071	-0.068	-0.069	-0.068	-0.07	-0.077	-0.069	-0.086	-0.068	-0.069	-0.084	-0.071	-0.071	-0.07	-0.069	-0.072	-0.069	-0.068	-0.068	-0.07	-0.07	-0.084	-0.068
FLQS2C9EGRX5	0.009374626	-0.0235969931	0.0053837996	0.0053837996	0.053404727	0.0113823662	0.0023820796	0.0023820796	0.0533921132	0.000374625999996	0.05039412	0.0053837996	0.0523926866	0.0043929733	0.0473823662	0.0053837996	-0.0286081734	0.0403717592	0.0053837996	0.0033858064	0.0463837996	0.0133743393	0.0453840863	0.0123926866	0.00239412	0.0113823662	0.0493926866	0.0453837996	0.0044035803	0.053404727	0.0534032936	0.0493926866	-0.038041852	-0.03404265	0.002956552	0.002956552	0.002976757	-0.037032547	0.00297622600002	0.00297622600002	0.00597596	0.00298526500001	-0.037013938	0.002956552	0.002967453	0.00397569400002	-0.037042118	0.002956552	-0.039032813	0.003967187	0.002956552	0.00296585700002	-0.039022711	-0.037013938	0.00196718700002	-0.038033079	0.00298553100001	-0.037032547	-0.038041852	0.001957882	0.005976492	0.002976757	0.00697596000001	-0.038041852	0.118	0.105	0.112	0.112	0.131	0.118	0.111	0.111	0.129	0.11	0.133	0.112	0.129	0.111	0.131	0.112	0.103	0.125	0.112	0.111	0.132	0.119	0.127	0.119	0.11	0.118	0.133	0.127	0.111	0.131	0.13	0.133
FLQS2C6NGRX5	-0.0375089973	-0.0804858844	-0.0734938938	-0.0734938938	-0.0694854267	-0.0355019032	-0.0705025897	-0.0705025897	-0.0734943515	-0.0725099127	-0.0724934361	-0.0734938938	-0.0714938938	-0.1104854267	-0.1124934361	-0.0734938938	-0.0794938938	-0.0325028186	-0.0734938938	-0.1084936649	-0.0754936649	-0.0715099127	-0.0355014455	-0.0714943515	-0.0724861132	-0.0355019032	-0.0714936649	-0.0725019032	-0.0744851978	-0.0694854267	-0.0384856555	-0.0714936649	0.022916409	0.023916795	0.026909651	0.026909651	0.026903086	0.025909651	0.025903279	0.025903279	0.026903279	0.026896329	0.026896135	0.026909651	0.026909651	0.024903279	0.025916409	0.026909651	0.066917954	0.025909651	0.026909651	0.026903086	0.027903473	0.025896329	0.023909651	0.024909458	0.024896522	0.025909651	0.024916409	0.025916795	0.025902893	0.026903086	0.026903279	0.024916409	0.045	0.028	0.03	0.03	0.031	0.044	0.031	0.031	0.03	0.031	0.03	0.03	0.031	0.016	0.014	0.03	0.023	0.046	0.03	0.016	0.029	0.031	0.044	0.03	0.03	0.044	0.031	0.03	0.03	0.031	0.043	0.031
FLQS2BJ4GRX5	-0.0640677376	-0.1030869556	-0.1070814917	-0.1070814917	-0.1040877093	-0.0990733899	-0.1020728247	-0.1020728247	-0.1010801728	-0.0680677376	-0.1010809264	-0.1070814917	-0.1030811149	-0.1030803612	-0.0650737668	-0.1070814917	-0.1040796076	-0.1020735783	-0.1070814917	-0.1080681144	-0.1070820569	-0.0660669839	-0.1020733899	-0.1020801728	-0.0690809264	-0.0990733899	-0.0650811149	-0.0670737668	-0.1020871441	-0.1040877093	-0.1030871441	-0.0650811149	-3.0038999995e-05	-0.00103010999999	0.038970033	0.038970033	0.002967466	-0.043031393	-0.00103257000001	-0.00103257000001	-0.00103257000001	-0.00103374600002	-0.001033853	0.038970033	-0.00203135799998	-0.00103249899999	-0.00303014599999	0.038970033	-0.00103135799998	-0.00103132199999	0.038970033	-0.00103103700002	-0.00103121500001	-0.00103378200001	-3.12859999951e-05	-0.00103132199999	-3.37110000146e-05	-0.043031393	-0.00303011	-0.00303011	-3.26050000012e-05	0.002967466	-3.25700000019e-05	-0.00303011	-0.615	-0.63	-0.635	-0.635	-0.631	-0.624	-0.629	-0.629	-0.629	-0.616	-0.629	-0.635	-0.63	-0.63	-0.615	-0.635	-0.629	-0.629	-0.635	-0.632	-0.632	-0.616	-0.629	-0.63	-0.616	-0.624	-0.615	-0.616	-0.629	-0.631	-0.629	-0.615
FLQS224TGRWM	416.506157031	415.136008941	415.869611603	415.869611603	415.032584703	416.255517312	416.283992058	416.283992058	415.944086349	416.587264772	415.907453354	415.869611603	415.919769851	415.885295105	415.830978608	415.869611603	415.911611603	416.238359063	415.869611603	416.250359063	415.849662111	416.607581269	416.242359063	415.9059281	415.921769851	416.255517312	415.560547645	416.176409571	415.861503862	415.032584703	415.482598153	415.560547645	-0.011709163	-0.01070915	0.032291291	0.032291291	-0.01270828	-0.010708709	0.029291696	0.029291696	0.030291708	0.033292113	-0.009707851	0.032291291	0.028291291	0.02829172	-0.007709175	0.032291291	-0.010708746	0.029291279	0.032291291	-0.00770830399998	-0.00970830399999	0.032292137	0.030291279	-0.007708697	0.029292137	-0.010708709	0.031290825	-0.01070915	0.029291745	-0.01270828	0.030291696	0.031290825	-0.53	-0.538	-0.547	-0.547	-0.539	-0.528	-0.534	-0.534	-0.531	-0.534	-0.524	-0.547	-0.532	-0.532	-0.541	-0.547	-0.527	-0.534	-0.547	-0.526	-0.526	-0.534	-0.532	-0.538	-0.532	-0.528	-0.529	-0.529	-0.521	-0.539	-0.533	-0.529
