SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30H6GRWV	-0.00814363449999	-0.0069817708	0.0428956528	0.0428956528	-0.00196762739999	-0.0040902038	-0.0040949183	-0.0040949183	-0.0469644844	0.0317997918	0.0359160822	0.0428956528	-0.0040320586	-0.0040352016	-0.0441012042	0.0428956528	0.0458830808	-0.0040949183	0.0428956528	0.0389003672	0.0458925098	-0.0071404915	-0.0050886323	0.0398925098	-0.00303834459999	-0.0040902038	-0.0060320586	-0.0050949183	-0.0079691989	-0.00196762739999	-0.0059739134	-0.0060320586	0.00608024600001	0.054081594	0.009079192	0.009079192	0.011078225	0.009079192	0.008078254	0.008078254	0.009078225	0.056078694	0.050078283	0.009079192	0.00907924999998	0.010078283	0.00708024599999	0.009079192	0.00907930900001	0.007079221	0.009079192	0.010078283	0.010078196	0.0080772	0.00707927900001	0.009079192	0.010077258	0.009079192	0.009080305	0.00708033399999	0.056079514	0.011078225	0.054079543	0.009080305	0.012	0.00799999999998	0.032	0.032	0.014	0.013	0.014	0.014	-0.00299999999999	0.023	0.025	0.032	0.014	0.014	-0.00200000000001	0.032	0.033	0.014	0.032	0.03	0.032	0.012	0.013	0.03	0.014	0.013	0.013	0.013	0.00699999999998	0.014	0.00799999999998	0.013
FLQS30GQGRWV	4.1153992402	4.1389909173	4.1471020247	4.1471020247	4.0864409224	4.1098020212	4.1085964659	4.1085964659	4.1067936916	4.1110909071	4.1925964659	4.1471020247	4.1416909139	4.1034853586	4.1101103543	4.1471020247	4.1561298015	4.1086992436	4.1471020247	4.1052881328	4.1003825809	4.1151936848	4.1474936882	4.1202325792	4.0990742478	4.1098020212	4.1572325792	4.1489047989	4.1596353603	4.0864409224	4.0535714769	4.1572325792	0.032615614	0.030614718	0.030603966	0.030603966	0.03059411	0.030604563	0.029593811	0.029593811	0.029593513	0.031584553	0.028581865	0.030603966	0.028603966	0.02859411	0.030614419	0.030603966	-0.020410071	0.028603966	0.030603966	0.030594707	0.028593513	0.031583955	0.028604265	0.031604563	0.029583955	0.030604563	0.032615017	0.031615614	0.03159411	0.03059411	0.031593811	0.032615017	-0.497	-0.483	-0.481	-0.481	-0.501	-0.497	-0.498	-0.498	-0.497	-0.497	-0.464	-0.481	-0.483	-0.497	-0.497	-0.481	-0.472	-0.497	-0.481	-0.498	-0.498	-0.496	-0.482	-0.492	-0.499	-0.497	-0.478	-0.482	-0.475	-0.501	-0.514	-0.478
FLQS30GCGRWY	-0.0792574888	0.0057399192	0.0047412859	0.0047412859	0.00973940070001	0.0437447262	0.0487449147	0.0487449147	0.0437431239	-0.0342556508	0.0047410031	0.0047412859	0.0057412387	0.0077431239	-0.0802589026	0.0047412859	0.0407429353	0.0057449147	0.0047412859	0.0037428882	0.0427428882	0.0067462814	0.0037429825	0.004743171	-0.0282585728	0.0437447262	0.00374119159999	0.004742794	0.0037396364	0.00973940070001	0.0437412859	0.00374119159999	0.054489843	0.050488365	0.0504747	0.0504747	0.052462143	0.052475439	0.053463251	0.053463251	0.053462881	0.054449955	0.051448477	0.0504747	0.052475808	0.053463251	0.053488365	0.0504747	0.048490212	0.053475808	0.0504747	0.052462881	0.050462143	0.052449585	0.052475808	0.051475069	0.055450693	0.052475439	0.051488365	0.053488735	0.051462143	0.052462143	0.094478393	0.051488365	-0.046	-0.013	-0.014	-0.014	-0.012	0.000999999999976	0.00299999999999	0.00299999999999	0.000999999999976	-0.029	-0.014	-0.014	-0.014	-0.013	-0.047	-0.014	0.0	-0.014	-0.014	-0.015	0.0	-0.014	-0.015	-0.014	-0.027	0.000999999999976	-0.015	-0.014	-0.014	-0.012	-0.00300000000001	-0.015
FLQS30G5GRWY	0.1352059915	0.1432026967	0.1742050548	0.1742050548	0.1412024706	0.1332049256	0.1322049579	0.1322049579	0.1352038273	0.1302057977	0.1742049256	0.1742050548	0.1382038919	0.1702037304	0.142205184	0.1742050548	0.1812050548	0.1372049579	0.1742050548	0.1642059269	0.1712048287	0.1712059269	0.1732060238	0.1452040211	0.1372038919	0.1332049256	0.1312036981	0.1292046348	0.1372026321	0.1412024706	0.1352025675	0.1312036981	0.011272174	-0.027728	0.012265903	0.012265903	0.013259806	0.012265729	0.013259981	0.013259981	0.014259981	0.014254232	0.01525371	0.012265903	-0.029741587	0.014260155	-0.028735316	0.012265903	-0.028733923	0.013265903	0.012265903	0.056267471	0.011259806	0.01125371	0.011266077	-0.030741761	0.013253884	0.012265729	0.015272174	0.014272523	0.013259806	0.013259806	0.013260155	0.015272174	0.058	0.064	0.072	0.072	0.059	0.056	0.056	0.056	0.057	0.055	0.072	0.072	0.063	0.07	0.064	0.072	0.079	0.057	0.072	0.064	0.071	0.071	0.072	0.066	0.058	0.056	0.055	0.054	0.058	0.059	0.057	0.055
FLQS30E9GRWY	-0.1018560826	-0.0608694726	-0.1128700464	-0.1128700464	-0.0978780804	-0.1038629689	-0.0618633515	-0.0618633515	-0.1018706203	-0.0718507267	-0.0678646905	-0.1128700464	-0.1038708116	-0.0608702377	-0.065862395	-0.1128700464	-0.0158610561	-0.0608629689	-0.1128700464	-0.0988627776	-0.0588702377	-0.0268507267	-0.1028633515	-0.1088700464	-0.0628633515	-0.1038629689	-0.0678706203	-0.0578545524	-0.0618700464	-0.0978780804	-0.0638778891	-0.0678706203	-0.027934217	0.013068882	0.017062844	0.017062844	-0.025939699	-0.027936997	-0.027939778	-0.027939778	-0.028939937	0.013060858	0.012060381	0.017062844	-0.026937156	-0.028939699	0.015065624	0.017062844	-0.028936997	-0.026937077	0.017062844	-0.027939619	-0.027939619	0.012060699	-0.026936997	0.017062923	0.012060858	-0.027936997	0.016065704	-0.027934217	-0.032940175	-0.025939699	0.015063479	0.016065704	0.504	0.516	0.496	0.496	0.505	0.504	0.52	0.52	0.505	0.512	0.513	0.496	0.504	0.52	0.514	0.496	0.538	0.52	0.496	0.506	0.521	0.53	0.503	0.497	0.515	0.504	0.513	0.522	0.52	0.505	0.515	0.513
FLQS30DZGRWV	-0.1081702916	-0.0662260268	-0.0681813648	-0.0681813648	-0.1462245504	-0.1111832104	-0.0681835795	-0.0681835795	-0.1122145845	-0.1051688152	0.0238164205	-0.0681813648	-0.0722127389	-0.1132153227	-0.1512138463	-0.0681813648	-0.1551939145	-0.1952149536	-0.0681813648	-0.1081835795	-0.1081976056	-0.0701713989	-0.073199082	-0.1131994511	-0.1532138463	-0.1111832104	-0.1132286106	0.0198337686	-0.0752282415	-0.1462245504	-0.0722260268	-0.1132286106	0.016841565	0.018837398	0.016838503	0.016838503	0.022835867	0.016838588	0.018835697	0.018835697	0.019835697	0.015832806	0.065832381	0.016838503	0.020838759	0.019835782	0.020841735	0.016838503	0.020838588	0.017838674	0.016838503	0.017835867	0.016835442	0.104836208	0.018838588	0.019838674	0.017832806	0.016838588	0.066841735	0.06384165	0.019835527	0.022835867	0.019835697	0.066841735	-0.06	-0.045	-0.045	-0.045	-0.076	-0.062	-0.046	-0.046	-0.062	-0.06	-0.015	-0.045	-0.047	-0.063	-0.078	-0.045	-0.079	-0.094	-0.045	-0.061	-0.061	-0.055	-0.048	-0.063	-0.078	-0.062	-0.068	-0.016	-0.048	-0.076	-0.047	-0.068
FLQS30D5GRWQ	-0.0619415983	-0.069944369	-0.0719435121	-0.0719435121	-0.0939447403	-0.0199414841	-0.00594057	-0.00594057	-0.0739435407	-0.0199404558	-0.0749437406	-0.0719435121	-0.0679433978	-0.0399425409	-0.0629424552	-0.0719435121	-0.0639433407	-0.021941027	-0.0719435121	-0.0249413984	-0.0719435121	-0.0339405986	-0.0349415412	5.74875999959e-05	-0.0379425409	-0.0199414841	-0.0609435121	-0.0689425981	-0.076944569	-0.0939447403	-0.0759446546	-0.0609435121	-0.030660749	-0.031660749	0.011336704	0.011336704	-0.055665642	-0.032663564	0.085339519	0.085339519	0.010334425	-0.035667988	0.011331878	0.011336704	-0.033666245	0.00733435800001	-0.03166095	0.011336704	-0.029663028	-0.036666312	0.011336704	-0.034665776	0.010334425	0.00933201200002	0.009336838	0.00933663699999	0.007331945	-0.032663564	-0.031660883	0.011341865	0.087339519	-0.055665642	0.00933442499999	-0.031660883	-0.134	-0.138	-0.142	-0.142	-0.145	-0.118	-0.125	-0.125	-0.143	-0.117	-0.143	-0.142	-0.136	-0.13	-0.135	-0.142	-0.135	-0.118	-0.142	-0.12	-0.142	-0.128	-0.128	-0.115	-0.129	-0.118	-0.134	-0.141	-0.152	-0.145	-0.143	-0.134
FLQS30CMGRWQ	0.0741157347	0.0461571789	0.0601401136	0.0601401136	0.0861523031	0.0791279242	0.0651327999	0.0651327999	0.0611456859	0.0211376757	0.0841401136	0.0601401136	0.0641446411	0.0611477756	0.0701279242	0.0601401136	0.0491439446	0.0621321034	0.0601401136	0.0771279242	0.0601401136	0.0601157347	0.0551348896	0.0651453377	0.0611477756	0.0791279242	0.0631442929	0.0611334965	0.0191731993	0.0861523031	0.0611589202	0.0631442929	0.055535462	-0.092481876	0.047526793	0.047526793	0.057518124	0.060526793	-0.013498967	-0.013498967	-0.015498967	-0.015508132	0.057509454	0.047526793	-0.015490546	-0.01349872	0.055535462	0.047526793	-0.091490298	-0.015490298	0.047526793	0.058518124	0.047518124	0.047509454	-0.01549005	-0.013490298	-0.013508132	0.060526793	-0.015482124	-0.013481629	-0.016499711	0.057518124	-0.016499215	-0.015482124	-0.086	-0.082	-0.091	-0.091	-0.083	-0.085	-0.083	-0.083	-0.084	-0.1	-0.083	-0.091	-0.083	-0.085	-0.088	-0.091	-0.081	-0.084	-0.091	-0.086	-0.091	-0.091	-0.087	-0.082	-0.084	-0.085	-0.084	-0.084	-0.1	-0.083	-0.084	-0.084
FLQS30BWGRWY	0.0268628941	0.0288416646	0.0118490214	0.0118490214	0.0728391423	-0.0161444627	0.0248555373	0.0248555373	0.024848601	0.0248620533	0.0418553272	0.0118490214	0.0088483908	0.030848601	0.0268567985	0.0118490214	0.0618570087	0.0238559577	0.0118490214	0.0108561679	0.0298488112	0.0398696203	0.0228553272	-0.060151399	0.0318479704	-0.0161444627	0.0268483908	0.0608631043	0.0248404035	0.0728391423	0.0238408238	0.0268483908	-0.108780883	-0.065800124	-0.119763016	-0.119763016	-0.107747897	-0.108763474	-0.065768055	-0.065768055	-0.110747439	-0.064753395	-0.076750646	-0.119763016	-0.118763474	-0.109748355	-0.108779966	-0.119763016	-0.06678409	-0.108763932	-0.119763016	-0.116748355	-0.106748355	-0.07375202	-0.111763474	-0.119763016	-0.108732779	-0.108763474	-0.109779508	-0.068799208	-0.065767597	-0.107747897	-0.064768055	-0.109779508	-0.036	-0.039	-0.04	-0.04	-0.018	-0.052	-0.041	-0.041	-0.037	-0.041	-0.033	-0.04	-0.042	-0.034	-0.036	-0.04	-0.027	-0.037	-0.04	-0.041	-0.034	-0.034	-0.037	-0.068	-0.033	-0.052	-0.035	-0.027	-0.041	-0.018	-0.041	-0.035
FLQS30BJGRWV	-0.0797337927	-0.0838168928	-0.04275209	-0.04275209	-0.0327871597	-0.0417315056	0.000273068699997	0.000273068699997	0.00124791	-0.0047055845	0.0062433357	-0.04275209	-0.0467902093	0.0052410485	-0.0017307432	-0.04275209	-0.0447490404	-0.00172693130001	-0.04275209	-0.0377269313	-0.0307513276	0.0012974651	-0.0437292184	0.0012440981	0.0022425733	-0.0417315056	-0.000758189099997	-0.0787597138	-0.0448176552	-0.0327871597	-0.0478168928	-0.000758189099997	-0.050996093	-0.053995849	-0.012991336	-0.012991336	-0.052987067	-0.014996215	-0.016987189	-0.016987189	-0.015987311	-0.013988287	-0.057982677	-0.012991336	-0.014991824	-0.051987555	-0.016000727	-0.012991336	-0.014991458	-0.015991702	-0.012991336	-0.055987189	-0.053987067	-0.058982677	-0.01399158	-0.013991458	-0.056983043	-0.014996215	-0.053995971	-0.053995849	-0.013987311	-0.052987067	-0.015987433	-0.053995971	-0.123	-0.125	-0.113	-0.113	-0.105	-0.112	-0.096	-0.096	-0.096	-0.098	-0.089	-0.113	-0.114	-0.091	-0.096	-0.113	-0.114	-0.097	-0.113	-0.106	-0.104	-0.091	-0.113	-0.096	-0.091	-0.112	-0.092	-0.122	-0.113	-0.105	-0.115	-0.092
FLQS30AEGRWV	-0.1134873049	-0.1163144617	-0.0914756712	-0.0914756712	-0.1152995041	-0.0485288537	-0.1115039244	-0.1115039244	-0.1463061519	-0.1085704025	-0.1892945182	-0.0914756712	-0.1063693061	-0.1093693061	-0.1074341223	-0.0914756712	-0.1543875876	-0.1085105722	-0.0914756712	-0.1124374462	-0.1473759539	-0.1084856429	-0.0665072483	-0.1123643203	-0.1083759539	-0.0485288537	-0.1093626583	-0.1523626583	-0.1113111378	-0.1152995041	-0.1083144617	-0.1093626583	0.036426741	0.035426494	-0.011594249	-0.011594249	0.034408961	-0.052593508	0.037409455	0.037409455	0.040410443	0.037400565	-0.00359894100001	-0.011594249	0.037418098	0.037410196	-0.00557375299999	-0.011594249	0.037418098	0.037417604	-0.011594249	0.035409702	-0.00459103899999	-0.00559894099999	0.037418345	0.037418098	0.037401553	-0.052593508	-0.00357350599998	0.037426988	0.037409208	0.034408961	0.036409702	-0.00357350599998	0.532	0.531	0.546	0.546	0.532	0.566	0.533	0.533	0.519	0.534	0.507	0.546	0.536	0.534	0.539	0.546	0.517	0.534	0.546	0.533	0.524	0.538	0.55	0.532	0.535	0.566	0.538	0.517	0.533	0.532	0.534	0.538
FLQS309TGRWY	0.1104356279	0.098323225	0.0623634425	0.0623634425	0.1043201313	0.1023974728	0.1013954104	0.1013954104	0.1033634425	0.0994315031	0.1013572552	0.0623634425	0.1053593177	0.1043613801	0.105398504	0.0623634425	0.0993613801	0.1063974728	0.0623634425	0.103398504	0.1053624113	0.1034294406	0.1053974728	0.1013603489	0.1043624113	0.1023974728	0.1073582864	0.1073995352	0.1003211625	0.1043201313	0.0993211625	0.1073582864	-0.059728136	-0.059728136	-0.057725881	-0.057725881	-0.060723627	-0.058725944	-0.060723689	-0.060723689	-0.058723752	-0.062721434	-0.057721497	-0.057725881	-0.060725881	-0.060723814	-0.060727948	-0.057725881	-0.022728324	-0.059725881	-0.057725881	-0.058723814	-0.058723752	-0.061721434	-0.059726007	-0.059725881	-0.060721622	-0.058725944	-0.060728011	-0.059728136	-0.059723689	-0.060723627	-0.058723814	-0.060728011	0.56	0.555	0.542	0.542	0.558	0.558	0.557	0.557	0.557	0.557	0.557	0.542	0.558	0.559	0.558	0.542	0.552	0.559	0.542	0.557	0.558	0.558	0.558	0.557	0.558	0.558	0.56	0.559	0.557	0.558	0.557	0.56
FLQS309QGRWV	-0.0830122166	-0.0689910448	-0.0690073308	-0.0690073308	-0.0919850733	-0.0760247025	-0.0770019021	-0.0770019021	-0.0770051593	-0.02904696	-0.0710013593	-0.0690073308	-0.0760057022	-0.1129823589	-0.0760035307	-0.0690073308	-0.1190100451	-0.1250013593	-0.0690073308	-0.1200019021	-0.0720067879	-0.0520670461	-0.0770257882	-0.072006245	-0.0629850733	-0.0760247025	-0.0730057022	-0.0760279597	-0.0709877876	-0.0919850733	-0.0749622729	-0.0730057022	-0.023909435	-0.00890993399997	-0.009906441	-0.009906441	-0.018902648	0.034089267	0.036096953	0.036096953	0.038096953	-0.012899454	0.034096354	-0.009906441	0.036093559	-0.00990314700002	0.035085574	-0.009906441	-0.00890614100001	0.036093459	-0.009906441	-0.009902947	-0.012902448	0.025096154	0.037093559	-0.009906341	-0.018899454	0.034089267	-0.011909835	-0.011909835	-0.010902648	-0.018902648	0.037096953	-0.011909835	0.064	0.067	0.068	0.068	0.059	0.06	0.06	0.06	0.06	0.083	0.062	0.068	0.06	0.051	0.06	0.068	0.048	0.041	0.068	0.048	0.066	0.07	0.06	0.067	0.071	0.06	0.066	0.065	0.066	0.059	0.06	0.066
FLQS309NGRWM	0.0178348617	0.0178096878	0.0188187124	0.0188187124	-0.0252007618	0.0278265495	0.0178246496	0.0178246496	0.0178187124	0.0228365241	0.0558177624	0.0188187124	0.0148089753	0.0098168124	-0.0231817626	0.0188187124	0.0228201373	0.0118258371	0.0188187124	0.021827262	0.0148187124	0.0108339117	-0.022183425	0.0128179999	0.0438170499	0.0278265495	0.0148087378	-0.0171829501	-0.0272007618	-0.0252007618	0.0148006631	0.0148087378	-0.041104585	-0.079104276	-0.041093449	-0.041093449	-0.040082003	-0.081092521	-0.039095614	-0.039095614	-0.040082931	-0.083073032	-0.041071176	-0.041093449	-0.040094068	-0.039082931	-0.041104895	-0.041093449	-0.080094377	-0.041093449	-0.041093449	-0.082082313	-0.040082622	-0.041072413	-0.038094377	-0.040093449	-0.039071795	-0.081092521	-0.041105204	-0.078104585	-0.039082313	-0.040082003	-0.040083241	-0.041105204	-0.045	-0.041	-0.044	-0.044	-0.062	-0.037	-0.045	-0.045	-0.044	-0.038	-0.03	-0.044	-0.046	-0.048	-0.06	-0.044	-0.039	-0.048	-0.044	-0.038	-0.046	-0.047	-0.06	-0.046	-0.034	-0.037	-0.046	-0.054	-0.062	-0.062	-0.046	-0.046
FLQS308YGRWQ	0.0409572116	0.0459491608	0.00195203040001	0.00195203040001	0.0409482042	0.0399545811	0.0509553782	0.0509553782	0.0099523492	0.0529580884	0.0029515521	0.00195203040001	0.0509525883	0.0409517115	0.0409548203	0.00195203040001	0.0399518709	0.0509553782	0.00195203040001	0.0399544217	0.0399515521	0.0399569725	0.0499549797	-4.82088000027e-05	0.0509521898	0.0399545811	0.0449520304	0.0809546608	0.0499491608	0.0409482042	0.0029458926	0.0449520304	0.014507731	0.013507606	0.011502957	0.011502957	0.01449881	0.015503334	-0.028506467	-0.028506467	-0.030506844	-0.029510739	0.01249391	0.011502957	-0.028502321	0.01249881	0.014507606	0.011502957	0.014503334	-0.026501944	0.011502957	0.013498936	0.01349881	0.011494161	-0.029502195	0.012503082	-0.029510614	0.015503334	0.01450748	0.011507606	-0.031506844	0.01449881	-0.029506718	0.01450748	0.00200000000001	0.005	-0.013	-0.013	0.00200000000001	0.00200000000001	0.011	0.011	-0.00500000000002	0.011	-0.012	-0.013	0.00999999999999	0.00200000000001	0.00199999999998	-0.013	0.00200000000001	0.01	-0.013	0.00200000000001	0.00200000000001	0.00200000000001	0.011	-0.013	0.011	0.00200000000001	0.00400000000002	0.018	0.01	0.00200000000001	-0.00800000000001	0.00400000000002
FLQS3084GRWM	0.0222549363	-0.0267049562	0.0762575332	0.0762575332	-0.0306994738	-0.0237242886	0.0592520509	0.0592520509	0.011276	-0.0717456408	0.0142771541	0.0762575332	-0.0297237115	0.0142748458	-0.1537113041	0.0762575332	0.0182731145	0.0162644582	0.0762575332	0.0282589759	0.0312708062	0.0182552249	-0.0247349647	0.0222716718	0.0162745573	-0.0237242886	-0.0267121698	-0.0277242886	-0.0267026478	-0.0306994738	-0.0257026478	-0.0267121698	-0.00787379200003	-0.00687375700002	-0.050870994	-0.050870994	-0.010871134	-0.049870994	-0.010871204	-0.010871204	-0.008871274	-0.004870119	-0.00687004900001	-0.050870994	-0.00987246299999	-0.00987127400001	-0.044872358	-0.050870994	-0.00887249800002	-0.00987249800002	-0.050870994	-0.04786984	-0.048869805	-0.00687011899998	-0.00887253300002	-0.050871029	-0.00887008399999	-0.049870994	-0.00787375700003	-0.007873722	-0.008871274	-0.010871134	-0.008871274	-0.00787375700003	-0.019	-0.0369999999999	0.00600000000003	0.00600000000003	-0.039	-0.032	-0.00399999999996	-0.00399999999996	-0.023	-0.055	-0.022	0.00600000000003	-0.038	-0.022	-0.082	0.00600000000003	-0.02	-0.021	0.00600000000003	-0.013	-0.011	-0.02	-0.037	-0.014	-0.021	-0.032	-0.038	-0.038	-0.038	-0.039	-0.037	-0.038
FLQS307KGRWV	-0.0686149093	-0.0226132795	-0.0636138117	-0.0636138117	-0.0606131963	-0.0646143771	-0.0626144104	-0.0626144104	-0.0606138283	-0.0636149093	-0.0636136952	-0.0636138117	-0.0686138117	-0.0636137285	-0.0676144436	-0.0636138117	-0.0596139946	-0.0686144104	-0.0636138117	-0.0616143937	-0.061613795	-0.0636149093	-0.1126144104	-0.060613795	-0.0976132129	-0.0646143771	-0.0286137784	-0.0666143272	-0.0216132462	-0.0606131963	-0.1006126309	-0.0286137784	0.006312912	0.00531296	0.007312152	0.007312152	0.00731120100002	0.00731203300001	-0.039689797	-0.039689797	-0.039689773	0.00531048799999	0.00631044100001	0.007312152	0.00931217499999	0.00731134400002	0.010312983	0.007312152	0.00731207999999	0.008312152	0.007312152	0.00531124899999	0.00731117700002	0.004310441	-0.039688942	0.00731210399999	0.00631044100001	0.00731203300001	0.006312936	0.00531291199999	0.005311272	0.00731120100002	0.006311367	0.006312936	0.467	0.485	0.469	0.469	0.471	0.468	0.474	0.474	0.475	0.469	0.469	0.469	0.466	0.469	0.467	0.469	0.47	0.466	0.469	0.47	0.47	0.469	0.455	0.469	0.456	0.468	0.482	0.468	0.485	0.471	0.454	0.482
FLQS3072GRWV	-0.2461369611	-0.2071384145	-0.2151377347	-0.2151377347	-0.2081386723	-0.1641368908	-0.2011367267	-0.2011367267	-0.2051377112	-0.2061360469	-0.2091378519	-0.2151377347	-0.2051377112	-0.2081377347	-0.1671369142	-0.2151377347	-0.2121376175	-0.2071367736	-0.2151377347	-0.2061368439	-0.213137805	-0.2061360704	-0.2061367267	-0.1611365861	-0.2071377347	-0.1641368908	-0.2091378519	-0.2031367033	-0.2091385317	-0.2081386723	-0.2571396099	-0.2091378519	0.036361485	0.081367151	0.127362408	0.127362408	0.08135806	0.082362671	0.038352262	0.038352262	0.039352262	0.082353712	0.083353185	0.127362408	0.037356742	0.081358191	0.078366887	0.127362408	0.081362803	0.038356742	0.127362408	0.082358323	0.08335806	0.080353448	0.038357006	0.03535661	0.082353843	0.082362671	0.079366887	0.036361485	0.036351999	0.08135806	0.040352526	0.079366887	-0.113	-0.103	-0.111	-0.111	-0.104	-0.087	-0.096	-0.096	-0.098	-0.103	-0.104	-0.111	-0.098	-0.103	-0.087	-0.111	-0.105	-0.098	-0.111	-0.103	-0.105	-0.102	-0.098	-0.08	-0.103	-0.087	-0.104	-0.097	-0.1	-0.104	-0.117	-0.104
FLQS305NGRWM	0.0202380195	0.0631165283	0.066209983	0.066209983	0.0691130237	0.0222006376	0.0122006376	0.0122006376	0.0511539102	0.0242438604	0.0602006376	0.066209983	0.0541562465	0.0121562465	0.0172006376	0.066209983	0.0151574147	0.0121994694	0.066209983	0.0262053103	0.0651620875	0.0182356831	0.0121936284	0.0201562465	0.0241574147	0.0222006376	0.0181539102	0.0581994694	0.0591106873	0.0691130237	0.0541153601	0.0181539102	0.047055039	0.089055341	0.048044482	0.048044482	0.049034527	0.047044783	0.087034225	0.087034225	0.128046291	0.045023667	0.043022461	0.048044482	0.088044482	0.089034829	0.048054738	0.048044482	0.088057453	0.088044482	0.048044482	0.049034527	0.049034829	0.043023064	0.08604418	0.047044482	0.048024572	0.047044783	0.049055039	0.088055643	0.088033924	0.049034527	0.086033622	0.049055039	-0.475	-0.462	-0.456	-0.456	-0.456	-0.473	-0.482	-0.482	-0.47	-0.472	-0.459	-0.456	-0.466	-0.481	-0.476	-0.456	-0.48	-0.482	-0.456	-0.472	-0.457	-0.475	-0.481	-0.475	-0.473	-0.473	-0.475	-0.463	-0.463	-0.456	-0.466	-0.475
FLQS305DGRWM	-0.0321176181	0.001863861	0.0018732685	0.0018732685	-0.0371508382	0.0028835579	0.0038844398	0.0038844398	0.000873268499994	-0.038118794	-0.0351276135	0.0018732685	0.0028732685	-0.0371270255	-0.0371149722	0.0018732685	0.0048741504	-0.0371155602	0.0018732685	-0.000117324100003	0.0038723865	0.0028932593	-0.0381287894	-0.0361267315	0.0018729745	0.0028835579	-0.0371390788	-0.0361276135	0.0018626851	-0.0371508382	-0.0391373149	-0.0371390788	0.00267991300001	0.000679912999999	0.00068026400001	0.00068026400001	-0.000319404999999	0.00168026400002	0.000680567000018	0.000680567000018	0.000680567000018	0.000680898000013	0.002680927	0.00068026400001	0.000680235000004	0.00268055699999	0.00267991300001	0.00068026400001	-0.000319754999992	0.00268023499999	0.00068026400001	0.040680207	0.000680585999987	0.04268051	0.00168023499998	0.00268025400001	0.000680898000013	0.00168026400002	0.00267989399998	0.000679912999999	0.000680575999979	-0.000319404999999	0.000680575999979	0.00267989399998	-0.033	-0.02	-0.02	-0.02	-0.035	-0.02	-0.019	-0.019	-0.02	-0.035	-0.034	-0.02	-0.02	-0.035	-0.035	-0.02	-0.019	-0.035	-0.02	-0.025	-0.019	-0.024	-0.035	-0.035	-0.02	-0.02	-0.035	-0.034	-0.021	-0.035	-0.036	-0.035
