SN	Distance_X_LOGO_Nfc_Up1	Distance_X_LOGO_Nfc_Up2	Distance_X_LOGO_Nfc_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Nfc_Up1	Distance_Y_LOGO_Nfc_Up2	Distance_Y_LOGO_Nfc_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Nfc_Up1	Angle_Nfc_Up2	Angle_Nfc_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS3024GRWM	-0.1363943037	-0.099385053	-0.1333711771	-0.0993899587	-0.0993951446	-0.1373944438	-0.1343801474	-0.1353853334	-0.0993797269	-0.0983895382	-0.0993941635	-0.1353804277	-0.099365851	-0.0993940234	-0.1353853334	-0.0993941635	-0.0983851932	-0.0603895382	-0.1333812687	-0.1343756622	-0.1343801474	-0.1003900988	-0.0993898185	-0.1353704763	-0.0973854735	-0.1403699156	-0.1363651502	-0.1353652903	-0.1363605248	-0.1383550585	-0.136370196	-0.13636501	-0.068768486	-0.064767829	-0.07476958	-0.065775162	-0.0657756	-0.071771988	-0.068771222	-0.078782385	-0.066767391	-0.036772097	-0.067768705	-0.068761044	-0.041777679	-0.035772863	-0.080774396	-0.039768924	-0.036771988	0.005231624	-0.078781181	-0.108781181	-0.077785887	-0.068771441	-0.066779649	-0.068796065	-0.106807119	-0.032796941	-0.094807228	-0.105804383	-0.064800114	-0.048796722	-0.075795299	-0.07380876	-0.019	-0.031	-0.018	-0.031	-0.031	-0.018	-0.019	-0.017	-0.03	-0.035	-0.031	-0.018	-0.034	-0.036	-0.016	-0.035	-0.035	-0.055	-0.018	-0.012	-0.017	-0.03	-0.03	-0.019	-0.026	-0.022	-0.014	-0.013	-0.019	-0.021	-0.017	-0.017
FLQS301GGRWM	0.01812263	0.0191791835	0.0182228584	0.08412263	0.0161405479	0.0830834346	0.0181780636	0.0161629453	0.0151993411	0.0171416678	0.0171220701	0.0181808633	0.0182424561	0.0860834346	0.0161646251	0.0201198303	0.0201791835	0.0181607056	0.0181842229	0.0141999011	0.0181808633	0.0171584659	0.08212263	0.0172217385	0.0151797434	0.0212245382	0.0182379766	0.0172413363	0.0192564545	0.0182766122	0.0172211786	0.0172374167	0.006182037	0.037182218	0.041182258	0.050181878	0.00318161600001	0.044182076	0.038182031	0.00318150300001	0.00518202500001	0.00418182600004	0.040182241	0.037182599	0.041181809	0.050182076	0.004181883	0.038182247	0.037182003	0.038182201	0.044181889	0.045181917	0.038181503	0.008181855	0.046181679	0.045181355	0.044180577	0.041180963	0.041180759	0.046181117	0.039180929	0.038181105	0.043181276	0.007180054	0.184	0.178	0.178	0.155	0.185	0.157	0.178	0.185	0.185	0.184	0.178	0.178	0.179	0.154	0.184	0.177	0.179	0.178	0.178	0.179	0.179	0.184	0.157	0.178	0.178	0.177	0.178	0.178	0.179	0.178	0.179	0.184
FLQS301EGRWQ	-0.1348738851	-0.1378866129	-0.1658942495	-0.1748824915	-0.1378778853	-0.1358736427	-0.1718863704	-0.1348820066	-0.1368866129	-0.1738783701	-0.1378741276	-0.170886128	-0.136895098	-0.1368741276	-0.1348822491	-0.1358740063	-0.1748866129	-0.1368827339	-0.1348862492	-0.0998858856	-0.1358821278	-0.1358775216	-0.1368823703	-0.1678947344	-0.1358863704	-0.1668952192	-0.1308992194	-0.1688992194	-0.1359033407	-0.136907947	-0.1688948556	-0.1318992194	-0.072407848	-0.073407848	-0.108408062	-0.106409866	-0.106409989	-0.069407756	-0.107408673	-0.078410356	-0.075406716	-0.106408888	-0.100407756	-0.078404911	-0.076409255	-0.076408092	-0.074408979	-0.0714069	-0.108408979	-0.073407909	-0.077410111	-0.036408888	-0.072410937	-0.071407756	-0.047410142	-0.084413537	-0.072416595	-0.103415555	-0.071416779	-0.109415678	-0.07641476	-0.07341372	-0.090413628	-0.069417543	0.057	0.059	0.074	0.076	0.064	0.057	0.075	0.059	0.059	0.076	0.063	0.07	0.059	0.059	0.058	0.058	0.076	0.059	0.058	0.041	0.058	0.058	0.055	0.07	0.057	0.073	0.056	0.074	0.059	0.058	0.072	0.056
FLQS300VGRWQ	-0.0146936882	-0.0137483982	-0.0147911912	-0.00572456420001	-0.0127099387	-0.0156898964	-0.00574352309999	-0.0017245642	-0.0137673571	-0.00370560520001	-0.00268664630001	-0.0237435231	-0.0238003998	-0.00168664630002	0.000275435800006	-0.0236866463	-0.00474352309999	-0.00272456420001	0.0012564769	-0.0157673571	-0.00574352309999	-0.0127278143	0.0262754358	-0.0357879411	-0.0137473148	0.00621855909999	-0.0138052749	-0.0148079834	-0.0158242338	-0.0138426511	-0.0157879411	-0.0138047333	0.012656502	0.048655588	0.0156564	0.055657263	0.047657466	0.012656425	0.051656375	0.042658151	0.046655639	0.051656375	0.051655487	-0.00334628899998	0.066657263	0.052656375	0.043656375	-0.003344513	0.052656375	0.054655487	0.044657263	0.04965706	0.043659038	0.048656502	0.058658151	0.037659774	0.012663579	0.036661702	0.054662336	0.06266089	0.05166155	0.051660916	0.013659952	0.048664442	0.103	0.098	0.104	0.095	0.098	0.104	0.095	0.095	0.099	0.094	0.094	0.109	0.098	0.093	0.094	0.109	0.095	0.093	0.094	0.098	0.096	0.098	0.083	0.107	0.103	0.094	0.097	0.096	0.098	0.098	0.104	0.098
FLQS300RGRWY	-0.0535827409	-0.0356159484	-0.0556387193	-0.035604563	-0.0355934938	-0.0255789457	-0.0416121533	0.0123989159	-0.0536270176	-0.0005938101	-0.0415789457	0.0103878467	0.0143546392	-0.0235789457	0.0153989159	0.0114210543	-0.0346156321	-0.0416010841	0.0153878467	-0.0416232224	0.0113878467	-0.0516042467	-0.052604563	0.0013619133	0.00138436789999	0.0163657084	0.0023514766	0.0143546392	0.000341039999995	0.000329338299991	-0.0416342916	0.0013517929	-0.017247646	0.038751969	-0.020247838	0.03774747	0.038747534	0.031749784	0.047754282	0.033745285	-0.020247838	0.046750041	0.047756532	0.043756532	0.046747534	0.036749784	0.107754282	0.037752033	0.037749848	0.047756532	0.034747534	-0.022252466	0.035743036	-0.020250088	-0.020254587	0.054740593	0.050732496	0.027736287	0.051735002	0.098740786	0.049737059	0.051738922	-0.022261463	0.046729539	0.201	0.186	0.202	0.186	0.186	0.184	0.186	0.17	0.201	0.173	0.187	0.17	0.168	0.182	0.159	0.171	0.186	0.187	0.169	0.197	0.171	0.2	0.201	0.171	0.172	0.171	0.172	0.16	0.173	0.173	0.197	0.172
FLQS300LGRWQ	-0.0570763756	-0.0551202998	-0.0561513051	-0.0531043665	-0.0520884333	-0.0520733612	-0.0541194385	-0.0561056584	-0.0561353718	-0.0540897251	-0.0530750838	-0.0561207304	-0.0541655158	-0.0540746531	-0.054106089	-0.0530742225	-0.0551202998	-0.0541052278	-0.0561211611	-0.0551349412	-0.0561211611	-0.0541043665	-0.0521043665	-0.0541504438	-0.0541194385	-0.0541508745	-0.059167669	-0.0591685302	-0.0541805879	-0.0571960905	-0.0541504438	-0.0531655158	-0.042308768	-0.00730694199999	-0.00930694199999	-0.00431034100001	-0.006310493	-0.00430836200002	-0.00330846399999	-0.00531155799999	-0.005306942	-0.003308514	-0.00330668799998	-0.009303289	-0.00931044200001	-0.00430861600003	-0.004308159	-0.003306587	-0.007308717	-0.00330679000001	-0.012310239	-0.00831018899999	-0.00831343500002	-0.00930861600003	-0.002311964	-0.004315668	-0.00132170499998	-0.01031861	-0.054322668	-0.045319929	-0.00131845800001	-0.00331678400002	-0.00331612399998	-0.00932495100002	-0.026	-0.032	-0.032	-0.033	-0.034	-0.033	-0.033	-0.032	-0.033	-0.034	-0.033	-0.032	-0.032	-0.034	-0.033	-0.034	-0.033	-0.033	-0.031	-0.032	-0.032	-0.032	-0.034	-0.033	-0.033	-0.032	-0.024	-0.026	-0.034	-0.032	-0.034	-0.033
FLQS300LGRWM	0.0242931523	0.0262594033	0.0252335953	0.0252709838	0.0252828952	0.0262944757	0.0262603959	0.0242696604	0.0262481537	0.0262825644	0.0232931523	0.0272584107	0.0252220148	0.0222928214	0.0242686677	0.0262941449	0.0262590725	0.0262703221	0.0262570872	0.0262484846	0.0262590725	0.0862918288	0.0262716456	0.0922570872	0.0262603959	0.0272329336	0.0272253235	0.027224	0.0272140739	0.0282024934	0.0292362423	0.0262256544	0.046072699	0.046072355	0.051072975	0.045067389	0.047067596	0.046070424	0.045070148	0.045066217	0.046072493	0.049070286	0.046072837	0.043077182	0.045067389	0.04507001	0.041070562	0.047072768	0.043069941	0.047072493	0.043068217	0.043068355	0.044063665	0.100073872	0.048065389	0.062061803	0.045051597	0.055057528	0.049054424	0.052058217	0.049056631	0.048058493	0.053060562	0.048048356	0.177	0.177	0.176	0.176	0.176	0.176	0.177	0.177	0.177	0.176	0.177	0.176	0.176	0.178	0.177	0.177	0.176	0.177	0.177	0.178	0.176	0.148	0.176	0.152	0.177	0.174	0.176	0.175	0.175	0.176	0.175	0.176
FLQS3009GRWQ	-0.0469253564	0.0090559069	-0.0469565843	0.0100621524	-0.024931602	0.0090746436	-0.0469440931	-0.0469378476	0.0070496613	0.010068398	-0.0469253564	0.0110559069	-0.0469628298	0.0110746436	-0.0469378476	0.0090746436	0.0110559069	-0.1069485543	-0.0469440931	-0.0469503387	-0.0469440931	-0.0469378476	0.00906215240001	-0.0469565843	0.0090559069	-0.1099678263	-0.0469628298	-0.0469628298	0.00803092460001	-0.082984957	-0.0469565843	-0.0469628298	-0.026946216	0.039053784	-0.026946216	0.113053784	0.104053784	0.032060848	-0.026939152	-0.026925023	0.037053784	0.038060848	-0.026946216	0.038039656	0.043067913	0.035060848	-0.026939152	0.033053784	0.039060848	-0.038943794	0.043067913	-0.026932087	-0.026917959	-0.026939152	0.038074977	-0.02690383	0.015117362	-0.011899794	-0.026889702	-0.026896766	0.025103234	0.028094151	-0.02690383	-0.026875573	-0.164	-0.193	-0.164	-0.205	-0.192	-0.191	-0.165	-0.164	-0.192	-0.193	-0.164	-0.193	-0.175	-0.193	-0.164	-0.192	-0.194	-0.143	-0.175	-0.164	-0.165	-0.164	-0.192	-0.164	-0.189	-0.146	-0.164	-0.164	-0.19	-0.161	-0.164	-0.164
FLQS2F0LGRX5	-0.1561200134	-0.1951103738	-0.2151037351	-0.1951136476	-0.1941170124	-0.1591198316	-0.2111104647	-0.1961134657	-0.2131070999	-0.1931168305	-0.2131198316	-0.1951104647	-0.2151005522	-0.1571199225	-0.1581132839	-0.1571198316	-0.1951104647	-0.2301103738	-0.1941102828	-0.1941071908	-0.1951102828	-0.1961135567	-0.1951136476	-0.1951038261	-0.2081107375	-0.1911037351	-0.195102371	-0.2131007341	-0.2120976421	-0.2100946411	-0.194103917	-0.195102371	-0.022942844	-0.026942093	-0.041942093	-0.024926563	-0.024926062	-0.023935831	-0.036934578	-0.026917295	-0.036943345	-0.025934077	-0.037943095	-0.028958625	-0.043924058	-0.022933075	-0.022933827	-0.023943095	-0.028933326	-0.030941091	-0.029923557	-0.020927314	-0.026907526	-0.025935831	-0.025917044	-0.034886235	-0.072855425	-0.025881225	-0.033873961	-0.056876967	-0.068873961	-0.077880474	-0.030889992	-0.033856427	0.062	0.075	0.084	0.074	0.075	0.062	0.082	0.076	0.083	0.075	0.083	0.075	0.084	0.062	0.062	0.062	0.076	0.087	0.075	0.074	0.075	0.075	0.075	0.076	0.086	0.074	0.076	0.086	0.087	0.088	0.076	0.077
FLQS2EQUGRX5	-0.1217639132	-0.1228608721	-0.1239314734	-0.1248298076	-0.1237949777	-0.1237620305	-0.1338580481	-0.139830749	-0.090892878	-0.0887968604	-0.1217639132	-0.1208618135	-0.0899672446	-0.1217639132	-0.1438345144	-0.1237639132	-0.1228618135	-0.089830749	-0.1228665202	-0.1348919367	-0.0608043912	-0.1228260422	-0.1248288663	-0.1389286493	-0.1278608721	-0.1469361801	-0.1279606552	-0.1409634792	-0.1259917197	-0.1270256083	-0.1259286493	-0.1269615965	0.00486828200002	0.00286774099999	0.00386612	0.00190827500001	0.000908815999992	0.001886657	-0.038116045	0.00689746600003	0.011867741	0.00988665699998	0.00586611999998	0.035812615	0.005907194	0.00588665699999	-0.032119288	0.000868282000027	0.005885036	0.010867741	0.00690070899998	-0.032100372	0.037920165	0.001886657	0.037906113	0.022945567	0.002015285	-0.022011197	-0.040984174	-0.022011197	0.002997991	-0.001016061	-0.039031734	0.00206230499998	0.171	0.172	0.172	0.173	0.172	0.172	0.182	0.177	0.16	0.159	0.171	0.166	0.16	0.171	0.183	0.172	0.171	0.159	0.171	0.181	0.146	0.172	0.167	0.173	0.173	0.183	0.18	0.182	0.172	0.173	0.179	0.172
FLQS2DERGRX5	-0.2109943362	-0.2129974645	-0.2129997586	-0.212996392	-0.2119952896	-0.2149943362	-0.2129974348	-0.2129965112	-0.2129984775	-0.2129954088	-0.211994366	-0.2149975241	-0.2120007716	-0.2139943958	-0.2109965707	-0.2139943362	-0.2139975241	-0.2139964516	-0.2119976731	-0.2119985073	-0.2129974943	-0.2129963622	-0.2129963622	-0.2129996097	-0.2129973156	-0.2109997884	-0.2140005631	-0.2120006226	-0.2110014867	-0.2140025592	-0.2129996097	-0.2130004737	0.000459417000002	-0.06753507	-0.076534772	-0.07252479	-0.074524492	-0.075530451	-0.0335306	-0.075521065	-0.072535368	-0.074529855	-0.000540881000006	-0.073545053	-0.076523747	-0.071529855	-0.036531196	-0.037540732	-0.071529855	-0.039539987	-0.081524939	-0.033526279	-0.040521363	-0.0705306	-0.074519724	-0.090507506	-0.074488882	-0.035506463	-0.035494395	-0.037508996	-0.039505122	-0.074503632	-0.086507357	-0.077482773	-0.147	-0.136	-0.134	-0.135	-0.135	-0.134	-0.141	-0.135	-0.135	-0.135	-0.147	-0.135	-0.135	-0.135	-0.141	-0.14	-0.135	-0.14	-0.135	-0.142	-0.141	-0.135	-0.134	-0.132	-0.135	-0.141	-0.141	-0.141	-0.14	-0.135	-0.133	-0.135
FLQS2CKUGRX5	-0.0381286456	-0.0380199734	-0.0399366228	-0.0400569008	-0.0390959384	-0.0710991037	-0.0400210284	-0.0710178632	-0.0709503387	-0.069060066	-0.0710948834	-0.0699841009	-0.0109302923	-0.0710959384	-0.072014698	-0.0710969935	-0.0380210284	-0.0710210284	-0.0130410748	-0.0399830459	-0.0390189183	-0.073060066	-0.0700252487	-0.0399418981	-0.0370220835	-0.0419324025	-0.0748722635	-0.0409028605	-0.0398722635	-0.0388342809	-0.041940843	-0.0359113011	0.00403509	0.035035694	0.034034687	0.0360494	0.038049601	-0.00195725099999	0.036041539	-0.00494455399999	-0.00496309600001	0.029043958	-0.002963499	-0.00297760799998	0.088039524	-0.004955841	-0.003958461	-0.00196370099999	0.068035694	0.030036904	0.076039524	-0.00295261600002	-0.00393750000001	-0.004958058	0.00105746200001	0.0350625	0.035089911	-0.000918353000003	-0.00790948399998	-0.00692036799998	0.040074996	0.002077818	0.030064717	0.07110019	-0.196	-0.201	-0.2	-0.201	-0.201	-0.185	-0.201	-0.184	-0.184	-0.19	-0.184	-0.185	-0.218	-0.184	-0.184	-0.185	-0.206	-0.189	-0.215	-0.195	-0.194	-0.183	-0.185	-0.2	-0.202	-0.194	-0.183	-0.193	-0.202	-0.196	-0.198	-0.206
FLQS2C9EGRX5	-0.0316264096	-0.0566036682	-0.0945690757	-0.0316228862	-0.0866164802	-0.0546379404	-0.0865940591	-0.0916036682	-0.0565924576	0.0283659032	-0.0316453073	-0.0316116757	-0.0285581854	-0.0316453073	-0.0296027073	-0.0876273705	-0.0316116757	-0.0896043088	-0.0955911764	0.0273995348	-0.0895930982	-0.08560559	-0.0296049494	-0.0295703569	-0.0865940591	-0.0975681148	-0.0895594666	-0.0285591463	-0.0555591463	-0.0315380065	-0.0315892546	-0.0315716381	0.012642662	0.00964017700002	0.00764100500001	0.071643491	0.00167249399999	0.010654264	0.00465674900002	-0.054318805	0.00964017700002	0.11862899	0.00164349100001	0.00161448799997	0.021669179	0.07162899	0.050653435	0.00464224800001	0.07162899	0.000643905000004	0.013667522	0.037672494	0.013696524	0.006655921	0.048686166	0.010716412	0.010770274	0.021736714	0.016753287	0.010732985	0.019737542	0.011729256	0.00173049899999	0.049771103	-0.143	-0.133	-0.121	-0.152	-0.123	-0.134	-0.124	-0.112	-0.134	-0.179	-0.141	-0.141	-0.144	-0.151	-0.149	-0.123	-0.152	-0.122	-0.122	-0.165	-0.124	-0.124	-0.149	-0.142	-0.124	-0.123	-0.124	-0.143	-0.135	-0.143	-0.141	-0.149
FLQS2C6NGRX5	0.0641628163	0.0660544807	0.0659776992	0.064090242	0.0641281068	0.0651649199	0.0650555325	0.0660891902	0.0660176676	0.0641260032	0.0651628163	0.0650544807	0.0679408861	0.0641628163	0.0660870866	0.0641638681	0.0650534289	0.0650891902	0.0660502735	0.0650176676	0.0650534289	0.0660923456	0.0650912938	0.0649776992	0.0640555325	0.0649745438	0.0639450933	0.0649429897	0.0649103838	0.064872519	0.0659808546	0.0649450933	-0.043641852	-0.0406405	-0.045640838	-0.044665507	-0.041666183	-0.046653003	-0.042653679	-0.039674293	-0.042641514	-0.045654355	-0.045641176	-0.039617183	-0.044665169	-0.046654355	-0.040650976	-0.042640838	-0.043653679	-0.04364219	-0.043664155	-0.040662803	-0.038686459	-0.045653003	-0.043676321	-0.040717886	-0.041757086	-0.047722279	-0.037742555	-0.040729376	-0.03773039	-0.040721603	-0.042712817	-0.041763169	0.02	0.019	0.02	0.02	0.02	0.021	0.02	0.02	0.02	0.021	0.02	0.02	0.019	0.021	0.02	0.02	0.02	0.02	0.02	0.02	0.019	0.02	0.02	0.02	0.02	0.021	0.019	0.02	0.019	0.019	0.02	0.02
FLQS2BJ4GRX5	0.0098405616	0.0107712555	0.011723013	0.011795037	0.0428405616	0.0108419205	0.010771935	0.0117929986	0.0117467945	0.0098167801	0.0098405616	0.012771935	0.0106978725	0.0108412411	0.0107916396	0.0108412411	0.011770576	0.010793678	0.0117692171	0.0117481534	0.0107698965	0.0117957165	0.010795037	0.00772097460001	0.007770576	0.00771893620001	0.0056971931	0.0076971931	0.0076747705	0.0086503095	0.0397433971	0.008698552	0.00518538600002	0.00418536199999	0.00918536199998	0.004185955	0.00718595500001	0.003185667	0.000185649999992	0.00718617699999	0.00418536199999	0.00518566700001	0.00218537799998	0.00418478500001	0.00018598799997	0.00218567499999	0.00218562499998	0.00318538600001	0.002185658	0.00518537799999	0.00718586400001	0.00518588899999	0.00318648200002	0.00118567499999	0.006186235	0.00618705900001	0.00618801499999	0.00218735600001	0.00318771000002	0.00618738	0.00618743799998	0.00718719899999	0.00818700100001	0.00618831100002	0.021	0.021	0.02	0.02	0.00900000000001	0.021	0.022	0.02	0.02	0.021	0.022	0.02	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.021	0.021	0.021	0.021	0.021	0.021	0.022	0.023	0.022	0.021	0.021	0.01	0.021
FLQS224TGRWM	2.4043226077	2.4008455353	2.3623812023	2.3649933068	2.3682761102	2.3694238817	2.3658792932	2.4038920328	2.3645964898	2.4051748362	2.3650398043	2.3638792932	2.4011321569	2.3672550918	2.4048920328	2.4043226077	2.3648455353	2.3606092294	2.3627105033	2.3657652797	2.3658455353	2.3661283387	2.3660270647	2.3654824763	2.4080480832	2.3661448964	2.3643684628	2.3431996728	2.3632206913	2.3989716458	2.3664487183	2.3644697367	-0.066147607	-0.029147938	-0.068146282	-0.066136844	-0.072136016	-0.039147276	-0.061143467	-0.069130055	-0.068148269	-0.031141811	-0.067147276	-0.067158204	-0.03413436	-0.072141149	-0.068142308	-0.038151581	-0.06914148	-0.068146448	-0.080135354	-0.073136347	-0.074124757	-0.03914711	-0.064130718	-0.092110683	-0.06308982	-0.06910555	-0.084096609	-0.08410406	-0.041108199	-0.063105881	-0.081113498	-0.070087667	-0.27	-0.275	-0.257	-0.257	-0.257	-0.262	-0.258	-0.27	-0.258	-0.275	-0.257	-0.257	-0.276	-0.256	-0.27	-0.274	-0.257	-0.257	-0.256	-0.257	-0.257	-0.262	-0.258	-0.255	-0.273	-0.258	-0.256	-0.249	-0.263	-0.271	-0.257	-0.258
FLQS224LGRWM	0.0797087761	0.0800177693	0.0502296504	0.0799147716	0.1137117189	0.0787058333	0.0810148265	0.0809206572	0.0811178243	0.1137146617	0.0797117189	0.0810089409	0.0823355909	0.0807087761	0.0799265428	0.0797087761	0.117908886	0.0799177144	0.0790265977	0.0511148815	0.0800207121	0.0789118288	0.0799177144	0.0812325932	0.1159147716	0.0792443643	0.0803267625	0.0803326481	0.0794268174	0.0815298152	0.0812296504	0.0793326481	0.070013138	0.100014194	0.070013138	0.098031887	0.109030039	0.100021588	0.07202238	0.06604113	0.065013666	0.108020532	0.069012874	0.071994388	0.103031887	0.103022644	0.098023173	0.101012874	0.141012609	0.07001393	0.101031623	0.059030831	0.065050901	0.070021324	0.099040866	0.103072027	0.112089456	0.068076781	0.075088928	0.06708127	0.077080214	0.074072291	0.065069915	0.100106358	-0.118	-0.123	-0.108	-0.122	-0.135	-0.122	-0.118	-0.118	-0.118	-0.135	-0.118	-0.119	-0.123	-0.123	-0.122	-0.123	-0.142	-0.118	-0.123	-0.108	-0.118	-0.118	-0.122	-0.124	-0.136	-0.118	-0.118	-0.118	-0.119	-0.119	-0.117	-0.122
FLQS200ZGRX8	-0.0422839889	-0.0423301029	-0.0433642449	-0.0423150272	-0.0442999514	-0.0412826587	-0.0423301029	-0.0413163574	-0.0413451786	-0.041299508	-0.0422844323	-0.0413305463	-0.0403793207	-0.0422839889	-0.0413163574	-0.0422835455	-0.0433309897	-0.0423150272	-0.0423327633	-0.0423465088	-0.0413309897	-0.0433141404	-0.0443154706	-0.0423624713	-0.0413301029	-0.0423646883	-0.0433771036	-0.0433779904	-0.041391736	-0.0434081419	-0.0433624713	-0.0433762168	-0.03959817	-0.042599569	-0.047599569	-0.045616125	-0.040615425	-0.038605865	-0.046607497	-0.039621488	-0.043599103	-0.042607497	-0.04259817	-0.04458278	-0.046616125	-0.040606798	-0.046606098	-0.042598403	-0.045607963	-0.043599336	-0.041613327	-0.046614026	-0.038629183	-0.044606798	-0.045624053	-0.03464364	-0.034670689	-0.043653434	-0.034661595	-0.034652501	-0.0346546	-0.039647138	-0.035643873	-0.031677685	0.0	0.0	0.000999999999991	0.001	0.001	-0.001	0.001	0.0	0.0	0.0	0.000999999999976	0.001	0.0	0.0	0.001	0.001	0.000999999999991	0.001	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.000999999999976	-0.000999999999976	0.0	0.0	0.001	0.0	-0.000999999999991
FLNS2037GRWV	-0.0077529734	-0.0077425625	-0.0117346784	-0.00774599910001	-0.00874953680001	-0.00875317559999	-0.00774266350001	-0.0177456959	-0.00873902479999	-0.00774953680001	-0.0077529734	-0.0077424614	-0.00873134289999	-0.00875297339999	-0.00974559479999	-0.00875307450001	-0.00874236029999	-0.00774599910001	-0.0117418549	-0.00973892369998	-0.0107423603	-0.00674620119999	-0.00774610019999	-0.0107352849	-0.0117426635	-0.0117348806	-0.0097320504	-0.0107318483	-0.0087286138	-0.0077251772	-0.00873538600001	-0.0087320504	0.043506382	0.04250659	0.048506382	0.045510184	0.04951008	0.044508101	0.044508153	0.00451122599998	0.042506538	0.045508257	0.04250633	0.04350284	0.05051008	0.040508309	0.048507788	0.043506382	0.043508361	0.047506434	0.00850961099999	0.048509559	0.049513049	0.043508257	0.046511851	0.059516747	0.046523154	0.009518571	0.047521071	0.055518779	0.043519456	0.047517841	0.018516487	0.045524613	0.122	0.121	0.122	0.121	0.12	0.121	0.121	0.13	0.122	0.121	0.121	0.121	0.12	0.122	0.122	0.121	0.122	0.12	0.128	0.121	0.121	0.121	0.121	0.12	0.122	0.127	0.121	0.12	0.121	0.121	0.126	0.121
