SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30UFGRWV	0.0240418092	0.0650680931	0.0270680931	0.0660176564	0.0250439403	0.0250190772	0.0660439403	0.0660190772	0.0650432299	0.0660176564	0.0260680931	0.0680133942	0.0260922458	0.0651433928	0.026117109	0.0260680931	0.0260680931	0.0680638308	0.0260943769	0.0690638308	0.0670886939	0.0690638308	0.0260943769	0.0230950873	0.0650680931	0.0690638308	0.0241178193	0.0650936666	0.0260943769	0.0260680931	0.0660943769	0.0230680931	-0.00744621700001	-0.0084321778	-0.0094193085	-0.0103904501	-0.0064037094	-0.0074185285	-0.00940448930001	-0.00739006020001	-0.0113775809	-0.0104048793	-0.00636315169999	0.0256504975	-0.0053768009	-0.00835106240001	-0.0103370232	-0.00636315169999	-0.00636315169999	-0.0073502824	-0.0443775809	-0.00836393169999	-0.0103510624	-0.00836393169999	0.0266372383	-0.0083643216	-0.00736315169999	-0.00836393169999	-0.00637602100001	-0.0103775809	0.0266372383	-0.00636315169999	-0.0433791408	-0.0073768009	-0.158	-0.139	-0.156	-0.138	-0.158	-0.158	-0.138	-0.138	-0.138	-0.138	-0.157	-0.147	-0.158	-0.139	-0.157	-0.157	-0.157	-0.138	-0.147	-0.137	-0.138	-0.137	-0.166	-0.158	-0.139	-0.137	-0.158	-0.139	-0.166	-0.157	-0.13	-0.158
FLQS30TYGRWV	-0.0238873242	-0.0198816754	-0.0598748637	-0.0608873242	-0.0618805124	-0.0248931391	-0.061881177	-0.0628858289	-0.0598815093	-0.0638866596	-0.0618748637	-0.0628803463	-0.0638687165	-0.0628579174	-0.0628634	-0.0618748637	-0.0618748637	-0.0218690488	-0.0218755282	-0.0228755282	-0.0218702118	-0.0228755282	-0.0608690488	-0.0638751959	-0.0218813431	-0.0228755282	-0.0618634	-0.0608692149	-0.0608690488	-0.0618748637	-0.0248750298	-0.0218813431	0.0490099139	0.0090097856	0.00801090829999	0.0460145332	0.0480134104	0.0520123839	0.0480134425	0.00701325	0.0470156559	0.0060120631	0.0490167466	0.0490168428	0.0070143407	0.0490178372	0.0080177089	0.0490167466	0.0490167466	0.010016522	0.0470156238	0.0470166824	0.0490177731	0.0470166824	0.0110157521	0.0470166824	0.0470167466	0.0470166824	0.047015688	0.049015688	0.0110157521	0.0490167466	0.0470155918	0.0480156559	0.04	0.052	0.034	0.024	0.023	0.04	0.024	0.033	0.025	0.033	0.024	0.023	0.033	0.022	0.032	0.024	0.024	0.051	0.042	0.041	0.041	0.041	0.034	0.023	0.041	0.041	0.023	0.023	0.034	0.024	0.04	0.041
FLQS30T7GRWV	-0.0349110041	-0.0348934506	-0.0368924475	-0.0339290591	-0.036910001	-0.0349305637	-0.0339115056	0.0020724455	-0.0349115056	0.0040719439	-0.0358929491	-0.0369110041	-0.0348758971	-0.0348407901	-0.0338588452	-0.0358929491	-0.0358929491	-0.0348763986	-0.0338769002	-0.0338763986	-0.0318598482	-0.0338763986	-0.0358758971	-0.0338758971	0.00310705090001	-0.0338763986	-0.0338588452	-0.0368543314	-0.0358758971	-0.0358929491	0.0081241029	-0.0338954567	0.0725219998	0.0375219998	0.0675334462	0.0725470057	0.070540314	0.0385285154	0.0695404901	0.0355410184	0.0725533452	0.0365345028	0.0715589803	0.0725591564	0.0715526408	0.0375593325	0.039565672	0.0715589803	0.0715589803	0.0705646154	0.0385464774	0.038552993	0.0355586281	0.038552993	0.0365473579	0.0725582759	0.0725591564	0.038552993	0.0395470057	0.0365473579	0.0365473579	0.0715589803	0.0345464774	0.0355463013	-0.014	-0.00400000000002	-0.013	-0.014	-0.014	-0.005	-0.012	0.013	-0.014	0.013	-0.015	-0.014	-0.013	-0.00400000000002	-0.005	-0.015	-0.015	-0.013	-0.00400000000002	-0.005	-0.00300000000001	-0.005	-0.005	-0.013	0.00399999999999	-0.005	-0.00399999999999	-0.00600000000003	-0.005	-0.015	0.015	-0.00400000000002
FLQS30S7GRWV	-0.00660201029999	-0.0466303349	-0.0456303349	-0.0466049154	-0.00560346289999	-0.0466041892	-0.0466176252	-0.0446045523	-0.0456176252	-0.0456049154	-0.0436303349	-0.0046030997	-0.0086281561	-0.0836666485	-0.0446550282	-0.0436303349	-0.0436303349	-0.0066281561	-0.0066281561	-0.00662851930001	-0.0416397765	-0.00662851930001	-0.0026281561	-0.0016274298	-0.0466310612	-0.00662851930001	-0.085654665	-0.0076296087	-0.0026281561	-0.0436303349	-0.0456434078	-0.003614357	0.0509751092	0.0889763133	0.0889773907	0.0529797355	0.0879785314	0.0509762816	0.0209774857	0.0539786582	0.0539809079	0.0519785631	0.0199808129	0.0499819219	0.0509807495	0.0539829676	0.0509841083	0.0199808129	0.0199808129	0.0509829359	0.0869807178	0.0519818268	0.0529829042	0.0519818268	0.0519809079	0.0519817952	0.0519819536	0.0519818268	0.0549808129	0.0519808445	0.0519809079	0.0199808129	0.0859807495	0.0489807812	0.177	0.149	0.15	0.16	0.168	0.159	0.167	0.16	0.16	0.16	0.169	0.18	0.178	0.141	0.161	0.169	0.169	0.179	0.169	0.179	0.161	0.179	0.179	0.18	0.16	0.179	0.14	0.177	0.179	0.169	0.151	0.18
FLQS30RRGRWV	-0.0917924333	-0.0917747907	-0.0907747907	-0.0538267898	-0.0947905762	-0.0928077544	-0.1297915047	-0.0928063616	-0.0917924333	-0.0938077544	-0.0917757193	-0.0928091473	-0.0557766478	-0.0907274344	-0.0907436841	-0.0917757193	-0.0917757193	-0.0907594695	-0.0927590053	-0.0907594695	-0.0907441484	-0.0907594695	-0.0547757193	-0.092758541	-0.0917757193	-0.0907594695	-0.0917432198	-0.0917590053	-0.0547757193	-0.0917757193	-0.0907580767	-0.0917761835	0.0811140968	0.0771235588	0.0761332992	0.0751530581	0.0781438744	0.0431235588	0.0361435961	0.0771541713	0.0801636333	0.0761433178	0.0801730954	0.0821739302	0.0781630767	0.0821828357	0.080192576	0.0801730954	0.0801730954	0.0801825574	0.079163355	0.0781725388	0.0801820008	0.0781725388	0.0791641899	0.0791725388	0.0801730954	0.0781725388	0.0791639116	0.079163355	0.0791641899	0.0801730954	0.0781622418	0.0791636333	0.096	0.097	0.098	0.115	0.096	0.106	0.09	0.097	0.096	0.097	0.097	0.096	0.113	0.097	0.097	0.097	0.097	0.097	0.096	0.097	0.097	0.097	0.114	0.096	0.097	0.097	0.096	0.096	0.114	0.097	0.098	0.097
FLQS30R2GRWV	0.0496115078	0.0896126825	0.0886126825	0.0536332388	0.0516126825	0.0886549697	0.0886344134	0.0896537951	0.0546138571	0.0516332388	0.0876126825	0.127657319	0.0485703952	0.0495292825	0.0495504262	0.0876126825	0.0876126825	0.0515709825	0.0505703952	0.0515703952	0.0485498388	0.0515703952	0.0515709825	0.0505698078	0.0505909515	0.0515703952	0.0515510135	0.0505698078	0.0515709825	0.0876126825	0.0505686332	0.0525921261	-0.020148693	-0.0541487389	-0.0551495194	-0.0571512182	-0.0201512182	-0.0571495883	-0.0171513329	-0.0151520675	-0.019152848	-0.0581503229	-0.0181536974	-0.0221536056	-0.0581519757	-0.0591535597	-0.0561543631	-0.0181536974	-0.0181536974	-0.0571535367	-0.0551520446	-0.0571527792	-0.0581534908	-0.0571527792	-0.0561520446	-0.0551527332	-0.0591527103	-0.0571527792	-0.020152871	-0.0571520216	-0.0561520446	-0.0181536974	-0.0551519527	-0.0551519987	0.059	0.087	0.086	0.07	0.06	0.087	0.076	0.077	0.062	0.071	0.077	0.095	0.069	0.069	0.068	0.077	0.077	0.07	0.069	0.069	0.069	0.069	0.07	0.07	0.07	0.069	0.06	0.069	0.07	0.077	0.069	0.07
FLQS30QXGRWV	0.00187056130001	-0.000138820900005	-0.0411500275	0.0018689976	-0.000141948400007	-0.000120317099999	-0.0011302206	-0.000132044900006	-0.00213048119999	0.0018684763	0.0008603972	-0.000129959999995	0.0428512756	-0.0001781741	-0.000168791899995	0.0008603972	0.0008603972	-0.000148203199991	0.000851275600006	-0.0011487244	-0.00115784600001	-0.0011487244	-0.0021492456	-0.0401596703	-0.0391502881	-0.0011487244	0.000830947499999	0.000840329700004	-0.0021492456	0.0008603972	0.00284032970001	-0.0411497669	0.0677776217	0.068803041	0.0668237778	0.0688726096	0.0678485282	0.0698251156	0.0708491971	0.0678719407	0.0688946842	0.0698478592	0.0649174278	0.1099475296	0.0688940153	0.0679408403	0.0679649217	0.0649174278	0.0649174278	0.0669395025	0.0678953532	0.0669174278	0.0669395025	0.0669174278	0.066896691	0.0649147521	0.0649174278	0.0669174278	0.0658960221	0.1029201035	0.066896691	0.0649174278	0.1029180967	0.0658940153	-0.014	-0.015	-0.034	-0.014	-0.015	-0.015	-0.017	-0.015	-0.017	-0.015	-0.014	-0.025	0.00400000000002	-0.015	-0.015	-0.014	-0.014	-0.015	-0.014	-0.016	-0.015	-0.016	-0.016	-0.033	-0.033	-0.016	-0.014	-0.025	-0.016	-0.014	-0.023	-0.034
FLQS30QPGRWV	-0.0584948888	-0.0565051847	-0.0575051847	-0.0564856766	-0.0564959726	-0.0574862185	-0.0544957016	-0.0594867604	-0.0584954307	-0.0574862185	-0.0585057266	-0.0574957016	-0.056513855	-0.0575328213	-0.059524151	-0.0585057266	-0.0585057266	-0.0595146679	-0.0575146679	-0.0585149388	-0.0545236091	-0.0585149388	-0.0585149388	-0.0595152098	-0.0565054557	-0.0585149388	-0.05952388	-0.0545146679	-0.0585149388	-0.0585057266	-0.0555152098	-0.0595051847	0.0587751063	0.0157791285	0.0567832657	0.0607922295	0.0587877476	0.0577836104	0.0577876327	0.0597917698	0.0237963667	0.0577875177	0.0217999292	0.021800274	0.0587961368	0.0578038365	0.0578080886	0.0217999292	0.0217999292	0.0598037216	0.0587960219	0.0227996994	0.0588036067	0.0227996994	0.0207962517	0.0597995845	0.0598001591	0.0227996994	0.0577962517	0.055795907	0.0207962517	0.0217999292	0.0587955622	0.0247960219	0.017	0.029	0.017	0.017	0.018	0.018	0.019	0.017	0.026	0.018	0.027	0.027	0.018	0.018	0.017	0.027	0.027	0.017	0.017	0.027	0.019	0.027	0.027	0.017	0.018	0.027	0.017	0.02	0.027	0.027	0.019	0.026
FLQS30QMGRWV	0.0754566972	0.0784413181	0.0774413181	0.0784733945	0.0784562578	0.0774729551	0.0774571366	0.0774716369	0.077457576	0.0764720763	0.0774408787	0.0784566972	0.0764246207	0.0823951807	0.0824114386	0.0774408787	0.0774408787	0.0804268177	0.0794263783	0.0784254995	0.0804105598	0.0784254995	0.0804254995	0.0794259389	0.0794421969	0.0784254995	0.082411878	0.0384250601	0.0804254995	0.0774408787	0.1224426363	0.0814430757	-0.0283129823	-0.0273024454	-0.0242921933	0.00973856290001	0.0087288804	0.00671777399999	-0.0272816565	-0.0262716892	0.00974796069998	-0.0272816565	-0.0262423568	-0.0272417873	-0.0242517546	0.0087670409	0.00877757779999	-0.0262423568	-0.0262423568	0.0087670409	0.0107482454	0.0077570736	-0.0252432112	0.0077570736	0.00974881500001	0.00875707360001	0.00875792799999	0.0077570736	0.011748815	0.00874796069999	0.00974881500001	-0.0262423568	0.00774682149999	0.0107482454	0.000999999999976	0.00200000000001	0.001	-0.00799999999998	-0.00700000000001	-0.00700000000001	0.00199999999995	0.00100000000003	-0.00799999999998	0.00200000000001	0.00200000000001	0.00300000000001	0.0	-0.006	-0.00600000000003	0.00200000000001	0.00200000000001	-0.00699999999998	-0.00800000000004	-0.00700000000001	0.00299999999999	-0.00700000000001	-0.00599999999997	-0.00799999999998	-0.00599999999997	-0.00700000000001	-0.00700000000001	-0.026	-0.00599999999997	0.00200000000001	0.014	-0.00700000000001
FLQS30Q9GRWY	-0.0036894669	-0.0037284857	-0.0037284857	-0.0046536117	-0.0056947397	-0.001650448	-0.0396894669	-0.0046557208	-0.0436926306	-0.0036546663	-0.0047305949	-0.00469368509999	-0.0417643409	-0.0418360512	-0.0017991415	-0.0047305949	-0.0047305949	-0.0448054689	-0.0427643409	-0.0437653955	-0.0037991415	-0.0437653955	-0.0407632863	-0.00276645	-0.00473164939999	-0.0437653955	-0.00380125060001	-0.0037653955	-0.0407632863	-0.0047305949	-0.0067685591	-0.00372743120001	-0.0250168682	-0.0250279151	-0.0250383648	-0.0240610556	-0.0230500088	-0.0220398576	-0.0260503073	-0.0230598613	-0.0610715053	-0.0230497102	-0.0240813579	-0.024081955	-0.0250712067	-0.0270909119	-0.0231025559	-0.0240813579	-0.0240813579	-0.0240909119	-0.0260718039	-0.0260810593	-0.0240909119	-0.0260810593	-0.0610721024	-0.0240801636	-0.0250807608	-0.0260810593	-0.0250718039	-0.0230712067	-0.0610721024	-0.0240813579	-0.0240709082	-0.0240712067	-0.157	-0.158	-0.158	-0.158	-0.159	-0.157	-0.173	-0.159	-0.166	-0.158	-0.159	-0.159	-0.175	-0.174	-0.158	-0.159	-0.159	-0.176	-0.175	-0.175	-0.158	-0.175	-0.166	-0.158	-0.157	-0.175	-0.158	-0.158	-0.166	-0.159	-0.159	-0.158
FLQS30Q9GRWV	-0.0929687639	-0.0919863827	-0.0929868345	-0.0939547591	-0.0959710227	-0.0919534038	-0.0919710227	-0.0929547591	-0.0929705709	-0.0919547591	-0.0579872863	-0.0949710227	-0.0920030981	-0.0920342699	-0.0940184581	-0.0579872863	-0.0579872863	-0.0580026463	-0.0930021945	-0.0930026463	-0.0930193617	-0.0930026463	-0.0930035498	-0.0930026463	-0.0929868345	-0.0930026463	-0.0930175546	-0.0940035498	-0.0930035498	-0.0579872863	-0.0920030981	-0.0939854792	-0.0223664172	0.0116430102	0.0106473198	0.0146574205	0.0166525722	0.0136475892	-0.0263474278	0.0156574205	0.0136615955	-0.0243474278	0.0156663092	0.0156665785	0.0166618648	0.0146708882	0.0136758712	0.0156663092	0.0156663092	0.0146708882	0.0146619995	0.0136664438	0.0136708882	0.0136664438	0.0136621342	0.0146664438	0.0146664438	0.0136664438	0.0156622689	0.0146617302	0.0136621342	0.0156663092	0.0136613261	0.0156619995	-0.105	-0.114	-0.114	-0.116	-0.117	-0.115	-0.104	-0.115	-0.115	-0.104	-0.099	-0.116	-0.115	-0.115	-0.114	-0.099	-0.099	-0.099	-0.115	-0.114	-0.115	-0.114	-0.115	-0.115	-0.115	-0.114	-0.115	-0.115	-0.115	-0.099	-0.115	-0.115
FLQS30Q3GRWV	-0.1178247877	-0.1167363045	-0.1147410873	-0.1169084881	-0.1168200048	-0.1149108795	-0.1138223963	-0.1159037052	-0.1178176134	-0.1149084881	-0.1167315216	-0.1178152219	-0.1156597784	-0.1144947692	-0.0795712952	-0.1167315216	-0.1167315216	-0.0786549956	-0.1156502127	-0.0776502127	-0.1155712952	-0.0776502127	-0.0796454298	-0.0776502127	-0.115733913	-0.0776502127	-0.1155712952	-0.1166502127	-0.0796454298	-0.1167315216	-0.1156478212	-0.1157363045	0.0204001268	0.0213911475	0.0213830893	0.0233660517	0.0213743403	0.0223823985	0.02437411	0.0213665122	0.0233579935	0.0233743403	0.0233503957	0.022349705	0.0233584539	0.0233425676	0.0263340489	0.0233503957	0.0233503957	0.0253427979	0.0223584539	0.0233510864	0.0213430281	0.0233510864	0.0243582237	0.0233508561	0.0223501654	0.0233510864	0.0233582237	0.0223582237	0.0243582237	0.0233503957	0.0203589144	0.0203582237	-0.445	-0.445	-0.445	-0.446	-0.445	-0.445	-0.444	-0.444	-0.445	-0.445	-0.446	-0.446	-0.446	-0.444	-0.429	-0.446	-0.446	-0.428	-0.444	-0.428	-0.445	-0.428	-0.428	-0.428	-0.446	-0.428	-0.445	-0.445	-0.428	-0.446	-0.444	-0.445
FLQS30Q2GRWV	-0.0695757696	-0.0705843446	-0.1095924908	-0.1085772702	-0.1085852021	-0.1065766271	-0.1095849877	-0.1105779133	-0.0715768415	-0.1095772702	-0.0735845589	-0.1105847733	-0.1105995652	-0.1096145714	-0.1496070683	-0.0735845589	-0.0735845589	-0.0715916333	-0.0725920621	-0.0715918477	-0.1125991364	-0.0715918477	-0.0715924908	-0.0705918477	-0.1105924908	-0.0715918477	-0.111607497	-0.1105999939	-0.0715924908	-0.0735845589	-0.1116004227	-0.1105924908	0.0452276343	0.0882566859	0.0442527887	0.0452797146	0.045266606	0.0462538516	0.0482669603	0.0462790061	0.0893069948	0.0462658974	0.0863183321	0.0443048691	0.0462910519	0.083329315	0.0443289607	0.0863183321	0.0863183321	0.0863303779	0.0853062863	0.045303452	0.0453154978	0.045303452	0.0513077034	0.0083023891	0.009303452	0.045303452	0.0452928233	0.0082921147	0.0513077034	0.0863183321	0.0823041605	0.0813045148	-0.158	-0.17	-0.177	-0.177	-0.176	-0.175	-0.177	-0.177	-0.17	-0.177	-0.17	-0.177	-0.177	-0.187	-0.194	-0.17	-0.17	-0.169	-0.171	-0.159	-0.178	-0.159	-0.161	-0.149	-0.167	-0.159	-0.178	-0.167	-0.161	-0.17	-0.187	-0.187
FLQS30PHGRWY	-0.0041269467	-0.00512835	-0.0011282096	-0.007125824	-0.0041271572	-0.0031257539	-0.00412708699999	-0.0031258942	-0.00812712210001	-0.0051258591	-0.0061283851	-0.005127087	-0.0051294375	-0.00713185819999	-0.0501307356	-0.0061283851	-0.0061283851	-0.0051294726	-0.0041294726	-0.0041294375	-0.0051307005	-0.0041294375	-0.00412950770001	-0.0051295077	-0.0071283851	-0.0041294375	-0.00313056020001	-0.0041294726	-0.00412950770001	-0.0061283851	-0.0061295428	-0.0471281746	0.0094116623	0.0084150772	0.0114189943	0.0104264267	0.0114229114	0.0174190947	0.0094226101	0.00942612540001	0.0104301429	0.0064224092	0.0134332565	0.0124335578	0.0104299421	0.0134367719	0.0154401868	0.0134332565	0.0134332565	0.0104362697	0.0114299421	0.0104329552	0.0124362697	0.0104329552	0.0114302434	0.0104325535	0.013433357	0.0104329552	0.0104300425	0.0114300425	0.0114302434	0.0134332565	0.0114298416	0.00842994209999	-0.021	-0.022	-0.02	-0.022	-0.021	-0.0230000000001	-0.021	-0.021	-0.023	-0.021	-0.023	-0.023	-0.022	-0.024	-0.044	-0.023	-0.023	-0.022	-0.021	-0.022	-0.022	-0.022	-0.022	-0.022	-0.024	-0.022	-0.021	-0.021	-0.022	-0.023	-0.023	-0.041
FLQS30NWGRWV	0.0530492765	0.0570473317	0.0170472745	0.0210515073	0.0210494481	0.0550513357	0.0600495625	0.0610512785	0.0580494481	0.0210515645	0.0200473889	0.0180493337	0.0210455013	0.0150413257	0.0530433277	0.0200473889	0.0200473889	0.0550454441	0.0170453297	0.0190453869	0.0530433849	0.0190453869	0.0190453869	0.0550452725	0.0570473889	0.0190453869	0.0170433849	0.0180453297	0.0190453869	0.0200473889	0.0180452153	0.0190473889	-0.0482399997	-0.047237187	-0.0482346628	-0.0512267295	-0.0492293259	-0.0442343743	-0.0102292538	-0.0452295422	-0.0862268017	-0.0492293259	-0.048221609	-0.0472214647	-0.0872268017	-0.0832218975	-0.083219229	-0.048221609	-0.048221609	-0.0832220417	-0.0852268017	-0.0482218253	-0.0852221138	-0.0482218253	-0.048223989	-0.0472218975	-0.0482217532	-0.0482218253	-0.0842265853	-0.0482242774	-0.048223989	-0.048221609	-0.084227018	-0.0472241332	0.497	0.498	0.48	0.483	0.482	0.497	0.49	0.499	0.509	0.482	0.482	0.48	0.493	0.489	0.506	0.482	0.482	0.507	0.49	0.481	0.506	0.481	0.482	0.497	0.499	0.481	0.49	0.481	0.482	0.482	0.49	0.481
FLQS30MRGRWY	-0.1324187592	-0.1295013083	-0.0914583828	-0.0903802363	-0.0924220612	-0.091378035	-0.0904198599	-0.0923835383	-0.0924187592	-0.0893802363	-0.1314583828	-0.1334187592	-0.1334925031	-0.0925695489	-0.1325321267	-0.1314583828	-0.1314583828	-0.0914925031	-0.0894936037	-0.1304936037	-0.091534328	-0.1304936037	-0.1304969057	-0.0904958051	-0.0934594835	-0.1304936037	-0.130531026	-0.0914958051	-0.1304969057	-0.1314583828	-0.1264958051	-0.0914550808	-0.00129660389999	-0.00529967680001	0.0486960432	0.0406885807	0.0416923119	0.0896912145	0.0406926412	-0.00130702959999	-0.000315370099997	0.0416925314	0.0416813376	0.0416808986	0.0406848494	-0.001318004	0.0416733263	0.0416813376	0.0416813376	-0.0013178942	-0.00031504090002	-0.00131383370001	0.0386779355	-0.00131383370001	0.000684520100009	0.0426817765	0.0396814473	-0.00131383370001	0.0026848494	-0.00131526040001	0.000684520100009	0.0416813376	-0.00431482139999	0.0416847396	-0.092	-0.09	-0.086	-0.084	-0.085	-0.097	-0.084	-0.073	-0.074	-0.084	-0.103	-0.104	-0.103	-0.073	-0.103	-0.103	-0.103	-0.073	-0.073	-0.092	-0.084	-0.092	-0.092	-0.084	-0.085	-0.092	-0.093	-0.073	-0.092	-0.103	-0.089	-0.085
FLQS30MKGRWV	-0.0753364859	-0.0763404177	-0.1143444558	-0.1133370173	-0.1153412679	-0.1133365922	-0.1143408428	-0.1113373361	-0.111340524	-0.1123371235	-0.1113446684	-0.075336911	-0.0763444558	-0.1143556137	-0.1113518944	-0.1113446684	-0.1113446684	-0.1103481751	-0.1133486002	-0.0743446684	-0.1113516819	-0.0743446684	-0.1103484939	-0.1133486002	-0.1153448809	-0.0743446684	-0.0753481751	-0.0773443496	-0.1103484939	-0.1113446684	-0.0753445621	-0.0763407365	0.0708311095	0.0708335344	0.070835524	0.068840063	0.0698378868	0.067835524	0.0298353997	0.106840063	0.069842177	0.0708378246	0.0688442289	0.067844291	0.0678419905	0.0688462185	0.0668485191	0.0688442289	0.0688442289	0.0658462185	0.0668419905	0.0668441045	0.0688461564	0.0668441045	0.0678423014	0.0668440423	0.0678442289	0.0668441045	0.0658419905	0.0688422392	0.0678423014	0.0688442289	0.0688420527	0.0668421148	0.028	0.027	0.011	0.00999999999999	0.01	0.011	0.021	0.00199999999995	0.011	0.011	0.012	0.029	0.028	0.011	0.012	0.012	0.012	0.014	0.011	0.03	0.011	0.03	0.012	0.011	0.01	0.03	0.029	0.028	0.012	0.012	0.029	0.029
FLQS30MJGRWV	-0.1715565399	-0.2095757711	-0.1695763053	-0.1695383771	-0.1705570741	-0.1705378429	-0.1685570741	-0.1685389113	-0.1665560057	-0.1685378429	-0.1665763053	-0.1665576083	-0.1655933997	-0.1726329305	-0.1716142335	-0.1665763053	-0.1665763053	-0.1645933997	-0.1675950023	-0.2095955365	-0.1706136993	-0.2095955365	-0.1665966049	-0.1665944681	-0.1695763053	-0.2095955365	-0.1676120967	-0.2096163703	-0.1665966049	-0.1665763053	-0.1695960707	-0.2075971391	0.0764768269	0.0424818531	0.0754865921	0.0744970753	0.0724914747	0.0394818531	0.0734916183	0.0394919055	0.0745018143	0.0734916183	0.0715066969	0.0385068405	0.0715013835	0.0715112923	0.0695164621	0.0715066969	0.0715066969	0.0695111487	0.0725018143	0.0735066969	0.0685108615	0.0735066969	0.0395019579	0.0705059789	0.0725065533	0.0735066969	0.0715018143	0.0695016707	0.0395019579	0.0715066969	0.0725015271	0.0745019579	-0.196	-0.204	-0.194	-0.193	-0.194	-0.185	-0.192	-0.184	-0.192	-0.193	-0.192	-0.183	-0.192	-0.195	-0.193	-0.192	-0.192	-0.191	-0.193	-0.212	-0.192	-0.212	-0.183	-0.191	-0.193	-0.212	-0.192	-0.211	-0.183	-0.192	-0.193	-0.211
FLQS30MEGRWV	0.186844046	0.1471585603	0.1881585603	0.1887109823	0.1470214643	0.2286948534	0.2298400138	0.1877150145	0.1868561427	0.1857109823	0.1900013031	0.1490214643	0.1881343669	0.2264166232	0.1872674306	0.1900013031	0.1900013031	0.149291624	0.1482996884	0.1502956562	0.2302633983	0.1502956562	0.1891424313	0.1862996884	0.1859972709	0.1502956562	0.1882714628	0.1492996884	0.1891424313	0.1900013031	0.1523077529	0.1859932387	0.00542637340001	0.0034353747	0.00344412600002	-0.0365376214	0.0104541274	0.00344412600002	0.00345312729999	0.0054628787	-0.02952837	0.0084536274	-0.0315206189	-0.0335193687	0.00347087979999	-0.0335123677	-0.0305028664	-0.0315206189	-0.0315206189	0.00548813229999	-0.0355291202	-0.031520869	0.000486632099992	-0.031520869	-0.03052787	0.0024783809	-0.0325206189	-0.031520869	0.00347087979999	-0.0305288701	-0.03052787	-0.0315206189	-0.0385298703	0.00747163	0.254	0.236	0.254	0.265	0.234	0.273	0.274	0.254	0.262	0.252	0.264	0.246	0.255	0.282	0.263	0.264	0.264	0.236	0.246	0.246	0.275	0.246	0.264	0.254	0.263	0.246	0.255	0.246	0.264	0.264	0.249	0.252
