SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30UFGRWV	-0.061089814	-0.0610538497	-0.0260548217	-0.0610519056	-0.0610528776	-0.0960528776	-0.0600528776	-0.0960178853	-0.059091758	-0.02808787	-0.0610528776	-0.060088842	-0.061988725	-0.0920246894	-0.0600567657	-0.0600237174	-0.059985809	-0.023090786	-0.0610519056	-0.0590246894	-0.0221267504	-0.062089814	-0.028088842	-0.0590528776	-0.059987753	-0.061089814	-0.093990669	-0.0970538497	-0.0600548217	-0.096089814	-0.06208787	-0.061089814	0.0273643917	-0.00467608580001	0.0273763422	0.0643774987	0.0303512847	0.0653782697	0.0643774987	0.0643640062	-0.0056093943	0.0273632352	0.0303512847	-0.00964987179999	0.0643767277	-0.0006625933	-0.00661016529999	-0.0066652918	0.0313767277	0.0643516702	0.0643902202	-0.0026768568	-0.0096236578	0.0283505137	0.0633902202	0.0303505137	-0.00367724229999	0.0283505137	0.0313636207	0.0313512847	0.0293628497	-0.0276764713	0.0673790407	0.0273643917	-0.679	-0.664	-0.661	-0.697	-0.681	-0.715	-0.697	-0.714	-0.661	-0.662	-0.681	-0.66	-0.697	-0.681	-0.661	-0.661	-0.68	-0.678	-0.697	-0.663	-0.642	-0.68	-0.68	-0.679	-0.663	-0.679	-0.698	-0.699	-0.68	-0.67	-0.699	-0.679
FLQS30TYGRWV	0.0155997344	0.0535999835	0.0525999696	0.0535999835	0.0545999904	0.0146000111	-0.0203997467	0.0545999835	0.0175997414	0.0535997275	0.0545999904	0.0195995061	0.0176004539	0.0535999627	0.0155999766	0.0536002048	0.0546004539	0.0545997483	0.0136002602	0.0526002048	0.0165995061	0.0165997344	0.0165999696	0.0146002671	0.054600447	0.0155997414	0.0536002048	0.0136000181	0.0525999696	0.0165997414	0.0135997621	0.0155997344	-0.0528275924	-0.0198289884	-0.0198268843	-0.0188268843	-0.0188283005	-0.0208269046	-0.0528269046	-0.0188276127	-0.0178255086	-0.0198275924	-0.0188283005	-0.0188276127	-0.0198268641	-0.020828341	-0.0188254479	-0.0218283815	-0.0198269248	-0.0198283208	-0.0198261964	-0.0198290491	-0.0178262369	-0.0538283005	-0.019826156	-0.0188283208	-0.0218290694	-0.0518282803	-0.0158275115	-0.0518283005	-0.0218276127	-0.0168296763	-0.0208268843	-0.0528275924	-0.639	-0.637	-0.637	-0.638	-0.637	-0.656	-0.657	-0.637	-0.655	-0.636	-0.637	-0.654	-0.654	-0.636	-0.656	-0.637	-0.637	-0.636	-0.657	-0.637	-0.657	-0.639	-0.655	-0.657	-0.635	-0.639	-0.639	-0.641	-0.636	-0.656	-0.656	-0.639
FLQS30T7GRWV	-0.0214573189	-0.0233985267	-0.0214008784	-0.0223993106	-0.0243977429	0.0095473845	-0.0233977429	0.0085763886	0.0115466006	-0.0224283148	-0.0243977429	0.010520732	-0.021374226	-0.0224016623	-0.0224290987	-0.0223750099	-0.0243428702	0.0115481684	-0.0233985267	-0.023374226	0.0105183803	0.0085191642	0.00854581669999	0.0095771725	-0.023344438	-0.021456535	-0.0213750099	0.0085489522	-0.0214008784	0.007520732	0.0095191642	-0.0214573189	0.071271039	0.0392518019	0.0702776457	0.0402722049	0.0382586029	0.0722782287	0.072278423	0.0702714277	0.0682916364	0.071271039	0.0382586029	0.0702714277	0.0362714277	0.0392582142	0.0362850297	0.0372580199	0.0712780344	0.0372580199	0.0382786173	0.0362508303	0.0682844468	0.0402584086	0.0682846411	0.071264821	0.0372504417	0.070264238	0.0702712333	0.0722646266	0.0712714277	0.070250636	0.073278423	0.071271039	-0.018	-0.00399999999999	-0.018	-0.00300000000004	-0.00200000000001	-0.00299999999999	-0.02	-0.00300000000001	0.0	-0.019	-0.00200000000001	-0.00199999999998	0.0	-0.00200000000001	-0.000999999999976	-0.001	-0.02	0.016	-0.00299999999999	-0.000999999999976	0.0	0.012	-0.00199999999995	-0.00200000000001	-0.00200000000001	-0.018	-0.017	-0.00299999999999	-0.018	-0.00200000000001	-0.00299999999999	-0.018
FLQS30S7GRWV	-0.0353454635	0.00362714859999	-0.0013732427	0.000625583599998	0.0026263661	-0.03335994	-0.0333744164	-0.0313736339	-0.0353611137	-0.0343595487	0.0026263661	-0.034347811	-0.0343865454	-0.0343728514	-0.0343591574	-0.0323857629	-0.0324010219	-0.034361505	0.00162597479999	-0.0333865454	-0.0353466372	-0.0323454635	-0.0353591574	-0.0323744164	-0.0314002394	-0.0343458547	-0.0343861541	-0.03135994	-0.0353732427	-0.0323458547	0.000653753999998	-0.0353454635	0.0830034223	0.0819929699	0.0820069409	0.0820037328	0.1170001106	0.0820036293	0.0820071479	0.1160035258	0.1150143922	0.0820034223	0.1170001106	0.0810033188	0.0810035258	0.1170000071	0.1150142887	0.1170000071	0.0800070444	0.081996178	0.1150106665	0.0829925559	0.0820070444	0.1149999036	0.08301077	0.0810000071	0.0809922454	0.0809995932	0.1150035258	0.081996385	0.0820036293	0.0829924524	0.0830037328	0.0830034223	-0.74	-0.721	-0.724	-0.722	-0.738	-0.739	-0.739	-0.755	-0.757	-0.741	-0.738	-0.739	-0.739	-0.757	-0.756	-0.756	-0.738	-0.74	-0.738	-0.739	-0.74	-0.755	-0.741	-0.738	-0.738	-0.74	-0.756	-0.738	-0.741	-0.74	-0.723	-0.74
FLQS30RRGRWV	-0.0187392628	-0.0246951222	-0.0206985177	-0.0246956881	-0.0217154948	-0.0227160607	-0.021696254	-0.022696254	0.0102646986	-0.0217177584	-0.0217154948	0.0132448919	-0.0196798428	-0.0206985177	-0.0207188902	-0.0216792769	0.0093241185	0.0122641327	-0.022696254	-0.0206804087	-0.022755674	-0.0197386969	-0.0207188902	-0.0207154948	-0.0216589043	-0.019738131	-0.0206798428	-0.0237160607	-0.0206985177	0.0172403647	-0.0227364332	-0.0187392628	-0.0196112214	0.0563797901	0.0173989655	-0.0176010345	0.0163893778	0.0163986659	0.0183992651	-0.017611521	0.0154193394	-0.019611521	0.0163893778	0.0173890782	0.0173989655	0.0513887786	0.0174193394	0.0513881794	-0.0186010345	0.0173794905	0.0174085532	0.0153675059	0.0154091525	0.0153776928	0.0184094521	0.0173890782	0.0173672063	0.0193893778	0.0513992651	0.0553896775	-0.0176112214	0.0733848836	0.0163992651	-0.0196112214	-0.649	-0.689	-0.669	-0.653	-0.668	-0.669	-0.669	-0.651	-0.651	-0.65	-0.668	-0.651	-0.668	-0.685	-0.669	-0.685	-0.635	-0.652	-0.669	-0.667	-0.669	-0.666	-0.668	-0.668	-0.669	-0.668	-0.685	-0.689	-0.65	-0.677	-0.669	-0.649
FLQS30R2GRWV	0.1484737477	0.1144297343	0.1494321134	0.1134297343	0.1134297343	0.1134511462	0.1124297343	0.1134297343	0.1164529305	0.1474523358	0.1134297343	0.1474725581	0.1134107015	0.1484327082	0.1474523358	0.1484118911	0.1123881001	0.112451741	0.1144297343	0.1474118911	0.1134731529	0.1474731529	0.1474529305	0.1124291395	0.1143898844	0.1474731529	0.1474118911	0.1474511462	0.1484321134	0.1464725581	0.1474725581	0.1484737477	-0.0485678124	-0.0175658874	-0.0175687071	-0.0195687071	-0.0175668906	-0.0195687071	-0.0195687343	-0.0185677582	-0.0485706593	-0.0175678124	-0.0175668906	-0.0175678124	-0.0175687343	-0.0165668363	-0.0185706593	-0.0165668092	-0.0175687071	-0.0175668635	-0.018569629	-0.0175658874	-0.0475696832	-0.0495668635	-0.0175697374	-0.0185668363	-0.0165658332	-0.0485668635	-0.0175677853	-0.0165668363	-0.0165678124	-0.0495649384	-0.0175687071	-0.0485678124	0.079	0.048	0.064	0.048	0.048	0.048	0.048	0.048	0.064	0.064	0.048	0.064	0.047	0.064	0.065	0.064	0.047	0.046	0.049	0.064	0.062	0.079	0.064	0.047	0.048	0.079	0.063	0.063	0.064	0.08	0.064	0.079
FLQS30QXGRWV	-0.0366495576	-0.000650445699996	-0.0366512403	-0.0366513105	-0.000650445699996	-0.0016496277	-0.00465049250001	-0.000650469099995	-0.0386505158	-0.00164960439999	-0.000650445699996	0.0323510734	-0.0016511936	0.0323496478	0.0303503956	-0.00165194149999	-0.00265208170001	-0.039650586	0.0333495309	-0.0356519882	-0.0026488331	-0.001648763	-0.036650399	-0.0026504925	-0.0016528763	0.032351237	-0.0336519882	-0.0016496511	-0.035651217	-0.00164878640001	0.0333512136	-0.0366495576	0.1268989072	0.0538227313	0.0538981677	0.0529003864	0.0888745013	0.0538996468	0.0528989072	0.0538745013	0.0539536356	0.1258974281	0.0888745013	0.1268981677	0.0528996468	0.0528486163	0.0519499377	0.0528471372	0.0889255318	0.0538478767	0.0869514169	0.0518205125	0.0519247923	0.0528478767	0.0889514169	0.0888737618	0.0518182938	0.0518708035	0.00987376180001	0.0528478767	0.055901126	0.0527946275	0.054901126	0.1268989072	-0.096	-0.041	-0.059	-0.059	-0.059	-0.042	-0.042	-0.042	-0.06	-0.078	-0.059	-0.061	-0.041	-0.024	-0.024	-0.041	-0.06	-0.06	-0.041	-0.058	-0.041	-0.042	-0.077	-0.059	-0.041	-0.024	-0.036	-0.042	-0.059	-0.042	-0.025	-0.096
FLQS30QPGRWV	0.0450604434	0.0790337989	0.0760337989	0.0780330377	0.0790334183	0.0770463599	0.0770330377	0.0780330377	0.0790482631	0.0760471212	0.0790334183	0.077060824	0.0760208574	0.0460341796	0.0750475018	0.076021238	0.0790071545	0.0780478824	0.078032657	0.076021238	0.0790619659	0.0750604434	0.0440471212	0.0460330377	0.0790075352	0.0460604434	0.0750208574	0.0780467405	0.0760337989	0.0470600627	0.0770596821	0.0450604434	-0.0125919519	-0.0115960143	-0.0115898913	-0.0145898913	-0.0105938948	-0.0125898324	-0.0115898324	-0.0125919519	-0.0115857111	-0.010591893	-0.0105938948	-0.0085917753	-0.0115898324	-0.0115939537	-0.0115857111	-0.0115940125	-0.0105898324	-0.00959389480001	-0.0125877718	-0.0105960732	-0.0095877129	-0.0125940125	-0.011587654	-0.0125939537	-0.0115962498	-0.0105939537	-0.011591893	-0.0135939537	-0.0105918341	-0.0105981338	-0.0125898324	-0.0125919519	0.019	0.036	0.034	0.036	0.035	0.035	0.035	0.036	0.036	0.033	0.035	0.033	0.035	0.019	0.034	0.034	0.035	0.034	0.036	0.034	0.035	0.034	0.019	0.02	0.036	0.019	0.034	0.036	0.034	0.019	0.035	0.019
FLQS30QMGRWV	0.0215631093	-0.0114699889	0.0195304708	-0.0124699889	-0.0134709083	-0.0124538995	0.0195442617	0.0515442617	0.0195603511	0.0525612705	-0.0134709083	-0.0144396489	0.019528632	0.0185447214	0.0215617302	0.0185290917	0.0175116232	0.0195447214	0.051543802	0.0175290917	0.0205608108	0.0195773599	0.0205617302	0.0175433423	0.0175130023	0.0205773599	0.0195295514	-0.0124543592	0.0505447214	0.0185764405	-0.0124378101	0.0215631093	-0.0054169797	-0.00643763949999	-0.0044069536	-0.0394066498	-0.0404376395	-0.0064069536	-0.00540634600001	-0.0074175874	-0.0043850785	-0.0044169797	-0.0404376395	-0.0044160683	-0.00540664979999	-0.00742791729999	-0.0033847747	-0.00642822109999	-0.00540695359999	-0.00542670199999	-0.0043963199	-0.006438551	-0.0043957123	-0.0064276135	-0.0043954084	-0.0404282211	-0.006438551	-0.0374279173	-0.00541728350001	-0.00542730959999	-0.0034169797	-0.0064488809	-0.0064066498	-0.0054169797	0.00899999999999	-0.00700000000001	0.00699999999998	0.00800000000001	0.00900000000001	-0.00800000000001	0.00799999999998	0.024	0.00700000000001	0.024	0.00900000000001	-0.00899999999999	0.00800000000001	0.00800000000001	0.00800000000001	0.00800000000001	0.00699999999995	0.00800000000004	0.024	0.00699999999998	0.00799999999998	0.00799999999998	0.00799999999998	0.025	0.00800000000001	0.024	0.00799999999998	-0.00800000000001	0.022	0.00800000000001	-0.00799999999998	0.00899999999999
FLQS30Q9GRWY	-0.0805239075	-0.0435435518	-0.0455435518	-0.0465446744	-0.0445441131	-0.0815452356	-0.0835660026	-0.0455441131	-0.0445244687	-0.0805446744	-0.0445441131	-0.0465070694	-0.0435828406	-0.0465435518	-0.0805446744	-0.0455626349	-0.0475839631	-0.0465261525	-0.0835660026	-0.0455626349	-0.0445048243	-0.0815244687	-0.0825446744	-0.0455452356	-0.0765828406	-0.0815244687	-0.0815828406	-0.0825463582	-0.0455441131	-0.08152503	-0.08252503	-0.0805239075	0.0419861853	0.0390094825	0.0389756851	0.0389750289	0.0379976699	0.038975357	0.0389750289	0.0389865134	0.0399517317	0.0409865134	0.0379976699	0.0399865134	0.0409743726	0.039997998	0.0399520598	0.0419973417	0.0379747008	0.0399983261	0.0049750289	0.0410094825	0.0399638725	0.0409973417	0.0059743726	0.0389973417	0.0400104669	0.040997998	0.041985529	0.0399976699	0.0399865134	0.0410206389	0.0399750289	0.0419861853	-0.086	-0.067	-0.067	-0.068	-0.066	-0.086	-0.087	-0.067	-0.067	-0.085	-0.066	-0.068	-0.068	-0.068	-0.086	-0.069	-0.068	-0.068	-0.069	-0.069	-0.067	-0.086	-0.069	-0.068	-0.083	-0.086	-0.086	-0.086	-0.068	-0.087	-0.086	-0.086
FLQS30Q9GRWV	-0.0309307309	-0.0649836552	-0.0329844007	-0.0319851461	-0.0649844007	-0.0309583112	-0.0299844007	-0.0659844007	-0.0669590566	-0.0329583112	-0.0649844007	-0.0669337125	-0.0320097447	-0.0339844007	-0.0319575658	-0.0670097447	-0.0650365796	-0.066959802	-0.0669851461	-0.0660082539	-0.0669322217	-0.0329314763	-0.0329575658	-0.0649851461	-0.0650343434	-0.0989314763	-0.0330089993	-0.0299575658	-0.0329844007	-0.0659314763	-0.0309314763	-0.0309307309	-0.0245676946	0.0134259322	0.0124353983	0.014435492	0.0144326803	0.013435492	0.0134356794	0.0144322117	0.0144421464	0.0124321179	0.0144326803	0.0134323991	0.0124353045	0.0134290251	0.0134418652	0.0154289313	0.012435492	0.0144328677	0.0144385849	0.014425651	0.015438866	0.0144290251	0.0144387723	0.0144290251	0.0134255573	0.0124289313	0.0144287439	0.0134290251	0.0124321179	0.0144225582	0.0134355857	-0.0245676946	0.566	0.53	0.547	0.546	0.529	0.547	0.547	0.53	0.529	0.546	0.529	0.529	0.547	0.546	0.546	0.528	0.53	0.529	0.529	0.529	0.528	0.545	0.546	0.529	0.53	0.514	0.546	0.547	0.547	0.53	0.548	0.566
FLQS30Q3GRWV	0.00238463	0.0014735647	0.00247112810001	-0.0015239988	0.000476001199999	-0.000569075299993	0.000476001199999	-0.00252278049999	0.00342848819999	0.0024297065	0.000476001199999	0.0033870665	0.00351254970001	0.0034686915	0.0044260516	0.0045101132	0.00056249939999	0.0034309247	0.000474782899992	0.00251254970001	0.00438463	0.0043834117	0.0034260516	0.000477219499999	-0.0304009521	0.0023858482	0.0045101132	0.0024297065	0.00147234640001	0.0023858482	0.000387066499997	0.00238463	-0.0136019991	-0.0145931718	-0.0176199057	-0.0506105741	-0.0145931718	-0.0526103219	0.0223798421	-0.0526012425	0.0233619354	-0.0146017469	-0.0145931718	-0.0146017469	-0.0526105741	0.0223977487	0.0213619354	0.0213980009	0.0203803465	-0.0135929196	0.0223715192	-0.0155838402	0.0203717715	-0.0136022513	-0.0136292374	-0.0135934241	-0.0195828314	-0.0485931718	-0.0166017469	0.0213980009	0.0213889215	-0.0135840924	-0.0526105741	-0.0136019991	0.71	0.71	0.711	0.726	0.709	0.727	0.691	0.727	0.692	0.71	0.709	0.711	0.73	0.692	0.693	0.694	0.692	0.711	0.691	0.71	0.693	0.71	0.71	0.709	0.696	0.727	0.712	0.692	0.692	0.71	0.728	0.71
FLQS30Q2GRWV	0.039988127	0.073972147	0.0729732884	0.0759725275	0.0759725275	0.0759862247	0.075972147	0.074972147	0.0729843223	0.0729866051	0.0759725275	0.0749972585	0.0419477965	0.0729736689	0.0409740494	0.0399477965	0.0759458941	0.0729839418	0.0419592108	0.0759611132	0.0739980194	0.0389873661	0.0749869856	0.0739713861	0.0749462746	0.0399873661	0.0749607327	0.0749858442	0.0729732884	0.0729991609	0.0419866051	0.039988127	-0.0086302971	-0.0456573202	-0.0436171716	-0.0456167856	-0.0116438087	-0.0456175577	-0.0456183298	-0.0456302971	-0.0445897625	-0.0096302971	-0.0116438087	-0.0086302971	-0.0446167856	-0.0446438087	-0.0435905346	-0.0776569342	-0.0446179437	-0.0106441947	-0.0126032741	-0.0426577063	-0.0426036601	-0.0426438087	-0.010602888	-0.0776573202	-0.0436719899	-0.0426441947	-0.0446434226	-0.0436441947	-0.043629525	-0.0436712178	-0.0446167856	-0.0086302971	-0.65	-0.615	-0.616	-0.613	-0.63	-0.614	-0.614	-0.614	-0.615	-0.633	-0.63	-0.633	-0.631	-0.617	-0.632	-0.615	-0.614	-0.633	-0.647	-0.615	-0.616	-0.633	-0.632	-0.599	-0.615	-0.633	-0.615	-0.615	-0.616	-0.616	-0.631	-0.65
FLQS30PHGRWY	-0.035893668	-0.0369049898	-0.0029049898	-0.0359053043	-0.0359049898	-0.0348994861	-0.000905146999997	9.50102000061e-05	-0.0358998006	-0.0348994861	-0.0359049898	0.0011110494	8.99782999966e-05	-0.0359046753	-0.0348990144	-0.0349098644	-0.0349156826	-0.0348998006	-0.035905147	-0.0349100217	-0.034894297	-0.0028886361	-0.0328988571	-0.036905147	-0.000915997099995	-0.0018884788	-0.00191002170001	-0.0368994861	-0.0349048325	-0.0028886361	-0.0358938252	-0.035893668	0.00492004260001	0.0029151611	0.00192228	0.0049199749	0.00291760189999	0.0039198393	0.00392227999999	0.0409199071	0.0049271616	0.0039200426	0.00291760189999	0.0039197715	0.0029199749	0.0019177375	0.0039271616	0.0019177375	0.00192241560001	0.0039174663	0.00192472080001	0.0029152289	0.0039244496	0.00291760189999	0.0039248564	0.0039177375	0.0059123813	0.00491766970001	0.0009199749	0.0029174663	0.00292017819999	0.00391272029999	0.0029198393	0.00492004260001	-0.032	-0.032	-0.014	-0.031	-0.031	-0.031	-0.014	-0.032	-0.031	-0.031	-0.031	-0.013	-0.013	-0.031	-0.031	-0.03	-0.03	-0.031	-0.031	-0.03	-0.031	-0.015	-0.03	-0.031	-0.014	-0.015	-0.013	-0.031	-0.03	-0.015	-0.031	-0.032
FLQS30NWGRWV	0.0882732669	0.0472782878	0.050280219	0.0532779016	0.0542779016	0.0542755843	0.0522803477	0.0532779016	0.0532757774	0.0522778373	0.0542779016	0.0522735888	0.0542822145	0.0532778373	0.0522778373	0.0872800259	0.0532824719	0.0542757774	0.053277966	0.0522800259	0.0522735244	0.0522755843	0.0512779016	0.054277966	0.0872822788	0.0532733957	0.0512822788	0.0892755843	0.0532778373	0.0862733957	0.0872733313	0.0882732669	-0.0701107423	-0.1051195285	-0.065107532	-0.067107701	-0.0661134458	-0.067107701	-0.0671074475	-0.0671106578	-0.0671020406	-0.0661104889	-0.0661134458	-0.0681107423	-0.1031108268	-0.0661136147	-0.104104913	-0.0631133613	-0.066107701	-0.0661135303	-0.067104913	-0.0671165716	-0.1051081234	-0.0671133613	-0.0681047441	-0.0671135303	-0.0681166561	-0.0641133613	-0.0671105734	-0.0671135303	-0.0651106578	-0.069119613	-0.0691077854	-0.0701107423	0.029	0.026	0.00799999999998	0.00999999999999	0.01	0.01	0.00900000000001	0.01	0.00899999999996	0.00900000000001	0.01	0.01	0.028	0.00900000000001	0.028	0.025	0.01	0.01	0.00999999999999	0.00899999999996	0.027	0.00899999999999	0.00899999999996	0.01	0.027	0.00799999999998	0.00900000000001	0.027	0.00899999999999	0.027	0.028	0.029
FLQS30MRGRWY	0.1532479311	0.1501850192	0.1120540945	0.1171272083	0.1521850192	0.1512445305	0.1501833189	0.117125508	0.1502445305	0.1502428301	0.1521850192	0.1513023414	0.1170710977	0.1171289086	0.1472445305	0.1160710977	0.1520693974	0.1131799183	0.1181272083	0.1501289086	0.151305742	0.1152462308	0.1502462308	0.1501816186	0.1520710977	0.1152445305	0.1170727981	0.1502445305	0.1881850192	0.1503023414	0.152305742	0.1532479311	-0.0667113854	-0.063703279	-0.0297154386	-0.0637154386	-0.0657073322	-0.0637153228	-0.0647153228	-0.0657112696	-0.0637233134	-0.0647113854	-0.0657073322	-0.0637112696	-0.065715207	-0.0637072164	-0.0637234292	-0.0637071006	-0.063715207	-0.0297072164	-0.063719376	-0.0647028158	-0.0647190286	-0.0647075638	-0.0647194918	-0.0677072164	-0.0317023526	-0.0637073322	-0.0637112696	-0.0637073322	-0.0307113854	-0.06669911	-0.065715207	-0.0667113854	0.057	0.054	0.018	0.037	0.055	0.054	0.054	0.039	0.054	0.055	0.055	0.054	0.038	0.037	0.053	0.038	0.055	0.019	0.039	0.055	0.055	0.038	0.053	0.056	0.039	0.037	0.037	0.054	0.057	0.055	0.055	0.057
FLQS30MKGRWV	0.0791555597	0.1171534873	0.0481517421	0.1171534873	0.1161533782	0.0821553961	0.0831534328	0.1181534873	0.0831555597	0.1161573593	0.1161533782	0.1181573593	0.0491498879	0.08315376	0.1171574684	0.0831518512	0.0841497243	0.0811554506	0.1181534873	0.0831518512	0.084157523	0.1151592681	0.0851556687	0.0841534328	0.1171497243	0.0791555051	0.0481498879	0.1161553415	0.0841537054	0.0821574684	0.0821572503	0.0791555597	0.0509996307	0.0209927275	0.0159996307	0.0199998378	0.0199950056	0.0189998378	0.0209997688	0.0189972836	0.02100467	0.0189974217	0.0199950056	0.0549997688	0.0159996307	0.0169947985	0.0200047391	0.0159947294	0.0199995617	0.0199950746	0.0200021849	0.0159923133	0.0210021849	0.0189949365	0.0190023229	0.0199948675	0.0189923133	0.0179949365	0.0159972146	0.0219950746	0.0169972836	0.0509923133	0.0179998378	0.0509996307	-0.082	-0.048	-0.08	-0.048	-0.048	-0.065	-0.065	-0.047	-0.066	-0.049	-0.048	-0.064	-0.08	-0.063	-0.048	-0.063	-0.064	-0.066	-0.048	-0.063	-0.065	-0.049	-0.064	-0.065	-0.047	-0.065	-0.08	-0.049	-0.063	-0.081	-0.065	-0.082
FLQS30MJGRWV	0.0300314225	-0.00604854050001	0.0289545749	-0.00604854050001	-0.007047502	-0.0060090783	-0.0050464635	-0.00604854050001	-0.00600700130001	0.0279909217	-0.007047502	-0.0070080398	-0.0041129263	0.0299576904	-0.0070090783	0.027922382	-0.00411915720001	-0.00604334810001	0.0299514595	-0.0070786564	-0.005969616	0.0300293455	0.0269919602	-0.00504854050001	-0.0061201956	-0.0040059628	0.0269203051	-0.00501115520001	-0.0431191572	-0.0069737699	-0.0370059628	0.0300314225	0.0661343059	0.0641240475	0.0651390837	0.0251388027	-0.0168763741	0.0241388027	0.0281392242	0.0251338843	0.0251493421	0.0241284038	-0.0168763741	0.0231284038	0.0251392242	0.0671296685	0.025149061	0.0691296685	0.0251390837	0.0211230638	0.0661438616	0.0651243286	0.0641437211	0.0661296685	0.0631441426	-0.0138762335	0.0651236259	0.0231234854	0.0251285443	0.0661292469	0.0211279822	0.0281195507	0.0251390837	0.0661343059	-0.044	-0.06	-0.044	-0.041	-0.02	-0.041	-0.0419999999999	-0.041	-0.041	-0.024	-0.02	-0.041	-0.04	-0.045	-0.042	-0.045	-0.041	-0.04	-0.044	-0.061	-0.06	-0.043	-0.043	-0.022	-0.062	-0.039	-0.025	-0.061	-0.057	-0.043	-0.056	-0.044
FLQS30MEGRWV	-0.053584148	-0.0552614841	-0.0522747442	-0.055257064	-0.0213985057	-0.054416186	-0.0552482239	-0.087257064	-0.0864073458	-0.053420606	-0.0213985057	-0.0875532076	-0.0531200423	-0.0532703242	-0.0524250261	-0.0521244624	-0.022093522	-0.0873985057	-0.054257064	-0.0501288824	-0.0865620477	-0.053579728	-0.0902614841	-0.0960670017	-0.0509609204	-0.052579728	-0.0531244624	-0.0564117659	-0.0532703242	-0.0555708879	-0.0565708879	-0.053584148	0.1020735137	0.1010541237	0.1030832087	0.1030829317	0.1350638187	0.1020832087	0.1030834857	0.1020729597	0.1031023218	0.1020735137	0.1350638187	0.1020732367	0.1350832087	0.1350640957	0.1341023218	0.1350635417	0.1040829317	0.1030635417	0.1360926267	0.1360538467	0.1040923497	0.1020640957	0.1340934577	0.1010638187	0.1370535696	0.1030640957	0.1350735137	0.1030638187	0.1030740677	0.1030447056	0.1020832087	0.1020735137	0.732	0.731	0.732	0.731	0.731	0.731	0.73	0.715	0.716	0.732	0.731	0.715	0.715	0.715	0.716	0.716	0.747	0.715	0.715	0.716	0.714	0.731	0.698	0.711	0.716	0.732	0.716	0.731	0.731	0.731	0.731	0.732
