SN	Distance_X_LOGO_Nfc_Up1	Distance_X_LOGO_Nfc_Up2	Distance_X_LOGO_Nfc_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Nfc_Up1	Distance_Y_LOGO_Nfc_Up2	Distance_Y_LOGO_Nfc_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Nfc_Up1	Angle_Nfc_Up2	Angle_Nfc_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30W7GRWY____	0.290	0.292	0.289	0.349	0.290	0.289	0.291	0.352	0.347	0.289	0.291	0.352	0.288	0.291	0.291	0.291	0.350	0.292	0.356	0.348	0.292	0.346	0.292	0.287	0.289	0.357	0.287	0.287	0.288	0.288	0.352	0.286	0.130	0.131	0.142	0.181	0.138	0.132	0.102	0.167	0.144	0.134	0.132	0.144	0.139	0.169	0.136	0.166	0.214	0.131	0.178	0.131	0.177	0.142	0.130	0.134	0.128	0.126	0.130	0.134	0.129	0.127	0.154	0.132	0.001	-0.001	-0.001	-0.027	-0.001	0.001	0.004	-0.025	-0.020	0.001	-0.000	-0.022	-0.000	-0.006	-0.001	-0.006	-0.032	-0.000	-0.029	-0.018	-0.007	-0.020	-0.000	0.001	0.002	-0.021	0.002	0.001	0.001	0.002	-0.023	0.002	0.309	0.143	-0.008	2016_7_13_9_47_13
FLQS300JGRWM____	0.711	0.709	0.713	0.712	0.711	0.711	0.710	0.712	0.710	0.710	0.711	0.712	0.713	0.711	0.710	0.711	0.711	0.708	0.712	0.712	0.711	0.712	0.712	0.711	0.711	0.713	0.710	0.711	0.710	0.712	0.712	0.710	0.331	0.329	0.332	0.332	0.332	0.333	0.331	0.329	0.334	0.332	0.330	0.328	0.327	0.332	0.330	0.331	0.328	0.330	0.328	0.332	0.327	0.332	0.331	0.314	0.321	0.322	0.317	0.318	0.324	0.322	0.320	0.323	-0.099	-0.098	-0.101	-0.100	-0.099	-0.100	-0.099	-0.099	-0.100	-0.099	-0.099	-0.099	-0.099	-0.100	-0.099	-0.099	-0.099	-0.098	-0.099	-0.100	-0.099	-0.100	-0.099	-0.097	-0.098	-0.099	-0.097	-0.097	-0.098	-0.097	-0.098	-0.097	0.711	0.328	-0.099	2016_7_13_9_47_17
FLQS303AGRWY____	0.112	0.099	0.099	0.098	0.147	0.182	0.113	0.130	0.129	0.130	0.078	0.151	0.189	0.130	0.076	0.131	0.150	0.134	0.130	0.149	0.130	0.148	0.130	0.130	0.082	0.137	0.130	0.130	0.083	0.130	0.079	0.118	0.000	0.001	0.008	-0.001	-0.003	-0.008	-0.000	0.060	0.005	-0.010	-0.005	0.003	0.113	-0.010	-0.005	0.006	-0.000	0.006	0.060	-0.005	0.060	0.060	-0.010	0.060	-0.007	0.012	-0.010	-0.010	-0.004	0.010	-0.002	-0.005	0.089	0.094	0.093	0.094	0.079	0.068	0.089	0.075	0.083	0.085	0.101	0.076	0.047	0.085	0.102	0.082	0.077	0.082	0.074	0.078	0.075	0.068	0.085	0.074	0.100	0.079	0.085	0.086	0.100	0.082	0.100	0.089	0.125	0.011	0.084	2016_7_13_9_47_21
FLQS303SGRWY____	0.224	0.224	0.222	0.224	0.223	0.226	0.225	0.224	0.224	0.226	0.226	0.224	0.223	0.225	0.224	0.225	0.224	0.226	0.222	0.224	0.224	0.225	0.225	0.223	0.225	0.218	0.223	0.224	0.260	0.228	0.222	0.224	0.117	0.118	0.120	0.117	0.118	0.120	0.115	0.120	0.117	0.120	0.118	0.116	0.120	0.119	0.121	0.120	0.081	0.116	0.120	0.119	0.117	0.116	0.118	0.105	0.098	0.090	0.131	0.101	0.092	0.130	0.137	0.120	-0.137	-0.136	-0.137	-0.136	-0.136	-0.137	-0.136	-0.137	-0.136	-0.137	-0.137	-0.136	-0.136	-0.137	-0.137	-0.137	-0.131	-0.136	-0.136	-0.136	-0.136	-0.136	-0.137	-0.134	-0.134	-0.130	-0.138	-0.133	-0.144	-0.140	-0.138	-0.137	0.225	0.115	-0.136	2016_7_13_9_47_25
FLQS304WGRWQ____	0.275	0.276	0.211	0.276	0.277	0.277	0.304	0.278	0.276	0.278	0.275	0.275	0.276	0.276	0.278	0.276	0.305	0.276	0.277	0.219	0.277	0.241	0.276	0.215	0.279	0.275	0.241	0.215	0.243	0.278	0.241	0.241	0.076	0.079	0.025	0.077	0.076	0.080	0.098	0.073	0.077	0.075	0.077	0.075	0.076	0.075	0.077	0.078	0.096	0.077	0.069	0.034	0.070	0.039	0.076	0.060	0.080	0.073	0.029	0.054	0.035	0.077	0.033	0.034	-0.225	-0.226	-0.197	-0.225	-0.227	-0.227	-0.239	-0.226	-0.226	-0.226	-0.226	-0.225	-0.226	-0.225	-0.227	-0.226	-0.239	-0.226	-0.225	-0.201	-0.225	-0.209	-0.226	-0.204	-0.227	-0.225	-0.207	-0.203	-0.209	-0.226	-0.208	-0.208	0.265	0.067	-0.221	2016_7_13_9_47_29
FLQS314MGRWY____	-0.481	-0.482	-0.484	-0.478	-0.479	-0.480	-0.481	-0.486	-0.483	-0.482	-0.481	-0.480	-0.481	-0.477	-0.486	-0.481	-0.482	-0.482	-0.485	-0.483	-0.484	-0.482	-0.480	-0.483	-0.485	-0.485	-0.486	-0.487	-0.484	-0.483	-0.483	-0.483	-0.126	-0.120	-0.113	-0.087	-0.088	-0.128	-0.122	-0.120	-0.125	-0.124	-0.126	-0.117	-0.078	-0.085	-0.118	-0.125	-0.123	-0.122	-0.116	-0.119	-0.122	-0.125	-0.088	-0.070	-0.133	-0.107	-0.134	-0.121	-0.129	-0.128	-0.076	-0.090	0.279	0.279	0.279	0.273	0.273	0.280	0.280	0.280	0.280	0.280	0.280	0.279	0.273	0.273	0.281	0.280	0.280	0.280	0.280	0.279	0.280	0.280	0.273	0.272	0.282	0.278	0.283	0.280	0.281	0.281	0.273	0.275	-0.482	-0.113	0.278	2016_7_13_9_47_35
FLQS2137GRWV____	0.534	0.531	0.530	0.533	0.534	0.534	0.531	0.529	0.532	0.532	0.535	0.532	0.531	0.533	0.530	0.534	0.532	0.531	0.530	0.532	0.531	0.531	0.533	0.531	0.532	0.529	0.533	0.530	0.533	0.533	0.533	0.532	0.227	0.228	0.233	0.228	0.226	0.229	0.228	0.233	0.228	0.229	0.229	0.229	0.233	0.224	0.234	0.227	0.229	0.228	0.231	0.232	0.235	0.224	0.228	0.236	0.231	0.238	0.235	0.237	0.235	0.234	0.241	0.227	-0.204	-0.203	-0.203	-0.204	-0.203	-0.204	-0.203	-0.203	-0.203	-0.204	-0.205	-0.204	-0.205	-0.203	-0.204	-0.204	-0.203	-0.203	-0.204	-0.204	-0.204	-0.203	-0.203	-0.205	-0.204	-0.204	-0.204	-0.203	-0.205	-0.205	-0.206	-0.203	0.532	0.231	-0.204	2016_7_13_9_47_39
FLQS2168GRWV____	0.268	0.268	0.271	0.269	0.268	0.268	0.253	0.270	0.270	0.269	0.269	0.300	0.270	0.269	0.272	0.269	0.303	0.252	0.270	0.269	0.267	0.268	0.269	0.266	0.267	0.268	0.265	0.265	0.268	0.267	0.266	0.265	0.051	0.043	0.057	0.048	0.054	0.052	-0.004	0.047	0.053	0.051	0.049	0.056	0.050	0.048	0.044	0.049	0.054	-0.004	0.053	0.055	0.045	0.052	0.049	0.030	0.034	0.047	0.033	0.031	0.032	0.030	0.036	0.052	-0.126	-0.124	-0.127	-0.125	-0.125	-0.126	-0.112	-0.126	-0.126	-0.125	-0.126	-0.137	-0.126	-0.125	-0.125	-0.125	-0.137	-0.112	-0.126	-0.126	-0.124	-0.126	-0.125	-0.122	-0.123	-0.124	-0.121	-0.122	-0.123	-0.122	-0.122	-0.125	0.269	0.043	-0.125	2016_7_13_9_47_43
FLQS2238GRWM____	0.439	0.478	0.446	0.476	0.514	0.474	0.475	0.442	0.477	0.514	0.437	0.476	0.445	0.439	0.441	0.477	0.476	0.439	0.441	0.476	0.476	0.477	0.476	0.478	0.518	0.442	0.478	0.477	0.478	0.479	0.473	0.478	0.175	0.209	0.168	0.208	0.216	0.208	0.178	0.167	0.210	0.214	0.173	0.210	0.172	0.206	0.160	0.210	0.210	0.172	0.166	0.166	0.217	0.209	0.208	0.193	0.198	0.128	0.184	0.194	0.183	0.185	0.216	0.195	-0.267	-0.285	-0.269	-0.284	-0.297	-0.284	-0.279	-0.267	-0.285	-0.298	-0.267	-0.284	-0.269	-0.272	-0.266	-0.285	-0.285	-0.267	-0.267	-0.278	-0.286	-0.286	-0.285	-0.283	-0.296	-0.261	-0.281	-0.283	-0.281	-0.281	-0.285	-0.284	0.469	0.191	-0.280	2016_7_13_9_47_46
FLQS3137GRWY____	0.272	0.272	0.273	0.270	0.277	0.277	0.273	0.282	0.271	0.279	0.272	0.281	0.283	0.280	0.282	0.279	0.279	0.270	0.285	0.271	0.280	0.273	0.277	0.274	0.273	0.273	0.274	0.259	0.274	0.270	0.280	0.276	0.093	0.088	0.096	0.086	0.131	0.128	0.093	0.118	0.086	0.128	0.094	0.133	0.136	0.132	0.121	0.128	0.129	0.087	0.128	0.089	0.116	0.092	0.127	0.148	0.139	0.134	0.087	0.113	0.086	0.084	0.105	0.091	-0.141	-0.140	-0.142	-0.140	-0.149	-0.149	-0.141	-0.148	-0.140	-0.149	-0.141	-0.150	-0.152	-0.150	-0.149	-0.149	-0.149	-0.139	-0.151	-0.141	-0.147	-0.141	-0.148	-0.150	-0.149	-0.148	-0.141	-0.140	-0.141	-0.140	-0.146	-0.142	0.275	0.111	-0.145	2016_7_13_9_47_51
