SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30W7GRWY____	-0.369	-0.369	-0.378	-0.370	-0.370	-0.368	-0.376	-0.370	-0.368	-0.370	-0.370	-0.373	-0.369	-0.375	-0.372	-0.375	-0.373	-0.412	-0.372	-0.370	-0.375	-0.370	-0.372	-0.367	-0.378	-0.378	-0.370	-0.378	-0.370	-0.370	-0.368	-0.412	0.088	0.084	0.085	0.088	0.087	0.086	0.089	0.086	0.086	0.086	0.087	0.086	0.087	0.085	0.083	0.085	0.086	0.081	0.083	0.088	0.085	0.086	0.083	0.092	0.085	0.085	0.088	0.085	0.087	0.088	0.086	0.081	-0.135	-0.135	-0.139	-0.136	-0.136	-0.134	-0.138	-0.135	-0.134	-0.135	-0.136	-0.136	-0.135	-0.137	-0.135	-0.137	-0.136	-0.151	-0.135	-0.135	-0.137	-0.135	-0.135	-0.136	-0.139	-0.139	-0.135	-0.139	-0.136	-0.135	-0.134	-0.151	-0.374	0.086	-0.137	2016_7_13_9_17_03
FLQS300JGRWM____	-0.412	-0.368	-0.415	-0.368	-0.409	-0.368	-0.414	-0.372	-0.368	-0.372	-0.409	-0.376	-0.408	-0.375	-0.376	-0.375	-0.376	-0.411	-0.376	-0.409	-0.375	-0.407	-0.376	-0.370	-0.415	-0.415	-0.409	-0.415	-0.409	-0.409	-0.411	-0.411	0.184	0.185	0.178	0.219	0.218	0.260	0.221	0.223	0.260	0.223	0.218	0.220	0.181	0.221	0.221	0.221	0.220	0.218	0.221	0.213	0.221	0.187	0.221	0.224	0.178	0.178	0.213	0.178	0.218	0.213	0.215	0.218	0.335	0.353	0.336	0.343	0.327	0.332	0.324	0.341	0.332	0.341	0.327	0.341	0.338	0.340	0.340	0.340	0.341	0.326	0.340	0.328	0.340	0.337	0.340	0.341	0.336	0.336	0.328	0.336	0.327	0.328	0.327	0.326	-0.393	0.212	0.335	2016_7_13_9_17_07
FLQS303AGRWY____	0.074	0.074	0.075	0.073	0.073	0.072	0.073	0.074	0.072	0.074	0.073	0.074	0.073	0.074	0.069	0.074	0.074	0.072	0.069	0.075	0.074	0.070	0.069	0.076	0.075	0.075	0.075	0.075	0.073	0.075	0.075	0.072	0.021	0.089	0.051	0.087	0.017	0.089	0.017	0.053	0.089	0.053	0.017	0.048	0.052	0.086	0.051	0.086	0.048	0.016	0.051	0.015	0.086	0.052	0.051	0.051	0.051	0.051	0.015	0.051	0.017	0.015	0.052	0.016	-0.549	-0.567	-0.557	-0.568	-0.548	-0.569	-0.548	-0.558	-0.569	-0.558	-0.548	-0.557	-0.558	-0.567	-0.559	-0.567	-0.557	-0.548	-0.559	-0.546	-0.567	-0.559	-0.559	-0.556	-0.557	-0.557	-0.546	-0.557	-0.548	-0.546	-0.557	-0.548	0.073	0.048	-0.557	2016_7_13_9_17_11
FLQS303SGRWY____	-0.271	-0.270	-0.274	-0.273	-0.274	-0.274	-0.272	-0.273	-0.274	-0.273	-0.274	-0.314	-0.225	-0.273	-0.274	-0.273	-0.314	-0.233	-0.274	-0.271	-0.273	-0.274	-0.274	-0.272	-0.274	-0.274	-0.271	-0.274	-0.274	-0.271	-0.272	-0.233	-0.094	-0.063	-0.096	-0.063	-0.095	-0.059	-0.068	-0.063	-0.059	-0.063	-0.095	-0.095	-0.062	-0.064	-0.063	-0.064	-0.095	-0.093	-0.063	-0.093	-0.064	-0.065	-0.063	-0.093	-0.096	-0.096	-0.093	-0.096	-0.095	-0.093	-0.095	-0.093	-0.121	-0.129	-0.123	-0.131	-0.123	-0.133	-0.129	-0.131	-0.133	-0.131	-0.123	-0.139	-0.111	-0.132	-0.131	-0.132	-0.139	-0.106	-0.131	-0.122	-0.132	-0.131	-0.131	-0.122	-0.123	-0.123	-0.122	-0.123	-0.123	-0.122	-0.121	-0.106	-0.272	-0.080	-0.126	2016_7_13_9_17_17
FLQS304WGRWQ____	-0.111	-0.110	-0.106	-0.107	-0.068	-0.108	-0.067	-0.107	-0.108	-0.107	-0.068	-0.067	-0.109	-0.107	-0.065	-0.107	-0.067	-0.067	-0.065	-0.068	-0.107	-0.066	-0.065	-0.108	-0.106	-0.106	-0.068	-0.106	-0.068	-0.068	-0.108	-0.067	0.072	0.069	0.100	0.106	0.107	0.103	0.069	0.073	0.103	0.073	0.107	0.102	0.074	0.105	0.103	0.105	0.102	0.071	0.103	0.106	0.105	0.102	0.103	0.105	0.100	0.100	0.106	0.100	0.107	0.106	0.103	0.071	-0.587	-0.586	-0.593	-0.595	-0.579	-0.594	-0.568	-0.586	-0.594	-0.586	-0.579	-0.577	-0.586	-0.594	-0.577	-0.594	-0.577	-0.569	-0.577	-0.579	-0.594	-0.577	-0.577	-0.596	-0.593	-0.593	-0.579	-0.593	-0.579	-0.579	-0.594	-0.569	-0.088	0.096	-0.584	2016_7_13_9_17_20
FLQS314MGRWY____	-0.042	-0.086	-0.079	-0.083	-0.043	-0.044	-0.082	-0.045	-0.044	-0.045	-0.043	-0.083	-0.082	-0.083	-0.081	-0.083	-0.083	-0.084	-0.081	-0.043	-0.083	-0.080	-0.081	-0.083	-0.079	-0.079	-0.043	-0.079	-0.043	-0.043	-0.039	-0.084	-0.138	-0.106	-0.104	-0.100	-0.134	-0.135	-0.141	-0.103	-0.135	-0.103	-0.134	-0.103	-0.140	-0.143	-0.104	-0.143	-0.103	-0.104	-0.104	-0.133	-0.143	-0.105	-0.104	-0.103	-0.104	-0.104	-0.133	-0.104	-0.134	-0.133	-0.094	-0.104	-0.530	-0.558	-0.556	-0.559	-0.533	-0.533	-0.546	-0.542	-0.533	-0.542	-0.533	-0.557	-0.547	-0.546	-0.556	-0.546	-0.557	-0.557	-0.556	-0.532	-0.546	-0.557	-0.556	-0.558	-0.556	-0.556	-0.532	-0.556	-0.533	-0.532	-0.542	-0.557	-0.067	-0.118	-0.547	2016_7_13_9_17_24
FLQS2137GRWV____	-0.435	-0.433	-0.433	-0.433	-0.435	-0.433	-0.428	-0.434	-0.433	-0.434	-0.435	-0.432	-0.432	-0.390	-0.430	-0.390	-0.432	-0.429	-0.430	-0.433	-0.390	-0.430	-0.430	-0.390	-0.433	-0.433	-0.433	-0.433	-0.435	-0.433	-0.432	-0.429	0.354	0.354	0.347	0.348	0.348	0.347	0.345	0.348	0.347	0.348	0.348	0.348	0.315	0.352	0.347	0.352	0.348	0.344	0.347	0.348	0.352	0.309	0.347	0.319	0.347	0.347	0.348	0.347	0.348	0.348	0.383	0.344	-0.366	-0.365	-0.363	-0.363	-0.364	-0.363	-0.360	-0.363	-0.363	-0.363	-0.364	-0.362	-0.353	-0.346	-0.362	-0.346	-0.362	-0.361	-0.362	-0.363	-0.346	-0.351	-0.362	-0.337	-0.363	-0.363	-0.363	-0.363	-0.364	-0.363	-0.373	-0.361	-0.427	0.346	-0.360	2016_7_13_9_17_27
FLQS2168GRWV____	0.047	0.046	0.042	0.042	0.044	0.043	0.040	0.042	0.043	0.042	0.044	0.040	0.044	0.041	0.040	0.041	0.040	0.040	0.040	0.040	0.041	0.042	0.040	0.044	0.042	0.042	0.040	0.042	0.044	0.040	0.044	0.040	-0.040	-0.042	-0.015	-0.045	-0.010	-0.011	-0.014	-0.010	-0.011	-0.010	-0.010	-0.051	-0.048	-0.085	-0.081	-0.085	-0.051	-0.041	-0.081	-0.042	-0.085	-0.042	-0.081	-0.042	-0.015	-0.015	-0.042	-0.015	-0.010	-0.042	-0.041	-0.041	0.554	0.554	0.545	0.553	0.545	0.545	0.543	0.544	0.545	0.544	0.545	0.554	0.555	0.564	0.562	0.564	0.554	0.551	0.562	0.552	0.564	0.553	0.562	0.553	0.545	0.545	0.552	0.545	0.545	0.552	0.553	0.551	0.042	-0.039	0.552	2016_7_13_9_17_31
FLQS2238GRWM____	-0.418	-0.458	-0.423	-0.379	-0.416	-0.381	-0.469	-0.459	-0.381	-0.459	-0.416	-0.421	-0.457	-0.425	-0.424	-0.425	-0.421	-0.426	-0.424	-0.416	-0.425	-0.469	-0.424	-0.415	-0.423	-0.423	-0.416	-0.423	-0.416	-0.416	-0.459	-0.426	0.140	0.137	0.141	0.140	0.138	0.139	0.101	0.138	0.139	0.138	0.138	0.177	0.102	0.103	0.139	0.103	0.177	0.137	0.139	0.139	0.103	0.105	0.139	0.137	0.141	0.141	0.139	0.141	0.138	0.139	0.099	0.137	-0.724	-0.739	-0.727	-0.707	-0.722	-0.708	-0.734	-0.740	-0.708	-0.740	-0.722	-0.735	-0.729	-0.716	-0.725	-0.716	-0.735	-0.726	-0.725	-0.722	-0.716	-0.734	-0.725	-0.721	-0.727	-0.727	-0.722	-0.727	-0.722	-0.722	-0.729	-0.726	-0.426	0.133	-0.725	2016_7_13_9_17_35
FLQS3137GRWY____	-0.068	-0.068	-0.026	-0.066	0.013	-0.026	-0.025	-0.064	-0.026	-0.064	0.013	-0.063	-0.065	-0.025	-0.062	-0.025	-0.063	-0.028	-0.062	0.013	-0.025	-0.028	-0.062	-0.066	-0.026	-0.026	0.013	-0.026	0.013	0.013	0.015	-0.028	0.025	0.027	0.025	0.024	0.032	0.029	0.027	-0.012	0.029	-0.012	0.032	-0.016	0.026	0.030	0.026	0.030	-0.016	0.029	0.026	0.034	0.030	0.034	0.026	0.026	0.025	0.025	0.034	0.025	0.032	0.034	0.074	0.029	0.326	0.326	0.343	0.327	0.358	0.343	0.344	0.338	0.343	0.338	0.358	0.340	0.327	0.343	0.328	0.343	0.340	0.342	0.328	0.358	0.343	0.341	0.328	0.326	0.343	0.343	0.358	0.343	0.358	0.358	0.347	0.342	-0.032	0.025	0.341	2016_7_13_9_17_39
