SN	Distance_X_LOGO_Voice1	Distance_X_LOGO_voice2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Voice1	Distance_Y_LOGO_voice2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Voice1	Angle_voice2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS31K2GRWM____	-54.329	-54.438	-54.470	-54.400	-54.295	-54.365	-54.329	-54.437	-54.223	-54.574	-54.262	-54.332	-54.121	-54.084	-53.702	-53.736	-53.002	-53.386	-53.455	-53.700	-53.349	-54.157	-53.245	-53.303	-53.353	-53.281	-53.213	-53.247	-53.176	-53.352	-53.456	-53.520	-131.370	-131.340	-131.298	-131.446	-131.476	-131.583	-131.684	-131.758	-131.336	-131.510	-131.786	-131.794	-131.932	-131.857	-132.000	-131.964	-132.286	-132.111	-131.686	-132.315	-132.353	-131.478	-132.424	-132.383	-132.352	-132.493	-132.525	-132.631	-132.632	-132.355	-132.212	-132.383	247.299	247.254	247.235	247.284	247.328	247.318	247.347	247.318	247.333	247.229	247.388	247.363	247.462	247.465	247.629	247.610	247.933	247.763	247.673	247.677	247.813	247.379	247.863	247.835	247.812	247.860	247.890	247.893	247.920	247.813	247.752	247.754	2016_7_16_10_52_47
FLQS31QAGRX2____	-54.503	-54.644	-54.678	-54.608	-54.505	-54.539	-54.540	-54.646	-54.470	-54.785	-54.477	-54.546	-54.383	-54.303	-53.951	-53.998	-53.253	-53.648	-53.665	-53.950	-53.602	-54.366	-53.508	-53.522	-53.606	-53.543	-53.467	-53.473	-53.403	-53.613	-53.683	-53.741	-131.454	-131.420	-131.379	-131.526	-131.557	-131.666	-131.734	-131.838	-131.415	-131.588	-131.838	-131.875	-132.013	-131.941	-132.083	-132.118	-132.369	-132.188	-131.772	-132.398	-132.435	-131.559	-132.503	-132.469	-132.431	-132.573	-132.608	-132.713	-132.713	-132.503	-132.293	-132.435	247.407	247.349	247.330	247.379	247.422	247.426	247.436	247.413	247.413	247.323	247.476	247.456	247.537	247.556	247.709	247.696	248.011	247.837	247.768	247.757	247.892	247.474	247.936	247.927	247.890	247.934	247.968	247.981	248.007	247.897	247.840	247.840	2016_7_16_10_52_49
FLQS32CMGRWM____	-54.446	-54.588	-54.621	-54.551	-54.448	-54.482	-54.447	-54.552	-54.378	-54.757	-54.414	-54.486	-54.279	-54.209	-53.856	-53.892	-53.215	-53.600	-53.609	-53.858	-53.542	-54.308	-53.402	-53.463	-53.543	-53.474	-53.368	-53.403	-53.334	-53.508	-53.614	-53.682	-131.423	-131.389	-131.350	-131.495	-131.526	-131.634	-131.706	-131.808	-131.386	-131.589	-131.807	-131.842	-131.984	-131.912	-132.052	-132.019	-132.405	-132.160	-131.740	-132.369	-132.400	-131.527	-132.482	-132.439	-132.399	-132.544	-132.582	-132.683	-132.686	-132.409	-132.264	-132.401	247.838	247.780	247.762	247.810	247.853	247.857	247.881	247.858	247.858	247.748	247.909	247.888	247.986	248.001	248.154	248.136	248.446	248.266	248.199	248.201	248.324	247.906	248.388	248.359	248.323	248.370	248.415	248.417	248.444	248.338	248.276	248.271	2016_7_16_10_52_52
FLQS300WGRX8____	-54.153	-54.329	-54.363	-54.292	-54.153	-54.190	-54.155	-54.296	-54.084	-54.434	-54.092	-54.193	-54.048	-53.916	-53.565	-53.602	-52.865	-53.250	-53.317	-53.564	-53.212	-54.016	-53.107	-53.130	-53.213	-53.141	-53.074	-53.109	-53.003	-53.213	-53.283	-53.349	-131.548	-131.514	-131.473	-131.620	-131.666	-131.762	-131.833	-131.936	-131.511	-131.684	-131.895	-131.971	-132.121	-131.999	-132.182	-132.148	-132.473	-132.296	-131.875	-132.500	-132.538	-131.655	-132.611	-132.574	-132.537	-132.679	-132.713	-132.815	-132.823	-132.541	-132.402	-132.541	247.911	247.840	247.821	247.870	247.929	247.930	247.954	247.917	247.931	247.827	247.987	247.961	248.038	248.068	248.227	248.208	248.531	248.361	248.273	248.275	248.411	247.978	248.461	248.447	248.411	248.459	248.489	248.491	248.532	248.411	248.365	248.361	2016_7_16_10_52_55
FLQS302CGRX8____	-54.194	-54.302	-54.334	-54.301	-54.197	-54.232	-54.195	-54.302	-54.125	-54.477	-54.126	-54.194	-53.990	-53.951	-53.602	-53.636	-52.900	-53.288	-53.357	-53.599	-53.249	-54.056	-53.106	-53.167	-53.251	-53.179	-53.075	-53.110	-53.041	-53.252	-53.321	-53.356	-131.495	-131.432	-131.392	-131.535	-131.602	-131.709	-131.778	-131.885	-131.459	-131.633	-131.881	-131.920	-132.026	-131.986	-132.128	-132.093	-132.408	-132.239	-131.818	-132.443	-132.480	-131.602	-132.555	-132.514	-132.478	-132.619	-132.661	-132.761	-132.762	-132.483	-132.341	-132.451	247.433	247.383	247.365	247.400	247.449	247.452	247.476	247.453	247.454	247.349	247.518	247.498	247.591	247.599	247.750	247.732	248.054	247.884	247.795	247.799	247.935	247.501	247.999	247.970	247.934	247.982	248.027	248.028	248.054	247.934	247.887	247.891	2016_7_16_10_52_57
FLQS304AGRX8____	-54.340	-54.483	-54.516	-54.446	-54.343	-54.377	-54.341	-54.447	-54.271	-54.620	-54.276	-54.377	-54.166	-54.096	-53.749	-53.818	-53.051	-53.431	-53.503	-53.743	-53.397	-54.199	-53.291	-53.313	-53.397	-53.325	-53.259	-53.258	-53.188	-53.397	-53.469	-53.534	-131.296	-131.265	-131.223	-131.371	-131.400	-131.510	-131.579	-131.684	-131.259	-131.431	-131.683	-131.717	-131.857	-131.782	-131.923	-131.926	-132.210	-132.034	-131.616	-132.244	-132.278	-131.400	-132.348	-132.312	-132.270	-132.418	-132.449	-132.558	-132.562	-132.280	-132.137	-132.280	247.269	247.211	247.192	247.241	247.284	247.288	247.312	247.289	247.289	247.186	247.352	247.320	247.420	247.434	247.585	247.560	247.888	247.720	247.630	247.636	247.770	247.338	247.820	247.806	247.768	247.818	247.847	247.864	247.890	247.770	247.722	247.719	2016_7_16_10_53_01
FLQS304UGRX2____	-54.099	-54.242	-54.310	-54.206	-54.102	-54.136	-54.103	-54.209	-54.031	-54.382	-54.069	-54.137	-53.931	-53.892	-53.510	-53.578	-52.811	-53.193	-53.261	-53.541	-53.195	-53.963	-53.087	-53.112	-53.194	-53.126	-53.055	-53.057	-52.985	-53.194	-53.262	-53.297	-131.362	-131.331	-131.288	-131.437	-131.466	-131.578	-131.649	-131.755	-131.324	-131.498	-131.746	-131.784	-131.923	-131.847	-131.996	-131.989	-132.286	-132.108	-131.684	-132.346	-132.349	-131.467	-132.454	-132.422	-132.378	-132.489	-132.557	-132.629	-132.668	-132.386	-132.245	-132.351	247.313	247.255	247.223	247.285	247.327	247.332	247.356	247.332	247.332	247.228	247.383	247.363	247.461	247.464	247.629	247.603	247.933	247.764	247.675	247.670	247.800	247.380	247.855	247.841	247.804	247.846	247.883	247.893	247.926	247.806	247.759	247.762	2016_7_16_10_53_04
FLQS3023GRX8____	-54.152	-54.294	-54.328	-54.291	-54.155	-54.189	-54.154	-54.260	-54.084	-54.435	-54.088	-54.190	-53.982	-53.910	-53.561	-53.597	-52.864	-53.247	-53.316	-53.559	-53.211	-54.014	-53.108	-53.128	-53.214	-53.145	-53.076	-53.074	-53.003	-53.213	-53.281	-53.350	-131.443	-131.411	-131.372	-131.545	-131.547	-131.655	-131.724	-131.830	-131.408	-131.579	-131.832	-131.865	-132.004	-131.933	-132.078	-132.043	-132.357	-132.186	-131.767	-132.390	-132.425	-131.548	-132.495	-132.461	-132.424	-132.566	-132.600	-132.706	-132.707	-132.427	-132.288	-132.427	247.469	247.411	247.392	247.433	247.484	247.487	247.511	247.488	247.489	247.384	247.552	247.519	247.617	247.634	247.786	247.767	248.087	247.919	247.830	247.834	247.968	247.536	248.017	248.005	247.967	248.014	248.045	248.061	248.088	247.968	247.922	247.917	2016_7_16_10_53_07
FLQS3075GRX8____	-54.157	-54.300	-54.334	-54.264	-54.160	-54.196	-54.160	-54.267	-54.089	-54.440	-54.089	-54.194	-53.990	-53.915	-53.566	-53.602	-52.901	-53.252	-53.319	-53.567	-53.218	-54.020	-53.114	-53.172	-53.218	-53.148	-53.079	-53.078	-53.010	-53.249	-53.287	-53.356	-131.580	-131.546	-131.508	-131.650	-131.685	-131.791	-131.858	-131.964	-131.545	-131.718	-131.967	-131.999	-132.145	-132.072	-132.217	-132.184	-132.519	-132.328	-131.903	-132.524	-132.565	-131.686	-132.635	-132.595	-132.567	-132.703	-132.738	-132.843	-132.846	-132.594	-132.427	-132.564	247.344	247.286	247.267	247.315	247.359	247.362	247.386	247.362	247.364	247.260	247.429	247.395	247.493	247.509	247.661	247.643	247.954	247.795	247.706	247.707	247.843	247.412	247.892	247.864	247.843	247.890	247.921	247.937	247.962	247.836	247.797	247.791	2016_7_16_10_53_10
FLQS3089GRXL____	-54.721	-54.864	-54.936	-54.865	-54.724	-54.757	-54.762	-54.871	-54.653	-55.042	-54.697	-54.794	-54.589	-54.520	-54.169	-54.205	-53.472	-53.855	-53.922	-54.168	-53.820	-54.585	-53.722	-53.739	-53.822	-53.713	-53.684	-53.683	-53.614	-53.816	-53.887	-53.994	-131.364	-131.329	-131.289	-131.433	-131.467	-131.574	-131.644	-131.751	-131.327	-131.499	-131.748	-131.817	-131.925	-131.851	-131.990	-131.960	-132.274	-132.101	-131.716	-132.307	-132.341	-131.468	-132.405	-132.378	-132.340	-132.486	-132.515	-132.622	-132.625	-132.379	-132.239	-132.372	247.042	246.983	246.950	246.999	247.056	247.061	247.070	247.046	247.061	246.944	247.110	247.085	247.177	247.191	247.343	247.325	247.645	247.477	247.393	247.392	247.526	247.108	247.572	247.562	247.525	247.588	247.603	247.619	247.645	247.533	247.486	247.466	2016_7_16_10_53_12
