SN	Distance_X_LOGO_Button_LD1	Distance_X_LOGO_Button_LD2	Distance_X_LOGO_Button_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_LD1	Distance_Y_LOGO_Button_LD2	Distance_Y_LOGO_Button_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_LD1	Angle_Button_LD2	Angle_Button_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS31K2GRWM____	-29.282	-29.282	-29.278	-29.278	-29.282	-29.315	-29.246	-29.282	-29.246	-29.247	-29.247	-29.278	-29.353	-29.315	-29.315	-29.353	-29.315	-29.282	-29.244	-29.282	-29.243	-29.315	-29.317	-29.315	-29.282	-29.282	-29.311	-29.282	-29.281	-29.318	-29.319	-29.317	-142.862	-142.862	-142.861	-142.894	-142.864	-142.829	-142.831	-142.864	-142.831	-142.829	-142.799	-142.894	-142.759	-142.829	-142.829	-142.890	-142.893	-142.864	-142.793	-142.831	-142.864	-142.792	-142.868	-142.792	-142.800	-142.800	-142.761	-142.800	-142.685	-142.828	-142.760	-142.899	258.393	258.393	258.394	258.397	258.393	258.378	258.405	258.393	258.405	258.404	258.402	258.397	258.358	258.378	258.378	258.368	258.383	258.393	258.402	258.391	258.408	258.375	258.380	258.375	258.388	258.388	258.374	258.388	258.379	258.376	258.371	258.383	2016_7_16_10_28_46
FLQS31QAGRX2____	-29.474	-29.474	-29.440	-29.473	-29.474	-29.473	-29.438	-29.474	-29.438	-29.439	-29.438	-29.473	-29.549	-29.473	-29.473	-29.585	-29.507	-29.474	-29.470	-29.475	-29.438	-29.510	-29.511	-29.510	-29.474	-29.474	-29.507	-29.474	-29.475	-29.512	-29.512	-29.511	-142.849	-142.849	-142.848	-142.882	-142.851	-142.814	-142.810	-142.851	-142.810	-142.812	-142.782	-142.882	-142.706	-142.814	-142.814	-142.876	-142.877	-142.845	-142.776	-142.816	-142.852	-142.777	-142.815	-142.777	-142.787	-142.787	-142.752	-142.787	-142.672	-142.817	-142.749	-142.883	258.302	258.302	258.316	258.305	258.303	258.300	258.313	258.303	258.313	258.313	258.311	258.305	258.262	258.300	258.300	258.262	258.292	258.302	258.298	258.299	258.317	258.283	258.286	258.283	258.298	258.298	258.282	258.298	258.288	258.286	258.280	258.291	2016_7_16_10_28_48
FLQS32CMGRWM____	-29.527	-29.527	-29.488	-29.521	-29.525	-29.527	-29.492	-29.525	-29.492	-29.492	-29.491	-29.521	-29.604	-29.527	-29.527	-29.599	-29.562	-29.525	-29.494	-29.529	-29.455	-29.561	-29.561	-29.561	-29.527	-29.527	-29.529	-29.527	-29.497	-29.563	-29.565	-29.564	-142.810	-142.810	-142.811	-142.842	-142.813	-142.779	-142.772	-142.813	-142.772	-142.777	-142.747	-142.842	-142.703	-142.779	-142.779	-142.841	-142.840	-142.811	-142.736	-142.776	-142.814	-142.740	-142.820	-142.740	-142.749	-142.749	-142.713	-142.749	-142.595	-142.784	-142.713	-142.846	258.411	258.411	258.426	258.416	258.412	258.409	258.422	258.412	258.422	258.422	258.420	258.416	258.373	258.409	258.409	258.386	258.400	258.412	258.418	258.407	258.439	258.392	258.399	258.392	258.406	258.406	258.402	258.406	258.405	258.395	258.389	258.400	2016_7_16_10_28_51
FLQS300WGRX8____	-28.971	-28.971	-28.932	-28.964	-28.967	-28.970	-28.924	-28.967	-28.924	-28.935	-28.934	-28.964	-29.046	-28.970	-28.970	-29.044	-29.005	-28.968	-28.925	-28.971	-28.892	-29.011	-29.006	-29.011	-28.971	-28.971	-28.965	-28.971	-28.940	-29.006	-29.014	-29.009	-142.812	-142.812	-142.811	-142.843	-142.812	-142.777	-142.773	-142.812	-142.773	-142.774	-142.744	-142.843	-142.708	-142.777	-142.777	-142.844	-142.842	-142.810	-142.736	-142.773	-142.811	-142.743	-142.818	-142.743	-142.747	-142.747	-142.716	-142.747	-142.637	-142.780	-142.747	-142.847	258.533	258.533	258.548	258.538	258.535	258.531	258.548	258.535	258.548	258.544	258.542	258.538	258.496	258.531	258.531	258.508	258.523	258.534	258.545	258.530	258.564	258.513	258.520	258.513	258.528	258.528	258.528	258.528	258.532	258.517	258.512	258.522	2016_7_16_10_28_54
FLQS302CGRX8____	-29.349	-29.349	-29.354	-29.386	-29.390	-29.390	-29.352	-29.390	-29.352	-29.318	-29.355	-29.386	-29.423	-29.390	-29.390	-29.457	-29.383	-29.389	-29.354	-29.392	-29.318	-29.385	-29.424	-29.385	-29.352	-29.352	-29.389	-29.352	-29.351	-29.427	-29.426	-29.423	-142.791	-142.791	-142.794	-142.830	-142.799	-142.765	-142.759	-142.799	-142.759	-142.762	-142.730	-142.830	-142.692	-142.765	-142.765	-142.866	-142.789	-142.795	-142.686	-142.762	-142.800	-142.726	-142.806	-142.726	-142.736	-142.736	-142.701	-142.736	-142.624	-142.766	-142.701	-142.873	258.353	258.353	258.352	258.342	258.338	258.336	258.350	258.338	258.350	258.363	258.346	258.342	258.317	258.336	258.336	258.318	258.340	258.338	258.343	258.334	258.366	258.334	258.326	258.334	258.348	258.348	258.331	258.348	258.339	258.321	258.317	258.331	2016_7_16_10_28_56
FLQS304AGRX8____	-29.244	-29.244	-29.206	-29.238	-29.241	-29.245	-29.202	-29.241	-29.202	-29.208	-29.207	-29.238	-29.320	-29.245	-29.245	-29.315	-29.278	-29.241	-29.202	-29.246	-29.168	-29.283	-29.277	-29.283	-29.243	-29.243	-29.237	-29.243	-29.293	-29.279	-29.284	-29.282	-142.873	-142.873	-142.874	-142.907	-142.878	-142.844	-142.834	-142.878	-142.834	-142.841	-142.813	-142.907	-142.770	-142.844	-142.844	-142.904	-142.904	-142.876	-142.766	-142.845	-142.874	-142.803	-142.883	-142.803	-142.815	-142.815	-142.779	-142.815	-142.698	-142.845	-142.775	-142.911	258.521	258.521	258.536	258.526	258.522	258.518	258.534	258.522	258.534	258.532	258.530	258.526	258.483	258.518	258.518	258.496	258.510	258.522	258.529	258.518	258.550	258.500	258.509	258.500	258.517	258.517	258.516	258.517	258.488	258.505	258.498	258.509	2016_7_16_10_28_59
FLQS304UGRX2____	-29.009	-29.009	-29.011	-29.043	-29.048	-29.048	-29.005	-29.048	-29.005	-29.015	-29.015	-29.043	-29.127	-29.048	-29.048	-29.125	-29.085	-29.048	-29.006	-29.051	-28.974	-29.088	-29.082	-29.088	-29.048	-29.048	-29.044	-29.048	-29.018	-29.084	-29.091	-29.087	-142.865	-142.865	-142.820	-142.854	-142.826	-142.794	-142.826	-142.826	-142.826	-142.790	-142.762	-142.854	-142.718	-142.794	-142.794	-142.850	-142.854	-142.826	-142.754	-142.793	-142.819	-142.751	-142.870	-142.751	-142.804	-142.804	-142.726	-142.804	-142.684	-142.831	-142.760	-142.857	258.582	258.582	258.577	258.568	258.564	258.561	258.580	258.564	258.580	258.574	258.571	258.568	258.525	258.561	258.561	258.536	258.551	258.564	258.574	258.560	258.591	258.542	258.554	258.542	258.562	258.562	258.557	258.562	258.564	258.550	258.542	258.551	2016_7_16_10_29_02
FLQS3023GRX8____	-29.140	-29.140	-29.139	-29.135	-29.136	-29.181	-29.139	-29.136	-29.139	-29.103	-29.104	-29.135	-29.267	-29.181	-29.181	-29.249	-29.172	-29.178	-29.138	-29.177	-29.108	-29.218	-29.213	-29.218	-29.177	-29.177	-29.176	-29.177	-29.147	-29.213	-29.219	-29.175	-142.761	-142.761	-142.758	-142.796	-142.813	-142.777	-142.726	-142.813	-142.726	-142.729	-142.702	-142.796	-142.658	-142.777	-142.777	-142.833	-142.794	-142.761	-142.692	-142.734	-142.761	-142.693	-142.773	-142.693	-142.704	-142.704	-142.713	-142.704	-142.633	-142.737	-142.758	-142.842	258.495	258.495	258.495	258.500	258.501	258.481	258.493	258.501	258.493	258.507	258.505	258.500	258.438	258.481	258.481	258.459	258.486	258.481	258.491	258.479	258.508	258.460	258.468	258.460	258.477	258.477	258.478	258.477	258.483	258.465	258.465	258.488	2016_7_16_10_29_04
FLQS3075GRX8____	-29.040	-29.040	-28.974	-29.006	-29.043	-29.046	-29.014	-29.043	-29.014	-28.976	-28.975	-29.006	-29.118	-29.046	-29.046	-29.109	-29.071	-29.045	-29.015	-29.048	-28.978	-29.080	-29.078	-29.080	-29.046	-29.046	-29.050	-29.046	-29.017	-29.080	-29.080	-29.076	-142.818	-142.818	-142.821	-142.853	-142.821	-142.783	-142.777	-142.821	-142.777	-142.783	-142.752	-142.853	-142.707	-142.783	-142.783	-142.848	-142.847	-142.815	-142.738	-142.780	-142.822	-142.744	-142.861	-142.744	-142.750	-142.750	-142.712	-142.750	-142.637	-142.823	-142.713	-142.855	258.665	258.665	258.691	258.681	258.664	258.660	258.672	258.664	258.672	258.687	258.685	258.681	258.626	258.660	258.660	258.641	258.655	258.663	258.668	258.659	258.689	258.644	258.654	258.644	258.657	258.657	258.653	258.657	258.660	258.650	258.641	258.654	2016_7_16_10_29_07
FLQS3089GRXL____	-29.619	-29.619	-29.582	-29.616	-29.619	-29.619	-29.586	-29.619	-29.586	-29.585	-29.585	-29.616	-29.688	-29.619	-29.619	-29.687	-29.649	-29.618	-29.587	-29.620	-29.551	-29.652	-29.650	-29.652	-29.617	-29.617	-29.619	-29.617	-29.581	-29.653	-29.648	-29.653	-142.868	-142.868	-142.871	-142.905	-142.875	-142.806	-142.835	-142.875	-142.835	-142.804	-142.770	-142.905	-142.725	-142.806	-142.806	-142.895	-142.898	-142.871	-142.802	-142.838	-142.832	-142.758	-142.877	-142.758	-142.806	-142.806	-142.772	-142.806	-142.691	-142.802	-142.772	-142.904	258.363	258.363	258.377	258.367	258.363	258.358	258.373	258.363	258.373	258.371	258.368	258.367	258.325	258.358	258.358	258.339	258.354	258.363	258.370	258.360	258.386	258.341	258.351	258.341	258.359	258.359	258.355	258.359	258.363	258.345	258.344	258.353	2016_7_16_10_29_10
