SN	Distance_X_LOGO_Front_Camera_RU1	Distance_X_LOGO_Front_Camera_RU2	Distance_X_LOGO_Front_Camera_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_RU1	Distance_Y_LOGO_Front_Camera_RU2	Distance_Y_LOGO_Front_Camera_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_RU1	Angle_Front_Camera_RU2	Angle_Front_Camera_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS31K2GRWM____	-25.839	-25.805	-25.804	-25.732	-25.872	-25.693	-25.874	-25.802	-25.699	-25.838	-25.804	-25.699	-25.772	-25.804	-25.772	-25.769	-25.944	-25.835	-25.740	-25.769	-25.805	-25.805	-25.905	-25.777	-25.836	-25.873	-25.977	-25.804	-25.769	-25.701	-25.944	-25.840	139.081	139.076	139.081	139.014	139.083	139.011	139.075	139.015	139.041	139.146	139.091	139.042	139.038	139.091	139.111	139.049	139.112	139.081	138.927	138.987	139.008	139.017	139.046	138.997	139.078	139.050	139.182	139.109	139.011	139.147	138.897	139.111	100.620	100.607	100.606	100.583	100.633	100.567	100.634	100.610	100.567	100.615	100.606	100.567	100.597	100.606	100.591	100.595	100.660	100.619	100.592	100.599	100.612	100.612	100.649	100.602	100.619	100.636	100.668	100.604	100.597	100.560	100.676	100.618	2016_7_16_9_51_08
FLQS31QAGRX2____	-25.833	-25.798	-25.799	-25.730	-25.921	-25.656	-25.828	-25.797	-25.694	-25.803	-25.799	-25.691	-25.816	-25.799	-25.767	-25.796	-25.945	-25.833	-25.772	-25.764	-25.799	-25.835	-25.870	-25.772	-25.834	-25.873	-25.946	-25.801	-25.764	-25.734	-25.942	-25.837	139.136	139.054	139.095	139.036	139.097	139.028	139.046	139.033	139.104	139.203	139.154	139.056	139.062	139.154	139.172	139.022	139.176	139.133	138.987	139.004	139.022	138.991	139.062	139.049	139.136	139.118	139.193	139.125	138.986	139.121	138.914	139.168	100.435	100.427	100.424	100.401	100.473	100.372	100.439	100.428	100.382	100.418	100.420	100.384	100.433	100.420	100.405	100.428	100.476	100.435	100.421	100.417	100.430	100.446	100.455	100.417	100.435	100.452	100.475	100.423	100.418	100.396	100.494	100.434	2016_7_16_9_51_11
FLQS32CMGRWM____	-25.801	-25.766	-25.765	-25.696	-25.835	-25.626	-25.733	-25.730	-25.628	-25.764	-25.763	-25.625	-25.698	-25.763	-25.766	-25.727	-25.911	-25.799	-25.664	-25.728	-25.767	-25.766	-25.833	-25.736	-25.798	-25.835	-25.913	-25.769	-25.729	-25.665	-25.908	-25.770	139.078	139.050	139.077	139.010	139.077	138.980	139.073	139.013	139.040	139.119	139.058	139.040	139.035	139.058	139.082	139.019	139.109	139.077	138.927	138.980	139.006	138.985	139.043	138.972	139.074	139.049	139.177	139.078	138.980	139.115	138.898	139.107	100.537	100.525	100.523	100.500	100.550	100.474	100.510	100.513	100.470	100.519	100.523	100.470	100.499	100.523	100.522	100.512	100.578	100.536	100.493	100.515	100.529	100.530	100.552	100.519	100.536	100.552	100.574	100.524	100.515	100.480	100.593	100.522	2016_7_16_9_51_14
FLQS300WGRX8____	-26.263	-26.233	-26.228	-26.157	-26.298	-26.120	-26.229	-26.225	-26.118	-26.229	-26.230	-26.117	-26.195	-26.230	-26.195	-26.225	-26.370	-26.263	-26.161	-26.191	-26.228	-26.264	-26.301	-26.197	-26.262	-26.298	-26.374	-26.231	-26.191	-26.123	-26.370	-26.268	139.070	139.071	139.067	138.996	139.071	138.928	139.068	138.998	139.034	139.139	139.068	139.031	139.030	139.068	139.102	139.001	139.103	139.067	138.927	138.926	138.996	138.970	139.036	138.996	139.070	139.034	139.170	139.101	138.967	139.138	138.892	139.105	100.859	100.847	100.845	100.822	100.872	100.812	100.845	100.849	100.804	100.840	100.846	100.803	100.835	100.846	100.829	100.849	100.899	100.859	100.829	100.841	100.850	100.866	100.876	100.838	100.858	100.875	100.895	100.843	100.838	100.798	100.915	100.858	2016_7_16_9_51_18
FLQS302CGRX8____	-25.979	-25.792	-25.792	-25.719	-25.874	-25.650	-25.874	-25.804	-25.839	-25.792	-25.804	-25.642	-25.728	-25.804	-25.758	-25.722	-25.938	-25.839	-25.695	-25.750	-25.791	-25.804	-25.874	-25.730	-25.829	-25.864	-25.934	-25.833	-25.755	-25.656	-25.937	-25.832	139.088	139.128	139.092	139.031	139.088	139.026	139.018	139.018	138.982	139.201	138.948	138.961	139.047	138.948	139.171	139.111	139.237	138.948	138.981	139.032	138.980	138.948	138.913	139.047	139.130	139.111	139.194	139.123	138.980	139.158	138.912	139.225	100.610	100.533	100.536	100.511	100.569	100.484	100.574	100.546	100.562	100.528	100.551	100.485	100.513	100.551	100.516	100.506	100.583	100.565	100.505	100.523	100.543	100.551	100.582	100.514	100.548	100.563	100.585	100.550	100.529	100.477	100.607	100.542	2016_7_16_9_51_20
FLQS304AGRX8____	-25.917	-25.880	-25.879	-25.808	-25.949	-25.739	-25.875	-25.876	-25.767	-25.876	-25.880	-25.772	-25.849	-25.880	-25.845	-25.840	-26.017	-25.913	-25.811	-25.840	-25.876	-25.880	-25.949	-25.845	-25.911	-25.950	-26.016	-25.878	-25.876	-25.772	-26.019	-25.916	139.094	139.068	139.092	138.979	139.095	138.985	139.064	138.989	139.028	139.138	139.060	139.056	139.058	139.060	139.132	139.024	139.131	139.055	138.956	138.932	138.987	138.990	139.060	138.991	139.093	139.021	139.170	139.160	138.940	139.201	138.884	139.098	100.630	100.617	100.615	100.595	100.643	100.567	100.616	100.622	100.575	100.611	100.618	100.575	100.606	100.618	100.599	100.604	100.667	100.631	100.598	100.612	100.622	100.623	100.645	100.609	100.628	100.649	100.664	100.610	100.625	100.565	100.686	100.629	2016_7_16_9_51_23
FLQS304UGRX2____	-26.383	-26.348	-26.347	-26.278	-26.416	-26.209	-26.345	-26.347	-26.240	-26.347	-26.349	-26.240	-26.315	-26.349	-26.313	-26.346	-26.487	-26.380	-26.281	-26.342	-26.350	-26.351	-26.418	-26.315	-26.379	-26.416	-26.490	-26.349	-26.311	-26.242	-26.489	-26.385	139.036	139.036	139.033	138.956	139.035	138.960	139.038	138.961	139.003	139.107	139.034	138.998	138.995	139.034	139.070	138.994	139.072	139.033	138.893	138.885	138.961	138.963	138.999	138.964	139.033	138.995	139.144	139.067	138.963	139.107	138.856	139.072	100.677	100.663	100.663	100.641	100.690	100.613	100.662	100.668	100.622	100.657	100.663	100.623	100.653	100.663	100.646	100.665	100.716	100.676	100.647	100.672	100.669	100.669	100.693	100.655	100.675	100.693	100.711	100.661	100.654	100.615	100.733	100.675	2016_7_16_9_51_26
FLQS3023GRX8____	-26.096	-26.061	-26.058	-25.989	-26.129	-25.919	-26.053	-26.056	-25.947	-26.056	-26.060	-25.950	-26.028	-26.060	-26.025	-26.022	-26.195	-26.093	-25.994	-26.022	-26.060	-26.061	-26.129	-26.027	-26.092	-26.130	-26.195	-26.055	-26.023	-25.953	-26.201	-26.095	139.004	138.974	138.969	138.888	139.003	138.896	138.976	138.896	138.967	139.047	138.964	138.884	138.935	138.964	139.009	138.929	139.013	139.001	138.864	138.842	138.931	138.897	138.934	138.908	138.971	138.929	139.081	139.009	138.895	139.072	138.799	139.039	100.695	100.683	100.683	100.661	100.708	100.633	100.680	100.687	100.639	100.676	100.684	100.646	100.673	100.684	100.666	100.671	100.734	100.694	100.665	100.678	100.686	100.689	100.713	100.675	100.696	100.714	100.729	100.678	100.674	100.633	100.752	100.692	2016_7_16_9_51_30
FLQS3075GRX8____	-26.317	-26.315	-26.283	-26.214	-26.352	-26.150	-26.315	-26.283	-26.181	-26.280	-26.318	-26.174	-26.251	-26.318	-26.250	-26.248	-26.428	-26.315	-26.250	-26.249	-26.285	-26.283	-26.352	-26.255	-26.351	-26.352	-26.425	-26.284	-26.251	-26.214	-26.424	-26.353	139.004	139.003	139.007	138.954	139.007	138.946	138.957	138.956	138.975	139.034	139.084	138.882	138.967	139.084	139.046	138.985	139.045	139.005	138.866	138.913	138.936	138.952	138.966	138.932	139.005	138.983	139.069	139.045	138.952	138.991	138.843	139.041	100.644	100.644	100.631	100.607	100.658	100.582	100.647	100.635	100.592	100.627	100.639	100.597	100.621	100.639	100.614	100.618	100.685	100.644	100.628	100.624	100.637	100.635	100.661	100.625	100.658	100.660	100.683	100.628	100.622	100.604	100.699	100.656	2016_7_16_9_51_32
FLQS3089GRXL____	-25.777	-25.732	-25.741	-25.673	-25.813	-25.592	-25.706	-25.732	-24.962	-25.748	-25.741	-25.635	-25.707	-25.741	-25.767	-25.704	-25.890	-25.775	-25.717	-25.705	-25.708	-25.732	-25.802	-25.677	-25.814	-25.872	-25.892	-25.748	-25.697	-25.646	-25.886	-25.745	139.134	138.944	139.134	139.072	139.135	139.014	139.122	139.014	139.042	139.255	139.109	139.088	139.090	139.109	139.119	139.066	139.171	139.133	138.876	139.032	139.058	139.014	138.979	139.043	139.130	138.909	139.234	139.163	139.014	139.197	138.951	139.162	100.572	100.568	100.558	100.535	100.586	100.507	100.545	100.563	100.254	100.552	100.560	100.519	100.547	100.560	100.569	100.548	100.614	100.571	100.567	100.551	100.550	100.563	100.594	100.539	100.587	100.627	100.610	100.558	100.549	100.515	100.629	100.557	2016_7_16_9_51_35
