SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS339XHFM1____	0.089	0.025	0.090	0.026	0.026	0.026	0.025	0.025	0.028	0.088	0.026	0.027	0.056	0.088	0.028	0.056	0.025	0.059	0.027	0.027	-0.002	0.056	0.057	0.056	0.026	0.057	0.055	0.027	0.027	0.028	0.059	0.089	0.046	0.012	0.047	0.044	0.013	0.044	0.046	0.046	0.013	0.046	0.013	0.050	0.047	0.015	0.047	0.015	0.046	0.011	0.044	0.047	0.050	0.045	0.045	0.043	0.012	0.044	0.045	0.044	0.046	0.047	0.045	0.046	0.696	0.681	0.696	0.665	0.681	0.665	0.664	0.664	0.682	0.696	0.681	0.663	0.679	0.711	0.665	0.695	0.665	0.699	0.665	0.664	0.648	0.680	0.680	0.681	0.681	0.681	0.679	0.666	0.665	0.665	0.681	0.696	0.044	0.038	0.677	2016_7_15_16_03_39
F2LS3HFRHFM5____	0.065	0.065	0.064	0.065	0.066	0.065	0.063	0.066	0.068	0.064	0.066	0.068	0.032	0.063	0.066	0.065	0.065	0.069	0.064	0.031	0.068	0.031	0.065	0.063	0.065	0.065	0.065	0.065	0.065	0.030	0.065	0.065	0.127	0.124	0.127	0.127	0.126	0.125	0.088	0.127	0.125	0.088	0.126	0.088	0.127	0.125	0.127	0.124	0.125	0.088	0.127	0.087	0.123	0.128	0.087	0.127	0.090	0.128	0.087	0.126	0.127	0.088	0.125	0.127	0.644	0.645	0.644	0.643	0.644	0.644	0.662	0.644	0.646	0.662	0.644	0.665	0.627	0.644	0.644	0.645	0.644	0.664	0.643	0.646	0.646	0.626	0.663	0.643	0.662	0.644	0.663	0.644	0.644	0.645	0.644	0.644	0.061	0.115	0.647	2016_7_15_16_03_42
F2LS3JESHFM5____	-0.029	0.002	0.004	0.038	0.002	0.001	0.003	0.002	0.002	-0.029	0.002	0.000	0.003	-0.030	-0.034	0.004	0.001	0.001	0.003	0.005	0.001	-0.031	0.036	0.003	0.038	-0.029	0.005	0.003	0.006	-0.030	0.004	-0.029	0.077	0.107	0.064	0.064	0.062	0.027	0.066	0.020	0.077	0.078	0.062	0.076	0.065	0.079	0.065	0.109	0.065	0.077	0.064	0.107	0.074	0.030	0.063	0.106	0.110	0.078	0.064	0.108	0.162	0.071	0.022	0.077	-0.052	-0.052	-0.030	-0.014	-0.030	-0.013	-0.031	-0.010	-0.037	-0.054	-0.030	-0.038	-0.031	-0.055	-0.049	-0.052	-0.032	-0.038	-0.030	-0.051	-0.036	-0.030	-0.014	-0.051	-0.035	-0.053	-0.029	-0.052	-0.077	-0.049	-0.008	-0.052	-0.002	0.074	-0.038	2016_7_15_16_03_44
F2LS3HFBHFM5____	0.135	0.133	0.132	0.134	0.133	0.103	0.101	0.163	0.132	0.134	0.133	0.101	0.133	0.131	0.133	0.132	0.130	0.134	0.102	0.132	0.102	0.134	0.133	0.129	0.133	0.104	0.132	0.102	0.133	0.133	0.134	0.135	-0.116	-0.119	-0.117	-0.084	-0.118	-0.085	-0.084	-0.083	-0.084	-0.117	-0.118	-0.084	-0.085	-0.115	-0.085	-0.115	-0.115	-0.119	-0.086	-0.116	-0.085	-0.082	-0.114	-0.085	-0.115	-0.084	-0.117	-0.086	-0.116	-0.086	-0.083	-0.116	0.798	0.798	0.797	0.782	0.798	0.767	0.767	0.796	0.781	0.798	0.798	0.765	0.783	0.796	0.783	0.797	0.796	0.800	0.767	0.797	0.766	0.782	0.796	0.780	0.797	0.767	0.798	0.767	0.797	0.783	0.782	0.798	0.127	-0.100	0.787	2016_7_15_16_03_47
F2LS3A7AHFM2____	0.104	0.072	0.102	0.073	0.104	0.073	0.072	0.105	0.104	0.102	0.104	0.075	0.102	0.102	0.103	0.101	0.070	0.108	0.105	0.100	0.105	0.074	0.103	0.073	0.074	0.103	0.101	0.071	0.100	0.102	0.072	0.104	0.033	0.004	0.033	0.001	0.001	0.002	0.033	0.001	0.002	0.033	0.001	0.032	0.000	0.001	0.001	-0.001	0.002	0.002	0.000	-0.000	-0.005	0.003	0.032	0.035	-0.000	0.032	-0.001	0.005	0.032	0.033	0.002	0.033	0.036	0.034	0.035	0.036	0.051	0.035	0.019	0.052	0.050	0.034	0.051	0.022	0.050	0.050	0.051	0.051	0.034	0.053	0.052	0.050	0.054	0.035	0.035	0.019	0.037	0.035	0.050	0.034	0.035	0.035	0.036	0.036	0.093	0.012	0.040	2016_7_15_16_03_50
F2LS3A8AGRXL____	-0.102	-0.039	-0.106	-0.040	-0.039	-0.073	-0.071	-0.039	-0.069	-0.107	-0.039	-0.066	-0.103	-0.003	-0.072	-0.104	-0.072	-0.070	-0.041	-0.072	-0.069	-0.074	-0.071	-0.072	-0.071	-0.100	-0.105	-0.041	-0.103	-0.070	-0.041	-0.102	-0.166	-0.199	-0.198	-0.199	-0.199	-0.198	-0.165	-0.198	-0.197	-0.161	-0.199	-0.157	-0.197	-0.158	-0.197	-0.196	-0.200	-0.162	-0.199	-0.195	-0.159	-0.233	-0.160	-0.164	-0.161	-0.166	-0.198	-0.162	-0.165	-0.165	-0.199	-0.166	0.032	0.080	0.046	0.078	0.079	0.063	0.047	0.079	0.063	0.026	0.079	0.044	0.046	0.076	0.062	0.046	0.063	0.046	0.077	0.061	0.044	0.079	0.044	0.046	0.044	0.033	0.046	0.060	0.031	0.047	0.079	0.032	-0.070	-0.182	0.056	2016_7_15_16_03_53
F2LS39Q6GRXL____	0.018	0.018	0.019	0.016	0.047	-0.017	0.015	0.015	0.017	0.045	0.047	0.047	0.018	0.019	0.018	0.018	0.017	0.015	0.016	0.018	0.016	0.018	0.019	0.015	0.048	0.018	0.018	0.018	0.047	0.019	0.016	0.018	-0.075	-0.107	-0.076	-0.106	-0.109	-0.077	-0.074	-0.108	-0.077	-0.076	-0.109	-0.075	-0.106	-0.076	-0.106	-0.104	-0.076	-0.075	-0.076	-0.106	-0.076	-0.076	-0.076	-0.077	-0.076	-0.043	-0.075	-0.076	-0.077	-0.107	-0.106	-0.075	-0.628	-0.612	-0.628	-0.614	-0.597	-0.644	-0.630	-0.613	-0.628	-0.614	-0.597	-0.613	-0.612	-0.627	-0.613	-0.614	-0.628	-0.629	-0.629	-0.613	-0.629	-0.628	-0.627	-0.629	-0.613	-0.644	-0.627	-0.628	-0.614	-0.612	-0.614	-0.628	0.022	-0.085	-0.621	2016_7_15_16_03_56
F2LS38VQGRXL____	0.041	0.012	0.011	0.013	0.015	0.012	0.012	0.012	0.011	0.010	0.015	0.010	0.010	0.011	0.012	0.043	0.011	0.010	0.045	0.009	0.012	0.010	0.042	0.012	0.009	0.041	0.010	0.012	0.010	0.044	0.013	0.041	-0.173	-0.203	-0.202	-0.203	-0.170	-0.203	-0.172	-0.201	-0.201	-0.171	-0.170	-0.169	-0.204	-0.203	-0.201	-0.203	-0.203	-0.202	-0.202	-0.203	-0.201	-0.233	-0.165	-0.170	-0.202	-0.205	-0.203	-0.203	-0.172	-0.170	-0.171	-0.173	0.106	0.107	0.106	0.107	0.092	0.107	0.091	0.106	0.105	0.089	0.092	0.089	0.105	0.106	0.106	0.122	0.106	0.106	0.122	0.105	0.105	0.120	0.102	0.090	0.105	0.122	0.106	0.107	0.090	0.107	0.090	0.106	0.018	-0.192	0.104	2016_7_15_16_03_59
F2LS30UNGRX8____	-0.151	-0.151	-0.152	-0.151	-0.151	-0.150	-0.152	-0.153	-0.150	-0.151	-0.151	-0.184	-0.183	-0.151	-0.151	-0.151	-0.151	-0.148	-0.185	-0.151	-0.183	-0.150	-0.151	-0.151	-0.183	-0.149	-0.183	-0.151	-0.152	-0.148	-0.152	-0.151	-0.196	-0.165	-0.198	-0.161	-0.164	-0.194	-0.195	-0.163	-0.161	-0.195	-0.164	-0.164	-0.197	-0.196	-0.161	-0.163	-0.163	-0.194	-0.130	-0.163	-0.129	-0.196	-0.166	-0.198	-0.162	-0.164	-0.163	-0.197	-0.197	-0.166	-0.194	-0.196	0.023	0.007	0.023	0.004	0.007	0.022	0.021	0.005	0.005	0.022	0.007	-0.009	0.007	0.023	0.005	0.006	0.006	0.023	-0.027	0.006	-0.027	0.023	0.007	0.023	-0.010	0.007	-0.010	0.023	0.022	0.009	0.021	0.023	-0.157	-0.175	0.009	2016_7_15_16_04_02
F2LS3957GRXL____	0.068	0.066	0.036	0.066	0.066	0.068	0.070	0.067	0.102	0.099	0.066	0.102	0.066	0.067	0.137	0.067	0.070	0.103	0.068	0.066	0.102	0.101	0.099	0.034	0.068	0.100	0.067	0.066	0.036	0.067	0.068	0.068	-0.013	-0.013	-0.011	-0.014	-0.014	-0.013	-0.015	-0.015	-0.009	-0.012	-0.014	-0.011	-0.012	-0.009	-0.011	-0.012	-0.012	-0.009	-0.013	-0.012	-0.010	-0.012	-0.013	-0.013	-0.018	-0.012	-0.011	-0.014	-0.010	-0.012	-0.017	-0.013	-0.634	-0.635	-0.650	-0.635	-0.635	-0.634	-0.632	-0.634	-0.619	-0.619	-0.635	-0.619	-0.635	-0.636	-0.601	-0.635	-0.634	-0.619	-0.635	-0.636	-0.619	-0.619	-0.618	-0.651	-0.632	-0.619	-0.635	-0.635	-0.652	-0.635	-0.632	-0.634	0.075	-0.012	-0.631	2016_7_15_16_04_05
