SN	Distance_X_LOGO_Battery_Up1	Distance_X_LOGO_Battery_Up2	Distance_X_LOGO_Battery_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Up1	Distance_Y_LOGO_Battery_Up2	Distance_Y_LOGO_Battery_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Up1	Angle_Battery_Up2	Angle_Battery_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS339XHFM1____	0.841	0.951	0.942	0.795	0.841	0.892	0.892	0.892	0.841	0.841	0.836	0.831	0.841	0.764	0.841	0.906	0.892	0.841	0.841	0.841	0.841	0.892	0.841	0.841	0.841	0.892	0.841	0.892	0.833	0.775	0.892	0.744	0.470	0.461	0.452	0.452	0.397	0.414	0.463	0.475	0.452	0.417	0.403	0.393	0.407	0.403	0.452	0.461	0.336	0.403	0.409	0.400	0.463	0.452	0.471	0.537	0.466	0.311	0.474	0.311	0.417	0.516	0.346	0.388	-0.120	-0.252	-0.265	-0.201	-0.199	-0.227	-0.227	-0.298	-0.293	-0.143	-0.196	-0.194	-0.085	-0.166	-0.106	-0.234	-0.275	-0.302	-0.227	-0.112	-0.141	-0.227	-0.201	-0.292	-0.356	-0.227	-0.356	-0.234	-0.198	-0.180	-0.348	-0.156	0.853	0.427	-0.220	2016_7_15_11_24_28
F2LS3HFRHFM5____	0.399	0.412	0.467	0.464	0.588	0.478	0.522	0.468	0.546	0.412	0.463	0.463	0.590	0.409	0.463	0.552	0.467	0.463	0.597	0.335	0.463	0.463	0.412	0.463	0.475	0.412	0.463	0.412	0.538	0.464	0.474	0.412	0.126	0.089	0.125	0.126	0.095	0.191	0.189	0.186	0.071	0.127	0.034	-0.012	0.120	0.124	0.127	0.060	0.025	0.057	0.120	0.120	0.007	0.120	0.162	0.120	0.189	0.197	0.061	0.197	0.062	0.034	0.124	0.045	0.020	-0.003	-0.010	-0.010	-0.061	-0.021	-0.041	-0.017	-0.040	0.014	0.095	0.095	-0.077	0.014	0.056	-0.042	-0.010	-0.003	-0.085	0.035	-0.003	0.106	-0.101	-0.003	-0.020	0.087	-0.003	0.087	-0.036	0.065	-0.014	0.020	0.469	0.107	0.003	2016_7_15_11_24_32
F2LS3JESHFM5____	0.632	0.738	0.738	0.631	0.639	0.738	0.846	0.757	0.825	0.757	0.776	0.639	0.738	0.738	0.738	0.757	0.757	0.883	0.738	0.738	0.738	0.821	0.757	0.639	0.776	0.782	0.757	0.782	0.757	0.796	0.757	0.738	-0.016	-0.013	-0.022	-0.014	-0.012	0.013	-0.116	-0.021	-0.015	0.004	0.011	-0.046	-0.020	-0.058	-0.022	0.008	-0.054	0.008	0.105	-0.014	-0.004	-0.115	-0.020	-0.011	-0.020	0.012	-0.138	0.012	-0.054	0.094	0.015	0.090	-0.295	-0.460	-0.345	-0.296	-0.296	-0.345	-0.380	-0.260	-0.381	-0.412	-0.360	-0.296	-0.258	-0.203	-0.189	-0.424	-0.278	-0.408	-0.265	-0.187	-0.196	-0.370	-0.398	-0.296	-0.359	-0.364	-0.413	-0.364	-0.348	-0.377	-0.263	-0.246	0.747	-0.014	-0.323	2016_7_15_11_24_37
F2LS3HFBHFM5____	-0.069	-0.021	-0.021	-0.013	-0.073	0.034	-0.021	-0.021	-0.057	-0.013	-0.139	-0.021	-0.145	0.018	-0.021	0.048	-0.019	-0.057	-0.013	0.040	-0.021	0.001	-0.057	-0.021	-0.013	-0.021	0.042	-0.019	0.103	0.043	-0.075	-0.021	0.210	0.115	0.210	0.151	0.092	0.213	0.154	0.272	0.155	0.210	0.148	0.163	0.210	0.191	0.093	0.208	0.098	0.178	0.088	0.140	0.142	0.088	0.208	0.272	0.207	0.081	0.216	0.081	0.148	0.163	0.153	0.190	-0.016	0.081	-0.036	-0.035	-0.003	-0.061	0.036	-0.174	0.096	-0.040	0.021	-0.035	0.017	-0.052	0.040	-0.067	-0.028	0.099	-0.171	-0.057	-0.108	-0.036	-0.020	0.032	-0.036	-0.160	-0.065	-0.160	-0.086	-0.047	-0.008	-0.119	-0.020	0.164	-0.037	2016_7_15_11_24_41
F2LS3A7AHFM2____	0.632	0.737	0.632	0.699	0.645	0.650	0.632	0.600	0.704	0.600	0.645	0.536	0.632	0.632	0.679	0.591	0.600	0.632	0.710	0.566	0.719	0.528	0.600	0.600	0.591	0.600	0.700	0.600	0.704	0.672	0.600	0.544	0.077	0.232	0.156	0.071	0.134	0.135	0.073	0.143	0.013	0.032	0.196	0.131	0.064	0.012	0.044	0.072	0.139	0.138	0.117	-0.000	0.072	0.132	0.131	0.117	0.117	0.131	0.217	0.131	0.074	0.117	0.099	0.117	-0.255	-0.315	-0.335	-0.284	-0.265	-0.268	-0.183	-0.147	-0.282	-0.146	-0.271	-0.218	-0.352	-0.182	-0.274	-0.237	-0.136	-0.190	-0.305	-0.220	-0.293	-0.214	-0.187	-0.316	-0.237	-0.247	-0.299	-0.247	-0.287	-0.289	-0.182	-0.220	0.632	0.107	-0.246	2016_7_15_11_24_44
F2LS3A8AGRXL____	-0.080	-0.051	-0.127	-0.050	-0.209	-0.127	-0.080	-0.127	-0.057	-0.010	-0.190	-0.127	-0.127	-0.127	-0.127	-0.194	-0.134	-0.006	-0.134	-0.127	-0.127	-0.080	-0.181	-0.127	-0.134	-0.134	-0.127	-0.134	-0.134	-0.127	-0.076	-0.249	-0.024	-0.142	-0.141	-0.086	-0.099	-0.129	-0.143	-0.116	-0.139	-0.144	-0.176	-0.008	-0.080	-0.059	-0.121	-0.012	-0.121	-0.140	-0.116	-0.073	-0.181	-0.197	-0.099	-0.086	-0.080	-0.116	-0.140	-0.116	-0.013	-0.056	-0.139	-0.116	0.074	0.183	0.351	0.178	0.230	0.353	0.196	0.335	0.185	0.165	0.246	0.280	0.109	0.138	0.216	0.233	0.216	0.163	0.216	0.125	0.292	0.196	0.236	0.105	0.216	0.230	0.216	0.230	0.230	0.216	0.193	0.252	-0.120	-0.106	0.213	2016_7_15_11_24_48
F2LS39Q6GRXL____	0.161	0.161	0.178	0.222	0.278	0.228	0.110	0.331	0.164	0.222	0.350	0.178	0.317	0.164	0.099	0.350	0.108	0.164	0.244	0.262	0.178	0.222	0.288	0.161	0.222	0.222	0.178	0.222	0.161	0.178	0.178	0.237	-0.225	-0.129	-0.163	-0.285	-0.228	-0.258	-0.257	-0.228	-0.167	-0.167	-0.257	-0.298	-0.259	-0.259	-0.160	-0.297	-0.257	-0.321	-0.137	-0.257	-0.139	-0.228	-0.228	-0.279	-0.282	-0.324	-0.227	-0.324	-0.223	-0.259	-0.167	-0.196	0.280	0.143	0.244	0.202	0.107	0.116	0.168	0.068	0.136	0.150	0.039	0.142	0.115	0.272	0.165	0.066	0.187	0.150	0.098	0.120	0.257	0.038	0.072	0.291	0.253	0.124	0.256	0.124	0.143	0.243	0.142	0.106	0.210	-0.234	0.157	2016_7_15_11_24_51
F2LS38VQGRXL____	0.062	-0.071	0.085	-0.005	0.085	0.174	0.062	-0.004	0.042	-0.018	0.113	0.085	-0.004	0.151	0.042	0.085	0.102	0.042	0.085	0.112	0.085	0.190	0.062	0.062	0.042	0.085	0.055	0.085	0.042	0.055	0.102	0.062	0.472	0.259	0.408	0.352	0.383	0.449	0.361	0.413	0.336	0.361	0.284	0.361	0.361	0.460	0.361	0.453	0.468	0.334	0.391	0.334	0.352	0.361	0.383	0.413	0.413	0.336	0.397	0.336	0.334	0.352	0.383	0.361	-0.017	-0.058	-0.224	-0.095	-0.061	-0.184	-0.113	-0.113	-0.105	-0.091	-0.142	-0.152	-0.085	-0.175	-0.105	-0.025	-0.232	-0.098	-0.042	-0.145	-0.196	-0.158	-0.066	-0.012	-0.105	-0.219	-0.004	-0.219	-0.105	-0.098	-0.161	-0.172	0.067	0.376	-0.118	2016_7_15_11_24_56
F2LS30UNGRX8____	0.692	0.560	0.628	0.661	0.507	0.560	0.728	0.560	0.649	0.628	0.560	0.628	0.560	0.560	0.560	0.721	0.560	0.560	0.707	0.628	0.507	0.507	0.560	0.560	0.560	0.727	0.560	0.727	0.560	0.560	0.648	0.560	0.129	0.065	0.218	0.189	0.188	0.220	0.152	0.136	0.081	0.152	0.126	0.119	0.127	0.186	0.087	0.153	0.070	0.212	0.120	0.128	0.188	0.134	0.124	0.136	0.190	0.210	0.072	0.210	0.083	0.122	0.200	0.173	-0.358	-0.206	-0.409	-0.350	-0.282	-0.299	-0.376	-0.330	-0.335	-0.400	-0.248	-0.251	-0.158	-0.203	-0.185	-0.373	-0.198	-0.299	-0.363	-0.330	-0.156	-0.282	-0.158	-0.299	-0.217	-0.380	-0.416	-0.380	-0.179	-0.299	-0.345	-0.237	0.601	0.147	-0.291	2016_7_15_11_25_01
F2LS3957GRXL____	0.868	0.774	0.774	0.774	0.774	0.838	0.774	0.719	0.719	0.719	0.703	0.719	0.624	0.703	0.774	0.838	0.774	0.774	0.719	0.703	0.774	0.719	0.774	0.718	0.819	0.774	0.719	0.819	0.703	0.839	0.821	0.659	0.146	0.074	0.024	0.214	0.146	0.142	0.163	0.154	0.226	0.149	0.135	0.206	0.084	0.155	0.096	0.086	0.135	0.161	0.141	0.207	0.076	0.134	0.082	0.148	0.150	0.155	0.141	0.155	0.158	0.142	0.153	0.137	-0.558	-0.565	-0.578	-0.523	-0.431	-0.544	-0.493	-0.372	-0.493	-0.493	-0.487	-0.364	-0.446	-0.487	-0.430	-0.544	-0.577	-0.523	-0.373	-0.487	-0.523	-0.403	-0.424	-0.492	-0.538	-0.523	-0.493	-0.538	-0.487	-0.545	-0.538	-0.465	0.756	0.140	-0.492	2016_7_15_11_25_05
