,Distance_X_LOGO_MainBoard_RD1,Distance_X_LOGO_MainBoard_RD2,Distance_X_LOGO_MainBoard_RD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_RD1,Distance_Y_LOGO_MainBoard_RD2,Distance_Y_LOGO_MainBoard_RD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_RD1,Angle_MainBoard_RD2,Angle_MainBoard_RD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS3009GRWQ,-64.2265611544,-64.1595563959,-64.0805507852,-64.1225537681,-64.1235538391,-64.1245539102,-64.0855511403,-64.1215536971,-64.1245539102,-64.1215536971,-64.1235538391,-64.0835509983,-64.1205536261,-64.0815508562,-64.0805507852,-64.0815508562,-64.0835509983,-64.0845510693,-64.0805507852,-64.1225537681,-64.0815508562,-64.0815508562,-64.0805507852,-64.1565561829,-64.0805507852,-64.0805507852,-64.1225537681,-64.0805507852,-64.1235538391,-64.1225537681,-64.1235538391,-64.0845510693,-94.4517489379,-94.4177555065,-94.3877613024,-94.4517489379,-94.3827622683,-94.4147560861,-94.3477690301,-94.4117566657,-94.4147560861,-94.4117566657,-94.3827622683,-94.4187553134,-94.3817624615,-94.4127564725,-94.4497493243,-94.4127564725,-94.4187553134,-94.4177555065,-94.4497493243,-94.420754927,-94.4127564725,-94.4527487447,-94.4497493243,-94.4557481652,-94.3877613024,-94.3877613024,-94.420754927,-94.3877613024,-94.3827622683,-94.420754927,-94.4527487447,-94.4177555065,236.072,236.09,236.115,236.115,236.096,236.104,236.101,236.105,236.104,236.105,236.096,236.122,236.096,236.122,236.132,236.122,236.122,236.122,236.132,236.106,236.122,236.132,236.132,236.102,236.115,236.115,236.106,236.115,236.096,236.106,236.115,236.122
FLQS2F0LGRX5,-64.4190449026,-64.3850448789,-64.2680447973,-64.3460448517,-64.2710447994,-64.2700447987,-64.2310447715,-64.3480448531,-64.2700447987,-64.3480448531,-64.2710447994,-64.2670447966,-64.3470448524,-64.2680447973,-64.3060448238,-64.2680447973,-64.2670447966,-64.2310447715,-64.3060448238,-64.3100448266,-64.2680447973,-64.2710447994,-64.3060448238,-64.3460448517,-64.2680447973,-64.2680447973,-64.3100448266,-64.2680447973,-64.2710447994,-64.3100448266,-64.312044828,-64.2310447715,-94.218369513,-94.2143704735,-94.1833779177,-94.2843536641,-94.2163699932,-94.2473625491,-94.1423877632,-94.2133707136,-94.2473625491,-94.2133707136,-94.2163699932,-94.2173697531,-94.2173697531,-94.2463627892,-94.285353424,-94.2463627892,-94.2173697531,-94.218369513,-94.285353424,-94.2513615885,-94.2463627892,-94.2533611083,-94.285353424,-94.2503618287,-94.1833779177,-94.1833779177,-94.2513615885,-94.1833779177,-94.2163699932,-94.2513615885,-94.285353424,-94.218369513,235.378,235.391,235.431,235.427,235.438,235.448,235.434,235.406,235.448,235.406,235.438,235.44,235.407,235.448,235.444,235.448,235.44,235.456,235.444,235.433,235.448,235.449,235.444,235.417,235.431,235.431,235.433,235.431,235.438,235.433,235.441,235.456
FLQS2EQUGRX5,-63.9693851459,-63.9374114443,-63.8584763685,-63.8994426736,-63.8624730812,-63.8624730812,-63.8295002014,-63.8984434955,-63.8624730812,-63.8984434955,-63.8624730812,-63.8624730812,-63.8984434955,-63.8594755466,-63.861473903,-63.8594755466,-63.8624730812,-63.8265026668,-63.861473903,-63.8634722593,-63.8594755466,-63.827501845,-63.861473903,-63.8994426736,-63.8584763685,-63.8584763685,-63.8634722593,-63.8584763685,-63.8624730812,-63.8634722593,-63.8644714375,-63.8265026668,-94.2090390583,-94.2070401396,-94.1750574402,-94.2480179733,-94.2060406802,-94.2100385177,-94.1500709562,-94.2070401396,-94.2100385177,-94.2070401396,-94.2060406802,-94.2140363551,-94.1710596027,-94.2130368958,-94.2490174326,-94.2130368958,-94.2140363551,-94.2160352738,-94.2490174326,-94.2120374364,-94.2130368958,-94.2520158107,-94.2490174326,-94.2150358145,-94.1750574402,-94.1750574402,-94.2120374364,-94.1750574402,-94.2060406802,-94.2120374364,-94.2480179733,-94.2160352738,236.041,236.053,236.077,236.081,236.084,236.085,236.082,236.07,236.085,236.07,236.084,236.087,236.06,236.087,236.097,236.087,236.087,236.102,236.097,236.086,236.087,236.112,236.097,236.071,236.077,236.077,236.086,236.077,236.084,236.086,236.095,236.102
FLQS2DERGRX5,-64.544027636,-64.5119809505,-64.4338671544,-64.4759284292,-64.4408773669,-64.4398759079,-64.4008190099,-64.4759284292,-64.4398759079,-64.4759284292,-64.4408773669,-64.4358700723,-64.4749269703,-64.4348686133,-64.4348686133,-64.4348686133,-64.4358700723,-64.399817551,-64.4348686133,-64.4799342649,-64.4348686133,-64.399817551,-64.4348686133,-64.4779313471,-64.4338671544,-64.4338671544,-64.4799342649,-64.4338671544,-64.4408773669,-64.4799342649,-64.4408773669,-64.399817551,-94.1609263615,-94.1579268098,-94.1289311436,-94.1969209816,-94.1279312931,-94.1609263615,-94.1339303964,-94.1589266604,-94.1609263615,-94.1589266604,-94.1279312931,-94.1619262121,-94.1239318908,-94.1599265109,-94.1979208322,-94.1599265109,-94.1619262121,-94.1669254648,-94.1979208322,-94.2009203838,-94.1599265109,-94.1979208322,-94.1979208322,-94.1609263615,-94.1289311436,-94.1289311436,-94.2009203838,-94.1289311436,-94.1279312931,-94.2009203838,-94.1989206827,-94.1669254648,235.378,235.39,235.414,235.416,235.411,235.421,235.43,235.406,235.421,235.406,235.411,235.423,235.396,235.423,235.434,235.423,235.423,235.44,235.434,235.416,235.423,235.448,235.434,235.406,235.414,235.414,235.416,235.414,235.411,235.416,235.432,235.44
FLQS2CKUGRX5,-64.5187621849,-64.4857587259,-64.4147512836,-64.4507550571,-64.4157513884,-64.4157513884,-64.3807477197,-64.4507550571,-64.4157513884,-64.4507550571,-64.4157513884,-64.4147512836,-64.4507550571,-64.4147512836,-64.4137511788,-64.4147512836,-64.4147512836,-64.3797476149,-64.4137511788,-64.4157513884,-64.4147512836,-64.3787475101,-64.4137511788,-64.4497549523,-64.4147512836,-64.4147512836,-64.4157513884,-64.4147512836,-64.4157513884,-64.4157513884,-64.4167514933,-64.3797476149,-94.2177771154,-94.2157775022,-94.2217763419,-94.2907629991,-94.2227761486,-94.2537701539,-94.2217763419,-94.2537701539,-94.2537701539,-94.2537701539,-94.2227761486,-94.2167773088,-94.2187769221,-94.2507707341,-94.2877635792,-94.2507707341,-94.2167773088,-94.2507707341,-94.2877635792,-94.2557697672,-94.2507707341,-94.2857639659,-94.2877635792,-94.2537701539,-94.2217763419,-94.2217763419,-94.2557697672,-94.2217763419,-94.2227761486,-94.2557697672,-94.2897631924,-94.2507707341,235.27,235.283,235.314,235.319,235.314,235.323,235.328,235.308,235.323,235.308,235.314,235.313,235.299,235.323,235.333,235.323,235.313,235.337,235.333,235.324,235.323,235.348,235.333,235.309,235.314,235.314,235.324,235.314,235.314,235.324,235.333,235.337
FLQS2C9EGRX5,-64.4008353547,-64.3668454695,-64.2898683767,-64.3328555844,-64.2938671867,-64.2958665917,-64.2558784915,-64.2888686742,-64.2958665917,-64.2888686742,-64.2938671867,-64.2918677817,-64.2868692692,-64.2908680792,-64.2918677817,-64.2908680792,-64.2918677817,-64.256878194,-64.2918677817,-64.2958665917,-64.2908680792,-64.2558784915,-64.2918677817,-64.3308561794,-64.2898683767,-64.2898683767,-64.2958665917,-64.2898683767,-64.2938671867,-64.2958665917,-64.2968662942,-64.256878194,-94.2168299356,-94.2148307455,-94.1878416796,-94.2598125221,-94.1888412747,-94.2218279108,-94.1938392498,-94.2198287207,-94.2218279108,-94.2198287207,-94.1888412747,-94.2248266959,-94.1848428945,-94.2258262909,-94.2628113072,-94.2258262909,-94.2248266959,-94.227825481,-94.2628113072,-94.226825886,-94.2258262909,-94.2608121171,-94.2628113072,-94.2238271009,-94.1878416796,-94.1878416796,-94.226825886,-94.1878416796,-94.1888412747,-94.226825886,-94.2598125221,-94.227825481,235.957,235.97,235.994,235.997,235.993,236.002,236.01,236.004,236.002,236.004,235.993,236.004,235.995,236.005,236.015,236.005,236.004,236.019,236.015,236.003,236.005,236.029,236.015,235.987,235.994,235.994,236.003,235.994,235.993,236.003,236.012,236.019
FLQS2C6NGRX5,-64.4547504818,-64.4247450116,-64.3047231309,-64.3857379004,-64.3487311538,-64.3497313361,-64.3117244073,-64.3857379004,-64.3497313361,-64.3857379004,-64.3487311538,-64.3057233132,-64.384737718,-64.3057233132,-64.3447304245,-64.3057233132,-64.3057233132,-64.3077236779,-64.3447304245,-64.3497313361,-64.3057233132,-64.3097240426,-64.3447304245,-64.3857379004,-64.3047231309,-64.3047231309,-64.3497313361,-64.3047231309,-64.3487311538,-64.3497313361,-64.3497313361,-64.3077236779,-94.293993745,-94.2999957178,-94.2709861826,-94.3380082123,-94.2669848674,-94.2999957178,-94.2729868402,-94.2969947314,-94.2999957178,-94.2969947314,-94.2669848674,-94.3059976906,-94.263983881,-94.298995389,-94.3360075547,-94.298995389,-94.3059976906,-94.298995389,-94.3360075547,-94.303997033,-94.298995389,-94.3310059107,-94.3360075547,-94.3029967042,-94.2709861826,-94.2709861826,-94.303997033,-94.2709861826,-94.2669848674,-94.303997033,-94.3380082123,-94.298995389,235.914,235.928,235.969,235.954,235.95,235.959,235.967,235.943,235.959,235.943,235.95,235.979,235.934,235.977,235.971,235.977,235.979,235.976,235.971,235.96,235.977,235.984,235.971,235.945,235.969,235.969,235.96,235.969,235.95,235.96,235.97,235.976
FLQS2BJ4GRX5,-64.1722100085,-64.1401989295,-64.0661733092,-64.1041864656,-64.0681740017,-64.0671736554,-64.0321615377,-64.1021857731,-64.0671736554,-64.1021857731,-64.0681740017,-64.065172963,-64.1011854269,-64.0661733092,-64.0641726168,-64.0661733092,-64.065172963,-64.0301608453,-64.0641726168,-64.0681740017,-64.0661733092,-64.0311611915,-64.0641726168,-64.1031861194,-64.0661733092,-64.0661733092,-64.0681740017,-64.0661733092,-64.0681740017,-64.0681740017,-64.0671736554,-64.0301608453,-94.4534830889,-94.4564830724,-94.4244832476,-94.5014828262,-94.4314832093,-94.4644830287,-94.4314832093,-94.4584830615,-94.4644830287,-94.4584830615,-94.4314832093,-94.459483056,-94.4284832257,-94.4614830451,-94.4974828481,-94.4614830451,-94.459483056,-94.4654830232,-94.4974828481,-94.4304832147,-94.4614830451,-94.4984828426,-94.4974828481,-94.4294832202,-94.4244832476,-94.4244832476,-94.4304832147,-94.4244832476,-94.4314832093,-94.4304832147,-94.5034828152,-94.4654830232,236.059,236.074,236.095,236.101,236.097,236.106,236.112,236.09,236.106,236.09,236.097,236.106,236.082,236.106,236.117,236.106,236.106,236.122,236.117,236.096,236.106,236.131,236.117,236.081,236.095,236.095,236.096,236.095,236.097,236.096,236.117,236.122
FLQS224TGRWM,-176.722819017,-176.515269656,-176.277680256,-176.408764063,-176.430611364,-176.433342277,-176.324105771,-176.534386045,-176.433342277,-176.534386045,-176.430611364,-176.274949344,-176.408764063,-176.277680256,-176.274949344,-176.277680256,-176.274949344,-176.340491247,-176.274949344,-176.433342277,-176.277680256,-176.340491247,-176.274949344,-176.411494976,-176.277680256,-176.277680256,-176.433342277,-176.277680256,-176.430611364,-176.433342277,-176.438804102,-176.340491247,-94.3382887837,-94.2752986065,-94.2852970473,-94.3512867568,-94.2822975151,-94.3132926817,-94.2872967355,-94.3112929935,-94.3132926817,-94.3112929935,-94.2822975151,-94.3222912784,-94.281297671,-94.3212914343,-94.3592855095,-94.3212914343,-94.3222912784,-94.3382887837,-94.3592855095,-94.3152923698,-94.3212914343,-94.3732833266,-94.3592855095,-94.3142925257,-94.2852970473,-94.2852970473,-94.3152923698,-94.2852970473,-94.2822975151,-94.3152923698,-94.3482872246,-94.3382887837,235.835,235.848,235.887,235.886,235.863,235.871,235.88,235.855,235.871,235.855,235.863,235.898,235.866,235.897,235.908,235.897,235.898,235.893,235.908,235.872,235.897,235.902,235.908,235.875,235.887,235.887,235.872,235.887,235.863,235.872,235.88,235.893
FLQS224LGRWM,-64.2437275498,-64.2098042596,-64.1339757284,-64.1748832255,-64.1389644475,-64.177876457,-64.101050182,-64.1758809693,-64.177876457,-64.1758809693,-64.1389644475,-64.135971216,-64.1748832255,-64.1339757284,-64.1349734722,-64.1339757284,-64.135971216,-64.0990546943,-64.1349734722,-64.1379667037,-64.1339757284,-64.135971216,-64.1349734722,-64.1738854816,-64.1339757284,-64.1339757284,-64.1379667037,-64.1339757284,-64.1389644475,-64.1379667037,-64.1369689599,-64.0990546943,-94.337685806,-94.3356863213,-94.3016950821,-94.3696775606,-94.2996955974,-94.3356863213,-94.2667041005,-94.3326870943,-94.3356863213,-94.3326870943,-94.2996955974,-94.3356863213,-94.3016950821,-94.3326870943,-94.3726767876,-94.3326870943,-94.3356863213,-94.334686579,-94.3726767876,-94.3356863213,-94.3326870943,-94.3686778182,-94.3726767876,-94.334686579,-94.3016950821,-94.3016950821,-94.3356863213,-94.3016950821,-94.2996955974,-94.3356863213,-94.3696775606,-94.334686579,235.947,235.961,235.983,235.985,235.98,235.974,235.986,235.974,235.974,235.974,235.98,235.992,235.966,235.992,236.002,235.992,235.992,236.006,236.002,235.991,235.992,236.001,236.002,235.975,235.983,235.983,235.991,235.983,235.98,235.991,236.001,236.006
FLQS200ZGRX8,-64.365513853,-64.3325079489,-64.2564943514,-64.2925007923,-64.2564943514,-64.2554941725,-64.2194877315,-64.2925007923,-64.2554941725,-64.2925007923,-64.2564943514,-64.2564943514,-64.2915006134,-64.2534938146,-64.2564943514,-64.2534938146,-64.2564943514,-64.2214880894,-64.2564943514,-64.2554941725,-64.2534938146,-64.2204879105,-64.2564943514,-64.2915006134,-64.2564943514,-64.2564943514,-64.2554941725,-64.2564943514,-64.2564943514,-64.2554941725,-64.2544939935,-64.2214880894,-94.1610913021,-94.1590908328,-94.1310842621,-94.1980999848,-94.1340849661,-94.1660924755,-94.1000769874,-94.1600910675,-94.1660924755,-94.1600910675,-94.1340849661,-94.1640920061,-94.1280835581,-94.1630917715,-94.2011006888,-94.1630917715,-94.1640920061,-94.1680929448,-94.2011006888,-94.1670927101,-94.1630917715,-94.2021009235,-94.2011006888,-94.1620915368,-94.1310842621,-94.1310842621,-94.1670927101,-94.1310842621,-94.1340849661,-94.1670927101,-94.2031011581,-94.1680929448,235.963,235.977,236.0,236.004,236.001,236.011,236.007,235.994,236.011,235.994,236.001,236.009,235.985,236.01,236.02,236.01,236.009,236.025,236.02,236.011,236.01,236.035,236.02,235.994,236.0,236.0,236.011,236.0,236.001,236.011,236.021,236.025
FLNS2037GRWV,-64.4093544695,-64.37934918,-64.3033357799,-64.34134248,-64.3033357799,-64.2623285509,-64.2673294325,-64.3403423037,-64.2623285509,-64.3403423037,-64.3033357799,-64.3033357799,-64.3403423037,-64.2633287272,-64.3023356036,-64.2633287272,-64.3033357799,-64.2703299615,-64.3023356036,-64.3063363089,-64.2633287272,-64.2693297851,-64.3023356036,-64.3443430089,-64.3033357799,-64.3033357799,-64.3063363089,-64.3033357799,-64.3033357799,-64.3063363089,-64.3063363089,-64.2703299615,-94.0641609282,-94.0641609282,-94.0261636908,-94.1011582382,-94.0321632546,-94.0671607101,-94.0361629638,-94.0631610009,-94.0671607101,-94.0631610009,-94.0321632546,-94.0661607828,-94.0311633273,-94.0651608555,-94.1041580201,-94.0651608555,-94.0661607828,-94.0731602738,-94.1041580201,-94.0711604192,-94.0651608555,-94.070160492,-94.1041580201,-94.070160492,-94.0261636908,-94.0261636908,-94.0711604192,-94.0261636908,-94.0321632546,-94.0711604192,-94.1031580928,-94.0731602738,235.377,235.389,235.41,235.415,235.411,235.438,235.427,235.405,235.438,235.405,235.411,235.421,235.396,235.437,235.432,235.437,235.421,235.437,235.432,235.421,235.437,235.436,235.432,235.405,235.41,235.41,235.421,235.41,235.411,235.421,235.43,235.437
