,Distance_X_LOGO_MainBoard_RD1,Distance_X_LOGO_MainBoard_RD2,Distance_X_LOGO_MainBoard_RD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_RD1,Distance_Y_LOGO_MainBoard_RD2,Distance_Y_LOGO_MainBoard_RD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_RD1,Angle_MainBoard_RD2,Angle_MainBoard_RD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q9GRWY,-64.3016574368,-64.2706252678,-64.1885401754,-64.2295827216,-64.1945464016,-64.1935453639,-64.1545048932,-64.231584797,-64.1935453639,-64.231584797,-64.1945464016,-64.1885401754,-64.231584797,-64.1885401754,-64.1905422508,-64.1885401754,-64.1885401754,-64.1545048932,-64.1905422508,-64.1925443262,-64.1885401754,-64.1555059309,-64.1905422508,-64.231584797,-64.1885401754,-64.1885401754,-64.1925443262,-64.1885401754,-64.1945464016,-64.1925443262,-64.1945464016,-64.1545048932,-94.320619567,-94.3196199314,-94.2816337776,-94.3536075427,-94.2846326845,-94.3176206602,-94.2906304982,-94.3156213889,-94.3176206602,-94.3156213889,-94.2846326845,-94.3186202958,-94.3166210245,-94.3196199314,-94.3576060852,-94.3196199314,-94.3186202958,-94.3226188383,-94.3576060852,-94.3196199314,-94.3196199314,-94.3576060852,-94.3576060852,-94.3196199314,-94.2816337776,-94.2816337776,-94.3196199314,-94.2816337776,-94.2846326845,-94.3196199314,-94.3546071784,-94.3226188383,236.011,236.024,236.047,236.05,236.045,236.055,236.064,236.039,236.055,236.039,236.045,236.057,236.039,236.058,236.068,236.058,236.057,236.073,236.068,236.056,236.058,236.082,236.068,236.04,236.047,236.047,236.056,236.047,236.045,236.056,236.065,236.073
FLQS30Q9GRWV,-64.0405602625,-63.9705279365,-63.8994951487,-63.9735293219,-63.9385131589,-63.9385131589,-63.9014960723,-63.9705279365,-63.9385131589,-63.9705279365,-63.9385131589,-63.9315099263,-63.9705279365,-63.9004956105,-63.9315099263,-63.9004956105,-63.9315099263,-63.9004956105,-63.9315099263,-63.9385131589,-63.9004956105,-63.8964937633,-63.9315099263,-63.9735293219,-63.8994951487,-63.8994951487,-63.9385131589,-63.8994951487,-63.9385131589,-63.9385131589,-63.9375126971,-63.9004956105,-94.4091087084,-94.3641067499,-94.2921036163,-94.4021084037,-94.3331054007,-94.3251050525,-94.2941037033,-94.4091087084,-94.3251050525,-94.4091087084,-94.3331054007,-94.4111087954,-94.3781073592,-94.3611066193,-94.4031084473,-94.3611066193,-94.4111087954,-94.3251050525,-94.4031084473,-94.3691069675,-94.3611066193,-94.4011083602,-94.4031084473,-94.3721070981,-94.2921036163,-94.2921036163,-94.3691069675,-94.2921036163,-94.3331054007,-94.3691069675,-94.4051085343,-94.3251050525,235.61,235.627,235.636,235.636,235.631,235.629,235.636,235.639,235.629,235.639,235.631,235.656,235.631,235.655,235.654,235.655,235.656,235.645,235.654,235.642,235.655,235.668,235.654,235.628,235.636,235.636,235.642,235.636,235.631,235.642,235.652,235.645
FLQS30Q3GRWV,-64.199684877,-64.1268565294,-64.0490399388,-64.127854178,-64.0909411799,-64.0540281818,-64.0530305332,-64.0909411799,-64.0540281818,-64.0909411799,-64.0909411799,-64.0500375874,-64.0899435313,-64.0490399388,-64.0869505855,-64.0490399388,-64.0500375874,-64.0151198865,-64.0869505855,-64.0909411799,-64.0490399388,-64.0151198865,-64.0869505855,-64.1268565294,-64.0490399388,-64.0490399388,-64.0909411799,-64.0490399388,-64.0909411799,-64.0909411799,-64.0929364771,-64.0151198865,-94.3196643301,-94.3166651675,-94.2876732626,-94.356654002,-94.2896727043,-94.3506556768,-94.2946713086,-94.3166651675,-94.3506556768,-94.3166651675,-94.2896727043,-94.3236632135,-94.2846741,-94.3186646092,-94.3586534437,-94.3186646092,-94.3236632135,-94.3216637718,-94.3586534437,-94.3256626553,-94.3186646092,-94.3546545602,-94.3586534437,-94.3226634927,-94.2876732626,-94.2876732626,-94.3256626553,-94.2876732626,-94.2896727043,-94.3256626553,-94.3576537228,-94.3216637718,235.914,235.943,235.968,235.954,235.95,235.983,235.967,235.958,235.983,235.958,235.95,235.977,235.949,235.976,235.972,235.976,235.977,235.991,235.972,235.961,235.976,236.001,235.972,235.945,235.968,235.968,235.961,235.968,235.95,235.961,235.969,235.991
FLQS30Q2GRWV,-64.1001022735,-64.0690954519,-63.9930787279,-64.0320873099,-63.995079168,-63.996079388,-63.958071026,-64.072096112,-63.996079388,-64.072096112,-63.995079168,-63.9930787279,-64.0300868698,-63.995079168,-64.0310870899,-63.995079168,-63.9930787279,-63.9600714662,-64.0310870899,-63.9970796081,-63.995079168,-63.9600714662,-64.0310870899,-64.0310870899,-63.9930787279,-63.9930787279,-63.9970796081,-63.9930787279,-63.995079168,-63.9970796081,-63.9980798281,-63.9600714662,-94.3850944041,-94.3490791049,-94.3530808048,-94.4191088533,-94.3170655057,-94.3480786799,-94.3190663556,-94.3820931291,-94.3480786799,-94.3820931291,-94.3170655057,-94.3520803799,-94.3480786799,-94.3840939791,-94.4211097032,-94.3840939791,-94.3520803799,-94.3820931291,-94.4211097032,-94.3830935541,-94.3840939791,-94.4171080033,-94.4211097032,-94.3850944041,-94.3530808048,-94.3530808048,-94.3830935541,-94.3530808048,-94.3170655057,-94.3830935541,-94.4181084283,-94.3820931291,235.499,235.501,235.534,235.536,235.523,235.531,235.539,235.509,235.531,235.509,235.523,235.534,235.517,235.542,235.537,235.542,235.534,235.556,235.537,235.541,235.542,235.566,235.537,235.527,235.534,235.534,235.541,235.534,235.523,235.541,235.55,235.556
FLQS30PHGRWY,-64.2045203872,-64.172519131,-64.0985162259,-64.1405178747,-64.0995162652,-64.1005163045,-64.0655149305,-64.1365177177,-64.1005163045,-64.1365177177,-64.0995162652,-64.0635148519,-64.1355176785,-64.0625148127,-64.0615147734,-64.0625148127,-64.0635148519,-64.067515009,-64.0615147734,-64.0635148519,-64.0625148127,-64.0685150482,-64.0615147734,-64.1005163045,-64.0985162259,-64.0985162259,-64.0635148519,-64.0985162259,-64.0995162652,-64.0635148519,-64.10651654,-64.067515009,-94.2186184514,-94.2196184792,-94.1866175621,-94.263619702,-94.1896176454,-94.2236185904,-94.191617701,-94.2196184792,-94.2236185904,-94.2196184792,-94.1896176454,-94.220618507,-94.1866175621,-94.2226185626,-94.2216185348,-94.2226185626,-94.220618507,-94.2676198132,-94.2216185348,-94.2256186459,-94.2226185626,-94.3006207303,-94.2216185348,-94.2246186182,-94.1866175621,-94.1866175621,-94.2256186459,-94.1866175621,-94.1896176454,-94.2256186459,-94.3016207581,-94.2676198132,235.506,235.52,235.541,235.546,235.542,235.551,235.557,235.535,235.551,235.535,235.542,235.566,235.526,235.567,235.567,235.567,235.566,235.577,235.567,235.567,235.567,235.586,235.567,235.551,235.541,235.541,235.567,235.541,235.542,235.567,235.571,235.577
FLQS30NWGRWV,-64.1414022495,-64.1064003929,-63.9923943457,-64.0313964145,-64.0343965736,-63.9973946109,-63.9593925952,-64.0703984833,-63.9973946109,-64.0703984833,-64.0343965736,-63.9943944518,-64.0323964675,-63.9953945048,-64.0323964675,-63.9953945048,-63.9943944518,-63.998394664,-64.0323964675,-63.9963945579,-63.9953945048,-63.9953945048,-64.0323964675,-64.0693984302,-63.9923943457,-63.9923943457,-63.9963945579,-63.9923943457,-64.0343965736,-63.9963945579,-64.0353966267,-63.998394664,-94.2983946908,-94.2963944915,-94.2613910042,-94.336398477,-94.267391602,-94.30039489,-94.2323881147,-94.2993947904,-94.30039489,-94.2993947904,-94.267391602,-94.2993947904,-94.2623911038,-94.2983946908,-94.3373985766,-94.2983946908,-94.2993947904,-94.2993947904,-94.3373985766,-94.3013949897,-94.2983946908,-94.3343982777,-94.3373985766,-94.3013949897,-94.2613910042,-94.2613910042,-94.3013949897,-94.2613910042,-94.267391602,-94.3013949897,-94.3383986763,-94.2993947904,235.576,235.59,235.627,235.632,235.612,235.636,235.633,235.606,235.636,235.606,235.612,235.637,235.611,235.637,235.632,235.637,235.637,235.636,235.632,235.637,235.637,235.646,235.632,235.606,235.627,235.627,235.637,235.627,235.612,235.637,235.631,235.636
FLQS30MRGRWY,-64.145836368,-64.1057915221,-64.0307074361,-64.0697511608,-64.0327096784,-64.0407186475,-63.9976704382,-64.0757578877,-64.0407186475,-64.0757578877,-64.0327096784,-64.0327096784,-64.0697511608,-64.0327096784,-64.0317085572,-64.0327096784,-64.0327096784,-63.9976704382,-64.0317085572,-64.0317085572,-64.0327096784,-63.9966693171,-64.0317085572,-64.0687500396,-64.0307074361,-64.0307074361,-64.0317085572,-64.0307074361,-64.0327096784,-64.0317085572,-64.0337107995,-63.9976704382,-94.2933782029,-94.2763802979,-94.246383995,-94.3133757382,-94.242384488,-94.2933782029,-94.2473838718,-94.2933782029,-94.2933782029,-94.2933782029,-94.242384488,-94.2823795585,-94.242384488,-94.2773801747,-94.314375615,-94.2773801747,-94.2823795585,-94.280379805,-94.314375615,-94.2823795585,-94.2773801747,-94.3153754917,-94.314375615,-94.2813796818,-94.246383995,-94.246383995,-94.2823795585,-94.246383995,-94.242384488,-94.2823795585,-94.3133757382,-94.280379805,235.612,235.624,235.647,235.65,235.645,235.656,235.661,235.641,235.656,235.641,235.645,235.656,235.63,235.655,235.666,235.655,235.656,235.67,235.666,235.657,235.655,235.681,235.666,235.641,235.647,235.647,235.657,235.647,235.645,235.657,235.665,235.67
FLQS30MKGRWV,-64.0736948127,-64.0416914688,-63.963683318,-63.9996870799,-63.965683527,-63.963683318,-63.9306798696,-64.0016872889,-63.963683318,-64.0016872889,-63.965683527,-63.963683318,-64.0016872889,-63.963683318,-63.9626832135,-63.963683318,-63.963683318,-63.9766846764,-63.9626832135,-63.965683527,-63.963683318,-63.9296797651,-63.9626832135,-63.9996870799,-63.963683318,-63.963683318,-63.965683527,-63.963683318,-63.965683527,-63.965683527,-63.965683527,-63.9766846764,-94.3133025226,-94.3103022903,-94.2762996575,-94.3493053102,-94.2792998898,-94.3143026,-94.2833001996,-94.3103022903,-94.3143026,-94.3103022903,-94.2792998898,-94.3123024452,-94.277299735,-94.3103022903,-94.3453050005,-94.3103022903,-94.3123024452,-94.3523055425,-94.3453050005,-94.3163027549,-94.3103022903,-94.3503053877,-94.3453050005,-94.3133025226,-94.2762996575,-94.2762996575,-94.3163027549,-94.2762996575,-94.2792998898,-94.3163027549,-94.35330562,-94.3523055425,235.569,235.582,235.605,235.61,235.605,235.615,235.62,235.599,235.615,235.599,235.605,235.615,235.589,235.614,235.624,235.614,235.615,235.621,235.624,235.615,235.614,235.64,235.624,235.6,235.605,235.605,235.615,235.605,235.605,235.615,235.626,235.621
FLQS30MJGRWV,-64.1253411911,-64.0923229939,-64.0162810852,-64.055302591,-64.0172816366,-64.0192827395,-63.9802612337,-64.0563031424,-64.0192827395,-64.0563031424,-64.0172816366,-64.0172816366,-64.0543020395,-64.0162810852,-64.0152805337,-64.0162810852,-64.0172816366,-63.9792606822,-64.0152805337,-64.0172816366,-64.0162810852,-63.9792606822,-64.0152805337,-64.0543020395,-64.0162810852,-64.0162810852,-64.0172816366,-64.0162810852,-64.0172816366,-64.0172816366,-64.018282188,-63.9792606822,-94.3699032111,-94.3378988351,-94.3398991086,-94.3709033478,-94.3328981514,-94.3669028008,-94.3058944591,-94.3659026641,-94.3669028008,-94.3659026641,-94.3328981514,-94.3739037581,-94.3338982881,-94.3699032111,-94.3709033478,-94.3699032111,-94.3739037581,-94.3398991086,-94.3709033478,-94.3378988351,-94.3699032111,-94.3749038948,-94.3709033478,-94.3348984249,-94.3398991086,-94.3398991086,-94.3378988351,-94.3398991086,-94.3328981514,-94.3378988351,-94.4049079973,-94.3398991086,235.586,235.591,235.623,235.616,235.621,235.63,235.629,235.614,235.63,235.614,235.621,235.632,235.606,235.632,235.633,235.632,235.632,235.638,235.633,235.622,235.632,235.648,235.633,235.606,235.623,235.623,235.622,235.623,235.621,235.622,235.64,235.638
FLQS30MEGRWV,-64.3755111191,-64.339656757,-64.2639642149,-64.305794304,-64.2689439874,-64.2689439874,-64.2301017619,-64.3047983495,-64.2689439874,-64.3047983495,-64.2689439874,-64.2679480329,-64.303802395,-64.2679480329,-64.2659561239,-64.2679480329,-64.2679480329,-64.2330896254,-64.2659561239,-64.2699399419,-64.2679480329,-64.2320936709,-64.2659561239,-64.3067902585,-64.2639642149,-64.2639642149,-64.2699399419,-64.2639642149,-64.2689439874,-64.2699399419,-64.2699399419,-64.2330896254,-94.1931963785,-94.1881948282,-94.1561849063,-94.2322084708,-94.1621867667,-94.2292075406,-94.1621867667,-94.1901954483,-94.2292075406,-94.1901954483,-94.1621867667,-94.1941966886,-94.1541842862,-94.2292075406,-94.2342090909,-94.2292075406,-94.1941966886,-94.201198859,-94.2342090909,-94.201198859,-94.2292075406,-94.235209401,-94.2342090909,-94.1961973087,-94.1561849063,-94.1561849063,-94.201198859,-94.1561849063,-94.1621867667,-94.201198859,-94.2332087809,-94.201198859,235.426,235.439,235.462,235.466,235.461,235.48,235.478,235.454,235.48,235.454,235.461,235.471,235.445,235.481,235.483,235.481,235.471,235.487,235.483,235.472,235.481,235.497,235.483,235.455,235.462,235.462,235.472,235.462,235.461,235.472,235.481,235.487
FLQS30LFGRWY,-64.1048510388,-64.1148282922,-63.9970967017,-64.0759170038,-64.0390011661,-64.0399988915,-63.9621763147,-64.0759170038,-64.0399988915,-64.0759170038,-64.0390011661,-63.9960989764,-64.0370057154,-64.0340125394,-64.0340125394,-64.0340125394,-63.9960989764,-64.0010876031,-64.0340125394,-64.0390011661,-64.0340125394,-64.0010876031,-64.0340125394,-64.0769147292,-63.9970967017,-63.9970967017,-64.0390011661,-63.9970967017,-64.0390011661,-64.0390011661,-64.0409966168,-64.0010876031,-94.3188269058,-94.3498367122,-94.2838158341,-94.3948509473,-94.3248288039,-94.3568389266,-94.2908180485,-94.3548382939,-94.3568389266,-94.3548382939,-94.3248288039,-94.3188269058,-94.2848161505,-94.3568389266,-94.393850631,-94.3568389266,-94.3188269058,-94.3608401919,-94.393850631,-94.3598398756,-94.3568389266,-94.3928503146,-94.393850631,-94.3598398756,-94.2838158341,-94.2838158341,-94.3598398756,-94.2838158341,-94.3248288039,-94.3598398756,-94.393850631,-94.3608401919,235.984,235.989,236.019,236.017,236.013,236.022,236.035,236.006,236.022,236.006,236.013,236.029,236.002,236.024,236.035,236.024,236.029,236.039,236.035,236.023,236.024,236.048,236.035,236.007,236.019,236.019,236.023,236.019,236.013,236.023,236.032,236.039
FLQS30KNGRWV,-64.446518249,-64.4124862914,-64.3404186165,-64.3814571536,-64.3424204964,-64.3464242561,-64.3083885388,-64.3774533939,-64.3464242561,-64.3774533939,-64.3424204964,-64.3424204964,-64.376452454,-64.3404186165,-64.3394176766,-64.3404186165,-64.3424204964,-64.305385719,-64.3394176766,-64.3454233162,-64.3404186165,-64.3073875989,-64.3394176766,-64.3794552738,-64.3404186165,-64.3404186165,-64.3454233162,-64.3404186165,-64.3424204964,-64.3454233162,-64.3854609133,-64.305385719,-94.2466748961,-94.2486744437,-94.2186812302,-94.2886653949,-94.2186812302,-94.2506739912,-94.219681004,-94.2496742174,-94.2506739912,-94.2496742174,-94.2186812302,-94.2556728601,-94.2166816826,-94.2536733126,-94.2916647163,-94.2536733126,-94.2556728601,-94.2556728601,-94.2916647163,-94.2526735388,-94.2536733126,-94.2916647163,-94.2916647163,-94.2536733126,-94.2186812302,-94.2186812302,-94.2526735388,-94.2186812302,-94.2186812302,-94.2526735388,-94.2906649425,-94.2556728601,235.986,236.001,236.022,236.025,236.021,236.029,236.036,236.015,236.029,236.015,236.021,236.032,236.007,236.032,236.043,236.032,236.032,236.047,236.043,236.03,236.032,236.056,236.043,236.016,236.022,236.022,236.03,236.022,236.021,236.03,236.024,236.047
FLQS30K5GRWY,-64.6399309674,-64.606936107,-64.5289482553,-64.5709417139,-64.5349473208,-64.5359471651,-64.4969532392,-64.5709417139,-64.5359471651,-64.5709417139,-64.5349473208,-64.5309479438,-64.5679421812,-64.5289482553,-64.5289482553,-64.5289482553,-64.5309479438,-64.4969532392,-64.5289482553,-64.5359471651,-64.5289482553,-64.4949535507,-64.5289482553,-64.5699418697,-64.5289482553,-64.5289482553,-64.5359471651,-64.5289482553,-64.5349473208,-64.5359471651,-64.5369470093,-64.4969532392,-94.2277049834,-94.2277049834,-94.1976974344,-94.2677150488,-94.198697686,-94.2307057383,-94.1996979376,-94.2297054867,-94.2307057383,-94.2297054867,-94.198697686,-94.2367072481,-94.1956969311,-94.2347067448,-94.269715552,-94.2347067448,-94.2367072481,-94.2347067448,-94.269715552,-94.2317059899,-94.2347067448,-94.2687153004,-94.269715552,-94.2317059899,-94.1976974344,-94.1976974344,-94.2317059899,-94.1976974344,-94.198697686,-94.2317059899,-94.2647142939,-94.2347067448,235.234,235.248,235.271,235.274,235.269,235.278,235.285,235.263,235.278,235.263,235.269,235.282,235.255,235.282,235.292,235.282,235.282,235.295,235.292,235.278,235.282,235.305,235.292,235.264,235.271,235.271,235.278,235.271,235.269,235.278,235.287,235.295
FLQS30K3GRWY,-64.3112413956,-64.2782320327,-64.1992096186,-64.2392209676,-64.2012101861,-64.2042110373,-64.169201107,-64.2392209676,-64.2042110373,-64.2392209676,-64.2012101861,-64.2002099024,-64.2382206838,-64.1992096186,-64.1982093349,-64.1992096186,-64.2002099024,-64.1641996883,-64.1982093349,-64.2042110373,-64.1992096186,-64.1631994046,-64.1982093349,-64.241221535,-64.1992096186,-64.1992096186,-64.2042110373,-64.1992096186,-64.2012101861,-64.2042110373,-64.2062116047,-64.1641996883,-94.203925847,-94.1999257652,-94.1689251315,-94.239926583,-94.1699251519,-94.2049258674,-94.1379244977,-94.1999257652,-94.2049258674,-94.1999257652,-94.1699251519,-94.2059258879,-94.1659250701,-94.203925847,-94.2429266443,-94.203925847,-94.2059258879,-94.2109259901,-94.2429266443,-94.2079259288,-94.203925847,-94.2089259492,-94.2429266443,-94.2049258674,-94.1689251315,-94.1689251315,-94.2079259288,-94.1689251315,-94.1699251519,-94.2079259288,-94.2439266648,-94.2109259901,235.392,235.405,235.429,235.432,235.428,235.437,235.432,235.421,235.437,235.421,235.428,235.439,235.412,235.439,235.45,235.439,235.439,235.455,235.45,235.438,235.439,235.455,235.45,235.422,235.429,235.429,235.438,235.429,235.428,235.438,235.447,235.455
FLQS30K1GRWY,-64.5150240794,-64.48202509,-64.4080273564,-64.4460261926,-64.4100272951,-64.4120272339,-64.3740283977,-64.4460261926,-64.4120272339,-64.4460261926,-64.4100272951,-64.4080273564,-64.4450262232,-64.4090273258,-64.4100272951,-64.4090273258,-64.4080273564,-64.3760283364,-64.4100272951,-64.4120272339,-64.4090273258,-64.3760283364,-64.4100272951,-64.447026162,-64.4080273564,-64.4080273564,-64.4120272339,-64.4080273564,-64.4100272951,-64.4120272339,-64.4140271726,-64.3760283364,-94.1212103765,-94.1192105845,-94.0862140165,-94.1592064245,-94.0882138085,-94.1232101685,-94.0922133925,-94.1192105845,-94.1232101685,-94.1192105845,-94.0882138085,-94.1212103765,-94.0882138085,-94.1262098565,-94.1612062165,-94.1262098565,-94.1212103765,-94.1302094405,-94.1612062165,-94.1262098565,-94.1262098565,-94.1632060085,-94.1612062165,-94.1242100645,-94.0862140165,-94.0862140165,-94.1262098565,-94.0862140165,-94.0882138085,-94.1262098565,-94.1602063205,-94.1302094405,235.884,235.896,235.918,235.923,235.917,235.927,235.934,235.912,235.927,235.912,235.917,235.928,235.903,235.929,235.938,235.929,235.928,235.943,235.938,235.927,235.929,235.953,235.938,235.912,235.918,235.918,235.927,235.918,235.917,235.927,235.937,235.943
FLQS30JCGRWV,-64.3878115508,-64.3558012043,-64.2827776015,-64.3618031443,-64.3257915045,-64.2867788948,-64.2497669317,-64.3598024976,-64.2867788948,-64.3598024976,-64.3257915045,-64.2827776015,-64.3227905345,-64.2827776015,-64.2817772782,-64.2827776015,-64.2827776015,-64.2477662851,-64.2817772782,-64.2877792181,-64.2827776015,-64.2467659617,-64.2817772782,-64.3217902112,-64.2827776015,-64.2827776015,-64.2877792181,-64.2827776015,-64.3257915045,-64.2877792181,-64.2867788948,-64.2477662851,-94.0200165829,-94.0200165829,-93.9840429771,-94.0589879892,-93.9920371117,-94.0230143834,-93.9900385781,-94.0200165829,-94.0230143834,-94.0200165829,-93.9920371117,-94.0200165829,-93.9850422439,-94.0170187824,-94.0539916551,-94.0170187824,-94.0200165829,-94.0220151166,-94.0539916551,-94.0240136502,-94.0170187824,-94.0559901887,-94.0539916551,-94.0210158497,-93.9840429771,-93.9840429771,-94.0240136502,-93.9840429771,-93.9920371117,-94.0240136502,-94.0569894556,-94.0220151166,235.39,235.404,235.423,235.412,235.408,235.433,235.439,235.402,235.433,235.402,235.408,235.434,235.407,235.433,235.444,235.433,235.434,235.449,235.444,235.433,235.433,235.459,235.444,235.418,235.423,235.423,235.433,235.423,235.408,235.433,235.443,235.449
FLQS30J0GRWV,-64.4443043735,-64.4123027326,-64.2902964767,-64.3753008353,-64.3402990406,-64.3392989893,-64.3012970408,-64.3753008353,-64.3392989893,-64.3753008353,-64.3402990406,-64.2892964254,-64.3312985791,-64.291296528,-64.2902964767,-64.291296528,-64.2892964254,-64.3002969895,-64.2902964767,-64.3402990406,-64.291296528,-64.2992969382,-64.2902964767,-64.3773009379,-64.2902964767,-64.2902964767,-64.3402990406,-64.2902964767,-64.3402990406,-64.3402990406,-64.3422991432,-64.3002969895,-94.1326463016,-94.1326463016,-94.1046499757,-94.1696414465,-94.1026502382,-94.1666418401,-94.1056498445,-94.1296466953,-94.1666418401,-94.1296466953,-94.1026502382,-94.1406452518,-94.130646564,-94.1356459079,-94.1726410528,-94.1356459079,-94.1406452518,-94.1386455143,-94.1726410528,-94.1726410528,-94.1356459079,-94.1726410528,-94.1726410528,-94.1356459079,-94.1046499757,-94.1046499757,-94.1726410528,-94.1046499757,-94.1026502382,-94.1726410528,-94.1666418401,-94.1386455143,235.266,235.279,235.322,235.305,235.3,235.319,235.317,235.294,235.319,235.294,235.3,235.332,235.312,235.33,235.341,235.33,235.332,235.327,235.341,235.32,235.33,235.337,235.341,235.294,235.322,235.322,235.32,235.322,235.3,235.32,235.318,235.327
FLQS30HZGRWY,-63.9427684738,-63.9107670883,-63.8367638843,-63.8717653997,-63.8377639276,-63.8387639708,-63.805762542,-63.8707653564,-63.8387639708,-63.8707653564,-63.8377639276,-63.8397640141,-63.8697653131,-63.8367638843,-63.8347637977,-63.8367638843,-63.8397640141,-63.805762542,-63.8347637977,-63.8387639708,-63.8367638843,-63.7997622822,-63.8347637977,-63.8717653997,-63.8367638843,-63.8367638843,-63.8387639708,-63.8367638843,-63.8377639276,-63.8387639708,-63.8397640141,-63.805762542,-94.3690987342,-94.3700989579,-94.3380918018,-94.4091076793,-94.3360913545,-94.3690987342,-94.3030839749,-94.3680985106,-94.3690987342,-94.3680985106,-94.3360913545,-94.3730996287,-94.3360913545,-94.3730996287,-94.4101079029,-94.3730996287,-94.3730996287,-94.3740998524,-94.4101079029,-94.375100076,-94.3730996287,-94.4101079029,-94.4101079029,-94.375100076,-94.3380918018,-94.3380918018,-94.375100076,-94.3380918018,-94.3360913545,-94.375100076,-94.4081074557,-94.3740998524,235.589,235.602,235.624,235.63,235.623,235.632,235.627,235.619,235.632,235.619,235.623,235.633,235.61,235.634,235.645,235.634,235.633,235.648,235.645,235.634,235.634,235.66,235.645,235.62,235.624,235.624,235.634,235.624,235.623,235.634,235.643,235.648
FLQS30H6GRWV,-63.8978615538,-63.8649137041,-63.7900322275,-63.8279721757,-63.7940259063,-63.7930274866,-63.7570843779,-63.826973756,-63.7930274866,-63.826973756,-63.7940259063,-63.7910306472,-63.7890338079,-63.7920290669,-63.7500954401,-63.7920290669,-63.7910306472,-63.7580827976,-63.7500954401,-63.795024326,-63.7920290669,-63.7570843779,-63.7500954401,-63.8279721757,-63.7900322275,-63.7900322275,-63.795024326,-63.7900322275,-63.7940259063,-63.795024326,-63.7970211654,-63.7580827976,-94.3379611585,-94.3029585757,-94.2709562142,-94.3419614537,-94.2749565094,-94.3059587971,-94.2729563618,-94.3029585757,-94.3059587971,-94.3029585757,-94.2749565094,-94.3379611585,-94.2669559191,-94.3019585019,-94.3369610847,-94.3019585019,-94.3379611585,-94.3069588709,-94.3369610847,-94.3079589447,-94.3019585019,-94.3409613799,-94.3369610847,-94.3069588709,-94.2709562142,-94.2709562142,-94.3079589447,-94.2709562142,-94.2749565094,-94.3079589447,-94.3429615275,-94.3069588709,235.547,235.551,235.573,235.577,235.572,235.581,235.587,235.566,235.581,235.566,235.572,235.591,235.572,235.581,235.608,235.581,235.591,235.596,235.608,235.581,235.581,235.606,235.608,235.567,235.573,235.573,235.581,235.573,235.572,235.581,235.59,235.596
