,Distance_X_LOGO_MainBoard_LD1,Distance_X_LOGO_MainBoard_LD2,Distance_X_LOGO_MainBoard_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_LD1,Distance_Y_LOGO_MainBoard_LD2,Distance_Y_LOGO_MainBoard_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_LD1,Angle_MainBoard_LD2,Angle_MainBoard_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30QXGRWV,-53.2358705613,-53.1998611791,-53.1568499725,-53.2298689976,-53.1878580516,-53.2708796829,-53.2328697794,-53.2258679551,-53.2318695188,-53.2278684763,-53.1968603972,-53.23387004,-53.1618512756,-53.0488218259,-53.0848312081,-53.1968603972,-53.1968603972,-53.1638517968,-53.1618512756,-53.1618512756,-53.126842154,-53.1618512756,-53.1598507544,-53.1198403297,-53.1558497119,-53.1618512756,-53.0838309475,-53.1198403297,-53.1598507544,-53.1968603972,-53.1198403297,-53.1578502331,-93.9107776217,-93.948803041,-93.9798237778,-94.0528726096,-94.0168485282,-93.9818251156,-94.0178491971,-94.0518719407,-94.0858946842,-94.0158478592,-94.1199174278,-94.1649475296,-94.0848940153,-94.1549408403,-94.1909649217,-94.1199174278,-94.1199174278,-94.1529395025,-94.0868953532,-94.1199174278,-94.1529395025,-94.1199174278,-94.088896691,-94.1159147521,-94.1199174278,-94.1199174278,-94.0878960221,-94.1239201035,-94.088896691,-94.1199174278,-94.1209180967,-94.0848940153,240.206,240.233,240.261,240.246,240.256,240.208,240.236,240.248,240.254,240.238,240.279,240.273,240.286,240.356,240.349,240.279,240.279,240.303,240.286,240.295,240.32,240.295,240.288,240.314,240.298,240.295,240.322,240.316,240.288,240.279,240.315,240.288
FLQS30QPGRWV,-53.5495051112,-53.5114948153,-53.5114948153,-53.5835143234,-53.5455040274,-53.5815137815,-53.5465042984,-53.5795132396,-53.5475045693,-53.5815137815,-53.5094942734,-53.5465042984,-53.479486145,-53.4094671787,-53.441475849,-53.5094942734,-53.5094942734,-53.4764853321,-53.4764853321,-53.4754850612,-53.4434763909,-53.4754850612,-53.4754850612,-53.4744847902,-53.5104945443,-53.4754850612,-53.44247612,-53.4764853321,-53.4754850612,-53.5094942734,-53.4744847902,-53.5114948153,-93.7717751063,-93.8067791285,-93.8427832657,-93.9207922295,-93.8817877476,-93.8457836104,-93.8807876327,-93.9167917698,-93.9567963667,-93.8797875177,-93.9877999292,-93.990800274,-93.9547961368,-94.0218038365,-94.0588080886,-93.9877999292,-93.9877999292,-94.0208037216,-93.9537960219,-93.9857996994,-94.0198036067,-93.9857996994,-93.9557962517,-93.9847995845,-93.9898001591,-93.9857996994,-93.9557962517,-93.952795907,-93.9557962517,-93.9877999292,-93.9497955622,-93.9537960219,239.964,239.991,240.001,239.988,239.995,239.969,239.994,239.988,240.014,239.978,240.039,240.023,240.044,240.094,240.089,240.039,240.039,240.063,240.046,240.054,240.078,240.054,240.047,240.054,240.039,240.054,240.062,240.045,240.047,240.039,240.045,240.029
FLQS30QMGRWV,-53.4064566972,-53.3714413181,-53.3714413181,-53.4444733945,-53.4054562578,-53.4434729551,-53.4074571366,-53.4404716369,-53.408457576,-53.4414720763,-53.3704408787,-53.4064566972,-53.3334246207,-53.2663951807,-53.3034114386,-53.3704408787,-53.3704408787,-53.3384268177,-53.3374263783,-53.3354254995,-53.3014105598,-53.3354254995,-53.3354254995,-53.3364259389,-53.3734421969,-53.3354254995,-53.304411878,-53.3344250601,-53.3354254995,-53.3704408787,-53.3744426363,-53.3754430757,-93.7376870177,-93.7746975546,-93.8107078067,-93.9187385629,-93.8847288804,-93.845717774,-93.8477183435,-93.8827283108,-93.9517479607,-93.8477183435,-93.9857576432,-93.9877582127,-93.9527482454,-94.0187670409,-94.0557775778,-93.9857576432,-93.9857576432,-94.0187670409,-93.9527482454,-93.9837570736,-93.9827567888,-93.9837570736,-93.954748815,-93.9837570736,-93.986757928,-93.9837570736,-93.954748815,-93.9517479607,-93.954748815,-93.9857576432,-93.9477468215,-93.9527482454,240.66,240.687,240.696,240.691,240.7,240.672,240.689,240.683,240.716,240.673,240.742,240.726,240.751,240.799,240.792,240.742,240.742,240.766,240.749,240.758,240.773,240.758,240.75,240.758,240.741,240.758,240.765,240.75,240.75,240.742,240.73,240.732
FLQS30Q9GRWY,-53.4533105331,-53.4162715143,-53.4162715143,-53.4873463883,-53.4483052603,-53.490349552,-53.4533105331,-53.4853442792,-53.4503073694,-53.4863453337,-53.4142694051,-53.4493063149,-53.3822356591,-53.3141639488,-53.3492008585,-53.4142694051,-53.4142694051,-53.3431945311,-53.3822356591,-53.3812346045,-53.3492008585,-53.3812346045,-53.3832367137,-53.38023355,-53.4132683506,-53.3812346045,-53.3471987494,-53.3812346045,-53.3832367137,-53.4142694051,-53.3782314409,-53.4172725688,-93.8109831318,-93.8479720849,-93.8829616352,-93.9589389444,-93.9219499912,-93.8879601424,-93.9229496927,-93.9549401387,-93.9939284947,-93.9209502898,-94.0269186421,-94.028918045,-93.9929287933,-94.0589090881,-94.0978974441,-94.0269186421,-94.0269186421,-94.0589090881,-93.9949281961,-94.0259189407,-94.0589090881,-94.0259189407,-93.9959278976,-94.0229198364,-94.0249192392,-94.0259189407,-93.9949281961,-93.9929287933,-93.9959278976,-94.0269186421,-93.9919290918,-93.9929287933,240.688,240.715,240.724,240.711,240.719,240.691,240.717,240.711,240.737,240.702,240.763,240.747,240.768,240.817,240.811,240.763,240.763,240.803,240.769,240.777,240.801,240.777,240.769,240.777,240.762,240.777,240.785,240.769,240.769,240.763,240.77,240.752
FLQS30Q9GRWV,-53.2180312361,-53.1790136173,-53.1780131655,-53.2490452409,-53.2130289773,-53.2520465962,-53.2130289773,-53.2490452409,-53.2140294291,-53.2490452409,-53.1770127137,-53.2130289773,-53.1419969019,-53.0729657301,-53.1079815419,-53.1770127137,-53.1770127137,-53.1429973537,-53.1439978055,-53.1429973537,-53.1059806383,-53.1429973537,-53.1409964502,-53.1429973537,-53.1780131655,-53.1429973537,-53.1099824454,-53.1409964502,-53.1409964502,-53.1770127137,-53.1419969019,-53.1810145208,-93.8196335828,-93.8896430102,-93.9216473198,-93.9966574205,-93.9606525722,-93.9236475892,-93.9606525722,-93.9966574205,-94.0276615955,-93.9606525722,-94.0626663092,-94.0646665785,-94.0296618648,-94.0966708882,-94.1336758712,-94.0626663092,-94.0626663092,-94.0966708882,-94.0306619995,-94.0636664438,-94.0966708882,-94.0636664438,-94.0316621342,-94.0636664438,-94.0636664438,-94.0636664438,-94.0326622689,-94.0286617302,-94.0316621342,-94.0626663092,-94.0256613261,-94.0306619995,240.228,240.264,240.273,240.26,240.267,240.24,240.267,240.26,240.284,240.25,240.31,240.294,240.318,240.368,240.36,240.31,240.31,240.335,240.317,240.326,240.352,240.326,240.319,240.326,240.31,240.326,240.333,240.318,240.319,240.31,240.317,240.3
FLQS30Q3GRWV,-53.3231752123,-53.2862636955,-53.2882589127,-53.3580915119,-53.3211799952,-53.3590891205,-53.3221776037,-53.3560962948,-53.3201823866,-53.3580915119,-53.2842684784,-53.3191847781,-53.2543402216,-53.1855052308,-53.2174287048,-53.2842684784,-53.2842684784,-53.2523450044,-53.2503497873,-53.2503497873,-53.2174287048,-53.2503497873,-53.2483545702,-53.2503497873,-53.285266087,-53.2503497873,-53.2174287048,-53.2503497873,-53.2483545702,-53.2842684784,-53.2493521788,-53.2862636955,-93.7944001268,-93.8333911475,-93.8683830893,-93.9423660517,-93.9063743403,-93.8713823985,-93.90737411,-93.9403665122,-93.9773579935,-93.9063743403,-94.0103503957,-94.013349705,-93.9753584539,-94.0443425676,-94.0813340489,-94.0103503957,-94.0103503957,-94.0433427979,-93.9753584539,-94.0073510864,-94.0423430281,-94.0073510864,-93.9763582237,-94.0083508561,-94.0113501654,-94.0073510864,-93.9763582237,-93.9763582237,-93.9763582237,-94.0103503957,-93.9733589144,-93.9763582237,240.572,240.599,240.608,240.595,240.603,240.576,240.602,240.595,240.621,240.586,240.647,240.632,240.652,240.701,240.696,240.647,240.647,240.67,240.653,240.662,240.686,240.662,240.654,240.662,240.647,240.662,240.669,240.653,240.654,240.647,240.653,240.637
FLQS30Q2GRWV,-53.3024242304,-53.2624156554,-53.2244075092,-53.2954227298,-53.2584147979,-53.2984233729,-53.2594150123,-53.2924220867,-53.2974231585,-53.2954227298,-53.2614154411,-53.2604152267,-53.1914004348,-53.1213854286,-53.1563929317,-53.2614154411,-53.2614154411,-53.2284083667,-53.2264079379,-53.2274081523,-53.1934008636,-53.2274081523,-53.2244075092,-53.2274081523,-53.2244075092,-53.2274081523,-53.154392503,-53.1894000061,-53.2244075092,-53.2614154411,-53.1873995773,-53.2244075092,-93.8202276343,-93.9022566859,-93.8912527887,-93.9672797146,-93.930266606,-93.8942538516,-93.9312669603,-93.9652790061,-94.0443069948,-93.9282658974,-94.0763183321,-94.0383048691,-93.9992910519,-94.107329315,-94.1063289607,-94.0763183321,-94.0763183321,-94.1103303779,-94.0423062863,-94.034303452,-94.0683154978,-94.034303452,-94.0463077034,-94.0313023891,-94.034303452,-94.034303452,-94.0042928233,-94.0022921147,-94.0463077034,-94.0763183321,-94.0363041605,-94.0373045148,240.181,240.221,240.236,240.223,240.23,240.202,240.23,240.224,240.242,240.213,240.267,240.258,240.279,240.34,240.323,240.267,240.267,240.291,240.275,240.272,240.296,240.272,240.276,240.271,240.273,240.272,240.298,240.281,240.276,240.267,240.291,240.274
FLQS30PHGRWY,-53.3918730533,-53.35187165,-53.3558717904,-53.423874176,-53.3858728428,-53.4258742461,-53.387872913,-53.4218741058,-53.3868728779,-53.4228741409,-53.3508716149,-53.387872913,-53.3208705625,-53.2518681418,-53.2838692644,-53.3508716149,-53.3508716149,-53.3198705274,-53.3198705274,-53.3208705625,-53.2848692995,-53.3208705625,-53.3188704923,-53.3188704923,-53.3508716149,-53.3208705625,-53.2888694398,-53.3198705274,-53.3188704923,-53.3508716149,-53.3178704572,-53.3568718254,-93.7154116623,-93.7494150772,-93.7884189943,-93.8624264267,-93.8274229114,-93.7894190947,-93.8244226101,-93.8594261254,-93.8994301429,-93.8224224092,-93.9304332565,-93.9334335578,-93.8974299421,-93.9654367719,-93.9994401868,-93.9304332565,-93.9304332565,-93.9604362697,-93.8974299421,-93.9274329552,-93.9604362697,-93.9274329552,-93.9004302434,-93.9234325535,-93.931433357,-93.9274329552,-93.8984300425,-93.8984300425,-93.9004302434,-93.9304332565,-93.8964298416,-93.8974299421,240.18,240.208,240.216,240.204,240.212,240.184,240.211,240.205,240.231,240.194,240.256,240.24,240.261,240.311,240.305,240.256,240.256,240.278,240.261,240.269,240.294,240.269,240.263,240.269,240.256,240.269,240.276,240.261,240.263,240.256,240.262,240.244
FLQS30NWGRWV,-53.3120492765,-53.2780473317,-53.2770472745,-53.3510515073,-53.3150494481,-53.3480513357,-53.3170495625,-53.3470512785,-53.3150494481,-53.3520515645,-53.2790473889,-53.3130493337,-53.2460455013,-53.1730413257,-53.2080433277,-53.2790473889,-53.2790473889,-53.2450454441,-53.2430453297,-53.2440453869,-53.2090433849,-53.2440453869,-53.2440453869,-53.2420452725,-53.2790473889,-53.2440453869,-53.2090433849,-53.2430453297,-53.2440453869,-53.2790473889,-53.2410452153,-53.2790473889,-93.7387600003,-93.777762813,-93.8127653372,-93.9227732705,-93.8867706741,-93.8167656257,-93.8877707462,-93.8837704578,-93.9217731983,-93.8867706741,-93.993778391,-93.9957785353,-93.9217731983,-93.9897781025,-94.026780771,-93.993778391,-93.993778391,-93.9877779583,-93.9217731983,-93.9907781747,-93.9867778862,-93.9907781747,-93.960776011,-93.9897781025,-93.9917782468,-93.9907781747,-93.9247734147,-93.9567757226,-93.960776011,-93.993778391,-93.918772982,-93.9587758668,240.237,240.263,240.273,240.267,240.275,240.241,240.274,240.259,240.284,240.258,240.319,240.304,240.315,240.367,240.36,240.319,240.319,240.333,240.317,240.335,240.35,240.335,240.326,240.335,240.318,240.335,240.333,240.326,240.326,240.319,240.317,240.31
FLQS30MRGRWY,-53.2825812408,-53.2074986917,-53.2465416172,-53.3176197637,-53.2795779388,-53.319621965,-53.2815801401,-53.3146164617,-53.2825812408,-53.3176197637,-53.2465416172,-53.2825812408,-53.2155074969,-53.1454304511,-53.1794678733,-53.2465416172,-53.2465416172,-53.2155074969,-53.2145063963,-53.2145063963,-53.177465672,-53.2145063963,-53.2115030943,-53.2125041949,-53.2455405165,-53.2145063963,-53.180468974,-53.2125041949,-53.2115030943,-53.2465416172,-53.2125041949,-53.2495449192,-93.8137033961,-93.8417003232,-93.8806960432,-93.9486885807,-93.9146923119,-93.9246912145,-93.9116926412,-93.9086929704,-93.9846846299,-93.9126925314,-94.0146813376,-94.0186808986,-93.9826848494,-94.008681996,-94.0876733263,-94.0146813376,-94.0146813376,-94.0076821058,-93.9816849591,-93.9706861663,-94.0456779355,-93.9706861663,-93.9856845201,-94.0106817765,-94.0136814473,-93.9706861663,-93.9826848494,-93.9836847396,-93.9856845201,-94.0146813376,-93.9796851786,-93.9836847396,240.755,240.797,240.789,240.774,240.783,240.767,240.781,240.765,240.8,240.765,240.824,240.809,240.83,240.869,240.874,240.824,240.824,240.837,240.831,240.828,240.864,240.828,240.833,240.839,240.825,240.828,240.847,240.832,240.833,240.824,240.831,240.815
FLQS30MKGRWV,-53.3016635141,-53.2646595823,-53.2266555442,-53.2966629827,-53.2566587321,-53.3006634078,-53.2606591572,-53.2936626639,-53.263659476,-53.2956628765,-53.2246553316,-53.297663089,-53.2266555442,-53.1216443863,-53.1566481056,-53.2246553316,-53.2246553316,-53.1916518249,-53.1876513998,-53.2246553316,-53.1586483181,-53.2246553316,-53.1886515061,-53.1876513998,-53.2226551191,-53.2246553316,-53.1916518249,-53.2276556504,-53.1886515061,-53.2246553316,-53.2256554379,-53.2616592635,-93.7878311095,-93.8268335344,-93.858835524,-93.931840063,-93.8968378868,-93.858835524,-93.8568353997,-93.931840063,-93.965842177,-93.8958378246,-93.9988442289,-93.999844291,-93.9628419905,-94.0308462185,-94.0678485191,-93.9988442289,-93.9988442289,-94.0308462185,-93.9628419905,-93.9968441045,-94.0298461564,-93.9968441045,-93.9678423014,-93.9958440423,-93.9988442289,-93.9968441045,-93.9628419905,-93.9668422392,-93.9678423014,-93.9988442289,-93.9638420527,-93.9648421148,240.267,240.295,240.32,240.308,240.316,240.287,240.304,240.309,240.332,240.298,240.358,240.325,240.348,240.414,240.408,240.358,240.358,240.381,240.366,240.357,240.397,240.357,240.367,240.375,240.359,240.357,240.364,240.348,240.367,240.358,240.348,240.332
FLQS30MJGRWV,-53.2734434601,-53.2374242289,-53.2364236947,-53.3074616229,-53.2724429259,-53.3084621571,-53.2724429259,-53.3064610887,-53.2744439943,-53.3084621571,-53.2364236947,-53.2714423917,-53.2044066003,-53.1303670695,-53.1653857665,-53.2364236947,-53.2364236947,-53.2044066003,-53.2014049977,-53.2004044635,-53.1663863007,-53.2004044635,-53.1984033951,-53.2024055319,-53.2364236947,-53.2004044635,-53.1693879033,-53.1613836297,-53.1984033951,-53.2364236947,-53.1994039293,-53.1974028609,-93.8594768269,-93.8944818531,-93.9274865921,-94.0004970753,-93.9614914747,-93.8944818531,-93.9624916183,-93.9644919055,-94.0335018143,-93.9624916183,-94.0675066969,-94.0685068405,-94.0305013835,-94.0995112923,-94.1355164621,-94.0675066969,-94.0675066969,-94.0985111487,-94.0335018143,-94.0675066969,-94.0965108615,-94.0675066969,-94.0345019579,-94.0625059789,-94.0665065533,-94.0675066969,-94.0335018143,-94.0325016707,-94.0345019579,-94.0675066969,-94.0315015271,-94.0345019579,240.281,240.307,240.316,240.302,240.309,240.274,240.308,240.293,240.326,240.292,240.353,240.337,240.358,240.41,240.403,240.353,240.353,240.376,240.36,240.369,240.392,240.369,240.361,240.367,240.352,240.369,240.375,240.378,240.361,240.353,240.36,240.362
FLQS30MEGRWV,-53.637844046,-53.5601585603,-53.5601585603,-53.6707109823,-53.5940214643,-53.6746948534,-53.6388400138,-53.6697150145,-53.6348561427,-53.6707109823,-53.5990013031,-53.5940214643,-53.5661343669,-53.4964166232,-53.5332674306,-53.5990013031,-53.5990013031,-53.527291624,-53.5252996884,-53.5262956562,-53.5342633983,-53.5262956562,-53.5641424313,-53.5252996884,-53.5999972709,-53.5262956562,-53.5322714628,-53.5252996884,-53.5641424313,-53.5990013031,-53.5233077529,-53.6009932387,-93.7154263734,-93.7514353747,-93.786444126,-93.8594623786,-93.8264541274,-93.786444126,-93.8224531273,-93.8614628787,-93.89647163,-93.8244536274,-93.9274793811,-93.9324806313,-93.8934708798,-93.9604876323,-93.9984971336,-93.9274793811,-93.9274793811,-93.9624881323,-93.8934708798,-93.926479131,-93.9564866321,-93.926479131,-93.89847213,-93.9234783809,-93.9274793811,-93.926479131,-93.8934708798,-93.8944711299,-93.89847213,-93.9274793811,-93.8904701297,-93.89647163,239.861,239.906,239.916,239.884,239.91,239.863,239.889,239.885,239.91,239.875,239.935,239.938,239.941,239.991,239.984,239.935,239.935,239.977,239.96,239.968,239.972,239.968,239.943,239.968,239.934,239.968,239.956,239.96,239.943,239.935,239.96,239.926
FLQS30LFGRWY,-53.3279978325,-53.2920786602,-53.2910809054,-53.4028294415,-53.3270000777,-53.3659125144,-53.3260023229,-53.3589282309,-53.3679080239,-53.3619214952,-53.2890853958,-53.3699035335,-53.2990629437,-53.2292201086,-53.2212380703,-53.2890853958,-53.2890853958,-53.2561594878,-53.2561594878,-53.2561594878,-53.2222358251,-53.2561594878,-53.2561594878,-53.2551617331,-53.2910809054,-53.2561594878,-53.2641415261,-53.2970674341,-53.2561594878,-53.2890853958,-53.2950719245,-53.3339843612,-93.7932655874,-93.827275474,-93.864286233,-93.9923234533,-93.9072987367,-93.8682873961,-93.9042978643,-93.9393080418,-94.0283339215,-93.9032975736,-94.0103286874,-94.0613435173,-93.9783193823,-94.044338574,-94.0783484606,-94.0103286874,-94.0103286874,-94.0413377016,-94.0153301413,-94.0473394463,-94.0403374109,-94.0473394463,-94.0203315952,-94.0033266519,-94.0103286874,-94.0473394463,-94.0233324675,-94.0183310136,-94.0203315952,-94.0103286874,-94.0243327583,-94.0263333399,239.979,240.005,240.015,239.997,240.01,239.982,240.01,240.003,240.023,239.992,240.054,240.031,240.041,240.091,240.103,240.054,240.054,240.078,240.071,240.079,240.093,240.079,240.072,240.068,240.053,240.079,240.069,240.053,240.072,240.054,240.055,240.038
FLQS30KNGRWV,-53.5854210435,-53.5503887337,-53.5483868874,-53.6214542764,-53.5844201203,-53.6214542764,-53.5834191972,-53.6164496607,-53.5854210435,-53.6194524301,-53.5483868874,-53.5844201203,-53.5133545776,-53.4442908812,-53.4783222678,-53.5483868874,-53.5483868874,-53.5153564239,-53.5153564239,-53.5143555007,-53.479323191,-53.5143555007,-53.5113527313,-53.5133545776,-53.5493878105,-53.5143555007,-53.479323191,-53.5153564239,-53.5113527313,-53.5483868874,-53.5143555007,-53.5523905799,-93.7396123944,-93.7746055303,-93.8075990584,-93.879584938,-93.8465914099,-93.8075990584,-93.8435919982,-93.8775853302,-93.9155778777,-93.8425921943,-93.9495712097,-93.9505710136,-93.9155778777,-93.9795653262,-94.0205572854,-93.9495712097,-93.9495712097,-93.9805651301,-93.9145780738,-93.9455719942,-93.981564934,-93.9455719942,-93.9155778777,-93.9455719942,-93.9515708175,-93.9455719942,-93.9155778777,-93.91357827,-93.9155778777,-93.9495712097,-93.9095790544,-93.9145780738,239.968,239.994,240.003,239.989,239.997,239.97,239.997,239.99,240.015,239.98,240.04,240.024,240.048,240.096,240.091,240.04,240.04,240.064,240.047,240.055,240.081,240.055,240.049,240.056,240.04,240.055,240.063,240.046,240.049,240.04,240.046,240.03
FLQS30K5GRWY,-53.7345336175,-53.6985392887,-53.6985392887,-53.7665285763,-53.733533775,-53.7705279462,-53.7315340901,-53.7665285763,-53.7315340901,-53.7665285763,-53.6965396038,-53.7315340901,-53.7045383435,-53.5945556723,-53.6285503161,-53.6965396038,-53.6965396038,-53.6655444873,-53.6635448024,-53.6615451175,-53.6275504737,-53.6615451175,-53.6615451175,-53.6625449599,-53.6955397613,-53.6615451175,-53.6695438572,-53.6615451175,-53.6615451175,-53.6965396038,-53.6615451175,-53.6995391312,-93.6854834269,-93.7565012284,-93.7935105052,-93.8655285574,-93.8285192806,-93.7915100037,-93.7935105052,-93.863528056,-93.9015375835,-93.7925102545,-93.9335456067,-93.9355461082,-93.8995370821,-93.9705548836,-94.0065639097,-93.9335456067,-93.9335456067,-93.9665538807,-93.8995370821,-93.932545356,-93.9695546328,-93.932545356,-93.9025378342,-93.932545356,-93.9345458575,-93.932545356,-93.8985368313,-93.9005373328,-93.9025378342,-93.9335456067,-93.8985368313,-93.8995370821,239.935,239.97,239.98,239.968,239.973,239.946,239.965,239.967,239.993,239.948,240.018,240.002,240.005,240.074,240.068,240.018,240.018,240.041,240.024,240.033,240.059,240.033,240.026,240.033,240.018,240.033,240.021,240.025,240.026,240.018,240.025,240.007
FLQS30K3GRWY,-53.4629978539,-53.4269877521,-53.4249871908,-53.4990079557,-53.4589967315,-53.4990079557,-53.4629978539,-53.4950068333,-53.4619975733,-53.4970073945,-53.4259874715,-53.4609972927,-53.4349899969,-53.3249591302,-53.3599689514,-53.4259874715,-53.4259874715,-53.3949787727,-53.3929782114,-53.3929782114,-53.3589686708,-53.3929782114,-53.3929782114,-53.3919779308,-53.4269877521,-53.3929782114,-53.3599689514,-53.4339897163,-53.3929782114,-53.4259874715,-53.4329894357,-53.4279880327,-93.64276423,-93.6787645238,-93.7147648176,-93.7907654378,-93.754765144,-93.7157648257,-93.7537651359,-93.7887654215,-93.8277657398,-93.7537651359,-93.8577659846,-93.90376636,-93.828765748,-93.8917662621,-93.9287665641,-93.8577659846,-93.8577659846,-93.8917662621,-93.8687660744,-93.8567659765,-93.8917662621,-93.8567659765,-93.8297657561,-93.853765952,-93.8587659928,-93.8567659765,-93.8697660826,-93.8307657643,-93.8297657561,-93.8577659846,-93.8677660662,-93.8687660744,240.073,240.099,240.11,240.095,240.104,240.076,240.103,240.097,240.122,240.087,240.147,240.142,240.135,240.202,240.196,240.147,240.147,240.17,240.165,240.162,240.187,240.162,240.155,240.161,240.146,240.162,240.18,240.136,240.155,240.147,240.146,240.149
FLQS30K1GRWY,-53.7237470609,-53.6867479238,-53.6867479238,-53.760746198,-53.7217471076,-53.7617461747,-53.6837479938,-53.757746268,-53.6817480404,-53.7177472009,-53.6867479238,-53.7227470843,-53.6567486235,-53.5857502793,-53.620749463,-53.6867479238,-53.6867479238,-53.6557486468,-53.6557486468,-53.6537486934,-53.620749463,-53.6537486934,-53.6537486934,-53.6537486934,-53.6867479238,-53.6537486934,-53.5787504425,-53.6537486934,-53.6537486934,-53.6867479238,-53.6527487167,-53.6917478072,-93.6131046994,-93.6511010889,-93.6860977635,-93.7610906375,-93.723094248,-93.6870976685,-93.720094533,-93.7560911126,-93.797087217,-93.720094533,-93.8290841766,-93.8670805661,-93.7950874071,-93.8640808512,-93.8990775257,-93.8290841766,-93.8290841766,-93.8600812312,-93.8380833215,-93.8260844617,-93.8610811362,-93.8260844617,-93.8350836065,-93.8240846517,-93.8290841766,-93.8260844617,-93.7950874071,-93.800086932,-93.8350836065,-93.8290841766,-93.7950874071,-93.8390832265,240.49,240.518,240.527,240.513,240.52,240.493,240.538,240.513,240.558,240.522,240.565,240.558,240.57,240.62,240.613,240.565,240.565,240.587,240.581,240.579,240.604,240.579,240.581,240.579,240.565,240.579,240.606,240.572,240.581,240.565,240.572,240.565
FLQS30JCGRWV,-53.6113224973,-53.5743105382,-53.5753108615,-53.6473341331,-53.6113224973,-53.6493347795,-53.6123228205,-53.6453334867,-53.6153237901,-53.6473341331,-53.5793121543,-53.6133231437,-53.5433005185,-53.4732778933,-53.5092895291,-53.5793121543,-53.5793121543,-53.5443008417,-53.5453011649,-53.5443008417,-53.5092895291,-53.5443008417,-53.5443008417,-53.5433005185,-53.5793121543,-53.5443008417,-53.5102898523,-53.5412998721,-53.5443008417,-53.5793121543,-53.5402995489,-53.5793121543,-93.5272009006,-93.5631794355,-93.5971591629,-93.6701156365,-93.636135909,-93.6021561816,-93.636135909,-93.6701156365,-93.739074495,-93.6341371015,-93.7750530299,-93.7410733025,-93.7070935751,-93.7750530299,-93.8110315649,-93.7750530299,-93.7750530299,-93.7720548187,-93.739074495,-93.739074495,-93.7720548187,-93.739074495,-93.7420727063,-93.7380750913,-93.7400738988,-93.739074495,-93.7400738988,-93.7410733025,-93.7420727063,-93.7750530299,-93.7010971526,-93.7040953639,240.016,240.043,240.051,240.037,240.045,240.018,240.045,240.038,240.07,240.028,240.096,240.072,240.095,240.145,240.138,240.096,240.096,240.111,240.103,240.103,240.128,240.103,240.104,240.103,240.087,240.103,240.119,240.105,240.104,240.096,240.095,240.078
