,Distance_X_LOGO_Earphone_RU1,Distance_X_LOGO_Earphone_RU2,Distance_X_LOGO_Earphone_RU3,Distance_X_LOGO_Earphone_RU4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Earphone_RU1,Distance_Y_LOGO_Earphone_RU2,Distance_Y_LOGO_Earphone_RU3,Distance_Y_LOGO_Earphone_RU4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Earphone_RU1,Angle_Earphone_RU2,Angle_Earphone_RU3,Angle_Earphone_RU4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q2GRWV,-36.1495897691,-36.048526615,-36.0105028541,-36.0105028541,-36.0105028541,-36.0125041047,-35.9714784679,-36.0535297415,-35.9354559575,-36.0105028541,-36.0054997276,-36.0105028541,-35.9344553322,-36.0885516265,-35.9714784679,-35.9344553322,-35.9734797184,-35.9774822196,-35.9694772173,-35.9694772173,-36.0145053552,-35.9344553322,-36.0065003529,-36.0155059805,-36.0145053552,-36.0145053552,-36.0545303667,-35.9724790932,-36.0145053552,-36.0135047299,-35.9234484541,-36.0495272403,140.038971527,140.07598024,140.073979769,140.073979769,140.073979769,140.143996254,140.074980005,140.10498707,140.073979769,140.073979769,140.013965639,140.073979769,140.110988483,140.141995783,140.109988247,140.107987776,140.003963284,140.109988247,140.141995783,140.141995783,140.073979769,140.107987776,140.076980476,140.037971291,140.073979769,140.038971527,140.069978827,140.109988247,140.073979769,140.072979534,140.07598024,140.111988718,104.366,104.324,104.31,104.31,104.31,104.303,104.295,104.323,104.281,104.31,104.314,104.31,104.277,104.333,104.291,104.277,104.302,104.293,104.287,104.287,104.311,104.277,104.308,104.315,104.311,104.314,104.327,104.291,104.311,104.311,104.276,104.321
FLQS30PHGRWY,-36.3592649268,-36.3052467051,-36.2722355695,-36.2722355695,-36.2722355695,-36.2342227468,-36.1912082369,-36.2722355695,-36.1581971014,-36.2722355695,-36.26423287,-36.2722355695,-36.1561964265,-36.3082477174,-36.1922085744,-36.1581971014,-36.1932089118,-36.2352230843,-36.1932089118,-36.1932089118,-36.232222072,-36.1581971014,-36.2652332075,-36.2332224094,-36.232222072,-36.2332224094,-36.3082477174,-36.1932089118,-36.232222072,-36.2332224094,-36.1461930521,-36.3062470425,139.965145762,140.014156668,140.051164904,140.051164904,140.051164904,140.083172026,140.012156223,140.07717069,140.013156446,140.051164904,139.980149101,140.051164904,140.050164681,140.111178258,140.050164681,140.047164013,139.944141088,140.046163791,140.083172026,140.083172026,140.010155778,140.047164013,140.052165126,139.975147988,140.010155778,139.97614821,140.012156223,140.049164458,140.010155778,140.011156001,140.015156891,140.054165571,104.493,104.468,104.451,104.451,104.451,104.434,104.424,104.449,104.411,104.451,104.455,104.451,104.407,104.459,104.421,104.408,104.432,104.438,104.418,104.418,104.44,104.408,104.449,104.444,104.44,104.444,104.469,104.421,104.44,104.44,104.407,104.464
FLQS30NWGRWV,-36.3101490811,-36.220171014,-36.1821802746,-36.1821802746,-36.1821802746,-36.1841797872,-36.1051990395,-36.2221705266,-36.0692078127,-36.1821802746,-36.1791810057,-36.1821802746,-36.0682080564,-36.2561622409,-36.1031995269,-36.0692078127,-36.1071985521,-36.1511878293,-36.1061987958,-36.1061987958,-36.1851795435,-36.0692078127,-36.1771814931,-36.1861792998,-36.1851795435,-36.220171014,-36.2211707703,-36.1071985521,-36.1851795435,-36.1851795435,-36.0972009891,-36.220171014,139.979621255,140.021622341,140.028622522,140.028622522,140.028622522,140.09462423,140.01962229,140.058623299,140.01962229,140.028622522,139.990621539,140.028622522,140.058623299,140.09462423,140.100624385,140.054623195,139.950620505,140.058623299,140.093624204,140.093624204,140.020622315,140.054623195,140.058623299,139.98562141,140.020622315,139.989621514,140.021622341,140.054623195,140.020622315,140.023622393,139.99762172,140.058623299,104.655,104.616,104.601,104.601,104.601,104.595,104.572,104.613,104.559,104.601,104.604,104.601,104.554,104.623,104.564,104.555,104.58,104.586,104.565,104.565,104.603,104.555,104.596,104.607,104.603,104.62,104.617,104.57,104.603,104.603,104.571,104.613
FLQS30MRGRWY,-36.3677612165,-36.2715130752,-36.2384277766,-36.2384277766,-36.2384277766,-36.2394303614,-36.1923088756,-36.277528584,-36.1562158226,-36.2384277766,-36.231409683,-36.2384277766,-36.1552132378,-36.3146242218,-36.19531663,-36.1572184074,-36.1943140452,-36.205342478,-36.19531663,-36.19531663,-36.236422607,-36.1572184074,-36.2304070982,-36.236422607,-36.236422607,-36.2354200222,-36.277528584,-36.19531663,-36.236422607,-36.2374251918,-36.1461899745,-36.2705104904,139.924816304,139.971812212,140.003809426,140.003809426,140.003809426,140.040806205,139.976811777,140.008808991,139.976811777,140.003809426,139.940814911,140.003809426,140.048805508,140.039806292,140.048805508,140.01180873,139.907817785,140.005809252,140.082802548,140.082802548,139.970812299,140.01180873,140.012808643,139.934815434,139.970812299,139.937815173,139.972812125,140.01180873,139.970812299,139.971812212,139.979811516,140.01180873,104.392,104.35,104.335,104.335,104.335,104.331,104.32,104.349,104.306,104.335,104.338,104.335,104.298,104.36,104.314,104.303,104.327,104.321,104.31,104.31,104.337,104.303,104.331,104.341,104.337,104.34,104.353,104.317,104.337,104.337,104.302,104.346
FLQS30MKGRWV,-36.2822123154,-36.1832144647,-36.1482152245,-36.1482152245,-36.1482152245,-36.1482152245,-36.1032162014,-36.1882143561,-36.0682169613,-36.1482152245,-36.1392154199,-36.1482152245,-36.067216983,-36.2242135746,-36.1042161797,-36.067216983,-36.105216158,-36.1132159843,-36.1042161797,-36.1042161797,-36.1492152028,-36.067216983,-36.1392154199,-36.1492152028,-36.1492152028,-36.1482152245,-36.1882143561,-36.105216158,-36.1492152028,-36.1492152028,-36.0552172435,-36.1832144647,139.996113926,140.035115351,140.071116666,140.071116666,140.071116666,140.107117981,140.035115351,140.104117871,140.036115387,140.071116666,140.002114145,140.071116666,140.075116812,140.137119077,140.074116776,140.071116666,139.96611283,140.072116702,140.108118018,140.108118018,140.035115351,140.071116666,140.071116666,140.000114072,140.035115351,140.000114072,140.032115241,140.072116702,140.035115351,140.036115387,140.040115534,140.074116776,104.703,104.661,104.644,104.644,104.644,104.641,104.63,104.656,104.617,104.644,104.648,104.644,104.613,104.667,104.627,104.613,104.638,104.631,104.623,104.623,104.648,104.613,104.641,104.651,104.648,104.651,104.663,104.627,104.648,104.648,104.612,104.657
FLQS30MJGRWV,-36.3166178301,-36.2194449312,-36.1423076816,-36.1423076816,-36.1423076816,-36.1863861099,-36.0982292532,-36.1853843275,-36.0621650846,-36.1423076816,-36.1372987693,-36.1423076816,-36.0611633021,-36.2214484961,-36.0972274708,-36.0621650846,-36.0992310357,-36.1493201588,-36.0962256883,-36.0962256883,-36.1833807626,-36.0621650846,-36.1342934219,-36.184382545,-36.1833807626,-36.1833807626,-36.184382545,-36.1433094641,-36.1833807626,-36.184382545,-36.1082470779,-36.2194449312,139.8916981,139.933704615,140.007716095,140.007716095,140.007716095,140.003715474,139.929703995,139.962709114,139.929703995,140.007716095,139.89569872,140.007716095,139.970710355,140.000715009,139.96770989,139.964709424,139.859693136,139.970710355,140.040721214,140.040721214,139.931704305,139.964709424,139.968710045,139.89569872,139.931704305,139.89569872,139.968710045,139.962709114,139.931704305,139.931704305,139.927703685,139.972710665,104.39,104.349,104.312,104.312,104.312,104.329,104.303,104.333,104.289,104.312,104.321,104.312,104.285,104.343,104.298,104.286,104.31,104.318,104.291,104.291,104.335,104.286,104.313,104.339,104.335,104.339,104.332,104.317,104.335,104.335,104.307,104.345
FLQS30MEGRWV,-36.0810239207,-36.0312734603,-35.9924681012,-35.9924681012,-35.9924681012,-35.9596327973,-35.9307775302,-35.996448138,-35.8939621895,-35.9924681012,-36.001423184,-35.9924681012,-35.8929671803,-36.0312734603,-35.9656028525,-35.9287875118,-35.9327675486,-35.924807475,-35.9646078433,-35.9646078433,-35.9944581196,-35.9287875118,-36.001423184,-35.9944581196,-35.9944581196,-35.996448138,-35.9974431472,-35.9665978617,-35.9944581196,-35.9934631104,-35.8949571987,-36.0312734603,140.08889363,140.135900641,140.140901387,140.140901387,140.140901387,140.203910784,140.127899448,140.165905116,140.128899597,140.140901387,140.071891094,140.140901387,140.166905265,140.200910337,140.168905564,140.166905265,140.056888857,140.166905265,140.201910486,140.201910486,140.105896166,140.166905265,140.168905564,140.069890796,140.105896166,140.071891094,140.129899746,140.167905414,140.105896166,140.105896166,140.129899746,140.171906011,104.373,104.349,104.334,104.334,104.334,104.315,104.311,104.333,104.297,104.334,104.344,104.334,104.293,104.343,104.321,104.307,104.319,104.305,104.317,104.317,104.338,104.307,104.335,104.342,104.338,104.342,104.337,104.322,104.338,104.338,104.298,104.346
FLQS30LFGRWY,-36.315519413,-36.2577730079,-36.1821053047,-36.1821053047,-36.1821053047,-36.1831009323,-36.1343151763,-36.2259129223,-36.0576518454,-36.1821053047,-36.1701577726,-36.1821053047,-36.0566562177,-36.2627511463,-36.1373020593,-36.0586474731,-36.135310804,-36.1482539637,-36.1363064317,-36.1363064317,-36.181109677,-36.0586474731,-36.1711534002,-36.1791184216,-36.181109677,-36.178122794,-36.2249172946,-36.1363064317,-36.181109677,-36.181109677,-36.0875206756,-36.2567773802,139.93267194,139.943674666,139.974682349,139.974682349,139.974682349,140.011691519,139.941674171,139.972681854,139.939673675,139.974682349,139.903664753,139.974682349,139.978683341,140.009691024,140.017693006,139.974682349,139.870656574,139.976682845,140.011691519,140.011691519,139.937673179,139.974682349,139.976682845,139.908665992,139.937673179,139.907665744,139.975682597,139.977683093,139.937673179,139.937673179,139.94667541,139.98368458,104.567,104.544,104.511,104.511,104.511,104.508,104.497,104.529,104.467,104.511,104.514,104.511,104.463,104.539,104.49,104.464,104.504,104.498,104.49,104.49,104.515,104.464,104.507,104.517,104.515,104.517,104.528,104.494,104.515,104.515,104.478,104.54
FLQS30KNGRWV,-36.4318062252,-36.3736820914,-36.338607183,-36.338607183,-36.338607183,-36.3396093233,-36.2564316835,-36.338607183,-36.2213567751,-36.338607183,-36.3305900611,-36.338607183,-36.2594381042,-36.4127655607,-36.2564316835,-36.2213567751,-36.2574338237,-36.3025301344,-36.296517293,-36.296517293,-36.2995237137,-36.2213567751,-36.3305900611,-36.300525854,-36.2995237137,-36.2975194332,-36.3776906523,-36.2564316835,-36.2995237137,-36.300525854,-36.2434038604,-36.3736820914,139.981625991,140.028619151,140.063614057,140.063614057,140.063614057,140.100608673,140.027619296,140.094609546,140.026619442,140.063614057,139.996623808,140.063614057,140.069613184,140.094609546,140.064613912,140.060614494,139.957629483,140.065613766,140.101608527,140.101608527,140.024619733,140.060614494,140.070613039,139.989624826,140.024619733,139.990624681,140.023619879,140.062614203,140.024619733,140.024619733,140.032618569,140.06861333,104.547,104.52,104.503,104.503,104.503,104.5,104.475,104.5,104.462,104.503,104.506,104.503,104.472,104.528,104.471,104.458,104.482,104.489,104.483,104.483,104.492,104.458,104.499,104.495,104.492,104.495,104.522,104.471,104.492,104.492,104.47,104.516
FLQS30K5GRWY,-36.3039854382,-36.1699891829,-36.1359901331,-36.1359901331,-36.1359901331,-36.1359901331,-36.0899914185,-36.1769889873,-36.0129935703,-36.1359901331,-36.1269903846,-36.1359901331,-36.0539924246,-36.2139879533,-36.0909913906,-36.0539924246,-36.0919913627,-36.1009911111,-36.0909913906,-36.0909913906,-36.134990161,-36.0539924246,-36.1269903846,-36.134990161,-36.134990161,-36.1339901889,-36.1769889873,-36.0919913627,-36.134990161,-36.1359901331,-36.0409927879,-36.1699891829,140.043889743,140.125910177,140.1589184,140.1589184,140.1589184,140.193927122,140.124909928,140.122909429,140.122909429,140.1589184,140.056892982,140.1589184,140.161919148,140.191926624,140.160918899,140.157918151,140.023884759,140.160918899,140.192926873,140.192926873,140.090901455,140.157918151,140.15991865,140.054892484,140.090901455,140.056892982,140.086900458,140.15991865,140.090901455,140.089901206,140.09690295,140.161919148,104.524,104.465,104.448,104.448,104.448,104.445,104.434,104.468,104.405,104.448,104.455,104.448,104.417,104.475,104.431,104.417,104.445,104.435,104.428,104.428,104.455,104.417,104.445,104.459,104.455,104.458,104.471,104.432,104.455,104.455,104.418,104.461
FLQS30K3GRWY,-36.3423915273,-36.20031963,-36.2083236806,-36.2083236806,-36.2083236806,-36.1653019088,-36.1602993773,-36.2103246932,-36.1252816561,-36.2083236806,-36.1572978583,-36.2083236806,-36.0852614033,-36.2463429207,-36.1623003899,-36.1242811498,-36.1222801371,-36.1733059594,-36.1612998836,-36.1612998836,-36.1663024152,-36.1242811498,-36.1572978583,-36.2083236806,-36.1663024152,-36.2063226679,-36.2513454523,-36.1623003899,-36.1663024152,-36.2053221616,-36.0752563401,-36.20031963,139.960252557,140.033251645,140.029251695,140.029251695,140.029251695,140.102250784,140.03525162,140.064251258,140.034251633,140.029251695,139.998252082,140.029251695,140.069251196,140.101250796,140.069251196,140.067251221,139.964252507,140.066251233,140.101250796,140.101250796,140.032251658,140.067251221,140.037251596,139.99525212,140.032251658,139.99525212,140.029251695,140.069251196,140.032251658,140.002252033,140.036251608,140.070251184,104.448,104.387,104.39,104.39,104.39,104.367,104.371,104.388,104.358,104.39,104.374,104.39,104.339,104.398,104.369,104.354,104.364,104.373,104.365,104.365,104.374,104.354,104.37,104.394,104.374,104.393,104.407,104.369,104.374,104.392,104.339,104.383
FLQS30K1GRWY,-36.0221103276,-35.9311605457,-35.8951804122,-35.8951804122,-35.8951804122,-35.8951804122,-35.8112267673,-35.8961798603,-35.7742471857,-35.8951804122,-35.8821875862,-35.8951804122,-35.7732477375,-35.9701390236,-35.8102273192,-35.7752466338,-35.8112267673,-35.861199175,-35.8112267673,-35.8112267673,-35.8961798603,-35.7752466338,-35.8801886899,-35.8961798603,-35.8961798603,-35.8951804122,-35.8971793085,-35.8472069008,-35.8961798603,-35.8971793085,-35.7662516004,-35.9281622012,139.973814144,140.019810468,140.053807752,140.053807752,140.053807752,140.089804875,140.020810389,140.053807752,140.020810389,140.053807752,139.990812786,140.053807752,140.058807352,140.090804795,140.055807592,140.054807672,139.950815982,140.055807592,140.091804715,140.091804715,140.018810548,140.054807672,140.059807272,139.981813505,140.018810548,139.981813505,140.018810548,140.059807272,140.018810548,140.018810548,140.027809829,140.061807112,104.43,104.391,104.374,104.374,104.374,104.37,104.345,104.374,104.331,104.374,104.375,104.374,104.326,104.399,104.341,104.327,104.351,104.361,104.338,104.338,104.378,104.327,104.367,104.381,104.378,104.381,104.378,104.355,104.378,104.378,104.327,104.385
FLQS30JCGRWV,-35.9178898706,-35.8178567567,-35.7818448357,-35.7818448357,-35.7818448357,-35.7828451669,-35.7368299345,-35.8288603992,-35.9118878838,-35.7818448357,-35.7748425177,-35.7818448357,-35.6998176823,-35.8648723202,-35.7378302656,-35.7018183446,-35.7388305967,-35.7468332459,-35.7388305967,-35.7388305967,-35.783845498,-35.7018183446,-35.7748425177,-35.783845498,-35.783845498,-35.783845498,-35.8708743071,-35.7388305967,-35.783845498,-35.783845498,-35.6908147021,-35.8188570878,139.940756144,139.989738208,140.024725396,140.024725396,140.024725396,140.059712585,140.027724298,140.026724664,139.977742601,140.024725396,139.99273711,140.024725396,140.064710754,140.062711487,140.063711121,140.060712219,139.890774447,140.02572503,140.100697577,140.100697577,139.98773894,140.060712219,140.062711487,139.952751752,139.98773894,139.988738574,139.991737476,140.061711853,139.98773894,139.989738208,139.996735646,140.063711121,104.457,104.414,104.396,104.396,104.396,104.393,104.379,104.414,104.451,104.396,104.397,104.396,104.361,104.425,104.376,104.362,104.393,104.383,104.372,104.372,104.401,104.362,104.39,104.404,104.401,104.401,104.434,104.376,104.401,104.4,104.364,104.407
FLQS30J0GRWV,-35.7092983868,-35.6103003319,-35.5723010785,-35.5723010785,-35.5723010785,-35.5723010785,-35.5243020216,-35.6133002729,-35.4883027289,-35.5723010785,-35.5603013142,-35.5723010785,-35.4853027878,-35.6482995853,-35.5233020412,-35.4883027289,-35.5253020019,-35.5393017268,-35.5243020216,-35.5243020216,-35.5733010588,-35.4883027289,-35.5603013142,-35.5703011178,-35.5733010588,-35.5703011178,-35.6133002729,-35.5253020019,-35.5733010588,-35.5753010195,-35.4793029057,-35.6103003319,140.054450034,140.056450084,140.090450921,140.090450921,140.090450921,140.125451783,140.057450108,140.090450921,140.057450108,140.090450921,140.027449369,140.090450921,140.095451044,140.127451833,140.09245097,140.090450921,139.987448384,140.09245097,140.128451857,140.128451857,140.055450059,140.090450921,140.09245097,140.02544932,140.055450059,140.02544932,140.054450034,140.09245097,140.055450059,140.056450084,140.064450281,140.095451044,104.201,104.163,104.145,104.145,104.145,104.142,104.13,104.161,104.116,104.145,104.147,104.145,104.111,104.171,104.126,104.113,104.137,104.132,104.123,104.123,104.149,104.113,104.141,104.151,104.149,104.151,104.164,104.127,104.149,104.15,104.112,104.159
FLQS30HZGRWY,-36.3191285764,-36.2281382754,-36.1941418993,-36.1941418993,-36.1941418993,-36.1541461626,-36.1111507457,-36.2321378491,-36.0741546893,-36.1941418993,-36.1851428585,-36.1941418993,-36.1131505325,-36.2731334792,-36.1501465889,-36.1131505325,-36.1111507457,-36.1581457363,-36.1521463758,-36.1521463758,-36.1951417927,-36.1131505325,-36.1851428585,-36.1961416861,-36.1951417927,-36.1931420059,-36.2351375294,-36.1501465889,-36.1951417927,-36.1951417927,-36.1011518115,-36.2301380623,139.991166369,140.033161919,140.069158105,140.069158105,140.069158105,140.105154291,140.074157575,140.069158105,140.041161071,140.069158105,140.005164886,140.069158105,140.075157469,140.139150688,140.074157575,140.072157787,139.970168594,140.108153973,140.143150264,140.143150264,140.035161707,140.072157787,140.072157787,140.033161919,140.035161707,140.004164992,140.070157999,140.077157257,140.035161707,140.034161813,140.041161071,140.073157681,104.571,104.532,104.515,104.515,104.515,104.496,104.483,104.53,104.471,104.515,104.518,104.515,104.483,104.538,104.497,104.484,104.493,104.497,104.491,104.491,104.518,104.484,104.511,104.519,104.518,104.521,104.531,104.497,104.518,104.519,104.482,104.528
FLQS30H6GRWV,-36.2100366093,-36.1131916343,-36.079245973,-36.079245973,-36.079245973,-36.0782475712,-36.0313226864,-36.1181836434,-35.9963786233,-36.079245973,-36.069261955,-36.079245973,-35.9963786233,-36.1541261083,-36.0333194901,-35.9963786233,-36.0343178919,-36.0462987135,-36.0333194901,-36.0333194901,-36.0802443748,-35.9963786233,-36.0682635532,-36.079245973,-36.0802443748,-36.0782475712,-36.1181836434,-36.0333194901,-36.0802443748,-36.0802443748,-35.9903882125,-36.1141900361,139.987591002,140.030592105,140.066593028,140.066593028,140.066593028,140.101593926,140.029592079,140.062592926,140.029592079,140.066593028,139.994591181,140.066593028,140.066593028,140.1005939,140.064592977,140.064592977,139.959590283,140.067593054,140.1005939,140.1005939,140.029592079,140.064592977,140.064592977,139.993591155,140.029592079,139.994591181,140.025591976,140.064592977,140.029592079,140.03159213,140.034592207,140.069593105,104.656,104.615,104.598,104.598,104.598,104.594,104.583,104.614,104.57,104.598,104.601,104.598,104.566,104.624,104.581,104.567,104.591,104.585,104.577,104.577,104.602,104.567,104.594,104.605,104.602,104.605,104.617,104.581,104.602,104.602,104.567,104.611
FLQS30GQGRWV,-4576.91083017,-4569.98108025,-4560.90940763,-4560.90940763,-4560.90940763,-4561.16139853,-4555.74359405,-4566.0752212,-4551.08176228,-4560.90940763,-4559.901444,-4560.90940763,-4551.08176228,-4574.89490292,-4555.74359405,-4551.20775774,-4555.49160314,-4556.75155767,-4555.74359405,-4555.74359405,-4560.90940763,-4551.20775774,-4564.94126213,-4560.90940763,-4560.90940763,-4560.90940763,-4566.0752212,-4555.74359405,-4560.90940763,-4560.90940763,-4549.6958123,-4570.1070757,139.977962367,140.018974368,140.054984906,140.054984906,140.054984906,140.091995737,140.027977003,140.056985491,140.030977881,140.054984906,139.990966172,140.054984906,140.064987833,140.088994859,140.092996029,140.063987541,139.957956512,140.090995444,140.125005396,140.125005396,140.022975539,140.063987541,140.053984613,139.986965001,140.022975539,139.989965879,140.021975246,140.061986955,140.022975539,140.020974954,140.027977003,140.056985491,104.544,104.519,104.488,104.488,104.488,104.485,104.475,104.503,104.46,104.488,104.491,104.488,104.457,104.527,104.468,104.457,104.481,104.471,104.465,104.465,104.491,104.457,104.5,104.494,104.491,104.494,104.507,104.471,104.491,104.491,104.456,104.516
FLQS30GCGRWY,-36.2140657303,-36.127019903,-36.09100094,-36.09100094,-36.09100094,-36.0920014667,-36.054981977,-36.1300214833,-36.018963014,-36.09100094,-36.0900004132,-36.09100094,-36.0179624872,-36.1640393928,-36.0529809235,-36.0179624872,-36.0539814502,-36.0579835572,-36.0519803967,-36.0519803967,-36.0920014667,-36.0179624872,-36.0889998865,-36.0920014667,-36.0920014667,-36.0930019935,-36.1290209565,-36.054981977,-36.0920014667,-36.0920014667,-36.0119593267,-36.127019903,140.035557191,140.078572107,140.1125839,140.1125839,140.1125839,140.147596041,140.079572454,140.110583207,140.078572107,140.1125839,140.04556066,140.1125839,140.113584247,140.148596388,140.114584594,140.1125839,140.01054852,140.113584247,140.149596735,140.149596735,140.07757176,140.1125839,140.114584594,140.040558926,140.07757176,140.041559273,140.074570719,140.115584941,140.07757176,140.07757176,140.080572801,140.1125839,104.52,104.482,104.465,104.465,104.465,104.462,104.454,104.48,104.441,104.465,104.471,104.465,104.437,104.49,104.45,104.437,104.461,104.452,104.446,104.446,104.469,104.437,104.464,104.473,104.469,104.473,104.484,104.451,104.469,104.469,104.438,104.479
FLQS30G5GRWY,-36.0940928327,-35.9621217437,-35.9671206486,-35.9671206486,-35.9671206486,-35.9681204296,-35.8861383894,-36.0001134208,-35.8851386085,-35.9671206486,-35.9201309427,-35.9671206486,-35.8481467123,-36.0021129828,-35.8861383894,-35.8841388275,-35.8871381704,-35.9311285334,-35.8851386085,-35.8851386085,-35.9641213057,-35.8841388275,-35.9221305046,-35.9661208676,-35.9641213057,-35.9651210866,-36.0001134208,-35.9251298476,-35.9641213057,-35.9671206486,-35.8391486835,-36.0021129828,140.164331145,140.204337804,140.237343298,140.237343298,140.237343298,140.273349292,140.203337638,140.200337139,140.170332144,140.237343298,140.167331645,140.237343298,140.240343798,140.270348792,140.239343631,140.203337638,140.133325984,140.238343465,140.270348792,140.270348792,140.170332144,140.203337638,140.238343465,140.166331478,140.170332144,140.166331478,140.163330979,140.240343798,140.170332144,140.201337305,140.201337305,140.242344131,104.391,104.337,104.335,104.335,104.335,104.332,104.308,104.352,104.311,104.335,104.324,104.335,104.289,104.346,104.304,104.307,104.315,104.322,104.301,104.301,104.341,104.307,104.318,104.342,104.341,104.342,104.355,104.319,104.341,104.339,104.29,104.348
FLQS30E9GRWY,-35.9744905053,-35.8874844819,-35.849481851,-35.849481851,-35.849481851,-35.849481851,-35.8134793585,-35.8884845511,-35.7774768661,-35.849481851,-35.8504819202,-35.849481851,-35.7764767969,-35.9224869051,-35.8134793585,-35.7774768661,-35.8134793585,-35.8114792201,-35.8114792201,-35.8114792201,-35.8504819202,-35.7774768661,-35.849481851,-35.8514819894,-35.8504819202,-35.8524820587,-35.8904846896,-35.8134793585,-35.8504819202,-35.849481851,-35.7664761045,-35.8874844819,140.127526704,140.134527129,140.168529198,140.168529198,140.168529198,140.204531389,140.134527129,140.166529077,140.13552719,140.168529198,140.101525121,140.168529198,140.171529381,140.202531268,140.171529381,140.167529138,140.06452287,140.167529138,140.200531146,140.200531146,140.13552719,140.167529138,140.172529442,140.098524939,140.13552719,140.099525,140.131526947,140.17052932,140.13552719,140.132527008,140.132527008,140.169529259,104.414,104.38,104.362,104.362,104.362,104.358,104.351,104.377,104.338,104.362,104.369,104.362,104.334,104.387,104.348,104.334,104.359,104.348,104.344,104.344,104.366,104.334,104.362,104.37,104.366,104.37,104.381,104.348,104.366,104.366,104.334,104.377
FLQS30DZGRWV,-36.0153211447,-35.9213072545,-35.9193069589,-35.9193069589,-35.9193069589,-35.9193069589,-35.8763006049,-35.9253078455,-35.8012895223,-35.9193069589,-35.9123059246,-35.9193069589,-35.80228967,-35.9613131652,-35.8783009004,-35.8032898178,-35.8402952852,-35.8482964674,-35.8392951375,-35.8392951375,-35.9213072545,-35.8032898178,-35.8753004571,-35.9193069589,-35.9213072545,-35.9193069589,-35.9603130174,-35.8402952852,-35.9213072545,-35.9193069589,-35.8632986839,-35.9203071067,140.115695236,140.159698909,140.160698993,140.160698993,140.160698993,140.200702332,140.166699493,140.194701831,140.161699076,140.160698993,140.099693901,140.160698993,140.200702332,140.227704585,140.200702332,140.196701998,140.092693316,140.196701998,140.232705003,140.232705003,140.157698742,140.196701998,140.166699493,140.0936934,140.157698742,140.095693567,140.159698909,140.197702081,140.157698742,140.128696321,140.171699911,140.196701998,104.604,104.564,104.563,104.563,104.563,104.559,104.546,104.562,104.518,104.563,104.566,104.563,104.514,104.572,104.543,104.515,104.539,104.532,104.525,104.525,104.564,104.515,104.545,104.57,104.564,104.57,104.579,104.529,104.564,104.566,104.54,104.56
FLQS30D5GRWQ,-36.4931387349,-36.4351353355,-36.3631311156,-36.3631311156,-36.3631311156,-36.362131057,-36.3191285367,-36.4041335186,-36.285126544,-36.3631311156,-36.3561307053,-36.3631311156,-36.2841264854,-36.4771377971,-36.3191285367,-36.2841264854,-36.3221287126,-36.3301291814,-36.3201285953,-36.3201285953,-36.4021334014,-36.2841264854,-36.3931328739,-36.4021334014,-36.4021334014,-36.4001332841,-36.4051335772,-36.321128654,-36.4021334014,-36.4021334014,-36.2791261923,-36.3991332255,139.942097184,139.983100143,140.023103029,140.023103029,140.023103029,140.058105555,139.983100143,140.055105338,140.017102596,140.023103029,139.953097978,140.023103029,140.057105482,140.061105771,140.053105194,140.052105122,139.913095092,140.05610541,140.088107719,140.088107719,139.987100431,140.052105122,140.024103101,139.952097906,139.987100431,139.950097762,139.984100215,140.052105122,139.987100431,139.987100431,139.990100648,140.058105555,104.661,104.634,104.603,104.603,104.603,104.599,104.59,104.615,104.573,104.603,104.607,104.603,104.569,104.642,104.583,104.57,104.598,104.587,104.58,104.58,104.621,104.57,104.614,104.625,104.621,104.624,104.623,104.584,104.621,104.621,104.574,104.613
