,Distance_X_LOGO_Nfc_Up1,Distance_X_LOGO_Nfc_Up2,Distance_X_LOGO_Nfc_Up3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Nfc_Up1,Distance_Y_LOGO_Nfc_Up2,Distance_Y_LOGO_Nfc_Up3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Nfc_Up1,Angle_Nfc_Up2,Angle_Nfc_Up3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q2GRWV,-67.2151893278,-67.1101218164,-67.0470813095,-67.1441436772,-67.179166181,-67.2151893278,-67.1101218164,-67.1491468921,-67.0740986696,-67.179166181,-67.2151893278,-67.1101218164,-67.0110581627,-67.2151893278,-67.1461449632,-67.2151893278,-67.1091211734,-67.1441436772,-67.1141243882,-67.0760999555,-67.1081205304,-67.1451443202,-67.1431430343,-67.0390761658,-67.1111224593,-67.0430787376,-66.9980498041,-67.0080562338,-66.9670298722,-66.9370105832,-67.0380755228,-67.003053019,144.101910475,144.100910038,144.107913096,144.173941922,144.173941922,144.131923578,144.130923141,144.212958955,144.098909165,144.138926635,144.100910038,144.029879028,144.173941922,144.140927509,144.144929256,144.100910038,144.138926635,144.104911785,144.171941048,144.172941485,144.242972058,144.132924015,144.208957208,144.343015734,144.414046744,144.347017481,144.421049802,144.348017918,144.387034952,144.314003068,144.343015734,144.448061594,114.899,114.865,114.843,114.865,114.876,114.895,114.861,114.861,114.853,114.882,114.899,114.876,114.821,114.893,114.87,114.899,114.859,114.876,114.856,114.843,114.843,114.872,114.859,114.805,114.818,114.806,114.78,114.794,114.775,114.776,114.805,114.777
FLQS30PHGRWY,-67.3185841093,-67.2155480121,-67.1435227791,-67.2515606286,-67.2865728947,-67.3215851607,-67.217548713,-67.2485595772,-67.1815360965,-67.2845721938,-67.3175837589,-67.2165483626,-67.108510513,-67.3195844598,-67.2485595772,-67.3205848103,-67.2165483626,-67.2495599277,-67.2295529185,-67.1845371479,-67.2165483626,-67.2525609791,-67.2515606286,-67.1465238305,-67.2165483626,-67.1595283864,-67.1125119149,-67.1125119149,-67.0764992984,-67.0424873828,-67.1475241809,-67.1115115644,143.962257953,143.964257985,143.965258,144.036259114,144.036259114,143.997258502,143.994258455,144.062259522,143.964257985,143.997258502,143.960257922,143.894256887,144.036259114,143.997258502,143.994258455,143.960257922,143.997258502,143.965258,144.032259051,144.029259004,144.099260102,143.997258502,144.069259632,144.165261137,144.279262925,144.207261796,144.239262298,144.202261718,144.20626178,144.179261357,144.163261106,144.318263537,114.987,114.953,114.929,114.954,114.965,114.983,114.949,114.949,114.942,114.97,114.987,114.964,114.907,114.982,114.959,114.988,114.948,114.964,114.947,114.933,114.933,114.96,114.949,114.9,114.905,114.897,114.877,114.883,114.871,114.863,114.9,114.865
FLQS30NWGRWV,-67.278728061,-67.1747547533,-67.1007737459,-67.2107455137,-67.2457365307,-67.2817272911,-67.17675424,-67.208746027,-67.1397637363,-67.2457365307,-67.2777283177,-67.1757544966,-67.0667824722,-67.278728061,-67.2067465403,-67.2797278044,-67.1747547533,-67.2097457703,-67.1727552666,-67.1407634796,-67.1757544966,-67.2107455137,-67.2107455137,-67.1057724626,-67.17975347,-67.1017734892,-67.0747804189,-67.0697817022,-67.0407891452,-67.0037986415,-67.1057724626,-67.0757801623,143.9400004,143.943000713,143.943000713,144.008007487,144.010007696,143.973003839,143.941000504,144.002006862,143.938000192,143.943000713,143.939000296,143.838989873,143.978004361,143.976004152,143.931999566,143.938000192,143.977004256,143.906996961,143.971003631,143.96600311,144.036010406,143.972003735,144.013008008,144.110018118,144.244032084,144.14602187,144.203027811,144.150022287,144.170024371,144.141021349,144.10101718,144.302038129,115.169,115.135,115.111,115.136,115.148,115.165,115.136,115.137,115.124,115.158,115.169,115.151,115.094,115.164,115.147,115.17,115.129,115.152,115.13,115.12,115.121,115.142,115.136,115.087,115.091,115.08,115.062,115.069,115.056,115.049,115.088,115.048
FLQS30MRGRWY,-67.4221096364,-67.3198394683,-67.2446408153,-67.3539295243,-67.3890222291,-67.4241149338,-67.3198394683,-67.3519242269,-67.2837441149,-67.3850116343,-67.4221096364,-67.3178341709,-67.2095481106,-67.4231122851,-67.3499189295,-67.4231122851,-67.3178341709,-67.3509215782,-67.3148262248,-67.2847467636,-67.3188368196,-67.3559348218,-67.3539295243,-67.2486514101,-67.3218447657,-67.2426355179,-67.2155640028,-67.2135587054,-67.1824765955,-67.1453785933,-67.2476487614,-67.2165666515,143.876943304,143.879942927,143.877943178,143.94693452,143.945934645,143.911938912,143.909939163,143.979930379,143.876943304,143.913938661,143.874943555,143.806952088,143.947934394,143.912938786,143.907939414,143.876943304,143.914938535,143.878943053,143.945934645,143.941935147,144.011926363,143.909939163,143.982930002,144.109914066,144.232898631,144.119912811,144.19290365,144.144909674,144.157908042,144.128911681,144.087916826,144.244897125,114.907,114.873,114.849,114.874,114.886,114.902,114.868,114.868,114.862,114.889,114.907,114.884,114.827,114.902,114.879,114.907,114.867,114.883,114.861,114.852,114.853,114.88,114.869,114.815,114.82,114.812,114.792,114.798,114.786,114.778,114.818,114.784
FLQS30MKGRWV,-67.2511696729,-67.1471725033,-67.0831742451,-67.1801716052,-67.2171705982,-67.2511696729,-67.1461725305,-67.1851714691,-67.1111734831,-67.2141706799,-67.2501697001,-67.1481724761,-67.0461752521,-67.2511696729,-67.1831715236,-67.2511696729,-67.1461725305,-67.1801716052,-67.1511723945,-67.1141734014,-67.1471725033,-67.1821715508,-67.1801716052,-67.0811742996,-67.1831715236,-67.0801743268,-67.0451752793,-67.0461752521,-67.0111762046,-66.9751771844,-67.079174354,-67.0431753337,143.959512572,143.958512492,143.968513292,144.02651793,144.03151833,143.990515051,143.991515131,144.079522169,143.955512252,143.997515611,143.959512572,143.888506893,144.03751881,143.998515691,144.010516651,143.959512572,143.994515371,143.961512732,144.03351849,144.04351929,144.112524808,143.990515051,144.062520809,144.207532406,144.266537125,144.209532566,144.276537925,144.244535365,144.243535285,144.207532406,144.196531526,144.315541044,115.215,115.181,115.158,115.181,115.193,115.21,115.176,115.175,115.17,115.197,115.214,115.192,115.136,115.209,115.185,115.215,115.175,115.191,115.171,115.157,115.157,115.188,115.176,115.121,115.146,115.121,115.099,115.104,115.093,115.087,115.122,115.093
FLQS30MJGRWV,-67.3444326798,-67.2392398765,-67.1731186858,-67.2753059805,-67.3113720845,-67.3474381884,-67.2412435489,-67.282318834,-67.2061792811,-67.309368412,-67.3444326798,-67.2472545662,-67.1370525818,-67.3464363522,-67.282318834,-67.3474381884,-67.2392398765,-67.282318834,-67.2412435489,-67.2081829536,-67.2412435489,-67.2763078167,-67.2763078167,-67.1771260307,-67.2472545662,-67.174120522,-67.1390562543,-67.1400580905,-67.1029901503,-67.0719332274,-67.1731186858,-67.1420617629,143.966520063,143.965519928,143.968520334,144.03552942,144.040530098,144.001524809,143.961519385,144.020527386,143.92851491,143.997524267,143.962519521,143.845503655,144.038529827,144.000524674,143.950517893,143.967520199,143.999524538,143.915513147,144.033529149,143.995523996,144.098537963,143.999524538,144.069534031,144.131542438,144.230555863,144.197551388,144.24255749,144.203552202,144.20855288,144.125541624,144.16754732,144.335570102,114.892,114.858,114.835,114.859,114.87,114.887,114.859,114.863,114.853,114.875,114.892,114.879,114.813,114.887,114.874,114.892,114.852,114.879,114.848,114.843,114.838,114.865,114.854,114.812,114.82,114.801,114.783,114.789,114.776,114.779,114.805,114.77
FLQS30MEGRWV,-67.0926844232,-66.9892077478,-66.9155801133,-67.025026597,-67.0608454462,-67.0628353822,-66.9902027158,-67.0210467248,-66.9543838666,-67.0588555101,-67.0598504781,-66.9882127797,-66.8797612641,-67.0608454462,-67.0200517568,-67.0618404142,-66.9882127797,-67.0230366609,-66.9852278756,-66.9553788346,-66.9882127797,-67.027016533,-67.025026597,-66.9185650174,-66.9931876199,-66.9125952092,-66.8877210084,-66.8837411362,-66.8538920952,-66.8190682141,-66.9195599854,-66.8877210084,144.094104627,144.097105587,144.095104947,144.167127992,144.200138554,144.129115829,144.130116149,144.194136633,144.096105267,144.131116469,144.095104947,144.030084143,144.169128632,144.132116789,144.125114549,144.096105267,144.133117109,144.097105587,144.159125431,144.160125751,144.230148156,144.128115509,144.201138874,144.29516896,144.410205767,144.335181762,144.371193285,144.331180482,144.337182403,144.310173761,144.289167039,144.44721761,114.944,114.91,114.886,114.911,114.917,114.929,114.905,114.905,114.898,114.927,114.933,114.92,114.863,114.928,114.915,114.933,114.904,114.921,114.899,114.889,114.889,114.917,114.905,114.856,114.863,114.848,114.835,114.84,114.829,114.821,114.858,114.823
FLQS30LFGRWY,-67.3470371662,-67.1847647445,-67.1091039834,-67.2773496231,-67.3121933947,-67.2932782044,-67.1857602808,-67.2773496231,-67.1509165093,-67.3121933947,-67.3470371662,-67.1817781355,-67.0752557482,-67.2873049864,-67.2773496231,-67.2902915954,-67.2425058516,-67.2186129797,-67.2425058516,-67.2076620801,-67.2425058516,-67.222595125,-67.2206040523,-67.1160727377,-67.2425058516,-67.1110950561,-67.137974537,-67.0812289662,-67.05036734,-67.0135324958,-67.1160727377,-67.137974537,143.864107188,143.927127386,143.926127065,143.93412963,143.93412963,143.954136042,143.957137003,143.96914085,143.924126424,143.899118409,143.864107188,143.856104623,143.994148865,143.963138927,143.899118409,143.923126103,143.899118409,143.924126424,143.93412963,143.93412963,144.004152071,143.957137003,144.027159445,144.145197275,144.179208175,144.160202084,144.144196954,144.181208816,144.186210419,144.163203046,144.131192787,144.214219396,115.145,115.083,115.058,115.112,115.123,115.114,115.078,115.106,115.072,115.129,115.145,115.093,115.037,115.111,115.117,115.118,115.106,115.094,115.1,115.089,115.09,115.09,115.079,115.027,115.063,115.023,115.034,115.01,114.999,114.99,115.029,115.023
FLQS30KNGRWV,-67.5247365349,-67.4215106883,-67.3453440443,-67.4555852396,-67.4916641763,-67.5277431129,-67.422512881,-67.4515764689,-67.3864339444,-67.4886575982,-67.5247365349,-67.4215106883,-67.3092651076,-67.5247365349,-67.4505742762,-67.5267409202,-67.4205084956,-67.4545830469,-67.4144953395,-67.387436137,-67.419506303,-67.457589625,-67.4565874323,-67.3473484296,-67.422512881,-67.3423374662,-67.3152782637,-67.3132738784,-67.2842102905,-67.2471291611,-67.3503550077,-67.3172826491,143.978699378,143.982698453,143.978699378,144.045683886,144.047683423,144.010691979,144.011691747,144.075676948,143.977699609,144.013691285,143.978699378,143.910715102,144.053682036,144.014691054,144.006692904,143.977699609,144.013691285,143.976699841,144.04168481,144.043684348,144.109669086,144.011691747,144.080675792,144.190650356,144.305623764,144.185651513,144.264633245,144.227641801,144.232640645,144.201647813,144.182652206,144.330617984,115.063,115.029,115.005,115.03,115.042,115.059,115.025,115.025,115.018,115.046,115.063,115.04,114.982,115.058,115.035,115.064,115.024,115.041,115.017,115.008,115.009,115.036,115.025,114.973,114.98,114.972,114.951,114.956,114.946,114.939,114.975,114.942
FLQS30K5GRWY,-67.3854931654,-67.3154947307,-67.2434963407,-67.3164947083,-67.353493881,-67.4224923381,-67.2844954239,-67.3184946636,-67.2494962065,-67.3524939033,-67.3844931878,-67.2834954462,-67.209497101,-67.3874931207,-67.3124947978,-67.3864931431,-67.3164947083,-67.3154947307,-67.3154947307,-67.281495491,-67.3164947083,-67.3524939033,-67.3184946636,-67.2124970339,-67.3144947531,-67.2074971457,-67.1744978836,-67.1754978612,-67.1414986215,-67.1054994265,-67.2114970562,-67.2084971233,144.177292704,144.129280619,144.134281877,144.245309826,144.209300761,144.165289683,144.202298999,144.234307056,144.135282129,144.172291445,144.175292201,144.066264756,144.203299251,144.174291949,144.201298747,144.176292452,144.163289179,144.174291949,144.192296481,144.195297236,144.261313854,144.165289683,144.243309322,144.32633022,144.442359428,144.396347845,144.407350615,144.36534004,144.373342054,144.34833576,144.332331731,144.479368744,115.044,115.028,115.004,115.011,115.028,115.058,115.007,115.013,115.006,115.034,115.044,115.028,114.982,115.045,115.016,115.044,115.023,115.021,115.019,115.007,115.009,115.035,115.012,114.965,114.981,114.952,114.94,114.947,114.935,114.926,114.963,114.94
FLQS30K3GRWY,-67.4687984695,-67.3667458337,-67.293708163,-67.400763379,-67.4367819563,-67.4728005337,-67.3677463498,-67.3977618309,-67.3317277724,-67.4347809243,-67.4697989856,-67.3677463498,-67.2566890696,-67.4687984695,-67.3977618309,-67.4718000177,-67.3667458337,-67.400763379,-67.3627437696,-67.3327282885,-67.3647448017,-67.4027644111,-67.400763379,-67.292707647,-67.3657453177,-67.2877050668,-67.2586901017,-67.2586901017,-67.2256730724,-67.1906550111,-67.294708679,-67.2576895856,143.96023774,143.966237875,143.959237717,144.032239359,144.032239359,143.993238482,143.993238482,144.062240034,143.962237785,143.997238572,143.959237717,143.892236211,144.036239449,143.997238572,143.994238505,143.959237717,143.995238527,143.963237807,144.028239269,144.026239224,144.094240754,143.993238482,144.066240124,144.199243115,144.325245949,144.199243115,144.283245005,144.235243925,144.248244217,144.220243588,144.174242553,144.333246129,115.0,114.965,114.943,114.966,114.978,114.996,114.961,114.961,114.954,114.983,115.0,114.977,114.919,114.994,114.971,115.001,114.961,114.977,114.954,114.945,114.945,114.973,114.961,114.906,114.91,114.904,114.882,114.889,114.876,114.869,114.91,114.874
FLQS30K1GRWY,-67.1274078355,-67.026465868,-66.9545072377,-67.0604463323,-67.0974250729,-67.1314055372,-67.0254664426,-67.0604463323,-66.9904865528,-67.095426222,-67.1294066864,-67.0254664426,-66.9205267733,-67.1304061118,-67.0594469069,-67.1304061118,-67.0254664426,-67.0594469069,-67.0244670171,-66.9914859782,-67.0254664426,-67.0634446086,-67.0604463323,-66.9585049393,-67.0294641442,-66.9555066631,-66.924524475,-66.9235250496,-66.8915434361,-66.8535652701,-66.9585049393,-66.9235250496,144.0558008,144.019804598,144.014805126,144.091797003,144.093796792,144.049801433,144.08679753,144.119794049,144.020804493,144.0558008,144.018804704,143.9468123,144.087797425,144.0558008,144.053801011,144.017804809,144.054800906,144.021804387,144.081798058,144.120793943,144.154790356,144.049801433,144.124793521,144.231782233,144.341770628,144.253779912,144.303774637,144.268778329,144.271778013,144.238781494,144.224782971,144.36876778,114.987,114.959,114.937,114.959,114.971,114.989,114.949,114.955,114.948,114.976,114.993,114.97,114.914,114.988,114.965,114.994,114.954,114.97,114.949,114.933,114.939,114.967,114.954,114.905,114.911,114.901,114.883,114.888,114.877,114.87,114.906,114.873
FLQS30JCGRWV,-66.8401488402,-66.7351140348,-66.6660911627,-66.7691253051,-66.8041369069,-66.8421495032,-66.7361143663,-66.7701256366,-66.700102433,-66.8041369069,-66.8401488402,-66.7351140348,-66.6310795609,-66.8411491717,-66.7681249736,-66.8411491717,-66.7351140348,-66.7691253051,-66.7361143663,-66.7011027645,-66.7351140348,-66.7711259681,-66.7691253051,-66.6650908312,-66.773126631,-66.6660911627,-66.6300792294,-66.6310795609,-66.5950676276,-66.5590556943,-66.6650908312,-66.6310795609,144.037026924,144.0410239,144.040024656,144.10597476,144.108972492,144.072000464,144.070001976,144.139949057,144.0410239,144.072000464,144.035028436,143.967079843,144.108972492,144.072000464,144.07100122,144.039025412,144.072000464,144.038026168,144.104975516,144.103976272,144.173923353,144.07100122,144.140948301,144.238874214,144.30782205,144.275846242,144.31281827,144.27784473,144.281841706,144.244869678,144.243870434,144.383764595,114.941,114.906,114.884,114.908,114.919,114.936,114.902,114.903,114.895,114.924,114.942,114.918,114.862,114.936,114.913,114.941,114.902,114.918,114.897,114.886,114.886,114.914,114.902,114.854,114.878,114.848,114.831,114.836,114.824,114.818,114.853,114.82
FLQS30J0GRWV,-66.7474819389,-66.6434843042,-66.5774858052,-66.6774835309,-66.7134827122,-66.7494818935,-66.6444842814,-66.68148344,-66.6074851229,-66.7114827577,-66.7474819389,-66.6444842814,-66.5404866467,-66.7474819389,-66.6794834854,-66.7484819162,-66.6434843042,-66.6784835082,-66.6454842587,-66.6094850774,-66.6444842814,-66.6784835082,-66.6784835082,-66.5734858962,-66.6444842814,-66.5734858962,-66.5384866922,-66.5404866467,-66.5044874654,-66.4674883069,-66.5734858962,-66.5374867149,144.141686226,144.142686085,144.143685944,144.208676785,144.213676081,144.172681858,144.17068214,144.243671853,144.141686226,144.173681717,144.13768679,144.068696513,144.209676644,144.175681435,144.177681153,144.140686367,144.173681717,144.138686649,144.211676363,144.211676363,144.277667062,144.172681858,144.241672135,144.356655931,144.458641558,144.377652972,144.427645926,144.391650999,144.393650717,144.355656072,144.354656212,144.497636062,114.742,114.707,114.686,114.709,114.72,114.738,114.704,114.705,114.696,114.725,114.742,114.719,114.664,114.737,114.714,114.742,114.703,114.72,114.698,114.686,114.687,114.715,114.704,114.652,114.66,114.649,114.63,114.636,114.624,114.618,114.653,114.619
FLQS30HZGRWY,-67.1753998516,-67.1064076573,-67.0334159155,-67.1044078835,-67.1424035847,-67.1743999647,-67.0724115036,-67.1054077704,-67.0344158023,-67.1384040372,-67.1743999647,-67.0724115036,-66.9964201011,-67.172400191,-67.1054077704,-67.1714003041,-67.1064076573,-67.1014082229,-67.1034079967,-67.0724115036,-67.1034079967,-67.1424035847,-67.1044078835,-67.0334159155,-67.0664121823,-66.9954202143,-66.9604241737,-66.9614240606,-66.92642802,-66.8894322056,-66.997419988,-66.9624239474,144.041154537,144.040154293,144.04915649,144.113172114,144.111171625,144.075162837,144.071161861,144.152181634,144.042154781,144.07816357,144.043155025,143.976138669,144.124174799,144.081164302,144.08316479,144.045155514,144.07816357,144.077163325,144.104169917,144.113172114,144.176187493,144.073162349,144.148180658,144.25320629,144.365233632,144.297217032,144.334226064,144.300217764,144.305218984,144.269210196,144.264208976,144.393240467,115.037,115.015,114.989,115.003,115.015,115.031,114.999,114.997,114.991,115.019,115.036,115.013,114.966,115.03,115.007,115.035,115.009,115.007,115.004,114.992,114.993,115.021,114.997,114.958,114.952,114.939,114.922,114.928,114.915,114.909,114.945,114.914
FLQS30H6GRWV,-67.1155119106,-67.0116782043,-66.9367981276,-67.044625438,-67.0805678748,-67.1165103116,-67.0126766053,-67.0406318339,-66.9767341685,-67.0795694738,-67.1155119106,-67.0106798032,-66.8988588888,-67.1155119106,-67.0396334329,-67.1165103116,-67.0106798032,-67.044625438,-67.0056877981,-66.9747373664,-67.0086830012,-67.047620641,-67.045623839,-66.9397933307,-67.0096814022,-66.9338029245,-66.9048492949,-66.9008556908,-66.8689068581,-66.8339628223,-66.9377965286,-66.9058476959,144.083063065,144.081062911,144.078062681,144.154068517,144.158068824,144.116065599,144.110065138,144.175070129,144.079062758,144.117065675,144.081062911,144.009057382,144.149068133,144.119065829,144.105064754,144.084063141,144.116065599,144.082062988,144.143067672,144.137067211,144.208072663,144.113065368,144.188071127,144.256076349,144.385086255,144.300079728,144.352083721,144.299079651,144.319081187,144.286078653,144.261076733,144.431089787,115.145,115.111,115.087,115.111,115.122,115.14,115.107,115.106,115.1,115.127,115.145,115.121,115.064,115.139,115.116,115.144,115.105,115.121,115.099,115.09,115.091,115.118,115.106,115.061,115.064,115.052,115.035,115.042,115.028,115.021,115.059,115.023
FLQS30GQGRWV,3710.72710443,3704.23962866,3700.80508267,3706.91094221,3708.81902332,3710.72710443,3704.29414526,3706.42029278,3703.09478,3708.81902332,3710.72710443,3705.0028611,3698.89700156,3710.72710443,3706.31125958,3710.72710443,3705.0028611,3706.91094221,3704.62124488,3703.09478,3705.0028611,3706.20222637,3706.91094221,3701.18669889,3705.0028611,3700.80508267,3699.27861778,3698.73345175,3697.37053667,3695.46245557,3701.18669889,3699.27861778,143.94013495,143.951139089,143.961142851,144.010161287,144.010161287,143.975148119,143.981150376,144.060180099,143.94013495,143.975148119,143.94013495,143.870108614,144.027167683,143.975148119,143.991154138,143.94013495,143.975148119,143.94013495,144.023166178,144.010161287,144.080187623,143.975148119,144.045174455,144.15021396,144.255253464,144.197231643,144.220240296,144.193230138,144.185227128,144.15021396,144.15021396,144.290266633,115.309,115.268,115.246,115.275,115.287,115.303,115.264,115.265,115.263,115.292,115.309,115.285,115.225,115.303,115.274,115.309,115.269,115.286,115.259,115.252,115.253,115.276,115.27,115.219,115.226,115.21,115.197,115.198,115.191,115.185,115.219,115.187
FLQS30GCGRWY,-67.4754703318,-67.3724146305,-67.2963735304,-67.4074335581,-67.4094346397,-67.4784719542,-67.374415712,-67.4214411292,-67.3053783975,-67.4064330173,-67.4754703318,-67.3704135489,-67.2813654186,-67.4914789845,-67.4214411292,-67.4774714134,-67.3714140897,-67.4064330173,-67.3864222015,-67.3383962436,-67.3714140897,-67.4104351805,-67.4084340989,-67.3003756936,-67.3754162528,-67.3163843462,-67.2693589291,-67.2653567659,-67.2343400014,-67.2003216146,-67.3013762344,-67.2703594699,144.051335846,144.051335846,144.05333717,144.125384853,144.167412667,144.086359025,144.083357038,144.153403396,144.092362998,144.132389488,144.048333859,143.983290812,144.188426575,144.083357038,144.083357038,144.050335183,144.086359025,144.051335846,144.118380217,144.110374919,144.17741929,144.087359687,144.158406707,144.225451078,144.364543132,144.293496112,144.324516642,144.271481542,144.2884928,144.267478893,144.23045439,144.409572933,115.125,115.091,115.066,115.091,115.085,115.12,115.087,115.092,115.063,115.09,115.125,115.101,115.041,115.125,115.102,115.126,115.085,115.102,115.086,115.071,115.071,115.098,115.086,115.041,115.045,115.036,115.016,115.023,115.01,115.002,115.041,115.003
FLQS30G5GRWY,-67.0898096907,-67.0218250836,-66.9208479466,-67.0578169344,-67.0938087852,-67.0928090116,-67.0228248572,-67.0258241781,-66.9848334592,-67.0548176135,-67.0898096907,-67.0228248572,-66.8828565485,-67.0888099171,-67.0238246309,-67.0908094643,-67.0218250836,-67.0198255363,-66.9898323273,-66.9578395711,-67.0248244045,-67.0588167081,-67.0228248572,-66.9188483993,-66.9898323273,-66.9138495312,-66.8798572276,-66.8818567749,-66.8508637922,-66.8138721678,-66.9178486257,-66.8818567749,144.061571097,144.058570272,144.072574119,144.122587857,144.123588132,144.093579889,144.086577966,144.179603518,144.055569448,144.097580988,144.063571646,143.992552138,144.141593077,144.101582087,144.113585384,144.061571097,144.094580164,144.067572745,144.141593077,144.142593352,144.204610387,144.085577691,144.165599671,144.309639236,144.409666712,144.324643358,144.380658744,144.348649952,144.342648303,144.305638137,144.301637038,144.422670284,114.928,114.906,114.871,114.908,114.92,114.924,114.902,114.889,114.894,114.911,114.927,114.916,114.848,114.922,114.898,114.928,114.901,114.904,114.883,114.872,114.885,114.914,114.89,114.834,114.842,114.83,114.811,114.816,114.807,114.8,114.835,114.805
FLQS30E9GRWY,-67.1624102494,-67.0574033541,-66.9943992169,-67.0944057839,-67.1314082137,-67.1644103808,-67.0614036168,-67.0984060466,-67.0224010557,-67.127407951,-67.1614101838,-67.0594034854,-66.9603969841,-67.1604101181,-67.0964059152,-67.1624102494,-67.0604035511,-67.1054065063,-67.0634037481,-67.0284014497,-67.0604035511,-67.0954058496,-67.0954058496,-66.9933991512,-67.0674040108,-66.9923990856,-66.9583968528,-66.9593969185,-66.9253946857,-66.8883922559,-66.9943992169,-66.9583968528,144.017343773,144.050354396,144.057356649,144.114374997,144.115375319,144.079363731,144.078363409,144.162390448,144.04735343,144.08436534,144.018344095,143.983332828,144.129379825,144.08436534,144.098369847,144.046353108,144.08436534,144.000338301,144.125378538,144.133381113,144.202403324,144.078363409,144.148385941,144.302435514,144.392464484,144.313439054,144.366456115,144.298434226,144.301435192,144.290431651,144.291431973,144.409469956,115.023,114.984,114.962,114.986,114.998,115.015,114.981,114.98,114.973,115.002,115.023,114.995,114.94,115.013,114.989,115.019,114.98,115.007,114.974,114.962,114.962,114.992,114.981,114.925,114.935,114.923,114.904,114.914,114.903,114.892,114.927,114.897
FLQS30DZGRWV,-67.0584736793,-66.955459126,-66.884449094,-66.9904640713,-67.0254690166,-67.0614741032,-66.9564592673,-66.9904640713,-66.9204541807,-67.023468734,-67.0584736793,-66.9534588434,-66.8494441487,-67.0584736793,-66.9874636474,-67.0594738206,-66.9534588434,-66.98946393,-66.9544589847,-66.9194540394,-66.9544589847,-66.9904640713,-66.98946393,-66.8854492353,-66.9544589847,-66.8864493766,-66.8484440074,-66.8534447139,-66.8124389208,-66.7794342581,-66.8834489527,-66.8474438661,144.215188671,144.218188987,144.214188566,144.290196571,144.289196465,144.253192673,144.249192252,144.311198783,144.220189197,144.251192463,144.21318846,144.144181192,144.287196255,144.251192463,144.245191831,144.215188671,144.251192463,144.216188776,144.277195201,144.281195623,144.347202574,144.252192568,144.323200047,144.398207946,144.525221323,144.433211633,144.493217953,144.397207841,144.463214793,144.427211001,144.404208578,144.574226485,115.127,115.093,115.07,115.093,115.105,115.122,115.089,115.09,115.081,115.11,115.127,115.104,115.048,115.122,115.099,115.127,115.087,115.104,115.084,115.072,115.073,115.099,115.088,115.043,115.046,115.038,115.016,115.033,115.009,115.004,115.041,115.004
FLQS30D5GRWQ,-67.5260167241,-67.4220105374,-67.3450059569,-67.4550125005,-67.4920147015,-67.5280168431,-67.4230105969,-67.4510122626,-67.3870084553,-67.4910146421,-67.5250166646,-67.4200104184,-67.3100038748,-67.5250166646,-67.4480120841,-67.5240166052,-67.4220105374,-67.454012441,-67.4140100615,-67.3870084553,-67.4200104184,-67.4600127979,-67.4550125005,-67.3480061353,-67.4230105969,-67.3430058379,-67.3170042912,-67.3130040533,-67.2840023281,-67.2480001866,-67.3490061948,-67.3180043507,143.940010351,143.942010351,143.936010351,144.013010356,144.013010356,143.971010353,143.970010353,144.032010357,143.943010351,143.975010353,143.937010351,143.872010346,144.012010356,143.976010353,143.964010353,143.939010351,143.972010353,143.940010351,144.001010355,144.000010355,144.07001036,143.971010353,144.046010358,144.128010364,144.261010374,144.165010367,144.216010371,144.168010367,144.182010368,144.164010367,144.123010364,144.296010376,115.176,115.141,115.117,115.142,115.154,115.172,115.138,115.137,115.13,115.159,115.176,115.152,115.094,115.17,115.147,115.175,115.137,115.152,115.13,115.121,115.121,115.149,115.137,115.089,115.093,115.082,115.066,115.072,115.06,115.051,115.09,115.054
