,Distance_X_LOGO_Button_RU1,Distance_X_LOGO_Button_RU2,Distance_X_LOGO_Button_RU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Button_RU1,Distance_Y_LOGO_Button_RU2,Distance_Y_LOGO_Button_RU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Button_RU1,Angle_Button_RU2,Angle_Button_RU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30K1GRWY,-37.40349351,-37.3074717056,-37.3404792008,-37.3404792008,-37.3004701157,-37.3754871504,-37.3744869233,-37.3744869233,-37.3404792008,-37.4044937371,-37.3354780652,-37.3404792008,-37.341479428,-37.3404792008,-37.3874898759,-37.3404792008,-37.3454803365,-37.3764873775,-37.3404792008,-37.3744869233,-37.3394789737,-37.4044937371,-37.3764873775,-37.341479428,-37.3424796551,-37.3754871504,-37.3384787466,-37.3714862419,-37.3054712513,-37.3004701157,-37.3034707971,-37.3384787466,-139.319612425,-139.318612506,-139.282615449,-139.282615449,-139.246618391,-139.282615449,-139.249618146,-139.249618146,-139.248618228,-139.213621088,-139.209621415,-139.282615449,-139.282615449,-139.248618228,-139.276615939,-139.282615449,-139.286615122,-139.284615285,-139.282615449,-139.249618146,-139.249618146,-139.210621333,-139.284615285,-139.28161553,-139.213621088,-139.282615449,-139.31661267,-139.320612343,-139.246618391,-139.246618391,-139.246618391,-139.31661267,254.658,254.695,254.678,254.678,254.69,254.665,254.662,254.662,254.675,254.647,254.673,254.678,254.678,254.675,254.66,254.678,254.677,254.665,254.678,254.662,254.675,254.647,254.665,254.678,254.67,254.665,254.682,254.67,254.688,254.69,254.689,254.682
FLQS30JCGRWV,-37.3529294301,-37.2168859818,-37.3239201654,-37.3239201654,-37.2068827871,-37.3579310275,-37.3609319859,-37.3609319859,-37.2839073865,-37.3539297496,-37.3169179291,-37.3239201654,-37.2809064281,-37.284907706,-37.318918568,-37.3239201654,-37.2929102618,-37.3169179291,-37.3239201654,-37.3199188875,-37.3239201654,-37.3939425285,-37.2789057891,-37.2859080254,-37.2839073865,-37.3579310275,-37.2799061086,-37.3599316664,-37.2528974828,-37.2068827871,-37.2538978023,-37.2799061086,-139.214151261,-139.215150867,-139.180164651,-139.180164651,-139.142179617,-139.177165833,-139.146178042,-139.146178042,-139.147177648,-139.112191432,-139.108193007,-139.180164651,-139.180164651,-139.147177648,-139.215150867,-139.180164651,-139.178165439,-139.182163864,-139.180164651,-139.144178829,-139.139180798,-139.109192613,-139.181164257,-139.180164651,-139.11019222,-139.177165833,-139.214151261,-139.216150473,-139.145178435,-139.142179617,-139.146178042,-139.214151261,254.793,254.845,254.8,254.8,254.841,254.787,254.782,254.782,254.812,254.781,254.795,254.8,254.817,254.812,254.805,254.8,254.812,254.803,254.8,254.798,254.796,254.766,254.817,254.814,254.808,254.787,254.82,254.79,254.824,254.841,254.824,254.82
FLQS30J0GRWV,-37.523238649,-37.2952189685,-37.4182295856,-37.4182295856,-37.3742257876,-37.3982278593,-37.4862354553,-37.4862354553,-37.4082287225,-37.4862354553,-37.4112289814,-37.4182295856,-37.4142292404,-37.3612246655,-37.4092288088,-37.4182295856,-37.4182295856,-37.4682339015,-37.4182295856,-37.4092288088,-37.4652336426,-37.4862354553,-37.3592244929,-37.3652250108,-37.3652250108,-37.3982278593,-37.4142292404,-37.4482321752,-37.2822178464,-37.3742257876,-37.331222076,-37.4142292404,-139.318788978,-139.319788991,-139.243788015,-139.243788015,-139.20678754,-139.239787963,-139.247788066,-139.247788066,-139.251788117,-139.215787655,-139.17178709,-139.243788015,-139.244788028,-139.25278813,-139.278788464,-139.243788015,-139.28078849,-139.311788888,-139.243788015,-139.208787565,-139.204787514,-139.170787077,-139.285788554,-139.241787989,-139.215787655,-139.239787963,-139.278788464,-139.319788991,-139.20678754,-139.20678754,-139.249788092,-139.278788464,254.685,254.773,254.718,254.718,254.731,254.724,254.692,254.692,254.722,254.688,254.713,254.718,254.719,254.74,254.724,254.718,254.721,254.705,254.718,254.717,254.695,254.684,254.744,254.738,254.735,254.724,254.723,254.714,254.766,254.731,254.751,254.723
FLQS30HZGRWY,-36.9313322366,-36.8303203874,-36.8963281305,-36.8963281305,-36.8233195662,-36.9373329405,-36.9333324713,-36.9333324713,-36.8653244936,-36.9303321193,-36.857323555,-36.8963281305,-36.8673247282,-36.8613240243,-36.9353327059,-36.8963281305,-36.8673247282,-36.8663246109,-36.8963281305,-36.8983283651,-36.8593237897,-36.92633165,-36.8993284824,-36.8953280131,-36.8643243762,-36.9373329405,-36.8653244936,-36.9003285997,-36.8253198008,-36.8233195662,-36.8623241416,-36.8653244936,-139.390706495,-139.387706738,-139.352709574,-139.352709574,-139.31671249,-139.349709817,-139.317712409,-139.317712409,-139.270716217,-139.284715083,-139.278715569,-139.352709574,-139.307713219,-139.271716136,-139.386706819,-139.352709574,-139.355709331,-139.308713138,-139.352709574,-139.31671249,-139.318712328,-139.284715083,-139.354709412,-139.349709817,-139.23771889,-139.349709817,-139.388706657,-139.3857069,-139.268716379,-139.31671249,-139.318712328,-139.388706657,254.985,255.023,254.994,254.994,255.018,254.978,254.976,254.976,254.998,254.974,255.001,254.994,255.001,254.999,254.982,254.994,255.006,255.001,254.994,254.99,255.005,254.976,254.993,254.994,254.995,254.978,255.009,254.996,255.013,255.018,255.004,255.009
FLQS30H6GRWV,-36.9408563655,-36.8380182292,-36.9158956528,-36.9158956528,-36.8290323726,-36.9069097962,-36.9099050817,-36.9099050817,-36.8270355156,-36.9767997918,-36.9029160822,-36.9158956528,-36.8699679414,-36.8719647984,-36.9138987958,-36.9158956528,-36.9238830808,-36.9099050817,-36.9158956528,-36.9129003672,-36.9178925098,-36.9388595085,-36.9059113677,-36.9178925098,-36.8739616554,-36.9069097962,-36.8699679414,-36.9099050817,-36.8300308011,-36.8290323726,-36.8330260866,-36.8699679414,-139.284080246,-139.330081594,-139.248079192,-139.248079192,-139.215078225,-139.248079192,-139.216078254,-139.216078254,-139.215078225,-139.231078694,-139.217078283,-139.248079192,-139.25007925,-139.217078283,-139.284080246,-139.248079192,-139.252079309,-139.249079221,-139.248079192,-139.217078283,-139.214078196,-139.1800772,-139.251079279,-139.248079192,-139.182077258,-139.248079192,-139.286080305,-139.287080334,-139.259079514,-139.215078225,-139.260079543,-139.286080305,254.914,254.958,254.919,254.919,254.95,254.923,254.918,254.918,254.95,254.894,254.921,254.919,254.937,254.933,254.924,254.919,254.917,254.922,254.919,254.918,254.916,254.904,254.924,254.919,254.929,254.923,254.941,254.926,254.954,254.95,254.953,254.941
FLQS30GQGRWV,-41.2493992402,-41.1269909173,-41.1711020247,-41.1711020247,-41.0674409224,-41.2108020212,-41.2085964659,-41.2085964659,-41.1677936916,-41.2460909071,-41.2085964659,-41.1711020247,-41.1666909139,-41.1644853586,-41.2141103543,-41.1711020247,-41.1821298015,-41.2096992436,-41.1711020247,-41.2052881328,-41.1633825809,-41.2471936848,-41.2074936882,-41.1832325792,-41.1600742478,-41.2108020212,-41.1832325792,-41.2119047989,-41.1446353603,-41.0674409224,-41.0795714769,-41.1832325792,-139.378615614,-139.375614718,-139.339603966,-139.339603966,-139.30659411,-139.341604563,-139.305593811,-139.305593811,-139.304593513,-139.274584553,-139.265581865,-139.339603966,-139.339603966,-139.30659411,-139.374614419,-139.339603966,-139.292589929,-139.339603966,-139.339603966,-139.308594707,-139.304593513,-139.272583955,-139.340604265,-139.341604563,-139.272583955,-139.341604563,-139.376615017,-139.378615614,-139.30659411,-139.30659411,-139.305593811,-139.376615017,255.327,255.369,255.35,255.35,255.383,255.337,255.334,255.334,255.348,255.317,255.329,255.35,255.352,255.349,255.339,255.35,255.341,255.337,255.35,255.335,255.349,255.317,255.338,255.346,255.347,255.337,255.35,255.34,255.356,255.383,255.379,255.35
FLQS30GCGRWY,-36.9757425112,-36.9207399192,-36.9497412859,-36.9497412859,-36.9097394007,-37.0227447262,-37.0267449147,-37.0267449147,-36.9887431239,-37.0147443492,-36.9437410031,-36.9497412859,-36.9487412387,-36.9887431239,-36.9457410974,-36.9497412859,-36.9847429353,-37.0267449147,-36.9497412859,-36.9837428882,-36.9837428882,-37.0557462814,-36.9857429825,-36.989743171,-36.9527414272,-37.0227447262,-36.9477411916,-36.981742794,-36.9147396364,-36.9097394007,-36.9497412859,-36.9477411916,-139.464489843,-139.460488365,-139.4234747,-139.4234747,-139.389462143,-139.425475439,-139.392463251,-139.392463251,-139.391462881,-139.356449955,-139.352448477,-139.4234747,-139.426475808,-139.392463251,-139.460488365,-139.4234747,-139.465490212,-139.426475808,-139.4234747,-139.391462881,-139.389462143,-139.355449585,-139.426475808,-139.424475069,-139.358450693,-139.425475439,-139.460488365,-139.461488735,-139.389462143,-139.389462143,-139.433478393,-139.460488365,254.857,254.878,254.863,254.863,254.875,254.835,254.83,254.83,254.845,254.831,254.858,254.863,254.864,254.845,254.868,254.863,254.854,254.834,254.863,254.847,254.847,254.816,254.85,254.848,254.855,254.835,254.868,254.855,254.873,254.875,254.864,254.868
FLQS30G5GRWY,-37.3362059915,-37.2342026967,-37.3072050548,-37.3072050548,-37.2272024706,-37.3032049256,-37.3042049579,-37.3042049579,-37.2692038273,-37.3302057977,-37.3032049256,-37.3072050548,-37.2712038919,-37.2662037304,-37.311205184,-37.3072050548,-37.3072050548,-37.3042049579,-37.3072050548,-37.3342059269,-37.3002048287,-37.3342059269,-37.3372060238,-37.2752040211,-37.2712038919,-37.3032049256,-37.2652036981,-37.2942046348,-37.2322026321,-37.2272024706,-37.2302025675,-37.2652036981,-139.363272174,-139.362272,-139.327265903,-139.327265903,-139.292259806,-139.326265729,-139.293259981,-139.293259981,-139.293259981,-139.260254232,-139.25725371,-139.327265903,-139.284258413,-139.294260155,-139.320264684,-139.327265903,-139.328266077,-139.327265903,-139.327265903,-139.336267471,-139.292259806,-139.25725371,-139.328266077,-139.283258239,-139.258253884,-139.326265729,-139.363272174,-139.365272523,-139.292259806,-139.292259806,-139.294260155,-139.363272174,254.833,254.872,254.841,254.841,254.868,254.842,254.838,254.838,254.852,254.825,254.835,254.841,254.85,254.853,254.838,254.841,254.841,254.842,254.841,254.831,254.84,254.823,254.829,254.848,254.847,254.842,254.861,254.85,254.866,254.868,254.867,254.861
FLQS30E9GRWY,-37.3541439174,-37.2841305274,-37.2811299536,-37.2811299536,-37.2391219196,-37.3181370311,-37.3161366485,-37.3161366485,-37.2781293797,-37.3821492733,-37.3091353095,-37.2811299536,-37.2771291884,-37.2801297623,-37.321137605,-37.2811299536,-37.3281389439,-37.3181370311,-37.2811299536,-37.3191372224,-37.2801297623,-37.3821492733,-37.3161366485,-37.2811299536,-37.3161366485,-37.3181370311,-37.2781293797,-37.3621454476,-37.2811299536,-37.2391219196,-37.2401221109,-37.2781293797,-139.298065783,-139.337068882,-139.261062844,-139.261062844,-139.229060301,-139.263063003,-139.228060222,-139.228060222,-139.226060063,-139.236060858,-139.230060381,-139.261062844,-139.261062844,-139.229060301,-139.296065624,-139.261062844,-139.263063003,-139.262062923,-139.261062844,-139.230060381,-139.230060381,-139.234060699,-139.263063003,-139.262062923,-139.236060858,-139.263063003,-139.297065704,-139.298065783,-139.223059825,-139.229060301,-139.269063479,-139.297065704,254.755,254.785,254.779,254.779,254.792,254.765,254.762,254.762,254.776,254.737,254.765,254.779,254.78,254.776,254.767,254.779,254.761,254.765,254.779,254.761,254.776,254.737,254.766,254.779,254.763,254.765,254.784,254.751,254.775,254.792,254.795,254.784
FLQS30DZGRWV,-37.4818297084,-37.3307739732,-37.4518186352,-37.4518186352,-37.3347754496,-37.4468167896,-37.4458164205,-37.4458164205,-37.3617854155,-37.4858311848,-37.4458164205,-37.4518186352,-37.3667872611,-37.3597846773,-37.3637861537,-37.4518186352,-37.4178060855,-37.3607850464,-37.4518186352,-37.4458164205,-37.4078023944,-37.4788286011,-37.403800918,-37.4028005489,-37.3637861537,-37.4468167896,-37.3237713894,-37.4928337686,-37.3247717585,-37.3347754496,-37.3307739732,-37.3237713894,-139.271841565,-139.222837398,-139.235838503,-139.235838503,-139.204835867,-139.236838588,-139.202835697,-139.202835697,-139.202835697,-139.168832806,-139.163832381,-139.235838503,-139.238838759,-139.203835782,-139.273841735,-139.235838503,-139.236838588,-139.237838674,-139.235838503,-139.204835867,-139.199835442,-139.208836208,-139.236838588,-139.237838674,-139.168832806,-139.236838588,-139.273841735,-139.27284165,-139.200835527,-139.204835867,-139.202835697,-139.273841735,255.276,255.329,255.284,255.284,255.326,255.286,255.283,255.283,255.315,255.264,255.279,255.284,255.317,255.316,255.322,255.284,255.297,255.319,255.284,255.283,255.297,255.271,255.303,255.303,255.311,255.286,255.337,255.272,255.329,255.326,255.327,255.337
FLQS30D5GRWQ,-37.0550584017,-36.958055631,-36.9880564879,-36.9880564879,-36.9450552597,-37.0590585159,-37.09105943,-37.09105943,-36.9870564593,-37.0950595442,-36.9800562594,-36.9880564879,-36.9920566022,-37.0220574591,-37.0250575448,-36.9880564879,-36.9940566593,-37.075058973,-36.9880564879,-37.0620586016,-36.9880564879,-37.0900594014,-37.0570584588,-37.0230574876,-37.0220574591,-37.0590585159,-36.9880564879,-37.0200574019,-36.951055431,-36.9450552597,-36.9480553454,-36.9880564879,-139.353339251,-139.353339251,-139.315336704,-139.315336704,-139.280334358,-139.311336436,-139.357339519,-139.357339519,-139.281334425,-139.245332012,-139.243331878,-139.315336704,-139.271333755,-139.280334358,-139.35033905,-139.315336704,-139.319336972,-139.270333688,-139.315336704,-139.278334224,-139.281334425,-139.245332012,-139.317336838,-139.314336637,-139.244331945,-139.311336436,-139.351339117,-139.392341865,-139.357339519,-139.280334358,-139.281334425,-139.351339117,254.904,254.942,254.926,254.926,254.94,254.899,254.891,254.891,254.923,254.878,254.922,254.926,254.92,254.91,254.916,254.926,254.924,254.888,254.926,254.894,254.923,254.88,254.9,254.913,254.906,254.899,254.93,254.922,254.945,254.94,254.938,254.93
FLQS30CMGRWQ,-36.9821157347,-36.8631571789,-36.9121401136,-36.9121401136,-36.8771523031,-36.9471279242,-36.9331327999,-36.9331327999,-36.8961456859,-36.9191376757,-36.9121401136,-36.9121401136,-36.8991446411,-36.8901477756,-36.9471279242,-36.9121401136,-36.9011439446,-36.9351321034,-36.9121401136,-36.9471279242,-36.9121401136,-36.9821157347,-36.9271348896,-36.8971453377,-36.8901477756,-36.9471279242,-36.9001442929,-36.9311334965,-36.8171731993,-36.8771523031,-36.8581589202,-36.9001442929,-139.460535462,-139.390518124,-139.425526793,-139.425526793,-139.390518124,-139.425526793,-139.321501033,-139.321501033,-139.321501033,-139.284491868,-139.355509454,-139.425526793,-139.355509454,-139.32250128,-139.460535462,-139.425526793,-139.356509702,-139.356509702,-139.425526793,-139.390518124,-139.390518124,-139.355509454,-139.35750995,-139.356509702,-139.284491868,-139.425526793,-139.389517876,-139.391518371,-139.318500289,-139.390518124,-139.320500785,-139.389517876,255.007,255.046,255.031,255.031,255.041,255.017,255.012,255.012,255.026,255.014,255.024,255.031,255.029,255.029,255.021,255.031,255.028,255.015,255.031,255.014,255.027,254.997,255.018,255.029,255.025,255.017,255.032,255.02,255.056,255.041,255.041,255.032
FLQS30BWGRWY,-37.4158628941,-37.3148416646,-37.3498490214,-37.3498490214,-37.3028391423,-37.3808555373,-37.3808555373,-37.3808555373,-37.347848601,-37.4118620533,-37.3798553272,-37.3498490214,-37.3468483908,-37.347848601,-37.3868567985,-37.3498490214,-37.3878570087,-37.3828559577,-37.3498490214,-37.3838561679,-37.3488488112,-37.4478696203,-37.3798553272,-37.347848601,-37.3448479704,-37.3808555373,-37.3468483908,-37.4168631043,-37.3088404035,-37.3028391423,-37.3108408238,-37.3468483908,-139.156219117,-139.198199876,-139.117236984,-139.117236984,-139.084252103,-139.118236526,-139.128231945,-139.128231945,-139.083252561,-139.096246605,-139.090249354,-139.117236984,-139.118236526,-139.085251645,-139.154220034,-139.117236984,-139.16321591,-139.119236068,-139.117236984,-139.085251645,-139.085251645,-139.09324798,-139.118236526,-139.117236984,-139.051267221,-139.118236526,-139.153220492,-139.196200792,-139.127232403,-139.084252103,-139.128231945,-139.153220492,254.738,254.781,254.759,254.759,254.774,254.747,254.749,254.749,254.757,254.733,254.745,254.759,254.761,254.757,254.749,254.759,254.75,254.747,254.759,254.743,254.756,254.719,254.748,254.76,254.754,254.747,254.764,254.742,254.776,254.774,254.775,254.764
FLQS30BJGRWV,-37.1042662073,-36.9951831072,-37.08024791,-37.08024791,-37.0342128403,-37.1072684944,-37.1132730687,-37.1132730687,-37.08024791,-37.1412944155,-37.0742433357,-37.08024791,-37.0302097907,-37.0712410485,-37.1082692568,-37.08024791,-37.0842509596,-37.1132730687,-37.08024791,-37.1132730687,-37.0812486724,-37.1452974651,-37.1102707816,-37.0752440981,-37.0732425733,-37.1072684944,-37.0722418109,-37.0702402862,-36.9941823448,-37.0342128403,-36.9951831072,-37.0722418109,-139.336003907,-139.334004151,-139.297008664,-139.297008664,-139.262012933,-139.337003785,-139.263012811,-139.263012811,-139.264012689,-139.272011713,-139.226017323,-139.297008664,-139.301008176,-139.266012445,-139.373999273,-139.297008664,-139.298008542,-139.300008298,-139.297008664,-139.263012811,-139.262012933,-139.226017323,-139.29900842,-139.298008542,-139.229016957,-139.337003785,-139.335004029,-139.334004151,-139.264012689,-139.262012933,-139.265012567,-139.335004029,254.884,254.926,254.889,254.889,254.903,254.883,254.873,254.873,254.886,254.863,254.884,254.889,254.909,254.89,254.886,254.889,254.888,254.877,254.889,254.873,254.885,254.857,254.878,254.891,254.885,254.883,254.896,254.897,254.919,254.903,254.919,254.896
FLQS30AEGRWV,-36.9355126951,-36.8316855383,-36.9285243288,-36.9285243288,-36.8227004959,-36.9604711463,-36.9454960756,-36.9454960756,-36.8266938481,-36.9854295975,-36.8197054818,-36.9285243288,-36.8646306939,-36.8646306939,-36.9035658777,-36.9285243288,-36.8756124124,-36.9494894278,-36.9285243288,-36.9055625538,-36.8686240461,-36.9345143571,-36.9474927517,-36.8616356797,-36.8686240461,-36.9604711463,-36.8606373417,-36.8606373417,-36.8296888622,-36.8227004959,-36.8316855383,-36.8606373417,-139.446426741,-139.445426494,-139.361405751,-139.361405751,-139.374408961,-139.364406492,-139.376409455,-139.376409455,-139.380410443,-139.340400565,-139.342401059,-139.361405751,-139.411418098,-139.379410196,-139.444426247,-139.361405751,-139.411418098,-139.409417604,-139.361405751,-139.377409702,-139.374408961,-139.342401059,-139.412418345,-139.411418098,-139.344401553,-139.364406492,-139.445426494,-139.447426988,-139.375409208,-139.374408961,-139.377409702,-139.445426494,254.905,254.945,254.899,254.899,254.941,254.887,254.894,254.894,254.94,254.875,254.939,254.899,254.928,254.925,254.917,254.899,254.924,254.896,254.899,254.909,254.923,254.895,254.897,254.93,254.92,254.887,254.934,254.934,254.938,254.941,254.938,254.934
FLQS309TGRWY,-37.3104356279,-37.201323225,-37.2403634425,-37.2403634425,-37.1983201313,-37.2733974728,-37.2713954104,-37.2713954104,-37.2403634425,-37.3064315031,-37.2343572552,-37.2403634425,-37.2363593177,-37.2383613801,-37.274398504,-37.2403634425,-37.2383613801,-37.2733974728,-37.2403634425,-37.274398504,-37.2393624113,-37.3044294406,-37.2733974728,-37.2373603489,-37.2393624113,-37.2733974728,-37.2353582864,-37.2753995352,-37.1993211625,-37.1983201313,-37.1993211625,-37.2353582864,-139.340271864,-139.340271864,-139.304274119,-139.304274119,-139.268276373,-139.305274056,-139.269276311,-139.269276311,-139.270276248,-139.233278566,-139.234278503,-139.304274119,-139.304274119,-139.271276186,-139.337272052,-139.304274119,-139.343271676,-139.304274119,-139.304274119,-139.271276186,-139.270276248,-139.233278566,-139.306273993,-139.304274119,-139.236278378,-139.305274056,-139.338271989,-139.340271864,-139.269276311,-139.268276373,-139.271276186,-139.338271989,254.791,254.833,254.814,254.814,254.826,254.801,254.799,254.799,254.811,254.781,254.809,254.814,254.816,254.811,254.805,254.814,254.819,254.801,254.814,254.798,254.811,254.782,254.802,254.815,254.808,254.801,254.819,254.804,254.826,254.826,254.826,254.819
FLQS309QGRWV,-36.8439877834,-36.8050089552,-36.8349926692,-36.8349926692,-36.7940149267,-36.8669752975,-36.8249980979,-36.8249980979,-36.8309948407,-36.90795304,-36.8239986407,-36.8349926692,-36.8319942978,-36.7890176411,-36.8279964693,-36.8349926692,-36.8399899549,-36.8239986407,-36.8349926692,-36.8249980979,-36.8339932121,-36.9449329539,-36.8689742118,-36.832993755,-36.7940149267,-36.8669752975,-36.8319942978,-36.8729720403,-36.7990122124,-36.7940149267,-36.7520377271,-36.8319942978,-139.334090565,-139.339090066,-139.304093559,-139.304093559,-139.266097352,-139.347089267,-139.270096953,-139.270096953,-139.270096953,-139.234100546,-139.276096354,-139.304093559,-139.304093559,-139.271096853,-139.384085574,-139.304093559,-139.301093859,-139.305093459,-139.304093559,-139.269097053,-139.264097552,-139.278096154,-139.304093559,-139.303093659,-139.234100546,-139.347089267,-139.338090165,-139.338090165,-139.266097352,-139.266097352,-139.270096953,-139.338090165,254.981,254.997,254.981,254.981,254.994,254.974,254.982,254.982,254.979,254.946,254.983,254.981,254.983,254.996,254.992,254.981,254.979,254.986,254.981,254.982,254.978,254.937,254.968,254.982,254.99,254.974,254.986,254.97,254.992,254.994,255.01,254.986
FLQS309NGRWM,-37.2098348617,-37.1038096878,-37.1418187124,-37.1418187124,-37.0597992382,-37.1748265495,-37.1668246496,-37.1668246496,-37.1418187124,-37.2168365241,-37.1378177624,-37.1418187124,-37.1008089753,-37.1338168124,-37.1398182374,-37.1418187124,-37.1478201373,-37.1718258371,-37.1418187124,-37.177827262,-37.1418187124,-37.2058339117,-37.132816575,-37.1388179999,-37.1348170499,-37.1748265495,-37.0998087378,-37.1348170499,-37.0597992382,-37.0597992382,-37.0658006631,-37.0998087378,-139.298895415,-139.297895724,-139.262906551,-139.262906551,-139.225917997,-139.259907479,-139.269904386,-139.269904386,-139.228917069,-139.196926968,-139.190928824,-139.262906551,-139.264905932,-139.228917069,-139.299895105,-139.262906551,-139.265905623,-139.262906551,-139.262906551,-139.226917687,-139.227917378,-139.194927587,-139.265905623,-139.262906551,-139.192928205,-139.259907479,-139.300894796,-139.298895415,-139.226917687,-139.225917997,-139.229916759,-139.300894796,254.832,254.872,254.854,254.854,254.882,254.841,254.845,254.845,254.85,254.818,254.848,254.854,254.87,254.854,254.858,254.854,254.852,254.843,254.854,254.836,254.85,254.822,254.858,254.855,254.849,254.841,254.874,254.86,254.882,254.882,254.88,254.874
FLQS308YGRWQ,-37.1019572116,-37.0009491608,-37.0369520304,-37.0369520304,-36.9889482042,-37.0689545811,-37.0789553782,-37.0789553782,-37.0409523492,-37.1129580884,-37.0309515521,-37.0369520304,-37.0439525883,-37.0329517115,-37.0719548203,-37.0369520304,-37.0349518709,-37.0789553782,-37.0369520304,-37.0669544217,-37.0309515521,-37.0989569725,-37.0739549797,-37.0339517912,-37.0389521898,-37.0689545811,-37.0369520304,-37.0699546608,-37.0009491608,-36.9889482042,-36.9599458926,-37.0369520304,-139.354507731,-139.353507606,-139.316502957,-139.316502957,-139.28349881,-139.319503334,-139.241493533,-139.241493533,-139.238493156,-139.207489261,-139.24449391,-139.316502957,-139.274497679,-139.28349881,-139.353507606,-139.316502957,-139.319503334,-139.277498056,-139.316502957,-139.284498936,-139.28349881,-139.246494161,-139.275497805,-139.317503082,-139.208489386,-139.319503334,-139.35250748,-139.353507606,-139.238493156,-139.28349881,-139.239493282,-139.35250748,254.886,254.924,254.907,254.907,254.922,254.895,254.883,254.883,254.897,254.867,254.902,254.907,254.9,254.905,254.897,254.907,254.908,254.887,254.907,254.892,254.906,254.876,254.888,254.908,254.895,254.895,254.911,254.898,254.913,254.922,254.929,254.911
FLQS3084GRWM,-37.2282549363,-37.0892950438,-37.2192575332,-37.2192575332,-37.0703005262,-37.1562757114,-37.2382520509,-37.2382520509,-37.155276,-37.2302543592,-37.1512771541,-37.2192575332,-37.1542762885,-37.1592748458,-37.1112886959,-37.2192575332,-37.1652731145,-37.1952644582,-37.2192575332,-37.2142589759,-37.1732708062,-37.2272552249,-37.1932650353,-37.1702716718,-37.1602745573,-37.1562757114,-37.1142878302,-37.1562757114,-37.0812973522,-37.0703005262,-37.0812973522,-37.1142878302,-139.334126208,-139.333126243,-139.254129006,-139.254129006,-139.258128866,-139.254129006,-139.260128796,-139.260128796,-139.262128726,-139.229129881,-139.227129951,-139.254129006,-139.296127537,-139.262128726,-139.293127642,-139.254129006,-139.297127502,-139.297127502,-139.254129006,-139.22113016,-139.220130195,-139.229129881,-139.298127467,-139.255128971,-139.228129916,-139.254129006,-139.333126243,-139.332126278,-139.262128726,-139.258128866,-139.262128726,-139.333126243,254.888,254.941,254.883,254.883,254.941,254.907,254.876,254.876,254.909,254.876,254.906,254.883,254.912,254.907,254.928,254.883,254.908,254.897,254.883,254.882,254.897,254.877,254.898,254.902,254.903,254.907,254.932,254.915,254.937,254.941,254.937,254.932
