,Distance_X_LOGO_MainBoard_LU1,Distance_X_LOGO_MainBoard_LU2,Distance_X_LOGO_MainBoard_LU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_LU1,Distance_Y_LOGO_MainBoard_LU2,Distance_Y_LOGO_MainBoard_LU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_LU1,Angle_MainBoard_LU2,Angle_MainBoard_LU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30PHGRWY,-30.730486481,-30.6704679534,-30.667467027,-30.4413972394,-30.6704679534,-30.6684673358,-30.7384889514,-30.6394583807,-30.7414898778,-30.7044784524,-30.6694676446,-30.6704679534,-30.5654355299,-30.7374886426,-30.8465223012,-30.8115114934,-30.6704679534,-30.70647907,-30.7775009944,-30.7775009944,-30.4493997097,-30.7044784524,-30.7765006856,-30.7044784524,-30.618451896,-30.6704679534,-30.662465483,-30.4153892107,-30.662465483,-30.7084796875,-30.7755003768,-30.8115114934,131.26711458,131.451162412,131.309125498,131.290120559,131.309125498,131.240107561,131.48717177,131.521180608,131.304124198,131.339133297,131.409151494,131.550188147,131.442160072,131.346135116,131.515179049,131.311126018,131.409151494,131.445160852,131.520180349,131.47916969,131.474168391,131.451162412,131.415153053,131.374142395,131.395147854,131.48016995,131.540185548,131.473168131,131.572193866,131.450162152,131.346135116,131.48517125,103.108,103.066,103.078,102.986,103.08,103.085,103.09,103.046,103.109,103.091,103.069,103.056,103.023,103.104,103.132,103.137,103.07,103.081,103.103,103.107,102.972,103.08,103.113,103.087,103.05,103.063,103.054,102.958,103.051,103.081,103.119,103.121
FLQS30NWGRWV,-30.7853738511,-30.728386117,-30.7253867626,-30.5274293703,-30.7263865474,-30.7253867626,-30.7973712688,-30.7263865474,-30.7983710536,-30.7603792309,-30.7263865474,-30.7273863322,-30.6214091424,-30.8293643827,-30.9343417877,-30.9023486738,-30.7583796613,-30.7613790157,-30.8343633068,-30.8643568511,-30.5064338893,-30.7623788005,-30.8673562055,-30.7613790157,-30.7033914967,-30.728386117,-30.749381598,-30.4724412058,-30.7483818132,-30.7623788005,-30.833363522,-30.9023486738,131.301538697,131.513541182,131.374539553,131.325538978,131.373539541,131.304538732,131.551541627,131.585542025,131.339539142,131.375539564,131.445540385,131.586542037,131.478540771,131.409539963,131.549541603,131.374539553,131.444540373,131.481540807,131.584542014,131.514541193,131.506541099,131.516541217,131.479540783,131.409539963,131.430540209,131.515541205,131.575541908,131.507541111,131.606542271,131.514541193,131.409539963,131.54754158,103.308,103.264,103.276,103.199,103.277,103.283,103.288,103.256,103.309,103.29,103.269,103.256,103.223,103.316,103.345,103.349,103.283,103.28,103.301,103.32,103.172,103.277,103.324,103.287,103.261,103.263,103.266,103.158,103.263,103.278,103.317,103.332
FLQS30MRGRWY,-30.7950858465,-30.7369440828,-30.732934306,-30.5033745841,-30.732934306,-30.732934306,-30.8051102885,-30.7048658684,-30.8021029559,-30.7690222973,-30.7339367502,-30.7369440828,-30.6286801092,-30.7980931791,-30.8732764941,-30.8722740499,-30.7339367502,-30.7680198531,-30.8391933913,-30.8361860587,-30.4823232559,-30.7690222973,-30.8381909471,-30.7650125205,-30.6818096518,-30.7369440828,-30.7249147524,-30.4512474856,-30.7269196408,-30.7670174089,-30.8361860587,-30.8712716057,131.225484527,131.4404673,131.268481081,131.250482524,131.299478597,131.20048653,131.476464415,131.510461691,131.234483806,131.300478517,131.370472908,131.511461611,131.403470264,131.305478117,131.445466899,131.298478678,131.369472989,131.406470024,131.510461691,131.411469623,131.43446778,131.4404673,131.375472508,131.306478037,131.35447419,131.4404673,131.501462412,131.43346786,131.532459928,131.411469623,131.333475873,131.443467059,103.034,102.99,103.005,102.911,103.001,103.011,103.014,102.97,103.036,103.016,102.995,102.983,102.948,103.028,103.045,103.059,102.995,103.006,103.025,103.033,102.885,103.003,103.037,103.014,102.975,102.99,102.979,102.872,102.976,103.005,103.041,103.045
FLQS30MKGRWV,-30.6617058543,-30.5977064683,-30.5957064875,-30.3967083965,-30.5947064971,-30.5937065067,-30.665705816,-30.5627068041,-30.6667058064,-30.6287061709,-30.5917065259,-30.5957064875,-30.488707514,-30.6607058639,-30.7677048375,-30.7367051349,-30.5927065163,-30.6287061709,-30.7017054706,-30.702705461,-30.3767085884,-30.6297061613,-30.702705461,-30.6287061709,-30.5757066794,-30.5957064875,-30.6197062573,-30.3427089146,-30.616706286,-30.6297061613,-30.7007054802,-30.7337051636,131.374768013,131.588774151,131.447770107,131.39976873,131.446770078,131.379768156,131.624775184,131.656776101,131.412769103,131.448770136,131.520772201,131.658776159,131.55177309,131.484771168,131.623775155,131.447770107,131.519772172,131.554773176,131.65777613,131.588774151,131.612774839,131.58977418,131.553773147,131.485771197,131.503771713,131.58977418,131.679776761,131.612774839,131.71077765,131.587774122,131.483771139,131.621775098,103.31,103.263,103.276,103.198,103.275,103.282,103.288,103.242,103.309,103.289,103.267,103.256,103.222,103.299,103.33,103.334,103.268,103.279,103.3,103.307,103.17,103.276,103.31,103.286,103.262,103.262,103.264,103.156,103.259,103.276,103.316,103.316
FLQS30MJGRWV,-30.6949970853,-30.6348972346,-30.6328939062,-30.4035128094,-30.6288872495,-30.6298889137,-30.699003742,-30.5998389883,-30.7000054062,-30.6659488241,-30.6318922421,-30.6328939062,-30.5237125108,-30.6959987495,-30.8031768166,-30.7701218987,-30.6288872495,-30.66494716,-30.7370669808,-30.7360653166,-30.4095227944,-30.6669504883,-30.7350636524,-30.6639454958,-30.5828106973,-30.6338955704,-30.6519255256,-30.3804745333,-30.6188706077,-30.6639454958,-30.7350636524,-30.7691202345,131.183809891,131.397843844,131.256821473,131.205813381,131.25882179,131.162806559,131.432849397,131.439850507,131.224816396,131.232817665,131.329833055,131.469855267,131.362838291,131.293827343,131.432849397,131.256821473,131.328832896,131.363838449,131.467854949,131.37083956,131.388842416,131.398844002,131.335834007,131.267823218,131.311830199,131.397843844,131.458853522,131.390842733,131.490858599,131.369839401,131.291827026,131.404844954,103.01,102.965,102.977,102.887,102.975,102.985,102.988,102.946,103.008,102.993,102.97,102.957,102.922,103.0,103.031,103.034,102.969,102.98,103.0,103.009,102.873,102.978,103.012,102.989,102.952,102.964,102.966,102.86,102.949,102.979,103.016,103.019
FLQS30MEGRWV,-30.5197119464,-30.4570206568,-30.4570206568,-30.2251623951,-30.4848834521,-30.4580157566,-30.5575257401,-30.4231872624,-30.5266776452,-30.4928442508,-30.4560255569,-30.4550304571,-30.3505449744,-30.5197119464,-30.6649965223,-30.6271827286,-30.4530402574,-30.4898589513,-30.5615061395,-30.5953395339,-30.2371035932,-30.491849151,-30.5963346337,-30.4888638515,-30.4361235602,-30.4550304571,-30.4749324538,-30.2052603984,-30.4391088597,-30.4848834521,-30.5575257401,-30.594344434,131.451550001,131.674576384,131.534559821,131.48155355,131.533559702,131.464551539,131.678576857,131.742584429,131.464551539,131.534559821,131.605568221,131.744584666,131.604568102,131.535559939,131.672576147,131.503556153,131.603567984,131.639572243,131.743584547,131.64157248,131.661574846,131.673576266,131.638572125,131.57056408,131.583565618,131.674576384,131.769587623,131.661574846,131.770587742,131.636571888,131.566563607,131.676576621,102.993,102.946,102.959,102.868,102.971,102.966,102.987,102.925,102.995,102.974,102.952,102.938,102.908,102.986,103.032,103.033,102.951,102.963,102.983,103.006,102.856,102.961,103.007,102.969,102.946,102.945,102.944,102.843,102.929,102.961,102.998,103.003
FLQS30LFGRWY,-30.7611494963,-30.7322704631,-30.7282871482,-30.5012381976,-30.7292829769,-30.7292829769,-30.7989909881,-30.699408115,-30.8009826455,-30.7631411538,-30.7292829769,-30.7332662918,-30.6257167889,-30.7989909881,-30.9035530048,-30.8706906567,-30.7312746344,-30.7631411538,-30.8358366511,-30.8338449937,-30.5072131699,-30.7611494963,-30.8368324799,-30.7631411538,-30.6794915404,-30.7322704631,-30.7521870377,-30.4753466506,-30.7223121758,-30.7671244687,-30.8348408224,-30.8686989992,131.205786368,131.422837297,131.28280444,131.232792705,131.284804909,131.212788011,131.458845746,131.494854195,131.24879646,131.283804674,131.353821103,131.493853961,131.387829083,131.316812419,131.458845746,131.284804909,131.352820868,131.389829552,131.494854195,131.421837062,131.410834481,131.422837297,131.387829083,131.318812889,131.338817583,131.423837532,131.517859593,131.410834481,131.518859828,131.424837767,131.318812889,131.457845512,103.205,103.172,103.184,103.094,103.184,103.191,103.196,103.151,103.217,103.198,103.177,103.165,103.131,103.21,103.239,103.243,103.178,103.188,103.208,103.214,103.079,103.184,103.219,103.195,103.158,103.172,103.171,103.066,103.158,103.186,103.224,103.225
FLQS30KNGRWV,-30.8122641851,-30.7832054644,-30.779197365,-30.5467275995,-30.779197365,-30.7781953402,-30.8513431543,-30.7481345946,-30.8483370798,-30.81326621,-30.7781953402,-30.7801993899,-30.6729827308,-30.8473350549,-30.9555537389,-30.9194808442,-30.7771933153,-30.8122641851,-30.8854119993,-30.8854119993,-30.522679003,-30.8142682348,-30.887416049,-30.8122641851,-30.7260900479,-30.7801993899,-30.7691771165,-30.4936202823,-30.7681750917,-30.8162722845,-30.8854119993,-30.9204828691,131.261927572,131.443903903,131.30492198,131.254928482,131.30292224,131.235930953,131.480899091,131.5138948,131.269926531,131.30492198,131.375912746,131.51489467,131.407908585,131.339917428,131.480899091,131.30592185,131.373913007,131.410908195,131.51489467,131.445903643,131.469900522,131.444903773,131.409908325,131.340917298,131.388911056,131.444903773,131.534892069,131.467900782,131.565888038,131.444903773,131.338917558,131.478899352,103.173,103.144,103.155,103.064,103.156,103.162,103.168,103.122,103.188,103.169,103.148,103.135,103.101,103.18,103.211,103.213,103.148,103.159,103.179,103.186,103.034,103.156,103.19,103.166,103.126,103.142,103.129,103.022,103.126,103.157,103.196,103.197
FLQS30K5GRWY,-30.7977608956,-30.7377633096,-30.7367633498,-30.5347714766,-30.73576339,-30.7697620221,-30.8067605336,-30.705764597,-30.8077604933,-30.8037606542,-30.7347634303,-30.73576339,-30.6327675339,-30.8357593668,-30.9437550218,-30.8787576368,-30.7337634705,-30.7717619417,-30.8757577575,-30.8727578782,-30.5127723617,-30.7697620221,-30.8747577978,-30.7697620221,-30.7157641947,-30.7347634303,-30.7577625049,-30.4817736089,-30.7587624647,-30.7717619417,-30.873757838,-30.9107563494,131.377669251,131.562715266,131.420679946,131.372668007,131.419679698,131.351662784,131.594723225,131.628731682,131.385671241,131.420679946,131.492697855,131.631732428,131.524705814,131.456688901,131.594723225,131.419679698,131.490697357,131.525706063,131.630732179,131.560714768,131.586721235,131.560714768,131.525706063,131.456688901,131.476693875,131.561715017,131.652737651,131.585720987,131.682745113,131.558714271,131.454688403,131.595723474,103.184,103.142,103.155,103.076,103.155,103.175,103.167,103.122,103.188,103.183,103.147,103.134,103.102,103.192,103.223,103.214,103.147,103.159,103.192,103.197,103.046,103.155,103.202,103.165,103.141,103.14,103.141,103.034,103.138,103.156,103.208,103.21
FLQS30K3GRWY,-30.8759655796,-30.8149359986,-30.8129350287,-30.5838239786,-30.8139355136,-30.8119345438,-30.884969944,-30.7829204807,-30.885970429,-30.8469515165,-30.8139355136,-30.8179374534,-30.7128865352,-30.8839694591,-30.9880198923,-30.9560043744,-30.8119345438,-30.8479520014,-30.9199869168,-30.9209874017,-30.623843376,-30.8509534562,-30.9229883716,-30.8509534562,-30.7589088422,-30.8169369684,-30.8359461822,-30.5588118552,-30.8029301794,-30.8509534562,-30.9179859469,-30.9550038895,131.235532341,131.452528261,131.281531476,131.264531796,131.280531495,131.211532793,131.490527547,131.49352749,131.278531533,131.313530875,131.382529577,131.523526926,131.4185289,131.314530856,131.490527547,131.313530875,131.381529596,131.420528863,131.491527528,131.45152828,131.444528411,131.419528882,131.385529521,131.348530217,131.368529841,131.452528261,131.514527095,131.442528449,131.547526475,131.421528844,131.348530217,131.455528205,103.133,103.086,103.102,103.009,103.102,103.108,103.112,103.069,103.132,103.113,103.093,103.081,103.047,103.128,103.154,103.158,103.092,103.103,103.126,103.13,103.008,103.104,103.137,103.111,103.071,103.087,103.089,102.981,103.072,103.104,103.139,103.144
FLQS30K1GRWY,-30.6226251541,-30.565653758,-30.5616557653,-30.3347696791,-30.5616557653,-30.5636547617,-30.6356186304,-30.5326703182,-30.6366181286,-30.5966382015,-30.5626552635,-30.5666532562,-30.4617059476,-30.6346191323,-30.7365679463,-30.7055835029,-30.565653758,-30.5976376997,-30.6706010667,-30.6696015685,-30.3097822247,-30.5976376997,-30.6716005648,-30.5966382015,-30.5086823619,-30.5666532562,-30.5876427179,-30.277798283,-30.5586572708,-30.5976376997,-30.6686020703,-30.7035845065,131.225119897,131.439103785,131.298114401,131.250118014,131.268116659,131.198121929,131.477100925,131.479100774,131.23211937,131.30011425,131.369109055,131.51009844,131.405106345,131.33411169,131.44210356,131.301114175,131.37010898,131.40610627,131.51009844,131.407106195,131.430104463,131.44010371,131.405106345,131.303114024,131.355110109,131.441103635,131.500099193,131.429104538,131.533096709,131.441103635,131.33411169,131.473101226,103.133,103.088,103.1,103.011,103.103,103.111,103.114,103.071,103.138,103.115,103.094,103.082,103.049,103.127,103.159,103.16,103.095,103.105,103.125,103.134,102.983,103.102,103.136,103.114,103.073,103.089,103.092,102.971,103.077,103.102,103.141,103.142
FLQS30JCGRWV,-30.3870361926,-30.3590269418,-30.3590269418,-30.1279506222,-30.357026281,-30.3580266114,-30.3970394965,-30.3230150478,-30.4310507297,-30.3910375142,-30.357026281,-30.3600272722,-30.2539922511,-30.4280497386,-30.5320840989,-30.4690632845,-30.3600272722,-30.3920378446,-30.4630613021,-30.4340517209,-30.1029423625,-30.3940385054,-30.4670626237,-30.3660292545,-30.3050091008,-30.3600272722,-30.3480233075,-30.0729324509,-30.3470229771,-30.3910375142,-30.4650619629,-30.5020741873,131.251191608,131.432138106,131.293179193,131.278183627,131.294178897,131.224199589,131.470126873,131.505116527,131.258189539,131.294178897,131.364158206,131.504116823,131.398148156,131.327169143,131.469127169,131.294178897,131.364158206,131.400147565,131.504116823,131.434137514,131.453131898,131.43313781,131.398148156,131.329168552,131.381153181,131.434137514,131.525110616,131.455131307,131.56010027,131.434137514,131.329168552,131.46712776,103.099,103.07,103.083,102.989,103.083,103.09,103.082,103.048,103.116,103.097,103.076,103.064,103.03,103.109,103.138,103.129,103.077,103.087,103.106,103.101,102.962,103.084,103.118,103.083,103.053,103.07,103.057,102.95,103.053,103.083,103.124,103.126
FLQS30J0GRWV,-30.3056109764,-30.2446117594,-30.2426117851,-30.0446143267,-30.2416117979,-30.2446117594,-30.3116108993,-30.2096122087,-30.315610848,-30.2796113101,-30.2456117465,-30.2466117337,-30.1386131201,-30.3126108865,-30.4166095515,-30.3856099494,-30.2756113615,-30.2796113101,-30.3486104244,-30.3486104244,-29.985615084,-30.2786113229,-30.3856099494,-30.2806112973,-30.2196120803,-30.248611708,-30.2676114641,-29.9886150455,-30.2656114898,-30.2776113358,-30.3796100265,-30.3836099751,131.242157168,131.460169058,131.286159568,131.269158641,131.288159677,131.217155805,131.49817113,131.497171075,131.251157659,131.288159677,131.358163495,131.533173039,131.424167094,131.320161422,131.461169112,131.287159623,131.35716344,131.429167367,131.497171075,131.425167149,131.446168294,131.462169167,131.39016524,131.322161531,131.374164367,131.462169167,131.52017233,131.445168239,131.554174184,131.462169167,131.322161531,131.461169112,102.9,102.854,102.87,102.79,102.869,102.877,102.878,102.836,102.903,102.885,102.864,102.848,102.814,102.895,102.925,102.929,102.877,102.872,102.894,102.901,102.748,102.868,102.919,102.882,102.852,102.856,102.858,102.75,102.854,102.868,102.923,102.912
FLQS30HZGRWY,-30.7231674703,-30.6651728171,-30.6611731858,-30.4291945732,-30.660173278,-30.6581734624,-30.730166825,-30.628176228,-30.7321666406,-30.6941701437,-30.6621730937,-30.6641729093,-30.5551829576,-30.730166825,-30.8351571454,-30.8021601875,-30.6581734624,-30.6931702359,-30.7681633219,-30.7671634141,-30.4691908857,-30.6951700515,-30.7681633219,-30.6941701437,-30.6071781639,-30.6621730937,-30.6851709734,-30.4071966013,-30.6821712499,-30.6961699593,-30.7661635062,-30.8011602797,131.257790442,131.438759821,131.298783505,131.249791795,131.297783675,131.227795517,131.47475373,131.508747978,131.262789596,131.298783505,131.369771494,131.509747809,131.402765911,131.332777753,131.472754069,131.296783844,131.367771832,131.403765742,131.506748317,131.43775999,131.431761005,131.438759821,131.404765573,131.333777584,131.384768956,131.439759651,131.527744764,131.46275576,131.560739181,131.436760159,131.331777923,131.471754238,103.2,103.158,103.17,103.078,103.169,103.175,103.181,103.136,103.203,103.184,103.163,103.151,103.116,103.195,103.225,103.228,103.162,103.173,103.194,103.2,103.078,103.17,103.204,103.18,103.139,103.157,103.158,103.049,103.153,103.171,103.21,103.211
FLQS30H6GRWV,-30.6699578103,-30.6070583884,-30.6050615814,-30.409374491,-30.6040631779,-30.6050615814,-30.7108923548,-30.5751094757,-30.6759482315,-30.6410041082,-30.6050615814,-30.6050615814,-30.5022260186,-30.6739514244,-30.7797821978,-30.7478332851,-30.6030647743,-30.6390073011,-30.7098939512,-30.7128891618,-30.3864112099,-30.6430009152,-30.7118907583,-30.6380088976,-30.587090318,-30.6070583884,-30.631020073,-30.3554607007,-30.5970743532,-30.6430009152,-30.7098939512,-30.7458364781,131.355156507,131.568160004,131.427157689,131.379156901,131.428157706,131.360156589,131.576160136,131.638161154,131.365156671,131.430157739,131.500158888,131.612160727,131.504158954,131.464158297,131.576160136,131.400157246,131.498158855,131.534159446,131.637161137,131.541159561,131.563159922,131.569160021,131.506158986,131.436157837,131.483158609,131.569160021,131.630161022,131.564159939,131.660161515,131.541159561,131.436157837,131.574160103,103.294,103.247,103.26,103.184,103.26,103.267,103.29,103.228,103.296,103.275,103.253,103.242,103.21,103.285,103.318,103.322,103.253,103.264,103.283,103.294,103.157,103.262,103.297,103.273,103.247,103.247,103.251,103.144,103.234,103.265,103.303,103.304
FLQS30GQGRWV,-467.326771311,-466.429557439,-466.870560868,-463.281705379,-466.779318779,-466.794525794,-467.889430858,-465.927725951,-467.402806385,-466.840146838,-466.33831535,-466.399143409,-464.771992827,-467.326771311,-469.562202484,-469.060370996,-466.779318779,-466.840146838,-468.528125479,-468.46729742,-463.418568512,-466.885767882,-468.46729742,-466.840146838,-466.095003114,-466.353522365,-466.703283705,-463.038393142,-466.672869675,-467.433220415,-468.452090405,-469.029956967,131.369462866,131.560515894,131.420477025,131.370463143,131.41847647,131.350457591,131.592524779,131.626534218,131.383466753,131.419476748,131.491496737,131.629535051,131.522505344,131.453486187,131.590524223,131.416475915,131.489496182,131.522505344,131.627534496,131.556514784,131.553513951,131.559515617,131.522505344,131.45648702,131.471491185,131.559515617,131.649540604,131.553513951,131.683550044,131.555514506,131.451485632,131.591524501,103.162,103.119,103.144,103.052,103.142,103.149,103.155,103.099,103.162,103.144,103.123,103.111,103.077,103.154,103.201,103.204,103.135,103.134,103.169,103.175,103.038,103.131,103.178,103.14,103.118,103.117,103.118,103.027,103.114,103.147,103.185,103.187
FLQS30GCGRWY,-30.8963127521,-30.8402849837,-30.8362830003,-30.6361838276,-30.8352825044,-30.8342820085,-30.94033457,-30.8042671326,-30.9083187024,-30.8723008513,-30.8392844878,-30.8412854796,-30.7292299429,-30.9353320907,-31.0073677929,-30.9763524211,-30.8652973803,-30.8713003555,-30.9413350659,-30.9413350659,-30.6121719269,-30.8733013472,-30.9753519252,-30.8733013472,-30.8102701078,-30.8402849837,-30.860294901,-30.5811565551,-30.8582939092,-30.8692993637,-30.94033457,-31.006367297,131.200025415,131.413087166,131.273046578,131.224032373,131.272046289,131.171017007,131.448097313,131.48510804,131.239036721,131.275047158,131.344067162,131.48610833,131.378077019,131.308056725,131.449097603,131.274046868,131.344067162,131.379077309,131.48310746,131.413087166,131.405084847,131.414087456,131.379077309,131.310057305,131.330063103,131.415087746,131.505113838,131.405084847,131.508114708,131.415087746,131.309057015,131.417088326,103.272,103.228,103.24,103.162,103.239,103.249,103.265,103.206,103.273,103.254,103.234,103.221,103.185,103.277,103.293,103.297,103.245,103.244,103.262,103.27,103.134,103.241,103.287,103.251,103.224,103.227,103.227,103.121,103.226,103.24,103.279,103.296
FLQS30G5GRWY,-30.5398032888,-30.5088095776,-30.503810592,-30.2778564394,-30.5058101862,-30.5048103891,-30.5787953771,-30.4758162722,-30.5797951742,-30.5398032888,-30.5058101862,-30.5078097805,-30.370837573,-30.5747961886,-30.681774482,-30.6477813794,-30.5078097805,-30.5398032888,-30.6127884797,-30.6127884797,-30.2528615111,-30.540803086,-30.6157878711,-30.5398032888,-30.4588197209,-30.5078097805,-30.5308051146,-30.2198682056,-30.4998114034,-30.5438024774,-30.6127884797,-30.6487811766,131.314291201,131.494317649,131.354297078,131.33429414,131.354297078,131.28528694,131.530322938,131.565328081,131.319291936,131.355297225,131.425307511,131.565328081,131.460312653,131.388302074,131.529322791,131.354297078,131.424307364,131.460312653,131.563327787,131.494317649,131.517321028,131.494317649,131.459312506,131.390302368,131.438309421,131.495317796,131.584330872,131.516320881,131.617335721,131.495317796,131.389302221,131.528322644,103.042,103.012,103.024,102.932,103.024,103.031,103.038,102.992,103.058,103.039,103.018,103.005,102.958,103.05,103.08,103.083,103.018,103.028,103.049,103.055,102.904,103.025,103.06,103.035,102.997,103.012,103.012,102.89,102.997,103.026,103.065,103.067
FLQS30E9GRWY,-30.5483544467,-30.5173520573,-30.5153519031,-30.2843340979,-30.5153519031,-30.5153519031,-30.5863573757,-30.4843495137,-30.5873574528,-30.5503546009,-30.5163519802,-30.5193522114,-30.412343964,-30.5843572215,-30.6893653148,-30.6573628483,-30.5183521343,-30.552354755,-30.6233602276,-30.6213600734,-30.2923347145,-30.5533548321,-30.6223601505,-30.552354755,-30.4613477408,-30.5193522114,-30.5053511323,-30.2313300127,-30.5043510552,-30.5513546779,-30.6223601505,-30.6563627712,131.247799617,131.461802551,131.320800618,131.274799987,131.321800632,131.252799686,131.498803059,131.532803525,131.286800152,131.322800645,131.392801605,131.531803511,131.426802071,131.357801125,131.498803059,131.322800645,131.391801592,131.427802085,131.532803525,131.462802565,131.487802908,131.462802565,131.427802085,131.357801125,131.409801838,131.463802579,131.553803813,131.48580288,131.586804265,131.462802565,131.356801112,131.496803031,103.118,103.084,103.097,103.006,103.097,103.103,103.109,103.064,103.13,103.111,103.09,103.078,103.044,103.122,103.152,103.155,103.091,103.102,103.121,103.127,102.988,103.099,103.131,103.109,103.066,103.085,103.07,102.963,103.067,103.098,103.138,103.138
FLQS30DZGRWV,-30.4009245092,-30.3419149505,-30.3409147885,-30.1368817381,-30.3359139784,-30.3349138164,-30.4069254813,-30.3059091181,-30.4069254813,-30.3689193248,-30.3389144645,-30.3429151125,-30.2328972912,-30.4029248332,-30.5099421685,-30.4769368221,-30.3349138164,-30.3719198109,-30.4429313137,-30.4419311517,-30.1178786599,-30.3739201349,-30.4439314757,-30.3719198109,-30.2869060399,-30.3409147885,-30.3589177047,-30.0858734755,-30.3609180287,-30.3729199729,-30.471936012,-30.4769368221,131.365446457,131.575463158,131.434451944,131.386448127,131.408449876,131.366446536,131.611466021,131.645468725,131.40144932,131.436452103,131.50645767,131.647468884,131.541460454,131.44345266,131.6124661,131.409449956,131.505457591,131.541460454,131.618466577,131.575463158,131.572462919,131.54846101,131.513458227,131.472454966,131.492456557,131.577463317,131.637468088,131.57146284,131.670470713,131.54846101,131.471454887,131.583463794,103.219,103.174,103.188,103.108,103.188,103.192,103.198,103.153,103.218,103.199,103.18,103.168,103.133,103.213,103.241,103.246,103.179,103.19,103.212,103.216,103.082,103.19,103.222,103.197,103.16,103.174,103.176,103.069,103.173,103.19,103.238,103.23
FLQS30D5GRWQ,-30.9457538625,-30.8887506318,-30.9207524456,-30.6887392961,-30.9177522755,-30.8847504051,-30.9887562997,-30.8547487048,-30.956754486,-30.9197523889,-30.8857504618,-30.8857504618,-30.7807445106,-30.987756243,-31.0587602672,-31.0277585102,-30.8847504051,-30.9537543159,-30.9927565264,-31.0257583968,-30.6647379358,-30.9227525589,-31.0267584535,-30.9217525022,-30.8647492716,-30.8867505185,-30.9077517087,-30.6347362355,-30.9057515954,-30.9187523322,-31.0257583968,-31.0267584535,131.225176475,131.405191807,131.264179797,131.216175709,131.264179797,131.196174005,131.441194873,131.475197769,131.230176901,131.266179967,131.337186015,131.476197855,131.369188741,131.301182949,131.441194873,131.265179882,131.33618593,131.372188996,131.475197769,131.406191892,131.430193936,131.406191892,131.371188911,131.301182949,131.349187037,131.407191977,131.496199558,131.428193766,131.528202284,131.405191807,131.301182949,131.439194703,103.314,103.273,103.3,103.209,103.299,103.292,103.311,103.252,103.318,103.3,103.278,103.265,103.232,103.324,103.34,103.344,103.278,103.303,103.309,103.329,103.178,103.287,103.333,103.297,103.269,103.272,103.272,103.166,103.268,103.286,103.34,103.327
FLQS30CMGRWQ,-30.9304715112,-30.8675173644,-30.8655188201,-30.6376847651,-30.8655188201,-30.8655188201,-30.9374664164,-30.8305442941,-30.9384656886,-30.9004933461,-30.8665180923,-30.8695159088,-30.7605952421,-30.9364671442,-31.0393921779,-31.0084147405,-30.8655188201,-30.9004933461,-30.9724409424,-30.9714416702,-30.6406825816,-30.9024918904,-30.9744394867,-30.9024918904,-30.8115581228,-30.8685166366,-30.8905006244,-30.6077065999,-30.8875028078,-30.8994940739,-30.9714416702,-31.0064161962,131.187944269,131.404997122,131.264963023,131.214950845,131.26696351,131.195946218,131.443006377,131.479015145,131.230954742,131.26696351,131.33698056,131.477014658,131.370988841,131.299971548,131.44100589,131.265963267,131.335980316,131.371989084,131.477014658,131.405997365,131.391993955,131.406997609,131.371989084,131.301972035,131.319976419,131.407997852,131.501020503,131.393994442,131.536029028,131.406997609,131.301972035,131.439005403,103.461,103.414,103.427,103.337,103.426,103.433,103.439,103.391,103.46,103.441,103.42,103.407,103.373,103.452,103.481,103.485,103.42,103.431,103.45,103.457,103.321,103.428,103.461,103.438,103.399,103.414,103.414,103.307,103.409,103.427,103.467,103.468
