SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30QXGRWV____	-0.06	0.012	-0.064	-0.067	-0.06	0.007	-0.08	-0.143	-0.064	-0.002	-0.06	-0.081	-0.06	-0.151	-0.002	-0.06	-0.06	-0.135	-0.06	-0.068	-0.121	-0.06	-0.06	0.058	-0.008	-0.008	-0.184	0.06	-0.001	-0.002	-0.007	-0.06	-0.058	-0.058	-0.063	-0.058	-0.058	-0.071	-0.058	0.001	-0.063	0.001	0.061	-0.058	0.013	-0.058	0.076	-0.071	0.061	-0.058	-0.059	0.077	-0.058	-0.071	0	0.002	-0.058	-0.063	-0.058	0	-0.126	-0.058	0.002	-0.058	-0.124	-0.053	-0.16	-0.058	-0.154	-0.005	-0.085	-0.104	-0.051	-0.036	0.053	-0.09	-0.197	-0.136	-0.04	-0.039	0.024	-0.085	-0.13	-0.072	-0.063	-0.053	-0.027	-0.007	-0.051	-0.035	-0.084	-0.006	-0.029	-0.033	-0.038	0.058	-0.052	-0.033	-0.06	2016_7_13_17_15_09
FLQS30T7GRWV____	-0.013	0.072	-0.064	-0.118	-0.064	0.003	0.004	-0.064	-0.064	-0.075	-0.013	0.002	-0.064	-0.075	-0.013	-0.105	-0.064	-0.064	-0.012	-0.142	-0.192	-0.013	-0.064	-0.139	-0.093	-0.133	0.059	0.064	-0.002	-0.006	-0.117	-0.118	0.063	0.065	0.14	0.065	0.14	0.063	0.14	0.063	-0.001	0.14	0.063	-0.001	0.063	0.14	0.14	0.14	0.14	0.065	0.14	0.14	0.063	0.14	0.203	0.063	0.14	0.14	0.14	0.065	0.14	0.14	0.14	-0.001	-0.04	0.053	-0.128	-0.037	-0.15	0.023	-0.01	0.033	-0.012	-0.055	0.106	0.001	-0.021	-0.151	-0.021	-0.035	-0.108	0	-0.021	-0.093	-0.06	-0.021	-0.04	-0.07	-0.102	-0.071	0.016	0.029	0.015	0.007	-0.041	-0.012	-0.053	0.102	-0.032	2016_7_13_17_15_15
FLQS30TYGRWV____	0.08	0.08	0.066	0.005	0.139	0.005	0.062	-0.054	0.064	0.08	0.08	0.065	0.071	0.062	0.062	0.14	0.08	0.064	0.139	0.08	-0.068	0.08	0.007	0.08	0.066	0.002	0.08	0.071	0.002	0.08	0.004	0.08	-0.203	-0.203	-0.203	-0.203	-0.203	-0.268	-0.203	-0.264	-0.203	-0.203	-0.203	-0.203	-0.203	-0.203	-0.337	-0.264	-0.203	-0.203	-0.264	-0.203	-0.203	-0.203	-0.264	-0.203	-0.203	-0.203	-0.203	-0.203	-0.203	-0.203	-0.203	-0.264	-0.69	-0.593	-0.55	-0.701	-0.512	-0.659	-0.553	-0.657	-0.643	-0.744	-0.628	-0.663	-0.639	-0.628	-0.628	-0.56	-0.513	-0.634	-0.564	-0.628	-0.713	-0.518	-0.659	-0.511	-0.665	-0.683	-0.518	-0.515	-0.65	-0.507	-0.701	-0.712	0.058	-0.219	-0.617	2016_7_13_17_15_43
FLNS2037GRWV____	0.011	0.011	0.011	0.054	0.074	0.003	0.011	0.011	0.011	0.054	-0.058	0.011	0.003	0.008	0.054	0.002	0.131	0.002	-0.074	0.054	0.011	0.011	-0.004	0.006	0.07	-0.009	-0.013	0.011	0.054	0.061	-0.066	-0.009	0.199	0.199	0.064	0.064	0.064	0.199	0.199	0.268	0.059	0.059	0.263	0.064	0.273	0.059	0.199	0.064	0.064	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.064	0.199	0.064	0.064	0.199	0.059	0.064	0.064	0.668	0.689	0.688	0.794	0.729	0.805	0.588	0.756	0.608	0.668	0.633	0.668	0.662	0.705	0.688	0.688	0.761	0.668	0.612	0.652	0.668	0.808	0.653	0.667	0.71	0.647	0.625	0.767	0.688	0.7	0.603	0.668	0.016	0.141	0.685	2016_7_13_18_01_28
FLQS2DERGRX5____	0.076	0.176	0.206	0.14	0.288	0.206	0.176	0.204	0.081	0.2	0.203	0.083	0.343	0.2	0.142	0.285	0.275	0.344	0.133	0.142	0.331	0.148	0.27	0.085	0.262	0.206	0.268	0.145	0.201	0.176	0.339	0.2	0.202	0.06	0.138	0.189	-0.003	0.06	0.06	0.06	0.06	0.138	0.138	0.06	0.138	-0.012	0.06	0.059	-0.003	0.138	0.06	0.138	0.138	0.06	0.138	0.138	0.138	0.06	0.059	0.06	0.138	0.06	0.06	0.06	0.702	0.655	0.738	0.733	0.884	0.756	0.622	0.754	0.71	0.746	0.747	0.72	0.864	0.679	0.746	0.863	0.807	0.861	0.719	0.756	0.809	0.733	0.798	0.744	0.775	0.758	0.801	0.747	0.748	0.795	0.848	0.655	0.204	0.089	0.758	2016_7_13_18_01_32
FLQS2EQUGRX5____	0.041	-0.008	0.118	-0.085	-0.008	-0.008	-0.008	0.059	-0.008	0.041	-0.008	0.121	-0.008	0.041	-0.008	0.056	0.066	0.08	0.101	-0.008	-0.008	-0.008	-0.008	-0.008	-0.07	0.042	0.063	0.058	-0.008	-0.008	-0.008	0.041	0.005	0.069	0.069	0.069	0.005	0.069	0.069	-0.058	0.14	0.13	0.069	0.069	0.005	0.069	0.005	-0.062	0.005	0.005	0.069	0.069	0.069	0.198	0.069	0.142	0.069	0.005	0.069	0.069	0.196	0.005	0.069	0.069	0.655	0.771	0.701	0.594	0.587	0.595	0.655	0.688	0.582	0.666	0.517	0.726	0.655	0.655	0.77	0.687	0.717	0.766	0.666	0.601	0.573	0.736	0.538	0.516	0.644	0.649	0.704	0.694	0.737	0.549	0.636	0.666	0.02	0.06	0.653	2016_7_13_18_01_37
FLQS30J0GRWV____	0.073	0.073	0.141	-0.008	0.004	0.138	0.186	0.005	0.073	0.005	0.073	0.073	-0.009	0.088	0.077	0.005	0.081	0.005	0.073	0.005	0.073	0.073	0.145	-0.067	0.075	0.005	0.005	0.13	-0.06	0.081	-0.059	-0.019	-0.072	-0.139	-0.136	-0.207	-0.136	-0.01	-0.072	-0.072	-0.072	-0.072	-0.072	-0.072	-0.139	-0.136	-0.072	-0.136	-0.136	-0.136	-0.072	-0.072	-0.001	-0.207	-0.072	-0.207	-0.137	-0.207	-0.008	-0.139	-0.072	-0.139	-0.139	-0.072	0.155	0.17	0.093	-0.023	0.009	0.067	0.087	-0.073	0.026	0.026	0.026	0.149	-0.029	0.068	0.063	-0.045	0.068	0.009	0.118	-0.064	-0.06	-0.086	0.089	-0.022	0.043	0.139	0.002	0.044	-0.042	0.068	0.004	-0.047	0.048	-0.107	0.032	2016_7_13_18_01_42
FLQS30JCGRWV____	-0.124	-0.055	-0.027	-0.139	-0.067	-0.075	-0.001	-0.13	-0.062	-0.027	-0.058	-0.001	-0.005	-0.055	0	-0.027	-0.027	-0.072	-0.138	-0.055	-0.006	0.003	0.059	-0.136	-0.015	-0.138	-0.055	-0.064	0.06	-0.027	-0.066	-0.08	0.125	0.071	0.125	0.125	0.125	0.125	-0.002	-0.003	-0.008	0.125	0.057	0.125	0.125	0.125	0.125	0.125	0.125	0.051	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	-0.008	0.125	0.125	0.125	0.125	0.125	-0.056	0.064	-0.104	-0.093	-0.048	-0.058	0	-0.063	-0.03	0.114	-0.031	-0.016	-0.019	-0.122	-0.029	-0.148	0.097	-0.037	-0.102	-0.011	0.001	0.031	0.016	-0.082	-0.058	-0.072	0.059	-0.021	0.017	0.111	-0.026	-0.064	-0.05	0.103	-0.024	2016_7_13_18_01_47
FLQS30KNGRWV____	-0.042	0.015	-0.065	0.001	0.005	-0.042	0.005	-0.005	0.015	-0.005	-0.001	-0.005	0.137	-0.042	0.001	0.015	-0.001	0.099	-0.042	-0.042	0.15	0.127	0.004	0.133	-0.005	0.117	-0.005	0.147	-0.042	0.128	-0.005	-0.042	-0.08	-0.08	0.002	-0.128	-0.075	-0.128	-0.075	0.002	-0.128	-0.075	-0.075	-0.194	-0.194	-0.145	-0.078	-0.075	-0.075	-0.075	-0.075	-0.08	0.052	-0.075	-0.075	-0.08	-0.145	-0.075	-0.075	-0.128	-0.08	-0.08	-0.075	-0.128	0.553	0.611	0.642	0.623	0.698	0.533	0.599	0.562	0.712	0.66	0.67	0.588	0.793	0.704	0.678	0.639	0.668	0.716	0.568	0.805	0.745	0.731	0.689	0.735	0.805	0.734	0.604	0.777	0.739	0.733	0.56	0.554	0.022	-0.088	0.67	2016_7_13_18_01_52
FLQS30LFGRWY____	0.042	0.053	0.042	0.053	0.042	-0.013	0.051	0.067	0.042	0.172	0.053	0.052	0.042	0.042	0.051	-0.013	0.118	0.064	0.171	-0.087	0.042	0.042	0.042	-0.013	-0.013	0.057	0.051	-0.074	-0.028	0.042	0.056	0.185	0.114	0.057	0.114	0.114	0.114	0.114	0.114	-0.007	0.114	0.114	0.06	0.127	0.127	0.057	0.06	0.06	0.187	0.114	0.127	0.114	0.114	0.114	0.114	0.114	0.06	0.114	0.06	0.058	0.057	0.06	-0.007	0.127	-0.647	-0.485	-0.684	-0.57	-0.465	-0.439	-0.466	-0.49	-0.662	-0.519	-0.555	-0.559	-0.602	-0.655	-0.595	-0.568	-0.53	-0.515	-0.533	-0.647	-0.656	-0.444	-0.641	-0.671	-0.669	-0.512	-0.571	-0.616	-0.657	-0.448	-0.551	-0.522	0.045	0.093	-0.567	2016_7_13_18_01_57
FLQS30Q2GRWV____	-0.065	0.008	0.072	-0.019	0.005	0.083	0.015	0.135	0.012	0.064	0.015	0.015	-0.007	0.015	-0.064	0.007	0.059	-0.011	0.069	0.015	0.012	0.015	0.134	0.012	0.131	0.068	0.005	0.13	0.054	0.015	0.015	0.015	-0.261	-0.256	-0.256	-0.124	-0.208	-0.208	-0.208	-0.263	-0.077	-0.137	-0.124	-0.137	-0.137	-0.28	-0.208	-0.263	-0.261	-0.198	-0.256	-0.331	-0.208	-0.124	-0.28	-0.198	-0.208	-0.198	-0.066	-0.198	-0.077	-0.208	-0.256	-0.208	-0.693	-0.642	-0.608	-0.721	-0.646	-0.589	-0.754	-0.595	-0.769	-0.678	-0.731	-0.62	-0.671	-0.635	-0.686	-0.638	-0.657	-0.708	-0.628	-0.717	-0.645	-0.682	-0.596	-0.788	-0.601	-0.657	-0.797	-0.614	-0.688	-0.565	-0.596	-0.733	0.032	-0.201	-0.667	2016_7_13_18_02_02
FLQS30Q3GRWV____	0.065	-0.079	0.156	-0.012	-0.064	0.053	0.06	0.053	0.065	0.126	-0.067	0.065	-0.018	-0.046	0.065	0.053	0.06	0.175	0.065	0.065	-0.015	0.002	0.128	-0.063	0.06	0.053	-0.064	0.126	0.065	0.065	0.065	0.001	0.113	0.067	0.053	0.053	0.053	0.053	-0.069	0.053	0.053	0.19	0.067	0.18	0.067	0.053	0.122	-0.067	0.053	0.053	0.053	0.125	0.053	0.053	0.053	0.053	0.053	0.053	0.053	0.067	0.053	0.175	0.053	0.053	0.831	0.598	0.79	0.651	0.65	0.782	0.706	0.732	0.706	0.726	0.639	0.79	0.588	0.686	0.7	0.773	0.688	0.747	0.602	0.823	0.645	0.701	0.742	0.65	0.79	0.672	0.652	0.84	0.805	0.726	0.815	0.681	0.039	0.065	0.716	2016_7_13_18_02_08
FLQS30Q9GRWV____	-0.057	-0.122	-0.196	-0.04	-0.261	-0.051	-0.037	-0.122	-0.194	-0.118	-0.187	-0.063	-0.132	-0.01	-0.185	-0.162	-0.118	-0.134	-0.251	-0.137	-0.19	-0.118	-0.264	-0.25	-0.135	-0.135	-0.248	-0.132	-0.137	-0.132	-0.051	-0.12	0.138	0.138	0.138	0.012	0.138	0.012	0.012	0.138	0.142	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.012	0.138	0.138	0.012	0.012	0.138	0.138	0.138	0.138	0.138	0.138	0.195	0.012	0.012	0.138	0.138	0.566	0.616	0.471	0.599	0.454	0.594	0.6	0.535	0.487	0.535	0.469	0.538	0.587	0.561	0.513	0.484	0.656	0.494	0.473	0.464	0.512	0.558	0.442	0.481	0.576	0.494	0.48	0.591	0.477	0.483	0.593	0.542	-0.14	0.108	0.529	2016_7_13_18_02_12
FLQS30QMGRWV____	0.054	-0.064	0.13	-0.069	0.001	0.011	0.054	0.132	0.011	-0.065	0.01	-0.067	0.129	-0.006	0.005	0.004	0.01	0.146	0.007	-0.064	0.001	0.004	0.143	-0.058	0.13	0.073	0.114	-0.06	0.011	0.134	0.057	0.132	0.069	0.003	0.069	0.069	0.13	0.13	0.063	0.13	0.063	0.069	0.063	0.003	0.194	0.063	0.063	0.202	0.069	0.063	0.063	0.133	0.069	0.13	0.204	0.069	0.13	0.13	0.069	0.069	0.069	0.13	0.13	0.13	-0.007	-0.032	0.018	-0.029	-0.015	0.001	0.062	0.048	0.011	-0.022	0.035	-0.015	0.053	-0.032	0	-0.008	0.001	0.087	0.017	-0.037	0.014	-0.005	0.059	-0.018	0.046	0.041	0.039	-0.02	0.06	0.072	0.011	0.057	0.033	0.095	0.015	2016_7_13_18_02_47
FLQS30QPGRWV____	-0.123	0.058	-0.074	0.129	0.051	0.124	0.012	0.124	0.012	0.051	-0.012	-0.063	-0.003	0.012	-0.068	-0.046	0.129	0.012	-0.028	0.092	-0.003	-0.069	-0.065	0.07	0.012	0.134	-0.01	0.012	-0.006	0.012	-0.001	0.012	0.063	0.063	0.063	0.063	0.063	0.196	0.196	0.063	0.063	0.196	0.063	0.061	0.063	0.196	0.063	0.061	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.061	0.063	0.063	0.061	0.063	-0.028	0.013	-0.052	0.066	0.04	0.025	0.031	0.041	0.131	0.149	-0.049	-0.033	0.005	0.086	-0.051	0.019	0.059	-0.083	0.008	0.049	0.008	-0.048	-0.018	0.059	0.082	0.081	-0.039	-0.057	-0.03	-0.109	-0.003	0.095	0.015	0.079	0.014	2016_7_13_18_02_54
FLQS30R2GRWV____	0.073	0.051	0.197	0.074	-0.059	0.006	0.083	0.199	0.133	0.155	0.001	0.126	0.15	0.126	-0.047	0.138	0.126	0.072	0.007	0.083	0.013	0.081	0.072	0.006	0.01	0.126	0.083	0.083	0.138	0.011	0.083	0.133	0.327	0.319	0.267	0.203	0.203	0.203	0.203	0.203	0.267	0.203	0.267	0.267	0.129	0.267	0.267	0.129	0.203	0.267	0.128	0.129	0.203	0.203	0.203	0.329	0.267	0.203	0.267	0.267	0.203	0.203	0.128	0.203	0.02	0.01	0.067	0.033	-0.032	0	0.129	0.077	0.038	0.122	-0.025	0.173	0.104	0.158	-0.019	0.06	0.168	0.041	-0.002	0.073	0.026	0.068	0.015	-0.013	-0.007	0.042	0.092	0.1	0.047	-0.004	0.164	0.06	0.079	0.223	0.056	2016_7_13_18_03_01
FLQS30RRGRWV____	0.067	-0.014	0.001	0.003	0.06	-0.132	-0.014	-0.014	-0.082	0.004	-0.082	-0.014	-0.014	0.007	0.004	-0.14	-0.072	-0.014	0.001	-0.072	0.001	-0.014	-0.072	0.003	0.103	-0.127	-0.125	-0.001	-0.014	-0.077	-0.014	-0.152	-0.067	0	0.062	-0.076	-0.139	-0.076	0	0	0.065	-0.076	0.011	-0.067	0.062	-0.067	-0.067	0.011	-0.067	-0.067	0.065	-0.075	0	0	-0.075	-0.067	-0.076	-0.069	0.064	-0.067	0.065	0.011	-0.076	0.065	-0.629	-0.633	-0.677	-0.647	-0.638	-0.757	-0.712	-0.706	-0.761	-0.648	-0.714	-0.597	-0.706	-0.654	-0.669	-0.782	-0.706	-0.831	-0.677	-0.706	-0.641	-0.792	-0.706	-0.653	-0.62	-0.733	-0.737	-0.665	-0.673	-0.743	-0.559	-0.792	-0.032	-0.025	-0.693	2016_7_13_18_03_08
FLQS30S7GRWV____	-0.07	-0.062	-0.062	-0.062	-0.129	-0.021	-0.021	-0.094	-0.062	-0.132	-0.062	-0.062	-0.065	-0.138	-0.062	0.066	-0.004	-0.062	-0.065	0	-0.194	-0.062	0.002	0.063	-0.136	0.004	0.001	-0.146	-0.021	0.073	-0.198	-0.062	0.075	0.077	0.053	0.199	0.141	0.077	0.067	0.053	-0.056	0.077	0.208	0.077	0.133	0.053	0.077	-0.048	0.077	0.077	0.207	0.133	0.075	0.053	0.053	0.067	0.067	0.077	0.067	0.077	0.077	0.067	0.067	0.14	-0.711	-0.822	-0.583	-0.621	-0.742	-0.692	-0.716	-0.722	-0.701	-0.742	-0.812	-0.629	-0.823	-0.728	-0.593	-0.639	-0.692	-0.777	-0.716	-0.68	-0.755	-0.614	-0.651	-0.646	-0.743	-0.657	-0.661	-0.767	-0.57	-0.621	-0.791	-0.701	-0.058	0.083	-0.698	2016_7_13_18_03_11
FLQS30UFGRWV____	0.008	-0.071	-0.07	-0.185	-0.191	-0.005	-0.209	-0.074	-0.065	-0.069	-0.183	-0.193	-0.006	-0.074	-0.001	-0.069	-0.004	-0.134	-0.003	-0.199	-0.072	-0.054	-0.005	-0.074	-0.208	-0.074	-0.011	-0.098	-0.098	-0.067	0.001	-0.057	-0.203	-0.004	-0.131	-0.132	-0.131	-0.132	-0.132	-0.132	-0.131	-0.007	-0.203	-0.271	-0.131	-0.062	-0.132	-0.063	-0.131	-0.132	-0.203	-0.203	-0.203	-0.203	-0.203	-0.203	-0.203	-0.079	-0.132	-0.131	-0.132	-0.132	-0.067	-0.203	-0.631	-0.708	-0.702	-0.738	-0.773	-0.676	-0.82	-0.704	-0.686	-0.707	-0.724	-0.754	-0.66	-0.577	-0.652	-0.705	-0.679	-0.752	-0.665	-0.738	-0.724	-0.674	-0.644	-0.633	-0.791	-0.8	-0.699	-0.723	-0.811	-0.707	-0.67	-0.669	-0.082	-0.142	-0.706	2016_7_13_18_03_16
FLQS30WFGRWV____	-0.01	0.058	0.073	0.077	0.016	0.136	-0.074	0.016	0.016	0.016	0.001	0.016	0.016	-0.066	0.065	-0.001	0.01	-0.049	0.058	0.016	0.132	-0.004	0.016	-0.01	-0.002	0.016	0.016	-0.075	-0.073	0.005	0.063	0.113	0.139	0.139	0.139	0.139	0.139	-0.003	0.139	0.059	0.139	0.139	0.003	0.139	0.059	0.139	0.059	-0.002	0.139	0.059	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.059	0.139	0.139	0.139	0.139	0.139	0.139	-0.024	-0.008	0.041	0.052	0.079	0.065	-0.054	0.09	0.013	0.008	0	0.066	0.013	-0.039	0.059	-0.001	0.013	0.008	0.102	0.126	0.076	0.001	-0.112	-0.023	-0.019	0.042	-0.095	-0.052	-0.032	0.009	0.042	0.038	0.018	0.114	0.015	2016_7_13_18_03_22
FLQS30X6GRWV____	-0.063	-0.188	0.006	-0.122	-0.01	-0.076	-0.122	-0.137	-0.14	-0.009	-0.122	-0.003	-0.073	-0.199	-0.122	-0.067	-0.008	-0.072	-0.073	-0.14	-0.122	-0.197	-0.013	-0.14	-0.122	-0.133	-0.122	-0.133	-0.134	-0.122	-0.14	-0.122	-0.009	-0.132	-0.072	-0.072	-0.072	-0.009	-0.004	-0.072	-0.072	-0.072	-0.083	-0.083	-0.072	-0.074	-0.009	-0.074	-0.072	0.062	-0.083	-0.072	-0.072	-0.009	-0.072	-0.132	-0.083	-0.072	-0.009	0.065	-0.009	-0.083	-0.132	-0.083	-0.645	-0.67	-0.571	-0.722	-0.626	-0.686	-0.774	-0.691	-0.817	-0.607	-0.59	-0.595	-0.656	-0.709	-0.599	-0.625	-0.615	-0.654	-0.646	-0.691	-0.785	-0.695	-0.653	-0.788	-0.779	-0.67	-0.787	-0.808	-0.679	-0.769	-0.677	-0.643	-0.101	-0.058	-0.685	2016_7_13_18_03_31
FLQS30YUGRWV____	-0.064	0.065	0.005	0.007	-0.06	0.138	0.065	0.065	0.065	0.065	0.065	0.065	0.013	0.065	-0.002	-0.062	0.065	0.006	-0.005	0.084	0.065	0.084	-0.06	0.065	0.124	-0.063	0.065	-0.065	0.065	0.065	0.132	0.084	0.002	0.005	-0.064	0.002	0.002	0.005	0.005	0.002	0.002	0.005	-0.067	-0.125	0.002	-0.067	-0.064	-0.067	0.002	-0.065	0.005	0.004	0.005	-0.064	0.069	0.005	0.002	0.004	-0.064	0.002	0.002	-0.064	0.005	-0.064	-0.715	-0.775	-0.668	-0.683	-0.709	-0.607	-0.662	-0.772	-0.536	-0.549	-0.761	-0.662	-0.622	-0.639	-0.723	-0.701	-0.576	-0.668	-0.712	-0.591	-0.662	-0.532	-0.707	-0.576	-0.633	-0.705	-0.577	-0.725	-0.568	-0.562	-0.639	-0.586	0.038	-0.02	-0.65	2016_7_13_18_03_38
FLQS30ZQGRWV____	0.086	0.086	0.086	0.086	0.2	0.086	0.178	0.198	0.086	0.013	0.072	0.144	0.072	0.086	0.079	0.086	0.086	0.218	0.237	-0.016	0.207	0.086	0.196	0.072	0.086	0.086	0.078	0.079	0.072	0.079	-0.001	0.212	-0.206	-0.206	-0.206	-0.206	-0.206	-0.206	-0.1	-0.128	-0.334	-0.128	-0.128	-0.128	-0.128	-0.206	-0.206	-0.33	-0.206	-0.206	-0.206	-0.1	-0.206	-0.206	-0.206	-0.206	-0.206	-0.328	-0.327	-0.206	-0.32	-0.333	-0.122	-0.206	-0.7	-0.595	-0.735	-0.715	-0.568	-0.517	-0.638	-0.622	-0.499	-0.618	-0.643	-0.598	-0.643	-0.738	-0.758	-0.526	-0.515	-0.53	-0.557	-0.677	-0.556	-0.715	-0.592	-0.643	-0.708	-0.716	-0.621	-0.746	-0.638	-0.62	-0.669	-0.549	0.107	-0.207	-0.63	2016_7_13_18_03_44
FLQS31J6GRWY____	-0.011	-0.131	-0.077	-0.077	-0.077	-0.077	-0.077	-0.054	-0.144	-0.073	-0.073	-0.077	-0.077	-0.184	-0.131	-0.19	-0.065	-0.042	-0.142	0.002	-0.077	-0.077	-0.077	-0.137	-0.077	-0.138	-0.064	-0.016	-0.077	-0.131	-0.077	-0.077	-0.143	-0.133	-0.132	-0.132	-0.06	-0.133	-0.2	-0.133	-0.132	-0.204	-0.132	-0.132	-0.141	-0.2	-0.267	-0.204	-0.132	-0.143	-0.2	-0.143	-0.2	-0.141	-0.002	-0.073	-0.07	-0.133	-0.204	-0.073	-0.132	-0.2	-0.141	-0.001	-0.672	-0.828	-0.708	-0.612	-0.718	-0.703	-0.724	-0.662	-0.752	-0.701	-0.703	-0.718	-0.718	-0.718	-0.724	-0.72	-0.708	-0.657	-0.772	-0.654	-0.708	-0.72	-0.72	-0.737	-0.579	-0.744	-0.695	-0.701	-0.622	-0.727	-0.812	-0.804	-0.087	-0.14	-0.711	2016_7_13_18_03_50
FLQS301EGRWQ____	0.005	0.005	-0.073	-0.02	0.005	-0.067	-0.066	0.081	0.078	0	0.057	0.005	0.072	-0.127	-0.119	0.005	0.057	-0.068	-0.052	0.057	0.003	0.005	-0.056	0.005	0.134	0.082	0.005	-0.07	-0.121	0.075	0.118	-0.019	-0.266	-0.257	-0.202	-0.196	-0.202	-0.257	-0.257	-0.257	-0.257	-0.257	-0.202	-0.196	-0.202	-0.13	-0.202	-0.269	-0.202	-0.257	-0.202	-0.257	-0.202	-0.257	-0.257	-0.257	-0.271	-0.335	-0.142	-0.202	-0.271	-0.202	-0.196	-0.13	0.787	0.782	0.627	0.623	0.68	0.654	0.632	0.755	0.738	0.671	0.695	0.591	0.712	0.619	0.64	0.69	0.816	0.622	0.693	0.695	0.679	0.808	0.672	0.749	0.752	0.729	0.81	0.618	0.657	0.73	0.707	0.601	0	-0.227	0.695	2016_7_13_18_03_54
FLQS310RGRWV____	0.003	-0.074	-0.139	-0.083	-0.083	-0.138	-0.002	-0.083	-0.077	-0.081	-0.074	-0.009	-0.081	-0.206	-0.012	-0.067	-0.081	-0.083	-0.206	-0.083	-0.137	-0.203	-0.203	-0.068	-0.081	-0.144	-0.077	-0.083	-0.135	-0.083	-0.189	-0.083	0.004	0.125	0.005	0.005	0.005	0.004	0.005	0.125	0.005	0.005	0.004	0.005	0.125	0.143	0.005	0.005	0.005	0.133	0.005	0.004	0.005	0.004	0.005	0.004	0.005	0.125	0.005	0.005	0.004	0.005	0.137	0.005	-0.082	0.009	-0.161	-0.078	-0.238	-0.164	-0.085	-0.157	-0.139	-0.131	-0.131	-0.114	-0.151	-0.19	-0.105	-0.11	-0.05	-0.062	-0.168	-0.23	-0.133	-0.182	-0.172	-0.104	-0.237	-0.159	-0.114	-0.011	-0.136	-0.073	-0.181	-0.131	-0.098	0.033	-0.13	2016_7_13_18_04_09
FLQS317CGRWY____	0.139	0.139	0.201	0.139	0.28	0.139	0.14	0.153	0.276	0.139	0.28	0.197	0.153	0.235	0.139	0.276	0.139	0.153	0.149	0.087	0.149	0.14	0.139	0.197	0.153	0.276	0.2	0.077	0.153	0.139	0.087	0.139	-0.341	-0.457	-0.341	-0.341	-0.341	-0.341	-0.341	-0.393	-0.395	-0.341	-0.341	-0.341	-0.341	-0.341	-0.393	-0.341	-0.467	-0.341	-0.393	-0.398	-0.341	-0.341	-0.341	-0.341	-0.341	-0.393	-0.341	-0.341	-0.47	-0.341	-0.341	-0.341	-0.516	-0.607	-0.579	-0.6	-0.523	-0.607	-0.607	-0.65	-0.521	-0.695	-0.491	-0.585	-0.665	-0.6	-0.701	-0.541	-0.482	-0.571	-0.57	-0.613	-0.677	-0.663	-0.703	-0.604	-0.634	-0.538	-0.587	-0.628	-0.643	-0.6	-0.595	-0.664	0.169	-0.363	-0.602	2016_7_13_18_04_27
