SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS317CGRWY____	-0.15	-0.153	-0.153	-0.151	-0.183	-0.182	-0.181	-0.15	-0.15	-0.149	-0.149	-0.182	-0.149	-0.152	-0.151	-0.15	-0.16	-0.151	-0.222	-0.152	-0.182	-0.182	-0.152	-0.149	-0.151	-0.151	-0.182	-0.151	-0.183	-0.15	-0.15	-0.15	-0.059	-0.058	-0.057	-0.058	-0.053	-0.054	-0.054	-0.058	-0.055	-0.056	-0.056	-0.053	-0.058	-0.058	-0.056	-0.058	-0.022	-0.058	-0.071	-0.058	-0.055	-0.055	-0.057	-0.057	-0.055	-0.057	-0.054	-0.056	-0.053	-0.057	-0.055	-0.056	0.016	0.016	0.016	0.016	0.026	0.026	0.025	0.016	0.015	0.015	0.015	0.026	0.016	0.016	0.016	0.016	0.013	0.016	0.041	0.016	0.026	0.025	0.016	0.015	0.015	0.016	0.026	0.016	0.026	0.016	0.016	0.015	-0.161	-0.055	0.019	2016_7_13_15_55_22
FLQS319LGRWY____	0.282	0.285	0.316	0.286	0.284	0.284	0.287	0.285	0.284	0.282	0.283	0.286	0.269	0.318	0.287	0.283	0.282	0.281	0.282	0.286	0.284	0.286	0.286	0.283	0.287	0.285	0.286	0.286	0.286	0.287	0.285	0.286	0.089	0.089	0.087	0.09	0.089	0.089	0.089	0.089	0.09	0.089	0.09	0.09	0.125	0.086	0.088	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.089	0.089	0.089	0.089	0.091	0.09	0.09	0.09	0.089	0.089	-0.313	-0.314	-0.324	-0.314	-0.314	-0.314	-0.314	-0.314	-0.314	-0.313	-0.313	-0.315	-0.314	-0.325	-0.315	-0.313	-0.313	-0.313	-0.313	-0.314	-0.313	-0.314	-0.314	-0.314	-0.314	-0.314	-0.315	-0.315	-0.315	-0.314	-0.314	-0.315	0.286	0.09	-0.315	2016_7_13_15_55_25
FLQS3106GRWV____	-0.098	-0.138	-0.134	-0.141	-0.132	-0.135	-0.126	-0.126	-0.132	-0.132	-0.141	-0.133	-0.135	-0.098	-0.134	-0.134	-0.099	-0.097	-0.099	-0.133	-0.132	-0.134	-0.133	-0.133	-0.133	-0.134	-0.133	-0.131	-0.132	-0.133	-0.103	-0.134	0	0.042	0.004	0.04	0.006	0.004	-0.029	-0.03	0.004	0.004	0.036	0.005	0.005	0.001	0.003	0.004	0.002	0.001	0.001	0.005	0.005	0.001	0.005	0.005	0.004	0.004	0.005	0.006	0.002	0.005	0	0.005	-0.01	-0.002	0.002	-0.001	0.001	0.003	0.004	0.005	0.001	0.001	0	0.002	0.003	-0.009	0.003	0.003	-0.009	-0.01	-0.009	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.002	-0.007	0.002	-0.127	0.005	0	2016_7_13_15_55_29
FLQS3115GRWV____	0.051	0.019	0.048	0.047	0.048	0.05	0.046	0.046	0.047	0.049	0.049	0.047	0.019	0.048	0.048	0.017	0.019	0.051	0.052	0.048	0.018	0.017	0.046	0.049	0.046	0.046	0.046	0.049	0.018	0.048	0.047	0.047	0.005	0.009	0.007	0.006	0.006	0.008	0.007	0.008	0.008	0.008	0.008	0.007	0.011	0.005	0.007	0.009	0.011	0.006	0.007	0.007	0.009	0.008	0.007	0.008	0.006	0.006	0.007	0.008	0.01	0.007	0.007	0.006	-0.043	-0.033	-0.042	-0.042	-0.042	-0.043	-0.041	-0.042	-0.042	-0.043	-0.043	-0.042	-0.033	-0.042	-0.042	-0.033	-0.034	-0.043	-0.043	-0.042	-0.033	-0.032	-0.042	-0.043	-0.042	-0.041	-0.041	-0.043	-0.033	-0.043	-0.042	-0.041	0.041	0.007	-0.04	2016_7_13_15_55_36
FLQS3126GRWV____	0.455	0.482	0.45	0.458	0.457	0.478	0.479	0.472	0.488	0.447	0.485	0.487	0.455	0.455	0.459	0.49	0.456	0.455	0.444	0.48	0.486	0.479	0.453	0.457	0.479	0.479	0.486	0.486	0.488	0.479	0.456	0.479	0.164	0.197	0.198	0.165	0.165	0.195	0.194	0.225	0.162	0.196	0.162	0.161	0.162	0.165	0.167	0.161	0.163	0.165	0.158	0.197	0.16	0.196	0.162	0.163	0.196	0.195	0.161	0.16	0.161	0.196	0.164	0.194	-0.28	-0.294	-0.282	-0.281	-0.281	-0.292	-0.292	-0.294	-0.29	-0.281	-0.289	-0.29	-0.28	-0.28	-0.282	-0.29	-0.28	-0.28	-0.275	-0.293	-0.29	-0.292	-0.279	-0.28	-0.292	-0.292	-0.29	-0.289	-0.29	-0.293	-0.28	-0.292	0.47	0.176	-0.286	2016_7_13_15_55_43
FLQS30VBGRWV____	0.061	0.057	0.027	0.057	0.027	0.057	0.058	0.058	0.06	0.061	0.057	0.058	0.015	0.061	0.057	0.061	0.013	0.026	0.048	0.059	0.056	0.056	0.057	0.027	0.059	0.058	0.056	0.057	0.058	0.058	0.056	0.059	0.01	0.011	0.014	0.01	0.014	0.01	0.012	0.012	0.012	0.01	0.013	0.01	0.052	0.011	0.011	0.011	0.053	0.014	0.048	0.012	0.012	0.011	0.011	0.013	0.013	0.011	0.012	0.013	0.01	0.013	0.011	0.013	-0.086	-0.085	-0.075	-0.084	-0.075	-0.085	-0.085	-0.085	-0.086	-0.086	-0.086	-0.085	-0.077	-0.087	-0.085	-0.086	-0.076	-0.075	-0.088	-0.085	-0.085	-0.085	-0.084	-0.075	-0.086	-0.086	-0.085	-0.086	-0.086	-0.086	-0.085	-0.086	0.051	0.015	-0.084	2016_7_13_15_28_08
FLQS30X6GRWY____	0.059	0.056	0.026	0.017	0.048	0.024	0.056	0.025	0.057	0.057	0.053	0.016	0.06	0.057	0.026	0.059	0.059	0.058	0.059	0.057	0.056	0.025	0.054	0.056	0.025	0.024	0.057	0.049	0.016	0.024	0.062	0.057	0.008	0.007	0.012	0.046	0.043	0.01	0.008	0.011	0.01	0.009	0.009	0.047	0.009	0.007	0.011	0.008	0.009	0.008	0.009	0.008	0.009	0.011	0.008	0.009	0.011	0.012	0.009	0.045	0.048	0.011	-0.025	0.007	-0.134	-0.134	-0.124	-0.126	-0.136	-0.123	-0.133	-0.124	-0.134	-0.134	-0.132	-0.126	-0.135	-0.134	-0.124	-0.135	-0.135	-0.134	-0.135	-0.134	-0.134	-0.123	-0.133	-0.133	-0.124	-0.124	-0.134	-0.136	-0.126	-0.123	-0.131	-0.134	0.045	0.014	-0.131	2016_7_13_15_28_16
FLQS31CRGRWY____	0.019	0.024	0.018	0.049	0.017	0.018	0.053	0.052	0.025	0.02	0.051	0.018	0.046	0.019	0.05	0.048	0.017	0.018	0.019	0.051	0.019	0.017	0.019	0.019	0.051	0.053	0.018	0.017	0.017	0.05	0.052	0.051	0.057	0.021	0.058	0.053	0.057	0.057	0.056	0.055	0.023	0.057	0.056	0.056	0.091	0.056	0.055	0.052	0.057	0.056	0.057	0.055	0.057	0.058	0.057	0.057	0.056	0.057	0.057	0.057	0.057	0.055	0.056	0.056	0.196	0.199	0.196	0.187	0.196	0.196	0.185	0.185	0.198	0.195	0.186	0.196	0.181	0.195	0.185	0.186	0.196	0.197	0.196	0.185	0.196	0.197	0.196	0.196	0.185	0.184	0.196	0.196	0.197	0.185	0.185	0.186	0.032	0.055	0.192	2016_7_13_15_28_18
FLQS31FWGRWY____	0.016	0.016	0.015	0.018	0.018	0.016	0.01	0.016	0.018	0.016	0.048	0.016	0.015	0.016	0.009	0.015	0.014	0.016	0.012	0.01	0.017	0.015	0.015	0.016	0.015	0.009	0.049	0.016	0.016	0.007	0.015	0.017	0.005	0.006	0.005	0.006	0.005	0.004	0.038	0.004	0.005	0.004	0.004	0.004	0.004	0.005	0.04	0.004	0.004	0.005	0.004	0.042	0.005	0.004	0.004	0.005	0.004	0.04	0.004	0.004	0.004	0.04	0.004	0.004	0.004	0.004	0.005	0.004	0.004	0.005	0.002	0.005	0.005	0.004	-0.006	0.004	0.006	0.004	0.001	0.005	0.005	0.004	0.005	0.001	0.004	0.005	0.005	0.004	0.005	0.002	-0.006	0.004	0.004	0.002	0.004	0.004	0.017	0.01	0.003	2016_7_13_15_28_21
FLQS200ZGRX8____	-0.108	-0.068	-0.106	-0.105	-0.097	-0.073	-0.075	-0.105	-0.061	-0.062	-0.104	-0.076	-0.072	-0.106	-0.065	-0.073	-0.106	-0.108	-0.074	-0.075	-0.074	-0.106	-0.105	-0.104	-0.067	-0.067	-0.075	-0.08	-0.077	-0.078	-0.106	-0.076	0	-0.04	-0.001	-0.001	-0.035	-0.002	-0.003	0.001	-0.037	-0.037	-0.002	-0.004	-0.003	0	-0.036	-0.004	0	0	-0.004	-0.002	-0.004	-0.001	0	0	-0.036	-0.036	-0.004	-0.003	-0.003	-0.002	0	-0.001	0.012	0.004	0.011	0.011	0.014	0	0.001	0.011	0.001	0.002	0.011	0.002	0.001	0.012	0.003	0.001	0.011	0.012	0	0.002	0.001	0.011	0.011	0.011	0.003	0.004	0.002	0.003	0.001	0.002	0.011	0.001	-0.085	-0.009	0.006	2016_7_13_15_28_24
FLQS224LGRWM____	0.275	0.278	0.277	0.278	0.276	0.309	0.277	0.278	0.277	0.276	0.279	0.308	0.285	0.278	0.278	0.278	0.291	0.276	0.274	0.276	0.308	0.278	0.276	0.276	0.277	0.278	0.278	0.277	0.309	0.277	0.276	0.277	0.067	0.069	0.066	0.067	0.066	0.065	0.065	0.067	0.065	0.066	0.064	0.062	0.03	0.069	0.065	0.067	0.027	0.067	0.065	0.067	0.064	0.067	0.065	0.066	0.065	0.067	0.065	0.066	0.063	0.067	0.065	0.066	-0.125	-0.126	-0.124	-0.125	-0.125	-0.135	-0.125	-0.125	-0.125	-0.125	-0.126	-0.135	-0.123	-0.126	-0.125	-0.126	-0.124	-0.125	-0.125	-0.125	-0.135	-0.125	-0.125	-0.125	-0.125	-0.125	-0.125	-0.125	-0.136	-0.126	-0.125	-0.125	0.282	0.064	-0.126	2016_7_13_15_28_27
FLQS224TGRWM____	0.116	0.089	0.12	0.128	0.124	0.121	0.125	0.121	0.123	0.088	0.086	0.128	0.087	0.088	0.12	0.051	0.088	0.084	0.121	0.121	0.12	0.127	0.119	0.088	0.127	0.126	0.119	0.118	0.128	0.09	0.084	0.126	-0.055	-0.053	-0.055	-0.093	-0.053	-0.056	-0.09	-0.056	-0.054	-0.054	-0.053	-0.092	-0.052	-0.053	-0.056	-0.051	-0.053	-0.054	-0.057	-0.056	-0.056	-0.092	-0.055	-0.055	-0.092	-0.093	-0.056	-0.054	-0.094	-0.053	-0.017	-0.093	-0.275	-0.266	-0.276	-0.273	-0.277	-0.276	-0.273	-0.276	-0.277	-0.265	-0.265	-0.273	-0.266	-0.265	-0.276	-0.253	-0.265	-0.264	-0.276	-0.276	-0.276	-0.273	-0.276	-0.265	-0.273	-0.272	-0.275	-0.275	-0.273	-0.266	-0.27	-0.272	0.109	-0.063	-0.271	2016_7_13_15_28_29
FLQS300LGRWM____	0.006	0.002	0.008	0.006	0.005	0.006	0.037	0.032	0.005	0.004	0.039	0.006	0.005	0.008	0.038	0.007	0.006	0.006	0.006	0.036	0.007	0.006	0.038	0.034	0.038	0.007	0.006	0.037	0.005	0.006	0.007	0.037	0.056	0.098	0.057	0.057	0.056	0.056	0.054	0.088	0.057	0.056	0.054	0.057	0.057	0.057	0.055	0.058	0.057	0.057	0.057	0.055	0.056	0.056	0.055	0.055	0.056	0.056	0.057	0.054	0.057	0.057	0.057	0.055	0.176	0.171	0.175	0.175	0.176	0.176	0.166	0.162	0.176	0.176	0.165	0.176	0.176	0.175	0.166	0.176	0.176	0.175	0.176	0.166	0.176	0.176	0.166	0.166	0.165	0.176	0.176	0.166	0.176	0.176	0.175	0.165	0.015	0.058	0.172	2016_7_13_15_28_32
FLQS300LGRWQ____	-0.12	-0.091	-0.091	-0.092	-0.092	-0.084	-0.09	-0.083	-0.121	-0.123	-0.092	-0.091	-0.124	-0.121	-0.122	-0.122	-0.123	-0.122	-0.067	-0.09	-0.09	-0.12	-0.092	-0.122	-0.091	-0.089	-0.089	-0.091	-0.091	-0.089	-0.121	-0.09	0.001	-0.004	-0.002	-0.004	-0.004	-0.039	-0.001	-0.038	0.001	0	-0.003	-0.003	0.001	0	-0.001	0.001	0	0	0.005	-0.003	-0.002	0	-0.002	0	-0.002	-0.002	-0.002	-0.002	-0.004	-0.002	0	-0.003	-0.02	-0.029	-0.029	-0.029	-0.028	-0.026	-0.03	-0.026	-0.019	-0.019	-0.029	-0.029	-0.019	-0.019	-0.019	-0.019	-0.018	-0.019	-0.038	-0.029	-0.03	-0.02	-0.029	-0.019	-0.029	-0.03	-0.03	-0.029	-0.029	-0.03	-0.019	-0.029	-0.101	-0.004	-0.025	2016_7_13_15_28_35
FLQS300RGRWY____	-0.061	-0.06	-0.062	-0.06	-0.06	-0.061	-0.061	-0.06	-0.061	-0.059	-0.058	-0.062	-0.015	-0.061	-0.061	-0.061	-0.015	-0.061	-0.083	-0.061	-0.059	-0.06	-0.061	-0.061	-0.061	-0.061	-0.06	-0.062	-0.061	-0.06	-0.061	-0.06	0.054	0.055	0.052	0.053	0.053	0.053	0.053	0.053	0.053	0.052	0.052	0.052	0.011	0.054	0.053	0.053	0.011	0.054	0.019	0.054	0.052	0.053	0.053	0.052	0.053	0.053	0.052	0.052	0.052	0.053	0.053	0.053	0.188	0.187	0.188	0.187	0.187	0.188	0.187	0.187	0.187	0.187	0.187	0.188	0.178	0.187	0.187	0.188	0.178	0.187	0.2	0.187	0.187	0.187	0.187	0.187	0.187	0.187	0.187	0.188	0.188	0.187	0.187	0.187	-0.059	0.049	0.187	2016_7_13_15_28_39
FLQS300VGRWQ____	-0.057	-0.056	-0.02	-0.021	-0.055	-0.052	-0.051	-0.02	-0.058	-0.049	-0.057	-0.05	-0.058	-0.024	-0.051	-0.058	-0.058	-0.023	-0.058	-0.049	-0.05	-0.051	-0.058	-0.03	-0.051	-0.05	-0.049	-0.048	-0.049	-0.049	-0.051	-0.05	0.048	0.053	0.012	0.009	0.049	0.012	0.013	0.01	0.047	0.013	0.047	0.013	0.05	0.045	0.012	0.049	0.05	0.046	0.05	0.013	0.013	0.012	0.049	0.046	0.011	0.013	0.014	0.014	0.012	0.013	0.013	0.013	0.101	0.099	0.093	0.094	0.1	0.104	0.104	0.094	0.102	0.103	0.101	0.103	0.101	0.09	0.104	0.101	0.101	0.089	0.101	0.103	0.103	0.103	0.101	0.092	0.104	0.103	0.103	0.102	0.104	0.104	0.103	0.104	-0.047	0.027	0.1	2016_7_13_15_28_43
FLQS301GGRWM____	0.054	0.062	0.057	0.065	0.065	0.063	0.066	0.057	0.068	0.067	0.065	0.066	0.055	0.024	0.067	0.056	0.058	0.055	0.057	0.064	0.064	0.065	0.059	0.068	0.065	0.066	0.066	0.063	0.066	0.065	0.065	0.065	0.047	0.009	0.046	0.012	0.011	0.01	0.013	0.048	0.012	0.011	0.013	0.01	0.047	0.05	0.013	0.047	0.048	0.047	0.047	0.01	0.012	0.011	0.048	0.01	0.012	0.012	0.012	0.047	0.01	0.01	0.013	0.01	0.178	0.181	0.177	0.18	0.179	0.18	0.178	0.176	0.178	0.179	0.179	0.179	0.177	0.188	0.179	0.177	0.176	0.177	0.177	0.179	0.18	0.179	0.176	0.178	0.179	0.178	0.179	0.175	0.179	0.18	0.179	0.179	0.061	0.024	0.179	2016_7_13_15_28_46
FLQS303BGRWM____	-0.042	-0.042	-0.041	-0.043	-0.009	-0.01	-0.011	-0.043	-0.009	-0.009	-0.04	-0.04	-0.051	-0.042	-0.04	-0.042	-0.05	-0.043	-0.04	-0.042	-0.009	-0.011	-0.042	-0.04	-0.009	-0.042	-0.01	-0.043	-0.007	-0.01	-0.043	-0.009	0.004	0.003	0.004	0.005	0.002	0.001	0.004	0.004	0.004	0.003	0.005	0.005	0.041	0.003	0.005	0.004	0.041	0.004	0.004	0.004	0.003	0.002	0.005	0.004	0.003	0.006	0.003	0.003	0.002	0.002	0.004	0.003	0.088	0.088	0.088	0.088	0.077	0.078	0.078	0.088	0.077	0.077	0.087	0.087	0.085	0.088	0.087	0.088	0.086	0.088	0.088	0.088	0.077	0.077	0.088	0.088	0.077	0.087	0.077	0.088	0.077	0.077	0.088	0.077	-0.03	0.006	0.084	2016_7_13_15_28_50
FLQS304WGRWM____	0.541	0.504	0.541	0.541	0.541	0.512	0.539	0.538	0.543	0.542	0.54	0.509	0.542	0.541	0.539	0.541	0.5	0.539	0.508	0.511	0.512	0.538	0.51	0.541	0.541	0.541	0.512	0.54	0.542	0.541	0.539	0.541	0.019	0.062	0.022	0.019	0.019	0.023	0.021	0.02	0.023	0.022	0.022	0.023	0.02	0.02	0.02	0.02	0.058	0.019	0.023	0.022	0.024	0.019	0.021	0.02	0.022	0.02	0.024	0.02	0.019	0.021	0.02	0.021	-0.184	-0.178	-0.184	-0.183	-0.184	-0.174	-0.183	-0.184	-0.185	-0.185	-0.184	-0.174	-0.185	-0.184	-0.184	-0.184	-0.176	-0.183	-0.174	-0.174	-0.175	-0.183	-0.174	-0.184	-0.185	-0.184	-0.176	-0.184	-0.184	-0.184	-0.183	-0.184	0.532	0.023	-0.181	2016_7_13_15_28_54
FLQS305DGRWM____	0.057	0.059	0.028	0.028	0.051	0.059	0.059	0.06	0.026	0.058	0.058	0.052	0.058	0.058	0.061	0.057	0.058	0.058	0.058	0.058	0.023	0.026	0.02	0.056	0.028	0.026	0.052	0.059	0.059	0.059	0.026	0.059	0.004	0.004	0.008	0.007	0.039	0.004	0.004	0.004	0.007	0.004	0.003	0.039	0.003	0.003	0.004	0.004	0.004	0.003	0.004	0.003	0.04	0.006	0.041	0.004	0.007	0.006	0.038	0.003	0.004	0.004	0.006	0.003	-0.053	-0.054	-0.044	-0.044	-0.057	-0.054	-0.054	-0.054	-0.043	-0.053	-0.053	-0.056	-0.054	-0.054	-0.054	-0.053	-0.054	-0.054	-0.054	-0.053	-0.047	-0.043	-0.046	-0.053	-0.043	-0.043	-0.057	-0.054	-0.054	-0.053	-0.044	-0.054	0.049	0.01	-0.051	2016_7_13_15_28_58
FLQS305NGRWM____	-0.002	0.001	0.004	-0.005	-0.003	0.003	-0.002	-0.003	-0.005	-0.003	-0.004	-0.005	-0.038	-0.004	-0.004	-0.001	-0.038	-0.002	0.03	-0.003	-0.003	-0.005	-0.005	-0.006	-0.003	-0.033	-0.002	-0.004	-0.005	-0.002	-0.006	-0.004	-0.002	-0.043	-0.039	-0.002	-0.001	-0.04	-0.003	-0.002	-0.002	-0.002	-0.004	-0.002	0.002	-0.002	-0.003	-0.001	0.002	-0.001	-0.006	-0.003	-0.003	-0.002	-0.001	-0.003	-0.003	0.001	-0.003	-0.002	0	-0.001	-0.002	-0.003	-0.092	-0.087	-0.088	-0.091	-0.092	-0.088	-0.091	-0.092	-0.091	-0.092	-0.091	-0.091	-0.08	-0.091	-0.09	-0.092	-0.08	-0.093	-0.102	-0.091	-0.091	-0.091	-0.091	-0.09	-0.091	-0.082	-0.092	-0.091	-0.091	-0.092	-0.09	-0.091	-0.005	-0.005	-0.09	2016_7_13_15_29_03
FLQS307KGRWV____	0.104	0.074	0.073	0.074	0.074	0.111	0.072	0.096	0.072	0.072	0.072	0.072	0.104	0.07	0.072	0.106	0.07	0.071	0.037	0.07	0.072	0.073	0.072	0.103	0.073	0.071	0.073	0.071	0.074	0.073	0.072	0.073	0.056	0.063	0.061	0.062	0.061	0.021	0.059	0.089	0.06	0.061	0.058	0.062	0.059	0.061	0.06	0.058	0.06	0.061	0.063	0.06	0.06	0.061	0.06	0.059	0.06	0.061	0.06	0.06	0.063	0.061	0.06	0.06	-0.022	-0.013	-0.013	-0.012	-0.012	-0.019	-0.011	-0.025	-0.012	-0.011	-0.012	-0.012	-0.022	-0.011	-0.012	-0.023	-0.011	-0.012	-0.001	-0.012	-0.012	-0.013	-0.011	-0.022	-0.012	-0.012	-0.012	-0.011	-0.012	-0.012	-0.012	-0.013	0.077	0.06	-0.014	2016_7_13_15_29_07
FLQS308YGRWQ____	0.002	0.007	0.009	0.002	0.004	-0.021	0	0.002	0.002	0.002	0.003	0.002	0.001	0.002	0.001	0.003	0.002	0.004	0.035	0.001	-0.029	0.001	0	0.002	0.001	0	-0.028	0.002	0.003	-0.001	0.001	0.002	0.005	-0.034	-0.03	0.006	0.006	-0.029	0.005	0.004	0.005	0.005	0.004	0.005	0.005	0.006	0.005	0.006	0.006	0.005	0.002	0.006	0.008	0.006	0.005	0.005	0.006	0.005	0.008	0.005	0.006	0.006	0.005	0.006	-0.119	-0.115	-0.116	-0.119	-0.12	-0.106	-0.118	-0.119	-0.12	-0.119	-0.119	-0.12	-0.119	-0.12	-0.119	-0.12	-0.12	-0.12	-0.13	-0.119	-0.109	-0.119	-0.119	-0.119	-0.119	-0.118	-0.109	-0.12	-0.12	-0.118	-0.119	-0.119	0.001	0.002	-0.118	2016_7_13_15_29_11
FLQS309NGRWM____	-0.022	-0.016	-0.049	-0.014	-0.02	-0.015	-0.012	-0.012	-0.015	-0.025	-0.022	-0.02	-0.054	-0.053	-0.015	-0.023	-0.054	-0.022	-0.021	-0.012	-0.022	-0.015	-0.021	-0.02	-0.013	-0.014	-0.023	-0.013	-0.023	-0.014	-0.02	-0.015	-0.012	-0.05	-0.045	-0.049	-0.011	-0.048	-0.047	-0.048	-0.046	-0.012	-0.015	-0.012	-0.009	-0.01	-0.047	-0.013	-0.008	-0.013	-0.011	-0.048	-0.013	-0.048	-0.012	-0.013	-0.048	-0.048	-0.013	-0.047	-0.014	-0.048	-0.013	-0.047	0.006	0.009	0.019	0.009	0.005	0.008	0.007	0.008	0.008	0.007	0.006	0.005	0.016	0.016	0.008	0.006	0.016	0.006	0.005	0.008	0.005	0.009	0.005	0.005	0.008	0.009	0.006	0.007	0.007	0.008	0.005	0.009	-0.022	-0.029	0.008	2016_7_13_15_29_14
FLQS309QGRWV____	0.004	-0.005	-0.009	-0.037	-0.03	-0.037	0	0.001	-0.03	0.001	-0.03	-0.039	0.001	0.002	0.002	0.002	0.002	0.001	-0.031	0.002	-0.031	0.002	0.001	0.001	-0.032	-0.006	-0.03	0.002	0.001	0.002	-0.032	-0.032	-0.041	-0.005	-0.007	-0.001	-0.039	-0.004	-0.042	-0.043	-0.039	-0.042	-0.038	-0.004	-0.044	-0.043	-0.042	-0.043	-0.045	-0.042	-0.041	-0.041	-0.037	-0.042	-0.043	-0.041	-0.039	-0.006	-0.037	-0.042	-0.043	-0.042	-0.039	-0.04	-0.124	-0.126	-0.124	-0.116	-0.112	-0.116	-0.122	-0.122	-0.113	-0.122	-0.113	-0.115	-0.123	-0.123	-0.123	-0.123	-0.122	-0.123	-0.112	-0.123	-0.112	-0.123	-0.123	-0.122	-0.112	-0.125	-0.112	-0.123	-0.123	-0.123	-0.112	-0.112	-0.012	-0.034	-0.119	2016_7_13_15_29_19
FLQS309TGRWY____	-0.092	-0.061	-0.061	-0.07	-0.068	-0.062	-0.099	-0.035	-0.07	-0.071	-0.099	-0.061	-0.06	-0.107	-0.07	-0.107	-0.06	-0.07	-0.07	-0.068	-0.065	-0.069	-0.099	-0.071	-0.066	-0.102	-0.065	-0.033	-0.072	-0.1	-0.069	-0.1	0.009	0.003	0.005	0.039	0.041	0.004	0.043	0.035	0.041	0.042	0.039	0.004	0.006	0.047	0.038	0.046	0.005	0.042	0.043	0.039	0.042	0.038	0.044	0.041	0.039	0.041	0.041	0.037	0.041	0.043	0.039	0.043	0.082	0.072	0.072	0.071	0.07	0.073	0.079	0.059	0.071	0.07	0.08	0.072	0.072	0.081	0.07	0.082	0.072	0.069	0.069	0.069	0.068	0.069	0.079	0.07	0.069	0.08	0.068	0.058	0.07	0.08	0.07	0.08	-0.074	0.033	0.072	2016_7_13_17_07_22
FLQS319HGRWY____	-0.072	-0.065	-0.103	-0.071	-0.07	-0.065	-0.07	-0.07	-0.071	-0.072	-0.07	-0.066	-0.073	-0.072	-0.072	-0.072	-0.058	-0.072	-0.041	-0.07	-0.069	-0.071	-0.07	-0.073	-0.071	-0.071	-0.069	-0.069	-0.072	-0.074	-0.07	-0.07	0.039	0.001	0.005	0.038	0.039	0	0.036	0.037	0.038	0.039	0.036	0.001	0.04	0.039	0.037	0.04	0.001	0.039	0.037	0.037	0.039	0.036	0.038	0.039	0.037	0.038	0.038	0.038	0.04	0.037	0.037	0.038	0.151	0.154	0.166	0.151	0.15	0.154	0.151	0.15	0.151	0.151	0.151	0.154	0.151	0.151	0.151	0.151	0.152	0.151	0.141	0.151	0.15	0.151	0.151	0.151	0.151	0.15	0.151	0.15	0.151	0.152	0.151	0.15	-0.07	0.032	0.151	2016_7_13_17_07_25
