SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30DZGRWV	0.078	0.038	0.035	0.072	0.074	0.068	0.072	0.046	0.073	0.073	0.074	0.044	0.03	0.076	0.044	0.075	0.064	0.077	0.042	0.073	0.069	0.073	0.073	0.072	0.072	0.074	0.071	0.073	0.074	0.072	0.073	0.071	0.027	0.069	0.065	0.028	0.028	0.064	0.03	0.031	0.028	0.027	0.032	0.031	0.067	0.026	0.033	0.026	0.064	0.027	0.03	0.028	0.028	0.029	0.028	0.028	0.028	0.03	0.028	0.028	0.026	0.027	0.029	0.028	-0.166	-0.159	-0.158	-0.165	-0.166	-0.169	-0.165	-0.157	-0.165	-0.165	-0.166	-0.156	-0.157	-0.166	-0.156	-0.166	-0.168	-0.166	-0.155	-0.165	-0.164	-0.165	-0.165	-0.165	-0.165	-0.166	-0.164	-0.165	-0.165	-0.165	-0.165	-0.164	0.065	0.034	-0.164	2016_7_13_13_45_50
FLQS30E9GRWY____	0.069	0.035	0.07	0.07	0.07	0.035	0.033	0.068	0.068	0.069	0.069	0.068	0.066	0.07	0.07	0.071	0.046	0.071	0.107	0.07	0.069	0.068	0.068	0.036	0.069	0.07	0.069	0.07	0.069	0.07	0.069	0.071	0.061	0.067	0.062	0.061	0.061	0.064	0.065	0.06	0.061	0.061	0.06	0.06	0.06	0.063	0.062	0.062	0.026	0.062	0.057	0.06	0.06	0.06	0.06	0.065	0.061	0.061	0.061	0.061	0.061	0.06	0.061	0.061	-0.019	-0.009	-0.02	-0.019	-0.02	-0.009	-0.008	-0.019	-0.02	-0.02	-0.019	-0.019	-0.018	-0.02	-0.02	-0.02	-0.007	-0.02	-0.031	-0.019	-0.02	-0.019	-0.019	-0.009	-0.019	-0.02	-0.02	-0.019	-0.019	-0.019	-0.019	-0.02	0.065	0.06	-0.018	2016_7_13_13_45_55
FLQS30G5GRWY____	-0.023	-0.058	-0.032	-0.066	-0.065	-0.065	-0.064	-0.03	-0.034	-0.066	-0.065	-0.063	-0.02	-0.022	-0.063	-0.021	-0.021	-0.023	-0.055	-0.063	-0.062	-0.064	-0.063	-0.024	-0.061	-0.063	-0.055	-0.064	-0.053	-0.062	-0.025	-0.063	-0.004	-0.004	0.034	0.038	0.037	0.038	0.036	0.035	0.033	0.035	0.035	0.037	-0.002	-0.002	0.037	-0.001	-0.003	-0.002	0.002	0.037	0.037	0.037	0.037	-0.001	0.038	0.037	0.002	0.038	-0.001	0.038	-0.001	0.037	0.238	0.251	0.236	0.246	0.246	0.246	0.246	0.235	0.237	0.247	0.247	0.246	0.237	0.238	0.246	0.237	0.238	0.238	0.248	0.246	0.246	0.246	0.246	0.239	0.245	0.246	0.249	0.246	0.248	0.246	0.239	0.246	-0.049	0.022	0.244	2016_7_13_13_46_01
FLQS30GCGRWY____	-0.054	-0.017	-0.018	-0.054	-0.053	-0.049	-0.056	-0.053	-0.053	-0.053	-0.051	-0.053	-0.018	-0.018	-0.052	-0.02	-0.017	-0.021	-0.052	-0.053	-0.051	-0.054	-0.055	-0.02	-0.053	-0.054	-0.051	-0.018	-0.053	-0.054	-0.019	-0.053	0.002	0.002	0.001	0.003	0.003	-0.04	0.001	0.001	0.001	0	0.002	0.001	-0.001	0.001	0.003	-0.001	0.001	-0.001	0.003	0.004	0.002	0.003	0.001	0.001	0.002	0.001	0.002	0.001	0.001	0.002	0.001	0.002	-0.013	-0.025	-0.025	-0.012	-0.013	-0.008	-0.012	-0.012	-0.012	-0.012	-0.014	-0.012	-0.024	-0.024	-0.013	-0.023	-0.024	-0.023	-0.014	-0.013	-0.014	-0.013	-0.013	-0.024	-0.013	-0.013	-0.013	-0.024	-0.013	-0.012	-0.024	-0.012	-0.042	0	-0.016	2016_7_13_13_46_07
FLQS30GQGRWV____	0.616	0.651	0.588	0.618	0.618	0.622	0.617	0.648	0.613	0.611	0.613	0.617	0.611	0.615	0.618	0.614	0.611	0.617	0.651	0.649	0.65	0.616	0.617	0.612	0.649	0.615	0.649	0.649	0.651	0.616	0.617	0.617	0.066	0.061	0.066	0.064	0.064	0.029	0.062	0.093	0.064	0.064	0.061	0.064	0.065	0.064	0.063	0.064	0.065	0.065	0.093	0.061	0.061	0.062	0.063	0.064	0.059	0.063	0.06	0.061	0.06	0.063	0.063	0.065	-0.265	-0.276	-0.256	-0.265	-0.265	-0.262	-0.265	-0.28	-0.264	-0.263	-0.264	-0.266	-0.264	-0.264	-0.265	-0.264	-0.263	-0.266	-0.28	-0.276	-0.276	-0.265	-0.265	-0.263	-0.275	-0.264	-0.276	-0.276	-0.276	-0.265	-0.265	-0.265	0.624	0.064	-0.268	2016_7_13_13_46_11
FLQS30H6GRWV____	0.098	0.136	0.098	0.13	0.13	0.13	0.098	0.129	0.13	0.131	0.129	0.131	0.097	0.13	0.131	0.097	0.098	0.097	0.099	0.127	0.129	0.129	0.099	0.101	0.13	0.098	0.129	0.095	0.131	0.097	0.099	0.13	-0.038	-0.074	-0.037	-0.041	-0.04	-0.04	-0.038	-0.04	-0.04	-0.04	-0.039	-0.04	-0.038	-0.04	-0.039	-0.039	-0.038	-0.038	-0.037	-0.041	-0.04	-0.041	-0.038	-0.038	-0.04	-0.037	-0.04	-0.039	-0.041	-0.039	-0.038	-0.04	-0.335	-0.342	-0.335	-0.346	-0.345	-0.346	-0.335	-0.346	-0.346	-0.345	-0.345	-0.345	-0.335	-0.346	-0.346	-0.334	-0.335	-0.335	-0.336	-0.345	-0.345	-0.345	-0.336	-0.337	-0.346	-0.336	-0.345	-0.334	-0.345	-0.334	-0.335	-0.345	0.116	-0.04	-0.341	2016_7_13_13_46_16
FLQS30HZGRWY____	-0.1	-0.065	-0.064	-0.066	-0.034	-0.065	-0.067	-0.073	-0.097	-0.067	-0.066	-0.067	-0.067	-0.067	-0.067	-0.068	-0.067	-0.065	-0.067	-0.065	-0.062	-0.066	-0.036	-0.066	-0.066	-0.096	-0.063	-0.065	-0.067	-0.097	-0.066	-0.064	-0.002	-0.007	-0.008	-0.007	-0.01	-0.007	-0.008	0.024	-0.004	-0.007	-0.009	-0.008	-0.005	-0.007	-0.007	-0.006	-0.007	-0.006	-0.005	-0.007	-0.007	-0.009	-0.009	-0.006	-0.007	-0.006	-0.008	-0.006	-0.007	-0.004	-0.008	-0.008	0.018	0.007	0.007	0.007	-0.004	0.008	0.008	0.005	0.018	0.008	0.008	0.008	0.008	0.007	0.007	0.008	0.007	0.007	0.008	0.008	0.006	0.008	-0.002	0.007	0.008	0.018	0.007	0.007	0.008	0.017	0.007	0.007	-0.068	-0.006	0.008	2016_7_13_13_46_21
FLQS30K1GRWY____	-0.12	-0.119	-0.09	-0.119	-0.12	-0.094	-0.119	-0.126	-0.118	-0.118	-0.12	-0.119	-0.122	-0.121	-0.119	-0.123	-0.086	-0.088	-0.087	-0.088	-0.121	-0.119	-0.119	-0.118	-0.119	-0.12	-0.088	-0.119	-0.118	-0.121	-0.12	-0.12	-0.056	-0.058	-0.061	-0.056	-0.057	-0.025	-0.056	-0.021	-0.057	-0.058	-0.055	-0.058	-0.058	-0.058	-0.055	-0.057	-0.061	-0.061	-0.06	-0.059	-0.057	-0.057	-0.059	-0.057	-0.057	-0.057	-0.06	-0.056	-0.057	-0.057	-0.056	-0.058	0.084	0.083	0.074	0.083	0.084	0.07	0.083	0.081	0.083	0.083	0.083	0.083	0.085	0.084	0.083	0.084	0.072	0.073	0.073	0.073	0.084	0.083	0.084	0.083	0.083	0.084	0.073	0.083	0.083	0.083	0.084	0.084	-0.113	-0.055	0.081	2016_7_13_13_46_27
FLQS30K3GRWY____	0.053	0.01	0.007	0.041	0.042	0.042	0.01	0.039	0.04	0.046	0.046	0.039	0.012	0.015	0.038	0.013	0.014	0.013	0.047	0.048	0.047	0.047	0.047	0.047	0.041	0.008	0.047	0.047	0.048	0.017	0.015	0.049	0.008	0.051	0.047	0.046	0.047	0.047	0.046	0.045	0.044	0.008	0.01	0.046	0.011	0.01	0.043	0.011	0.011	0.012	0.007	0.009	0.008	0.008	0.009	0.009	0.047	0.046	0.008	0.009	0.006	0.01	0.01	0.009	0.047	0.056	0.057	0.045	0.045	0.046	0.056	0.046	0.046	0.05	0.049	0.047	0.06	0.06	0.047	0.06	0.06	0.061	0.049	0.049	0.05	0.049	0.049	0.049	0.045	0.056	0.049	0.05	0.049	0.059	0.06	0.048	0.034	0.023	0.052	2016_7_13_13_46_35
FLQS30K5GRWY____	-0.079	-0.074	-0.076	-0.07	-0.068	-0.068	-0.071	-0.07	-0.068	-0.069	-0.071	-0.068	-0.079	-0.079	-0.069	-0.07	-0.079	-0.079	-0.079	-0.07	-0.069	-0.07	-0.069	-0.068	-0.069	-0.07	-0.068	-0.069	-0.067	-0.07	-0.069	-0.069	-0.015	-0.01	-0.013	-0.047	-0.049	-0.048	-0.047	-0.047	-0.046	-0.046	-0.045	-0.047	-0.012	-0.014	-0.048	-0.048	-0.011	-0.014	-0.012	-0.048	-0.045	-0.048	-0.048	-0.047	-0.048	-0.047	-0.045	-0.046	-0.048	-0.048	-0.047	-0.048	0.028	0.026	0.027	0.029	0.029	0.03	0.03	0.03	0.029	0.03	0.03	0.029	0.028	0.028	0.03	0.03	0.028	0.027	0.028	0.029	0.029	0.029	0.03	0.029	0.03	0.03	0.029	0.029	0.029	0.03	0.03	0.03	-0.071	-0.039	0.029	2016_7_13_13_46_43
FLQS30MEGRWV____	0.265	0.257	0.261	0.26	0.262	0.26	0.262	0.262	0.262	0.263	0.252	0.262	0.217	0.217	0.263	0.265	0.216	0.218	0.218	0.262	0.262	0.261	0.261	0.262	0.263	0.262	0.234	0.262	0.262	0.262	0.262	0.263	-0.064	-0.024	-0.06	-0.061	-0.06	-0.061	-0.06	-0.061	-0.058	-0.06	-0.026	-0.062	-0.021	-0.023	-0.06	-0.062	-0.021	-0.022	-0.023	-0.061	-0.06	-0.061	-0.06	-0.061	-0.059	-0.061	-0.056	-0.059	-0.063	-0.06	-0.061	-0.06	0.054	0.051	0.055	0.055	0.055	0.055	0.054	0.054	0.054	0.054	0.053	0.055	0.064	0.064	0.054	0.053	0.064	0.063	0.064	0.055	0.054	0.054	0.054	0.054	0.054	0.055	0.063	0.054	0.055	0.054	0.054	0.054	0.254	-0.052	0.056	2016_7_13_13_46_48
FLQS30MJGRWV____	0.115	0.115	0.116	0.115	0.113	0.122	0.114	0.109	0.113	0.113	0.083	0.114	0.125	0.082	0.117	0.115	0.123	0.116	0.082	0.114	0.113	0.117	0.115	0.112	0.115	0.115	0.114	0.115	0.115	0.115	0.117	0.115	0.115	0.115	0.114	0.114	0.113	0.078	0.114	0.147	0.113	0.114	0.114	0.113	0.078	0.118	0.114	0.114	0.078	0.114	0.119	0.114	0.114	0.113	0.115	0.115	0.114	0.114	0.114	0.114	0.113	0.113	0.114	0.113	0.039	0.04	0.04	0.04	0.04	0.043	0.04	0.037	0.04	0.04	0.05	0.04	0.041	0.05	0.04	0.04	0.042	0.039	0.05	0.04	0.04	0.039	0.039	0.041	0.04	0.039	0.04	0.039	0.04	0.04	0.039	0.04	0.112	0.112	0.041	2016_7_13_13_46_54
FLQS30MKGRWV____	0.152	0.153	0.183	0.154	0.153	0.149	0.156	0.148	0.153	0.151	0.151	0.154	0.151	0.185	0.154	0.153	0.185	0.154	0.151	0.155	0.156	0.154	0.154	0.152	0.154	0.153	0.155	0.154	0.154	0.155	0.154	0.153	0.027	0.027	0.025	0.027	0.026	0.064	0.027	0.063	0.027	0.027	0.027	0.027	0.027	0.022	0.027	0.026	0.023	0.027	0.026	0.027	0.028	0.026	0.025	0.026	0.026	0.025	0.027	0.026	0.026	0.027	0.026	0.026	-0.294	-0.294	-0.303	-0.294	-0.294	-0.297	-0.295	-0.298	-0.293	-0.293	-0.293	-0.294	-0.293	-0.304	-0.294	-0.294	-0.304	-0.294	-0.293	-0.295	-0.295	-0.294	-0.293	-0.293	-0.294	-0.294	-0.295	-0.294	-0.294	-0.294	-0.294	-0.293	0.156	0.028	-0.295	2016_7_13_13_46_59
FLQS30MRGRWY____	0.01	0.008	0.005	0.009	0.009	0.005	0.004	0.003	0.01	0.002	0.009	0.008	0.011	0.009	0.001	0.01	0.043	0.01	0.009	0.004	0.01	0.003	0.009	0.012	0.001	0.003	0.011	0.01	0.001	0.002	0.002	0.001	0.064	0.059	0.099	0.062	0.063	0.1	0.096	0.097	0.062	0.099	0.064	0.062	0.062	0.063	0.097	0.064	0.061	0.064	0.063	0.099	0.064	0.098	0.062	0.062	0.098	0.097	0.064	0.063	0.1	0.099	0.096	0.098	0.203	0.205	0.2	0.204	0.204	0.2	0.201	0.201	0.204	0.201	0.204	0.205	0.204	0.204	0.202	0.204	0.193	0.204	0.204	0.2	0.204	0.201	0.204	0.203	0.201	0.201	0.203	0.204	0.202	0.201	0.201	0.202	0.008	0.078	0.202	2016_7_13_13_47_06
FLQS30NWGRWV____	-0.076	-0.079	-0.071	-0.078	-0.077	-0.109	-0.077	-0.077	-0.108	-0.075	-0.076	-0.11	-0.076	-0.078	-0.112	-0.077	-0.077	-0.077	-0.077	-0.11	-0.107	-0.112	-0.077	-0.078	-0.077	-0.112	-0.107	-0.077	-0.111	-0.077	-0.078	-0.077	-0.056	-0.018	-0.092	-0.055	-0.055	-0.053	-0.057	-0.056	-0.055	-0.056	-0.056	-0.053	-0.056	-0.055	-0.054	-0.055	-0.055	-0.056	-0.056	-0.055	-0.054	-0.055	-0.056	-0.056	-0.056	-0.055	-0.054	-0.055	-0.052	-0.056	-0.056	-0.055	-0.258	-0.262	-0.254	-0.257	-0.258	-0.247	-0.257	-0.257	-0.247	-0.258	-0.258	-0.246	-0.258	-0.257	-0.246	-0.257	-0.257	-0.258	-0.257	-0.246	-0.247	-0.246	-0.257	-0.257	-0.258	-0.246	-0.248	-0.258	-0.247	-0.257	-0.257	-0.257	-0.087	-0.055	-0.254	2016_7_13_13_47_11
