SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30VBGRWV____	-0.026	-0.065	-0.064	-0.026	-0.024	-0.027	-0.026	-0.026	-0.027	-0.026	-0.028	-0.025	-0.022	-0.028	-0.06	-0.028	-0.028	-0.026	-0.063	-0.028	-0.026	-0.028	-0.062	-0.027	-0.027	-0.028	-0.027	0.013	-0.062	-0.028	-0.024	-0.027	0.007	0.007	-0.03	0.043	0.004	0.007	0.008	0.006	0.042	0.008	0.041	0.006	-0.03	0.039	0.007	0.041	0.041	0.039	0.041	0.041	0.007	0.041	0.042	0.043	0.042	0.041	0.043	0.04	0.042	0.041	0.006	0.043	0.009	-0.009	0	-0.001	0.011	0.009	0.009	0.009	-0.001	0.008	-0.001	0.009	0.02	-0.001	-0.006	-0.001	-0.001	0	-0.017	-0.001	0.009	-0.001	-0.017	-0.001	-0.001	-0.001	-0.001	0.018	-0.017	-0.001	0.009	-0.001	-0.032	0.025	0.001	2016_7_13_13_51_57
FLQS30X6GRWY____	-0.049	-0.051	-0.012	-0.054	-0.056	-0.012	-0.013	-0.013	-0.054	-0.014	-0.014	-0.055	-0.013	-0.053	-0.052	-0.014	-0.014	-0.011	-0.011	-0.053	-0.054	-0.053	-0.054	-0.011	-0.014	-0.053	-0.052	-0.055	-0.054	-0.014	-0.054	-0.011	0.004	0.01	0.051	0.052	0.052	0.05	0.049	0.053	0.053	0.05	0.052	0.055	0.051	0.053	0.051	0.052	0.052	0.051	0.048	0.052	0.052	0.052	0.052	0.089	0.09	0.052	0.05	0.053	0.052	0.052	0.052	0.05	0.144	0.141	0.148	0.128	0.128	0.148	0.148	0.147	0.128	0.147	0.147	0.127	0.147	0.129	0.13	0.147	0.147	0.149	0.149	0.129	0.128	0.129	0.129	0.138	0.137	0.129	0.129	0.128	0.129	0.147	0.128	0.149	-0.034	0.051	0.138	2016_7_13_13_52_00
FLQS31CRGRWY____	-0.066	-0.064	-0.065	-0.067	-0.067	-0.067	-0.066	-0.068	-0.109	-0.066	-0.068	-0.069	-0.067	-0.066	-0.069	-0.068	-0.068	-0.067	-0.112	-0.11	-0.068	-0.11	-0.111	-0.112	-0.069	-0.11	-0.069	-0.068	-0.111	-0.068	-0.066	-0.069	0.004	0.002	0.004	0.005	0.004	0.006	0.005	0.003	0.006	0.006	0.005	0.049	0.005	0.006	0.005	0.005	0.005	0.003	0.005	0.005	0.005	0.005	0.043	0.005	0.006	0.005	0.005	0.044	0.043	0.005	0.006	0.005	-0.059	-0.058	-0.059	-0.059	-0.059	-0.059	-0.059	-0.06	-0.08	-0.059	-0.061	-0.071	-0.06	-0.06	-0.06	-0.061	-0.061	-0.059	-0.08	-0.08	-0.06	-0.08	-0.09	-0.081	-0.061	-0.08	-0.061	-0.07	-0.09	-0.061	-0.059	-0.061	-0.078	0.01	-0.066	2016_7_13_13_52_02
FLQS31FWGRWY____	-0.055	-0.055	-0.054	-0.094	-0.058	-0.052	-0.056	-0.055	-0.056	-0.097	-0.056	-0.056	-0.057	-0.054	-0.054	-0.056	-0.056	-0.056	-0.055	-0.056	-0.054	-0.056	-0.056	-0.057	-0.057	-0.056	-0.054	-0.094	-0.056	-0.056	-0.055	-0.056	0.005	0.006	0.005	-0.044	0.004	0.006	0.005	0.007	0.005	-0.001	0.007	0.005	0.007	0.008	0.007	0.007	0.007	0.006	0.005	0.005	0.007	0.005	0.006	0.007	0.004	0.005	0.005	-0.042	0.006	0.007	0.004	0.004	0.624	0.623	0.624	0.619	0.623	0.624	0.623	0.623	0.623	0.606	0.623	0.623	0.623	0.624	0.624	0.623	0.623	0.623	0.624	0.623	0.623	0.623	0.624	0.622	0.624	0.623	0.625	0.618	0.624	0.623	0.624	0.623	-0.059	0.003	0.623	2016_7_13_13_52_05
FLQS200ZGRX8____	0.01	0.012	0.01	0.008	0.009	0.01	0.008	0.009	0.01	0.048	0.01	0.011	0.01	0.048	0.011	0.01	0.01	0.009	0.009	0.009	0.01	0.009	0.009	0.008	0.049	0.009	0.009	0.049	0.009	0.01	0.05	0.047	-0.011	-0.011	-0.011	-0.014	-0.015	-0.054	-0.017	-0.013	-0.013	-0.049	-0.016	-0.015	-0.017	-0.013	-0.013	-0.016	-0.016	-0.013	-0.015	-0.014	-0.05	-0.014	-0.012	-0.015	-0.016	-0.014	-0.015	-0.048	-0.012	-0.016	-0.014	-0.016	0.091	0.091	0.092	0.091	0.092	0.102	0.092	0.091	0.092	0.119	0.093	0.092	0.093	0.108	0.092	0.093	0.093	0.091	0.092	0.092	0.101	0.092	0.091	0.091	0.11	0.092	0.091	0.119	0.091	0.093	0.111	0.109	0.017	-0.019	0.096	2016_7_13_13_52_09
FLQS224LGRWM____	0.052	0.052	0.052	0.054	0.051	0.051	0.051	0.052	0.052	0.053	0.048	0.052	0.053	0.051	0.012	0.048	0.048	0.05	0.049	0.049	0.051	0.049	0.051	0.05	0.095	0.049	0.05	0.053	0.051	0.048	0.051	0.051	0.024	0.027	0.026	0.062	0.023	0.027	0.025	0.022	0.06	0.025	0.023	0.023	0.026	0.023	0.021	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.063	0.023	0.061	0.022	0.023	0.023	0.024	0.022	0.008	0.006	0.006	-0.003	0.007	0.006	0.006	0.008	-0.002	0.007	0.005	0.007	0.007	0.007	-0.011	0.005	0.005	0.006	0.006	0.006	0.007	0.006	0.006	0.006	0.016	0.006	-0.004	0.007	0.006	0.005	0.007	0.007	0.051	0.028	0.005	2016_7_13_13_52_12
FLQS224TGRWM____	0.13	0.128	0.079	0.13	0.13	0.179	0.136	0.082	0.13	0.131	0.131	0.132	0.086	0.086	0.082	0.131	0.131	0.129	0.081	0.081	0.085	0.081	0.082	0.128	0.179	0.081	0.178	0.128	0.082	0.131	0.129	0.127	-0.053	-0.043	-0.049	0.037	-0.005	0.046	0.091	0.035	0.002	-0.005	-0.005	-0.006	-0.047	0.035	-0.005	-0.005	-0.005	-0.004	0.038	-0.004	0.035	-0.004	-0.007	-0.005	0.001	-0.004	0.04	-0.004	-0.007	-0.005	-0.004	-0.004	-0.49	-0.493	-0.514	-0.514	-0.503	-0.494	-0.525	-0.535	-0.504	-0.502	-0.502	-0.502	-0.511	-0.533	-0.524	-0.502	-0.502	-0.503	-0.536	-0.525	-0.534	-0.525	-0.524	-0.503	-0.481	-0.525	-0.492	-0.504	-0.524	-0.502	-0.503	-0.504	0.117	0.003	-0.51	2016_7_13_13_52_15
FLQS300LGRWM____	-0.067	-0.028	-0.028	-0.025	-0.026	-0.026	-0.026	-0.028	-0.027	-0.024	-0.029	-0.062	-0.029	-0.029	-0.028	-0.029	-0.029	-0.028	-0.029	-0.027	-0.03	-0.027	-0.028	-0.029	-0.028	-0.027	-0.029	-0.029	-0.028	-0.029	-0.027	-0.064	0.081	0.048	0.048	0.046	0.046	0.048	0.084	0.048	0.047	0.084	0.01	0.044	0.008	0.009	0.046	0.01	0.01	0.009	0.009	0.01	0.009	0.01	0.007	0.009	0.045	0.01	0.009	0.011	0.007	0.01	0.012	0.007	-0.529	-0.503	-0.503	-0.501	-0.501	-0.502	-0.511	-0.503	-0.501	-0.51	-0.493	-0.518	-0.493	-0.492	-0.503	-0.493	-0.493	-0.493	-0.493	-0.493	-0.493	-0.493	-0.492	-0.493	-0.502	-0.493	-0.493	-0.494	-0.492	-0.493	-0.493	-0.509	-0.031	0.028	-0.499	2016_7_13_13_52_17
FLQS300LGRWQ____	0.047	0.048	0.048	0.005	-0.037	0.044	0.004	0.044	0.047	0.09	0.044	0.004	0.003	0.006	0.045	0.044	0.044	0.043	0.043	0.045	0.045	0.045	0.043	0.046	0.046	0.045	0.045	-0.034	0.043	0.044	-0.033	-0.035	-0.011	-0.008	-0.007	-0.015	-0.016	-0.048	-0.015	-0.05	-0.013	-0.008	-0.01	-0.014	-0.014	-0.012	-0.01	-0.01	-0.01	-0.009	-0.011	-0.011	-0.049	-0.011	-0.011	-0.011	-0.014	-0.011	-0.01	-0.016	-0.011	-0.01	-0.012	-0.015	0.029	0.028	0.028	0.01	-0.009	0.038	0.01	0.038	0.029	0.048	0.028	0.01	0.01	0.009	0.028	0.028	0.028	0.027	0.028	0.028	0.037	0.028	0.027	0.028	0.029	0.028	0.028	-0.007	0.027	0.028	-0.008	-0.008	0.03	-0.015	0.022	2016_7_13_13_52_21
FLQS300RGRWY____	-0.057	-0.057	-0.056	-0.057	-0.097	-0.06	-0.056	-0.056	-0.054	-0.057	-0.053	-0.058	-0.055	-0.059	-0.098	-0.053	-0.053	-0.056	-0.058	-0.057	-0.098	-0.057	-0.056	-0.056	-0.054	-0.057	-0.054	-0.055	-0.056	-0.053	-0.059	-0.098	0	0.041	0.04	0.003	0.042	0.005	0.043	0.04	0.042	0.044	0.04	0.005	0.04	0.001	0.037	0.04	0.04	0.04	0.003	0.003	0.038	0.003	0.002	0.04	0.039	0.003	0.04	0.003	0.002	0.04	0.002	0.041	0.148	0.136	0.137	0.146	0.119	0.145	0.137	0.138	0.138	0.136	0.138	0.146	0.138	0.146	0.12	0.138	0.138	0.138	0.147	0.147	0.119	0.147	0.147	0.138	0.139	0.147	0.138	0.147	0.147	0.138	0.146	0.118	-0.061	0.025	0.139	2016_7_13_13_52_25
FLQS300VGRWQ____	-0.062	-0.02	-0.023	-0.02	-0.021	-0.021	-0.025	-0.019	-0.025	-0.023	-0.019	-0.018	-0.018	-0.019	-0.019	-0.019	-0.019	-0.02	-0.057	-0.019	-0.064	-0.019	-0.019	-0.058	-0.021	-0.019	-0.017	-0.021	-0.019	-0.019	-0.061	-0.019	-0.009	0.051	0.002	0.049	0.001	0.05	0.005	0.047	0.004	0.005	-0.002	-0.001	0.044	0	0.002	-0.002	-0.002	0	-0.001	-0.001	-0.007	-0.001	0	0.002	0	-0.001	-0.003	0	0	-0.002	-0.001	0.001	-0.567	-0.563	-0.552	-0.563	-0.551	-0.564	-0.553	-0.562	-0.554	-0.553	-0.55	-0.549	-0.561	-0.55	-0.55	-0.55	-0.55	-0.55	-0.567	-0.55	-0.569	-0.55	-0.549	-0.568	-0.551	-0.55	-0.549	-0.551	-0.549	-0.55	-0.569	-0.55	-0.026	0.007	-0.555	2016_7_13_13_52_29
FLQS301GGRWM____	-0.025	0.013	0.013	0.017	0.014	0.012	0.015	0.015	0.015	0.019	0.012	0.013	0.013	0.012	0.015	0.012	0.012	0.013	0.014	0.012	0.011	0.012	0.015	0.013	0.014	0.012	0.015	0.011	0.015	0.012	0.012	0.014	-0.061	-0.006	-0.007	-0.009	-0.006	-0.05	-0.006	-0.007	-0.008	-0.061	-0.009	-0.009	-0.006	-0.004	-0.007	-0.009	-0.009	-0.006	-0.006	-0.006	-0.008	-0.006	-0.006	-0.008	-0.007	-0.006	-0.004	-0.005	-0.006	-0.009	-0.006	-0.006	-0.016	-0.013	-0.013	-0.01	-0.013	-0.002	-0.012	-0.012	-0.011	0.003	-0.013	-0.012	-0.013	-0.014	-0.012	-0.013	-0.013	-0.013	-0.013	-0.014	-0.013	-0.014	-0.013	-0.013	-0.012	-0.014	-0.013	-0.013	-0.013	-0.013	-0.014	-0.013	0.012	-0.012	-0.012	2016_7_13_13_52_36
FLQS303BGRWM____	0.002	0	0.002	0.001	0.001	-0.001	0.001	0.003	0.001	0.001	0	0	0.039	0	0.001	0	0	0	0.002	0.04	0.001	0.04	0	0.002	0.04	0.04	0.003	0.001	0	0	0.042	0.002	0	-0.003	-0.004	0.001	0	-0.003	-0.002	-0.005	0.001	0	-0.002	-0.001	-0.002	-0.001	-0.004	-0.002	-0.002	-0.003	0.037	-0.001	0	-0.001	0.036	0	-0.001	-0.001	0.037	-0.004	0.036	-0.002	0.035	0	0.091	0.09	0.092	0.09	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.108	0.091	0.091	0.09	0.09	0.091	0.081	0.109	0.091	0.109	0.08	0.091	0.108	0.109	0.081	0.092	0.08	0.09	0.1	0.091	0.008	0.004	0.092	2016_7_13_13_53_11
FLQS304WGRWM____	0.356	0.392	0.357	0.396	0.355	0.357	0.395	0.399	0.396	0.355	0.396	0.357	0.358	0.356	0.395	0.396	0.396	0.357	0.397	0.396	0.36	0.396	0.356	0.357	0.359	0.396	0.396	0.357	0.356	0.396	0.353	0.396	-0.013	0.026	0.026	-0.016	-0.013	-0.057	-0.015	-0.056	-0.018	-0.015	-0.018	-0.014	-0.054	-0.014	-0.017	-0.018	-0.018	-0.015	-0.021	-0.018	-0.017	-0.018	-0.017	-0.017	-0.016	-0.018	-0.02	-0.014	-0.017	-0.018	0.027	-0.018	0.32	0.327	0.311	0.339	0.32	0.332	0.339	0.351	0.339	0.32	0.34	0.32	0.331	0.321	0.339	0.34	0.34	0.321	0.341	0.34	0.323	0.34	0.321	0.321	0.322	0.34	0.34	0.321	0.321	0.34	0.309	0.34	0.376	-0.016	0.33	2016_7_13_13_53_20
FLQS305DGRWM____	-0.008	-0.01	-0.008	-0.049	-0.007	-0.009	-0.01	-0.006	-0.01	-0.05	-0.006	-0.006	-0.048	-0.048	-0.008	-0.006	-0.006	-0.007	-0.008	-0.007	-0.008	-0.007	-0.006	-0.009	-0.048	-0.007	-0.009	-0.049	-0.006	-0.006	-0.049	-0.007	0.004	0.004	0.042	0.006	-0.034	-0.033	-0.033	0.007	0.005	0.043	0.005	0.006	0.005	0.007	0.042	0.005	0.005	0.006	0.006	0.006	0.044	0.006	0.007	0.043	0.043	0.006	0.005	0.008	0.007	0.005	0.007	0.007	-0.03	-0.031	-0.04	-0.05	-0.02	-0.021	-0.021	-0.03	-0.032	-0.06	-0.03	-0.029	-0.049	-0.05	-0.04	-0.03	-0.03	-0.031	-0.031	-0.031	-0.041	-0.031	-0.03	-0.041	-0.059	-0.031	-0.031	-0.05	-0.03	-0.03	-0.05	-0.03	-0.017	0.009	-0.036	2016_7_13_13_53_25
FLQS305NGRWM____	0.003	-0.042	-0.044	-0.045	-0.001	-0.045	-0.043	-0.044	0.002	-0.043	-0.047	-0.045	0	-0.045	-0.046	-0.047	-0.047	-0.048	-0.045	-0.048	0.001	-0.048	-0.046	-0.045	-0.043	-0.048	0	-0.046	-0.046	-0.047	-0.047	0	0.041	0.041	0.039	0.038	0.037	0.037	0.038	0.038	0.038	0.038	0.036	0.004	0.036	0.039	0.006	0.036	0.036	0.037	0.037	0.038	0.038	0.038	0.037	0.038	0.038	0.038	0.036	0.037	0.037	0.036	0.037	0.038	0.176	0.155	0.155	0.155	0.176	0.156	0.156	0.155	0.177	0.156	0.155	0.164	0.176	0.155	0.163	0.155	0.155	0.154	0.155	0.154	0.176	0.154	0.155	0.155	0.156	0.154	0.176	0.155	0.155	0.155	0.154	0.176	-0.035	0.036	0.16	2016_7_13_13_53_31
FLQS307KGRWV____	-0.062	-0.103	-0.101	-0.061	-0.107	-0.104	-0.105	-0.104	-0.103	-0.103	-0.063	-0.062	-0.065	-0.065	-0.063	-0.063	-0.063	-0.104	-0.104	-0.065	-0.102	-0.065	-0.063	-0.062	-0.1	-0.065	-0.066	-0.104	-0.063	-0.063	-0.146	-0.108	0.005	-0.045	0.001	-0.039	-0.09	0.001	-0.098	0.002	-0.043	0.002	0.001	0.002	0.002	0	0.001	0.001	0.001	0	-0.042	0.002	-0.042	0.002	-0.041	0	-0.002	0.002	0.002	-0.047	-0.041	0.001	-0.049	-0.045	0.501	0.495	0.484	0.513	0.505	0.483	0.508	0.483	0.495	0.484	0.502	0.502	0.5	0.501	0.502	0.502	0.502	0.483	0.494	0.501	0.495	0.501	0.513	0.503	0.485	0.501	0.501	0.495	0.513	0.502	0.477	0.493	-0.084	-0.018	0.497	2016_7_13_13_53_37
FLQS308YGRWQ____	0.046	0.046	0.046	0.046	0.045	0.045	0.008	0.046	0.046	0.047	0.046	0.049	0.046	0.046	0.046	0.046	0.046	0.045	0.042	0.044	0.045	0.044	0.045	0.044	0.048	0.044	0.043	0.046	0.045	0.046	0.046	0.044	0.004	-0.036	-0.002	0.002	0.003	-0.038	-0.003	-0.002	0.001	0.001	0.002	0.003	0.003	0	0	0.002	0.002	0.003	0.005	-0.036	-0.032	-0.036	-0.002	0.002	0.006	-0.036	0.004	0.002	-0.002	0.002	0.001	0.005	-0.047	-0.037	-0.046	-0.047	-0.048	-0.037	-0.064	-0.046	-0.047	-0.046	-0.046	-0.046	-0.047	-0.046	-0.046	-0.046	-0.046	-0.047	-0.05	-0.038	-0.039	-0.038	-0.047	-0.047	-0.047	-0.038	-0.049	-0.047	-0.047	-0.046	-0.046	-0.049	0.044	-0.005	-0.046	2016_7_13_13_53_44
FLQS309NGRWM____	0.004	0.003	0.004	0	0.004	0.004	0.004	0.005	0.003	0.003	0.004	0.002	0.003	0.004	0.005	0.004	0.004	0.002	0.003	0.004	-0.041	0.004	0.006	0.001	0.002	0.004	0.003	0.002	0.006	0.004	0.003	0.003	-0.002	-0.003	-0.003	-0.002	-0.004	-0.003	-0.004	-0.003	-0.002	-0.005	-0.004	-0.004	-0.004	-0.001	-0.01	-0.004	-0.004	-0.002	-0.002	-0.004	-0.044	-0.004	-0.008	-0.001	-0.005	-0.004	-0.003	-0.003	-0.008	-0.004	-0.003	-0.004	-0.057	-0.058	-0.056	-0.059	-0.057	-0.057	-0.057	-0.056	-0.058	-0.056	-0.057	-0.057	-0.057	-0.058	-0.055	-0.057	-0.057	-0.058	-0.058	-0.056	-0.066	-0.056	-0.055	-0.059	-0.057	-0.056	-0.057	-0.057	-0.055	-0.057	-0.058	-0.057	0.002	-0.005	-0.057	2016_7_13_13_53_47
FLQS309QGRWV____	-0.052	-0.055	-0.009	-0.053	-0.056	-0.054	-0.055	-0.055	-0.051	-0.056	-0.057	-0.055	-0.056	0.029	-0.009	-0.057	-0.057	-0.056	-0.056	-0.059	-0.052	-0.059	-0.057	-0.055	-0.055	-0.059	-0.009	-0.053	-0.057	-0.057	-0.053	-0.056	-0.004	-0.004	-0.04	-0.005	-0.004	-0.039	-0.004	-0.039	-0.003	-0.003	-0.003	-0.002	-0.003	-0.006	-0.04	-0.003	-0.003	-0.005	-0.002	-0.003	-0.044	-0.003	-0.002	-0.041	-0.04	-0.003	-0.006	-0.004	-0.002	-0.003	-0.042	-0.004	0.556	0.555	0.586	0.556	0.555	0.565	0.556	0.564	0.557	0.555	0.554	0.555	0.554	0.594	0.586	0.554	0.554	0.554	0.554	0.553	0.567	0.553	0.554	0.564	0.564	0.553	0.576	0.556	0.554	0.554	0.566	0.555	-0.049	-0.013	0.56	2016_7_13_13_53_51
FLQS309TGRWY____	0.062	0.065	0.065	0.065	0.065	0.063	0.065	0.063	0.066	0.065	0.067	0.066	0.065	0.062	0.064	0.067	0.067	0.065	0.028	0.066	0.027	0.066	0.066	0.065	0.067	0.066	0.065	0.065	0.066	0.067	0.065	0.064	-0.056	-0.057	-0.057	-0.055	-0.055	-0.054	-0.054	-0.057	-0.057	-0.053	-0.055	-0.055	-0.058	-0.057	-0.055	-0.055	-0.055	-0.056	-0.057	-0.056	-0.058	-0.056	-0.056	-0.055	-0.056	-0.056	-0.056	-0.057	-0.056	-0.055	-0.057	-0.056	0.593	0.595	0.595	0.594	0.594	0.594	0.594	0.594	0.595	0.594	0.595	0.594	0.595	0.593	0.594	0.595	0.595	0.594	0.577	0.595	0.578	0.595	0.595	0.595	0.595	0.595	0.594	0.594	0.595	0.595	0.594	0.594	0.063	-0.056	0.593	2016_7_13_16_29_26
FLQS319HGRWY____	0.042	-0.044	-0.092	-0.048	-0.046	-0.046	0.042	-0.047	-0.003	-0.048	-0.006	-0.048	-0.006	-0.003	-0.005	-0.006	-0.006	-0.047	-0.046	-0.046	-0.002	-0.046	-0.004	-0.044	0.002	-0.046	-0.006	-0.044	-0.004	-0.006	-0.047	-0.046	0.041	0.035	-0.043	0.035	0.035	0.035	0.049	-0.003	0.039	-0.002	0.001	0.001	0.001	0.001	0.038	0.001	0.001	-0.001	0.001	0.036	0.002	0.036	0.038	0.037	0.006	0.036	0.002	0.035	0.038	0.001	-0.037	-0.001	-0.62	-0.658	-0.66	-0.66	-0.659	-0.659	-0.622	-0.649	-0.64	-0.65	-0.631	-0.651	-0.631	-0.63	-0.641	-0.631	-0.631	-0.65	-0.65	-0.659	-0.629	-0.659	-0.641	-0.659	-0.629	-0.659	-0.632	-0.658	-0.641	-0.631	-0.64	-0.649	-0.025	0.015	-0.644	2016_7_13_16_29_29
FLQS3009GRWQ____	-0.045	-0.008	0.036	-0.006	0.035	0.035	-0.004	-0.003	0.031	0.033	-0.005	-0.004	-0.006	-0.001	-0.005	-0.005	-0.005	0.033	0.034	-0.005	-0.005	-0.005	0.033	0.032	0.032	-0.005	-0.005	0.033	0.033	-0.005	0.033	0.034	-0.005	-0.005	-0.002	-0.004	-0.003	-0.002	0.037	0.073	-0.001	-0.002	-0.004	-0.005	-0.006	0.041	-0.005	-0.004	-0.004	-0.003	0.032	-0.004	0.004	-0.004	0.032	-0.002	0	-0.004	0.031	-0.002	0.032	-0.004	-0.002	-0.003	0.13	0.148	0.168	0.148	0.166	0.166	0.138	0.129	0.165	0.165	0.149	0.149	0.148	0.139	0.149	0.149	0.149	0.166	0.157	0.149	0.146	0.149	0.156	0.165	0.165	0.149	0.14	0.165	0.156	0.149	0.166	0.167	0.011	0.006	0.153	2016_7_13_16_29_31
FLQS3024GRWM____	0.063	0.064	0.062	0.015	0.064	0.014	0.066	0.016	0.063	0.018	0.015	0.015	0.067	0.064	0.017	0.015	0.015	0.066	0.016	0.066	0.014	0.066	0.016	0.065	0.016	0.066	0.062	0.017	0.016	0.015	0.017	0.066	-0.015	-0.018	-0.057	-0.056	-0.056	-0.056	-0.015	-0.057	-0.004	-0.016	-0.059	-0.057	-0.016	-0.057	-0.051	-0.059	-0.059	-0.056	-0.057	-0.056	-0.057	-0.056	-0.056	-0.015	-0.056	-0.056	-0.052	-0.058	-0.056	-0.059	-0.058	-0.054	-0.001	0.001	0.01	-0.011	0.011	-0.012	0.001	-0.011	-0.003	-0.02	-0.01	-0.012	0.002	0.011	-0.012	-0.01	-0.01	0.012	-0.011	0.011	-0.011	0.011	-0.011	0.001	-0.011	0.011	0.009	-0.01	-0.011	-0.01	-0.011	0.011	0.039	-0.047	-0.003	2016_7_13_16_29_34
FLQS3047GRWM____	-0.079	-0.077	-0.163	-0.119	-0.076	-0.117	-0.12	-0.119	-0.117	-0.081	-0.075	-0.076	-0.078	-0.118	-0.119	-0.075	-0.075	-0.12	-0.079	-0.078	-0.077	-0.078	-0.078	-0.078	-0.038	-0.078	-0.08	-0.078	-0.078	-0.075	-0.119	-0.121	0.013	-0.031	-0.039	0.012	-0.036	0.054	-0.076	0.049	0.012	-0.075	0.011	0.01	0.014	0.014	0.05	0.011	0.011	0.018	0.013	0.013	0.052	0.013	0.015	0.013	0.012	0.013	0.013	0.014	0.015	0.011	0.013	0.011	-0.115	-0.102	-0.141	-0.133	-0.101	-0.143	-0.111	-0.143	-0.132	-0.093	-0.114	-0.113	-0.115	-0.134	-0.144	-0.114	-0.114	-0.135	-0.115	-0.114	-0.125	-0.114	-0.115	-0.114	-0.096	-0.114	-0.115	-0.115	-0.115	-0.114	-0.133	-0.135	-0.092	0.008	-0.12	2016_7_13_16_29_36
FLQS3052GRWY____	-0.051	-0.049	-0.051	-0.053	-0.051	-0.053	-0.052	-0.051	-0.057	-0.052	-0.054	-0.054	-0.049	-0.054	-0.051	-0.054	-0.054	-0.053	-0.054	-0.053	-0.058	-0.053	-0.055	-0.053	-0.054	-0.053	-0.052	-0.055	-0.055	-0.054	-0.055	-0.051	0.018	0.016	0.015	0.018	0.055	0.051	0.055	0.054	0.015	0.055	0.014	0.014	0.051	0.016	0.019	0.014	0.014	0.015	0.016	0.016	0.015	0.016	0.015	0.015	0.014	0.016	0.017	0.016	0.015	0.014	0.016	0.015	0.663	0.664	0.664	0.663	0.653	0.653	0.654	0.653	0.661	0.653	0.663	0.663	0.656	0.663	0.662	0.663	0.663	0.663	0.662	0.663	0.661	0.663	0.663	0.663	0.663	0.663	0.663	0.662	0.663	0.663	0.662	0.664	-0.053	0.023	0.661	2016_7_13_16_29_38
FLQS3057GRWM____	-0.008	-0.004	-0.006	-0.001	0.04	0.083	0.086	0.036	0.042	0.04	-0.007	0.042	0.039	-0.005	0.038	-0.007	-0.007	0.037	-0.007	-0.009	-0.008	-0.009	0.038	0.035	0.037	-0.009	0.039	0.039	0.038	-0.007	-0.003	-0.006	0.005	-0.036	-0.038	-0.08	0.002	-0.03	0.007	0.008	-0.001	0.001	0.001	0.002	-0.034	0.002	0.002	0.001	0.001	0.004	0.001	-0.001	-0.035	-0.001	-0.002	0.004	0.006	-0.001	0	-0.032	-0.002	0.001	0	0.001	0.523	0.535	0.535	0.547	0.546	0.574	0.565	0.542	0.546	0.546	0.524	0.547	0.555	0.526	0.545	0.524	0.524	0.544	0.524	0.524	0.534	0.524	0.546	0.543	0.543	0.524	0.546	0.554	0.546	0.524	0.526	0.525	0.019	-0.008	0.538	2016_7_13_16_29_41
