SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS3BDVGRXL____	-0.376	-0.326	-0.288	-0.288	-0.360	-0.188	-0.313	-0.313	-0.287	-0.308	-0.291	-0.288	-0.283	-0.317	-0.284	-0.288	-0.409	-0.306	-0.288	-0.260	-0.288	-0.395	-0.234	-0.285	-0.281	-0.188	-0.283	-0.279	-0.357	-0.360	-0.329	-0.283	0.343	0.290	0.284	0.284	0.285	0.402	0.285	0.285	0.285	0.288	0.284	0.284	0.285	0.286	0.340	0.284	0.288	0.286	0.284	0.330	0.338	0.290	0.285	0.283	0.278	0.402	0.339	0.286	0.283	0.285	0.287	0.339	-0.155	-0.130	-0.115	-0.115	-0.142	-0.088	-0.124	-0.124	-0.115	-0.123	-0.116	-0.115	-0.113	-0.126	-0.119	-0.115	-0.162	-0.122	-0.115	-0.108	-0.121	-0.156	-0.094	-0.114	-0.111	-0.088	-0.119	-0.111	-0.141	-0.142	-0.130	-0.119	-0.301	0.302	-0.122	2016_7_15_15_45_38
F2LS3HQHHFM5____	-0.180	-0.167	-0.170	-0.170	-0.170	-0.174	-0.170	-0.170	-0.172	-0.177	-0.170	-0.170	-0.180	-0.170	-0.215	-0.170	-0.173	-0.207	-0.170	-0.176	-0.170	-0.220	-0.176	-0.170	-0.170	-0.174	-0.168	-0.132	-0.170	-0.170	-0.170	-0.168	1.243	1.242	1.253	1.253	1.253	1.245	1.253	1.253	1.253	1.195	1.183	1.253	1.256	1.253	1.242	1.253	1.254	1.239	1.253	1.258	1.253	1.198	1.256	1.253	1.183	1.245	1.243	1.242	1.253	1.253	1.253	1.243	-0.137	-0.132	-0.134	-0.134	-0.134	-0.135	-0.134	-0.134	-0.134	-0.131	-0.127	-0.134	-0.138	-0.133	-0.150	-0.134	-0.135	-0.146	-0.134	-0.137	-0.133	-0.148	-0.136	-0.134	-0.127	-0.135	-0.132	-0.118	-0.134	-0.134	-0.134	-0.132	-0.174	1.242	-0.134	2016_7_15_15_45_42
F2LS3MG9HFM5____	-0.752	-0.760	-0.757	-0.757	-0.764	-0.801	-0.716	-0.716	-0.752	-0.795	-0.752	-0.757	-0.755	-0.759	-0.756	-0.757	-0.761	-0.755	-0.757	-0.716	-0.761	-0.748	-0.754	-0.759	-0.760	-0.801	-0.756	-0.756	-0.761	-0.764	-0.758	-0.756	0.359	0.357	0.402	0.402	0.353	0.352	0.352	0.352	0.356	0.359	0.355	0.402	0.353	0.355	0.358	0.402	0.356	0.353	0.402	0.354	0.356	0.362	0.355	0.353	0.353	0.352	0.355	0.358	0.354	0.353	0.352	0.355	-0.352	-0.355	-0.359	-0.359	-0.357	-0.371	-0.338	-0.338	-0.352	-0.369	-0.352	-0.359	-0.353	-0.355	-0.353	-0.359	-0.355	-0.352	-0.359	-0.338	-0.355	-0.351	-0.352	-0.354	-0.355	-0.371	-0.353	-0.354	-0.355	-0.357	-0.354	-0.353	-0.757	0.362	-0.355	2016_7_15_15_45_46
F2LS35BZHFM1____	-0.316	-0.394	-0.441	-0.441	-0.404	-0.444	-0.442	-0.442	-0.436	-0.444	-0.404	-0.441	-0.400	-0.395	-0.397	-0.441	-0.394	-0.437	-0.441	-0.358	-0.363	-0.440	-0.399	-0.479	-0.361	-0.444	-0.400	-0.489	-0.395	-0.404	-0.395	-0.400	1.524	1.484	1.483	1.483	1.523	1.527	1.483	1.483	1.484	1.525	1.526	1.483	1.482	1.484	1.527	1.483	1.485	1.484	1.483	1.529	1.524	1.527	1.482	1.524	1.524	1.527	1.483	1.482	1.482	1.523	1.484	1.483	-0.273	-0.299	-0.317	-0.317	-0.306	-0.323	-0.318	-0.318	-0.315	-0.323	-0.307	-0.317	-0.301	-0.300	-0.304	-0.317	-0.299	-0.316	-0.317	-0.290	-0.292	-0.321	-0.301	-0.335	-0.291	-0.323	-0.302	-0.336	-0.299	-0.306	-0.300	-0.302	-0.415	1.500	-0.309	2016_7_15_15_45_50
F2LS339XHFM1____	-0.489	-0.499	-0.538	-0.538	-0.494	-0.527	-0.542	-0.542	-0.501	-0.551	-0.546	-0.538	-0.496	-0.544	-0.494	-0.538	-0.543	-0.501	-0.538	-0.496	-0.529	-0.549	-0.539	-0.542	-0.548	-0.527	-0.536	-0.506	-0.503	-0.494	-0.497	-0.536	0.345	0.384	0.346	0.346	0.345	0.306	0.385	0.385	0.341	0.383	0.384	0.346	0.343	0.341	0.344	0.346	0.386	0.385	0.346	0.349	0.308	0.382	0.384	0.343	0.380	0.306	0.343	0.383	0.342	0.345	0.343	0.343	-0.125	-0.133	-0.144	-0.144	-0.127	-0.136	-0.150	-0.150	-0.130	-0.153	-0.151	-0.144	-0.128	-0.146	-0.127	-0.144	-0.150	-0.134	-0.144	-0.128	-0.137	-0.152	-0.149	-0.146	-0.151	-0.136	-0.143	-0.136	-0.130	-0.127	-0.128	-0.143	-0.524	0.354	-0.140	2016_7_15_15_45_54
F2LS3EKPHFM2____	-0.251	-0.257	-0.251	-0.251	-0.251	-0.250	-0.253	-0.253	-0.251	-0.173	-0.216	-0.251	-0.290	-0.252	-0.253	-0.251	-0.248	-0.215	-0.251	-0.248	-0.215	-0.256	-0.209	-0.256	-0.245	-0.250	-0.252	-0.177	-0.259	-0.251	-0.255	-0.252	1.335	1.334	1.334	1.334	1.336	1.335	1.335	1.335	1.335	1.382	1.329	1.334	1.336	1.335	1.334	1.334	1.338	1.337	1.334	1.337	1.337	1.334	1.379	1.333	1.339	1.335	1.334	1.377	1.334	1.336	1.334	1.334	-0.229	-0.230	-0.228	-0.228	-0.228	-0.228	-0.229	-0.229	-0.228	-0.204	-0.214	-0.228	-0.243	-0.228	-0.229	-0.228	-0.227	-0.214	-0.228	-0.227	-0.215	-0.230	-0.216	-0.229	-0.226	-0.228	-0.228	-0.203	-0.231	-0.228	-0.229	-0.228	-0.244	1.339	-0.226	2016_7_15_15_45_58
F2LS3HZVHFM5____	-0.392	-0.395	-0.432	-0.432	-0.308	-0.392	-0.398	-0.398	-0.352	-0.442	-0.353	-0.432	-0.354	-0.358	-0.394	-0.432	-0.348	-0.314	-0.432	-0.445	-0.330	-0.397	-0.351	-0.388	-0.395	-0.392	-0.303	-0.354	-0.357	-0.308	-0.396	-0.303	0.401	0.398	0.355	0.355	0.400	0.354	0.399	0.399	0.399	0.400	0.399	0.355	0.398	0.395	0.401	0.355	0.399	0.397	0.355	0.354	0.342	0.399	0.399	0.353	0.400	0.354	0.448	0.397	0.396	0.400	0.397	0.448	-0.040	-0.041	-0.051	-0.051	-0.008	-0.035	-0.042	-0.042	-0.025	-0.060	-0.025	-0.051	-0.025	-0.027	-0.041	-0.051	-0.023	-0.010	-0.051	-0.056	-0.011	-0.043	-0.024	-0.033	-0.042	-0.035	-0.011	-0.025	-0.027	-0.008	-0.041	-0.011	-0.378	0.388	-0.033	2016_7_15_15_46_02
F2LS3SMLHFM5____	-0.350	-0.359	-0.359	-0.359	-0.350	-0.273	-0.280	-0.280	-0.387	-0.360	-0.382	-0.359	-0.405	-0.346	-0.368	-0.359	-0.401	-0.359	-0.359	-0.328	-0.388	-0.365	-0.319	-0.428	-0.350	-0.273	-0.365	-0.365	-0.350	-0.350	-0.388	-0.365	0.355	0.352	0.354	0.354	0.350	0.402	0.350	0.350	0.356	0.348	0.360	0.354	0.352	0.355	0.399	0.354	0.352	0.353	0.354	0.410	0.360	0.349	0.357	0.355	0.350	0.402	0.400	0.351	0.350	0.350	0.356	0.400	-0.168	-0.172	-0.172	-0.172	-0.169	-0.144	-0.142	-0.142	-0.183	-0.173	-0.182	-0.172	-0.190	-0.167	-0.180	-0.172	-0.188	-0.172	-0.172	-0.166	-0.183	-0.175	-0.158	-0.199	-0.169	-0.144	-0.179	-0.174	-0.169	-0.169	-0.184	-0.179	-0.354	0.362	-0.171	2016_7_15_15_46_05
F2LS38TUGRXL____	0.055	0.089	0.093	0.093	0.033	0.049	0.051	0.051	0.057	0.016	0.055	0.093	0.058	0.052	0.051	0.093	0.056	0.052	0.093	0.048	0.054	0.057	0.050	0.054	0.054	0.049	0.056	0.054	0.017	0.033	0.058	0.056	1.263	1.261	1.261	1.261	1.254	1.260	1.217	1.217	1.214	1.263	1.261	1.261	1.216	1.260	1.261	1.261	1.261	1.260	1.261	1.259	1.259	1.264	1.259	1.262	1.259	1.260	1.260	1.264	1.261	1.254	1.217	1.260	-0.138	-0.123	-0.122	-0.122	-0.145	-0.139	-0.134	-0.134	-0.132	-0.152	-0.137	-0.122	-0.131	-0.138	-0.138	-0.122	-0.136	-0.138	-0.122	-0.140	-0.137	-0.137	-0.139	-0.137	-0.137	-0.139	-0.136	-0.138	-0.152	-0.145	-0.131	-0.136	0.057	1.253	-0.135	2016_7_15_15_46_09
F2LS3957GRXL____	-0.518	-0.518	-0.448	-0.448	-0.531	-0.586	-0.488	-0.488	-0.489	-0.525	-0.523	-0.448	-0.490	-0.492	-0.512	-0.448	-0.450	-0.493	-0.448	-0.449	-0.520	-0.590	-0.492	-0.490	-0.596	-0.586	-0.519	-0.495	-0.482	-0.531	-0.440	-0.519	0.047	-0.024	0.048	0.048	0.044	0.046	0.108	0.108	0.110	0.049	0.045	0.048	0.110	0.049	0.047	0.048	0.107	0.109	0.048	0.046	0.045	0.048	0.109	0.047	0.047	0.046	0.049	0.109	0.109	0.044	0.108	0.049	-0.080	-0.073	-0.053	-0.053	-0.084	-0.106	-0.074	-0.074	-0.075	-0.082	-0.082	-0.053	-0.075	-0.069	-0.077	-0.053	-0.060	-0.077	-0.053	-0.053	-0.080	-0.107	-0.076	-0.069	-0.109	-0.106	-0.080	-0.077	-0.072	-0.084	-0.056	-0.080	-0.502	0.064	-0.075	2016_7_15_15_46_13
